"ple0160","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","1999","35-65 y.","Couple + C. LE and GT 16","30","0.0454697613614164","0.0303154584591783","0.0606240642636545","1"
"Yes","1999","66 and older","1-pers.-HH","4","","","","1"
"Yes","1999","66 and older","(Married) couple without C. ","8","","","","1"
"Yes","1999","66 and older","Single parent ","1","","","","1"
"Yes","1999","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1999","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","1999","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2000","66 and older","1-pers.-HH","1132","0.994121179552245","0.989679556266831","0.998562802837658","2"
"No","2000","16-34 y.","(Married) couple without C. ","1063","0.845016424751026","0.824978720218978","0.865054129283075","2"
"No","2000","35-65 y.","Couple + C. GT 16 ","2231","0.957540208268582","0.949359985990609","0.965720430546555","2"
"No","2000","35-65 y.","Couple + C. LE and GT 16","1152","0.958827964618169","0.947642132531725","0.970013796704613","2"
"No","2000","66 and older","Single parent ","72","0.986506351148463","0.960039559053749","1.01297314324318","2"
"No","2000","66 and older","(Married) couple without C. ","2049","0.989126633357127","0.984655827441995","0.99359743927226","2"
"No","2000","16-34 y.","1-pers.-HH","764","0.872671147159852","0.850622113783094","0.894720180536611","2"
"No","2000","16-34 y.","Couple + C. LE 16 ","1851","0.911079356827947","0.898667069875444","0.92349164378045","2"
"No","2000","16-34 y.","Couple + C. GT 16 ","1320","0.908142443453153","0.893347545164048","0.922937341742257","2"
"No","2000","35-65 y.","(Married) couple without C. ","4089","0.957064215265325","0.950972640347592","0.963155790183058","2"
"No","2000","35-65 y.","Single parent ","601","0.964687600076836","0.950229278175089","0.979145921978584","2"
"No","2000","35-65 y.","Couple + C. LE 16 ","3001","0.930496758376174","0.921717094273","0.939276422479348","2"
"No","2000","66 and older","Couple + C. GT 16 ","154","0.962950023644928","0.933497983131979","0.992402064157876","2"
"No","2000","66 and older","Couple + C. LE and GT 16","2","","","","2"
"No","2000","16-34 y.","Single parent ","469","0.934492718255637","0.912934861459137","0.956050575052136","2"
"No","2000","66 and older","Couple + C. LE 16 ","4","","","","2"
"No","2000","16-34 y.","Couple + C. LE and GT 16","654","0.904245210922972","0.882840806834471","0.925649615011474","2"
"No","2000","35-65 y.","1-pers.-HH","1274","0.943690591198026","0.931393949939656","0.955987232456396","2"
"Yes","2000","16-34 y.","1-pers.-HH","114","0.127328852840148","0.105279819463389","0.149377886216906","1"
"Yes","2000","16-34 y.","(Married) couple without C. ","190","0.154983575248974","0.134945870716925","0.175021279781022","1"
"Yes","2000","16-34 y.","Single parent ","37","0.0655072817443633","0.0439494249478638","0.0870651385408629","1"
"Yes","2000","16-34 y.","Couple + C. LE 16 ","169","0.0889206431720533","0.0765083562195502","0.101332930124556","1"
"Yes","2000","16-34 y.","Couple + C. GT 16 ","144","0.0918575565468473","0.0770626582577425","0.106652454835952","1"
"Yes","2000","16-34 y.","Couple + C. LE and GT 16","72","0.0957547890770276","0.0743503849885266","0.117159193165529","1"
"Yes","2000","35-65 y.","1-pers.-HH","76","0.056309408801974","0.0440127675436036","0.0686060500603445","1"
"Yes","2000","35-65 y.","(Married) couple without C. ","165","0.0429357847346748","0.0368442098169419","0.0490273596524077","1"
"Yes","2000","35-65 y.","Single parent ","25","","","","1"
"Yes","2000","35-65 y.","Couple + C. LE 16 ","222","0.0695032416238259","0.0607235775206517","0.0782829057270002","1"
"Yes","2000","35-65 y.","Couple + C. GT 16 ","103","0.0424597917314181","0.034279569453445","0.0506400140093912","1"
"Yes","2000","35-65 y.","Couple + C. LE and GT 16","60","0.0411720353818309","0.0299862032953872","0.0523578674682746","1"
"Yes","2000","66 and older","1-pers.-HH","6","","","","1"
"Yes","2000","66 and older","(Married) couple without C. ","18","","","","1"
"Yes","2000","66 and older","Single parent ","1","","","","1"
"Yes","2000","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2000","66 and older","Couple + C. GT 16 ","4","","","","1"
"Yes","2000","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2001","35-65 y.","Couple + C. GT 16 ","2043","0.968390668067503","0.960958881706003","0.975822454429002","2"
"No","2001","66 and older","1-pers.-HH","1031","0.994571477682721","0.990101470425201","0.99904148494024","2"
"No","2001","66 and older","(Married) couple without C. ","1973","0.984802160758246","0.979431102522341","0.990173218994151","2"
"No","2001","66 and older","Single parent ","71","0.990468922907129","0.96802631816301","1.01291152765125","2"
"No","2001","35-65 y.","Couple + C. LE and GT 16","1032","0.945780232793624","0.932336843263099","0.95922362232415","2"
"No","2001","16-34 y.","1-pers.-HH","632","0.883522891350503","0.860251848021336","0.90679393467967","2"
"No","2001","16-34 y.","(Married) couple without C. ","912","0.830884233266894","0.808538348622717","0.853230117911071","2"
"No","2001","16-34 y.","Couple + C. LE 16 ","1590","0.901355379912396","0.887360809209","0.915349950615792","2"
"No","2001","16-34 y.","Couple + C. GT 16 ","1189","0.886337790144925","0.869400271077671","0.90327530921218","2"
"No","2001","35-65 y.","(Married) couple without C. ","3686","0.959935912162063","0.953725113462486","0.96614671086164","2"
"No","2001","35-65 y.","Single parent ","547","0.95645228576393","0.939771039050729","0.973133532477132","2"
"No","2001","35-65 y.","Couple + C. LE 16 ","2806","0.92684384547568","0.917553813842293","0.936133877109067","2"
"No","2001","66 and older","Couple + C. LE 16 ","3","","","","2"
"No","2001","66 and older","Couple + C. GT 16 ","158","1","1","1","2"
"No","2001","66 and older","Couple + C. LE and GT 16","2","","","","2"
"No","2001","16-34 y.","Single parent ","439","0.923696711173868","0.89984711982675","0.947546302520986","2"
"No","2001","16-34 y.","Couple + C. LE and GT 16","590","0.898446499164856","0.875331720916074","0.921561277413639","2"
"No","2001","35-65 y.","1-pers.-HH","1174","0.943805377229632","0.930997537132826","0.956613217326439","2"
"Yes","2001","16-34 y.","1-pers.-HH","98","0.116477108649497","0.0932060653203298","0.139748151978664","1"
"Yes","2001","16-34 y.","(Married) couple without C. ","169","0.169115766733106","0.146769882088929","0.191461651377283","1"
"Yes","2001","16-34 y.","Single parent ","37","0.0763032888261319","0.0524536974790136","0.10015288017325","1"
"Yes","2001","16-34 y.","Couple + C. LE 16 ","154","0.0986446200876043","0.0846500493842084","0.112639190791","1"
"Yes","2001","16-34 y.","Couple + C. GT 16 ","160","0.113662209855075","0.0967246907878199","0.130599728922329","1"
"Yes","2001","16-34 y.","Couple + C. LE and GT 16","66","0.101553500835144","0.0784387225863614","0.124668279083926","1"
"Yes","2001","35-65 y.","1-pers.-HH","68","0.0561946227703676","0.0433867826735606","0.0690024628671745","1"
"Yes","2001","35-65 y.","(Married) couple without C. ","144","0.040064087837937","0.03385328913836","0.0462748865375139","1"
"Yes","2001","35-65 y.","Single parent ","28","","","","1"
"Yes","2001","35-65 y.","Couple + C. LE 16 ","212","0.0731561545243197","0.063866122890933","0.0824461861577065","1"
"Yes","2001","35-65 y.","Couple + C. GT 16 ","86","0.0316093319324971","0.0241775455709977","0.0390411182939965","1"
"Yes","2001","35-65 y.","Couple + C. LE and GT 16","58","0.0542197672063757","0.0407763776758499","0.0676631567369015","1"
"Yes","2001","66 and older","1-pers.-HH","7","","","","1"
"Yes","2001","66 and older","(Married) couple without C. ","20","","","","1"
"Yes","2001","66 and older","Single parent ","1","","","","1"
"Yes","2001","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2001","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2001","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2002","66 and older","(Married) couple without C. ","1897","0.995178054062143","0.992071399460706","0.99828470866358","2"
"No","2002","66 and older","1-pers.-HH","957","0.994282314997691","0.989517725103979","0.999046904891403","2"
"No","2002","16-34 y.","1-pers.-HH","569","0.904521789516726","0.8814455137829","0.927598065250552","2"
"No","2002","35-65 y.","Couple + C. GT 16 ","1863","0.969810282413858","0.962180406985311","0.977440157842404","2"
"No","2002","66 and older","Single parent ","73","1","1","1","2"
"No","2002","35-65 y.","Couple + C. LE and GT 16","958","0.966241891589007","0.955042425220773","0.977441357957241","2"
"No","2002","16-34 y.","(Married) couple without C. ","793","0.873146859590877","0.85129424034574","0.894999478836014","2"
"No","2002","16-34 y.","Single parent ","403","0.938985003375437","0.916361415173071","0.961608591577802","2"
"No","2002","16-34 y.","Couple + C. LE 16 ","1270","0.930276001543516","0.916799781724649","0.943752221362384","2"
"No","2002","16-34 y.","Couple + C. GT 16 ","1135","0.917223909176663","0.901967135800508","0.932480682552817","2"
"No","2002","35-65 y.","(Married) couple without C. ","3309","0.969115806709471","0.963315091137312","0.97491652228163","2"
"No","2002","35-65 y.","Single parent ","487","0.938103563881194","0.917312272970904","0.958894854791484","2"
"No","2002","35-65 y.","Couple + C. LE 16 ","2430","0.95041078611454","0.942032181241266","0.958789390987814","2"
"No","2002","66 and older","Couple + C. LE 16 ","2","","","","2"
"No","2002","66 and older","Couple + C. GT 16 ","148","0.990700661146857","0.975288901771696","1.00611242052202","2"
"No","2002","66 and older","Couple + C. LE and GT 16","2","","","","2"
"No","2002","16-34 y.","Couple + C. LE and GT 16","577","0.920176684076305","0.898877969510666","0.941475398641944","2"
"No","2002","35-65 y.","1-pers.-HH","1002","0.961729486486215","0.95008649586966","0.973372477102769","2"
"Yes","2002","16-34 y.","1-pers.-HH","54","0.095478210483274","0.0724019347494483","0.1185544862171","1"
"Yes","2002","16-34 y.","(Married) couple without C. ","98","0.126853140409123","0.105000521163986","0.14870575965426","1"
"Yes","2002","16-34 y.","Single parent ","27","","","","1"
"Yes","2002","16-34 y.","Couple + C. LE 16 ","102","0.0697239984564837","0.0562477786376164","0.0832002182753509","1"
"Yes","2002","16-34 y.","Couple + C. GT 16 ","118","0.0827760908233372","0.0675193174471826","0.0980328641994917","1"
"Yes","2002","16-34 y.","Couple + C. LE and GT 16","45","0.0798233159236948","0.058524601358056","0.101122030489334","1"
"Yes","2002","35-65 y.","1-pers.-HH","41","0.0382705135137853","0.0266275228972307","0.0499135041303399","1"
"Yes","2002","35-65 y.","(Married) couple without C. ","108","0.0308841932905287","0.0250834777183696","0.0366849088626877","1"
"Yes","2002","35-65 y.","Single parent ","29","","","","1"
"Yes","2002","35-65 y.","Couple + C. LE 16 ","149","0.0495892138854604","0.0412106090121863","0.0579678187587345","1"
"Yes","2002","35-65 y.","Couple + C. GT 16 ","69","0.0301897175861423","0.0225598421575957","0.0378195930146888","1"
"Yes","2002","35-65 y.","Couple + C. LE and GT 16","41","0.0337581084109931","0.0225586420427587","0.0449575747792276","1"
"Yes","2002","66 and older","1-pers.-HH","5","","","","1"
"Yes","2002","66 and older","(Married) couple without C. ","13","","","","1"
"Yes","2002","66 and older","Single parent ","","","","","1"
"Yes","2002","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2002","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2002","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2003","16-34 y.","1-pers.-HH","530","0.913168650420046","0.890232391558578","0.936104909281513","2"
"No","2003","16-34 y.","(Married) couple without C. ","760","0.859750418352796","0.836988109240619","0.882512727464973","2"
"No","2003","66 and older","1-pers.-HH","971","0.998333442088268","0.995770494734026","1.00089638944251","2"
"No","2003","66 and older","(Married) couple without C. ","1953","0.993224685939545","0.989599465840206","0.996849906038885","2"
"No","2003","16-34 y.","Single parent ","394","0.897464245981193","0.868758708199701","0.926169783762685","2"
"No","2003","16-34 y.","Couple + C. LE 16 ","1150","0.907481650306986","0.89152680314169","0.923436497472282","2"
"No","2003","16-34 y.","Couple + C. GT 16 ","1143","0.907703318408208","0.891715094160962","0.923691542655454","2"
"No","2003","35-65 y.","Couple + C. GT 16 ","1803","0.95690651131857","0.947756363563772","0.966056659073367","2"
"No","2003","35-65 y.","Couple + C. LE and GT 16","894","0.928285908228435","0.912073975197545","0.944497841259325","2"
"No","2003","66 and older","Single parent ","65","1","1","1","2"
"No","2003","16-34 y.","Couple + C. LE and GT 16","522","0.910085255560355","0.886904549805032","0.933265961315679","2"
"No","2003","35-65 y.","1-pers.-HH","988","0.967824832332682","0.957011263127106","0.978638401538259","2"
"No","2003","35-65 y.","(Married) couple without C. ","3160","0.959388552759099","0.952649854832507","0.966127250685692","2"
"No","2003","35-65 y.","Single parent ","480","0.925251486768741","0.902691231220316","0.947811742317166","2"
"No","2003","35-65 y.","Couple + C. LE 16 ","2208","0.937449290883891","0.927694028088901","0.94720455367888","2"
"No","2003","66 and older","Couple + C. LE 16 ","2","","","","2"
"No","2003","66 and older","Couple + C. GT 16 ","156","0.989848548557704","0.974218224087568","1.00547887302784","2"
"No","2003","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2003","16-34 y.","1-pers.-HH","49","0.0868313495799542","0.0638950907184866","0.109767608441422","1"
"Yes","2003","16-34 y.","(Married) couple without C. ","134","0.140249581647204","0.117487272535027","0.163011890759381","1"
"Yes","2003","16-34 y.","Single parent ","35","0.102535754018807","0.0738302162373151","0.131241291800299","1"
"Yes","2003","16-34 y.","Couple + C. LE 16 ","117","0.0925183496930136","0.0765635025277176","0.10847319685831","1"
"Yes","2003","16-34 y.","Couple + C. GT 16 ","116","0.0922966815917923","0.0763084573445466","0.108284905839038","1"
"Yes","2003","16-34 y.","Couple + C. LE and GT 16","63","0.0899147444396445","0.0667340386843212","0.113095450194968","1"
"Yes","2003","35-65 y.","1-pers.-HH","35","0.0321751676673179","0.0213615984617414","0.0429887368728943","1"
"Yes","2003","35-65 y.","(Married) couple without C. ","136","0.0406114472409007","0.0338727493143081","0.0473501451674932","1"
"Yes","2003","35-65 y.","Single parent ","42","0.0747485132312589","0.0521882576828338","0.0973087687796841","1"
"Yes","2003","35-65 y.","Couple + C. LE 16 ","159","0.0625507091161093","0.0527954463211198","0.0723059719110988","1"
"Yes","2003","35-65 y.","Couple + C. GT 16 ","89","0.0430934886814304","0.0339433409266326","0.0522436364362283","1"
"Yes","2003","35-65 y.","Couple + C. LE and GT 16","79","0.0717140917715653","0.0555021587406755","0.0879260248024552","1"
"Yes","2003","66 and older","1-pers.-HH","2","","","","1"
"Yes","2003","66 and older","(Married) couple without C. ","14","","","","1"
"Yes","2003","66 and older","Single parent ","","","","","1"
"Yes","2003","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2003","66 and older","Couple + C. GT 16 ","2","","","","1"
"Yes","2003","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2004","16-34 y.","1-pers.-HH","566","0.888904060016015","0.864538623250144","0.913269496781887","2"
"No","2004","16-34 y.","(Married) couple without C. ","844","0.829969926810494","0.806848045762287","0.853091807858701","2"
"No","2004","35-65 y.","Couple + C. GT 16 ","2178","0.959916111060181","0.951889116849543","0.967943105270818","2"
"No","2004","35-65 y.","Couple + C. LE and GT 16","1049","0.935820829429632","0.921442467959829","0.950199190899435","2"
"No","2004","66 and older","1-pers.-HH","1064","0.989324324042848","0.983180894329491","0.995467753756204","2"
"No","2004","66 and older","(Married) couple without C. ","2303","0.988398731456689","0.984058182417564","0.992739280495814","2"
"No","2004","16-34 y.","Single parent ","420","0.910916626277541","0.884856327484721","0.936976925070361","2"
"No","2004","16-34 y.","Couple + C. LE 16 ","1101","0.912175972321644","0.896293644168042","0.928058300475247","2"
"No","2004","16-34 y.","Couple + C. GT 16 ","1295","0.901760264280714","0.886376671048236","0.917143857513191","2"
"No","2004","66 and older","Single parent ","67","0.96858806692615","0.927726411250677","1.00944972260162","2"
"No","2004","16-34 y.","Couple + C. LE and GT 16","604","0.915668004518966","0.894467737483472","0.936868271554459","2"
"No","2004","35-65 y.","1-pers.-HH","1149","0.958511899575273","0.947214940757314","0.969808858393231","2"
"No","2004","35-65 y.","(Married) couple without C. ","3708","0.953892990783682","0.947312810942684","0.96047317062468","2"
"No","2004","35-65 y.","Single parent ","522","0.928651244126774","0.90738878859451","0.949913699659039","2"
"No","2004","35-65 y.","Couple + C. LE 16 ","2617","0.928652615112661","0.919164043066285","0.938141187159037","2"
"No","2004","66 and older","Couple + C. LE 16 ","4","","","","2"
"No","2004","66 and older","Couple + C. GT 16 ","166","0.994243817039205","0.982770114149583","1.00571751992883","2"
"No","2004","66 and older","Couple + C. LE and GT 16","3","","","","2"
"Yes","2004","16-34 y.","1-pers.-HH","73","0.111095939983985","0.0867305032181134","0.135461376749856","1"
"Yes","2004","16-34 y.","(Married) couple without C. ","170","0.170030073189506","0.146908192141299","0.193151954237713","1"
"Yes","2004","16-34 y.","Single parent ","39","0.0890833737224594","0.0630230749296393","0.115143672515279","1"
"Yes","2004","16-34 y.","Couple + C. LE 16 ","119","0.0878240276783555","0.0719416995247531","0.103706355831958","1"
"Yes","2004","16-34 y.","Couple + C. GT 16 ","143","0.0982397357192864","0.0828561424868092","0.113623328951764","1"
"Yes","2004","16-34 y.","Couple + C. LE and GT 16","56","0.0843319954810344","0.0631317284455411","0.105532262516528","1"
"Yes","2004","35-65 y.","1-pers.-HH","48","0.0414881004247273","0.0301911416067687","0.0527850592426859","1"
"Yes","2004","35-65 y.","(Married) couple without C. ","194","0.0461070092163181","0.0395268293753198","0.0526871890573164","1"
"Yes","2004","35-65 y.","Single parent ","41","0.0713487558732255","0.0500863003409606","0.0926112114054905","1"
"Yes","2004","35-65 y.","Couple + C. LE 16 ","210","0.071347384887339","0.0618588128409629","0.0808359569337151","1"
"Yes","2004","35-65 y.","Couple + C. GT 16 ","116","0.0400838889398193","0.0320568947291819","0.0481108831504567","1"
"Yes","2004","35-65 y.","Couple + C. LE and GT 16","67","0.0641791705703681","0.0498008091005653","0.078557532040171","1"
"Yes","2004","66 and older","1-pers.-HH","11","","","","1"
"Yes","2004","66 and older","(Married) couple without C. ","35","0.011601268543311","0.00726071950418618","0.0159418175824359","1"
"Yes","2004","66 and older","Single parent ","3","","","","1"
"Yes","2004","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2004","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2004","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2005","16-34 y.","1-pers.-HH","600","0.904868178180619","0.88279988380483","0.926936472556408","2"
"No","2005","16-34 y.","(Married) couple without C. ","803","0.876123426375735","0.855029591875187","0.897217260876283","2"
"No","2005","16-34 y.","Single parent ","425","0.91147566159993","0.885629682794902","0.937321640404959","2"
"No","2005","16-34 y.","Couple + C. LE 16 ","986","0.910275266646094","0.893293764560276","0.927256768731912","2"
"No","2005","16-34 y.","Couple + C. GT 16 ","1216","0.915262736806935","0.900307059504463","0.930218414109407","2"
"No","2005","35-65 y.","Couple + C. GT 16 ","2027","0.954597490950978","0.945733431019021","0.963461550882936","2"
"No","2005","35-65 y.","Couple + C. LE and GT 16","997","0.949088193445196","0.935836446418141","0.96233994047225","2"
"No","2005","66 and older","1-pers.-HH","1059","0.98444294413836","0.977045139815036","0.991840748461684","2"
"No","2005","66 and older","(Married) couple without C. ","2324","0.983543927519041","0.978416583056807","0.988671271981276","2"
"No","2005","66 and older","Single parent ","62","1","1","1","2"
"No","2005","16-34 y.","Couple + C. LE and GT 16","574","0.909449269898441","0.886969278438811","0.931929261358071","2"
"No","2005","35-65 y.","1-pers.-HH","1118","0.953332350325463","0.941282268682002","0.965382431968925","2"
"No","2005","35-65 y.","(Married) couple without C. ","3539","0.954413273240025","0.947700420586396","0.961126125893654","2"
"No","2005","35-65 y.","Single parent ","547","0.946830048558155","0.928458746916131","0.96520135020018","2"
"No","2005","35-65 y.","Couple + C. LE 16 ","2446","0.942001799899908","0.932999958991537","0.951003640808279","2"
"No","2005","66 and older","Couple + C. LE 16 ","4","","","","2"
"No","2005","66 and older","Couple + C. GT 16 ","164","0.976086738869391","0.9529152753514","0.999258202387382","2"
"No","2005","66 and older","Couple + C. LE and GT 16","2","","","","2"
"Yes","2005","16-34 y.","1-pers.-HH","79","0.0951318218193813","0.0730635274435925","0.11720011619517","1"
"Yes","2005","16-34 y.","(Married) couple without C. ","134","0.123876573624265","0.102782739123717","0.144970408124813","1"
"Yes","2005","16-34 y.","Single parent ","39","0.0885243384000697","0.0626783595950412","0.114370317205098","1"
"Yes","2005","16-34 y.","Couple + C. LE 16 ","102","0.0897247333539057","0.0727432312680875","0.106706235439724","1"
"Yes","2005","16-34 y.","Couple + C. GT 16 ","116","0.0847372631930652","0.0697815858905929","0.0996929404955375","1"
"Yes","2005","16-34 y.","Couple + C. LE and GT 16","52","0.0905507301015588","0.0680707386419286","0.113030721561189","1"
"Yes","2005","35-65 y.","1-pers.-HH","59","0.0466676496745369","0.0346175680310754","0.0587177313179984","1"
"Yes","2005","35-65 y.","(Married) couple without C. ","170","0.0455867267599753","0.0388738741063465","0.0522995794136042","1"
"Yes","2005","35-65 y.","Single parent ","26","","","","1"
"Yes","2005","35-65 y.","Couple + C. LE 16 ","144","0.0579982001000923","0.0489963591917213","0.0670000410084634","1"
"Yes","2005","35-65 y.","Couple + C. GT 16 ","92","0.0454025090490216","0.0365384491170641","0.0542665689809792","1"
"Yes","2005","35-65 y.","Couple + C. LE and GT 16","60","0.050911806554804","0.0376600595277495","0.0641635535818585","1"
"Yes","2005","66 and older","1-pers.-HH","16","","","","1"
"Yes","2005","66 and older","(Married) couple without C. ","41","0.0164560724809586","0.011328728018724","0.0215834169431933","1"
"Yes","2005","66 and older","Single parent ","","","","","1"
"Yes","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2005","66 and older","Couple + C. GT 16 ","3","","","","1"
"Yes","2005","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No","2006","16-34 y.","Couple + C. LE 16 ","1011","0.904748121646523","0.887470540660133","0.922025702632912","2"
"No","2006","16-34 y.","Single parent ","421","0.944828651164538","0.923639478995798","0.966017823333277","2"
"No","2006","16-34 y.","1-pers.-HH","638","0.915063670115839","0.894484591098051","0.935642749133626","2"
"No","2006","16-34 y.","Couple + C. GT 16 ","1147","0.899287889367082","0.882697186884872","0.915878591849292","2"
"No","2006","35-65 y.","Couple + C. GT 16 ","2134","0.958799632692986","0.95053934500768","0.967059920378291","2"
"No","2006","35-65 y.","Couple + C. LE and GT 16","952","0.952930746228769","0.939804292336489","0.966057200121048","2"
"No","2006","66 and older","1-pers.-HH","1262","0.990640498895858","0.985361311805302","0.995919685986414","2"
"No","2006","66 and older","(Married) couple without C. ","2801","0.990791565012882","0.98726991595039","0.994313214075374","2"
"No","2006","16-34 y.","(Married) couple without C. ","845","0.917392383794251","0.899728146945094","0.935056620643408","2"
"No","2006","66 and older","Single parent ","69","1","1","1","2"
"No","2006","16-34 y.","Couple + C. LE and GT 16","442","0.923803909197293","0.900118504202983","0.947489314191603","2"
"No","2006","35-65 y.","1-pers.-HH","1299","0.965074976492866","0.955259817530175","0.974890135455556","2"
"No","2006","35-65 y.","(Married) couple without C. ","3897","0.958424849237656","0.952294477152711","0.964555221322602","2"
"No","2006","35-65 y.","Single parent ","622","0.946715515717091","0.929502009225145","0.963929022209037","2"
"No","2006","35-65 y.","Couple + C. LE 16 ","2635","0.94739630923534","0.939114177672198","0.955678440798481","2"
"No","2006","66 and older","Couple + C. LE 16 ","5","","","","2"
"No","2006","66 and older","Couple + C. GT 16 ","160","0.998740672790484","0.993262561956222","1.00421878362475","2"
"No","2006","66 and older","Couple + C. LE and GT 16","4","","","","2"
"Yes","2006","35-65 y.","Single parent ","32","0.0532844842829092","0.0360709777909633","0.0704979907748551","1"
"Yes","2006","35-65 y.","Couple + C. LE 16 ","156","0.0526036907646603","0.0443215592015185","0.060885822327802","1"
"Yes","2006","35-65 y.","Couple + C. GT 16 ","90","0.0412003673070142","0.0329400796217086","0.0494606549923198","1"
"Yes","2006","35-65 y.","Couple + C. LE and GT 16","48","0.0470692537712311","0.0339427998789518","0.0601957076635105","1"
"Yes","2006","66 and older","1-pers.-HH","16","","","","1"
"Yes","2006","16-34 y.","1-pers.-HH","67","0.0849363298841614","0.0643572508663742","0.105515408901949","1"
"Yes","2006","16-34 y.","(Married) couple without C. ","88","0.082607616205749","0.064943379356592","0.100271853054906","1"
"Yes","2006","16-34 y.","Single parent ","25","","","","1"
"Yes","2006","16-34 y.","Couple + C. LE 16 ","98","0.0952518783534776","0.0779742973670884","0.112529459339867","1"
"Yes","2006","16-34 y.","Couple + C. GT 16 ","117","0.100712110632918","0.0841214081507085","0.117302813115128","1"
"Yes","2006","16-34 y.","Couple + C. LE and GT 16","40","0.0761960908027073","0.0525106858083971","0.0998814957970175","1"
"Yes","2006","35-65 y.","1-pers.-HH","45","0.0349250235071345","0.0251098645444443","0.0447401824698247","1"
"Yes","2006","35-65 y.","(Married) couple without C. ","176","0.0415751507623438","0.0354447786773984","0.0477055228472891","1"
"Yes","2006","66 and older","(Married) couple without C. ","25","","","","1"
"Yes","2006","66 and older","Single parent ","","","","","1"
