"ple0160","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2003","Bremen","indirect migration background","","","",""
"Yes","2003","North Rhine-Westphalia","no migration background","141","0.0478305290209625","0.0401696814439025","0.0554913765980225"
"Yes","2003","North Rhine-Westphalia","direct migration background","24","","",""
"Yes","2003","North Rhine-Westphalia","indirect migration background","9","","",""
"Yes","2003","Hesse","no migration background","59","0.0455345708818347","0.0321719080292901","0.0588972337343793"
"Yes","2003","Hesse","direct migration background","10","","",""
"Yes","2003","Hesse","indirect migration background","2","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","no migration background","58","0.0524169985029099","0.0378969353083877","0.066937061697432"
"Yes","2003","Rhineland-Palatinate,Saarland","direct migration background","7","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"Yes","2003","Baden-Württemberg","no migration background","91","0.0547670579770345","0.0433176130919947","0.0662165028620744"
"Yes","2003","Baden-Württemberg","direct migration background","7","","",""
"Yes","2003","Baden-Württemberg","indirect migration background","14","","",""
"Yes","2003","Bavaria","no migration background","148","0.0586416956024444","0.0485177784057328","0.0687656127991559"
"Yes","2003","Bavaria","direct migration background","31","0.0818525277394514","0.053295123491185","0.110409931987718"
"Yes","2003","Bavaria","indirect migration background","9","","",""
"Yes","2003","Berlin","no migration background","22","","",""
"Yes","2003","Berlin","direct migration background","4","","",""
"Yes","2003","Berlin","indirect migration background","4","","",""
"Yes","2003","Brandenburg","no migration background","34","0.0490239819258369","0.0346929018461708","0.063355062005503"
"Yes","2003","Brandenburg","direct migration background","","","",""
"Yes","2003","Brandenburg","indirect migration background","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","no migration background","35","0.0549519428478956","0.0340813961866738","0.0758224895091173"
"Yes","2003","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2003","Saxony","no migration background","117","0.0651157261841733","0.0524118641212544","0.0778195882470922"
"Yes","2003","Saxony","direct migration background","2","","",""
"Yes","2003","Saxony","indirect migration background","","","",""
"Yes","2003","Saxony-Anhalt","no migration background","62","0.0657449394034435","0.049064247569657","0.0824256312372299"
"Yes","2003","Saxony-Anhalt","direct migration background","","","",""
"Yes","2003","Saxony-Anhalt","indirect migration background","2","","",""
"Yes","2003","Thuringia","no migration background","70","0.0728888390767143","0.0554947829015142","0.0902828952519145"
"Yes","2003","Thuringia","direct migration background","1","","",""
"Yes","2003","Thuringia","indirect migration background","1","","",""
"No","2003","Schleswig-Holstein","no migration background","463","0.972883590041524","0.958413476302499","0.98735370378055"
"No","2003","Schleswig-Holstein","direct migration background","59","0.909599993563011","0.838222432987356","0.980977554138665"
"No","2003","Schleswig-Holstein","indirect migration background","9","","",""
"No","2003","Hamburg","no migration background","202","0.943130832909033","0.912174232135965","0.974087433682102"
"No","2003","Hamburg","direct migration background","22","","",""
"No","2003","Hamburg","indirect migration background","8","","",""
"No","2003","Lower Saxony","no migration background","1291","0.941716119144463","0.929323957910705","0.954108280378221"
"No","2003","Lower Saxony","direct migration background","194","0.949530179848127","0.919341600820907","0.979718758875348"
"No","2003","Lower Saxony","indirect migration background","43","0.927299535271047","0.851438205927909","1.00316086461419"
"No","2003","Bremen","no migration background","119","0.981539619899499","0.957750971244735","1.00532826855426"
"No","2003","Bremen","direct migration background","22","","",""
"No","2003","Bremen","indirect migration background","4","","",""
"No","2003","North Rhine-Westphalia","no migration background","2840","0.952169470979038","0.944508623401978","0.959830318556098"
"No","2003","North Rhine-Westphalia","direct migration background","622","0.967388593734425","0.953691857997048","0.981085329471802"
"No","2003","North Rhine-Westphalia","indirect migration background","195","0.934172870227521","0.900143877641219","0.968201862813824"
"No","2003","Hesse","no migration background","876","0.954465429118165","0.941102766265621","0.96782809197071"
"No","2003","Hesse","direct migration background","217","0.957843177811616","0.931702532730584","0.983983822892648"
"No","2003","Hesse","indirect migration background","52","0.921418623242867","0.849649189331739","0.993188057153995"
"No","2003","Rhineland-Palatinate,Saarland","no migration background","847","0.94758300149709","0.933062938302568","0.962103064691612"
"No","2003","Rhineland-Palatinate,Saarland","direct migration background","175","0.963673969385185","0.936491654860234","0.990856283910136"
"No","2003","Rhineland-Palatinate,Saarland","indirect migration background","33","0.847327807945127","0.734446641668871","0.960208974221383"
"No","2003","Baden-Württemberg","no migration background","1426","0.945232942022965","0.933783497137926","0.956682386908005"
"No","2003","Baden-Württemberg","direct migration background","560","0.991819122797932","0.984404778707893","0.999233466887971"
"No","2003","Baden-Württemberg","indirect migration background","166","0.942082974342004","0.907959005143564","0.976206943540444"
"No","2003","Bavaria","no migration background","1921","0.941358304397556","0.931234387200844","0.951482221594267"
"No","2003","Bavaria","direct migration background","323","0.918147472260548","0.889590068012282","0.946704876508815"
"No","2003","Bavaria","indirect migration background","102","0.864374549897396","0.800679133141147","0.928069966653645"
"No","2003","Berlin","no migration background","554","0.967373744462821","0.952865408158764","0.981882080766877"
"No","2003","Berlin","direct migration background","61","0.967894843752154","0.925040692830308","1.010748994674"
"No","2003","Berlin","indirect migration background","32","0.880868740102215","0.775049337083222","0.986688143121208"
"No","2003","Brandenburg","no migration background","838","0.950976018074163","0.936644937994497","0.965307098153829"
"No","2003","Brandenburg","direct migration background","14","","",""
"No","2003","Brandenburg","indirect migration background","3","","",""
"No","2003","Mecklenburg-Western Pomerania","no migration background","423","0.945048057152104","0.924177510490883","0.965918603813326"
"No","2003","Mecklenburg-Western Pomerania","direct migration background","12","","",""
"No","2003","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"No","2003","Saxony","no migration background","1332","0.934884273815827","0.922180411752908","0.947588135878746"
"No","2003","Saxony","direct migration background","26","","",""
"No","2003","Saxony","indirect migration background","7","","",""
"No","2003","Saxony-Anhalt","no migration background","786","0.934255060596556","0.91757436876277","0.950935752430343"
"No","2003","Saxony-Anhalt","direct migration background","25","","",""
"No","2003","Saxony-Anhalt","indirect migration background","3","","",""
"No","2003","Thuringia","no migration background","788","0.927111160923286","0.909717104748085","0.944505217098486"
"No","2003","Thuringia","direct migration background","14","","",""
"No","2003","Thuringia","indirect migration background","5","","",""
"Yes","2004","Schleswig-Holstein","no migration background","29","","",""
"Yes","2004","Schleswig-Holstein","direct migration background","2","","",""
"Yes","2004","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2004","Hamburg","no migration background","31","0.0763403901537824","0.0444293884749213","0.108251391832644"
"Yes","2004","Hamburg","direct migration background","3","","",""
"Yes","2004","Hamburg","indirect migration background","2","","",""
"Yes","2004","Lower Saxony","no migration background","91","0.0476426356850875","0.037260398576562","0.0580248727936131"
"Yes","2004","Lower Saxony","direct migration background","11","","",""
"Yes","2004","Lower Saxony","indirect migration background","6","","",""
"Yes","2004","Bremen","no migration background","5","","",""
"Yes","2004","Bremen","direct migration background","","","",""
"Yes","2004","Bremen","indirect migration background","","","",""
"Yes","2004","North Rhine-Westphalia","no migration background","182","0.0485896581295255","0.0415768783273829","0.0556024379316682"
"Yes","2004","North Rhine-Westphalia","direct migration background","31","0.0420261548712837","0.0270002906675514","0.057052019075016"
"Yes","2004","North Rhine-Westphalia","indirect migration background","17","","",""
"Yes","2004","Hesse","no migration background","69","0.0533650600380663","0.0402428828045464","0.0664872372715862"
"Yes","2004","Hesse","direct migration background","7","","",""
"Yes","2004","Hesse","indirect migration background","5","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","no migration background","61","0.0395970108701352","0.0279014671268783","0.0512925546133922"
"Yes","2004","Rhineland-Palatinate,Saarland","direct migration background","10","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
