"ple0160","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2008","East Germany","4520","0.944338232935503","0.937840824291097","0.95083564157991","2"
"Yes","2008","West Germany","715","0.0454760121988532","0.0420976392288217","0.0488543851688847","1"
"Yes","2008","East Germany","263","0.0556617670644966","0.0491643584200901","0.0621591757089031","1"
"No","2009","West Germany","12997","0.956480759046787","0.953045137636028","0.959916380457546","2"
"No","2009","East Germany","4362","0.958231309239584","0.952425287406851","0.964037331072317","2"
"Yes","2009","West Germany","550","0.0435192409532127","0.0400836195424538","0.0469548623639716","1"
"Yes","2009","East Germany","199","0.0417686907604159","0.0359626689276828","0.0475747125931491","1"
"No","2010","West Germany","12090","0.963130279588522","0.959838506315246","0.966422052861799","2"
"No","2010","East Germany","3989","0.96535116188236","0.95978081198949","0.97092151177523","2"
"Yes","2010","West Germany","499","0.0368697204114779","0.0335779471382013","0.0401614936847544","1"
"Yes","2010","East Germany","152","0.0346488381176404","0.0290784882247703","0.0402191880105104","1"
"No","2011","West Germany","15155","0.952377257394465","0.949067940476314","0.955686574312616","2"
"No","2011","East Germany","4659","0.948302250902731","0.942120351274889","0.954484150530574","2"
"Yes","2011","West Germany","754","0.0476227426055348","0.0443134256873836","0.050932059523686","1"
"Yes","2011","East Germany","269","0.0516977490972686","0.0455158494694257","0.0578796487251115","1"
"No","2012","West Germany","15119","0.960832883601523","0.957798799072128","0.963866968130917","2"
"No","2012","East Germany","4674","0.963092674606865","0.957795401483395","0.968389947730336","2"
"Yes","2012","West Germany","585","0.0391671163984772","0.0361330318690827","0.0422012009278717","1"
"Yes","2012","East Germany","192","0.0369073253931348","0.0316100522696643","0.0422045985166053","1"
"No","2013","West Germany","14117","0.976078398974683","0.973589534307502","0.978567263641865","2"
"No","2013","East Germany","4361","0.974160731732626","0.969514889056065","0.978806574409186","2"
"Yes","2013","West Germany","363","0.0239216010253165","0.0214327363581353","0.0264104656924978","1"
"Yes","2013","East Germany","119","0.0258392682673745","0.0211934255908141","0.0304851109439349","1"
"No","2014","West Germany","20845","0.970265726542164","0.967998432766751","0.972533020317577","2"
"No","2014","East Germany","5443","0.970924759264597","0.966527725316647","0.975321793212547","2"
"Yes","2014","West Germany","714","0.0297342734578357","0.0274669796824224","0.0320015672332489","1"
"Yes","2014","East Germany","166","0.029075240735403","0.0246782067874528","0.0334722746833531","1"
"No","2015","West Germany","19186","0.970418161943009","0.968061753855836","0.972774570030182","2"
"No","2015","East Germany","5111","0.966320684710966","0.961457432684779","0.971183936737152","2"
"Yes","2015","West Germany","674","0.029581838056991","0.0272254299698183","0.0319382461441636","1"
"Yes","2015","East Germany","175","0.0336793152890343","0.0288160632628482","0.0385425673152205","1"
"No","2016","West Germany","18504","0.965338066985851","0.962750599553058","0.967925534418643","2"
"No","2016","East Germany","4817","0.957652640878951","0.952101213252422","0.963204068505479","2"
"Yes","2016","West Germany","695","0.0346619330141494","0.032074465581357","0.0372494004469419","1"
"Yes","2016","East Germany","238","0.0423473591210494","0.0367959314945204","0.0478987867475784","1"
"No","2017","West Germany","20178","0.967128075996034","0.964712745644699","0.96954340634737","2"
"No","2017","East Germany","5317","0.955302557253754","0.949903456376051","0.960701658131456","2"
"Yes","2017","West Germany","756","0.0328719240039659","0.0304565936526303","0.0352872543553014","1"
"Yes","2017","East Germany","310","0.0446974427462462","0.0392983418685437","0.0500965436239488","1"
"No","2018","West Germany","19467","0.968923283946894","0.966528133643285","0.971318434250502","2"
"No","2018","East Germany","5305","0.964190341702131","0.959284490604285","0.969096192799977","2"
"Yes","2018","West Germany","696","0.0310767160531064","0.0286815657494981","0.0334718663567148","1"
"Yes","2018","East Germany","206","0.035809658297869","0.0309038072000233","0.0407155093957147","1"
"No","2019","West Germany","19577","0.968534426905174","0.96612655279836","0.970942301011988","2"
"No","2019","East Germany","5410","0.972036013718645","0.967709385742444","0.976362641694845","2"
"Yes","2019","West Germany","615","0.0314655730948259","0.0290576989880117","0.0338734472016402","1"
"Yes","2019","East Germany","168","0.0279639862813552","0.0236373583051547","0.0322906142575557","1"
