"ple0160","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2004","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Yes","2004","direct migration background","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2004","direct migration background","(3a) lower tertiary education","2","","",""
"Yes","2004","direct migration background","(3b) higher tertiary education","12","","",""
"Yes","2004","indirect migration background","(0) in school","3","","",""
"Yes","2004","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2004","indirect migration background","(1b) general elementary school","10","","",""
"Yes","2004","indirect migration background","(1c) basic vocational qualification","9","","",""
"Yes","2004","indirect migration background","(2b) intermediate general qualification","5","","",""
"Yes","2004","indirect migration background","(2a) intermediate vocational","9","","",""
"Yes","2004","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2004","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2004","indirect migration background","(3a) lower tertiary education","2","","",""
"Yes","2004","indirect migration background","(3b) higher tertiary education","3","","",""
"No","2004","no migration background","(0) in school","456","0.951291350939262","0.93217330826064","0.970409393617885"
"No","2004","no migration background","(1a) inadequately completed","75","0.91950152599632","0.859884109993058","0.979118941999582"
"No","2004","no migration background","(1b) general elementary school","1291","0.976360237425124","0.9681738033977","0.984546671452548"
"No","2004","no migration background","(1c) basic vocational qualification","4997","0.963261492696045","0.958153361036879","0.968369624355211"
"No","2004","no migration background","(2b) intermediate general qualification","433","0.9089923755118","0.883525887308254","0.934458863715347"
"No","2004","no migration background","(2a) intermediate vocational","4319","0.92232222806492","0.91467404992653","0.92997040620331"
"No","2004","no migration background","(2c_gen) general maturity certificate","589","0.923044680995441","0.902428355591712","0.94366100639917"
"No","2004","no migration background","(2c_voc) vocational maturity certificate","1107","0.911623666943171","0.895676681914424","0.927570651971918"
"No","2004","no migration background","(3a) lower tertiary education","1492","0.944426917735107","0.933208457421645","0.955645378048569"
"No","2004","no migration background","(3b) higher tertiary education","2112","0.934686752197315","0.924518173603719","0.94485533079091"
"No","2004","direct migration background","(0) in school","59","0.960929915835397","0.912699581029395","1.0091602506414"
"No","2004","direct migration background","(1a) inadequately completed","170","0.936716392056833","0.900746309641353","0.972686474472313"
"No","2004","direct migration background","(1b) general elementary school","556","0.972518202827439","0.959109045962589","0.985927359692289"
"No","2004","direct migration background","(1c) basic vocational qualification","694","0.941095903591003","0.924004646085952","0.958187161096054"
"No","2004","direct migration background","(2b) intermediate general qualification","43","0.907685257063759","0.824928715087472","0.990441799040045"
"No","2004","direct migration background","(2a) intermediate vocational","145","0.974082631159065","0.949069065960723","0.999096196357406"
"No","2004","direct migration background","(2c_gen) general maturity certificate","112","0.963688685872855","0.929792992403662","0.997584379342048"
"No","2004","direct migration background","(2c_voc) vocational maturity certificate","266","0.936988712322372","0.908729159980057","0.965248264664686"
"No","2004","direct migration background","(3a) lower tertiary education","78","0.967145724968381","0.92808457723941","1.00620687269735"
"No","2004","direct migration background","(3b) higher tertiary education","267","0.953351414521592","0.928606170743495","0.978096658299688"
"No","2004","indirect migration background","(0) in school","79","0.927086140325638","0.870812338976816","0.983359941674461"
"No","2004","indirect migration background","(1a) inadequately completed","6","","",""
"No","2004","indirect migration background","(1b) general elementary school","115","0.904999611412109","0.853597616802441","0.956401606021777"
"No","2004","indirect migration background","(1c) basic vocational qualification","125","0.90432763114157","0.854525049533926","0.954130212749214"
"No","2004","indirect migration background","(2b) intermediate general qualification","65","0.909976708931989","0.84292780970725","0.977025608156729"
"No","2004","indirect migration background","(2a) intermediate vocational","121","0.859411868287565","0.799660009767492","0.919163726807638"
"No","2004","indirect migration background","(2c_gen) general maturity certificate","79","0.908319702033515","0.847330038050269","0.969309366016762"
"No","2004","indirect migration background","(2c_voc) vocational maturity certificate","53","0.983617476786558","0.950663018461806","1.01657193511131"
"No","2004","indirect migration background","(3a) lower tertiary education","16","","",""
"No","2004","indirect migration background","(3b) higher tertiary education","40","0.963421020208676","0.907311349966963","1.01953069045039"
"Yes","2005","no migration background","(0) in school","24","","",""
"Yes","2005","no migration background","(1a) inadequately completed","4","","",""
"Yes","2005","no migration background","(1b) general elementary school","47","0.0366877861664795","0.0261731755551149","0.047202396777844"
"Yes","2005","no migration background","(1c) basic vocational qualification","182","0.0357423552056943","0.0305347586380201","0.0409499517733686"
"Yes","2005","no migration background","(2b) intermediate general qualification","51","0.0917613724205619","0.0652934455832593","0.118229299257864"
"Yes","2005","no migration background","(2a) intermediate vocational","297","0.0625422922228596","0.055450291263013","0.0696342931827061"
"Yes","2005","no migration background","(2c_gen) general maturity certificate","63","0.0976710004621871","0.0738373680507656","0.121504632873609"
"Yes","2005","no migration background","(2c_voc) vocational maturity certificate","87","0.0757640226718785","0.0606720472260216","0.0908559981177355"
"Yes","2005","no migration background","(3a) lower tertiary education","95","0.0543988738466327","0.043074981901146","0.0657227657921194"
"Yes","2005","no migration background","(3b) higher tertiary education","126","0.0629285167729777","0.0527651199228085","0.073091913623147"
"Yes","2005","direct migration background","(0) in school","2","","",""
"Yes","2005","direct migration background","(1a) inadequately completed","7","","",""
"Yes","2005","direct migration background","(1b) general elementary school","16","","",""
"Yes","2005","direct migration background","(1c) basic vocational qualification","27","","",""
"Yes","2005","direct migration background","(2b) intermediate general qualification","2","","",""
"Yes","2005","direct migration background","(2a) intermediate vocational","8","","",""
"Yes","2005","direct migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2005","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2005","direct migration background","(3a) lower tertiary education","5","","",""
"Yes","2005","direct migration background","(3b) higher tertiary education","10","","",""
"Yes","2005","indirect migration background","(0) in school","1","","",""
"Yes","2005","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2005","indirect migration background","(1b) general elementary school","8","","",""
"Yes","2005","indirect migration background","(1c) basic vocational qualification","11","","",""
"Yes","2005","indirect migration background","(2b) intermediate general qualification","8","","",""
"Yes","2005","indirect migration background","(2a) intermediate vocational","10","","",""
"Yes","2005","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2005","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2005","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes","2005","indirect migration background","(3b) higher tertiary education","5","","",""
"No","2005","no migration background","(0) in school","479","0.952728059791766","0.934182058296838","0.971274061286694"
"No","2005","no migration background","(1a) inadequately completed","74","0.926154154561484","0.86811708672643","0.984191222396538"
"No","2005","no migration background","(1b) general elementary school","1181","0.963312213833521","0.952797603222156","0.973826824444885"
"No","2005","no migration background","(1c) basic vocational qualification","4700","0.964257644794306","0.959050048226631","0.96946524136198"
"No","2005","no migration background","(2b) intermediate general qualification","406","0.908238627579438","0.881770700742135","0.934706554416741"
"No","2005","no migration background","(2a) intermediate vocational","4181","0.93745770777714","0.930365706817294","0.944549708736987"
"No","2005","no migration background","(2c_gen) general maturity certificate","533","0.902328999537813","0.878495367126391","0.926162631949234"
"No","2005","no migration background","(2c_voc) vocational maturity certificate","1094","0.924235977328121","0.909144001882265","0.939327952773978"
"No","2005","no migration background","(3a) lower tertiary education","1446","0.945601126153367","0.934277234207881","0.956925018098854"
"No","2005","no migration background","(3b) higher tertiary education","2067","0.937071483227022","0.926908086376853","0.947234880077191"
"No","2005","direct migration background","(0) in school","52","0.965611134113491","0.917008336284345","1.01421393194264"
"No","2005","direct migration background","(1a) inadequately completed","157","0.976938776792411","0.953966660261664","0.999910893323157"
"No","2005","direct migration background","(1b) general elementary school","500","0.956795639567484","0.939252931986909","0.974338347148059"
"No","2005","direct migration background","(1c) basic vocational qualification","646","0.970030506913406","0.957148813640668","0.982912200186144"
"No","2005","direct migration background","(2b) intermediate general qualification","46","0.980157142889003","0.940704379359513","1.01960990641849"
"No","2005","direct migration background","(2a) intermediate vocational","137","0.943314037448437","0.905675737296122","0.980952337600752"
"No","2005","direct migration background","(2c_gen) general maturity certificate","96","0.919277948898806","0.867902488256661","0.970653409540951"
"No","2005","direct migration background","(2c_voc) vocational maturity certificate","256","0.934253409810171","0.904636420144811","0.963870399475532"
"No","2005","direct migration background","(3a) lower tertiary education","70","0.88204182630195","0.809041286892664","0.955042365711237"
"No","2005","direct migration background","(3b) higher tertiary education","249","0.960613304431216","0.936924274276915","0.984302334585516"
"No","2005","indirect migration background","(0) in school","90","0.999552650734751","0.995208012732227","1.00389728873727"
"No","2005","indirect migration background","(1a) inadequately completed","6","","",""
"No","2005","indirect migration background","(1b) general elementary school","106","0.936376351049129","0.891570970500505","0.981181731597752"
"No","2005","indirect migration background","(1c) basic vocational qualification","134","0.91920474348094","0.874847642919567","0.963561844042313"
"No","2005","indirect migration background","(2b) intermediate general qualification","61","0.818415336763278","0.727455429740179","0.909375243786377"
"No","2005","indirect migration background","(2a) intermediate vocational","116","0.914505756985453","0.865682755382273","0.963328758588633"
"No","2005","indirect migration background","(2c_gen) general maturity certificate","83","0.945086067274172","0.89775677158744","0.992415362960904"
"No","2005","indirect migration background","(2c_voc) vocational maturity certificate","49","0.952595968837201","0.895918138313586","1.00927379936082"
"No","2005","indirect migration background","(3a) lower tertiary education","18","","",""
"No","2005","indirect migration background","(3b) higher tertiary education","43","0.856238350575238","0.756984735535476","0.955491965614999"
"Yes","2006","no migration background","(0) in school","18","","",""
"Yes","2006","no migration background","(1a) inadequately completed","1","","",""
"Yes","2006","no migration background","(1b) general elementary school","42","0.0250702059304791","0.0167150882568873","0.033425323604071"
"Yes","2006","no migration background","(1c) basic vocational qualification","155","0.0296131692373701","0.0250682124581615","0.0341581260165787"
"Yes","2006","no migration background","(2b) intermediate general qualification","42","0.0899934911577866","0.0640664496024679","0.115920532713105"
"Yes","2006","no migration background","(2a) intermediate vocational","277","0.0537967691462119","0.0474510760735985","0.0601424622188253"
"Yes","2006","no migration background","(2c_gen) general maturity certificate","52","0.0831825744990196","0.0613391103653337","0.105026038632705"
"Yes","2006","no migration background","(2c_voc) vocational maturity certificate","76","0.0551393427196884","0.0426350888743468","0.0676435965650299"
"Yes","2006","no migration background","(3a) lower tertiary education","77","0.0443017727507084","0.034494523117692","0.0541090223837248"
"Yes","2006","no migration background","(3b) higher tertiary education","123","0.0578121555702961","0.0485307732319949","0.0670935379085973"
"Yes","2006","direct migration background","(0) in school","4","","",""
"Yes","2006","direct migration background","(1a) inadequately completed","2","","",""
"Yes","2006","direct migration background","(1b) general elementary school","15","","",""
"Yes","2006","direct migration background","(1c) basic vocational qualification","29","","",""
"Yes","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2006","direct migration background","(2a) intermediate vocational","7","","",""
"Yes","2006","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","2006","direct migration background","(2c_voc) vocational maturity certificate","14","","",""
"Yes","2006","direct migration background","(3a) lower tertiary education","4","","",""
"Yes","2006","direct migration background","(3b) higher tertiary education","15","","",""
"Yes","2006","indirect migration background","(0) in school","3","","",""
"Yes","2006","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2006","indirect migration background","(1b) general elementary school","7","","",""
"Yes","2006","indirect migration background","(1c) basic vocational qualification","10","","",""
"Yes","2006","indirect migration background","(2b) intermediate general qualification","5","","",""
"Yes","2006","indirect migration background","(2a) intermediate vocational","9","","",""
"Yes","2006","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Yes","2006","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2006","indirect migration background","(3a) lower tertiary education","4","","",""
"Yes","2006","indirect migration background","(3b) higher tertiary education","6","","",""
"No","2006","no migration background","(0) in school","294","0.950859896803273","0.926874489836423","0.974845303770122"
"No","2006","no migration background","(1a) inadequately completed","83","0.986351226781847","0.961538696655087","1.01116375690861"
"No","2006","no migration background","(1b) general elementary school","1303","0.974929794069521","0.966574676395929","0.983284911743113"
"No","2006","no migration background","(1c) basic vocational qualification","5189","0.97038683076263","0.965841873983421","0.974931787541839"
"No","2006","no migration background","(2b) intermediate general qualification","426","0.910006508842213","0.884079467286895","0.935933550397532"
"No","2006","no migration background","(2a) intermediate vocational","4579","0.946203230853788","0.939857537781175","0.952548923926402"
"No","2006","no migration background","(2c_gen) general maturity certificate","562","0.91681742550098","0.894973961367294","0.938660889634666"
"No","2006","no migration background","(2c_voc) vocational maturity certificate","1204","0.944860657280312","0.93235640343497","0.957364911125653"
"No","2006","no migration background","(3a) lower tertiary education","1614","0.955698227249292","0.945890977616275","0.965505476882308"
"No","2006","no migration background","(3b) higher tertiary education","2306","0.942187844429704","0.932906462091403","0.951469226768005"
"No","2006","direct migration background","(0) in school","30","0.937482480754892","0.856107465868776","1.01885749564101"
"No","2006","direct migration background","(1a) inadequately completed","146","0.988461896678604","0.971256511029807","1.0056672823274"
"No","2006","direct migration background","(1b) general elementary school","484","0.978544261673875","0.965830917994626","0.991257605353123"
"No","2006","direct migration background","(1c) basic vocational qualification","644","0.942519237789014","0.92493405326582","0.960104422312207"
"No","2006","direct migration background","(2b) intermediate general qualification","44","1","1","1"
"No","2006","direct migration background","(2a) intermediate vocational","146","0.953842117421656","0.920594267758236","0.987089967085076"
"No","2006","direct migration background","(2c_gen) general maturity certificate","107","0.951293753025322","0.911952442169052","0.990635063881592"
"No","2006","direct migration background","(2c_voc) vocational maturity certificate","273","0.932915725496288","0.903973047477354","0.961858403515221"
"No","2006","direct migration background","(3a) lower tertiary education","73","0.947756858692618","0.898055777353236","0.997457940031999"
"No","2006","direct migration background","(3b) higher tertiary education","274","0.946208803073101","0.920198329123786","0.972219277022415"
"No","2006","indirect migration background","(0) in school","54","0.970928910273378","0.927313994778506","1.01454382576825"
"No","2006","indirect migration background","(1a) inadequately completed","8","","",""
"No","2006","indirect migration background","(1b) general elementary school","105","0.954853947714596","0.916402079625273","0.99330581580392"
"No","2006","indirect migration background","(1c) basic vocational qualification","133","0.884251982587048","0.831816547750244","0.936687417423853"
"No","2006","indirect migration background","(2b) intermediate general qualification","62","0.862209932746876","0.779677213064169","0.944742652429583"
"No","2006","indirect migration background","(2a) intermediate vocational","125","0.965170582446101","0.934127071283868","0.996214093608334"
"No","2006","indirect migration background","(2c_gen) general maturity certificate","87","0.967612307076968","0.931038721917785","1.00418589223615"
"No","2006","indirect migration background","(2c_voc) vocational maturity certificate","57","0.972776312640796","0.931938437097132","1.01361418818446"
"No","2006","indirect migration background","(3a) lower tertiary education","26","","",""
"No","2006","indirect migration background","(3b) higher tertiary education","41","0.881816996023717","0.789524602975932","0.974109389071503"
"Yes","2007","no migration background","(0) in school","13","","",""
"Yes","2007","no migration background","(1a) inadequately completed","3","","",""
"Yes","2007","no migration background","(1b) general elementary school","43","0.034785923292185","0.0243793966295378","0.0451924499548323"
"Yes","2007","no migration background","(1c) basic vocational qualification","208","0.043059985447333","0.0373599999841642","0.0487599709105018"
"Yes","2007","no migration background","(2b) intermediate general qualification","31","0.0994485293821107","0.0708959519441894","0.128001106820032"
"Yes","2007","no migration background","(2a) intermediate vocational","248","0.0557264604342996","0.0490764531675652","0.0623764677010341"
"Yes","2007","no migration background","(2c_gen) general maturity certificate","62","0.0988822494524479","0.0752712785195798","0.122493220385316"
"Yes","2007","no migration background","(2c_voc) vocational maturity certificate","75","0.052155616206502","0.0396996780555459","0.0646115543574581"
"Yes","2007","no migration background","(3a) lower tertiary education","90","0.050083704436772","0.0393726779301147","0.0607947309434293"
"Yes","2007","no migration background","(3b) higher tertiary education","120","0.0594086309766829","0.0498349288121709","0.068982333141195"
"Yes","2007","direct migration background","(0) in school","","","",""
"Yes","2007","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2007","direct migration background","(1b) general elementary school","13","","",""
"Yes","2007","direct migration background","(1c) basic vocational qualification","28","","",""
"Yes","2007","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2007","direct migration background","(2a) intermediate vocational","4","","",""
"Yes","2007","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2007","direct migration background","(2c_voc) vocational maturity certificate","16","","",""
"Yes","2007","direct migration background","(3a) lower tertiary education","2","","",""
"Yes","2007","direct migration background","(3b) higher tertiary education","14","","",""
"Yes","2007","indirect migration background","(0) in school","1","","",""
"Yes","2007","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2007","indirect migration background","(1b) general elementary school","8","","",""
"Yes","2007","indirect migration background","(1c) basic vocational qualification","9","","",""
"Yes","2007","indirect migration background","(2b) intermediate general qualification","4","","",""
"Yes","2007","indirect migration background","(2a) intermediate vocational","14","","",""
"Yes","2007","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","2007","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2007","indirect migration background","(3a) lower tertiary education","4","","",""
"Yes","2007","indirect migration background","(3b) higher tertiary education","6","","",""
"No","2007","no migration background","(0) in school","258","0.945624046460031","0.918626385306843","0.972621707613219"
"No","2007","no migration background","(1a) inadequately completed","78","0.961106744312894","0.919002241505342","1.00321124712045"
"No","2007","no migration background","(1b) general elementary school","1148","0.965214076707815","0.954807550045168","0.975620603370462"
"No","2007","no migration background","(1c) basic vocational qualification","4664","0.956940014552667","0.951240029089498","0.962640000015836"
"No","2007","no migration background","(2b) intermediate general qualification","391","0.900551470617889","0.871998893179968","0.929104048055811"
"No","2007","no migration background","(2a) intermediate vocational","4323","0.9442735395657","0.937623532298966","0.950923546832435"
"No","2007","no migration background","(2c_gen) general maturity certificate","552","0.901117750547552","0.877506779614684","0.92472872148042"
"No","2007","no migration background","(2c_voc) vocational maturity certificate","1149","0.947844383793498","0.935388445642542","0.960300321944454"
"No","2007","no migration background","(3a) lower tertiary education","1503","0.949916295563228","0.939205269056571","0.960627322069885"
"No","2007","no migration background","(3b) higher tertiary education","2222","0.940591369023317","0.931017666858805","0.950165071187829"
"No","2007","direct migration background","(0) in school","19","","",""
"No","2007","direct migration background","(1a) inadequately completed","123","0.913094338217014","0.864483277652135","0.961705398781892"
"No","2007","direct migration background","(1b) general elementary school","424","0.964571303197476","0.947239165529262","0.98190344086569"
"No","2007","direct migration background","(1c) basic vocational qualification","557","0.954601477584124","0.937731983116722","0.971470972051525"
"No","2007","direct migration background","(2b) intermediate general qualification","31","0.978000733643221","0.928696714678288","1.02730475260815"
"No","2007","direct migration background","(2a) intermediate vocational","139","0.987402741825594","0.969123202283193","1.005682281368"
"No","2007","direct migration background","(2c_gen) general maturity certificate","105","0.968746717142921","0.936376952269869","1.00111648201597"
"No","2007","direct migration background","(2c_voc) vocational maturity certificate","245","0.937435158377516","0.908054357426296","0.966815959328736"
"No","2007","direct migration background","(3a) lower tertiary education","74","0.987681676424355","0.962883165861793","1.01248018698692"
"No","2007","direct migration background","(3b) higher tertiary education","255","0.970243752726099","0.949938824529071","0.990548680923127"
"No","2007","indirect migration background","(0) in school","45","0.969983522547846","0.920673952472677","1.01929309262301"
"No","2007","indirect migration background","(1a) inadequately completed","6","","",""
"No","2007","indirect migration background","(1b) general elementary school","93","0.937196697501781","0.889882223135533","0.984511171868029"
"No","2007","indirect migration background","(1c) basic vocational qualification","127","0.893878841150065","0.842115898497503","0.945641783802627"
"No","2007","indirect migration background","(2b) intermediate general qualification","55","0.958696712610364","0.907921118475414","1.00947230674531"
"No","2007","indirect migration background","(2a) intermediate vocational","117","0.9191548818761","0.872474576094131","0.96583518765807"
"No","2007","indirect migration background","(2c_gen) general maturity certificate","74","0.93628740213806","0.882085062092859","0.990489742183261"
"No","2007","indirect migration background","(2c_voc) vocational maturity certificate","57","0.96699722998055","0.921413496074375","1.01258096388673"
"No","2007","indirect migration background","(3a) lower tertiary education","26","","",""
"No","2007","indirect migration background","(3b) higher tertiary education","49","0.868510140489309","0.779200092298081","0.957820188680538"
"Yes","2008","no migration background","(0) in school","16","","",""
"Yes","2008","no migration background","(1a) inadequately completed","1","","",""
"Yes","2008","no migration background","(1b) general elementary school","31","0.0239592157006475","0.0148809033025293","0.0330375280987658"
"Yes","2008","no migration background","(1c) basic vocational qualification","156","0.0311267991837334","0.0261165082837187","0.0361370900837481"
"Yes","2008","no migration background","(2b) intermediate general qualification","30","0.0802447638219743","0.0531429146037676","0.107346613040181"
"Yes","2008","no migration background","(2a) intermediate vocational","248","0.0578985664942214","0.0509874691247251","0.0648096638637177"
"Yes","2008","no migration background","(2c_gen) general maturity certificate","52","0.0836582207338828","0.0607673143592551","0.106549127108511"
"Yes","2008","no migration background","(2c_voc) vocational maturity certificate","69","0.0579325617184101","0.0444655407292946","0.0713995827075256"
"Yes","2008","no migration background","(3a) lower tertiary education","75","0.0472491856100172","0.0366798073491488","0.0578185638708856"
"Yes","2008","no migration background","(3b) higher tertiary education","111","0.0559012430930709","0.046410946415454","0.0653915397706877"
"Yes","2008","direct migration background","(0) in school","","","",""
"Yes","2008","direct migration background","(1a) inadequately completed","2","","",""
"Yes","2008","direct migration background","(1b) general elementary school","19","","",""
"Yes","2008","direct migration background","(1c) basic vocational qualification","31","0.0435210908664643","0.0259680648155427","0.061074116917386"
"Yes","2008","direct migration background","(2b) intermediate general qualification","1","","",""
"Yes","2008","direct migration background","(2a) intermediate vocational","7","","",""
"Yes","2008","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2008","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2008","direct migration background","(3a) lower tertiary education","5","","",""
"Yes","2008","direct migration background","(3b) higher tertiary education","19","","",""
"Yes","2008","indirect migration background","(0) in school","1","","",""
"Yes","2008","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2008","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2008","indirect migration background","(1c) basic vocational qualification","8","","",""
"Yes","2008","indirect migration background","(2b) intermediate general qualification","5","","",""
"Yes","2008","indirect migration background","(2a) intermediate vocational","8","","",""
"Yes","2008","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2008","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2008","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes","2008","indirect migration background","(3b) higher tertiary education","6","","",""
"No","2008","no migration background","(0) in school","278","0.929903954680275","0.900720262796879","0.959087646563671"
"No","2008","no migration background","(1a) inadequately completed","71","0.955002071080357","0.907119191271877","1.00288495088884"
"No","2008","no migration background","(1b) general elementary school","1059","0.976040784299352","0.966962471901234","0.985119096697471"
"No","2008","no migration background","(1c) basic vocational qualification","4459","0.968873200816267","0.963862909916252","0.973883491716281"
"No","2008","no migration background","(2b) intermediate general qualification","356","0.919755236178026","0.892653386959819","0.946857085396232"
"No","2008","no migration background","(2a) intermediate vocational","4139","0.942101433505779","0.935190336136282","0.949012530875275"
"No","2008","no migration background","(2c_gen) general maturity certificate","510","0.916341779266117","0.893450872891489","0.939232685640745"
"No","2008","no migration background","(2c_voc) vocational maturity certificate","1087","0.94206743828159","0.928600417292474","0.955534459270705"
"No","2008","no migration background","(3a) lower tertiary education","1473","0.952750814389983","0.942181436129114","0.963320192650851"
"No","2008","no migration background","(3b) higher tertiary education","2140","0.944098756906929","0.934608460229312","0.953589053584546"
"No","2008","direct migration background","(0) in school","10","","",""
"No","2008","direct migration background","(1a) inadequately completed","109","0.975141584467766","0.946177676297585","1.00410549263795"
"No","2008","direct migration background","(1b) general elementary school","382","0.95567022123923","0.935524736889462","0.975815705588999"
"No","2008","direct migration background","(1c) basic vocational qualification","488","0.956478909133536","0.938925883082614","0.974031935184457"
"No","2008","direct migration background","(2b) intermediate general qualification","30","0.986423448630604","0.945686014482571","1.02716088277864"
"No","2008","direct migration background","(2a) intermediate vocational","128","0.970200985208013","0.941518748520329","0.998883221895697"
"No","2008","direct migration background","(2c_gen) general maturity certificate","94","0.962583299616714","0.925571576158192","0.999595023075236"
"No","2008","direct migration background","(2c_voc) vocational maturity certificate","228","0.95095945562758","0.923638171239061","0.978280740016098"
"No","2008","direct migration background","(3a) lower tertiary education","68","0.939620882716404","0.884981426204766","0.994260339228043"
"No","2008","direct migration background","(3b) higher tertiary education","222","0.938385219616048","0.908027258422247","0.96874318080985"
"No","2008","indirect migration background","(0) in school","52","0.977042180232398","0.936721102302862","1.01736325816193"
"No","2008","indirect migration background","(1a) inadequately completed","6","","",""
"No","2008","indirect migration background","(1b) general elementary school","96","0.98299310880394","0.957523739131481","1.0084624784764"
"No","2008","indirect migration background","(1c) basic vocational qualification","125","0.967373180432628","0.937180152934174","0.997566207931083"
"No","2008","indirect migration background","(2b) intermediate general qualification","59","0.839130170194236","0.749116167681355","0.929144172707118"
"No","2008","indirect migration background","(2a) intermediate vocational","116","0.93911817166408","0.897031826409132","0.981204516919027"
"No","2008","indirect migration background","(2c_gen) general maturity certificate","70","0.94856916031449","0.898911345707969","0.998226974921011"
"No","2008","indirect migration background","(2c_voc) vocational maturity certificate","46","0.916034632814547","0.840655270053934","0.991413995575159"
"No","2008","indirect migration background","(3a) lower tertiary education","20","","",""
"No","2008","indirect migration background","(3b) higher tertiary education","55","0.925072628841936","0.859004601949816","0.991140655734055"
"Yes","2009","no migration background","(0) in school","8","","",""
"Yes","2009","no migration background","(1a) inadequately completed","1","","",""
"Yes","2009","no migration background","(1b) general elementary school","22","","",""
"Yes","2009","no migration background","(1c) basic vocational qualification","96","0.0238499947270129","0.0192772085946492","0.0284227808593765"
"Yes","2009","no migration background","(2b) intermediate general qualification","18","","",""
"Yes","2009","no migration background","(2a) intermediate vocational","192","0.0447814791949614","0.0385010540625159","0.0510619043274068"
"Yes","2009","no migration background","(2c_gen) general maturity certificate","53","0.0920333121201542","0.0677417119255799","0.116324912314728"
"Yes","2009","no migration background","(2c_voc) vocational maturity certificate","52","0.0586492576486153","0.0446163640010664","0.0726821512961642"
"Yes","2009","no migration background","(3a) lower tertiary education","53","0.0347577547882577","0.0254605309435633","0.0440549786329521"
"Yes","2009","no migration background","(3b) higher tertiary education","111","0.0576896974862973","0.0478843208282049","0.0674950741443897"
"Yes","2009","direct migration background","(0) in school","","","",""
"Yes","2009","direct migration background","(1a) inadequately completed","","","",""
"Yes","2009","direct migration background","(1b) general elementary school","10","","",""
"Yes","2009","direct migration background","(1c) basic vocational qualification","24","","",""
"Yes","2009","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2009","direct migration background","(2a) intermediate vocational","4","","",""
"Yes","2009","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2009","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2009","direct migration background","(3a) lower tertiary education","3","","",""
"Yes","2009","direct migration background","(3b) higher tertiary education","16","","",""
"Yes","2009","indirect migration background","(0) in school","2","","",""
"Yes","2009","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2009","indirect migration background","(1b) general elementary school","9","","",""
"Yes","2009","indirect migration background","(1c) basic vocational qualification","7","","",""
"Yes","2009","indirect migration background","(2b) intermediate general qualification","2","","",""
"Yes","2009","indirect migration background","(2a) intermediate vocational","7","","",""
"Yes","2009","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Yes","2009","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2009","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes","2009","indirect migration background","(3b) higher tertiary education","4","","",""
"No","2009","no migration background","(0) in school","243","0.973660898953987","0.953849480586419","0.993472317321556"
"No","2009","no migration background","(1a) inadequately completed","64","0.994592777600805","0.976764836954334","1.01242071824728"
"No","2009","no migration background","(1b) general elementary school","963","0.973722951880996","0.963733630919275","0.983712272842718"
"No","2009","no migration background","(1c) basic vocational qualification","4181","0.976150005272987","0.971577219140624","0.980722791405351"
"No","2009","no migration background","(2b) intermediate general qualification","329","0.95346572663754","0.931303042076509","0.975628411198571"
"No","2009","no migration background","(2a) intermediate vocational","3974","0.955218520805039","0.948938095672593","0.961498945937484"
"No","2009","no migration background","(2c_gen) general maturity certificate","491","0.907966687879846","0.883675087685271","0.93225828807442"
