"ple0160","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2005","no migration background","East Germany","348","0.0639436185642603","0.0570717030325636","0.070815534095957"
"Yes","2005","direct migration background","West Germany","101","0.045809313452568","0.0371877812693733","0.0544308456357627"
"Yes","2005","direct migration background","East Germany","3","","",""
"Yes","2005","indirect migration background","West Germany","62","0.0834437254230565","0.064134653849012","0.102752796997101"
"Yes","2005","indirect migration background","East Germany","","","",""
"No","2005","no migration background","West Germany","11869","0.948692993298989","0.944829693563787","0.952556293034191"
"No","2005","no migration background","East Germany","4521","0.93605638143574","0.929184465904043","0.942928296967436"
"No","2005","direct migration background","West Germany","2158","0.954190686547432","0.945569154364237","0.962812218730627"
"No","2005","direct migration background","East Germany","98","0.983907655682621","0.959367674115445","1.0084476372498"
"No","2005","indirect migration background","West Germany","726","0.916556274576944","0.897247203002899","0.935865346150988"
"No","2005","indirect migration background","East Germany","35","1","1","1"
"Yes","2006","no migration background","West Germany","603","0.0428915744985973","0.0394878556080894","0.0462952933891052"
"Yes","2006","no migration background","East Germany","283","0.0522913055667438","0.0461888469432973","0.0583937641901903"
"Yes","2006","direct migration background","West Germany","97","0.0451481779123793","0.0366012422374543","0.0536951135873042"
"Yes","2006","direct migration background","East Germany","3","","",""
"Yes","2006","indirect migration background","West Germany","57","0.0703159167697521","0.0523267209242714","0.0883051126152327"
"Yes","2006","indirect migration background","East Germany","","","",""
"No","2006","no migration background","West Germany","13009","0.957108425501403","0.953704706610895","0.960512144391911"
"No","2006","no migration background","East Germany","4829","0.947708694433256","0.94160623580981","0.953811153056703"
"No","2006","direct migration background","West Germany","2170","0.954851822087621","0.946304886412696","0.963398757762546"
"No","2006","direct migration background","East Germany","108","0.974661044551747","0.945425730746883","1.00389635835661"
"No","2006","indirect migration background","West Germany","719","0.929684083230248","0.911694887384767","0.947673279075729"
"No","2006","indirect migration background","East Germany","40","1","1","1"
"Yes","2007","no migration background","West Germany","640","0.0489679878468969","0.0452093240161943","0.0527266516775995"
"Yes","2007","no migration background","East Germany","287","0.0653990019641455","0.0584418556932485","0.0723561482350425"
"Yes","2007","direct migration background","West Germany","96","0.0433935356154811","0.034517439199049","0.0522696320319133"
"Yes","2007","direct migration background","East Germany","","","",""
"Yes","2007","indirect migration background","West Germany","55","0.0819770379881612","0.0621580229576987","0.101796053018624"
"Yes","2007","indirect migration background","East Germany","5","","",""
"No","2007","no migration background","West Germany","12023","0.951032012153103","0.947273348322401","0.954790675983806"
"No","2007","no migration background","East Germany","4564","0.934600998035855","0.927643851764957","0.941558144306752"
"No","2007","direct migration background","West Germany","1928","0.956606464384519","0.947730367968087","0.965482560800951"
"No","2007","direct migration background","East Germany","94","1","1","1"
"No","2007","indirect migration background","West Germany","681","0.918022962011839","0.898203946981376","0.937841977042301"
"No","2007","indirect migration background","East Germany","35","0.810821459209008","0.689449979111985","0.93219293930603"
"Yes","2008","no migration background","West Germany","571","0.0455714119331586","0.041847421355355","0.0492954025109623"
"Yes","2008","no migration background","East Germany","251","0.0543349470013256","0.0478267089971","0.0608431850055512"
"Yes","2008","direct migration background","West Germany","98","0.0423621506693519","0.0331416074015498","0.051582693937154"
"Yes","2008","direct migration background","East Germany","7","","",""
"Yes","2008","indirect migration background","West Germany","46","0.0527222292656509","0.0364996508326085","0.0689448076986934"
"Yes","2008","indirect migration background","East Germany","5","","",""
"No","2008","no migration background","West Germany","11477","0.954428588066841","0.950704597489038","0.958152578644645"
"No","2008","no migration background","East Germany","4409","0.945665052998674","0.939156814994449","0.9521732910029"
"No","2008","direct migration background","West Germany","1735","0.957637849330648","0.948417306062846","0.96685839259845"
"No","2008","direct migration background","East Germany","74","0.921290298110582","0.862647057107009","0.979933539114155"
"No","2008","indirect migration background","West Germany","683","0.947277770734349","0.931055192301307","0.963500349167391"
"No","2008","indirect migration background","East Germany","37","0.862546843218145","0.758412939320028","0.966680747116263"
"Yes","2009","no migration background","West Germany","430","0.0395117918077821","0.0359172364355456","0.0431063471800185"
"Yes","2009","no migration background","East Germany","195","0.0422458481617996","0.0363318647173231","0.0481598316062761"
"Yes","2009","direct migration background","West Germany","75","0.0503442951194848","0.0396001658675535","0.061088424371416"
"Yes","2009","direct migration background","East Germany","4","","",""
"Yes","2009","indirect migration background","West Germany","45","0.0804857883231548","0.0599325914170249","0.101038985229285"
"Yes","2009","indirect migration background","East Germany","","","",""
"No","2009","no migration background","West Germany","10853","0.960488208192218","0.956893652819982","0.964082763564454"
"No","2009","no migration background","East Germany","4249","0.9577541518382","0.951840168393724","0.963668135282677"
"No","2009","direct migration background","West Germany","1516","0.949655704880515","0.938911575628584","0.960399834132446"
"No","2009","direct migration background","East Germany","72","0.962847343923863","0.920325220190069","1.00536946765766"
"No","2009","indirect migration background","West Germany","628","0.919514211676845","0.898961014770715","0.940067408582975"
"No","2009","indirect migration background","East Germany","41","1","1","1"
"Yes","2010","no migration background","West Germany","418","0.0361901226979746","0.032627004246098","0.0397532411498511"
"Yes","2010","no migration background","East Germany","148","0.0345485997197102","0.0289169213777392","0.0401802780616812"
"Yes","2010","direct migration background","West Germany","48","0.0355973414243724","0.0259399158974071","0.0452547669513376"
"Yes","2010","direct migration background","East Germany","4","","",""
"Yes","2010","indirect migration background","West Germany","33","0.0531173598058443","0.0354785771744391","0.0707561424372495"
"Yes","2010","indirect migration background","East Germany","","","",""
"No","2010","no migration background","West Germany","10136","0.963809877302025","0.960246758850149","0.967372995753902"
"No","2010","no migration background","East Germany","3892","0.96545140028029","0.959819721938319","0.971083078622261"
"No","2010","direct migration background","West Germany","1366","0.964402658575628","0.954745233048662","0.974060084102593"
"No","2010","direct migration background","East Germany","59","0.941117393022404","0.882988342257318","0.999246443787491"
"No","2010","indirect migration background","West Germany","588","0.946882640194156","0.92924385756275","0.964521422825561"
"No","2010","indirect migration background","East Germany","38","1","1","1"
"Yes","2011","no migration background","West Germany","641","0.048785604786122","0.0451155616242129","0.0524556479480311"
"Yes","2011","no migration background","East Germany","261","0.052351955157503","0.0460436069016226","0.0586603034133834"
"Yes","2011","direct migration background","West Germany","81","0.0460066200015105","0.036638180576974","0.055375059426047"
"Yes","2011","direct migration background","East Germany","2","","",""
"Yes","2011","indirect migration background","West Germany","32","0.0321681844858776","0.0195654778885067","0.0447708910832485"
"Yes","2011","indirect migration background","East Germany","6","","",""
"No","2011","no migration background","West Germany","12594","0.951214395213878","0.947544352051969","0.954884438375787"
"No","2011","no migration background","East Germany","4528","0.947648044842497","0.941339696586617","0.953956393098377"
"No","2011","direct migration background","West Germany","1840","0.95399337999849","0.944624940573953","0.963361819423026"
"No","2011","direct migration background","East Germany","92","0.982057278465637","0.955222579226176","1.0088919777051"
"No","2011","indirect migration background","West Germany","721","0.967831815514122","0.955229108916752","0.980434522111493"
"No","2011","indirect migration background","East Germany","39","0.9454730129406","0.879133519164608","1.01181250671659"
"Yes","2012","no migration background","West Germany","474","0.0383804845934779","0.0350914391775648","0.041669530009391"
"Yes","2012","no migration background","East Germany","182","0.036979643947227","0.0315954313647642","0.0423638565296898"
"Yes","2012","direct migration background","West Germany","68","0.0365980840542517","0.0280416037544798","0.0451545643540237"
"Yes","2012","direct migration background","East Germany","3","","",""
"Yes","2012","indirect migration background","West Germany","43","0.0609877085992685","0.0438381048884619","0.0781373123100751"
"Yes","2012","indirect migration background","East Germany","7","","",""
"No","2012","no migration background","West Germany","12632","0.961619515406522","0.958330469990609","0.964908560822435"
"No","2012","no migration background","East Germany","4537","0.963020356052773","0.95763614347031","0.968404568635236"
"No","2012","direct migration background","West Germany","1782","0.963401915945748","0.954845435645976","0.97195839624552"
"No","2012","direct migration background","East Germany","96","0.977663325179348","0.948553847249718","1.00677280310898"
"No","2012","indirect migration background","West Germany","705","0.939012291400731","0.921862687689925","0.956161895111538"
"No","2012","indirect migration background","East Germany","41","0.937043368782524","0.868332085661526","1.00575465190352"
"Yes","2013","no migration background","West Germany","302","0.0236815476390379","0.0209831585892573","0.0263799366888185"
"Yes","2013","no migration background","East Germany","117","0.0263350404804116","0.0215786703381698","0.0310914106226533"
"Yes","2013","direct migration background","West Germany","37","0.021971696757147","0.0148156514419581","0.029127742072336"
"Yes","2013","direct migration background","East Germany","1","","",""
"Yes","2013","indirect migration background","West Germany","24","","",""
"Yes","2013","indirect migration background","East Germany","1","","",""
"No","2013","no migration background","West Germany","11896","0.976318452360962","0.973620063311182","0.979016841410743"
"No","2013","no migration background","East Germany","4237","0.973664959519588","0.968908589377347","0.97842132966183"
"No","2013","direct migration background","West Germany","1575","0.978028303242853","0.970872257927664","0.985184348558042"
"No","2013","direct migration background","East Germany","80","0.992044315558399","0.972697482134376","1.01139114898242"
"No","2013","indirect migration background","West Germany","646","0.963293655810753","0.949055274938498","0.977532036683008"
"No","2013","indirect migration background","East Germany","44","0.999373404025285","0.992062021133054","1.00668478691752"
"Yes","2014","no migration background","West Germany","484","0.0291553813262742","0.0264707733716822","0.0318399892808661"
"Yes","2014","no migration background","East Germany","148","0.0275649648848431","0.0230973642135318","0.0320325655561544"
"Yes","2014","direct migration background","West Germany","155","0.0305301909822902","0.0256540617174948","0.0354063202470855"
"Yes","2014","direct migration background","East Germany","12","","",""
"Yes","2014","indirect migration background","West Germany","75","0.0352213838760027","0.0264327417352528","0.0440100260167526"
"Yes","2014","indirect migration background","East Germany","6","","",""
"No","2014","no migration background","West Germany","14603","0.970844618673726","0.968160010719134","0.973529226628318"
"No","2014","no migration background","East Germany","5011","0.972435035115157","0.967967434443845","0.976902635786468"
"No","2014","direct migration background","West Germany","4627","0.96946980901771","0.964593679752914","0.974345938282505"
"No","2014","direct migration background","East Germany","334","0.94139159736047","0.916641600802081","0.966141593918859"
"No","2014","indirect migration background","West Germany","1615","0.964778616123997","0.955989973983247","0.973567258264747"
"No","2014","indirect migration background","East Germany","98","0.941627361358036","0.896568976638607","0.986685746077464"
"Yes","2015","no migration background","West Germany","482","0.0289453668836441","0.0261988710391887","0.0316918627280996"
"Yes","2015","no migration background","East Germany","159","0.0329306817636032","0.0279278988738488","0.0379334646533577"
"Yes","2015","direct migration background","West Germany","131","0.0295915965122589","0.024355175614005","0.0348280174105128"
"Yes","2015","direct migration background","East Germany","9","","",""
"Yes","2015","indirect migration background","West Germany","61","0.0383076750993246","0.0286680729010902","0.0479472772975589"
"Yes","2015","indirect migration background","East Germany","7","","",""
"No","2015","no migration background","West Germany","13832","0.971054633116356","0.9683081372719","0.973801128960811"
"No","2015","no migration background","East Germany","4729","0.967069318236397","0.962066535346642","0.972072101126151"
"No","2015","direct migration background","West Germany","3892","0.970408403487741","0.965171982589487","0.975644824385995"
"No","2015","direct migration background","East Germany","286","0.979510514816159","0.963344344218544","0.995676685413773"
"No","2015","indirect migration background","West Germany","1462","0.961692324900675","0.952052722702441","0.97133192709891"
"No","2015","indirect migration background","East Germany","96","0.871532821005934","0.806912747772326","0.936152894239542"
"Yes","2016","no migration background","West Germany","490","0.0354489067216742","0.0323077436857384","0.0385900697576099"
"Yes","2016","no migration background","East Germany","206","0.0370447398056483","0.0315849343463425","0.0425045452649542"
"Yes","2016","direct migration background","West Germany","136","0.0263675475967573","0.021658349973688","0.0310767452198266"
"Yes","2016","direct migration background","East Germany","18","","",""
"Yes","2016","indirect migration background","West Germany","69","0.0481488150116487","0.0370916402440915","0.0592059897792059"
"Yes","2016","indirect migration background","East Germany","14","","",""
"No","2016","no migration background","West Germany","12822","0.964551093278326","0.96140993024239","0.967692256314262"
"No","2016","no migration background","East Germany","4391","0.962955260194352","0.957495454735046","0.968415065653657"
"No","2016","direct migration background","West Germany","4311","0.973632452403243","0.968923254780173","0.978341650026312"
"No","2016","direct migration background","East Germany","333","0.938166101354992","0.912969166336731","0.963363036373252"
"No","2016","indirect migration background","West Germany","1371","0.951851184988351","0.940794010220794","0.962908359755908"
"No","2016","indirect migration background","East Germany","93","0.695039796387692","0.607806431976195","0.78227316079919"
"Yes","2017","no migration background","West Germany","553","0.0330959699015294","0.0302455563855447","0.0359463834175141"
"Yes","2017","no migration background","East Germany","291","0.0439200587473242","0.0383267319252191","0.0495133855694293"
"Yes","2017","direct migration background","West Germany","122","0.0261083989982354","0.0212979474388591","0.0309188505576117"
"Yes","2017","direct migration background","East Germany","12","","",""
"Yes","2017","indirect migration background","West Germany","81","0.0484346013350996","0.0378590061340834","0.0590101965361157"
"Yes","2017","indirect migration background","East Germany","7","","",""
"No","2017","no migration background","West Germany","14577","0.96690403009847","0.964053616582486","0.969754443614455"
"No","2017","no migration background","East Germany","4865","0.956079941252676","0.950486614430571","0.961673268074781"
"No","2017","direct migration background","West Germany","4099","0.973891601001765","0.969081149442388","0.978702052561141"
"No","2017","direct migration background","East Germany","353","0.954752854158177","0.933430127668932","0.976075580647422"
"No","2017","indirect migration background","West Germany","1502","0.9515653986649","0.940989803463884","0.962140993865917"
"No","2017","indirect migration background","East Germany","99","0.909783939230538","0.85524505845721","0.964322820003867"
"Yes","2018","no migration background","West Germany","500","0.0306646459791691","0.0278622027297193","0.0334670892286188"
"Yes","2018","no migration background","East Germany","190","0.0350418673791725","0.0299676933063213","0.0401160414520237"
"Yes","2018","direct migration background","West Germany","121","0.0229079383549002","0.0182985613154874","0.027517315394313"
"Yes","2018","direct migration background","East Germany","8","","",""
"Yes","2018","indirect migration background","West Germany","75","0.0571863486375405","0.0457261707402126","0.0686465265348684"
"Yes","2018","indirect migration background","East Germany","8","","",""
"No","2018","no migration background","West Germany","14039","0.969335354020831","0.966532910771381","0.972137797270281"
"No","2018","no migration background","East Germany","4855","0.964958132620828","0.959883958547976","0.970032306693679"
"No","2018","direct migration background","West Germany","3926","0.9770920616451","0.972482684605687","0.981701438684513"
"No","2018","direct migration background","East Germany","337","0.98540730913936","0.972753708480081","0.998060909798639"
"No","2018","indirect migration background","West Germany","1502","0.94281365136246","0.931353473465132","0.954273829259787"
"No","2018","indirect migration background","East Germany","113","0.874031661604775","0.81490958377546","0.933153739434089"
"Yes","2019","no migration background","West Germany","451","0.0309986584352159","0.0282310058341328","0.033766311036299"
"Yes","2019","no migration background","East Germany","158","0.0286260693815032","0.0240740108476523","0.0331781279153541"
"Yes","2019","direct migration background","West Germany","99","0.0325348545063527","0.0267085492896439","0.0383611597230614"
"Yes","2019","direct migration background","East Germany","4","","",""
"Yes","2019","indirect migration background","West Germany","65","0.0337450602844968","0.0248016494819009","0.0426884710870928"
"Yes","2019","indirect migration background","East Germany","6","","",""
"No","2019","no migration background","West Germany","14613","0.969001341564784","0.966233688963701","0.971768994165867"
"No","2019","no migration background","East Germany","4997","0.971373930618497","0.966821872084646","0.975925989152348"
"No","2019","direct migration background","West Germany","3463","0.967465145493647","0.961638840276938","0.973291450710356"
"No","2019","direct migration background","East Germany","287","0.987894812086206","0.975330384239202","1.00045923993321"
"No","2019","indirect migration background","West Germany","1501","0.966254939715503","0.957311528912907","0.975198350518099"
"No","2019","indirect migration background","East Germany","126","0.967473103483485","0.937210806464542","0.997735400502427"
