"ple0160","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1999","Thuringia","Male","333","0.961257904670856","0.941069311913696","0.981446497428016","2"
"No","1999","Thuringia","Female","358","0.974163577739095","0.95802024244159","0.990306913036599","2"
"No","1999","Saxony-Anhalt","Male","306","0.919167454092472","0.889847080668095","0.948487827516848","2"
"No","1999","Saxony-Anhalt","Female","345","0.949740343167502","0.927233944451086","0.972246741883919","2"
"Yes","1999","Schleswig-Holstein","Male","3","","","","1"
"Yes","1999","Schleswig-Holstein","Female","6","","","","1"
"Yes","1999","Hamburg","Male","1","","","","1"
"Yes","1999","Hamburg","Female","3","","","","1"
"Yes","1999","Lower Saxony","Male","38","0.0549923269294535","0.0365192655294261","0.073465388329481","1"
"Yes","1999","Lower Saxony","Female","38","0.0565386628103888","0.0378866689498028","0.0751906566709747","1"
"Yes","1999","Bremen","Male","4","","","","1"
"Yes","1999","Bremen","Female","2","","","","1"
"Yes","1999","North Rhine-Westphalia","Male","61","0.0506258119066012","0.0387494621706333","0.0625021616425691","1"
"Yes","1999","North Rhine-Westphalia","Female","69","0.0447350603978381","0.0339181012693857","0.0555520195262905","1"
"Yes","1999","Hesse","Male","19","","","","1"
"Yes","1999","Hesse","Female","22","","","","1"
"Yes","1999","Rhineland-Palatinate,Saarland","Male","14","","","","1"
"Yes","1999","Rhineland-Palatinate,Saarland","Female","20","","","","1"
"Yes","1999","Baden-Württemberg","Male","43","0.0485344835025006","0.0340880593821622","0.062980907622839","1"
"Yes","1999","Baden-Württemberg","Female","42","0.0406205228110203","0.0276510878971723","0.0535899577248683","1"
"Yes","1999","Bavaria","Male","48","0.0476124716862214","0.0334868300970239","0.0617381132754188","1"
"Yes","1999","Bavaria","Female","39","0.025426649572197","0.0152931358826423","0.0355601632617517","1"
"Yes","1999","Berlin","Male","12","","","","1"
"Yes","1999","Berlin","Female","10","","","","1"
"Yes","1999","Brandenburg","Male","28","","","","1"
"Yes","1999","Brandenburg","Female","16","","","","1"
"Yes","1999","Mecklenburg-Western Pomerania","Male","12","","","","1"
"Yes","1999","Mecklenburg-Western Pomerania","Female","9","","","","1"
"Yes","1999","Saxony","Male","28","","","","1"
"Yes","1999","Saxony","Female","35","0.0613510936905306","0.0422763353212677","0.0804258520597936","1"
"Yes","1999","Saxony-Anhalt","Male","26","","","","1"
"Yes","1999","Saxony-Anhalt","Female","17","","","","1"
"Yes","1999","Thuringia","Male","18","","","","1"
"Yes","1999","Thuringia","Female","13","","","","1"
"No","2000","Schleswig-Holstein","Female","354","0.940717271460002","0.916879202769866","0.964555340150139","2"
"No","2000","Hamburg","Male","121","0.9132209257446","0.865197121611889","0.961244729877311","2"
"No","2000","Schleswig-Holstein","Male","323","0.954650174617756","0.932435340310724","0.976865008924788","2"
"No","2000","Hamburg","Female","153","0.909576806880471","0.866080792459776","0.953072821301165","2"
"No","2000","Lower Saxony","Male","942","0.949592268804672","0.93603887015036","0.963145667458984","2"
"No","2000","Lower Saxony","Female","961","0.936790149289458","0.921950915735541","0.951629382843375","2"
"No","2000","North Rhine-Westphalia","Male","2335","0.935884374250757","0.9262667653454","0.945501983156114","2"
"No","2000","Bremen","Male","80","0.924161649305483","0.867881266974154","0.980442031636812","2"
"No","2000","Bremen","Female","97","0.955621331682477","0.915656493761307","0.995586169603647","2"
"No","2000","North Rhine-Westphalia","Female","2503","0.941285941433947","0.932373833272475","0.950198049595418","2"
"No","2000","Hesse","Male","773","0.939369896269444","0.922985450265803","0.955754342273085","2"
"No","2000","Berlin","Female","400","0.927630865183605","0.90314146496169","0.95212026540552","2"
"No","2000","Hesse","Female","824","0.946571944574049","0.931611319940865","0.961532569207233","2"
"No","2000","Rhineland-Palatinate,Saarland","Male","643","0.942136362931445","0.924600211696568","0.959672514166323","2"
"No","2000","Berlin","Male","360","0.915537514016557","0.887938994249803","0.943136033783311","2"
"No","2000","Brandenburg","Male","460","0.910403259748625","0.885344427728917","0.935462091768334","2"
"No","2000","Brandenburg","Female","491","0.950014134562546","0.931302235302593","0.9687260338225","2"
"No","2000","Rhineland-Palatinate,Saarland","Female","741","0.94397532531996","0.927867489185346","0.960083161454574","2"
"No","2000","Baden-Württemberg","Female","1457","0.958755188463073","0.948784504765261","0.968725872160884","2"
"No","2000","Bavaria","Male","1536","0.947340733767308","0.936477838661089","0.958203628873528","2"
"No","2000","Baden-Württemberg","Male","1347","0.939436420861334","0.927112265709858","0.95176057601281","2"
"No","2000","Bavaria","Female","1683","0.963052326152755","0.954244603474364","0.971860048831147","2"
"No","2000","Mecklenburg-Western Pomerania","Male","239","0.93384100348623","0.903743645798605","0.963938361173855","2"
"No","2000","Mecklenburg-Western Pomerania","Female","280","0.921749089155999","0.891559141606381","0.951939036705617","2"
"No","2000","Saxony","Male","796","0.935968615536028","0.919587950246717","0.952349280825338","2"
"No","2000","Saxony","Female","869","0.949163663284258","0.935030747254496","0.963296579314021","2"
"No","2000","Saxony-Anhalt","Male","445","0.911982558236308","0.886922332309404","0.937042784163213","2"
"No","2000","Saxony-Anhalt","Female","534","0.949302781702966","0.93127731990091","0.967328243505021","2"
"No","2000","Thuringia","Male","480","0.936785190560708","0.915768036812206","0.957802344309209","2"
"No","2000","Thuringia","Female","521","0.969255207514265","0.954735661721318","0.983774753307213","2"
"Yes","2000","Hesse","Male","42","0.0606301037305559","0.044245657726915","0.0770145497341968","1"
"Yes","2000","Hesse","Female","44","0.053428055425951","0.0384674307927674","0.0683886800591345","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Male","38","0.0578636370685546","0.0403274858336769","0.0753997883034324","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Female","42","0.0560246746800399","0.0399168385454258","0.072132510814654","1"
"Yes","2000","Baden-Württemberg","Male","92","0.0605635791386661","0.04823942398719","0.0728877342901422","1"
"Yes","2000","Baden-Württemberg","Female","71","0.0412448115369275","0.0312741278391164","0.0512154952347386","1"
"Yes","2000","Bavaria","Male","88","0.0526592662326918","0.0417963711264725","0.063522161338911","1"
"Yes","2000","Bavaria","Female","79","0.0369476738472446","0.0281399511688529","0.0457553965256363","1"
"Yes","2000","Berlin","Male","30","0.084462485983443","0.0568639662166885","0.112061005750198","1"
"Yes","2000","Berlin","Female","30","0.0723691348163953","0.0478797345944803","0.0968585350383103","1"
"Yes","2000","Brandenburg","Male","39","0.0895967402513746","0.0645379082316662","0.114655572271083","1"
"Yes","2000","Brandenburg","Female","30","0.0499858654374539","0.0312739661775005","0.0686977646974072","1"
"Yes","2000","Mecklenburg-Western Pomerania","Male","23","","","","1"
"Yes","2000","Mecklenburg-Western Pomerania","Female","24","","","","1"
"Yes","2000","Saxony","Male","62","0.0640313844639722","0.0476507191746618","0.0804120497532826","1"
"Yes","2000","Saxony","Female","59","0.0508363367157417","0.0367034206859789","0.0649692527455045","1"
"Yes","2000","Saxony-Anhalt","Male","46","0.0880174417636915","0.0629572158367866","0.113077667690596","1"
"Yes","2000","Saxony-Anhalt","Female","35","0.0506972182970343","0.0326717564949786","0.06872268009909","1"
"Yes","2000","Schleswig-Holstein","Male","14","","","","1"
"Yes","2000","Schleswig-Holstein","Female","23","","","","1"
"Yes","2000","Hamburg","Male","11","","","","1"
"Yes","2000","Hamburg","Female","14","","","","1"
"Yes","2000","Lower Saxony","Male","59","0.0504077311953279","0.0368543325410161","0.0639611298496397","1"
"Yes","2000","Lower Saxony","Female","72","0.0632098507105421","0.0483706171566248","0.0780490842644594","1"
"Yes","2000","Bremen","Male","5","","","","1"
"Yes","2000","Bremen","Female","5","","","","1"
"Yes","2000","North Rhine-Westphalia","Male","157","0.0641156257492433","0.054498016843886","0.0737332346546006","1"
"Yes","2000","North Rhine-Westphalia","Female","170","0.0587140585660535","0.0498019504045824","0.0676261667275245","1"
"Yes","2000","Thuringia","Male","35","0.0632148094392922","0.0421976556907906","0.0842319631877938","1"
"Yes","2000","Thuringia","Female","22","","","","1"
"No","2001","Brandenburg","Male","428","0.912590793612768","0.887029766566774","0.938151820658761","2"
"No","2001","Schleswig-Holstein","Male","288","0.931437299341249","0.90326063217867","0.959613966503828","2"
"No","2001","Schleswig-Holstein","Female","321","0.937171925044472","0.911454851339923","0.962888998749021","2"
"No","2001","Hamburg","Male","114","0.957821919771076","0.921859967681361","0.993783871860791","2"
"No","2001","Lower Saxony","Male","862","0.948766868216256","0.934473644198546","0.963060092233966","2"
"No","2001","Lower Saxony","Female","889","0.946275786279113","0.931900182822742","0.960651389735483","2"
"No","2001","Brandenburg","Female","470","0.957340416982412","0.93950159664372","0.975179237321105","2"
"No","2001","Hamburg","Female","139","0.928124596403919","0.887198938953603","0.969050253854236","2"
"No","2001","Bremen","Female","81","0.967696006504428","0.930109132371204","1.00528288063765","2"
"No","2001","North Rhine-Westphalia","Male","2108","0.935638431107722","0.925478412583374","0.945798449632069","2"
"No","2001","Bremen","Male","69","0.968768379675514","0.928866450197893","1.00867030915314","2"
"No","2001","Hesse","Male","677","0.943574627086035","0.926661636148074","0.960487618023995","2"
"No","2001","North Rhine-Westphalia","Female","2265","0.940499575800385","0.931072663000316","0.949926488600454","2"
"No","2001","Hesse","Female","736","0.953089293206567","0.938183292836623","0.967995293576511","2"
"No","2001","Rhineland-Palatinate,Saarland","Male","606","0.944021789375958","0.926127931759261","0.961915646992655","2"
"No","2001","Rhineland-Palatinate,Saarland","Female","690","0.967050142786928","0.953984229297839","0.980116056276018","2"
"No","2001","Baden-Württemberg","Female","1279","0.946460291725715","0.934461184217387","0.958459399234043","2"
"No","2001","Bavaria","Male","1366","0.947331182237725","0.935806137315768","0.958856227159682","2"
"No","2001","Baden-Württemberg","Male","1186","0.93313633281877","0.919387807744528","0.946884857893012","2"
"No","2001","Saxony","Male","734","0.940110952974665","0.923575233087207","0.956646672862123","2"
"No","2001","Mecklenburg-Western Pomerania","Male","216","0.930136309611994","0.897681954909686","0.962590664314302","2"
"No","2001","Mecklenburg-Western Pomerania","Female","254","0.928446158920724","0.898147700586171","0.958744617255276","2"
"No","2001","Bavaria","Female","1537","0.959194348789416","0.949524525647269","0.968864171931563","2"
"No","2001","Berlin","Male","352","0.904414240706503","0.875082709726525","0.933745771686482","2"
"No","2001","Berlin","Female","370","0.905033620493569","0.876586696883392","0.933480544103745","2"
"No","2001","Saxony","Female","801","0.947453707378665","0.932523890296242","0.962383524461089","2"
"No","2001","Saxony-Anhalt","Male","445","0.91773646195458","0.893130348639831","0.94234257526933","2"
"No","2001","Saxony-Anhalt","Female","498","0.947552618493585","0.928483438740644","0.966621798246525","2"
"No","2001","Thuringia","Male","430","0.917825179536001","0.893127812719784","0.942522546352218","2"
"No","2001","Thuringia","Female","451","0.923035626587485","0.899555545493739","0.946515707681231","2"
"Yes","2001","Schleswig-Holstein","Male","21","","","","1"
"Yes","2001","Schleswig-Holstein","Female","21","","","","1"
"Yes","2001","Hamburg","Male","6","","","","1"
"Yes","2001","Hamburg","Female","14","","","","1"
"Yes","2001","Lower Saxony","Male","52","0.0512331317837438","0.0369399077660336","0.065526355801454","1"
"Yes","2001","Lower Saxony","Female","56","0.0537242137208873","0.0393486102645169","0.0680998171772576","1"
"Yes","2001","Bremen","Male","4","","","","1"
"Yes","2001","Bremen","Female","4","","","","1"
"Yes","2001","Hesse","Male","38","0.0564253729139655","0.0395123819760048","0.0733383638519261","1"
"Yes","2001","Hesse","Female","37","0.0469107067934332","0.032004706423489","0.0618167071633775","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Male","28","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Female","27","","","","1"
"Yes","2001","Baden-Württemberg","Male","82","0.0668636671812303","0.0531151421069884","0.0806121922554722","1"
"Yes","2001","Baden-Württemberg","Female","73","0.0535397082742847","0.0415406007659568","0.0655388157826126","1"
"Yes","2001","Bavaria","Male","77","0.0526688177622749","0.0411437728403179","0.064193862684232","1"
"Yes","2001","Bavaria","Female","71","0.0408056512105839","0.0311358280684365","0.0504754743527312","1"
"Yes","2001","Berlin","Male","34","0.0955857592934965","0.0662542283135181","0.124917290273475","1"
"Yes","2001","Berlin","Female","38","0.0949663795064315","0.0665194558962549","0.123413303116608","1"
"Yes","2001","Brandenburg","Male","41","0.0874092063872323","0.0618481793412385","0.112970233433226","1"
"Yes","2001","Brandenburg","Female","23","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","Male","21","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","Female","24","","","","1"
"Yes","2001","Saxony","Male","57","0.0598890470253349","0.0433533271378771","0.0764247669127926","1"
"Yes","2001","Saxony","Female","57","0.0525462926213346","0.0376164755389113","0.0674761097037578","1"
"Yes","2001","Saxony-Anhalt","Male","34","0.08226353804542","0.0576574247306706","0.106869651360169","1"
"Yes","2001","Saxony-Anhalt","Female","27","","","","1"
"Yes","2001","North Rhine-Westphalia","Male","133","0.0643615688922784","0.0542015503679309","0.0745215874166259","1"
"Yes","2001","North Rhine-Westphalia","Female","154","0.059500424199615","0.0500735113995463","0.0689273369996838","1"
"Yes","2001","Thuringia","Male","45","0.0821748204639987","0.0574774536477818","0.106872187280216","1"
"Yes","2001","Thuringia","Female","44","0.076964373412515","0.0534842923187686","0.100444454506261","1"
"No","2002","Schleswig-Holstein","Female","308","0.971082518773741","0.952722149950327","0.989442887597155","2"
"No","2002","Hamburg","Male","107","0.973712486809187","0.943814505231808","1.00361046838657","2"
"No","2002","Brandenburg","Male","410","0.935806994920343","0.912721396334938","0.958892593505748","2"
"No","2002","Schleswig-Holstein","Male","253","0.95270990682316","0.927202124733094","0.978217688913226","2"
"No","2002","Hamburg","Female","145","0.958713768858469","0.926981091246892","0.990446446470047","2"
"No","2002","Lower Saxony","Male","744","0.959476958741725","0.945594527517576","0.973359389965873","2"
"No","2002","Lower Saxony","Female","848","0.949863809170559","0.935574855635239","0.96415276270588","2"
"No","2002","Bremen","Female","81","0.926851165809348","0.872137329164507","0.981565002454189","2"
"No","2002","Brandenburg","Female","469","0.973822249065731","0.959523885150194","0.988120612981268","2"
"No","2002","Bremen","Male","66","0.987595549432127","0.961092916707945","1.01409818215631","2"
"No","2002","North Rhine-Westphalia","Male","1753","0.943806609211357","0.933346351625662","0.954266866797051","2"
"No","2002","Hesse","Male","565","0.948970475155955","0.931347801762471","0.966593148549438","2"
"No","2002","North Rhine-Westphalia","Female","2053","0.959713905973831","0.951388882239525","0.968038929708137","2"
"No","2002","Hesse","Female","682","0.954168745915799","0.938851346262148","0.96948614556945","2"
"No","2002","Rhineland-Palatinate,Saarland","Male","490","0.963754004641903","0.947643248185143","0.979864761098664","2"
"No","2002","Rhineland-Palatinate,Saarland","Female","595","0.97066581676947","0.957383491412088","0.983948142126852","2"
"No","2002","Baden-Württemberg","Male","1030","0.941591096920129","0.927681726636968","0.955500467203289","2"
"No","2002","Baden-Württemberg","Female","1206","0.959927884332308","0.949085597508218","0.970770171156399","2"
"No","2002","Bavaria","Male","1132","0.957261740646489","0.94575999824765","0.968763483045328","2"
"No","2002","Mecklenburg-Western Pomerania","Female","247","0.969761194225261","0.948946207630211","0.99057618082031","2"
"No","2002","Saxony","Male","699","0.972846541776332","0.961007581812218","0.984685501740446","2"
"No","2002","Mecklenburg-Western Pomerania","Male","187","0.946642043897964","0.915725384649472","0.977558703146457","2"
"No","2002","Bavaria","Female","1368","0.968112253373311","0.959015220384506","0.977209286362116","2"
"No","2002","Berlin","Male","292","0.959541710097453","0.937537366256816","0.98154605393809","2"
"No","2002","Berlin","Female","348","0.965554047816623","0.946870259424386","0.984237836208861","2"
"No","2002","Saxony","Female","758","0.966886955596375","0.954456731352639","0.979317179840111","2"
"No","2002","Saxony-Anhalt","Male","402","0.946191986490073","0.92466392239167","0.967720050588476","2"
"No","2002","Saxony-Anhalt","Female","468","0.959623368350476","0.942123071846652","0.977123664854301","2"
"No","2002","Thuringia","Male","408","0.952523225253055","0.932516241599962","0.972530208906149","2"
"No","2002","Thuringia","Female","430","0.947015813702543","0.926478589651541","0.967553037753545","2"
"Yes","2002","Hesse","Male","34","0.0510295248440455","0.0334068514505622","0.0686521982375288","1"
"Yes","2002","Hesse","Female","34","0.0458312540842007","0.0305138544305494","0.0611486537378519","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Male","27","","","","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Female","25","","","","1"
"Yes","2002","Baden-Württemberg","Male","62","0.0584089030798714","0.0444995327967109","0.072318273363032","1"
"Yes","2002","Baden-Württemberg","Female","51","0.0400721156676917","0.0292298288436011","0.0509144024917822","1"
"Yes","2002","Bavaria","Male","56","0.0427382593535109","0.0312365169546715","0.0542400017523504","1"
"Yes","2002","Bavaria","Female","65","0.031887746626689","0.0227907136378843","0.0409847796154936","1"
"Yes","2002","Berlin","Male","16","","","","1"
"Yes","2002","Berlin","Female","18","","","","1"
"Yes","2002","Brandenburg","Male","23","","","","1"
"Yes","2002","Brandenburg","Female","10","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","Male","16","","","","1"
"Yes","2002","Mecklenburg-Western Pomerania","Female","13","","","","1"
"Yes","2002","Saxony","Male","25","","","","1"
"Yes","2002","Saxony","Female","38","0.0331130444036251","0.0206828201598894","0.0455432686473608","1"
"Yes","2002","Saxony-Anhalt","Male","20","","","","1"
"Yes","2002","Saxony-Anhalt","Female","18","","","","1"
"Yes","2002","Schleswig-Holstein","Male","13","","","","1"
"Yes","2002","Schleswig-Holstein","Female","12","","","","1"
"Yes","2002","Hamburg","Male","3","","","","1"
"Yes","2002","Hamburg","Female","6","","","","1"
"Yes","2002","Lower Saxony","Male","31","0.0405230412582754","0.0266406100341265","0.0544054724824244","1"
"Yes","2002","Lower Saxony","Female","48","0.0501361908294405","0.0358472372941198","0.0644251443647613","1"
"Yes","2002","Bremen","Male","1","","","","1"
"Yes","2002","Bremen","Female","6","","","","1"
"Yes","2002","Thuringia","Male","26","","","","1"
"Yes","2002","Thuringia","Female","27","","","","1"
"Yes","2002","North Rhine-Westphalia","Male","109","0.0561933907886435","0.045733133202949","0.0666536483743379","1"
"Yes","2002","North Rhine-Westphalia","Female","90","0.0402860940261691","0.0319610702918631","0.0486111177604752","1"
"No","2003","Schleswig-Holstein","Female","290","0.977626157914141","0.960918270730648","0.994334045097635","2"
"No","2003","Hamburg","Male","104","0.980849008356517","0.954880146612606","1.00681787010043","2"
"No","2003","Brandenburg","Male","398","0.957842772975141","0.938439159504683","0.977246386445599","2"
"No","2003","Brandenburg","Female","457","0.946585755821768","0.92640685862987","0.966764653013666","2"
"No","2003","Schleswig-Holstein","Male","241","0.949836415690046","0.923044936700975","0.976627894679116","2"
"No","2003","Hamburg","Female","128","0.92208733330098","0.877528813700749","0.966645852901211","2"
"No","2003","Lower Saxony","Male","704","0.947221602158709","0.931144506998644","0.963298697318773","2"
"No","2003","Lower Saxony","Female","824","0.937842605381709","0.921863234577697","0.953821976185722","2"
"No","2003","Bremen","Male","63","0.989360425160229","0.964418451469056","1.0143023988514","2"
"No","2003","Bremen","Female","82","0.979132903326094","0.948745718686166","1.00952008796602","2"
"No","2003","North Rhine-Westphalia","Male","1701","0.94947874797098","0.939335431522152","0.959622064419809","2"
"No","2003","North Rhine-Westphalia","Female","1956","0.958191143791256","0.949505675746494","0.966876611836017","2"
"No","2003","Hesse","Male","534","0.947142025280064","0.928741223961306","0.965542826598821","2"
"No","2003","Hesse","Female","611","0.959623085458365","0.944467333253364","0.974778837663367","2"
"No","2003","Rhineland-Palatinate,Saarland","Male","473","0.946326920455408","0.92665115317422","0.966002687736597","2"
"No","2003","Rhineland-Palatinate,Saarland","Female","582","0.945274358359932","0.927400131387007","0.963148585332857","2"
"No","2003","Baden-Württemberg","Male","985","0.948779125834283","0.935381202910855","0.962177048757711","2"
"No","2003","Baden-Württemberg","Female","1167","0.961994095626815","0.951282131218603","0.972706060035026","2"
"No","2003","Bavaria","Male","1043","0.932405598502458","0.917761625490656","0.947049571514259","2"
"No","2003","Bavaria","Female","1303","0.936662681403611","0.923926730555904","0.949398632251318","2"
"No","2003","Berlin","Male","306","0.960380625207283","0.939107939002973","0.981653311411593","2"
"No","2003","Mecklenburg-Western Pomerania","Male","194","0.945274270503264","0.914438866267711","0.976109674738816","2"
"No","2003","Mecklenburg-Western Pomerania","Female","243","0.948046763423587","0.92122474843235","0.974868778414824","2"
"No","2003","Saxony","Male","666","0.941502514439809","0.924264492237075","0.958740536642543","2"
"No","2003","Saxony","Female","699","0.925926785783598","0.907452895507786","0.944400676059411","2"
"No","2003","Berlin","Female","341","0.966842443756914","0.948190866169364","0.985494021344465","2"
"No","2003","Saxony-Anhalt","Male","375","0.939480394046715","0.916171215371932","0.962789572721499","2"
"No","2003","Saxony-Anhalt","Female","439","0.932891243583136","0.910413654966968","0.955368832199303","2"
"No","2003","Thuringia","Male","385","0.920241099582447","0.894362102896653","0.946120096268241","2"
"No","2003","Thuringia","Female","422","0.929174936019167","0.905680902556007","0.952668969482327","2"
"Yes","2003","Hesse","Male","34","0.0528579747199363","0.0344571734011789","0.0712587760386937","1"
"Yes","2003","Schleswig-Holstein","Male","14","","","","1"
"Yes","2003","Schleswig-Holstein","Female","11","","","","1"
"Yes","2003","Hamburg","Male","3","","","","1"
"Yes","2003","Hamburg","Female","11","","","","1"
"Yes","2003","Lower Saxony","Male","39","0.0527783978412915","0.0367013026812269","0.0688554930013561","1"
"Yes","2003","Lower Saxony","Female","53","0.0621573946182905","0.0461780238142784","0.0781367654223027","1"
"Yes","2003","Bremen","Male","2","","","","1"
"Yes","2003","Bremen","Female","3","","","","1"
"Yes","2003","Hesse","Female","37","0.0403769145416344","0.0252211623366331","0.0555326667466358","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Male","31","0.0536730795445915","0.0339973122634031","0.07334884682578","1"
"Yes","2003","Rhineland-Palatinate,Saarland","Female","40","0.0547256416400679","0.0368514146671429","0.0725998686129929","1"
"Yes","2003","Baden-Württemberg","Male","55","0.0512208741657172","0.0378229512422893","0.0646187970891451","1"
"Yes","2003","Baden-Württemberg","Female","57","0.0380059043731854","0.0272939399649737","0.048717868781397","1"
"Yes","2003","Bavaria","Male","86","0.0675944014975422","0.0529504284857408","0.0822383745093436","1"
"Yes","2003","Bavaria","Female","102","0.0633373185963888","0.0506013677486816","0.076073269444096","1"
"Yes","2003","Berlin","Male","17","","","","1"
"Yes","2003","Berlin","Female","13","","","","1"
"Yes","2003","Brandenburg","Male","14","","","","1"
"Yes","2003","Brandenburg","Female","20","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","Male","15","","","","1"
"Yes","2003","Mecklenburg-Western Pomerania","Female","20","","","","1"
"Yes","2003","Saxony","Male","46","0.0584974855601909","0.0412594633574572","0.0757355077629246","1"
"Yes","2003","Saxony","Female","73","0.0740732142164016","0.0555993239405891","0.0925471044922141","1"
"Yes","2003","Saxony-Anhalt","Male","27","","","","1"
"Yes","2003","Saxony-Anhalt","Female","37","0.0671087564168644","0.044631167800697","0.0895863450330319","1"
"Yes","2003","North Rhine-Westphalia","Male","90","0.0505212520290197","0.0403779355801914","0.0606645684778479","1"
"Yes","2003","North Rhine-Westphalia","Female","84","0.0418088562087441","0.0331233881639825","0.0504943242535056","1"
"Yes","2003","Thuringia","Male","36","0.0797589004175529","0.053879903731759","0.105637897103347","1"
"Yes","2003","Thuringia","Female","36","0.0708250639808327","0.0473310305176728","0.0943190974439926","1"
"No","2004","Brandenburg","Male","399","0.934029921092769","0.910540444421859","0.957519397763679","2"
"No","2004","Brandenburg","Female","452","0.923650371633687","0.899893746724142","0.947406996543232","2"
"No","2004","Schleswig-Holstein","Female","346","0.949388299005551","0.926744763114371","0.972031834896731","2"
"No","2004","Schleswig-Holstein","Male","297","0.938531601339639","0.911965142649563","0.965098060029714","2"
"No","2004","Lower Saxony","Male","855","0.945514784337939","0.93070262683644","0.960326941839438","2"
"No","2004","Lower Saxony","Female","911","0.955045261087944","0.942019153064221","0.968071369111667","2"
"No","2004","Hamburg","Male","123","0.930183439385962","0.887818731358128","0.972548147413795","2"
"No","2004","Hamburg","Female","138","0.921509790808389","0.879574730903624","0.963444850713155","2"
"No","2004","North Rhine-Westphalia","Male","2069","0.946680094690418","0.937248912127553","0.956111277253284","2"
"No","2004","Bremen","Male","74","0.989729567288298","0.967062572854166","1.01239656172243","2"
"No","2004","Bremen","Female","87","0.976641529242623","0.945437071966586","1.00784598651866","2"
"No","2004","North Rhine-Westphalia","Female","2217","0.954498472945011","0.946047391701087","0.962949554188935","2"
"No","2004","Hesse","Male","650","0.942102890591981","0.924689366293692","0.95951641489027","2"
"No","2004","Hesse","Female","705","0.950197263820309","0.934576457623739","0.96581807001688","2"
"No","2004","Rhineland-Palatinate,Saarland","Male","574","0.955586485218066","0.939278120138501","0.971894850297631","2"
"No","2004","Rhineland-Palatinate,Saarland","Female","656","0.964451388620732","0.950645620999659","0.978257156241806","2"
"No","2004","Baden-Württemberg","Male","1189","0.938103794630635","0.924835434754179","0.951372154507091","2"
"No","2004","Baden-Württemberg","Female","1270","0.948889545087431","0.937115894017876","0.960663196156985","2"
"No","2004","Bavaria","Male","1370","0.944415019627107","0.932597545357279","0.956232493896935","2"
"No","2004","Bavaria","Female","1484","0.923065109433424","0.910003349510189","0.93612686935666","2"
