"ple0160","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2016","Not Working","vocational + Abi","11","","",""
"Yes","2016","Not Working","higher vocational","9","","",""
"Yes","2016","Not Working","higher education","34","0.018410129987499","0.0115981124774568","0.0252221474975412"
"No","2016","Full Time","in school","1","","",""
"No","2016","Full Time","inadequately","71","0.984007775939768","0.955231117695461","1.01278443418407"
"No","2016","Full Time","general elemantary","604","0.979021990881094","0.967857868348334","0.990186113413855"
"No","2016","Full Time","middle vocational","3775","0.95086226753411","0.94413161426931","0.957592920798909"
"No","2016","Full Time","vocational + Abi","893","0.933226546270232","0.917200160336885","0.94925293220358"
"No","2016","Full Time","higher vocational","690","0.979366346007077","0.968932029984352","0.989800662029802"
"No","2016","Full Time","higher education","2590","0.955907445286248","0.948186441568571","0.963628449003924"
"No","2016","Part Time","in school","64","0.981297437085111","0.949332456858028","1.01326241731219"
"No","2016","Part Time","inadequately","106","0.929368523584861","0.881918962267426","0.976818084902296"
"No","2016","Part Time","general elemantary","662","0.958462405302716","0.943638873658515","0.973285936946918"
"No","2016","Part Time","middle vocational","3063","0.959154836517236","0.952291625695032","0.96601804733944"
"No","2016","Part Time","vocational + Abi","686","0.975189416416426","0.963803932538169","0.986574900294683"
"No","2016","Part Time","higher vocational","273","0.962597418755334","0.940645106250599","0.984549731260069"
"No","2016","Part Time","higher education","1591","0.936559540930888","0.924924439850302","0.948194642011473"
"No","2016","Not Working","in school","253","0.986201040408684","0.972021331460133","1.00038074935723"
"No","2016","Not Working","inadequately","210","0.984862354844092","0.96861677738889","1.00110793229929"
"No","2016","Not Working","general elemantary","1217","0.986789655614629","0.980439905172781","0.993139406056478"
"No","2016","Not Working","middle vocational","3791","0.983874609905411","0.979903624112364","0.987845595698458"
"No","2016","Not Working","vocational + Abi","364","0.962356814681441","0.943092937396477","0.981620691966405"
"No","2016","Not Working","higher vocational","400","0.981440498649579","0.968360684405946","0.994520312893211"
"No","2016","Not Working","higher education","1462","0.981589870012501","0.974777852502459","0.988401887522543"
"Yes","2017","Full Time","in school","","","",""
"Yes","2017","Full Time","inadequately","1","","",""
"Yes","2017","Full Time","general elemantary","25","","",""
"Yes","2017","Full Time","middle vocational","211","0.0481778322987642","0.0419363988022718","0.0544192657952566"
"Yes","2017","Full Time","vocational + Abi","46","0.0504877283720404","0.0369646189524838","0.0640108377915969"
"Yes","2017","Full Time","higher vocational","39","0.0374947942288283","0.0243553393098304","0.0506342491478262"
"Yes","2017","Full Time","higher education","153","0.0462149941996375","0.0388243219903801","0.053605666408895"
"Yes","2017","Part Time","in school","4","","",""
"Yes","2017","Part Time","inadequately","5","","",""
"Yes","2017","Part Time","general elemantary","30","0.0386121192789235","0.024721007278374","0.052503231279473"
"Yes","2017","Part Time","middle vocational","162","0.0359362867953787","0.0297943792971121","0.0420781942936453"
"Yes","2017","Part Time","vocational + Abi","36","0.0368047888297365","0.0239724842643267","0.0496370933951464"
"Yes","2017","Part Time","higher vocational","22","","",""
"Yes","2017","Part Time","higher education","112","0.0603524453427457","0.0495417142036477","0.0711631764818437"
"Yes","2017","Not Working","in school","8","","",""
"Yes","2017","Not Working","inadequately","8","","",""
"Yes","2017","Not Working","general elemantary","27","","",""
"Yes","2017","Not Working","middle vocational","92","0.0181843162412747","0.0140548822500178","0.0223137502325316"
"Yes","2017","Not Working","vocational + Abi","10","","",""
"Yes","2017","Not Working","higher vocational","13","","",""
"Yes","2017","Not Working","higher education","33","0.0147167488833313","0.00875273422754824","0.0206807635391144"
"No","2017","Full Time","in school","2","","",""
"No","2017","Full Time","inadequately","90","0.987345583345201","0.964379705333214","1.01031146135719"
"No","2017","Full Time","general elemantary","690","0.97366323544607","0.961925598653891","0.985400872238249"
"No","2017","Full Time","middle vocational","4311","0.951822167701236","0.945580734204743","0.958063601197728"
"No","2017","Full Time","vocational + Abi","961","0.94951227162796","0.935989162208403","0.963035381047516"
"No","2017","Full Time","higher vocational","764","0.962505205771172","0.949365750852174","0.97564466069017"
"No","2017","Full Time","higher education","2947","0.953785005800362","0.946394333591105","0.96117567800962"
"No","2017","Part Time","in school","75","0.979200112019673","0.947729820160079","1.01067040387927"
"No","2017","Part Time","inadequately","114","0.953687163249793","0.915927486269168","0.991446840230417"
"No","2017","Part Time","general elemantary","709","0.961387880721077","0.947496768720527","0.975278992721626"
"No","2017","Part Time","middle vocational","3366","0.964063713204621","0.957921805706355","0.970205620702888"
"No","2017","Part Time","vocational + Abi","791","0.963195211170264","0.950362906604854","0.976027515735673"
"No","2017","Part Time","higher vocational","295","0.947631652650569","0.923108704863497","0.972154600437641"
"No","2017","Part Time","higher education","1752","0.939647554657254","0.928836823518156","0.950458285796352"
"No","2017","Not Working","in school","309","0.985509200509604","0.972354075632699","0.998664325386509"
"No","2017","Not Working","inadequately","229","0.98232676818664","0.965551869946937","0.999101666426343"
"No","2017","Not Working","general elemantary","1259","0.982586566566723","0.975437403173079","0.989735729960368"
"No","2017","Not Working","middle vocational","3930","0.981815683758725","0.977686249767468","0.985945117749982"
"No","2017","Not Working","vocational + Abi","369","0.975201818839432","0.959545644400493","0.990857993278372"
"No","2017","Not Working","higher vocational","410","0.98327110282362","0.971048936169489","0.995493269477751"
"No","2017","Not Working","higher education","1533","0.985283251116669","0.979319236460886","0.991247265772452"
"Yes","2018","Full Time","in school","","","",""
"Yes","2018","Full Time","inadequately","4","","",""
"Yes","2018","Full Time","general elemantary","27","","",""
"Yes","2018","Full Time","middle vocational","181","0.0408530095436509","0.0348806426760558","0.046825376411246"
"Yes","2018","Full Time","vocational + Abi","45","0.0384351187120994","0.0262931710203534","0.0505770664038455"
"Yes","2018","Full Time","higher vocational","27","","",""
"Yes","2018","Full Time","higher education","112","0.0323807296305278","0.0260519288875332","0.0387095303735224"
"Yes","2018","Part Time","in school","1","","",""
"Yes","2018","Part Time","inadequately","7","","",""
"Yes","2018","Part Time","general elemantary","34","0.0427249810244547","0.0284405801201318","0.0570093819287777"
"Yes","2018","Part Time","middle vocational","152","0.0383713985426906","0.0319240907808798","0.0448187063045015"
"Yes","2018","Part Time","vocational + Abi","40","0.0580484660952009","0.0415642614687885","0.0745326707216133"
"Yes","2018","Part Time","higher vocational","19","","",""
"Yes","2018","Part Time","higher education","81","0.0471596589618963","0.0373395349696355","0.056979782954157"
"Yes","2018","Not Working","in school","9","","",""
"Yes","2018","Not Working","inadequately","7","","",""
"Yes","2018","Not Working","general elemantary","13","","",""
"Yes","2018","Not Working","middle vocational","69","0.0171800387222186","0.0130792034434141","0.0212808740010231"
"Yes","2018","Not Working","vocational + Abi","11","","",""
"Yes","2018","Not Working","higher vocational","2","","",""
"Yes","2018","Not Working","higher education","24","","",""
"No","2018","Full Time","in school","1","","",""
"No","2018","Full Time","inadequately","83","0.965561578507687","0.92724382218368","1.0038793348317"
"No","2018","Full Time","general elemantary","632","0.96400050743506","0.94977747486483","0.978223540005291"
"No","2018","Full Time","middle vocational","4039","0.959146990456349","0.953174623588754","0.965119357323944"
"No","2018","Full Time","vocational + Abi","918","0.961564881287901","0.949422933596154","0.973706828979647"
"No","2018","Full Time","higher vocational","714","0.959634360904007","0.945463448989288","0.973805272818726"
"No","2018","Full Time","higher education","2893","0.967619270369472","0.961290469626478","0.973948071112467"
"No","2018","Part Time","in school","65","0.979600327121408","0.945495787948326","1.01370486629449"
"No","2018","Part Time","inadequately","120","0.934319286210506","0.891235603458055","0.977402968962956"
"No","2018","Part Time","general elemantary","736","0.957275018975545","0.942990618071222","0.971559419879868"
"No","2018","Part Time","middle vocational","3258","0.961628601457309","0.955181293695499","0.96807590921912"
"No","2018","Part Time","vocational + Abi","733","0.941951533904799","0.925467329278387","0.958435738531211"
"No","2018","Part Time","higher vocational","287","0.964071213394881","0.943218469443889","0.984923957345873"
"No","2018","Part Time","higher education","1709","0.952840341038104","0.943020217045843","0.962660465030364"
"No","2018","Not Working","in school","257","0.948172416779015","0.921532589170382","0.974812244387647"
"No","2018","Not Working","inadequately","253","0.992115056616294","0.981364233238485","1.0028658799941"
"No","2018","Not Working","general elemantary","1223","0.989818611571113","0.984222064424876","0.99541515871735"
"No","2018","Not Working","middle vocational","3788","0.982819961277781","0.978719125998977","0.986920796556586"
"No","2018","Not Working","vocational + Abi","366","0.983580953565383","0.970753027841554","0.996408879289213"
"No","2018","Not Working","higher vocational","401","0.995141411878879","0.988352611953558","1.0019302118042"
"No","2018","Not Working","higher education","1492","0.986196096975961","0.980322811915526","0.992069382036397"
"Yes","2019","Full Time","in school","","","",""
"Yes","2019","Full Time","inadequately","1","","",""
"Yes","2019","Full Time","general elemantary","17","","",""
"Yes","2019","Full Time","middle vocational","115","0.0244892150598137","0.0197895593086722","0.0291888708109552"
"Yes","2019","Full Time","vocational + Abi","35","0.0418204259212283","0.0295175882256206","0.054123263616836"
"Yes","2019","Full Time","higher vocational","39","0.060004920331167","0.0445658064263162","0.0754440342360178"
"Yes","2019","Full Time","higher education","107","0.0361558620143419","0.0299615885931565","0.0423501354355273"
"Yes","2019","Part Time","in school","","","",""
"Yes","2019","Part Time","inadequately","4","","",""
"Yes","2019","Part Time","general elemantary","29","","",""
"Yes","2019","Part Time","middle vocational","129","0.0360378107179012","0.0295289944292904","0.0425466270065119"
"Yes","2019","Part Time","vocational + Abi","32","0.059665903821923","0.0430110131817477","0.0763207944620982"
"Yes","2019","Part Time","higher vocational","14","","",""
"Yes","2019","Part Time","higher education","76","0.0586586381266475","0.0481009639347377","0.0692163123185574"
"Yes","2019","Not Working","in school","10","","",""
"Yes","2019","Not Working","inadequately","4","","",""
"Yes","2019","Not Working","general elemantary","33","0.0215597770829759","0.0130499187594942","0.0300696354064576"
"Yes","2019","Not Working","middle vocational","67","0.0159499293483864","0.011977578930867","0.0199222797659058"
"Yes","2019","Not Working","vocational + Abi","15","","",""
"Yes","2019","Not Working","higher vocational","8","","",""
"Yes","2019","Not Working","higher education","33","0.0319870179910787","0.0234235410188036","0.0405504949633538"
"No","2019","Full Time","in school","2","","",""
"No","2019","Full Time","inadequately","71","0.969280816025189","0.92942318440761","1.00913844764277"
"No","2019","Full Time","general elemantary","624","0.978579154817902","0.96737096809024","0.989787341545563"
"No","2019","Full Time","middle vocational","4040","0.975510784940186","0.970811129189045","0.980210440691328"
"No","2019","Full Time","vocational + Abi","982","0.958179574078772","0.945876736383164","0.970482411774379"
"No","2019","Full Time","higher vocational","870","0.939995079668833","0.924555965763982","0.955434193573684"
"No","2019","Full Time","higher education","3382","0.963844137985658","0.957649864564473","0.970038411406844"
"No","2019","Part Time","in school","66","1","1","1"
"No","2019","Part Time","inadequately","113","0.984514722259063","0.962141642690417","1.00688780182771"
"No","2019","Part Time","general elemantary","631","0.9652463244249","0.951273134152838","0.979219514696962"
"No","2019","Part Time","middle vocational","3021","0.963962189282099","0.957453372993488","0.97047100557071"
"No","2019","Part Time","vocational + Abi","745","0.940334096178077","0.923679205537902","0.956988986818252"
"No","2019","Part Time","higher vocational","315","0.963525741954567","0.943268746242735","0.983782737666399"
"No","2019","Part Time","higher education","1827","0.941341361873352","0.930783687681443","0.951899036065262"
"No","2019","Not Working","in school","251","0.961219412525732","0.937796208797147","0.984642616254317"
"No","2019","Not Working","inadequately","198","0.983500918714531","0.965934239433567","1.0010675979955"
"No","2019","Not Working","general elemantary","1086","0.978440222917024","0.969930364593542","0.986950081240506"
"No","2019","Not Working","middle vocational","3754","0.984050070651614","0.980077720234094","0.988022421069133"
"No","2019","Not Working","vocational + Abi","363","0.977724565121395","0.962847284660089","0.992601845582701"
"No","2019","Not Working","higher vocational","425","0.993416944046676","0.985799948570558","1.00103393952279"
"No","2019","Not Working","higher education","1589","0.968012982008921","0.959449505036646","0.976576458981196"
