"ple0160","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2004","Baden-Württemberg","higher vocational","22","","",""
"Yes","2004","Baden-Württemberg","higher education","33","0.0600764621434867","0.0384315397513367","0.0817213845356366"
"Yes","2004","Bavaria","in school","3","","",""
"Yes","2004","Bavaria","inadequately","","","",""
"Yes","2004","Bavaria","general elemantary","21","","",""
"Yes","2004","Bavaria","middle vocational","105","0.0694150730216007","0.0568908800437829","0.0819392659994185"
"Yes","2004","Bavaria","vocational + Abi","8","","",""
"Yes","2004","Bavaria","higher vocational","16","","",""
"Yes","2004","Bavaria","higher education","34","0.0622803121382176","0.0425104312727522","0.0820501930036831"
"Yes","2004","Berlin","in school","3","","",""
"Yes","2004","Berlin","inadequately","1","","",""
"Yes","2004","Berlin","general elemantary","5","","",""
"Yes","2004","Berlin","middle vocational","29","","",""
"Yes","2004","Berlin","vocational + Abi","3","","",""
"Yes","2004","Berlin","higher vocational","1","","",""
"Yes","2004","Berlin","higher education","12","","",""
"Yes","2004","Brandenburg","in school","3","","",""
"Yes","2004","Brandenburg","inadequately","","","",""
"Yes","2004","Brandenburg","general elemantary","5","","",""
"Yes","2004","Brandenburg","middle vocational","22","","",""
"Yes","2004","Brandenburg","vocational + Abi","5","","",""
"Yes","2004","Brandenburg","higher vocational","8","","",""
"Yes","2004","Brandenburg","higher education","14","","",""
"Yes","2004","Mecklenburg-Western Pomerania","in school","1","","",""
"Yes","2004","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","general elemantary","4","","",""
"Yes","2004","Mecklenburg-Western Pomerania","middle vocational","22","","",""
"Yes","2004","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","higher vocational","2","","",""
"Yes","2004","Mecklenburg-Western Pomerania","higher education","8","","",""
"Yes","2004","Saxony","in school","7","","",""
"Yes","2004","Saxony","inadequately","1","","",""
"Yes","2004","Saxony","general elemantary","6","","",""
"Yes","2004","Saxony","middle vocational","74","0.0692817826540463","0.052200798881513","0.0863627664265797"
"Yes","2004","Saxony","vocational + Abi","5","","",""
"Yes","2004","Saxony","higher vocational","15","","",""
"Yes","2004","Saxony","higher education","45","0.0823995666000913","0.0546796793268058","0.110119453873377"
"Yes","2004","Saxony-Anhalt","in school","4","","",""
"Yes","2004","Saxony-Anhalt","inadequately","1","","",""
"Yes","2004","Saxony-Anhalt","general elemantary","4","","",""
"Yes","2004","Saxony-Anhalt","middle vocational","37","0.0777756409469295","0.0532480188642511","0.102303263029608"
"Yes","2004","Saxony-Anhalt","vocational + Abi","4","","",""
"Yes","2004","Saxony-Anhalt","higher vocational","6","","",""
"Yes","2004","Saxony-Anhalt","higher education","19","","",""
"Yes","2004","Thuringia","in school","2","","",""
"Yes","2004","Thuringia","inadequately","","","",""
"Yes","2004","Thuringia","general elemantary","2","","",""
"Yes","2004","Thuringia","middle vocational","34","0.0477905232099754","0.0302626549601601","0.0653183914597908"
"Yes","2004","Thuringia","vocational + Abi","7","","",""
"Yes","2004","Thuringia","higher vocational","3","","",""
"Yes","2004","Thuringia","higher education","14","","",""
"No","2004","Schleswig-Holstein","in school","16","","",""
"No","2004","Schleswig-Holstein","inadequately","6","","",""
"No","2004","Schleswig-Holstein","general elemantary","87","0.994567596968034","0.979210119057836","1.00992507487823"
"No","2004","Schleswig-Holstein","middle vocational","334","0.945614952764175","0.921856891966568","0.969373013561781"
"No","2004","Schleswig-Holstein","vocational + Abi","36","0.897993260979355","0.801763974957922","0.994222547000788"
"No","2004","Schleswig-Holstein","higher vocational","49","0.969172615045985","0.921734009672972","1.016611220419"
"No","2004","Schleswig-Holstein","higher education","105","0.909567694134484","0.856688091249931","0.962447297019037"
"No","2004","Hamburg","in school","10","","",""
"No","2004","Hamburg","inadequately","1","","",""
"No","2004","Hamburg","general elemantary","26","","",""
"No","2004","Hamburg","middle vocational","117","0.909873773770451","0.861568185691266","0.958179361849635"
"No","2004","Hamburg","vocational + Abi","23","","",""
"No","2004","Hamburg","higher vocational","21","","",""
"No","2004","Hamburg","higher education","61","0.895276510601548","0.825978924522044","0.964574096681051"
"No","2004","Lower Saxony","in school","57","0.954330340792406","0.90236479447256","1.00629588711225"
"No","2004","Lower Saxony","inadequately","26","","",""
"No","2004","Lower Saxony","general elemantary","244","0.96336497820144","0.940352056355958","0.986377900046922"
"No","2004","Lower Saxony","middle vocational","914","0.945804858447865","0.931549860790755","0.960059856104975"
"No","2004","Lower Saxony","vocational + Abi","103","0.923942363000364","0.875280411719621","0.972604314281108"
"No","2004","Lower Saxony","higher vocational","119","0.965751646012098","0.933741339789407","0.997761952234788"
"No","2004","Lower Saxony","higher education","284","0.95952172454139","0.93718338419112","0.98186006489166"
"No","2004","Bremen","in school","5","","",""
"No","2004","Bremen","inadequately","","","",""
"No","2004","Bremen","general elemantary","14","","",""
"No","2004","Bremen","middle vocational","84","0.987241501671263","0.963658453004541","1.01082455033798"
"No","2004","Bremen","vocational + Abi","14","","",""
"No","2004","Bremen","higher vocational","9","","",""
"No","2004","Bremen","higher education","33","0.935468368621997","0.854070141755311","1.01686659548868"
"No","2004","North Rhine-Westphalia","in school","137","0.986928588653524","0.968114283710609","1.00574289359644"
"No","2004","North Rhine-Westphalia","inadequately","84","0.929525958461223","0.876050796905967","0.983001120016479"
"No","2004","North Rhine-Westphalia","general elemantary","533","0.958450824720535","0.941922828718775","0.974978820722296"
"No","2004","North Rhine-Westphalia","middle vocational","2086","0.95437778087631","0.945636530232943","0.963119031519677"
"No","2004","North Rhine-Westphalia","vocational + Abi","305","0.903841820070061","0.872319528228867","0.935364111911255"
"No","2004","North Rhine-Westphalia","higher vocational","307","0.961505451414751","0.940557040852533","0.982453861976969"
"No","2004","North Rhine-Westphalia","higher education","790","0.948283108979599","0.933199053027773","0.963367164931426"
"No","2004","Hesse","in school","34","0.858106648780906","0.744121440509907","0.972091857051905"
"No","2004","Hesse","inadequately","14","","",""
"No","2004","Hesse","general elemantary","182","0.982509292318678","0.963770517583939","1.00124806705342"
"No","2004","Hesse","middle vocational","624","0.956560899700544","0.940962038470953","0.972159760930136"
"No","2004","Hesse","vocational + Abi","104","0.87054282994993","0.809186793494555","0.931898866405306"
"No","2004","Hesse","higher vocational","90","0.982481218779987","0.955959709369686","1.00900272819029"
"No","2004","Hesse","higher education","293","0.951128017374676","0.927281073295782","0.97497496145357"
"No","2004","Rhineland-Palatinate,Saarland","in school","33","0.984922246065571","0.943960549921963","1.02588394220918"
"No","2004","Rhineland-Palatinate,Saarland","inadequately","18","","",""
"No","2004","Rhineland-Palatinate,Saarland","general elemantary","215","0.972931270335759","0.951679304931922","0.994183235739595"
"No","2004","Rhineland-Palatinate,Saarland","middle vocational","632","0.960331507752943","0.945574548083474","0.975088467422412"
"No","2004","Rhineland-Palatinate,Saarland","vocational + Abi","46","0.897966199243502","0.815694882886495","0.980237515600509"
"No","2004","Rhineland-Palatinate,Saarland","higher vocational","100","0.952477449872964","0.911975831393976","0.992979068351952"
"No","2004","Rhineland-Palatinate,Saarland","higher education","172","0.978441640445051","0.95722448503588","0.999658795854221"
"No","2004","Baden-Württemberg","in school","77","0.9793969327012","0.94807274225706","1.01072112314534"
"No","2004","Baden-Württemberg","inadequately","47","1","1","1"
"No","2004","Baden-Württemberg","general elemantary","420","0.958768463825915","0.940169555273868","0.977367372377963"
"No","2004","Baden-Württemberg","middle vocational","1141","0.946246363975102","0.933512488382874","0.958980239567329"
"No","2004","Baden-Württemberg","vocational + Abi","131","0.914978445109642","0.869103678054136","0.960853212165147"
"No","2004","Baden-Württemberg","higher vocational","176","0.904777959252956","0.863893783692439","0.945662134813473"
"No","2004","Baden-Württemberg","higher education","430","0.939923537856513","0.918278615464363","0.961568460248663"
"No","2004","Bavaria","in school","69","0.961190725954969","0.916578449144298","1.00580300276564"
"No","2004","Bavaria","inadequately","27","","",""
"No","2004","Bavaria","general elemantary","356","0.94377951668347","0.920527534739779","0.967031498627161"
"No","2004","Bavaria","middle vocational","1477","0.930584926978399","0.918060734000582","0.943109119956217"
"No","2004","Bavaria","vocational + Abi","137","0.895567974471289","0.845790802615063","0.945345146327515"
"No","2004","Bavaria","higher vocational","220","0.926172909341267","0.892811375973987","0.959534442708546"
"No","2004","Bavaria","higher education","540","0.937719687861782","0.917949806996317","0.957489568727248"
"No","2004","Berlin","in school","24","","",""
"No","2004","Berlin","inadequately","4","","",""
"No","2004","Berlin","general elemantary","63","0.951044294486576","0.899758668155424","1.00232992081773"
"No","2004","Berlin","middle vocational","312","0.927216558743629","0.899643954729009","0.954789162758249"
"No","2004","Berlin","vocational + Abi","32","0.949535733349075","0.877015079920332","1.02205638677782"
"No","2004","Berlin","higher vocational","60","0.996281093244557","0.981006074124543","1.01155611236457"
"No","2004","Berlin","higher education","238","0.958210979264107","0.933405949347784","0.983016009180429"
"No","2004","Brandenburg","in school","23","","",""
"No","2004","Brandenburg","inadequately","3","","",""
"No","2004","Brandenburg","general elemantary","61","0.848979199870937","0.762593266157483","0.93536513358439"
"No","2004","Brandenburg","middle vocational","428","0.962582527404619","0.945047839279415","0.980117215529824"
"No","2004","Brandenburg","vocational + Abi","23","","",""
"No","2004","Brandenburg","higher vocational","67","0.851340789156184","0.770827959258774","0.931853619053595"
"No","2004","Brandenburg","higher education","239","0.923633809304899","0.89090815751081","0.956359461098989"
"No","2004","Mecklenburg-Western Pomerania","in school","12","","",""
"No","2004","Mecklenburg-Western Pomerania","inadequately","5","","",""
"No","2004","Mecklenburg-Western Pomerania","general elemantary","37","0.938494899642029","0.86495421194135","1.01203558734271"
"No","2004","Mecklenburg-Western Pomerania","middle vocational","244","0.93176094037818","0.901458609240681","0.962063271515679"
"No","2004","Mecklenburg-Western Pomerania","vocational + Abi","7","","",""
"No","2004","Mecklenburg-Western Pomerania","higher vocational","39","0.938050068434202","0.864261414510817","1.01183872235759"
"No","2004","Mecklenburg-Western Pomerania","higher education","126","0.909461476830328","0.860876214852109","0.958046738808547"
"No","2004","Saxony","in school","38","0.818003061552074","0.705269990049502","0.930736133054645"
"No","2004","Saxony","inadequately","1","","",""
"No","2004","Saxony","general elemantary","100","0.976372176085622","0.947457740543822","1.00528661162742"
"No","2004","Saxony","middle vocational","775","0.930718217345954","0.91363723357342","0.947799201118487"
"No","2004","Saxony","vocational + Abi","45","0.847994143569819","0.748478885031617","0.947509402108021"
"No","2004","Saxony","higher vocational","116","0.87352035235686","0.816601087697545","0.930439617016175"
"No","2004","Saxony","higher education","333","0.917600433399909","0.889880546126623","0.945320320673194"
"No","2004","Saxony-Anhalt","in school","29","","",""
"No","2004","Saxony-Anhalt","inadequately","3","","",""
"No","2004","Saxony-Anhalt","general elemantary","68","0.972343161033448","0.934464650323453","1.01022167174344"
"No","2004","Saxony-Anhalt","middle vocational","421","0.92222435905307","0.897696736970392","0.946751981135749"
"No","2004","Saxony-Anhalt","vocational + Abi","29","","",""
"No","2004","Saxony-Anhalt","higher vocational","86","0.948232367256619","0.902959216704844","0.993505517808394"
"No","2004","Saxony-Anhalt","higher education","203","0.932609141217463","0.899631321979517","0.965586960455409"
"No","2004","Thuringia","in school","28","","",""
"No","2004","Thuringia","inadequately","2","","",""
"No","2004","Thuringia","general elemantary","57","0.987581920713016","0.959324282217148","1.01583955920888"
"No","2004","Thuringia","middle vocational","535","0.952209476790025","0.934681608540209","0.96973734503984"
"No","2004","Thuringia","vocational + Abi","19","","",""
"No","2004","Thuringia","higher vocational","69","0.945565853701343","0.8931619739784","0.997969733424286"
