"ple0160","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","1999","1-pers.-HH","general elemantary","4","","","","1"
"Yes","1999","1-pers.-HH","middle vocational","36","0.0433816461880665","0.029774442563448","0.056988849812685","1"
"Yes","1999","1-pers.-HH","vocational + Abi","4","","","","1"
"Yes","1999","1-pers.-HH","higher vocational","5","","","","1"
"Yes","1999","1-pers.-HH","higher education","20","","","","1"
"Yes","1999","(Married) couple without C. ","in school","","","","","1"
"Yes","1999","(Married) couple without C. ","inadequately","2","","","","1"
"Yes","1999","(Married) couple without C. ","general elemantary","17","","","","1"
"Yes","1999","(Married) couple without C. ","middle vocational","88","0.0331765917204553","0.0257746983268723","0.0405784851140382","1"
"Yes","1999","(Married) couple without C. ","vocational + Abi","11","","","","1"
"Yes","1999","(Married) couple without C. ","higher vocational","10","","","","1"
"Yes","1999","(Married) couple without C. ","higher education","42","0.0506505072956481","0.0338956742260919","0.0674053403652044","1"
"Yes","1999","Single parent ","in school","2","","","","1"
"Yes","1999","Single parent ","inadequately","","","","","1"
"Yes","1999","Single parent ","general elemantary","11","","","","1"
"Yes","1999","Single parent ","middle vocational","17","","","","1"
"Yes","1999","Single parent ","vocational + Abi","1","","","","1"
"Yes","1999","Single parent ","higher vocational","2","","","","1"
"Yes","1999","Single parent ","higher education","4","","","","1"
"Yes","1999","Couple + C. LE 16 ","in school","1","","","","1"
"Yes","1999","Couple + C. LE 16 ","inadequately","4","","","","1"
"Yes","1999","Couple + C. LE 16 ","general elemantary","20","","","","1"
"Yes","1999","Couple + C. LE 16 ","middle vocational","107","0.0579720431794494","0.0465852867283505","0.0693587996305483","1"
"Yes","1999","Couple + C. LE 16 ","vocational + Abi","17","","","","1"
"Yes","1999","Couple + C. LE 16 ","higher vocational","15","","","","1"
"Yes","1999","Couple + C. LE 16 ","higher education","35","0.0663234233332101","0.0445114585416867","0.0881353881247336","1"
"Yes","1999","Couple + C. GT 16 ","in school","6","","","","1"
"Yes","1999","Couple + C. GT 16 ","inadequately","2","","","","1"
"Yes","1999","Couple + C. GT 16 ","general elemantary","26","","","","1"
"Yes","1999","Couple + C. GT 16 ","middle vocational","61","0.0477883875265339","0.0356068145593901","0.0599699604936776","1"
"Yes","1999","Couple + C. GT 16 ","vocational + Abi","5","","","","1"
"Yes","1999","Couple + C. GT 16 ","higher vocational","6","","","","1"
"Yes","1999","Couple + C. GT 16 ","higher education","12","","","","1"
"Yes","1999","Couple + C. LE and GT 16","in school","2","","","","1"
"Yes","1999","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","1999","Couple + C. LE and GT 16","general elemantary","14","","","","1"
"Yes","1999","Couple + C. LE and GT 16","middle vocational","23","","","","1"
"Yes","1999","Couple + C. LE and GT 16","vocational + Abi","2","","","","1"
"Yes","1999","Couple + C. LE and GT 16","higher vocational","5","","","","1"
"Yes","1999","Couple + C. LE and GT 16","higher education","9","","","","1"
"No","2000","1-pers.-HH","inadequately","36","0.970106270708819","0.915234757935266","1.02497778348237","2"
"No","2000","1-pers.-HH","general elemantary","555","0.992921533848393","0.985984182265503","0.999858885431284","2"
"No","2000","1-pers.-HH","vocational + Abi","174","0.885031673716244","0.840260415811699","0.929802931620789","2"
"No","2000","1-pers.-HH","higher vocational","227","0.93468878312356","0.903876277375394","0.965501288871725","2"
"No","2000","Couple + C. GT 16 ","vocational + Abi","135","0.914422929269336","0.86920177060303","0.959644087935641","2"
"No","2000","1-pers.-HH","middle vocational","1687","0.954557106409245","0.944868019340064","0.964246193478427","2"
"No","2000","(Married) couple without C. ","vocational + Abi","275","0.875194938980407","0.838639520142074","0.911750357818739","2"
"No","2000","Couple + C. GT 16 ","in school","196","0.956042555105475","0.928183187388378","0.983901922822571","2"
"No","2000","Couple + C. GT 16 ","inadequately","97","0.987175241769724","0.965011033908509","1.00933944963094","2"
"No","2000","Couple + C. GT 16 ","general elemantary","657","0.942656144839997","0.925420418183596","0.959891871496398","2"
"No","2000","Couple + C. GT 16 ","middle vocational","1890","0.937556505188725","0.927007603115177","0.948105407262273","2"
"No","2000","(Married) couple without C. ","higher vocational","570","0.94723558563437","0.929391717766204","0.965079453502537","2"
"No","2000","(Married) couple without C. ","higher education","1211","0.933903618979381","0.920350949727573","0.947456288231188","2"
"No","2000","1-pers.-HH","in school","5","","","","2"
"No","2000","1-pers.-HH","higher education","484","0.900145858860251","0.87495238093543","0.925339336785072","2"
"No","2000","(Married) couple without C. ","middle vocational","4088","0.95633636471187","0.950219390779714","0.962453338644027","2"
"No","2000","Couple + C. GT 16 ","higher vocational","253","0.965549734696881","0.943423299650483","0.987676169743278","2"
"No","2000","Couple + C. GT 16 ","higher education","471","0.922891695586828","0.89982993404677","0.945953457126885","2"
"No","2000","Couple + C. LE and GT 16","in school","190","0.967684597911832","0.942927955043618","0.992441240780047","2"
"No","2000","Couple + C. LE and GT 16","inadequately","45","1","1","1","2"
"No","2000","Couple + C. LE and GT 16","general elemantary","392","0.91924381309501","0.89343134890189","0.945056277288129","2"
"No","2000","Couple + C. LE and GT 16","middle vocational","776","0.935301515534259","0.918606457289064","0.951996573779454","2"
"No","2000","Couple + C. LE and GT 16","vocational + Abi","45","0.89088545979871","0.806143467897048","0.975627451700373","2"
"No","2000","Couple + C. LE and GT 16","higher vocational","127","0.949395407836794","0.91242112707435","0.986369688599238","2"
"No","2000","Couple + C. LE and GT 16","higher education","225","0.945309674745694","0.916603067055901","0.974016282435487","2"
"No","2000","(Married) couple without C. ","in school","4","","","","2"
"No","2000","(Married) couple without C. ","inadequately","90","0.977605927655753","0.947534429279151","1.00767742603235","2"
"No","2000","(Married) couple without C. ","general elemantary","954","0.981138934773018","0.972587020825664","0.989690848720371","2"
"No","2000","Single parent ","higher vocational","49","0.967651990677611","0.919095601908076","1.01620837944715","2"
"No","2000","Single parent ","higher education","130","0.944614319233522","0.906725586067824","0.982503052399221","2"
"No","2000","Couple + C. LE 16 ","in school","3","","","","2"
"No","2000","Couple + C. LE 16 ","inadequately","57","0.948456767045472","0.892511021817207","1.00440251227374","2"
"No","2000","Couple + C. LE 16 ","general elemantary","408","0.93813364009802","0.915415861945976","0.960851418250063","2"
"No","2000","Couple + C. LE 16 ","middle vocational","2661","0.925738172956507","0.916137256758686","0.935339089154327","2"
"No","2000","Couple + C. LE 16 ","vocational + Abi","314","0.920121677018924","0.89143117606489","0.948812177972958","2"
"No","2000","Couple + C. LE 16 ","higher vocational","501","0.921817244523327","0.899278602783589","0.944355886263064","2"
"No","2000","Couple + C. LE 16 ","higher education","909","0.911103876867532","0.893420634126947","0.928787119608117","2"
"No","2000","Single parent ","in school","63","0.978673866408199","0.943279579868028","1.01406815294837","2"
"No","2000","Single parent ","inadequately","28","","","","2"
"No","2000","Single parent ","general elemantary","246","0.975677094032164","0.956806355666706","0.994547832397621","2"
"No","2000","Single parent ","middle vocational","578","0.940118274490437","0.921366216662759","0.958870332318115","2"
"No","2000","Single parent ","vocational + Abi","47","0.952891075976188","0.894164279458635","1.01161787249374","2"
"Yes","2000","1-pers.-HH","in school","","","","","1"
"Yes","2000","1-pers.-HH","inadequately","1","","","","1"
"Yes","2000","1-pers.-HH","general elemantary","6","","","","1"
"Yes","2000","1-pers.-HH","middle vocational","88","0.0454428935907547","0.0357538065215735","0.0551319806599359","1"
"Yes","2000","1-pers.-HH","vocational + Abi","21","","","","1"
"Yes","2000","1-pers.-HH","higher vocational","20","","","","1"
"Yes","2000","1-pers.-HH","higher education","60","0.0998541411397492","0.0746606632149285","0.12504761906457","1"
"Yes","2000","(Married) couple without C. ","in school","","","","","1"
"Yes","2000","(Married) couple without C. ","inadequately","3","","","","1"
"Yes","2000","(Married) couple without C. ","general elemantary","18","","","","1"
"Yes","2000","(Married) couple without C. ","middle vocational","199","0.0436636352881295","0.0375466613559727","0.0497806092202863","1"
"Yes","2000","(Married) couple without C. ","vocational + Abi","39","0.124805061019593","0.088249642181261","0.161360479857926","1"
"Yes","2000","(Married) couple without C. ","higher vocational","33","0.0527644143656296","0.0349205464974631","0.070608282233796","1"
"Yes","2000","(Married) couple without C. ","higher education","80","0.0660963810206195","0.0525437117688116","0.0796490502724273","1"
"Yes","2000","Single parent ","in school","1","","","","1"
"Yes","2000","Single parent ","inadequately","","","","","1"
"Yes","2000","Single parent ","general elemantary","10","","","","1"
"Yes","2000","Single parent ","middle vocational","37","0.059881725509563","0.0411296676818852","0.0786337833372408","1"
"Yes","2000","Single parent ","vocational + Abi","3","","","","1"
"Yes","2000","Single parent ","higher vocational","2","","","","1"
"Yes","2000","Single parent ","higher education","10","","","","1"
"Yes","2000","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2000","Couple + C. LE 16 ","inadequately","3","","","","1"
"Yes","2000","Couple + C. LE 16 ","general elemantary","24","","","","1"
"Yes","2000","Couple + C. LE 16 ","middle vocational","204","0.0742618270434934","0.0646609108456727","0.0838627432413141","1"
"Yes","2000","Couple + C. LE 16 ","vocational + Abi","29","","","","1"
"Yes","2000","Couple + C. LE 16 ","higher vocational","44","0.0781827554766734","0.0556441137369357","0.100721397216411","1"
"Yes","2000","Couple + C. LE 16 ","higher education","86","0.0888961231324683","0.0712128803918835","0.106579365873053","1"
"Yes","2000","Couple + C. GT 16 ","in school","12","","","","1"
"Yes","2000","Couple + C. GT 16 ","inadequately","2","","","","1"
"Yes","2000","Couple + C. GT 16 ","general elemantary","42","0.0573438551600034","0.0401081285036023","0.0745795818164044","1"
"Yes","2000","Couple + C. GT 16 ","middle vocational","131","0.0624434948112752","0.0518945927377273","0.0729923968848231","1"
"Yes","2000","Couple + C. GT 16 ","vocational + Abi","12","","","","1"
"Yes","2000","Couple + C. GT 16 ","higher vocational","8","","","","1"
"Yes","2000","Couple + C. GT 16 ","higher education","43","0.0771083044131723","0.0540465428731148","0.10017006595323","1"
"Yes","2000","Couple + C. LE and GT 16","in school","6","","","","1"
"Yes","2000","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2000","Couple + C. LE and GT 16","general elemantary","36","0.0807561869049904","0.0549437227118712","0.10656865109811","1"
"Yes","2000","Couple + C. LE and GT 16","middle vocational","58","0.0646984844657412","0.0480034262205461","0.0813935427109363","1"
"Yes","2000","Couple + C. LE and GT 16","vocational + Abi","7","","","","1"
"Yes","2000","Couple + C. LE and GT 16","higher vocational","8","","","","1"
"Yes","2000","Couple + C. LE and GT 16","higher education","16","","","","1"
"No","2001","1-pers.-HH","general elemantary","459","0.987371596243959","0.977244050931985","0.997499141555933","2"
"No","2001","1-pers.-HH","vocational + Abi","153","0.928876165980127","0.890124424132124","0.96762790782813","2"
"No","2001","1-pers.-HH","inadequately","24","","","","2"
"No","2001","(Married) couple without C. ","vocational + Abi","280","0.892476054394011","0.85821236302196","0.926739745766062","2"
"No","2001","(Married) couple without C. ","higher vocational","521","0.964464574420663","0.948893374637451","0.980035774203875","2"
"No","2001","1-pers.-HH","middle vocational","1539","0.959496737845259","0.949905921299364","0.969087554391154","2"
"No","2001","1-pers.-HH","in school","4","","","","2"
"No","2001","(Married) couple without C. ","middle vocational","3689","0.958083041639798","0.951761093981563","0.964404989298032","2"
"No","2001","(Married) couple without C. ","higher education","1155","0.920585055369763","0.905541680457552","0.935628430281974","2"
"No","2001","Couple + C. GT 16 ","in school","231","0.96882883664778","0.946888686078362","0.990768987217197","2"
"No","2001","Couple + C. GT 16 ","inadequately","73","0.995897905639267","0.98133518683059","1.01046062444795","2"
"No","2001","Couple + C. GT 16 ","general elemantary","565","0.933926543841568","0.914115858801536","0.953737228881599","2"
"No","2001","Couple + C. GT 16 ","middle vocational","1715","0.938912455895618","0.927981540932046","0.94984337085919","2"
"No","2001","Couple + C. GT 16 ","vocational + Abi","129","0.893842799745616","0.84353073436738","0.944154865123852","2"
"No","2001","1-pers.-HH","higher vocational","203","0.919654038316369","0.884214493171795","0.955093583460943","2"
"No","2001","1-pers.-HH","higher education","451","0.904551461708653","0.87858774747404","0.930515175943266","2"
"No","2001","(Married) couple without C. ","in school","7","","","","2"
"No","2001","(Married) couple without C. ","inadequately","76","0.958933612515629","0.914894525099424","1.00297269993183","2"
"No","2001","(Married) couple without C. ","general elemantary","829","0.980427921011059","0.971098972391541","0.989756869630577","2"
"No","2001","Couple + C. GT 16 ","higher vocational","201","0.956870100690581","0.929459245979587","0.984280955401575","2"
"No","2001","Couple + C. GT 16 ","higher education","453","0.936455339479041","0.914900310716501","0.958010368241582","2"
"No","2001","Couple + C. LE and GT 16","in school","192","0.953642008896235","0.924646722874902","0.982637294917569","2"
"No","2001","Couple + C. LE and GT 16","inadequately","31","0.850094368053839","0.728298188617557","0.971890547490121","2"
"No","2001","Couple + C. LE and GT 16","general elemantary","332","0.933590534793364","0.907833605951142","0.959347463635586","2"
"No","2001","Couple + C. LE and GT 16","middle vocational","706","0.921009383879688","0.901858431183128","0.940160336576247","2"
"No","2001","Couple + C. LE and GT 16","vocational + Abi","44","0.849826095601298","0.751781136319133","0.947871054883462","2"
"No","2001","Couple + C. LE and GT 16","higher vocational","109","0.956306706541451","0.918946853226038","0.993666559856864","2"
"No","2001","Couple + C. LE and GT 16","higher education","191","0.918644718653866","0.881312728055208","0.955976709252524","2"
"No","2001","Single parent ","in school","72","1","1","1","2"
"No","2001","Single parent ","inadequately","22","","","","2"
"No","2001","Single parent ","general elemantary","219","0.930226458806115","0.897653749268895","0.962799168343334","2"
"No","2001","Single parent ","middle vocational","527","0.950090561411701","0.932006568105712","0.968174554717691","2"
"No","2001","Single parent ","vocational + Abi","40","0.972477856983036","0.923000734910972","1.0219549790551","2"
"No","2001","Single parent ","higher vocational","46","0.973789917337809","0.929058064949428","1.01852176972619","2"
"No","2001","Single parent ","higher education","118","0.901799164040899","0.850644065984252","0.952954262097546","2"
"No","2001","Couple + C. LE 16 ","in school","1","","","","2"
"No","2001","Couple + C. LE 16 ","inadequately","43","0.964312016905005","0.910110476942348","1.01851355686766","2"
"No","2001","Couple + C. LE 16 ","general elemantary","372","0.941889699677288","0.918759552319583","0.965019847034992","2"
"No","2001","Couple + C. LE 16 ","middle vocational","2382","0.914053651363258","0.903255099602495","0.924852203124021","2"
"No","2001","Couple + C. LE 16 ","vocational + Abi","304","0.916437237557477","0.886625186785253","0.946249288329701","2"
"No","2001","Couple + C. LE 16 ","higher vocational","458","0.92575508430343","0.902589303013689","0.948920865593171","2"
"No","2001","Couple + C. LE 16 ","higher education","831","0.912923005517958","0.894563846512387","0.931282164523529","2"
"Yes","2001","1-pers.-HH","in school","","","","","1"
"Yes","2001","1-pers.-HH","inadequately","","","","","1"
"Yes","2001","1-pers.-HH","general elemantary","8","","","","1"
"Yes","2001","1-pers.-HH","middle vocational","84","0.0405032621547406","0.0309124456088457","0.0500940787006355","1"
"Yes","2001","1-pers.-HH","vocational + Abi","16","","","","1"
"Yes","2001","1-pers.-HH","higher vocational","23","","","","1"
"Yes","2001","1-pers.-HH","higher education","41","0.0954485382913468","0.0694848240567338","0.12141225252596","1"
"Yes","2001","(Married) couple without C. ","in school","","","","","1"
"Yes","2001","(Married) couple without C. ","inadequately","2","","","","1"
"Yes","2001","(Married) couple without C. ","general elemantary","18","","","","1"
"Yes","2001","(Married) couple without C. ","middle vocational","171","0.0419169583602026","0.0355950107019684","0.0482389060184368","1"
"Yes","2001","(Married) couple without C. ","vocational + Abi","34","0.107523945605989","0.0732602542339385","0.14178763697804","1"
"Yes","2001","(Married) couple without C. ","higher vocational","22","","","","1"
"Yes","2001","(Married) couple without C. ","higher education","86","0.0794149446302371","0.0643715697180262","0.0944583195424479","1"
"Yes","2001","Single parent ","in school","","","","","1"
"Yes","2001","Single parent ","inadequately","2","","","","1"
"Yes","2001","Single parent ","general elemantary","16","","","","1"
"Yes","2001","Single parent ","middle vocational","30","0.0499094385882986","0.0318254452823088","0.0679934318942883","1"
"Yes","2001","Single parent ","vocational + Abi","2","","","","1"
"Yes","2001","Single parent ","higher vocational","3","","","","1"
"Yes","2001","Single parent ","higher education","12","","","","1"
"Yes","2001","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2001","Couple + C. LE 16 ","inadequately","2","","","","1"
"Yes","2001","Couple + C. LE 16 ","general elemantary","21","","","","1"
"Yes","2001","Couple + C. LE 16 ","middle vocational","206","0.0859463486367418","0.0751477968759785","0.0967449003975052","1"
"Yes","2001","Couple + C. LE 16 ","vocational + Abi","27","","","","1"
"Yes","2001","Couple + C. LE 16 ","higher vocational","34","0.0742449156965697","0.0510791344068289","0.0974106969863104","1"
"Yes","2001","Couple + C. LE 16 ","higher education","75","0.0870769944820421","0.0687178354764715","0.105436153487613","1"
"Yes","2001","Couple + C. GT 16 ","in school","10","","","","1"
"Yes","2001","Couple + C. GT 16 ","inadequately","1","","","","1"
"Yes","2001","Couple + C. GT 16 ","general elemantary","39","0.0660734561584322","0.0462627711184007","0.0858841411984637","1"
"Yes","2001","Couple + C. GT 16 ","middle vocational","129","0.061087544104382","0.0501566291408101","0.0720184590679539","1"
"Yes","2001","Couple + C. GT 16 ","vocational + Abi","15","","","","1"
"Yes","2001","Couple + C. GT 16 ","higher vocational","10","","","","1"
"Yes","2001","Couple + C. GT 16 ","higher education","39","0.0635446605209584","0.0419896317584175","0.0850996892834993","1"
"Yes","2001","Couple + C. LE and GT 16","in school","10","","","","1"
"Yes","2001","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2001","Couple + C. LE and GT 16","general elemantary","27","","","","1"
"Yes","2001","Couple + C. LE and GT 16","middle vocational","56","0.0789906161203124","0.0598396634237529","0.098141568816872","1"
"Yes","2001","Couple + C. LE and GT 16","vocational + Abi","7","","","","1"
"Yes","2001","Couple + C. LE and GT 16","higher vocational","6","","","","1"
"Yes","2001","Couple + C. LE and GT 16","higher education","15","","","","1"
"No","2002","Couple + C. GT 16 ","middle vocational","1627","0.955800131002968","0.94608093041771","0.965519331588225","2"
"No","2002","Couple + C. GT 16 ","general elemantary","497","0.947028985018439","0.927960730543043","0.966097239493835","2"
"No","2002","Couple + C. GT 16 ","in school","197","0.969024603327137","0.945308299754374","0.992740906899901","2"
"No","2002","Couple + C. GT 16 ","inadequately","62","0.967629484756703","0.923926895443487","1.01133207406992","2"
"No","2002","Couple + C. GT 16 ","vocational + Abi","120","0.866783561548174","0.810293124677664","0.923273998418684","2"
"No","2002","(Married) couple without C. ","vocational + Abi","276","0.908588166031418","0.875812266820756","0.94136406524208","2"
"No","2002","(Married) couple without C. ","higher vocational","473","0.95795631279703","0.940365482499895","0.975547143094164","2"
"No","2002","Couple + C. LE and GT 16","middle vocational","669","0.936167656954575","0.918161183229296","0.954174130679855","2"
"No","2002","Couple + C. LE and GT 16","vocational + Abi","49","0.904345994721816","0.826616537353977","0.982075452089655","2"
"No","2002","1-pers.-HH","inadequately","22","","","","2"
"No","2002","1-pers.-HH","general elemantary","432","0.995622513643479","0.989425754713887","1.00181927257307","2"
"No","2002","1-pers.-HH","vocational + Abi","154","0.943950441102857","0.9088536981186","0.979047184087114","2"
"No","2002","(Married) couple without C. ","middle vocational","3414","0.966460354517236","0.960521940292882","0.97239876874159","2"
"No","2002","(Married) couple without C. ","higher education","996","0.973754898167729","0.963996743058123","0.983513053277334","2"
"No","2002","Couple + C. LE and GT 16","higher vocational","102","0.980720492763849","0.954419385563729","1.00702159996397","2"
"No","2002","Couple + C. GT 16 ","higher vocational","182","0.968877641893874","0.944121218373463","0.993634065414285","2"
"No","2002","Couple + C. LE and GT 16","higher education","176","0.96017408066089","0.932146527705981","0.9882016336158","2"
"No","2002","1-pers.-HH","middle vocational","1398","0.961875293611181","0.952039032650396","0.971711554571967","2"
"No","2002","1-pers.-HH","in school","2","","","","2"
"No","2002","1-pers.-HH","higher vocational","187","0.969908881788603","0.945680966921326","0.99413679665588","2"
"No","2002","1-pers.-HH","higher education","329","0.933284278063696","0.907105073455732","0.95946348267166","2"
"No","2002","(Married) couple without C. ","in school","5","","","","2"
"No","2002","(Married) couple without C. ","inadequately","75","0.996448399174879","0.983073799987016","1.00982299836274","2"
"No","2002","(Married) couple without C. ","general elemantary","741","0.982785185243481","0.973525548157207","0.992044822329755","2"
"No","2002","Single parent ","in school","51","1","1","1","2"
"No","2002","Single parent ","inadequately","20","","","","2"
"No","2002","Single parent ","general elemantary","212","0.913358182376059","0.877002817126676","0.949713547625442","2"
"No","2002","Single parent ","middle vocational","495","0.950096372658136","0.931399063180511","0.968793682135761","2"
"No","2002","Single parent ","vocational + Abi","39","0.928352577164884","0.850355162753488","1.00634999157628","2"
"No","2002","Single parent ","higher vocational","48","0.928412268226876","0.857657984399389","0.999166552054363","2"
"No","2002","Single parent ","higher education","78","0.952221833095177","0.90633449618647","0.998109170003885","2"
"No","2002","Couple + C. LE 16 ","in school","","","","","2"
"No","2002","Couple + C. LE 16 ","inadequately","40","0.991309974268452","0.962899961308355","1.01971998722855","2"
"No","2002","Couple + C. LE 16 ","general elemantary","300","0.928059530815881","0.899837081245657","0.956281980386104","2"
"No","2002","Couple + C. LE 16 ","middle vocational","2009","0.944142201589384","0.934430584183149","0.953853818995619","2"
"No","2002","Couple + C. LE 16 ","vocational + Abi","299","0.940046917379634","0.913913332765826","0.966180501993441","2"
"No","2002","Couple + C. LE 16 ","higher vocational","377","0.945491530279168","0.923299559047074","0.967683501511261","2"
"No","2002","Couple + C. LE 16 ","higher education","668","0.944530137492581","0.927752472257673","0.96130780272749","2"
"No","2002","Couple + C. GT 16 ","higher education","418","0.956247083213108","0.937113143647864","0.975381022778351","2"
"No","2002","Couple + C. LE and GT 16","in school","195","0.962304219251849","0.936039366360873","0.988569072142824","2"
"No","2002","Couple + C. LE and GT 16","inadequately","19","","","","2"
"No","2002","Couple + C. LE and GT 16","general elemantary","288","0.959133945226899","0.936842010437037","0.981425880016762","2"
"Yes","2002","1-pers.-HH","in school","1","","","","1"
"Yes","2002","1-pers.-HH","inadequately","","","","","1"
"Yes","2002","1-pers.-HH","general elemantary","4","","","","1"
"Yes","2002","1-pers.-HH","middle vocational","58","0.0381247063888188","0.0282884454280332","0.0479609673496044","1"
"Yes","2002","1-pers.-HH","vocational + Abi","11","","","","1"
"Yes","2002","1-pers.-HH","higher vocational","4","","","","1"
"Yes","2002","1-pers.-HH","higher education","20","","","","1"
"Yes","2002","(Married) couple without C. ","in school","1","","","","1"
"Yes","2002","(Married) couple without C. ","inadequately","1","","","","1"
"Yes","2002","(Married) couple without C. ","general elemantary","17","","","","1"
"Yes","2002","(Married) couple without C. ","middle vocational","117","0.0335396454827637","0.0276012312584098","0.0394780597071176","1"
"Yes","2002","(Married) couple without C. ","vocational + Abi","21","","","","1"
"Yes","2002","(Married) couple without C. ","higher vocational","27","","","","1"
"Yes","2002","(Married) couple without C. ","higher education","35","0.0262451018322714","0.0164869467226662","0.0360032569418766","1"
"Yes","2002","Single parent ","in school","","","","","1"
"Yes","2002","Single parent ","inadequately","","","","","1"
"Yes","2002","Single parent ","general elemantary","18","","","","1"
"Yes","2002","Single parent ","middle vocational","26","","","","1"
"Yes","2002","Single parent ","vocational + Abi","3","","","","1"
"Yes","2002","Single parent ","higher vocational","3","","","","1"
"Yes","2002","Single parent ","higher education","5","","","","1"
"Yes","2002","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2002","Couple + C. LE 16 ","inadequately","1","","","","1"
"Yes","2002","Couple + C. LE 16 ","general elemantary","22","","","","1"
"Yes","2002","Couple + C. LE 16 ","middle vocational","139","0.0558577984106163","0.0461461810043814","0.0655694158168512","1"
"Yes","2002","Couple + C. LE 16 ","vocational + Abi","18","","","","1"
