"ple0160","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2000","16-34 y.","(0) in school","466","0.961629576784032","0.944551767577822","0.978707385990242"
"No","2000","16-34 y.","(1a) inadequately completed","71","0.953981216023113","0.90656193768174","1.00140049436449"
"No","2000","16-34 y.","(1b) general elementary school","660","0.940172709999618","0.922678302979492","0.957667117019743"
"No","2000","16-34 y.","(1c) basic vocational qualification","1105","0.931407104884332","0.91703404580443","0.945780163964233"
"No","2000","16-34 y.","(2b) intermediate general qualification","522","0.89867648452064","0.874265468596997","0.923087500444283"
"No","2000","16-34 y.","(2a) intermediate vocational","1731","0.882966119432504","0.868738340237139","0.897193898627869"
"No","2000","16-34 y.","(2c_gen) general maturity certificate","616","0.883624317212705","0.859817756813875","0.907430877611536"
"No","2000","16-34 y.","(2c_voc) vocational maturity certificate","560","0.859439397962451","0.832760755506096","0.886118040418805"
"No","2000","16-34 y.","(3a) lower tertiary education","283","0.845373048715503","0.806305430260662","0.884440667170344"
"No","2000","16-34 y.","(3b) higher tertiary education","342","0.788265994441247","0.749696747579525","0.826835241302968"
"No","2000","35-65 y.","(0) in school","7","","",""
"No","2000","35-65 y.","(1a) inadequately completed","266","0.980665200844841","0.964270871309969","0.997059530379713"
"No","2000","35-65 y.","(1b) general elementary school","1264","0.975201318079088","0.966728216913587","0.98367441924459"
"No","2000","35-65 y.","(1c) basic vocational qualification","4794","0.963499264187926","0.958284510489305","0.968714017886546"
"No","2000","35-65 y.","(2b) intermediate general qualification","100","0.952999453423245","0.912324299846711","0.993674606999779"
"No","2000","35-65 y.","(2a) intermediate vocational","3002","0.928085766875887","0.919190129540848","0.936981404210925"
"No","2000","35-65 y.","(2c_gen) general maturity certificate","111","0.93823303662404","0.894797961868861","0.981668111379218"
"No","2000","35-65 y.","(2c_voc) vocational maturity certificate","726","0.931367640663583","0.913556052397594","0.949179228929571"
"No","2000","35-65 y.","(3a) lower tertiary education","1100","0.943124383993753","0.929813534370675","0.95643523361683"
"No","2000","35-65 y.","(3b) higher tertiary education","1389","0.933651440120002","0.921013884124279","0.946288996115725"
"No","2000","66 and older","(0) in school","3","","",""
"No","2000","66 and older","(1a) inadequately completed","76","1","1","1"
"No","2000","66 and older","(1b) general elementary school","879","0.998119546718138","0.995258778375105","1.00098031506117"
"No","2000","66 and older","(1c) basic vocational qualification","1658","0.987420666846177","0.982086562885666","0.992754770806688"
"No","2000","66 and older","(2b) intermediate general qualification","41","0.965206354171841","0.910432422137434","1.01998028620625"
"No","2000","66 and older","(2a) intermediate vocational","362","0.992906224848477","0.984284578088734","1.00152787160822"
"No","2000","66 and older","(2c_gen) general maturity certificate","15","","",""
"No","2000","66 and older","(2c_voc) vocational maturity certificate","137","0.98330961417779","0.9620125852067","1.00460664314888"
"No","2000","66 and older","(3a) lower tertiary education","209","0.992800137685995","0.981365261838718","1.00423501353327"
"No","2000","66 and older","(3b) higher tertiary education","206","0.981038402298698","0.9625476144414","0.999529190155996"
"Yes","2001","16-34 y.","(0) in school","22","","",""
"Yes","2001","16-34 y.","(1a) inadequately completed","6","","",""
"Yes","2001","16-34 y.","(1b) general elementary school","50","0.0957817820052447","0.0726355461732155","0.118928017837274"
"Yes","2001","16-34 y.","(1c) basic vocational qualification","78","0.0962137879991046","0.0773627322970132","0.115064843701196"
"Yes","2001","16-34 y.","(2b) intermediate general qualification","55","0.0922821393128315","0.0678030523268311","0.116761226298832"
"Yes","2001","16-34 y.","(2a) intermediate vocational","201","0.111364513251553","0.0962176719709694","0.126511354532137"
"Yes","2001","16-34 y.","(2c_gen) general maturity certificate","101","0.139106300351593","0.112843965222923","0.165368635480264"
"Yes","2001","16-34 y.","(2c_voc) vocational maturity certificate","82","0.157594963933179","0.12714418607262","0.188045741793737"
"Yes","2001","16-34 y.","(3a) lower tertiary education","40","0.145854019081634","0.103985073990188","0.187722964173079"
"Yes","2001","16-34 y.","(3b) higher tertiary education","65","0.189046323521907","0.14860000645386","0.229492640589955"
"Yes","2001","35-65 y.","(0) in school","","","",""
"Yes","2001","35-65 y.","(1a) inadequately completed","3","","",""
"Yes","2001","35-65 y.","(1b) general elementary school","24","","",""
"Yes","2001","35-65 y.","(1c) basic vocational qualification","148","0.0332171985709248","0.0279233802671045","0.0385110168747451"
"Yes","2001","35-65 y.","(2b) intermediate general qualification","3","","",""
"Yes","2001","35-65 y.","(2a) intermediate vocational","215","0.0689085295897215","0.0599990988873611","0.0778179602920819"
"Yes","2001","35-65 y.","(2c_gen) general maturity certificate","12","","",""
"Yes","2001","35-65 y.","(2c_voc) vocational maturity certificate","39","0.0384674895699436","0.0248921778508248","0.0520428012890624"
"Yes","2001","35-65 y.","(3a) lower tertiary education","68","0.0730081662116634","0.0577039787813726","0.0883123536419542"
"Yes","2001","35-65 y.","(3b) higher tertiary education","93","0.072478066798386","0.0588721947716929","0.0860839388250792"
"Yes","2001","66 and older","(0) in school","","","",""
"Yes","2001","66 and older","(1a) inadequately completed","","","",""
"Yes","2001","66 and older","(1b) general elementary school","3","","",""
"Yes","2001","66 and older","(1c) basic vocational qualification","11","","",""
"Yes","2001","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2001","66 and older","(2a) intermediate vocational","","","",""
"Yes","2001","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2001","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2001","66 and older","(3a) lower tertiary education","3","","",""
"Yes","2001","66 and older","(3b) higher tertiary education","8","","",""
"No","2001","16-34 y.","(0) in school","523","0.965214500190493","0.949830797338213","0.980598203042774"
"No","2001","16-34 y.","(1a) inadequately completed","52","0.887243845479029","0.805843598981694","0.968644091976364"
"No","2001","16-34 y.","(1b) general elementary school","571","0.904218217994755","0.881071982162726","0.927364453826785"
"No","2001","16-34 y.","(1c) basic vocational qualification","862","0.903786212000895","0.884935156298804","0.922637267702987"
"No","2001","16-34 y.","(2b) intermediate general qualification","482","0.907717860687169","0.883238773701168","0.932196947673169"
"No","2001","16-34 y.","(2a) intermediate vocational","1456","0.888635486748447","0.873488645467863","0.903782328029031"
"No","2001","16-34 y.","(2c_gen) general maturity certificate","566","0.860893699648407","0.834631364519736","0.887156034777077"
"No","2001","16-34 y.","(2c_voc) vocational maturity certificate","468","0.842405036066821","0.811954258206263","0.872855813927379"
"No","2001","16-34 y.","(3a) lower tertiary education","233","0.854145980918366","0.812277035826921","0.896014926009812"
"No","2001","16-34 y.","(3b) higher tertiary education","295","0.810953676478093","0.770507359410046","0.85139999354614"
"No","2001","35-65 y.","(0) in school","1","","",""
"No","2001","35-65 y.","(1a) inadequately completed","194","0.99187542833345","0.979339867155857","1.00441098951104"
"No","2001","35-65 y.","(1b) general elementary school","1064","0.97547260804403","0.966281521228674","0.984663694859385"
"No","2001","35-65 y.","(1c) basic vocational qualification","4254","0.966782801429075","0.961488983125255","0.972076619732896"
"No","2001","35-65 y.","(2b) intermediate general qualification","82","0.969792653689005","0.933406649898812","1.0061786574792"
"No","2001","35-65 y.","(2a) intermediate vocational","2890","0.931091470410279","0.922182039707918","0.940000901112639"
"No","2001","35-65 y.","(2c_gen) general maturity certificate","100","0.883793832378929","0.82444268047146","0.943144984286398"
"No","2001","35-65 y.","(2c_voc) vocational maturity certificate","732","0.961532510430056","0.947957198710938","0.975107822149175"
"No","2001","35-65 y.","(3a) lower tertiary education","1042","0.926991833788337","0.911687646358046","0.942296021218627"
"No","2001","35-65 y.","(3b) higher tertiary education","1302","0.927521933201614","0.913916061174921","0.941127805228307"
"No","2001","66 and older","(0) in school","","","",""
"No","2001","66 and older","(1a) inadequately completed","67","1","1","1"
"No","2001","66 and older","(1b) general elementary school","780","0.996971241687474","0.993122304399745","1.0008201789752"
"No","2001","66 and older","(1c) basic vocational qualification","1578","0.990005333028728","0.985114429762206","0.99489623629525"
"No","2001","66 and older","(2b) intermediate general qualification","37","1","1","1"
"No","2001","66 and older","(2a) intermediate vocational","367","1","1","1"
"No","2001","66 and older","(2c_gen) general maturity certificate","15","","",""
"No","2001","66 and older","(2c_voc) vocational maturity certificate","137","0.976606510008351","0.951568985385774","1.00164403463093"
"No","2001","66 and older","(3a) lower tertiary education","212","0.98958187951535","0.976009705602621","1.00315405342808"
"No","2001","66 and older","(3b) higher tertiary education","202","0.943872122390677","0.91274174874069","0.975002496040665"
"Yes","2002","16-34 y.","(0) in school","19","","",""
"Yes","2002","16-34 y.","(1a) inadequately completed","1","","",""
"Yes","2002","16-34 y.","(1b) general elementary school","26","","",""
"Yes","2002","16-34 y.","(1c) basic vocational qualification","55","0.0717593570494271","0.053577126087842","0.0899415880110121"
"Yes","2002","16-34 y.","(2b) intermediate general qualification","51","0.0794970955196335","0.0553222467877049","0.103671944251562"
"Yes","2002","16-34 y.","(2a) intermediate vocational","133","0.097441275708079","0.0819730693418474","0.112909482074311"
"Yes","2002","16-34 y.","(2c_gen) general maturity certificate","59","0.102356205078197","0.0780210529463407","0.126691357210053"
"Yes","2002","16-34 y.","(2c_voc) vocational maturity certificate","58","0.123135240073076","0.0942756001141361","0.151994880032015"
"Yes","2002","16-34 y.","(3a) lower tertiary education","16","","",""
"Yes","2002","16-34 y.","(3b) higher tertiary education","29","","",""
"Yes","2002","35-65 y.","(0) in school","","","",""
"Yes","2002","35-65 y.","(1a) inadequately completed","4","","",""
"Yes","2002","35-65 y.","(1b) general elementary school","26","","",""
"Yes","2002","35-65 y.","(1c) basic vocational qualification","125","0.0281321481071281","0.022886585595918","0.0333777106183383"
"Yes","2002","35-65 y.","(2b) intermediate general qualification","4","","",""
"Yes","2002","35-65 y.","(2a) intermediate vocational","144","0.0507927381181194","0.0428121990385531","0.0587732771976858"
"Yes","2002","35-65 y.","(2c_gen) general maturity certificate","4","","",""
"Yes","2002","35-65 y.","(2c_voc) vocational maturity certificate","38","0.0462962305285521","0.0309265289781298","0.0616659320789743"
"Yes","2002","35-65 y.","(3a) lower tertiary education","49","0.046011001871726","0.032702408836651","0.059319594906801"
"Yes","2002","35-65 y.","(3b) higher tertiary education","48","0.0480718319658978","0.0352960448988203","0.0608476190329754"
"Yes","2002","66 and older","(0) in school","","","",""
"Yes","2002","66 and older","(1a) inadequately completed","","","",""
"Yes","2002","66 and older","(1b) general elementary school","3","","",""
"Yes","2002","66 and older","(1c) basic vocational qualification","12","","",""
"Yes","2002","66 and older","(2b) intermediate general qualification","1","","",""
"Yes","2002","66 and older","(2a) intermediate vocational","3","","",""
"Yes","2002","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2002","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2002","66 and older","(3a) lower tertiary education","1","","",""
"Yes","2002","66 and older","(3b) higher tertiary education","","","",""
"No","2002","16-34 y.","(0) in school","464","0.951204289578714","0.93199097699666","0.970417602160768"
"No","2002","16-34 y.","(1a) inadequately completed","46","0.98063265770122","0.941233462344657","1.02003185305778"
"No","2002","16-34 y.","(1b) general elementary school","479","0.931157845419971","0.909075699143301","0.953239991696641"
"No","2002","16-34 y.","(1c) basic vocational qualification","719","0.928240642950573","0.910058411988988","0.946422873912158"
"No","2002","16-34 y.","(2b) intermediate general qualification","430","0.920502904480367","0.896328055748438","0.944677753212295"
"No","2002","16-34 y.","(2a) intermediate vocational","1279","0.902558724291921","0.887090517925689","0.918026930658153"
"No","2002","16-34 y.","(2c_gen) general maturity certificate","537","0.897643794921803","0.873308642789947","0.921978947053659"
"No","2002","16-34 y.","(2c_voc) vocational maturity certificate","440","0.876864759926924","0.848005119967985","0.905724399885864"
"No","2002","16-34 y.","(3a) lower tertiary education","193","0.922621053256867","0.886396917297206","0.958845189216529"
"No","2002","16-34 y.","(3b) higher tertiary education","226","0.923125019604873","0.890428556893977","0.955821482315768"
"No","2002","35-65 y.","(0) in school","","","",""
"No","2002","35-65 y.","(1a) inadequately completed","165","0.97906791219403","0.957484633365892","1.00065119102217"
"No","2002","35-65 y.","(1b) general elementary school","927","0.971691625392932","0.961161747438015","0.98222150334785"
"No","2002","35-65 y.","(1c) basic vocational qualification","3692","0.971867851892872","0.966622289381662","0.977113414404082"
"No","2002","35-65 y.","(2b) intermediate general qualification","79","0.963780294145758","0.923585433669297","1.00397515462222"
"No","2002","35-65 y.","(2a) intermediate vocational","2764","0.949207261881881","0.941226722802314","0.957187800961447"
"No","2002","35-65 y.","(2c_gen) general maturity certificate","108","0.95633522927457","0.91849012126911","0.994180337280031"
"No","2002","35-65 y.","(2c_voc) vocational maturity certificate","680","0.953703769471448","0.938334067921026","0.96907347102187"
"No","2002","35-65 y.","(3a) lower tertiary education","903","0.953988998128274","0.940680405093199","0.967297591163349"
"No","2002","35-65 y.","(3b) higher tertiary education","1029","0.951928168034102","0.939152380967025","0.96470395510118"
"No","2002","66 and older","(0) in school","","","",""
"No","2002","66 and older","(1a) inadequately completed","64","1","1","1"
"No","2002","66 and older","(1b) general elementary school","729","0.997460635624499","0.993814750803459","1.00110652044554"
"No","2002","66 and older","(1c) basic vocational qualification","1553","0.99397866201053","0.990145775558493","0.997811548462567"
"No","2002","66 and older","(2b) intermediate general qualification","33","0.976782558372395","0.926163418447217","1.02740169829757"
"No","2002","66 and older","(2a) intermediate vocational","349","0.988394434283736","0.977205851940831","0.999583016626641"
"No","2002","66 and older","(2c_gen) general maturity certificate","10","","",""
"No","2002","66 and older","(2c_voc) vocational maturity certificate","108","1","1","1"
"No","2002","66 and older","(3a) lower tertiary education","199","0.997712039789312","0.991090485662684","1.00433359391594"
"No","2002","66 and older","(3b) higher tertiary education","177","1","1","1"
"Yes","2003","16-34 y.","(0) in school","41","0.0777787129447","0.0541612869052796","0.10139613898412"
"Yes","2003","16-34 y.","(1a) inadequately completed","3","","",""
"Yes","2003","16-34 y.","(1b) general elementary school","31","0.0454026623518684","0.0267978059539021","0.0640075187498346"
"Yes","2003","16-34 y.","(1c) basic vocational qualification","52","0.0536593561384218","0.0372788483489716","0.070039863927872"
"Yes","2003","16-34 y.","(2b) intermediate general qualification","48","0.125749181414348","0.0958370266739974","0.155661336154699"
"Yes","2003","16-34 y.","(2a) intermediate vocational","157","0.125694625735714","0.107469721947103","0.143919529524324"
"Yes","2003","16-34 y.","(2c_gen) general maturity certificate","56","0.0881484207054164","0.0648943289327368","0.111402512478096"
"Yes","2003","16-34 y.","(2c_voc) vocational maturity certificate","58","0.10923031274254","0.0815833157786108","0.136877309706469"
"Yes","2003","16-34 y.","(3a) lower tertiary education","25","","",""
"Yes","2003","16-34 y.","(3b) higher tertiary education","40","0.184568505516787","0.135281532003112","0.233855479030461"
"Yes","2003","35-65 y.","(0) in school","","","",""
"Yes","2003","35-65 y.","(1a) inadequately completed","2","","",""
"Yes","2003","35-65 y.","(1b) general elementary school","21","","",""
"Yes","2003","35-65 y.","(1c) basic vocational qualification","151","0.0402956235612325","0.0338230588160207","0.0467681883064443"
"Yes","2003","35-65 y.","(2b) intermediate general qualification","1","","",""
"Yes","2003","35-65 y.","(2a) intermediate vocational","196","0.0659696232974689","0.056936733141848","0.0750025134530898"
"Yes","2003","35-65 y.","(2c_gen) general maturity certificate","7","","",""
"Yes","2003","35-65 y.","(2c_voc) vocational maturity certificate","42","0.0428758064370038","0.0279855016081158","0.0577661112658917"
"Yes","2003","35-65 y.","(3a) lower tertiary education","76","0.0836398558861089","0.0656426169186634","0.101637094853555"
"Yes","2003","35-65 y.","(3b) higher tertiary education","56","0.0454610444628276","0.032806711442885","0.0581153774827701"
"Yes","2003","66 and older","(0) in school","","","",""
"Yes","2003","66 and older","(1a) inadequately completed","","","",""
"Yes","2003","66 and older","(1b) general elementary school","4","","",""
"Yes","2003","66 and older","(1c) basic vocational qualification","6","","",""
"Yes","2003","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2003","66 and older","(2a) intermediate vocational","2","","",""
"Yes","2003","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2003","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2003","66 and older","(3a) lower tertiary education","5","","",""
"Yes","2003","66 and older","(3b) higher tertiary education","1","","",""
"No","2003","16-34 y.","(0) in school","453","0.9222212870553","0.89860386101588","0.94583871309472"
"No","2003","16-34 y.","(1a) inadequately completed","41","0.886364135361221","0.792589464028035","0.980138806694408"
"No","2003","16-34 y.","(1b) general elementary school","450","0.954597337648132","0.935992481250165","0.973202194046098"
"No","2003","16-34 y.","(1c) basic vocational qualification","675","0.946340643861578","0.929960136072128","0.962721151651028"
"No","2003","16-34 y.","(2b) intermediate general qualification","424","0.874250818585652","0.844338663845301","0.904162973326003"
"No","2003","16-34 y.","(2a) intermediate vocational","1114","0.874305374264286","0.856080470475676","0.892530278052897"
"No","2003","16-34 y.","(2c_gen) general maturity certificate","515","0.911851579294584","0.888597487521904","0.935105671067263"
"No","2003","16-34 y.","(2c_voc) vocational maturity certificate","431","0.89076968725746","0.863122690293531","0.918416684221389"
"No","2003","16-34 y.","(3a) lower tertiary education","161","0.879650797835402","0.832891457339691","0.926410138331113"
"No","2003","16-34 y.","(3b) higher tertiary education","198","0.815431494483213","0.766144520969539","0.864718467996887"
"No","2003","35-65 y.","(0) in school","","","",""
"No","2003","35-65 y.","(1a) inadequately completed","156","0.994990724621007","0.983982519401904","1.00599892984011"
"No","2003","35-65 y.","(1b) general elementary school","854","0.972098528658281","0.961186317525009","0.983010739791552"
"No","2003","35-65 y.","(1c) basic vocational qualification","3395","0.959704376438767","0.953231811693556","0.966176941183979"
"No","2003","35-65 y.","(2b) intermediate general qualification","85","0.993451134838828","0.97640385286372","1.01049841681394"
"No","2003","35-65 y.","(2a) intermediate vocational","2705","0.934030376702531","0.92499748654691","0.943063266858152"
"No","2003","35-65 y.","(2c_gen) general maturity certificate","99","0.917934665559636","0.865685312697074","0.970184018422198"
"No","2003","35-65 y.","(2c_voc) vocational maturity certificate","669","0.957124193562996","0.942233888734108","0.972014498391884"
"No","2003","35-65 y.","(3a) lower tertiary education","833","0.916360144113891","0.898362905146446","0.934357383081337"
"No","2003","35-65 y.","(3b) higher tertiary education","985","0.954538955537172","0.94188462251723","0.967193288557115"
"No","2003","66 and older","(0) in school","","","",""
"No","2003","66 and older","(1a) inadequately completed","61","1","1","1"
"No","2003","66 and older","(1b) general elementary school","725","0.995418840875506","0.99051682240056","1.00032085935045"
"No","2003","66 and older","(1c) basic vocational qualification","1590","0.997513383564776","0.995069978819072","0.999956788310481"
"No","2003","66 and older","(2b) intermediate general qualification","30","1","1","1"
"No","2003","66 and older","(2a) intermediate vocational","343","0.994268681228409","0.986303095693938","1.00223426676288"
"No","2003","66 and older","(2c_gen) general maturity certificate","10","","",""
"No","2003","66 and older","(2c_voc) vocational maturity certificate","115","1","1","1"
"No","2003","66 and older","(3a) lower tertiary education","208","0.971782817060211","0.949544612334577","0.994021021785844"
"No","2003","66 and older","(3b) higher tertiary education","182","0.998091419290315","0.991767839946736","1.00441499863389"
"Yes","2004","16-34 y.","(0) in school","37","0.0514328662144007","0.0341987978478203","0.0686669345809812"
"Yes","2004","16-34 y.","(1a) inadequately completed","3","","",""
"Yes","2004","16-34 y.","(1b) general elementary school","24","","",""
"Yes","2004","16-34 y.","(1c) basic vocational qualification","64","0.0944488281121843","0.0724353822753158","0.116462273949053"
"Yes","2004","16-34 y.","(2b) intermediate general qualification","61","0.118001562591334","0.0888974153599676","0.1471057098227"
"Yes","2004","16-34 y.","(2a) intermediate vocational","155","0.124458142840119","0.106158475320712","0.142757810359526"
"Yes","2004","16-34 y.","(2c_gen) general maturity certificate","62","0.0851883436745186","0.0645815954676899","0.105795091881347"
"Yes","2004","16-34 y.","(2c_voc) vocational maturity certificate","77","0.143530686337692","0.113848630303998","0.173212742371386"
"Yes","2004","16-34 y.","(3a) lower tertiary education","31","0.168999749786825","0.118907277204857","0.219092222368793"
"Yes","2004","16-34 y.","(3b) higher tertiary education","63","0.161340781547089","0.121410338244708","0.20127122484947"
"Yes","2004","35-65 y.","(0) in school","","","",""
