"ple0160","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2005","35-65 y.","Male","262","0.0447648993195397","0.0393270145357128","0.0502027841033666"
"Yes","2005","66 and older","Female","42","0.0197064102761442","0.0137029483701356","0.0257098721821529"
"Yes","2005","66 and older","Male","20","","",""
"No","2006","16-34 y.","Female","2481","0.927879607509938","0.918098475651241","0.937660739368634"
"No","2006","16-34 y.","Male","2165","0.9006150185687","0.888655578900149","0.912574458237251"
"No","2006","35-65 y.","Female","6140","0.956755366416044","0.951782457493634","0.961728275338454"
"No","2006","35-65 y.","Male","5670","0.955957356978504","0.950737518175897","0.96117719578111"
"No","2006","66 and older","Female","2357","0.990607546108913","0.986733921204425","0.994481171013401"
"No","2006","66 and older","Male","2062","0.991070550007875","0.98702970336335","0.9951113966524"
"Yes","2006","16-34 y.","Female","206","0.0721203924900625","0.0623392606313662","0.0819015243487587"
"Yes","2006","16-34 y.","Male","239","0.0993849814313001","0.0874255417627487","0.111344421099851"
"Yes","2006","35-65 y.","Female","287","0.0432446335839563","0.0382717246615466","0.048217542506366"
"Yes","2006","35-65 y.","Male","266","0.0440426430214962","0.0388228042188898","0.0492624818241025"
"Yes","2006","66 and older","Female","25","","",""
"Yes","2006","66 and older","Male","20","","",""
"No","2007","16-34 y.","Female","2237","0.907558192130315","0.896114563911273","0.919001820349356"
"No","2007","16-34 y.","Male","1970","0.901381067485998","0.888905389858954","0.913856745113042"
"No","2007","35-65 y.","Female","5656","0.950762462278288","0.945259765208771","0.956265159347804"
"No","2007","35-65 y.","Male","5175","0.949239808539103","0.943414215783689","0.955065401294517"
"No","2007","66 and older","Female","2291","0.985068164921017","0.980140517413564","0.989995812428471"
"No","2007","66 and older","Male","1996","0.983577335596866","0.978052676723031","0.9891019944707"
"Yes","2007","16-34 y.","Female","224","0.0924418078696852","0.0809981796506436","0.103885436088727"
"Yes","2007","16-34 y.","Male","224","0.0986189325140019","0.0861432548869577","0.111094610141046"
"Yes","2007","35-65 y.","Female","283","0.0492375377217125","0.0437348406521956","0.0547402347912293"
"Yes","2007","35-65 y.","Male","279","0.0507601914608971","0.0449345987054827","0.0565857842163115"
"Yes","2007","66 and older","Female","36","0.0149318350789829","0.0100041875715295","0.0198594825864363"
"Yes","2007","66 and older","Male","37","0.016422664403134","0.0108980055292994","0.0219473232769686"
"No","2008","16-34 y.","Female","2057","0.908134701354712","0.896297040596109","0.919972362113316"
"No","2008","16-34 y.","Male","1890","0.915683592105029","0.903745338095433","0.927621846114625"
"No","2008","35-65 y.","Female","5280","0.946980739586025","0.941093090247233","0.952868388924818"
"No","2008","35-65 y.","Male","4894","0.960797714648832","0.955476517932364","0.966118911365301"
"No","2008","66 and older","Female","2273","0.989151512256535","0.984921682728756","0.993381341784315"
"No","2008","66 and older","Male","2021","0.991459841078598","0.987473635341743","0.995446046815452"
"Yes","2008","16-34 y.","Female","230","0.0918652986452879","0.0800276378866843","0.103702959403891"
"Yes","2008","16-34 y.","Male","191","0.0843164078949714","0.0723781538853754","0.0962546619045674"
"Yes","2008","35-65 y.","Female","284","0.0530192604139747","0.0471316110751825","0.0589069097527669"
"Yes","2008","35-65 y.","Male","216","0.0392022853511674","0.0338810886346991","0.0445234820676357"
"Yes","2008","66 and older","Female","31","0.0108484877434646","0.00661865821568531","0.0150783172712438"
"Yes","2008","66 and older","Male","26","","",""
"No","2009","16-34 y.","Female","1897","0.914695663462459","0.902673916575614","0.926717410349303"
"No","2009","16-34 y.","Male","1771","0.923406761156552","0.911520365254819","0.935293157058285"
"No","2009","35-65 y.","Female","4977","0.959652043971733","0.954290861614761","0.965013226328705"
"No","2009","35-65 y.","Male","4542","0.958801807680079","0.953132440396276","0.964471174963883"
"No","2009","66 and older","Female","2200","0.988259616079007","0.983781915661235","0.992737316496779"
"No","2009","66 and older","Male","1972","0.990909799675179","0.986741996389302","0.995077602961056"
"Yes","2009","16-34 y.","Female","177","0.0853043365375412","0.0732825896506967","0.0973260834243856"
"Yes","2009","16-34 y.","Male","152","0.076593238843448","0.0647068429417147","0.0884796347451813"
"Yes","2009","35-65 y.","Female","198","0.0403479560282666","0.0349867736712946","0.0457091383852386"
"Yes","2009","35-65 y.","Male","179","0.0411981923199206","0.0355288250361176","0.0468675596037236"
"Yes","2009","66 and older","Female","23","","",""
"Yes","2009","66 and older","Male","20","","",""
"No","2010","16-34 y.","Female","1713","0.922142093401151","0.909974856942016","0.934309329860285"
"No","2010","16-34 y.","Male","1579","0.916717935250342","0.903678849323147","0.929757021177537"
"No","2010","35-65 y.","Female","4597","0.967873619423085","0.962870531906835","0.972876706939335"
"No","2010","35-65 y.","Male","4180","0.975234355969699","0.970594668095056","0.979874043844342"
"No","2010","66 and older","Female","2105","0.983778516818466","0.978418763140007","0.989138270496925"
"No","2010","66 and older","Male","1905","0.984882392442056","0.979432929923398","0.990331854960714"
"Yes","2010","16-34 y.","Female","150","0.0778579065988493","0.0656906701397147","0.0900251430579839"
"Yes","2010","16-34 y.","Male","146","0.083282064749658","0.0702429788224629","0.0963211506768531"
"Yes","2010","35-65 y.","Female","175","0.0321263805769151","0.0271232930606652","0.0371294680931649"
"Yes","2010","35-65 y.","Male","130","0.0247656440303012","0.0201259561556581","0.0294053319049444"
"Yes","2010","66 and older","Female","29","","",""
"Yes","2010","66 and older","Male","21","","",""
"No","2011","16-34 y.","Female","2067","0.911475058255132","0.899774270566957","0.923175845943307"
"No","2011","16-34 y.","Male","1843","0.920300411030133","0.908539379200408","0.932061442859857"
"No","2011","35-65 y.","Female","5734","0.949740982105473","0.944230226832423","0.955251737378524"
"No","2011","35-65 y.","Male","5092","0.957939777712674","0.952542396804064","0.963337158621285"
"No","2011","66 and older","Female","2642","0.975192666738691","0.969331289004767","0.981054044472615"
"No","2011","66 and older","Male","2436","0.979212113712116","0.973596906262402","0.984827321161831"
"Yes","2011","16-34 y.","Female","197","0.0885249417448679","0.0768241540566932","0.100225729433043"
"Yes","2011","16-34 y.","Male","194","0.0796995889698672","0.0679385571401426","0.0914606207995917"
"Yes","2011","35-65 y.","Female","304","0.0502590178945267","0.0447482626214762","0.0557697731675773"
"Yes","2011","35-65 y.","Male","221","0.0420602222873258","0.0366628413787154","0.0474576031959362"
"Yes","2011","66 and older","Female","63","0.0248073332613092","0.0189459555273852","0.0306687109952332"
"Yes","2011","66 and older","Male","44","0.0207878862878837","0.015172678838169","0.0264030937375983"
"No","2012","16-34 y.","Female","2006","0.931082001569959","0.920406700673644","0.941757302466273"
"No","2012","16-34 y.","Male","1843","0.928777116500536","0.917439799609625","0.940114433391447"
"No","2012","35-65 y.","Female","5791","0.964234896349685","0.959542666783593","0.968927125915777"
"No","2012","35-65 y.","Male","5001","0.963877749369718","0.958795389112903","0.968960109626532"
"No","2012","66 and older","Female","2653","0.981142514355145","0.976014691562294","0.986270337147995"
"No","2012","66 and older","Male","2499","0.983663934714304","0.978726363814355","0.988601505614252"
"Yes","2012","16-34 y.","Female","157","0.0689179984300415","0.0582426975337274","0.0795932993263557"
"Yes","2012","16-34 y.","Male","134","0.0712228834994639","0.0598855666085525","0.0825602003903754"
"Yes","2012","35-65 y.","Female","226","0.0357651036503148","0.0310728740842226","0.0404573332164071"
"Yes","2012","35-65 y.","Male","177","0.0361222506302823","0.0310398903734675","0.0412046108870971"
"Yes","2012","66 and older","Female","50","0.0188574856448553","0.0137296628520052","0.0239853084377055"
"Yes","2012","66 and older","Male","33","0.0163360652856964","0.0113984943857476","0.0212736361856452"
"No","2013","16-34 y.","Female","1853","0.952996331946537","0.943633668097783","0.962358995795291"
"No","2013","16-34 y.","Male","1651","0.947861754676256","0.937416376396198","0.958307132956313"
"No","2013","35-65 y.","Female","5406","0.976787179915465","0.972820262068194","0.980754097762736"
"No","2013","35-65 y.","Male","4618","0.978753695541037","0.974640650102329","0.982866740979744"
"No","2013","66 and older","Female","2560","0.988053208527607","0.983870607879087","0.992235809176127"
"No","2013","66 and older","Male","2390","0.992269017094666","0.988770758403951","0.995767275785381"
"Yes","2013","16-34 y.","Female","110","0.0470036680534631","0.0376410042047089","0.0563663319022173"
"Yes","2013","16-34 y.","Male","89","0.0521382453237444","0.0416928670436872","0.0625836236038017"
"Yes","2013","35-65 y.","Female","129","0.0232128200845349","0.0192459022372635","0.0271797379318063"
"Yes","2013","35-65 y.","Male","104","0.0212463044589631","0.0171332590202557","0.0253593498976704"
"Yes","2013","66 and older","Female","32","0.0119467914723931","0.00776419082387277","0.0161293921209134"
"Yes","2013","66 and older","Male","18","","",""
"No","2014","16-34 y.","Female","3390","0.949035186345247","0.941836058456916","0.956234314233577"
"No","2014","16-34 y.","Male","2812","0.931266225111649","0.922188632133554","0.940343818089745"
"No","2014","35-65 y.","Female","8295","0.973734215677917","0.970344564250655","0.977123867105178"
"No","2014","35-65 y.","Male","6822","0.972105777393858","0.968260008873874","0.975951545913841"
"No","2014","66 and older","Female","2551","0.996657466841171","0.994422508909641","0.998892424772701"
"No","2014","66 and older","Male","2418","0.9910390380465","0.987302158877353","0.994775917215647"
"Yes","2014","16-34 y.","Female","195","0.0509648136547532","0.0437656857664226","0.0581639415430838"
"Yes","2014","16-34 y.","Male","172","0.0687337748883508","0.0596561819102551","0.0778113678664465"
"Yes","2014","35-65 y.","Female","256","0.0262657843220833","0.0228761328948216","0.0296554357493449"
"Yes","2014","35-65 y.","Male","221","0.0278942226061423","0.024048454086159","0.0317399911261256"
"Yes","2014","66 and older","Female","11","","",""
"Yes","2014","66 and older","Male","25","","",""
"No","2015","16-34 y.","Female","2926","0.938738426508436","0.930327797621508","0.947149055395364"
"No","2015","16-34 y.","Male","2461","0.924159339743238","0.914039415089193","0.934279264397283"
"No","2015","35-65 y.","Female","7748","0.977817098355006","0.974585946076619","0.981048250633393"
"No","2015","35-65 y.","Male","6253","0.973648980954809","0.969743892034924","0.977554069874695"
"No","2015","66 and older","Female","2521","0.992059019651083","0.98860864596092","0.995509393341246"
"No","2015","66 and older","Male","2388","0.990138644056382","0.986191925363831","0.994085362748933"
"Yes","2015","16-34 y.","Female","197","0.0612615734915639","0.052850944604636","0.0696722023784918"
"Yes","2015","16-34 y.","Male","168","0.0758406602567621","0.065720735602717","0.0859605849108072"
"Yes","2015","35-65 y.","Female","233","0.0221829016449939","0.0189517493666071","0.0254140539233808"
"Yes","2015","35-65 y.","Male","210","0.0263510190451907","0.0224459301253049","0.0302561079650765"
"Yes","2015","66 and older","Female","21","","",""
"Yes","2015","66 and older","Male","20","","",""
"No","2016","16-34 y.","Female","2811","0.908891178138346","0.898634815758178","0.919147540518515"
"No","2016","16-34 y.","Male","2372","0.926015494886509","0.915878182838269","0.936152806934748"
"No","2016","35-65 y.","Female","7427","0.972510558409522","0.96885545412884","0.976165662690204"
"No","2016","35-65 y.","Male","5988","0.971494945081543","0.967355725415919","0.975634164747166"
"No","2016","66 and older","Female","2421","0.991632714649398","0.988022139636202","0.995243289662595"
"No","2016","66 and older","Male","2302","0.990420591542039","0.986463867340582","0.994377315743496"
"Yes","2016","16-34 y.","Female","213","0.0911088218616537","0.0808524594814854","0.101365184241822"
"Yes","2016","16-34 y.","Male","189","0.0739845051134912","0.0638471930652518","0.0841218171617307"
"Yes","2016","35-65 y.","Female","260","0.0274894415904779","0.0238343373097958","0.0311445458711599"
"Yes","2016","35-65 y.","Male","221","0.0285050549184571","0.0243658352528335","0.0326442745840807"
"Yes","2016","66 and older","Female","24","","",""
"Yes","2016","66 and older","Male","26","","",""
"No","2017","16-34 y.","Female","3025","0.933989553852464","0.925452977009896","0.942526130695032"
"No","2017","16-34 y.","Male","2713","0.941918941849618","0.933401721781693","0.950436161917543"
"No","2017","35-65 y.","Female","8173","0.970067332800271","0.966442027062261","0.973692638538281"
"No","2017","35-65 y.","Male","6632","0.962963806357294","0.958508164937882","0.967419447776705"
"No","2017","66 and older","Female","2508","0.98549188824526","0.980852724208499","0.990131052282021"
"No","2017","66 and older","Male","2444","0.99024073885315","0.986367028826161","0.994114448880138"
"Yes","2017","16-34 y.","Female","225","0.0660104461475358","0.0574738693049681","0.0745470229901036"
"Yes","2017","16-34 y.","Male","184","0.0580810581503822","0.0495638380824574","0.066598278218307"
"Yes","2017","35-65 y.","Female","314","0.0299326671997287","0.0263073614617185","0.0335579729377389"
"Yes","2017","35-65 y.","Male","269","0.0370361936427063","0.0325805522232951","0.0414918350621175"
"Yes","2017","66 and older","Female","44","0.01450811175474","0.00986894771797906","0.0191472757915009"
"Yes","2017","66 and older","Male","30","0.00975926114685042","0.00588555111986176","0.0136329711738391"
"No","2018","16-34 y.","Female","2970","0.930789625602183","0.92194018301438","0.939639068189987"
"No","2018","16-34 y.","Male","2632","0.936312371313431","0.927288328539167","0.945336414087695"
"No","2018","35-65 y.","Female","7842","0.974378724571892","0.970940811761791","0.977816637381994"
"No","2018","35-65 y.","Male","6330","0.971168613803584","0.967110678824663","0.975226548782504"
"No","2018","66 and older","Female","2556","0.991489793123451","0.987948743605564","0.995030842641339"
"No","2018","66 and older","Male","2442","0.987857418404988","0.983538228867822","0.992176607942154"
"Yes","2018","16-34 y.","Female","190","0.0692103743978165","0.0603609318100125","0.0780598169856205"
"Yes","2018","16-34 y.","Male","181","0.063687628686569","0.0546635859123053","0.0727116714608326"
"Yes","2018","35-65 y.","Female","272","0.0256212754281076","0.022183362618006","0.0290591882382092"
"Yes","2018","35-65 y.","Male","202","0.0288313861964163","0.0247734512174957","0.032889321175337"
"Yes","2018","66 and older","Female","29","","",""
"Yes","2018","66 and older","Male","28","","",""
"No","2019","16-34 y.","Female","2683","0.941277046550831","0.932647019408613","0.94990707369305"
"No","2019","16-34 y.","Male","2431","0.928099370262396","0.918143083039491","0.938055657485301"
"No","2019","35-65 y.","Female","7850","0.977692474671914","0.974467182132634","0.980917767211194"
"No","2019","35-65 y.","Male","6908","0.97316759078403","0.969410435521719","0.97692474604634"
"No","2019","66 and older","Female","2568","0.987967363498733","0.98377560118297","0.992159125814497"
"No","2019","66 and older","Male","2614","0.987999987849807","0.983849619159933","0.992150356539681"
"Yes","2019","16-34 y.","Female","168","0.0587229534491688","0.0500929263069501","0.0673529805913874"
"Yes","2019","16-34 y.","Male","155","0.0719006297376043","0.0619443425146994","0.0818569169605092"
"Yes","2019","35-65 y.","Female","204","0.0223075253280858","0.0190822327888058","0.0255328178673658"
"Yes","2019","35-65 y.","Male","198","0.0268324092159704","0.02307525395366","0.0305895644782808"
"Yes","2019","66 and older","Female","31","0.0120326365012668","0.00784087418550353","0.01622439881703"
"Yes","2019","66 and older","Male","30","0.0120000121501929","0.00784964346031887","0.0161503808400668"
