"year","age_gr","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1989","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","66 and older","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1990","16-34 y.","Ostdeutschland, neue Bundeslaender","6.96","7","1389","4","5","9","10","6.83","7.09","7","8"
"1990","16-34 y.","Westdeutschland, alte Bundeslaender","7.18","8","2469","5","6","9","10","7.1","7.26","7","8"
"1990","35-65 y.","Ostdeutschland, neue Bundeslaender","7.37","8","1993","5","6","9","10","7.27","7.47","8","8"
"1990","35-65 y.","Westdeutschland, alte Bundeslaender","7.26","8","3180","5","6","9","10","7.19","7.33","8","8"
"1990","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","66 and older","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1991","16-34 y.","Ostdeutschland, neue Bundeslaender","6.45","7","1101","2","5","8","10","6.29","6.61","7","7"
"1991","16-34 y.","Westdeutschland, alte Bundeslaender","7.27","8","2521","4","6","9","10","7.19","7.35","8","8"
"1991","35-65 y.","Ostdeutschland, neue Bundeslaender","6.25","7","1610","2","5","8","10","6.12","6.38","7","7"
"1991","35-65 y.","Westdeutschland, alte Bundeslaender","7.14","8","3265","5","6","8","10","7.07","7.21","8","8"
"1991","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","66 and older","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1992","16-34 y.","Ostdeutschland, neue Bundeslaender","6.8","7","949","3","5","8","9","6.66","6.94","7","8"
"1992","16-34 y.","Westdeutschland, alte Bundeslaender","7.47","8","2436","5","7","9","10","7.4","7.54","8","8"
"1992","35-65 y.","Ostdeutschland, neue Bundeslaender","6.73","7","1430","4","5","8","9","6.62","6.84","7","7"
"1992","35-65 y.","Westdeutschland, alte Bundeslaender","7.38","8","3208","5","6","9","10","7.32","7.44","8","8"
"1992","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","66 and older","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1993","16-34 y.","Ostdeutschland, neue Bundeslaender","6.96","7","896","4","6","8","10","6.82","7.1","7","8"
"1993","16-34 y.","Westdeutschland, alte Bundeslaender","7.21","8","2391","5","6","8","9","7.13","7.29","8","8"
"1993","35-65 y.","Ostdeutschland, neue Bundeslaender","6.73","7","1320","3","5","8","9","6.61","6.85","7","7"
"1993","35-65 y.","Westdeutschland, alte Bundeslaender","7.07","7","3150","4","6","8","10","7","7.14","7","8"
"1993","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","66 and older","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1994","16-34 y.","Ostdeutschland, neue Bundeslaender","6.88","7","845","4","6","8","9","6.74","7.02","7","8"
"1994","16-34 y.","Westdeutschland, alte Bundeslaender","7.14","8","2336","4","6","8","10","7.06","7.22","8","8"
"1994","35-65 y.","Ostdeutschland, neue Bundeslaender","6.64","7","1336","4","5","8","9","6.53","6.75","7","7"
"1994","35-65 y.","Westdeutschland, alte Bundeslaender","6.91","7","2982","4","6","8","9","6.84","6.98","7","8"
"1994","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","66 and older","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"1995","16-34 y.","Ostdeutschland, neue Bundeslaender","6.78","7","892","4","5","8","9","6.63","6.93","7","7"
"1995","16-34 y.","Westdeutschland, alte Bundeslaender","7.02","7","2629","4","6","8","10","6.94","7.1","7","8"
"1995","35-65 y.","Ostdeutschland, neue Bundeslaender","6.56","7","1404","3","5","8","9","6.44","6.68","7","7"
"1995","35-65 y.","Westdeutschland, alte Bundeslaender","6.85","7","3280","4","6","8","9","6.78","6.92","7","7"
"1995","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","66 and older","Westdeutschland, alte Bundeslaender","6.06","7","56","2","5","8","9","5.35","6.77","5","8"
"1996","16-34 y.","Ostdeutschland, neue Bundeslaender","6.81","7","849","4","5","8","9","6.67","6.95","7","7"
"1996","16-34 y.","Westdeutschland, alte Bundeslaender","7.01","7","2523","4","6","8","9","6.93","7.09","8","8"
"1996","35-65 y.","Ostdeutschland, neue Bundeslaender","6.49","7","1407","3","5","8","9","6.37","6.61","7","7"
"1996","35-65 y.","Westdeutschland, alte Bundeslaender","6.82","7","3245","4","5","8","9","6.75","6.89","7","7"
"1996","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","66 and older","Westdeutschland, alte Bundeslaender","6.11","7","69","3","5","8","9","5.52","6.7","6","8"
"1997","16-34 y.","Ostdeutschland, neue Bundeslaender","6.73","7","830","4","5","8","9","6.58","6.88","7","7"
"1997","16-34 y.","Westdeutschland, alte Bundeslaender","7.04","8","2401","4","6","8","9","6.96","7.12","7","8"
"1997","35-65 y.","Ostdeutschland, neue Bundeslaender","6.56","7","1378","3","5","8","9","6.45","6.67","7","7"
"1997","35-65 y.","Westdeutschland, alte Bundeslaender","6.77","7","3153","4","5","8","9","6.7","6.84","7","7"
"1997","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","66 and older","Westdeutschland, alte Bundeslaender","6.39","7","65","3","4","9","10","5.71","7.07","7","8"
"1998","16-34 y.","Ostdeutschland, neue Bundeslaender","6.6","7","844","3","5","8","9","6.45","6.75","7","8"
"1998","16-34 y.","Westdeutschland, alte Bundeslaender","6.96","7","2515","4","6","8","10","6.88","7.04","7","8"
"1998","35-65 y.","Ostdeutschland, neue Bundeslaender","6.46","7","1466","3","5","8","9","6.35","6.57","7","7"
"1998","35-65 y.","Westdeutschland, alte Bundeslaender","6.98","7","3617","4","6","8","9","6.91","7.05","7","7"
"1998","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","66 and older","Westdeutschland, alte Bundeslaender","6.63","7","96","3","5","9","10","6.06","7.2","7","8"
"1999","16-34 y.","Ostdeutschland, neue Bundeslaender","6.63","7","821","3","5","8","9","6.48","6.78","7","7"
"1999","16-34 y.","Westdeutschland, alte Bundeslaender","7.03","8","2416","4","6","8","10","6.95","7.11","8","8"
"1999","35-65 y.","Ostdeutschland, neue Bundeslaender","6.51","7","1458","3","5","8","9","6.4","6.62","7","7"
"1999","35-65 y.","Westdeutschland, alte Bundeslaender","6.86","7","3577","4","5","8","9","6.79","6.93","7","7"
"1999","66 and older","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","66 and older","Westdeutschland, alte Bundeslaender","6.09","6.21","69","0","5","9","9","5.39","6.79","5","8"
"2000","16-34 y.","Ostdeutschland, neue Bundeslaender","7","7","1059","4","6","9","10","6.87","7.13","7","8"
"2000","16-34 y.","Westdeutschland, alte Bundeslaender","7.25","8","3427","5","6","9","10","7.18","7.32","8","8"
"2000","35-65 y.","Ostdeutschland, neue Bundeslaender","6.65","7","2082","3","5","8","9","6.55","6.75","7","7"
"2000","35-65 y.","Westdeutschland, alte Bundeslaender","7.1","8","6532","4","6","8","10","7.05","7.15","8","8"
"2000","66 and older","Ostdeutschland, neue Bundeslaender","4.98","6","33","0","0","8","9","3.69","6.27","0","7"
"2000","66 and older","Westdeutschland, alte Bundeslaender","5.77","6","166","0","4","8","10","5.24","6.3","5","7"
"2001","16-34 y.","Ostdeutschland, neue Bundeslaender","6.91","7","1068","4","6","8","9","6.78","7.04","7","8"
"2001","16-34 y.","Westdeutschland, alte Bundeslaender","7.28","8","3276","5","6","9","10","7.21","7.35","8","8"
"2001","35-65 y.","Ostdeutschland, neue Bundeslaender","6.7","7","2067","4","5","8","9","6.61","6.79","7","7"
"2001","35-65 y.","Westdeutschland, alte Bundeslaender","7.08","8","6486","4","6","8","10","7.03","7.13","8","8"
"2001","66 and older","Ostdeutschland, neue Bundeslaender","5.23","6","39","0","0","8","9","4.08","6.38","4","8"
"2001","66 and older","Westdeutschland, alte Bundeslaender","5.65","7","146","0","0","9","10","5.03","6.27","6","8"
"2002","16-34 y.","Ostdeutschland, neue Bundeslaender","6.8","8","1029","3","5","8","9","6.66","6.94","7","8"
"2002","16-34 y.","Westdeutschland, alte Bundeslaender","7.06","7","3153","4","6","9","10","6.99","7.13","8","8"
"2002","35-65 y.","Ostdeutschland, neue Bundeslaender","6.54","7","2072","3","5","8","9","6.45","6.63","7","7"
"2002","35-65 y.","Westdeutschland, alte Bundeslaender","6.93","7","7481","4","6","8","9","6.88","6.98","8","8"
"2002","66 and older","Ostdeutschland, neue Bundeslaender","5.62","7","35","0","2","9","10","4.45","6.79","6","8"
"2002","66 and older","Westdeutschland, alte Bundeslaender","6.02","7","189","0","4","9","10","5.54","6.5","7","8"
"2003","16-34 y.","Ostdeutschland, neue Bundeslaender","6.63","7","975","3","5","8","9","6.49","6.77","7","7"
"2003","16-34 y.","Westdeutschland, alte Bundeslaender","7.03","8","2961","4","6","8","9","6.95","7.11","8","8"
"2003","35-65 y.","Ostdeutschland, neue Bundeslaender","6.45","7","2027","3","5","8","9","6.35","6.55","7","7"
"2003","35-65 y.","Westdeutschland, alte Bundeslaender","6.94","7","7062","4","6","8","9","6.89","6.99","8","8"
"2003","66 and older","Ostdeutschland, neue Bundeslaender","4.09","4.29","31","0","0","8","9","2.58","5.6","0","8"
"2003","66 and older","Westdeutschland, alte Bundeslaender","5.79","7","209","0","3","9","10","5.32","6.26","6","8"
"2004","16-34 y.","Ostdeutschland, neue Bundeslaender","6.61","7","925","3","5","8","9","6.46","6.76","7","7"
"2004","16-34 y.","Westdeutschland, alte Bundeslaender","6.88","7","2767","4","6","8","10","6.8","6.96","7","8"
"2004","35-65 y.","Ostdeutschland, neue Bundeslaender","6.32","7","1985","3","5","8","9","6.22","6.42","7","7"
"2004","35-65 y.","Westdeutschland, alte Bundeslaender","6.82","7","6888","4","5","8","9","6.77","6.87","7","8"
"2004","66 and older","Ostdeutschland, neue Bundeslaender","4.57","5","41","0","0","7","8","3.45","5.69","3","7"
"2004","66 and older","Westdeutschland, alte Bundeslaender","6.61","8","186","0","5","9","10","6.16","7.06","7","8"
"2005","16-34 y.","Ostdeutschland, neue Bundeslaender","6.56","7","865","3","5","8","9","6.41","6.71","7","7"
"2005","16-34 y.","Westdeutschland, alte Bundeslaender","6.95","7","2567","4","6","9","10","6.86","7.04","8","8"
"2005","35-65 y.","Ostdeutschland, neue Bundeslaender","6.36","7","1898","3","5","8","9","6.25","6.47","7","7"
"2005","35-65 y.","Westdeutschland, alte Bundeslaender","6.71","7","6583","4","5","8","9","6.66","6.76","7","7"
"2005","66 and older","Ostdeutschland, neue Bundeslaender","3.92","1.71","49","0","0","8","10","2.76","5.08","0","8"
"2005","66 and older","Westdeutschland, alte Bundeslaender","6.16","7","186","0","4","9","10","5.7","6.62","7","8"
"2006","16-34 y.","Ostdeutschland, neue Bundeslaender","6.79","7","861","4","5","8","9","6.64","6.94","7","8"
"2006","16-34 y.","Westdeutschland, alte Bundeslaender","6.96","7","2524","3","6","9","10","6.87","7.05","7","8"
"2006","35-65 y.","Ostdeutschland, neue Bundeslaender","6.47","7","2007","3","5","8","9","6.37","6.57","7","7"
"2006","35-65 y.","Westdeutschland, alte Bundeslaender","6.75","7","7034","4","5","8","9","6.7","6.8","7","7"
"2006","66 and older","Ostdeutschland, neue Bundeslaender","5.09","5.96","38","0","0","8","9","4.02","6.16","5","8"
"2006","66 and older","Westdeutschland, alte Bundeslaender","6.07","7","224","0","4","8","10","5.66","6.48","6","8"
"2007","16-34 y.","Ostdeutschland, neue Bundeslaender","6.72","7","844","4","5","8","9","6.57","6.87","7","7"
"2007","16-34 y.","Westdeutschland, alte Bundeslaender","7.03","8","2380","4","6","9","10","6.94","7.12","7","8"
"2007","35-65 y.","Ostdeutschland, neue Bundeslaender","6.49","7","1917","3","5","8","9","6.39","6.59","7","7"
"2007","35-65 y.","Westdeutschland, alte Bundeslaender","6.73","7","6656","4","5","8","9","6.68","6.78","7","7"
"2007","66 and older","Ostdeutschland, neue Bundeslaender","3.54","2.97","61","0","0","7","9","2.58","4.5","3","7"
"2007","66 and older","Westdeutschland, alte Bundeslaender","6.61","7","231","2","5","9","10","6.23","6.99","7","8"
"2008","16-34 y.","Ostdeutschland, neue Bundeslaender","6.91","7","789","4","6","8","9","6.77","7.05","7","8"
"2008","16-34 y.","Westdeutschland, alte Bundeslaender","6.92","7","2246","4","6","8","9","6.83","7.01","8","8"
"2008","35-65 y.","Ostdeutschland, neue Bundeslaender","6.56","7","1860","3","5","8","9","6.46","6.66","7","7"
"2008","35-65 y.","Westdeutschland, alte Bundeslaender","6.76","7","6307","4","5","8","9","6.71","6.81","7","7"
"2008","66 and older","Ostdeutschland, neue Bundeslaender","6.6","7","36","2","5","8","10","5.76","7.44","6","8"
"2008","66 and older","Westdeutschland, alte Bundeslaender","6.78","8","238","1","5","9","10","6.44","7.12","7","8"
"2009","16-34 y.","Ostdeutschland, neue Bundeslaender","6.86","7","744","4","6","8","9","6.71","7.01","7","7"
"2009","16-34 y.","Westdeutschland, alte Bundeslaender","6.91","7","2124","4","6","8","9","6.82","7","7","8"
"2009","35-65 y.","Ostdeutschland, neue Bundeslaender","6.51","7","1797","3","5","8","9","6.41","6.61","7","7"
"2009","35-65 y.","Westdeutschland, alte Bundeslaender","6.65","7","5847","3","5","8","9","6.6","6.7","7","7"
"2009","66 and older","Ostdeutschland, neue Bundeslaender","5.17","8","38","0","0","8","9","3.94","6.4","5","8"
"2009","66 and older","Westdeutschland, alte Bundeslaender","6.21","7","261","1","5","8","10","5.87","6.55","7","8"
"2010","16-34 y.","Ostdeutschland, neue Bundeslaender","6.81","7","989","3","5","8","9","6.67","6.95","7","8"
"2010","16-34 y.","Westdeutschland, alte Bundeslaender","7.01","7","3018","4","6","9","9","6.93","7.09","8","8"
"2010","35-65 y.","Ostdeutschland, neue Bundeslaender","6.6","7","2171","3","5","8","9","6.51","6.69","7","7"
"2010","35-65 y.","Westdeutschland, alte Bundeslaender","6.81","7","7992","4","6","8","9","6.76","6.86","8","8"
"2010","66 and older","Ostdeutschland, neue Bundeslaender","5.31","6","39","0","1","8","9","4.2","6.42","5","8"
"2010","66 and older","Westdeutschland, alte Bundeslaender","6.36","7","256","0","5","9","10","5.99","6.73","7","8"
"2011","16-34 y.","Ostdeutschland, neue Bundeslaender","6.75","7","1007","4","5","8","9","6.61","6.89","7","8"
"2011","16-34 y.","Westdeutschland, alte Bundeslaender","7.2","8","3202","4","6","9","10","7.13","7.27","8","8"
"2011","35-65 y.","Ostdeutschland, neue Bundeslaender","6.58","7","2474","3","5","8","9","6.49","6.67","7","7"
"2011","35-65 y.","Westdeutschland, alte Bundeslaender","6.9","7","9267","4","6","8","9","6.86","6.94","8","8"
"2011","66 and older","Ostdeutschland, neue Bundeslaender","4.34","5","58","0","0","8","9","3.38","5.3","5","7"
"2011","66 and older","Westdeutschland, alte Bundeslaender","6.51","7","286","0","5","9","10","6.17","6.85","7","8"
"2012","16-34 y.","Ostdeutschland, neue Bundeslaender","6.77","7","914","3","6","8","9","6.63","6.91","7","8"
"2012","16-34 y.","Westdeutschland, alte Bundeslaender","7.25","8","3089","5","6","9","10","7.18","7.32","8","8"
"2012","35-65 y.","Ostdeutschland, neue Bundeslaender","6.87","7","2580","4","6","8","9","6.79","6.95","7","7"
"2012","35-65 y.","Westdeutschland, alte Bundeslaender","6.99","7","9549","4","6","8","9","6.95","7.03","8","8"
"2012","66 and older","Ostdeutschland, neue Bundeslaender","6.35","7.11","43","0","5","9","9","5.38","7.32","6","8"
"2012","66 and older","Westdeutschland, alte Bundeslaender","6.96","8","305","3","5","9","10","6.66","7.26","8","8"
"2013","16-34 y.","Ostdeutschland, neue Bundeslaender","6.93","8","929","3","5","9","10","6.78","7.08","7","8"
"2013","16-34 y.","Westdeutschland, alte Bundeslaender","7.23","8","4166","5","6","9","10","7.17","7.29","8","8"
"2013","35-65 y.","Ostdeutschland, neue Bundeslaender","6.92","7","2682","4","6","8","9","6.84","7","7","8"
"2013","35-65 y.","Westdeutschland, alte Bundeslaender","6.99","7","11127","4","6","8","9","6.95","7.03","8","8"
"2013","66 and older","Ostdeutschland, neue Bundeslaender","5.77","7","48","0","4","8","9","4.91","6.63","7","8"
"2013","66 and older","Westdeutschland, alte Bundeslaender","7.47","8","300","5","7","9","10","7.22","7.72","8","8"
"2014","16-34 y.","Ostdeutschland, neue Bundeslaender","7.08","7","795","4","6","8","9","6.93","7.23","7","8"
"2014","16-34 y.","Westdeutschland, alte Bundeslaender","7.13","8","3649","4","6","9","9","7.06","7.2","8","8"
"2014","35-65 y.","Ostdeutschland, neue Bundeslaender","6.86","7","2475","4","6","8","9","6.78","6.94","7","8"
"2014","35-65 y.","Westdeutschland, alte Bundeslaender","7.04","8","9875","4","6","8","9","7","7.08","8","8"
"2014","66 and older","Ostdeutschland, neue Bundeslaender","5.05","6","50","0","0","8","9","4.22","5.88","6","8"
"2014","66 and older","Westdeutschland, alte Bundeslaender","6.98","8","311","3","6","9","10","6.7","7.26","8","8"
"2015","16-34 y.","Ostdeutschland, neue Bundeslaender","7.14","8","734","4","6","8","9","6.99","7.29","7","8"
"2015","16-34 y.","Westdeutschland, alte Bundeslaender","7.32","8","3095","5","6","9","10","7.25","7.39","8","8"
"2015","35-65 y.","Ostdeutschland, neue Bundeslaender","6.84","7","2314","4","6","8","9","6.76","6.92","7","8"
"2015","35-65 y.","Westdeutschland, alte Bundeslaender","7.05","7","9189","4","6","8","9","7.01","7.09","8","8"
"2015","66 and older","Ostdeutschland, neue Bundeslaender","6.29","7","47","0","5","8","9","5.5","7.08","7","8"
"2015","66 and older","Westdeutschland, alte Bundeslaender","7.26","8","302","4","6","9","10","7.01","7.51","8","8"
"2016","16-34 y.","Ostdeutschland, neue Bundeslaender","7.09","7","665","4","6","8","10","6.93","7.25","7","8"
"2016","16-34 y.","Westdeutschland, alte Bundeslaender","7.32","8","3078","5","6","9","10","7.25","7.39","8","8"
"2016","35-65 y.","Ostdeutschland, neue Bundeslaender","6.96","7","2257","4","6","8","9","6.88","7.04","7","8"
"2016","35-65 y.","Westdeutschland, alte Bundeslaender","7.06","7","8862","4","6","8","9","7.02","7.1","8","8"
"2016","66 and older","Ostdeutschland, neue Bundeslaender","6.22","7.08","57","0","4","8","9","5.44","7","7","8"
"2016","66 and older","Westdeutschland, alte Bundeslaender","7.3","8","304","4","7","9","10","7.05","7.55","8","8"
"2017","16-34 y.","Ostdeutschland, neue Bundeslaender","6.93","7","746","4","6","8","9","6.79","7.07","7","8"
"2017","16-34 y.","Westdeutschland, alte Bundeslaender","7.39","8","3349","5","7","9","10","7.32","7.46","8","8"
"2017","35-65 y.","Ostdeutschland, neue Bundeslaender","6.9","7","2576","4","6","8","9","6.82","6.98","7","8"
"2017","35-65 y.","Westdeutschland, alte Bundeslaender","7.05","7","9874","4","6","8","9","7.01","7.09","7","8"
"2017","66 and older","Ostdeutschland, neue Bundeslaender","6.85","7.47","63","5","5","9","9","6.19","7.51","7","8"
"2017","66 and older","Westdeutschland, alte Bundeslaender","7.6","8","357","5","7","9","10","7.4","7.8","8","8"
"2018","16-34 y.","Ostdeutschland, neue Bundeslaender","6.75","7","739","3","5","8","9","6.6","6.9","7","8"
"2018","16-34 y.","Westdeutschland, alte Bundeslaender","7.26","8","3376","5","6","9","10","7.19","7.33","8","8"
"2018","35-65 y.","Ostdeutschland, neue Bundeslaender","6.92","7","2520","4","6","8","9","6.84","7","7","7"
"2018","35-65 y.","Westdeutschland, alte Bundeslaender","7.06","7","9416","4","6","8","9","7.02","7.1","7","8"
"2018","66 and older","Ostdeutschland, neue Bundeslaender","6.76","7.18","67","4","5","9","9","6.08","7.44","7","8"
"2018","66 and older","Westdeutschland, alte Bundeslaender","7.42","8","376","5","7","9","10","7.2","7.64","8","8"
"2019","16-34 y.","Ostdeutschland, neue Bundeslaender","7.44","8","634","5","7","9","10","7.3","7.58","8","8"
"2019","16-34 y.","Westdeutschland, alte Bundeslaender","7.33","8","2990","5","6","9","10","7.26","7.4","8","8"
"2019","35-65 y.","Ostdeutschland, neue Bundeslaender","7.13","8","2666","4","6","8","9","7.06","7.2","8","8"
"2019","35-65 y.","Westdeutschland, alte Bundeslaender","7.14","8","9821","5","6","8","9","7.1","7.18","8","8"
"2019","66 and older","Ostdeutschland, neue Bundeslaender","8.05","8","113","7","7","9","10","7.76","8.34","8","9"
"2019","66 and older","Westdeutschland, alte Bundeslaender","7.92","8","485","6","7","9","10","7.77","8.07","8","9"
