"ple0021","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2019","Bavaria","middle vocational","381","0.229712744456415","0.210258524298605","0.249166964614225"
"Yes","2019","Bavaria","vocational + Abi","48","0.169443234143395","0.126341139834491","0.212545328452298"
"Yes","2019","Bavaria","higher vocational","68","0.233391596192594","0.184792186795761","0.281991005589426"
"Yes","2019","Bavaria","higher education","137","0.126567650257479","0.106774749587465","0.146360550927492"
"Yes","2019","Berlin","in school","","","",""
"Yes","2019","Berlin","inadequately","5","","",""
"Yes","2019","Berlin","general elemantary","16","","",""
"Yes","2019","Berlin","middle vocational","78","0.238413799117979","0.193319020585245","0.283508577650714"
"Yes","2019","Berlin","vocational + Abi","8","","",""
"Yes","2019","Berlin","higher vocational","16","","",""
"Yes","2019","Berlin","higher education","73","0.121824801787135","0.0921277338083627","0.151521869765907"
"Yes","2019","Brandenburg","in school","","","",""
"Yes","2019","Brandenburg","inadequately","2","","",""
"Yes","2019","Brandenburg","general elemantary","15","","",""
"Yes","2019","Brandenburg","middle vocational","129","0.204761896245319","0.170211294989137","0.239312497501501"
"Yes","2019","Brandenburg","vocational + Abi","8","","",""
"Yes","2019","Brandenburg","higher vocational","23","","",""
"Yes","2019","Brandenburg","higher education","65","0.221399594906303","0.173614240022434","0.269184949790172"
"Yes","2019","Mecklenburg-Western Pomerania","in school","1","","",""
"Yes","2019","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Yes","2019","Mecklenburg-Western Pomerania","general elemantary","6","","",""
"Yes","2019","Mecklenburg-Western Pomerania","middle vocational","65","0.293750021508929","0.240962259285746","0.346537783732111"
"Yes","2019","Mecklenburg-Western Pomerania","vocational + Abi","4","","",""
"Yes","2019","Mecklenburg-Western Pomerania","higher vocational","10","","",""
"Yes","2019","Mecklenburg-Western Pomerania","higher education","43","0.319320774512964","0.24818452670507","0.390457022320858"
"Yes","2019","Saxony","in school","","","",""
"Yes","2019","Saxony","inadequately","","","",""
"Yes","2019","Saxony","general elemantary","23","","",""
"Yes","2019","Saxony","middle vocational","148","0.21617591172328","0.186910526340948","0.245441297105611"
"Yes","2019","Saxony","vocational + Abi","8","","",""
"Yes","2019","Saxony","higher vocational","37","0.266791564684037","0.19378896800549","0.339794161362585"
"Yes","2019","Saxony","higher education","97","0.187719374721969","0.153179962578291","0.222258786865647"
"Yes","2019","Saxony-Anhalt","in school","","","",""
"Yes","2019","Saxony-Anhalt","inadequately","2","","",""
"Yes","2019","Saxony-Anhalt","general elemantary","11","","",""
"Yes","2019","Saxony-Anhalt","middle vocational","108","0.281754198174411","0.239431341637196","0.324077054711626"
"Yes","2019","Saxony-Anhalt","vocational + Abi","2","","",""
"Yes","2019","Saxony-Anhalt","higher vocational","15","","",""
"Yes","2019","Saxony-Anhalt","higher education","53","0.268964535266946","0.21190597207288","0.326023098461012"
"Yes","2019","Thuringia","in school","","","",""
"Yes","2019","Thuringia","inadequately","","","",""
"Yes","2019","Thuringia","general elemantary","10","","",""
"Yes","2019","Thuringia","middle vocational","133","0.321108016841965","0.279725245079041","0.362490788604889"
"Yes","2019","Thuringia","vocational + Abi","6","","",""
"Yes","2019","Thuringia","higher vocational","19","","",""
"Yes","2019","Thuringia","higher education","37","0.112318274583879","0.0721181157279851","0.152518433439772"
"No","2019","Schleswig-Holstein","in school","10","","",""
"No","2019","Schleswig-Holstein","inadequately","13","","",""
"No","2019","Schleswig-Holstein","general elemantary","88","0.783132021926704","0.705046339776683","0.861217704076725"
"No","2019","Schleswig-Holstein","middle vocational","309","0.749812557920656","0.707888310921969","0.791736804919342"
"No","2019","Schleswig-Holstein","vocational + Abi","81","0.82708039831355","0.751033366862402","0.903127429764698"
"No","2019","Schleswig-Holstein","higher vocational","54","0.821697036701565","0.73266341139034","0.910730662012791"
"No","2019","Schleswig-Holstein","higher education","183","0.823950571758094","0.773737146959303","0.874163996556886"
"No","2019","Hamburg","in school","8","","",""
"No","2019","Hamburg","inadequately","10","","",""
"No","2019","Hamburg","general elemantary","41","0.960804417583364","0.904105092309179","1.01750374285755"
"No","2019","Hamburg","middle vocational","143","0.75045393492715","0.688094867827874","0.812813002026426"
"No","2019","Hamburg","vocational + Abi","49","0.911070383221491","0.835844738046193","0.98629602839679"
"No","2019","Hamburg","higher vocational","19","","",""
"No","2019","Hamburg","higher education","161","0.86210045895942","0.813073874408281","0.911127043510559"
"No","2019","Lower Saxony","in school","37","1","1","1"
"No","2019","Lower Saxony","inadequately","43","0.859615527929271","0.763326954735607","0.955904101122935"
"No","2019","Lower Saxony","general elemantary","240","0.731394539461883","0.682678967435546","0.78011011148822"
"No","2019","Lower Saxony","middle vocational","851","0.726942538543703","0.700529700046245","0.753355377041161"
"No","2019","Lower Saxony","vocational + Abi","190","0.862697670598547","0.817322296404154","0.90807304479294"
"No","2019","Lower Saxony","higher vocational","110","0.858377167963294","0.79912176081394","0.917632575112648"
"No","2019","Lower Saxony","higher education","480","0.789491406867216","0.756141028696546","0.822841785037887"
"No","2019","Bremen","in school","10","","",""
"No","2019","Bremen","inadequately","14","","",""
"No","2019","Bremen","general elemantary","17","","",""
"No","2019","Bremen","middle vocational","60","0.791953258181924","0.700088762824443","0.883817753539406"
"No","2019","Bremen","vocational + Abi","16","","",""
"No","2019","Bremen","higher vocational","5","","",""
"No","2019","Bremen","higher education","51","0.88130565327129","0.7994684534247","0.963142853117879"
"No","2019","North Rhine-Westphalia","in school","92","1","1","1"
"No","2019","North Rhine-Westphalia","inadequately","107","0.866235584020345","0.807033834724045","0.925437333316644"
"No","2019","North Rhine-Westphalia","general elemantary","443","0.765763980721799","0.730592164103839","0.800935797339759"
"No","2019","North Rhine-Westphalia","middle vocational","1755","0.759137330274734","0.741433302398706","0.776841358150762"
"No","2019","North Rhine-Westphalia","vocational + Abi","502","0.813291767763048","0.782444068699855","0.844139466826241"
"No","2019","North Rhine-Westphalia","higher vocational","226","0.731934196502743","0.681810373173053","0.782058019832432"
"No","2019","North Rhine-Westphalia","higher education","1112","0.835561661740921","0.815504385050634","0.855618938431209"
"No","2019","Hesse","in school","22","","",""
"No","2019","Hesse","inadequately","18","","",""
"No","2019","Hesse","general elemantary","123","0.816858108074001","0.755570942583447","0.878145273564556"
"No","2019","Hesse","middle vocational","538","0.767684217190389","0.73639967998977","0.798968754391008"
"No","2019","Hesse","vocational + Abi","125","0.800420402041024","0.73749885549283","0.863341948589217"
"No","2019","Hesse","higher vocational","71","0.831627105563045","0.754744551597233","0.908509659528857"
"No","2019","Hesse","higher education","443","0.841607464208071","0.810435445474772","0.872779482941371"
"No","2019","Rhineland-Palatinate,Saarland","in school","31","0.987918738110775","0.950066648228156","1.02577082799339"
"No","2019","Rhineland-Palatinate,Saarland","inadequately","18","","",""
"No","2019","Rhineland-Palatinate,Saarland","general elemantary","174","0.797642946543739","0.743044553376136","0.852241339711342"
"No","2019","Rhineland-Palatinate,Saarland","middle vocational","492","0.685989916027403","0.65039219758339","0.721587634471415"
"No","2019","Rhineland-Palatinate,Saarland","vocational + Abi","103","0.834005002204337","0.767709016215439","0.900300988193235"
"No","2019","Rhineland-Palatinate,Saarland","higher vocational","67","0.729013770759518","0.636672772626738","0.821354768892298"
"No","2019","Rhineland-Palatinate,Saarland","higher education","241","0.799139931124799","0.753954041294245","0.844325820955352"
"No","2019","Baden-Württemberg","in school","36","1","1","1"
"No","2019","Baden-Württemberg","inadequately","15","","",""
"No","2019","Baden-Württemberg","general elemantary","181","0.680324765294557","0.62156865402061","0.739080876568505"
"No","2019","Baden-Württemberg","middle vocational","882","0.736025518775329","0.710516497816764","0.761534539733893"
"No","2019","Baden-Württemberg","vocational + Abi","181","0.69232711848427","0.632680688616742","0.751973548351799"
"No","2019","Baden-Württemberg","higher vocational","154","0.814759546522286","0.760232317021133","0.869286776023438"
"No","2019","Baden-Württemberg","higher education","739","0.864349997185892","0.841622868576293","0.887077125795491"
"No","2019","Bavaria","in school","26","","",""
"No","2019","Bavaria","inadequately","36","0.566348956491039","0.426151633012147","0.706546279969931"
"No","2019","Bavaria","general elemantary","271","0.703729161624353","0.656363761524295","0.75109456172441"
"No","2019","Bavaria","middle vocational","1415","0.770287255543585","0.750833035385775","0.789741475701395"
"No","2019","Bavaria","vocational + Abi","243","0.830556765856605","0.787454671547702","0.873658860165509"
"No","2019","Bavaria","higher vocational","223","0.766608403807406","0.718008994410574","0.815207813204239"
"No","2019","Bavaria","higher education","947","0.873432349742521","0.853639449072508","0.893225250412535"
"No","2019","Berlin","in school","9","","",""
"No","2019","Berlin","inadequately","9","","",""
"No","2019","Berlin","general elemantary","44","0.609231493593151","0.485772305631644","0.732690681554657"
"No","2019","Berlin","middle vocational","265","0.761586200882021","0.716491422349286","0.806680979414755"
"No","2019","Berlin","vocational + Abi","69","0.836517295726083","0.7539180469792","0.919116544472966"
"No","2019","Berlin","higher vocational","28","","",""
"No","2019","Berlin","higher education","393","0.878175198212865","0.848478130234093","0.907872266191637"
"No","2019","Brandenburg","in school","9","","",""
"No","2019","Brandenburg","inadequately","7","","",""
"No","2019","Brandenburg","general elemantary","73","0.815384429381386","0.734321531446249","0.896447327316524"
"No","2019","Brandenburg","middle vocational","395","0.795238103754681","0.760687502498499","0.829788705010863"
"No","2019","Brandenburg","vocational + Abi","66","0.966744928251004","0.925892570455261","1.00759728604675"
"No","2019","Brandenburg","higher vocational","64","0.685564690998872","0.588003219995622","0.783126162002122"
"No","2019","Brandenburg","higher education","225","0.778600405093697","0.730815050209828","0.826385759977566"
"No","2019","Mecklenburg-Western Pomerania","in school","6","","",""
"No","2019","Mecklenburg-Western Pomerania","inadequately","7","","",""
"No","2019","Mecklenburg-Western Pomerania","general elemantary","36","0.737198119987606","0.604082264002251","0.870313975972961"
"No","2019","Mecklenburg-Western Pomerania","middle vocational","221","0.706249978491071","0.653462216267889","0.759037740714253"
"No","2019","Mecklenburg-Western Pomerania","vocational + Abi","33","0.980742756891","0.936461306198955","1.02502420758304"
"No","2019","Mecklenburg-Western Pomerania","higher vocational","45","0.821363057831347","0.72013055665016","0.922595559012534"
"No","2019","Mecklenburg-Western Pomerania","higher education","122","0.680679225487036","0.609542977679142","0.75181547329493"
"No","2019","Saxony","in school","21","","",""
"No","2019","Saxony","inadequately","7","","",""
"No","2019","Saxony","general elemantary","79","0.651711816627755","0.5592536722504","0.74416996100511"
"No","2019","Saxony","middle vocational","612","0.78382408827672","0.754558702894389","0.813089473659052"
"No","2019","Saxony","vocational + Abi","81","0.93584585197889","0.884940010768421","0.986751693189358"
"No","2019","Saxony","higher vocational","104","0.733208435315963","0.660205838637415","0.80621103199451"
"No","2019","Saxony","higher education","394","0.812280625278031","0.777741213134353","0.846820037421709"
"No","2019","Saxony-Anhalt","in school","6","","",""
"No","2019","Saxony-Anhalt","inadequately","11","","",""
"No","2019","Saxony-Anhalt","general elemantary","53","0.808859503258627","0.712527408238742","0.905191598278512"
"No","2019","Saxony-Anhalt","middle vocational","326","0.718245801825589","0.675922945288374","0.760568658362804"
"No","2019","Saxony-Anhalt","vocational + Abi","50","0.934120807954205","0.866695634172122","1.00154598173629"
"No","2019","Saxony-Anhalt","higher vocational","53","0.779110847995219","0.680510044435241","0.877711651555197"
"No","2019","Saxony-Anhalt","higher education","179","0.731035464733054","0.673976901538988","0.78809402792712"
"No","2019","Thuringia","in school","6","","",""
"No","2019","Thuringia","inadequately","6","","",""
"No","2019","Thuringia","general elemantary","46","0.771364085069654","0.661373373785033","0.881354796354275"
"No","2019","Thuringia","middle vocational","356","0.678891983158035","0.637509211395111","0.720274754920959"
"No","2019","Thuringia","vocational + Abi","38","0.962547344869976","0.906445891957154","1.0186487977828"
"No","2019","Thuringia","higher vocational","57","0.661745730620921","0.555378338290152","0.768113122951689"
"No","2019","Thuringia","higher education","200","0.887681725416121","0.847481566560228","0.927881884272015"
