"ple0021","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Yes","2016","Not Working","no degree/no degree yet","","","",""
"Yes","2017","Full Time","lower secondary degree","277","1","1","1"
"Yes","2017","Full Time","secondary school degree","443","1","1","1"
"Yes","2017","Full Time","college entrance qualification","328","1","1","1"
"Yes","2017","Full Time","Other degree","99","1","1","1"
"Yes","2017","Full Time","no degree/no degree yet","9","","",""
"Yes","2017","Part Time","lower secondary degree","318","1","1","1"
"Yes","2017","Part Time","secondary school degree","363","1","1","1"
"Yes","2017","Part Time","college entrance qualification","260","1","1","1"
"Yes","2017","Part Time","Other degree","137","1","1","1"
"Yes","2017","Part Time","no degree/no degree yet","22","","",""
"Yes","2017","Not Working","lower secondary degree","1182","1","1","1"
"Yes","2017","Not Working","secondary school degree","666","1","1","1"
"Yes","2017","Not Working","college entrance qualification","387","1","1","1"
"Yes","2017","Not Working","Other degree","220","1","1","1"
"Yes","2017","Not Working","no degree/no degree yet","72","1","1","1"
"Yes","2018","Full Time","lower secondary degree","","","",""
"Yes","2018","Full Time","secondary school degree","","","",""
"Yes","2018","Full Time","college entrance qualification","","","",""
"Yes","2018","Full Time","Other degree","","","",""
"Yes","2018","Full Time","no degree/no degree yet","","","",""
"Yes","2018","Part Time","lower secondary degree","","","",""
"Yes","2018","Part Time","secondary school degree","","","",""
"Yes","2018","Part Time","college entrance qualification","","","",""
"Yes","2018","Part Time","Other degree","","","",""
"Yes","2018","Part Time","no degree/no degree yet","","","",""
"Yes","2018","Not Working","lower secondary degree","","","",""
"Yes","2018","Not Working","secondary school degree","","","",""
"Yes","2018","Not Working","college entrance qualification","","","",""
"Yes","2018","Not Working","Other degree","","","",""
"Yes","2018","Not Working","no degree/no degree yet","","","",""
"Yes","2019","Full Time","lower secondary degree","284","1","1","1"
"Yes","2019","Full Time","secondary school degree","427","1","1","1"
"Yes","2019","Full Time","college entrance qualification","439","1","1","1"
"Yes","2019","Full Time","Other degree","125","1","1","1"
"Yes","2019","Full Time","no degree/no degree yet","9","","",""
"Yes","2019","Part Time","lower secondary degree","294","1","1","1"
"Yes","2019","Part Time","secondary school degree","413","1","1","1"
"Yes","2019","Part Time","college entrance qualification","317","1","1","1"
"Yes","2019","Part Time","Other degree","125","1","1","1"
"Yes","2019","Part Time","no degree/no degree yet","27","","",""
"Yes","2019","Not Working","lower secondary degree","1065","1","1","1"
"Yes","2019","Not Working","secondary school degree","699","1","1","1"
"Yes","2019","Not Working","college entrance qualification","482","1","1","1"
"Yes","2019","Not Working","Other degree","197","1","1","1"
"Yes","2019","Not Working","no degree/no degree yet","53","1","1","1"
