"ple0008","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Good","2016","Rural Area","3857","0.383022516481614","0.373404802130572","0.392640230832656"
"Satisfactory","2016","Urban Area","5480","0.321167129585381","0.314535391218948","0.327798867951814"
"Satisfactory","2016","Rural Area","3012","0.338649702933593","0.329286677778825","0.348012728088362"
"Less good","2016","Urban Area","2615","0.15634593773302","0.151187645897429","0.16150422956861"
"Less good","2016","Rural Area","1328","0.155213653863408","0.148049523688719","0.162377784038097"
"Poor","2016","Urban Area","695","0.0406229675525509","0.0378190780874416","0.0434268570176601"
"Poor","2016","Rural Area","364","0.0413804641627779","0.0374400136220315","0.0453209147035244"
"Very good","2017","Urban Area","3494","0.112011040239993","0.107767582973225","0.116254497506762"
"Very good","2017","Rural Area","1467","0.0775043481028807","0.0725115741397118","0.0824971220660496"
"Good","2017","Urban Area","8198","0.372369102596567","0.365864442440197","0.378873762752937"
"Good","2017","Rural Area","4337","0.382341873784224","0.373267916742041","0.391415830826407"
"Satisfactory","2017","Urban Area","6058","0.325965138551326","0.319658290150571","0.33227198695208"
"Satisfactory","2017","Rural Area","3421","0.34310543948076","0.334240855852997","0.351970023108524"
"Less good","2017","Urban Area","2792","0.153053226037703","0.148208882454875","0.157897569620532"
"Less good","2017","Rural Area","1421","0.157629432844894","0.150825391319514","0.164433474370274"
"Poor","2017","Urban Area","677","0.0366014925744102","0.03407488370052","0.0391281014483004"
"Poor","2017","Rural Area","372","0.039418905787241","0.0357854824045259","0.0430523291699562"
"Very good","2018","Urban Area","3295","0.115970564305373","0.111517542891964","0.120423585718781"
"Very good","2018","Rural Area","1350","0.0830504221407664","0.0777010530962253","0.0883997911853076"
"Good","2018","Urban Area","7627","0.376716814146879","0.369977778660991","0.383455849632767"
"Good","2018","Rural Area","3909","0.37612208842528","0.36673192534246","0.385512251508101"
"Satisfactory","2018","Urban Area","5761","0.321377094320528","0.314882242420927","0.327871946220129"
"Satisfactory","2018","Rural Area","3276","0.357358508836397","0.348068944323656","0.366648073349139"
"Less good","2018","Urban Area","2533","0.149453857531774","0.144495360707157","0.154412354356391"
"Less good","2018","Rural Area","1334","0.143670270177324","0.136870990964683","0.150469549389965"
"Poor","2018","Urban Area","645","0.036481669695446","0.0338742263586836","0.0390891130322083"
"Poor","2018","Rural Area","354","0.0397987104202316","0.0360092746256161","0.0435881462148471"
"Very good","2019","Urban Area","2902","0.111813850724103","0.107226383809742","0.116401317638464"
"Very good","2019","Rural Area","1234","0.0792103117486496","0.0738968715383197","0.0845237519589794"
"Good","2019","Urban Area","7326","0.393853053584679","0.386740440013864","0.400965667155494"
"Good","2019","Rural Area","3980","0.379250224475524","0.369704125737925","0.388796323213124"
"Satisfactory","2019","Urban Area","5132","0.313782704972446","0.307027811944711","0.320537598000182"
"Satisfactory","2019","Rural Area","3118","0.351465040595289","0.342071864250455","0.360858216940123"
"Less good","2019","Urban Area","2219","0.145530426072119","0.140397105970949","0.150663746173288"
"Less good","2019","Rural Area","1296","0.155587336393491","0.148456028211441","0.16271864457554"
"Poor","2019","Urban Area","549","0.0350199646466536","0.0323439396826837","0.0376959896106235"
"Poor","2019","Rural Area","296","0.034487086787047","0.0308969416041051","0.0380772319699888"
