"ple0008","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Satisfactory","2012","(Married) couple without C. ","3052","0.365217648088197","0.354794259632655","0.375641036543738"
"Satisfactory","2012","Single parent ","814","0.289121577078288","0.27228121620269","0.305961937953885"
"Satisfactory","2012","Couple + C. LE 16 ","1939","0.270077008188143","0.259910605122542","0.280243411253744"
"Satisfactory","2012","Couple + C. GT 16 ","995","0.33100114024035","0.314452024282481","0.34755025619822"
"Satisfactory","2012","Couple + C. LE and GT 16","555","0.268419489212263","0.249203975734002","0.287635002690523"
"Less good","2012","1-pers.-HH","682","0.183229233252352","0.170860729135303","0.195597737369401"
"Less good","2012","(Married) couple without C. ","1360","0.167533211318711","0.15944868576214","0.175617736875282"
"Less good","2012","Single parent ","406","0.15017488024588","0.136904697465687","0.163445063026073"
"Less good","2012","Couple + C. LE 16 ","610","0.0785458476328497","0.0723858084255164","0.084705886840183"
"Less good","2012","Couple + C. GT 16 ","310","0.0979486317082238","0.0874951205563628","0.108402142860085"
"Less good","2012","Couple + C. LE and GT 16","186","0.0971033242435138","0.0842637688986785","0.109942879588349"
"Poor","2012","1-pers.-HH","196","0.0504788142141474","0.0434791596979226","0.0574784687303721"
"Poor","2012","(Married) couple without C. ","368","0.0452732632083191","0.0407725528461272","0.049773973570511"
"Poor","2012","Single parent ","117","0.0508111007331357","0.0426533749548953","0.058968826511376"
"Poor","2012","Couple + C. LE 16 ","108","0.0116242976626439","0.00916998783361023","0.0140786074916776"
"Poor","2012","Couple + C. GT 16 ","80","0.0257111394670401","0.0201450280426357","0.0312772508914446"
"Poor","2012","Couple + C. LE and GT 16","48","0.0247838284799613","0.0180424524532074","0.0315252045067152"
"Very good","2013","1-pers.-HH","386","0.0833563444429835","0.074731740725455","0.091980948160512"
"Very good","2013","(Married) couple without C. ","617","0.0717366401429909","0.0662633218510779","0.0772099584349039"
"Very good","2013","Single parent ","400","0.150431654710667","0.137552984772775","0.163310324648559"
"Very good","2013","Couple + C. LE 16 ","1189","0.142096946744017","0.134539429832201","0.149654463655833"
"Very good","2013","Couple + C. GT 16 ","473","0.133370376208377","0.121994517606832","0.144746234809923"
"Very good","2013","Couple + C. LE and GT 16","437","0.167311474601898","0.152858318883995","0.181764630319801"
"Good","2013","1-pers.-HH","1253","0.323878679569274","0.309278000802444","0.338479358336104"
"Good","2013","(Married) couple without C. ","2935","0.332903723807074","0.322908370057951","0.342899077556196"
"Good","2013","Single parent ","1153","0.389728718882786","0.372159805291107","0.407297632474465"
"Good","2013","Couple + C. LE 16 ","3989","0.487018514299543","0.47619941195489","0.497837616644197"
"Good","2013","Couple + C. GT 16 ","1448","0.409836857191515","0.393380667689279","0.42629304669375"
"Good","2013","Couple + C. LE and GT 16","1145","0.449179284779299","0.429918520315899","0.468440049242698"
"Satisfactory","2013","1-pers.-HH","1340","0.339686882830748","0.324909963541284","0.354463802120213"
"Satisfactory","2013","(Married) couple without C. ","3202","0.376848432436432","0.366570049671037","0.387126815201826"
"Satisfactory","2013","Single parent ","860","0.289810086580017","0.273466542686623","0.30615363047341"
"Satisfactory","2013","Couple + C. LE 16 ","2085","0.265376994355467","0.255819775182851","0.274934213528082"
"Satisfactory","2013","Couple + C. GT 16 ","1015","0.316718044659855","0.301152149121873","0.332283940197836"
"Satisfactory","2013","Couple + C. LE and GT 16","658","0.247549540477758","0.230837535880522","0.264261545074994"
"Less good","2013","1-pers.-HH","747","0.191351787101009","0.179078366217578","0.20362520798444"
"Less good","2013","(Married) couple without C. ","1384","0.167652402752115","0.159729180464103","0.175575625040128"
"Less good","2013","Single parent ","433","0.127442043901748","0.115428925959327","0.13945516184417"
"Less good","2013","Couple + C. LE 16 ","781","0.0883488459308624","0.0822058188299555","0.0944918730317692"
"Less good","2013","Couple + C. GT 16 ","398","0.112100091682238","0.101543524365085","0.122656658999391"
"Less good","2013","Couple + C. LE and GT 16","273","0.117846037953034","0.105361047466065","0.130331028440004"
"Poor","2013","1-pers.-HH","220","0.0617263060559847","0.0542175245940955","0.0692350875178739"
"Poor","2013","(Married) couple without C. ","401","0.0508588008613886","0.0461987242671347","0.0555188774556424"
"Poor","2013","Single parent ","114","0.0425874959247817","0.0353131686607045","0.049861823188859"
"Poor","2013","Couple + C. LE 16 ","155","0.0171586986701105","0.014347759025496","0.0199696383147249"
"Poor","2013","Couple + C. GT 16 ","97","0.0279746302580154","0.0224569223093476","0.0334923382066832"
"Poor","2013","Couple + C. LE and GT 16","49","0.0181136621880114","0.0129495904237746","0.0232777339522481"
"Very good","2014","1-pers.-HH","344","0.0930080451801076","0.0836023346803186","0.102413755679897"
"Very good","2014","(Married) couple without C. ","485","0.0670733011903062","0.0615931422687134","0.072553460111899"
"Very good","2014","Single parent ","273","0.12343810380312","0.110426277484834","0.136449930121407"
"Very good","2014","Couple + C. LE 16 ","828","0.126484373062628","0.118622066617377","0.13434667950788"
"Very good","2014","Couple + C. GT 16 ","399","0.13492628459598","0.122862680365622","0.146989888826337"
"Very good","2014","Couple + C. LE and GT 16","314","0.145043874462255","0.130477162637073","0.159610586287438"
"Good","2014","1-pers.-HH","1155","0.31265002743924","0.297637706958688","0.327662347919793"
"Good","2014","(Married) couple without C. ","2783","0.346291669432603","0.335868313148017","0.356715025717189"
"Good","2014","Single parent ","956","0.366057724674908","0.347002152755626","0.385113296594189"
"Good","2014","Couple + C. LE 16 ","3352","0.486290946232619","0.474468621250996","0.498113271214241"
"Good","2014","Couple + C. GT 16 ","1332","0.412969757571508","0.395584080681662","0.430355434461353"
"Good","2014","Couple + C. LE and GT 16","1019","0.459673832506316","0.439058382965686","0.480289282046946"
"Satisfactory","2014","1-pers.-HH","1268","0.350950339045081","0.335494541206845","0.366406136883316"
"Satisfactory","2014","(Married) couple without C. ","2961","0.359520667099058","0.349008093684647","0.370033240513468"
"Satisfactory","2014","Single parent ","738","0.30680734916605","0.288564939816594","0.325049758515507"
"Satisfactory","2014","Couple + C. LE 16 ","1943","0.282756664048585","0.272104548298643","0.293408779798528"
"Satisfactory","2014","Couple + C. GT 16 ","905","0.304317557677297","0.288070629217655","0.320564486136938"
"Satisfactory","2014","Couple + C. LE and GT 16","624","0.263660800361767","0.245434368264692","0.281887232458843"
"Less good","2014","1-pers.-HH","687","0.183728754790254","0.171187660114699","0.196269849465809"
"Less good","2014","(Married) couple without C. ","1406","0.182011912803968","0.173558775030995","0.19046505057694"
"Less good","2014","Single parent ","394","0.165772309109489","0.151062039348278","0.180482578870699"
"Less good","2014","Couple + C. LE 16 ","646","0.0930477678837005","0.0861764288363734","0.0999191069310276"
"Less good","2014","Couple + C. GT 16 ","363","0.123394100232462","0.111780907483982","0.135007292980941"
"Less good","2014","Couple + C. LE and GT 16","228","0.102255926677282","0.0897227709444957","0.114789082410068"
"Poor","2014","1-pers.-HH","209","0.0596628335453173","0.0519923389153781","0.0673333281752565"
"Poor","2014","(Married) couple without C. ","369","0.0451024494740656","0.0405559933419098","0.0496489056062214"
"Poor","2014","Single parent ","94","0.0379245132464327","0.0303686006581438","0.0454804258347215"
"Poor","2014","Couple + C. LE 16 ","97","0.0114202487724676","0.00890697482690468","0.0139335227180305"
"Poor","2014","Couple + C. GT 16 ","82","0.0243922999227545","0.0189451888986771","0.0298394109468319"
"Poor","2014","Couple + C. LE and GT 16","60","0.0293655659923795","0.0223818438279133","0.0363492881568458"
"Very good","2015","1-pers.-HH","373","0.0787115003533298","0.0700753596723569","0.0873476410343027"
"Very good","2015","(Married) couple without C. ","627","0.0827246993354873","0.0766686889644032","0.0887807097065714"
"Very good","2015","Single parent ","276","0.11818133082933","0.105271347776453","0.131091313882206"
"Very good","2015","Couple + C. LE 16 ","907","0.12388074052035","0.116042967604071","0.131718513436629"
"Very good","2015","Couple + C. GT 16 ","348","0.126153458470892","0.114202495284715","0.138104421657069"
"Very good","2015","Couple + C. LE and GT 16","356","0.161307539997532","0.146082480787988","0.176532599207075"
"Good","2015","1-pers.-HH","1224","0.329711883969732","0.3146353729947","0.344788394944765"
"Good","2015","(Married) couple without C. ","2737","0.332936025881662","0.322575464199372","0.343296587563952"
"Good","2015","Single parent ","932","0.404313497306127","0.3846875969625","0.423939397649754"
"Good","2015","Couple + C. LE 16 ","3340","0.492487060890144","0.480593000523529","0.50438112125676"
"Good","2015","Couple + C. GT 16 ","1254","0.406533343716088","0.388853354741409","0.424213332690766"
"Good","2015","Couple + C. LE and GT 16","1002","0.468433461156426","0.447778087325619","0.489088834987232"
"Satisfactory","2015","1-pers.-HH","1243","0.338354451458418","0.323180404186594","0.353528498730241"
"Satisfactory","2015","(Married) couple without C. ","2916","0.367221224277091","0.356623588222642","0.37781886033154"
"Satisfactory","2015","Single parent ","725","0.301649188791624","0.283294395778464","0.320003981804784"
"Satisfactory","2015","Couple + C. LE 16 ","1822","0.276112067410852","0.265475842095313","0.28674829272639"
"Satisfactory","2015","Couple + C. GT 16 ","920","0.317925599332981","0.301164042013922","0.334687156652041"
"Satisfactory","2015","Couple + C. LE and GT 16","603","0.244793505303835","0.2269958377353","0.26259117287237"
"Less good","2015","1-pers.-HH","691","0.191876672773886","0.179248145716625","0.204505199831148"
"Less good","2015","(Married) couple without C. ","1309","0.166827463025328","0.158631114679733","0.175023811370922"
"Less good","2015","Single parent ","369","0.134247044187774","0.120613431657","0.147880656718548"
"Less good","2015","Couple + C. LE 16 ","628","0.0963048453383201","0.0892863468234545","0.103323343853186"
"Less good","2015","Couple + C. GT 16 ","373","0.127413005615018","0.115411188895758","0.139414822334278"
"Less good","2015","Couple + C. LE and GT 16","239","0.103362506422758","0.0907610642596985","0.115963948585818"
"Poor","2015","1-pers.-HH","204","0.0613454914446344","0.0536498114886525","0.0690411714006162"
"Poor","2015","(Married) couple without C. ","359","0.0502905874804314","0.0454859802842338","0.055095194676629"
"Poor","2015","Single parent ","100","0.0416089388851451","0.033622994397949","0.0495948833723412"
"Poor","2015","Couple + C. LE 16 ","90","0.0112152858403341","0.00870995426601743","0.0137206174146509"
"Poor","2015","Couple + C. GT 16 ","70","0.0219745928650212","0.0166977856303827","0.0272514000996597"
"Poor","2015","Couple + C. LE and GT 16","42","0.0221029871194493","0.0160174021310949","0.0281885721078037"
"Very good","2016","1-pers.-HH","771","0.0864310824654751","0.0782191759048645","0.0946429890260856"
"Very good","2016","(Married) couple without C. ","518","0.0636441769268786","0.058135503252566","0.0691528506011912"
"Very good","2016","Single parent ","369","0.1206640818026","0.107931048729066","0.133397114876134"
"Very good","2016","Couple + C. LE 16 ","1460","0.130891011573456","0.123372179647107","0.138409843499805"
"Very good","2016","Couple + C. GT 16 ","349","0.114666321244347","0.102937807208839","0.126394835279855"
"Very good","2016","Couple + C. LE and GT 16","443","0.156169996775248","0.141968389048872","0.170371604501625"
"Good","2016","1-pers.-HH","1400","0.316633749450135","0.303039860100979","0.330227638799292"
"Good","2016","(Married) couple without C. ","2600","0.349485092194998","0.338725638879798","0.360244545510197"
"Good","2016","Single parent ","925","0.397559269694664","0.378428891334518","0.41668964805481"
"Good","2016","Couple + C. LE 16 ","3507","0.490121666376035","0.478977602989407","0.501265729762664"
"Good","2016","Couple + C. GT 16 ","1178","0.433188807816395","0.414948616816705","0.451428998816084"
"Good","2016","Couple + C. LE and GT 16","1081","0.46879922678401","0.449276790104003","0.488321663464018"
"Satisfactory","2016","1-pers.-HH","1344","0.342389355753235","0.328522343159582","0.356256368346889"
"Satisfactory","2016","(Married) couple without C. ","2789","0.365656971744336","0.354789055924072","0.3765248875646"
"Satisfactory","2016","Single parent ","679","0.2803117182718","0.262754395354796","0.297869041188805"
"Satisfactory","2016","Couple + C. LE 16 ","1885","0.272228203945332","0.262305671823757","0.282150736066907"
"Satisfactory","2016","Couple + C. GT 16 ","881","0.304764664498596","0.287820514634623","0.321708814362569"
"Satisfactory","2016","Couple + C. LE and GT 16","645","0.259358985666101","0.242212869613636","0.276505101718565"
"Less good","2016","1-pers.-HH","742","0.194497450657842","0.182930236354754","0.20606466496093"
"Less good","2016","(Married) couple without C. ","1301","0.176501085816334","0.167898035611432","0.185104136021235"
"Less good","2016","Single parent ","414","0.161897031797935","0.147497990179565","0.176296073416304"
"Less good","2016","Couple + C. LE 16 ","728","0.0902277887938953","0.0838408194030898","0.0966147581847008"
"Less good","2016","Couple + C. GT 16 ","351","0.12098636906095","0.108982048453162","0.132990689668737"
"Less good","2016","Couple + C. LE and GT 16","261","0.0887941591370503","0.0776662985207693","0.0999220197533313"
"Poor","2016","1-pers.-HH","241","0.0600483616733127","0.0531054490212131","0.0669912743254123"
"Poor","2016","(Married) couple without C. ","336","0.0447126733174539","0.0400489843609583","0.0493763622739496"
"Poor","2016","Single parent ","127","0.0395678984330017","0.031947629823258","0.0471881670427455"
"Poor","2016","Couple + C. LE 16 ","150","0.0165313293112809","0.0136888815134271","0.0193737771091348"
"Poor","2016","Couple + C. GT 16 ","76","0.0263938373797132","0.020492988605475","0.0322946861539513"
"Poor","2016","Couple + C. LE and GT 16","80","0.0268776316375908","0.0205507391180341","0.0332045241571475"
"Very good","2017","1-pers.-HH","913","0.0891142722842457","0.0812687641061308","0.0969597804623606"
"Very good","2017","(Married) couple without C. ","617","0.0725496884578674","0.0670202621954163","0.0780791147203184"
"Very good","2017","Single parent ","392","0.125353724006868","0.112710942654965","0.137996505358772"
"Very good","2017","Couple + C. LE 16 ","1639","0.137785695872942","0.130344070333188","0.145227321412695"
"Very good","2017","Couple + C. GT 16 ","434","0.118093695846229","0.107196314065809","0.128991077626648"
"Very good","2017","Couple + C. LE and GT 16","536","0.162142349495943","0.148678767821301","0.175605931170584"
"Good","2017","1-pers.-HH","1625","0.318759729460044","0.305927639977255","0.331591818942834"
"Good","2017","(Married) couple without C. ","3080","0.350790005963898","0.340617377720954","0.360962634206842"
"Good","2017","Single parent ","973","0.362411827341559","0.344057896598244","0.380765758084875"
"Good","2017","Couple + C. LE 16 ","3715","0.486705720361376","0.475914400352206","0.497497040370545"
"Good","2017","Couple + C. GT 16 ","1395","0.41122073413196","0.394605313454967","0.427836154808952"
"Good","2017","Couple + C. LE and GT 16","1207","0.466407347735274","0.448184557722181","0.484630137748367"
"Satisfactory","2017","1-pers.-HH","1463","0.340492351874521","0.327443295809485","0.353541407939557"
"Satisfactory","2017","(Married) couple without C. ","3069","0.368920185694741","0.358634687717978","0.379205683671505"
"Satisfactory","2017","Single parent ","779","0.31926883024522","0.301468672125521","0.337068988364919"
"Satisfactory","2017","Couple + C. LE 16 ","2047","0.269541408487786","0.259961338509203","0.279121478466368"
"Satisfactory","2017","Couple + C. GT 16 ","1023","0.316538383900161","0.300832302625598","0.332244465174725"
"Satisfactory","2017","Couple + C. LE and GT 16","740","0.266664396909447","0.250511100528468","0.282817693290426"
"Less good","2017","1-pers.-HH","823","0.199011187988794","0.188016890872606","0.210005485104982"
"Less good","2017","(Married) couple without C. ","1342","0.164812019046372","0.156903347722542","0.172720690370202"
"Less good","2017","Single parent ","393","0.155154575066239","0.141330734935663","0.168978415196816"
"Less good","2017","Couple + C. LE 16 ","724","0.0955280683065771","0.0891817598188404","0.101874376794314"
"Less good","2017","Couple + C. GT 16 ","425","0.126001548379922","0.114795800211531","0.137207296548312"
"Less good","2017","Couple + C. LE and GT 16","311","0.0839093158045765","0.0737818314272848","0.0940368001818682"
"Poor","2017","1-pers.-HH","242","0.0526224583923953","0.0464740514030389","0.0587708653817516"
"Poor","2017","(Married) couple without C. ","346","0.0429281008371213","0.0386073413768508","0.0472488602973919"
"Poor","2017","Single parent ","98","0.0378110433401133","0.0305282615789838","0.0450938251012429"
"Poor","2017","Couple + C. LE 16 ","116","0.0104391069713202","0.00824473084448317","0.0126334830981572"
"Poor","2017","Couple + C. GT 16 ","92","0.0281456377417284","0.0225608878737469","0.03373038760971"
"Poor","2017","Couple + C. LE and GT 16","85","0.0208765900547599","0.01565412241843","0.0260990576910899"
"Very good","2018","1-pers.-HH","796","0.0866840689722624","0.0788282240352182","0.0945399139093066"
"Very good","2018","(Married) couple without C. ","648","0.0771797979902334","0.0713921702185675","0.0829674257618992"
"Very good","2018","Single parent ","437","0.138076357846735","0.124744009051428","0.151408706642041"
"Very good","2018","Couple + C. LE 16 ","1459","0.146317928479434","0.138197132529837","0.154438724429031"
"Very good","2018","Couple + C. GT 16 ","425","0.131439110151025","0.119598416121747","0.143279804180302"
"Very good","2018","Couple + C. LE and GT 16","584","0.158297919146337","0.144828050787675","0.171767787504999"
"Good","2018","1-pers.-HH","1594","0.325922080071065","0.31283554468167","0.339008615460461"
"Good","2018","(Married) couple without C. ","2870","0.343068249025677","0.332772910869055","0.353363587182298"
"Good","2018","Single parent ","929","0.364550924233076","0.34595010437095","0.383151744095201"
"Good","2018","Couple + C. LE 16 ","3270","0.487954632570638","0.476469244091867","0.499440021049408"
"Good","2018","Couple + C. GT 16 ","1301","0.421734174188785","0.404428127156127","0.439040221221443"
"Good","2018","Couple + C. LE and GT 16","1155","0.462901828003144","0.444501827580533","0.481301828425756"
"Satisfactory","2018","1-pers.-HH","1506","0.349640823534379","0.336327072086818","0.36295457498194"
"Satisfactory","2018","(Married) couple without C. ","2999","0.377209776265975","0.366698569243898","0.387720983288052"
"Satisfactory","2018","Single parent ","749","0.299073439204831","0.281378959783312","0.31676791862635"
"Satisfactory","2018","Couple + C. LE 16 ","1809","0.265534249749526","0.255387013000741","0.275681486498312"
"Satisfactory","2018","Couple + C. GT 16 ","949","0.301077581004617","0.285001935765138","0.317153226244096"
"Satisfactory","2018","Couple + C. LE and GT 16","744","0.262066381463787","0.24583853641777","0.278294226509804"
"Less good","2018","1-pers.-HH","795","0.18518153005421","0.174336219115006","0.196026840993414"
"Less good","2018","(Married) couple without C. ","1308","0.159283041899761","0.151347074030186","0.167219009769336"
"Less good","2018","Single parent ","354","0.155481707825345","0.141477556646828","0.169485859003861"
"Less good","2018","Couple + C. LE 16 ","639","0.0906390363374479","0.084042324106968","0.0972357485679279"
"Less good","2018","Couple + C. GT 16 ","363","0.120741491301176","0.109323195844646","0.132159786757706"
"Less good","2018","Couple + C. LE and GT 16","264","0.09497955540992","0.0841604635256777","0.105798647294162"
"Poor","2018","1-pers.-HH","237","0.0525714973680828","0.0463404487778362","0.0588025459583295"
"Poor","2018","(Married) couple without C. ","343","0.0432591348183537","0.0388472282849189","0.0476710413517885"
"Poor","2018","Single parent ","103","0.0428175708900139","0.0349937125135948","0.050641429266433"
"Poor","2018","Couple + C. LE 16 ","99","0.00955415286295392","0.00731896924230124","0.0117893364836066"
"Poor","2018","Couple + C. GT 16 ","90","0.0250076433543973","0.0195355725535962","0.0304797141551983"
"Poor","2018","Couple + C. LE and GT 16","74","0.0217543159768116","0.0163710822735657","0.0271375496800575"
"Very good","2019","1-pers.-HH","724","0.0837241016070962","0.0760066906890711","0.0914415125251213"
"Very good","2019","(Married) couple without C. ","757","0.0720276029934989","0.0665887760724061","0.0774664299145917"
"Very good","2019","Single parent ","365","0.152634698672287","0.138125144628988","0.167144252715587"
"Very good","2019","Couple + C. LE 16 ","1368","0.153443376522508","0.144898989517132","0.161987763527885"
"Very good","2019","Couple + C. GT 16 ","417","0.116493375674163","0.105189081350586","0.127797669997741"
"Very good","2019","Couple + C. LE and GT 16","562","0.163985361600551","0.150324469277903","0.177646253923199"
"Good","2019","1-pers.-HH","1687","0.331294376952325","0.318179694921894","0.344409058982757"
"Good","2019","(Married) couple without C. ","3272","0.368678864005298","0.358529530737684","0.378828197272911"
"Good","2019","Single parent ","894","0.344065554255826","0.324899050150688","0.363232058360964"
"Good","2019","Couple + C. LE 16 ","3133","0.487024595192509","0.475175026306528","0.49887416407849"
"Good","2019","Couple + C. GT 16 ","1381","0.447915977225065","0.430393770377421","0.46543818407271"
"Good","2019","Couple + C. LE and GT 16","1194","0.449614089018438","0.431260407293717","0.467967770743159"
"Satisfactory","2019","1-pers.-HH","1512","0.343544435349405","0.330312378083311","0.356776492615498"
"Satisfactory","2019","(Married) couple without C. ","3043","0.357554626070441","0.347471910125254","0.367637342015628"
"Satisfactory","2019","Single parent ","693","0.32008777087609","0.301266321806985","0.338909219945194"
"Satisfactory","2019","Couple + C. LE 16 ","1651","0.265860519769692","0.255386942374411","0.276334097164972"
"Satisfactory","2019","Couple + C. GT 16 ","855","0.291940350095842","0.275920076763532","0.307960623428152"
"Satisfactory","2019","Couple + C. LE and GT 16","720","0.269573318251925","0.253201521171999","0.285945115331851"
"Less good","2019","1-pers.-HH","814","0.197441930778439","0.186350408061485","0.208533453495394"
"Less good","2019","(Married) couple without C. ","1282","0.158835958638074","0.151146372041233","0.166525545234915"
"Less good","2019","Single parent ","321","0.148353906446975","0.134013179650654","0.162694633243296"
"Less good","2019","Couple + C. LE 16 ","579","0.0832647623453155","0.0767149113897082","0.0898146133009228"
"Less good","2019","Couple + C. GT 16 ","366","0.117796049788934","0.106437109963966","0.129154989613902"
"Less good","2019","Couple + C. LE and GT 16","273","0.0891544905453501","0.0786405974112742","0.0996683836794261"
"Poor","2019","1-pers.-HH","211","0.0439951553127345","0.0382808200151518","0.0497094906103171"
"Poor","2019","(Married) couple without C. ","326","0.0429029482926883","0.0386400027318002","0.0471658938535764"
"Poor","2019","Single parent ","87","0.034858069748822","0.0274579397563883","0.0422581997412557"
"Poor","2019","Couple + C. LE 16 ","104","0.0104067461699757","0.00800091761368986","0.0128125747262615"
"Poor","2019","Couple + C. GT 16 ","75","0.0258542472159952","0.0202622640465977","0.0314462303853928"
"Poor","2019","Couple + C. LE and GT 16","73","0.0276727405837357","0.02162069900619","0.0337247821612813"
