"ple0008","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Satisfactory","1993","66 and older","Couple + C. GT 16 ","","","","","3"
"Satisfactory","1993","66 and older","Couple + C. LE and GT 16","","","","","3"
"Satisfactory","1993","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Satisfactory","1993","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Satisfactory","1993","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Satisfactory","1993","66 and older","1-pers.-HH","","","","","3"
"Satisfactory","1993","66 and older","Single parent ","","","","","3"
"Satisfactory","1993","66 and older","Couple + C. LE 16 ","","","","","3"
"Very good","1993","16-34 y.","1-pers.-HH","","","","","1"
"Very good","1993","16-34 y.","(Married) couple without C. ","","","","","1"
"Very good","1993","16-34 y.","Single parent ","","","","","1"
"Very good","1993","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very good","1993","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very good","1993","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very good","1993","35-65 y.","1-pers.-HH","","","","","1"
"Very good","1993","35-65 y.","(Married) couple without C. ","","","","","1"
"Very good","1993","35-65 y.","Single parent ","","","","","1"
"Very good","1993","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very good","1993","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very good","1993","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very good","1993","66 and older","1-pers.-HH","","","","","1"
"Very good","1993","66 and older","(Married) couple without C. ","","","","","1"
"Very good","1993","66 and older","Single parent ","","","","","1"
"Very good","1993","66 and older","Couple + C. LE 16 ","","","","","1"
"Very good","1993","66 and older","Couple + C. GT 16 ","","","","","1"
"Very good","1993","66 and older","Couple + C. LE and GT 16","","","","","1"
"Good","1994","16-34 y.","(Married) couple without C. ","460","0.524685549649469","0.491501565647791","0.557869533651146","2"
"Good","1994","16-34 y.","1-pers.-HH","201","0.523633266815054","0.473937825037546","0.573328708592563","2"
"Good","1994","16-34 y.","Couple + C. LE 16 ","798","0.512027603304266","0.486948318968167","0.537106887640364","2"
"Good","1994","16-34 y.","Single parent ","131","0.449802665108105","0.391324202518419","0.50828112769779","2"
"Good","1994","16-34 y.","Couple + C. GT 16 ","487","0.532442640217594","0.500495487449212","0.564389792985977","2"
"Good","1994","35-65 y.","(Married) couple without C. ","554","0.324477410640826","0.302861035451196","0.346093785830455","2"
"Good","1994","35-65 y.","Couple + C. LE and GT 16","321","0.459542450555938","0.423266174385844","0.495818726726031","2"
"Good","1994","66 and older","1-pers.-HH","95","0.160390258137243","0.129148326057951","0.191632190216536","2"
"Good","1994","66 and older","Couple + C. LE 16 ","","","","","2"
"Good","1994","66 and older","Couple + C. GT 16 ","20","","","","2"
"Good","1994","16-34 y.","Couple + C. LE and GT 16","221","0.511209523317326","0.465278805956515","0.557140240678137","2"
"Good","1994","35-65 y.","1-pers.-HH","155","0.291799897673831","0.251631352765054","0.331968442582607","2"
"Good","1994","35-65 y.","Single parent ","87","0.338017296444834","0.280629358452367","0.395405234437301","2"
"Good","1994","35-65 y.","Couple + C. LE 16 ","700","0.468136267423046","0.442834018450108","0.493438516395983","2"
"Good","1994","35-65 y.","Couple + C. GT 16 ","505","0.345356081946828","0.320720410859028","0.369991753034628","2"
"Good","1994","66 and older","(Married) couple without C. ","145","0.189465403193617","0.160979393136671","0.217951413250563","2"
"Good","1994","66 and older","Single parent ","6","","","","2"
"Good","1994","66 and older","Couple + C. LE and GT 16","","","","","2"
"Less good","1994","16-34 y.","(Married) couple without C. ","54","0.0620031231493503","0.0459782004298392","0.0780280458688615","4"
"Less good","1994","16-34 y.","Couple + C. LE 16 ","121","0.0820477090454447","0.0682783378196458","0.0958170802712436","4"
"Less good","1994","16-34 y.","Couple + C. GT 16 ","42","0.0417564379264286","0.0289485366174018","0.0545643392354554","4"
"Less good","1994","16-34 y.","Single parent ","22","","","","4"
"Less good","1994","16-34 y.","1-pers.-HH","32","0.093253875633308","0.0643198722913944","0.122187878975222","4"
"Less good","1994","35-65 y.","(Married) couple without C. ","359","0.197742231723045","0.179352415935794","0.216132047510295","4"
"Less good","1994","66 and older","Couple + C. LE 16 ","1","","","","4"
"Less good","1994","66 and older","Couple + C. LE and GT 16","1","","","","4"
"Less good","1994","16-34 y.","Couple + C. LE and GT 16","18","","","","4"
"Less good","1994","35-65 y.","1-pers.-HH","100","0.20660566866124","0.1708305401259","0.242380797196581","4"
"Less good","1994","35-65 y.","Single parent ","48","0.167834611921047","0.12249545649147","0.213173767350625","4"
"Less good","1994","35-65 y.","Couple + C. LE 16 ","172","0.106441250512654","0.0908029580037488","0.12207954302156","4"
"Less good","1994","35-65 y.","Couple + C. GT 16 ","236","0.165132071379048","0.145894383359062","0.184369759399034","4"
"Less good","1994","35-65 y.","Couple + C. LE and GT 16","97","0.124099988006614","0.100101038960923","0.148098937052305","4"
"Less good","1994","66 and older","1-pers.-HH","141","0.277807344753139","0.239673679346354","0.315941010159925","4"
"Less good","1994","66 and older","(Married) couple without C. ","176","0.249735497489998","0.2182704621502","0.281200532829796","4"
"Less good","1994","66 and older","Single parent ","9","","","","4"
"Less good","1994","66 and older","Couple + C. GT 16 ","25","","","","4"
"Poor","1994","16-34 y.","(Married) couple without C. ","10","","","","5"
"Poor","1994","16-34 y.","1-pers.-HH","3","","","","5"
"Poor","1994","16-34 y.","Couple + C. GT 16 ","10","","","","5"
"Poor","1994","16-34 y.","Couple + C. LE and GT 16","2","","","","5"
"Poor","1994","35-65 y.","Couple + C. LE 16 ","33","0.0218361350561517","0.0144253112875007","0.0292469588248027","5"
"Poor","1994","16-34 y.","Single parent ","7","","","","5"
"Poor","1994","16-34 y.","Couple + C. LE 16 ","10","","","","5"
"Poor","1994","35-65 y.","1-pers.-HH","34","0.0680884001427031","0.0458302297199433","0.0903465705654629","5"
"Poor","1994","35-65 y.","(Married) couple without C. ","83","0.0478649024729862","0.0380082697533104","0.057721535192662","5"
"Poor","1994","35-65 y.","Single parent ","10","","","","5"
"Poor","1994","35-65 y.","Couple + C. GT 16 ","58","0.0341176334094985","0.0247121777115615","0.0435230891074356","5"
"Poor","1994","35-65 y.","Couple + C. LE and GT 16","16","","","","5"
"Poor","1994","66 and older","1-pers.-HH","70","0.146958776322469","0.116815328241811","0.177102224403126","5"
"Poor","1994","66 and older","(Married) couple without C. ","73","0.103426863446187","0.0812913080151868","0.125562418877188","5"
"Poor","1994","66 and older","Single parent ","7","","","","5"
"Poor","1994","66 and older","Couple + C. LE 16 ","","","","","5"
"Poor","1994","66 and older","Couple + C. GT 16 ","12","","","","5"
"Poor","1994","66 and older","Couple + C. LE and GT 16","","","","","5"
"Satisfactory","1994","16-34 y.","1-pers.-HH","92","0.23626918675539","0.194001748405709","0.27853662510507","3"
"Satisfactory","1994","16-34 y.","(Married) couple without C. ","176","0.218793286493723","0.191321402489896","0.24626517049755","3"
"Satisfactory","1994","16-34 y.","Single parent ","61","0.225168387931782","0.176068209784655","0.274268566078908","3"
"Satisfactory","1994","16-34 y.","Couple + C. GT 16 ","157","0.172284396438551","0.148105201335065","0.196463591542037","3"
"Satisfactory","1994","35-65 y.","(Married) couple without C. ","724","0.387448486427371","0.364955403175","0.409941569679741","3"
"Satisfactory","1994","66 and older","Couple + C. GT 16 ","34","0.369445838440192","0.270279567459495","0.468612109420889","3"
"Satisfactory","1994","66 and older","Couple + C. LE and GT 16","","","","","3"
"Satisfactory","1994","16-34 y.","Couple + C. LE 16 ","368","0.242969472706509","0.221451399722529","0.264487545690489","3"
"Satisfactory","1994","16-34 y.","Couple + C. LE and GT 16","86","0.171289135429015","0.136670589880471","0.20590768097756","3"
"Satisfactory","1994","35-65 y.","1-pers.-HH","170","0.358985412727733","0.316597903559504","0.401372921895963","3"
"Satisfactory","1994","35-65 y.","Single parent ","100","0.395993661314017","0.336661153840238","0.455326168787797","3"
"Satisfactory","1994","35-65 y.","Couple + C. LE 16 ","484","0.338629949570379","0.314632906143883","0.362626992996875","3"
"Satisfactory","1994","35-65 y.","Couple + C. GT 16 ","579","0.423649112205971","0.398047052403071","0.44925117200887","3"
"Satisfactory","1994","35-65 y.","Couple + C. LE and GT 16","238","0.330781003602967","0.296533138977364","0.365028868228569","3"
"Satisfactory","1994","66 and older","1-pers.-HH","213","0.392422950234063","0.350852183395981","0.433993717072145","3"
"Satisfactory","1994","66 and older","(Married) couple without C. ","323","0.444743815277364","0.408620920454541","0.480866710100186","3"
"Satisfactory","1994","66 and older","Single parent ","19","","","","3"
"Satisfactory","1994","66 and older","Couple + C. LE 16 ","","","","","3"
"Very good","1994","16-34 y.","1-pers.-HH","60","0.139756838682694","0.105256021903882","0.174257655461506","1"
"Very good","1994","16-34 y.","(Married) couple without C. ","170","0.184463258372345","0.158690246818635","0.210236269926054","1"
"Very good","1994","16-34 y.","Single parent ","57","0.204438858277781","0.157031670040653","0.25184604651491","1"
"Very good","1994","16-34 y.","Couple + C. LE 16 ","229","0.159353611021373","0.140989984364911","0.177717237677835","1"
"Very good","1994","16-34 y.","Couple + C. GT 16 ","241","0.245079180058038","0.217538021445405","0.272620338670671","1"
"Very good","1994","16-34 y.","Couple + C. LE and GT 16","128","0.269070294116209","0.228321658143002","0.309818930089415","1"
"Very good","1994","35-65 y.","1-pers.-HH","33","0.0745206207944922","0.0513153230593015","0.0977259185296828","1"
"Very good","1994","35-65 y.","(Married) couple without C. ","82","0.0424669687357728","0.0331564643047846","0.051777473166761","1"
"Very good","1994","35-65 y.","Single parent ","16","","","","1"
"Very good","1994","35-65 y.","Couple + C. LE 16 ","105","0.0649563974377691","0.0524595724127353","0.0774532224628029","1"
"Very good","1994","35-65 y.","Couple + C. GT 16 ","53","0.0317451010586546","0.0226614282508641","0.040828773866445","1"
"Very good","1994","35-65 y.","Couple + C. LE and GT 16","53","0.067969746517359","0.0496486308015355","0.0862908622331826","1"
"Very good","1994","66 and older","1-pers.-HH","11","","","","1"
"Very good","1994","66 and older","(Married) couple without C. ","10","","","","1"
"Very good","1994","66 and older","Single parent ","","","","","1"
"Very good","1994","66 and older","Couple + C. LE 16 ","","","","","1"
"Very good","1994","66 and older","Couple + C. GT 16 ","","","","","1"
"Very good","1994","66 and older","Couple + C. LE and GT 16","","","","","1"
"Good","1995","16-34 y.","Couple + C. LE 16 ","854","0.545842657418551","0.521031910399927","0.570653404437176","2"
"Good","1995","16-34 y.","1-pers.-HH","206","0.525260957883891","0.477042366596054","0.573479549171728","2"
"Good","1995","16-34 y.","Single parent ","136","0.410333395372374","0.354671349890581","0.465995440854168","2"
"Good","1995","35-65 y.","1-pers.-HH","181","0.351407836826402","0.309728155238165","0.393087518414639","2"
"Good","1995","35-65 y.","(Married) couple without C. ","549","0.318047166062114","0.296825222210809","0.339269109913418","2"
"Good","1995","35-65 y.","Couple + C. LE and GT 16","332","0.464797758374128","0.429221064280355","0.500374452467902","2"
"Good","1995","66 and older","Couple + C. LE 16 ","","","","","2"
"Good","1995","66 and older","Couple + C. GT 16 ","19","","","","2"
"Good","1995","16-34 y.","(Married) couple without C. ","493","0.565844264714159","0.533658774148786","0.598029755279532","2"
"Good","1995","16-34 y.","Couple + C. GT 16 ","492","0.534700755894687","0.502965898043334","0.566435613746041","2"
"Good","1995","16-34 y.","Couple + C. LE and GT 16","258","0.54778981140911","0.503766319076244","0.591813303741975","2"
"Good","1995","35-65 y.","Single parent ","110","0.405616519695049","0.347689026821632","0.463544012568465","2"
"Good","1995","66 and older","1-pers.-HH","89","0.15469261712585","0.124136435856299","0.185248798395402","2"
"Good","1995","35-65 y.","Couple + C. LE 16 ","754","0.448052461659366","0.42371589868552","0.472389024633211","2"
"Good","1995","35-65 y.","Couple + C. GT 16 ","507","0.338058661797327","0.313718684400219","0.362398639194435","2"
"Good","1995","66 and older","(Married) couple without C. ","161","0.20472787872176","0.17590767971605","0.23354807772747","2"
"Good","1995","66 and older","Single parent ","10","","","","2"
"Good","1995","66 and older","Couple + C. LE and GT 16","","","","","2"
"Less good","1995","16-34 y.","1-pers.-HH","28","","","","4"
"Less good","1995","16-34 y.","(Married) couple without C. ","53","0.0630177894955228","0.0472385467317041","0.0787970322593416","4"
"Less good","1995","16-34 y.","Single parent ","26","","","","4"
"Less good","1995","16-34 y.","Couple + C. LE 16 ","97","0.0625448835867603","0.0504785849354863","0.0746111822380344","4"
"Less good","1995","35-65 y.","(Married) couple without C. ","386","0.204089080516076","0.18572351343123","0.222454647600922","4"
"Less good","1995","66 and older","(Married) couple without C. ","189","0.245289019227095","0.214557785850341","0.276020252603849","4"
"Less good","1995","16-34 y.","Couple + C. LE and GT 16","24","","","","4"
"Less good","1995","35-65 y.","1-pers.-HH","90","0.180420045855146","0.146848535440083","0.21399155627021","4"
"Less good","1995","35-65 y.","Single parent ","48","0.151680925712481","0.109361608576551","0.19400024284841","4"
"Less good","1995","16-34 y.","Couple + C. GT 16 ","47","0.0545258943539871","0.0400801074801347","0.0689716812278395","4"
"Less good","1995","35-65 y.","Couple + C. LE 16 ","159","0.0936687897068266","0.0794098631798322","0.107927716233821","4"
"Less good","1995","35-65 y.","Couple + C. GT 16 ","260","0.181894879619256","0.162046311729239","0.201743447509274","4"
"Less good","1995","35-65 y.","Couple + C. LE and GT 16","108","0.131583415198936","0.10747108142361","0.155695748974263","4"
"Less good","1995","66 and older","1-pers.-HH","141","0.290597132121253","0.252230905734904","0.328963358507601","4"
"Less good","1995","66 and older","Single parent ","7","","","","4"
"Less good","1995","66 and older","Couple + C. LE 16 ","","","","","4"
"Less good","1995","66 and older","Couple + C. GT 16 ","28","","","","4"
"Less good","1995","66 and older","Couple + C. LE and GT 16","","","","","4"
"Poor","1995","16-34 y.","1-pers.-HH","7","","","","5"
"Poor","1995","16-34 y.","(Married) couple without C. ","7","","","","5"
"Poor","1995","16-34 y.","Single parent ","4","","","","5"
"Poor","1995","16-34 y.","Couple + C. LE and GT 16","3","","","","5"
"Poor","1995","66 and older","1-pers.-HH","67","0.130947749448182","0.102442232794856","0.159453266101508","5"
"Poor","1995","66 and older","(Married) couple without C. ","77","0.10852337596312","0.0863073062010624","0.130739445725177","5"
"Poor","1995","16-34 y.","Couple + C. LE 16 ","16","","","","5"
"Poor","1995","16-34 y.","Couple + C. GT 16 ","8","","","","5"
"Poor","1995","35-65 y.","1-pers.-HH","29","","","","5"
"Poor","1995","35-65 y.","(Married) couple without C. ","85","0.0461909633585678","0.036626261147517","0.0557556655696187","5"
"Poor","1995","35-65 y.","Single parent ","11","","","","5"
"Poor","1995","35-65 y.","Couple + C. LE 16 ","27","","","","5"
"Poor","1995","35-65 y.","Couple + C. GT 16 ","64","0.0419752677158027","0.0316571736549774","0.0522933617766281","5"
"Poor","1995","35-65 y.","Couple + C. LE and GT 16","23","","","","5"
"Poor","1995","66 and older","Single parent ","6","","","","5"
"Poor","1995","66 and older","Couple + C. LE 16 ","","","","","5"
"Poor","1995","66 and older","Couple + C. GT 16 ","9","","","","5"
"Poor","1995","66 and older","Couple + C. LE and GT 16","","","","","5"
