"ple0008","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Poor","1993","Not Employed","Not Working","","","","","5"
"Poor","1993","Employed","Full Time","","","","","5"
"Poor","1993","Employed","Part Time","","","","","5"
"Poor","1993","Employed","Not Working","","","","","5"
"Satisfactory","1993","Not Employed","Part Time","","","","","3"
"Satisfactory","1993","Not Employed","Full Time","","","","","3"
"Satisfactory","1993","Not Employed","Not Working","","","","","3"
"Satisfactory","1993","Employed","Full Time","","","","","3"
"Satisfactory","1993","Employed","Not Working","","","","","3"
"Satisfactory","1993","Employed","Part Time","","","","","3"
"Very good","1993","Not Employed","Full Time","","","","","1"
"Very good","1993","Not Employed","Part Time","","","","","1"
"Very good","1993","Not Employed","Not Working","","","","","1"
"Very good","1993","Employed","Full Time","","","","","1"
"Very good","1993","Employed","Part Time","","","","","1"
"Very good","1993","Employed","Not Working","","","","","1"
"Good","1994","Not Employed","Full Time","","","","","2"
"Good","1994","Not Employed","Part Time","","","","","2"
"Good","1994","Not Employed","Not Working","1422","0.271423205941442","0.258537337385193","0.28430907449769","2"
"Good","1994","Employed","Full Time","2789","0.461693318926868","0.449053685562682","0.474332952291055","2"
"Good","1994","Employed","Not Working","","","","","2"
"Good","1994","Employed","Part Time","1024","0.412921220169314","0.393086286406471","0.432756153932157","2"
"Less good","1994","Not Employed","Full Time","","","","","4"
"Less good","1994","Not Employed","Part Time","","","","","4"
"Less good","1994","Not Employed","Not Working","881","0.214823930216188","0.202923096196413","0.226724764235963","4"
"Less good","1994","Employed","Full Time","575","0.10465589678064","0.0968948618664549","0.112416931694826","4"
"Less good","1994","Employed","Part Time","312","0.132391603816803","0.118738196177483","0.146045011456123","4"
"Less good","1994","Employed","Not Working","","","","","4"
"Poor","1994","Not Employed","Full Time","","","","","5"
"Poor","1994","Not Employed","Part Time","","","","","5"
"Poor","1994","Not Employed","Not Working","339","0.0898268848861821","0.0815414041318795","0.0981123656404847","5"
"Poor","1994","Employed","Full Time","90","0.0145273187128629","0.0114937221495519","0.0175609152761739","5"
"Poor","1994","Employed","Part Time","49","0.0248940190110784","0.0186174489542396","0.0311705890679172","5"
"Poor","1994","Employed","Not Working","","","","","5"
"Satisfactory","1994","Not Employed","Full Time","","","","","3"
"Satisfactory","1994","Not Employed","Part Time","","","","","3"
"Satisfactory","1994","Employed","Full Time","1798","0.312087869832851","0.300340308398495","0.323835431267207","3"
"Satisfactory","1994","Not Employed","Not Working","1581","0.367467103758168","0.353496880923635","0.3814373265927","3"
"Satisfactory","1994","Employed","Part Time","714","0.317233954479104","0.298485099402225","0.335982809555983","3"
"Satisfactory","1994","Employed","Not Working","","","","","3"
"Very good","1994","Not Employed","Full Time","","","","","1"
"Very good","1994","Not Employed","Part Time","","","","","1"
"Very good","1994","Not Employed","Not Working","352","0.0564588751980206","0.0497708319991503","0.0631469183968908","1"
"Very good","1994","Employed","Full Time","724","0.107035595746778","0.0991972577719711","0.114873933721585","1"
"Very good","1994","Employed","Part Time","268","0.112559202523701","0.0998268351539762","0.125291569893426","1"
"Very good","1994","Employed","Not Working","","","","","1"
"Good","1995","Not Employed","Part Time","","","","","2"
"Good","1995","Not Employed","Full Time","","","","","2"
"Good","1995","Employed","Full Time","2785","0.469697196955736","0.456966685203009","0.482427708708463","2"
"Good","1995","Not Employed","Not Working","1479","0.268592205414712","0.256078206221973","0.281106204607451","2"
"Good","1995","Employed","Part Time","1219","0.457133252050237","0.438007042384097","0.476259461716378","2"
"Good","1995","Employed","Not Working","","","","","2"
"Less good","1995","Not Employed","Full Time","","","","","4"
"Less good","1995","Not Employed","Part Time","","","","","4"
"Less good","1995","Employed","Full Time","564","0.0959013009033921","0.0883903471490639","0.10341225465772","4"
"Less good","1995","Not Employed","Not Working","933","0.217037466173645","0.205398685786352","0.228676246560938","4"
"Less good","1995","Employed","Part Time","306","0.127743902169658","0.114927887920044","0.140559916419273","4"
"Less good","1995","Employed","Not Working","","","","","4"
"Poor","1995","Not Employed","Full Time","","","","","5"
"Poor","1995","Not Employed","Part Time","","","","","5"
"Poor","1995","Not Employed","Not Working","343","0.0852699661051201","0.0773847401561104","0.0931551920541297","5"
"Poor","1995","Employed","Full Time","84","0.0138144709088372","0.0108371794091403","0.016791762408534","5"
"Poor","1995","Employed","Part Time","58","0.0211396624132564","0.0156167230513526","0.0266626017751601","5"
"Poor","1995","Employed","Not Working","","","","","5"
"Satisfactory","1995","Not Employed","Part Time","","","","","3"
"Satisfactory","1995","Not Employed","Full Time","","","","","3"
"Satisfactory","1995","Not Employed","Not Working","1679","0.368421313729274","0.35480198401183","0.382040643446717","3"
"Satisfactory","1995","Employed","Full Time","1823","0.324366852745592","0.312425634818653","0.336308070672532","3"
"Satisfactory","1995","Employed","Part Time","744","0.298377643216469","0.280810718726003","0.315944567706935","3"
"Satisfactory","1995","Employed","Not Working","","","","","3"
"Very good","1995","Not Employed","Full Time","","","","","1"
"Very good","1995","Not Employed","Part Time","","","","","1"
"Very good","1995","Not Employed","Not Working","385","0.0606790485772494","0.0539384880342781","0.0674196091202208","1"
"Very good","1995","Employed","Full Time","648","0.0962201784864425","0.0886980747911683","0.103742282181717","1"
"Very good","1995","Employed","Part Time","279","0.0956055401503795","0.0843158671829452","0.106895213117814","1"
"Very good","1995","Employed","Not Working","","","","","1"
"Good","1996","Not Employed","Full Time","","","","","2"
"Good","1996","Not Employed","Part Time","","","","","2"
"Good","1996","Not Employed","Not Working","1349","0.253300730931337","0.240812732934211","0.265788728928464","2"
"Good","1996","Employed","Full Time","2754","0.480504230145819","0.467580319906749","0.493428140384889","2"
"Good","1996","Employed","Part Time","1157","0.416221199346799","0.39761773287368","0.434824665819917","2"
"Good","1996","Employed","Not Working","","","","","2"
"Less good","1996","Not Employed","Full Time","","","","","4"
"Less good","1996","Not Employed","Part Time","","","","","4"
"Less good","1996","Not Employed","Not Working","914","0.220181364758155","0.208282957767887","0.232079771748423","4"
"Less good","1996","Employed","Full Time","496","0.0902972034535789","0.0828833971957162","0.0977110097114416","4"
"Less good","1996","Employed","Not Working","","","","","4"
"Less good","1996","Employed","Part Time","299","0.106777870162631","0.0951224487104089","0.118433291614854","4"
"Poor","1996","Not Employed","Full Time","","","","","5"
"Poor","1996","Not Employed","Part Time","","","","","5"
"Poor","1996","Not Employed","Not Working","321","0.0821200492176055","0.0742365454750735","0.0900035529601374","5"
"Poor","1996","Employed","Full Time","74","0.0146523203507701","0.0115441682068824","0.0177604724946578","5"
"Poor","1996","Employed","Part Time","70","0.0243147299118645","0.0185017714855677","0.0301276883381612","5"
"Poor","1996","Employed","Not Working","","","","","5"
"Satisfactory","1996","Not Employed","Part Time","","","","","3"
"Satisfactory","1996","Not Employed","Full Time","","","","","3"
"Satisfactory","1996","Not Employed","Not Working","1713","0.384936091783614","0.370964169095225","0.398908014472004","3"
"Satisfactory","1996","Employed","Full Time","1796","0.317818126443916","0.305773488859378","0.329862764028453","3"
"Satisfactory","1996","Employed","Part Time","862","0.344100876105131","0.326171340855911","0.362030411354352","3"
"Satisfactory","1996","Employed","Not Working","","","","","3"
"Very good","1996","Not Employed","Full Time","","","","","1"
"Very good","1996","Not Employed","Part Time","","","","","1"
"Very good","1996","Not Employed","Not Working","362","0.0594617633092877","0.0526711522603665","0.0662523743582089","1"
"Very good","1996","Employed","Full Time","621","0.096728119605916","0.0890820202793018","0.10437421893253","1"
"Very good","1996","Employed","Part Time","309","0.108585324473574","0.0968435678492666","0.120327081097881","1"
"Very good","1996","Employed","Not Working","","","","","1"
"Good","1997","Not Employed","Full Time","","","","","2"
"Good","1997","Not Employed","Part Time","","","","","2"
"Good","1997","Not Employed","Not Working","1446","0.253984641576995","0.241596700220244","0.266372582933746","2"
"Good","1997","Employed","Part Time","1176","0.441312314263382","0.422047477718893","0.46057715080787","2"
"Good","1997","Employed","Full Time","2834","0.487215366157045","0.474125256205776","0.500305476108314","2"
"Good","1997","Employed","Not Working","","","","","2"
"Less good","1997","Not Employed","Full Time","","","","","4"
"Less good","1997","Not Employed","Part Time","","","","","4"
"Less good","1997","Not Employed","Not Working","889","0.208358199407982","0.196799973316023","0.219916425499942","4"
"Less good","1997","Employed","Full Time","451","0.0865993361602555","0.0792338189676677","0.0939648533528433","4"
"Less good","1997","Employed","Part Time","273","0.114747112042173","0.102381594038003","0.127112630046343","4"
"Less good","1997","Employed","Not Working","","","","","4"
"Poor","1997","Not Employed","Full Time","","","","","5"
"Poor","1997","Not Employed","Part Time","","","","","5"
"Poor","1997","Not Employed","Not Working","327","0.0813930564892253","0.0736112564078307","0.08917485657062","5"
"Poor","1997","Employed","Full Time","61","0.0117661574743378","0.00894217176816623","0.0145901431805094","5"
"Poor","1997","Employed","Part Time","72","0.0244535055306182","0.0184610846945863","0.0304459263666502","5"
"Poor","1997","Employed","Not Working","","","","","5"
"Satisfactory","1997","Not Employed","Full Time","","","","","3"
"Satisfactory","1997","Not Employed","Part Time","","","","","3"
"Satisfactory","1997","Not Employed","Not Working","1740","0.39642594189782","0.38250502487797","0.41034685891767","3"
"Satisfactory","1997","Employed","Full Time","1672","0.314347722284516","0.302189434323474","0.326506010245558","3"
"Satisfactory","1997","Employed","Part Time","776","0.314111956644833","0.296103495377611","0.332120417912055","3"
"Satisfactory","1997","Employed","Not Working","","","","","3"
"Very good","1997","Not Employed","Full Time","","","","","1"
"Very good","1997","Not Employed","Part Time","","","","","1"
"Very good","1997","Not Employed","Not Working","341","0.0598381606279774","0.05308803343975","0.0665882878162047","1"
"Very good","1997","Employed","Full Time","583","0.100071417923846","0.0922122900688655","0.107930545778826","1"
"Very good","1997","Employed","Part Time","255","0.105375111518994","0.0934627663847503","0.117287456653238","1"
"Very good","1997","Employed","Not Working","","","","","1"
"Good","1998","Not Employed","Full Time","","","","","2"
"Good","1998","Not Employed","Part Time","","","","","2"
"Good","1998","Not Employed","Not Working","1654","0.273361215112745","0.261495984506372","0.285226445719117","2"
"Good","1998","Employed","Full Time","3106","0.499484509469904","0.48683194865087","0.512137070288937","2"
"Good","1998","Employed","Part Time","1358","0.462538601256548","0.444316381470285","0.480760821042812","2"
"Good","1998","Employed","Not Working","","","","","2"
"Less good","1998","Not Employed","Full Time","","","","","4"
"Less good","1998","Not Employed","Not Working","1013","0.203322098806695","0.192607346766767","0.214036850846623","4"
"Less good","1998","Not Employed","Part Time","","","","","4"
"Less good","1998","Employed","Full Time","452","0.0837523740270706","0.0767424444596948","0.0907623035944464","4"
"Less good","1998","Employed","Part Time","286","0.0977026247507684","0.0868513286896661","0.108553920811871","4"
"Less good","1998","Employed","Not Working","","","","","4"
"Poor","1998","Not Employed","Full Time","","","","","5"
"Poor","1998","Not Employed","Part Time","","","","","5"
"Poor","1998","Not Employed","Not Working","401","0.0821042295325936","0.0747957354930381","0.089412723572149","5"
"Poor","1998","Employed","Full Time","67","0.0124695019501729","0.00966142844258067","0.0152775754577651","5"
"Poor","1998","Employed","Part Time","57","0.0250574103887819","0.0193451070127968","0.0307697137647669","5"
"Poor","1998","Employed","Not Working","","","","","5"
"Satisfactory","1998","Not Employed","Part Time","","","","","3"
"Satisfactory","1998","Not Employed","Full Time","","","","","3"
"Satisfactory","1998","Not Employed","Not Working","1904","0.368794793997219","0.35595003013157","0.381639557862868","3"
"Satisfactory","1998","Employed","Full Time","1669","0.284291897376103","0.272877345451776","0.295706449300431","3"
"Satisfactory","1998","Employed","Part Time","848","0.299043614497208","0.282310899457727","0.315776329536689","3"
"Satisfactory","1998","Employed","Not Working","","","","","3"
"Very good","1998","Not Employed","Full Time","","","","","1"
"Very good","1998","Not Employed","Part Time","","","","","1"
"Very good","1998","Not Employed","Not Working","448","0.0724176625507475","0.0655176968104341","0.079317628291061","1"
"Very good","1998","Employed","Full Time","705","0.12000171717675","0.111778470792793","0.128224963560706","1"
"Very good","1998","Employed","Part Time","327","0.115657749106694","0.103969452995993","0.127346045217395","1"
"Very good","1998","Employed","Not Working","","","","","1"
"Good","1999","Not Employed","Full Time","","","","","2"
"Good","1999","Not Employed","Part Time","","","","","2"
"Good","1999","Not Employed","Not Working","1433","0.26095551586949","0.248725346890219","0.273185684848761","2"
"Good","1999","Employed","Full Time","2885","0.481091921146208","0.468280733393727","0.49390310889869","2"
"Good","1999","Employed","Part Time","1398","0.460223968866802","0.442213783972178","0.478234153761427","2"
"Good","1999","Employed","Not Working","","","","","2"
"Less good","1999","Not Employed","Full Time","","","","","4"
"Less good","1999","Not Employed","Part Time","","","","","4"
"Less good","1999","Not Employed","Not Working","954","0.211761002225393","0.200383003580982","0.223139000869805","4"
"Less good","1999","Employed","Full Time","493","0.0946960293076323","0.0871885655385926","0.102203493076672","4"
"Less good","1999","Employed","Not Working","","","","","4"
"Less good","1999","Employed","Part Time","286","0.102476156838448","0.0915174030675948","0.113434910609301","4"
"Poor","1999","Not Employed","Part Time","","","","","5"
"Poor","1999","Not Employed","Full Time","","","","","5"
"Poor","1999","Not Employed","Not Working","379","0.0872855373975401","0.0794249945706115","0.0951460802244688","5"
"Poor","1999","Employed","Full Time","74","0.0147294014521997","0.0116405255609828","0.0178182773434167","5"
"Poor","1999","Employed","Part Time","51","0.0184631277491458","0.0135986894002294","0.0233275660980622","5"
"Poor","1999","Employed","Not Working","","","","","5"
"Satisfactory","1999","Not Employed","Part Time","","","","","3"
"Satisfactory","1999","Not Employed","Full Time","","","","","3"
"Satisfactory","1999","Not Employed","Not Working","1811","0.373115596213182","0.35964678203988","0.386584410386484","3"
"Satisfactory","1999","Employed","Full Time","1774","0.30822997397078","0.296390062561126","0.320069885380434","3"
"Satisfactory","1999","Employed","Part Time","893","0.303312582513064","0.286701767040172","0.319923397985956","3"
"Satisfactory","1999","Employed","Not Working","","","","","3"
"Very good","1999","Not Employed","Full Time","","","","","1"
"Very good","1999","Not Employed","Part Time","","","","","1"
"Very good","1999","Not Employed","Not Working","376","0.0668823482943949","0.0599250938626655","0.0738396027261244","1"
"Very good","1999","Employed","Full Time","617","0.101252674123179","0.0935178186292083","0.108987529617151","1"
"Very good","1999","Employed","Part Time","314","0.11552416403254","0.103973521055803","0.127074807009277","1"
"Very good","1999","Employed","Not Working","","","","","1"
"Good","2000","Not Employed","Part Time","","","","","2"
"Good","2000","Not Employed","Full Time","","","","","2"
"Good","2000","Not Employed","Not Working","2618","0.26755659181675","0.258437602732609","0.276675580900891","2"
"Good","2000","Employed","Full Time","4898","0.46883566492018","0.459094755192061","0.4785765746483","2"
"Good","2000","Employed","Part Time","2285","0.428582654564622","0.414984857839258","0.442180451289987","2"
"Good","2000","Employed","Not Working","","","","","2"
"Less good","2000","Not Employed","Full Time","","","","","4"
"Less good","2000","Not Employed","Part Time","","","","","4"
"Less good","2000","Not Employed","Not Working","1728","0.19794281202739","0.18973505736823","0.206150566686549","4"
"Less good","2000","Employed","Full Time","788","0.0843524871052507","0.0789276356515326","0.0897773385589687","4"
"Less good","2000","Employed","Part Time","502","0.0985279351553083","0.0903389446609445","0.106716925649672","4"
"Less good","2000","Employed","Not Working","","","","","4"
"Poor","2000","Not Employed","Full Time","","","","","5"
"Poor","2000","Not Employed","Part Time","","","","","5"
"Poor","2000","Not Employed","Not Working","653","0.0794124932002005","0.0738428319131134","0.0849821544872877","5"
"Poor","2000","Employed","Full Time","114","0.0122583184454112","0.0101104291948405","0.0144062076959818","5"
"Poor","2000","Employed","Part Time","94","0.0221125414953117","0.0180720117498016","0.0261530712408219","5"
"Poor","2000","Employed","Not Working","","","","","5"
"Satisfactory","2000","Not Employed","Full Time","","","","","3"
"Satisfactory","2000","Not Employed","Part Time","","","","","3"
"Satisfactory","2000","Not Employed","Not Working","3341","0.386852001798449","0.376819553912621","0.396884449684277","3"
"Satisfactory","2000","Employed","Full Time","2967","0.295266467732935","0.286362280635154","0.304170654830715","3"
"Satisfactory","2000","Employed","Not Working","","","","","3"
"Satisfactory","2000","Employed","Part Time","1541","0.316387816262888","0.303609038646499","0.329166593879277","3"
"Very good","2000","Not Employed","Full Time","","","","","1"
"Very good","2000","Not Employed","Part Time","","","","","1"
"Very good","2000","Not Employed","Not Working","713","0.0682361011572113","0.0630419824257657","0.0734302198886569","1"
"Very good","2000","Employed","Full Time","1315","0.139287061796223","0.13252842203842","0.146045701554026","1"
"Very good","2000","Employed","Not Working","","","","","1"
"Very good","2000","Employed","Part Time","666","0.134389052521869","0.125017363784384","0.143760741259355","1"
"Good","2001","Not Employed","Full Time","","","","","2"
"Good","2001","Not Employed","Part Time","","","","","2"
"Good","2001","Not Employed","Not Working","2230","0.251112991996328","0.241684858990214","0.260541125002441","2"
"Good","2001","Employed","Full Time","4408","0.469377145193381","0.459108182381507","0.479646108005255","2"
"Good","2001","Employed","Part Time","2202","0.439508928545063","0.425514575413592","0.453503281676534","2"
"Good","2001","Employed","Not Working","","","","","2"
"Less good","2001","Not Employed","Full Time","","","","","4"
"Less good","2001","Not Employed","Part Time","","","","","4"
"Less good","2001","Not Employed","Not Working","1609","0.211617434229671","0.202737143398255","0.220497725061087","4"
"Less good","2001","Employed","Full Time","712","0.0814248862054681","0.075797476265543","0.0870522961453932","4"
"Less good","2001","Employed","Part Time","465","0.104960168820762","0.0963180930471006","0.113602244594423","4"
"Less good","2001","Employed","Not Working","","","","","4"
"Poor","2001","Not Employed","Part Time","","","","","5"
"Poor","2001","Not Employed","Full Time","","","","","5"
"Poor","2001","Not Employed","Not Working","601","0.0808096677013966","0.0748842721707922","0.086735063232001","5"
"Poor","2001","Employed","Full Time","100","0.0132077859237386","0.0108586913415611","0.0155568805059162","5"
"Poor","2001","Employed","Part Time","95","0.0228601681931959","0.0186460889552947","0.0270742474310972","5"
"Poor","2001","Employed","Not Working","","","","","5"
"Satisfactory","2001","Not Employed","Full Time","","","","","3"
"Satisfactory","2001","Not Employed","Part Time","","","","","3"
"Satisfactory","2001","Not Employed","Not Working","3056","0.39150197585038","0.380890408705019","0.402113542995741","3"
"Satisfactory","2001","Employed","Full Time","2677","0.295202923015063","0.285817258870311","0.304588587159815","3"
"Satisfactory","2001","Employed","Not Working","","","","","3"
"Satisfactory","2001","Employed","Part Time","1447","0.30101483086404","0.288081435447975","0.313948226280104","3"
"Very good","2001","Not Employed","Full Time","","","","","1"
"Very good","2001","Not Employed","Part Time","","","","","1"
"Very good","2001","Not Employed","Not Working","631","0.064957930222225","0.0595997832010434","0.0703160772434067","1"
"Very good","2001","Employed","Full Time","1176","0.140787259662349","0.133630693882055","0.147943825442644","1"
"Very good","2001","Employed","Part Time","623","0.131655903576939","0.122122439701779","0.1411893674521","1"
"Very good","2001","Employed","Not Working","","","","","1"
"Good","2002","Not Employed","Part Time","","","","","2"
"Good","2002","Not Employed","Full Time","","","","","2"
"Good","2002","Not Employed","Not Working","2348","0.253674974178854","0.244309683552763","0.263040264804945","2"
"Good","2002","Employed","Full Time","4757","0.481070986634632","0.471065307688188","0.491076665581076","2"
"Good","2002","Employed","Not Working","","","","","2"
"Good","2002","Employed","Part Time","2405","0.432910661237119","0.419500264341472","0.446321058132766","2"
"Less good","2002","Not Employed","Full Time","","","","","4"
"Less good","2002","Not Employed","Part Time","","","","","4"
"Less good","2002","Not Employed","Not Working","1650","0.213823008139161","0.204998188731704","0.222647827546618","4"
"Less good","2002","Employed","Part Time","527","0.112164475838016","0.10362343744406","0.120705514231972","4"
"Less good","2002","Employed","Full Time","739","0.0807749861999552","0.0753181946056477","0.0862317777942627","4"
"Less good","2002","Employed","Not Working","","","","","4"
"Poor","2002","Not Employed","Full Time","","","","","5"
"Poor","2002","Not Employed","Part Time","","","","","5"
"Poor","2002","Not Employed","Not Working","596","0.0836168390126454","0.0776587928016911","0.0895748852235997","5"
"Poor","2002","Employed","Full Time","99","0.0113505016749949","0.00922913028162694","0.0134718730683628","5"
"Poor","2002","Employed","Part Time","84","0.0191022046170169","0.0153973567843791","0.0228070524496547","5"
"Poor","2002","Employed","Not Working","","","","","5"
"Satisfactory","2002","Not Employed","Full Time","","","","","3"
"Satisfactory","2002","Not Employed","Not Working","3055","0.388062124818343","0.377573398825733","0.398550850810954","3"
"Satisfactory","2002","Not Employed","Part Time","","","","","3"
"Satisfactory","2002","Employed","Full Time","2890","0.308254545301465","0.299007224885236","0.317501865717694","3"
"Satisfactory","2002","Employed","Part Time","1612","0.329419478430904","0.316698607263189","0.342140349598618","3"
"Satisfactory","2002","Employed","Not Working","","","","","3"
"Very good","2002","Not Employed","Full Time","","","","","1"
"Very good","2002","Not Employed","Part Time","","","","","1"
"Very good","2002","Not Employed","Not Working","643","0.060823053850996","0.0556787540935519","0.0659673536084401","1"
"Very good","2002","Employed","Full Time","1094","0.118548980188953","0.112075527059945","0.125022433317961","1"
"Very good","2002","Employed","Part Time","616","0.106403179876944","0.0980574396912863","0.114748920062602","1"
"Very good","2002","Employed","Not Working","","","","","1"
"Good","2003","Not Employed","Full Time","","","","","2"
"Good","2003","Not Employed","Part Time","","","","","2"
"Good","2003","Not Employed","Not Working","2454","0.272405974058977","0.262771797271199","0.282040150846754","2"
"Good","2003","Employed","Full Time","4451","0.488623789267719","0.478248594177329","0.49899898435811","2"
"Good","2003","Employed","Not Working","","","","","2"
"Good","2003","Employed","Part Time","2402","0.449973372184134","0.436370321825326","0.463576422542942","2"
"Less good","2003","Not Employed","Full Time","","","","","4"
"Less good","2003","Not Employed","Part Time","","","","","4"
"Less good","2003","Not Employed","Not Working","1614","0.211138396581933","0.202306667186215","0.219970125977652","4"
"Less good","2003","Employed","Full Time","706","0.0808645122922686","0.075205932285889","0.0865230922986482","4"
"Less good","2003","Employed","Part Time","537","0.115012546185656","0.106289017227784","0.123736075143528","4"
"Less good","2003","Employed","Not Working","","","","","4"
"Poor","2003","Not Employed","Full Time","","","","","5"
"Poor","2003","Not Employed","Not Working","600","0.0850308483852139","0.0789947929825743","0.0910669037878535","5"
"Poor","2003","Not Employed","Part Time","","","","","5"
"Poor","2003","Employed","Full Time","101","0.0137328385213699","0.0113172878565633","0.0161483891861765","5"
"Poor","2003","Employed","Part Time","88","0.0194890314146844","0.0157092002884549","0.0232688625409139","5"
"Poor","2003","Employed","Not Working","","","","","5"
"Satisfactory","2003","Not Employed","Full Time","","","","","3"
"Satisfactory","2003","Not Employed","Part Time","","","","","3"
"Satisfactory","2003","Not Employed","Not Working","2909","0.368996000666372","0.358553882086415","0.37943811924633","3"
"Satisfactory","2003","Employed","Full Time","2606","0.299779970381666","0.290270479230989","0.309289461532343","3"
"Satisfactory","2003","Employed","Part Time","1533","0.311588947465271","0.298925090975709","0.324252803954833","3"
"Satisfactory","2003","Employed","Not Working","","","","","3"
"Very good","2003","Not Employed","Full Time","","","","","1"
"Very good","2003","Not Employed","Part Time","","","","","1"
"Very good","2003","Not Employed","Not Working","626","0.0624287803075035","0.0571933028495887","0.0676642577654182","1"
"Very good","2003","Employed","Full Time","1053","0.116998889536976","0.110327593658524","0.123670185415428","1"
"Very good","2003","Employed","Not Working","","","","","1"
"Very good","2003","Employed","Part Time","578","0.103936102750254","0.0955915369218082","0.1122806685787","1"
"Good","2004","Not Employed","Full Time","","","","","2"
"Good","2004","Not Employed","Part Time","","","","","2"
"Good","2004","Not Employed","Not Working","2434","0.263626513419829","0.254089524844738","0.27316350199492","2"
"Good","2004","Employed","Full Time","4212","0.474794354257929","0.464157176299359","0.4854315322165","2"
"Good","2004","Employed","Not Working","","","","","2"
"Good","2004","Employed","Part Time","2340","0.427649356870773","0.413973055963893","0.441325657777653","2"
"Less good","2004","Not Employed","Full Time","","","","","4"
"Less good","2004","Not Employed","Part Time","","","","","4"
"Less good","2004","Not Employed","Not Working","1607","0.220162377540495","0.21119343394491","0.229131321136079","4"
"Less good","2004","Employed","Full Time","726","0.0983397018853709","0.0919966994772429","0.104682704293499","4"
"Less good","2004","Employed","Not Working","","","","","4"
"Less good","2004","Employed","Part Time","525","0.120166865606899","0.111178387358808","0.129155343854991","4"
"Poor","2004","Not Employed","Part Time","","","","","5"
"Poor","2004","Not Employed","Full Time","","","","","5"
"Poor","2004","Not Employed","Not Working","635","0.0899012047725038","0.0837097219347702","0.0960926876102373","5"
"Poor","2004","Employed","Full Time","96","0.0150316712767732","0.0124397385404594","0.017623604013087","5"
"Poor","2004","Employed","Part Time","95","0.0247859518645261","0.0204881496655497","0.0290837540635025","5"
"Poor","2004","Employed","Not Working","","","","","5"
"Satisfactory","2004","Not Employed","Full Time","","","","","3"
"Satisfactory","2004","Not Employed","Part Time","","","","","3"
"Satisfactory","2004","Not Employed","Not Working","2866","0.360572368119111","0.350178922004508","0.370965814233714","3"
"Satisfactory","2004","Employed","Full Time","2460","0.292669215225978","0.282977318885602","0.302361111566355","3"
"Satisfactory","2004","Employed","Not Working","","","","","3"
"Satisfactory","2004","Employed","Part Time","1488","0.304351887892381","0.291632200033897","0.317071575750866","3"
