"pli0089","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","(3a) lower tertiary education","West Germany","11","","",""
"Min 1x per week","1990","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per week","1990","(3b) higher tertiary education","West Germany","23","","",""
"Min 1x per week","1990","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per month","1990","(0) in school","West Germany","20","","",""
"Min 1x per month","1990","(0) in school","East Germany","","","",""
"Min 1x per month","1990","(1a) inadequately completed","West Germany","46","0.102810815228356","0.0800669527056709","0.125554677751042"
"Min 1x per month","1990","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","1990","(1b) general elementary school","West Germany","155","0.0584256960258047","0.0484906701231817","0.0683607219284277"
"Min 1x per month","1990","(1b) general elementary school","East Germany","","","",""
"Min 1x per month","1990","(1c) basic vocational qualification","West Germany","332","0.0984551510868684","0.0881583348855457","0.108751967288191"
"Min 1x per month","1990","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per month","1990","(2b) intermediate general qualification","West Germany","41","0.102947394479486","0.0715557927093057","0.134338996249667"
"Min 1x per month","1990","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","1990","(2a) intermediate vocational","West Germany","142","0.0982687088881265","0.0818517537652949","0.114685664010958"
"Min 1x per month","1990","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per month","1990","(2c_gen) general maturity certificate","West Germany","47","0.14147039364767","0.104534768230195","0.178406019065145"
"Min 1x per month","1990","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","West Germany","35","0.0816861209120939","0.0552715977164962","0.108100644107692"
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per month","1990","(3a) lower tertiary education","West Germany","13","","",""
"Min 1x per month","1990","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per month","1990","(3b) higher tertiary education","West Germany","24","","",""
"Min 1x per month","1990","(3b) higher tertiary education","East Germany","","","",""
"Rarely","1990","(0) in school","West Germany","71","0.508846788043574","0.431625477832359","0.586068098254789"
"Rarely","1990","(0) in school","East Germany","","","",""
"Rarely","1990","(1a) inadequately completed","West Germany","80","0.113097033633259","0.0893796670577623","0.136814400208755"
"Rarely","1990","(1a) inadequately completed","East Germany","","","",""
"Rarely","1990","(1b) general elementary school","West Germany","360","0.162087361248979","0.146476973021656","0.177697749476301"
"Rarely","1990","(1b) general elementary school","East Germany","","","",""
"Rarely","1990","(1c) basic vocational qualification","West Germany","864","0.265170106812281","0.249913928347177","0.280426285277384"
"Rarely","1990","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","1990","(2b) intermediate general qualification","West Germany","120","0.310435821924502","0.262642182614797","0.358229461234208"
"Rarely","1990","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","1990","(2a) intermediate vocational","West Germany","389","0.302483574367224","0.277151279562894","0.327815869171555"
"Rarely","1990","(2a) intermediate vocational","East Germany","","","",""
"Rarely","1990","(2c_gen) general maturity certificate","West Germany","105","0.326459647401519","0.276762483925809","0.37615681087723"
"Rarely","1990","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","1990","(2c_voc) vocational maturity certificate","West Germany","125","0.307212975958075","0.262719870887053","0.351706081029096"
"Rarely","1990","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","1990","(3a) lower tertiary education","West Germany","67","0.280056859466273","0.222768775690258","0.337344943242288"
"Rarely","1990","(3a) lower tertiary education","East Germany","","","",""
"Rarely","1990","(3b) higher tertiary education","West Germany","137","0.29450831680231","0.252853626857014","0.336163006747606"
"Rarely","1990","(3b) higher tertiary education","East Germany","","","",""
"Never","1990","(0) in school","West Germany","42","0.190987190816421","0.130269538302925","0.251704843329916"
"Never","1990","(0) in school","East Germany","","","",""
"Never","1990","(1a) inadequately completed","West Germany","528","0.738843073619279","0.705948089371904","0.771738057866653"
"Never","1990","(1a) inadequately completed","East Germany","","","",""
"Never","1990","(1b) general elementary school","West Germany","1497","0.738290830857151","0.719671547379291","0.756910114335011"
"Never","1990","(1b) general elementary school","East Germany","","","",""
"Never","1990","(1c) basic vocational qualification","West Germany","1760","0.563140235674053","0.545997924525373","0.580282546822734"
"Never","1990","(1c) basic vocational qualification","East Germany","","","",""
"Never","1990","(2b) intermediate general qualification","West Germany","159","0.489332241403271","0.437694412272659","0.540970070533883"
"Never","1990","(2b) intermediate general qualification","East Germany","","","",""
"Never","1990","(2a) intermediate vocational","West Germany","642","0.531411459280315","0.503890871500554","0.558932047060075"
"Never","1990","(2a) intermediate vocational","East Germany","","","",""
"Never","1990","(2c_gen) general maturity certificate","West Germany","158","0.442239942651709","0.389603355160863","0.494876530142555"
"Never","1990","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","1990","(2c_voc) vocational maturity certificate","West Germany","213","0.518300322594951","0.470110871163838","0.566489774026064"
"Never","1990","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","1990","(3a) lower tertiary education","West Germany","145","0.618825234652136","0.55686141689828","0.680789052405992"
"Never","1990","(3a) lower tertiary education","East Germany","","","",""
"Never","1990","(3b) higher tertiary education","West Germany","276","0.600535998719825","0.555777292742929","0.645294704696722"
"Never","1990","(3b) higher tertiary education","East Germany","","","",""
"Daily","1991","(0) in school","West Germany","","","",""
"Daily","1991","(0) in school","East Germany","","","",""
"Daily","1991","(1a) inadequately completed","West Germany","","","",""
"Daily","1991","(1a) inadequately completed","East Germany","","","",""
"Daily","1991","(1b) general elementary school","West Germany","","","",""
"Daily","1991","(1b) general elementary school","East Germany","","","",""
"Daily","1991","(1c) basic vocational qualification","West Germany","","","",""
"Daily","1991","(1c) basic vocational qualification","East Germany","","","",""
"Daily","1991","(2b) intermediate general qualification","West Germany","","","",""
"Daily","1991","(2b) intermediate general qualification","East Germany","","","",""
"Daily","1991","(2a) intermediate vocational","West Germany","","","",""
"Daily","1991","(2a) intermediate vocational","East Germany","","","",""
"Daily","1991","(2c_gen) general maturity certificate","West Germany","","","",""
"Daily","1991","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Daily","1991","(3a) lower tertiary education","West Germany","","","",""
"Daily","1991","(3a) lower tertiary education","East Germany","","","",""
"Daily","1991","(3b) higher tertiary education","West Germany","","","",""
"Daily","1991","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per week","1991","(0) in school","West Germany","","","",""
"Min 1x per week","1991","(0) in school","East Germany","","","",""
"Min 1x per week","1991","(1a) inadequately completed","West Germany","","","",""
"Min 1x per week","1991","(1a) inadequately completed","East Germany","","","",""
"Min 1x per week","1991","(1b) general elementary school","West Germany","","","",""
"Min 1x per week","1991","(1b) general elementary school","East Germany","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per month","1991","(0) in school","West Germany","","","",""
"Min 1x per month","1991","(0) in school","East Germany","","","",""
"Min 1x per month","1991","(1a) inadequately completed","West Germany","","","",""
"Min 1x per month","1991","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","1991","(1b) general elementary school","West Germany","","","",""
"Min 1x per month","1991","(1b) general elementary school","East Germany","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","East Germany","","","",""
"Rarely","1991","(0) in school","West Germany","","","",""
"Rarely","1991","(0) in school","East Germany","","","",""
"Rarely","1991","(1a) inadequately completed","West Germany","","","",""
"Rarely","1991","(1a) inadequately completed","East Germany","","","",""
"Rarely","1991","(1b) general elementary school","West Germany","","","",""
"Rarely","1991","(1b) general elementary school","East Germany","","","",""
"Rarely","1991","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","1991","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","1991","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","1991","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","1991","(2a) intermediate vocational","West Germany","","","",""
"Rarely","1991","(2a) intermediate vocational","East Germany","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","1991","(3a) lower tertiary education","West Germany","","","",""
"Rarely","1991","(3a) lower tertiary education","East Germany","","","",""
"Rarely","1991","(3b) higher tertiary education","West Germany","","","",""
"Rarely","1991","(3b) higher tertiary education","East Germany","","","",""
"Never","1991","(0) in school","West Germany","","","",""
"Never","1991","(0) in school","East Germany","","","",""
"Never","1991","(1a) inadequately completed","West Germany","","","",""
"Never","1991","(1a) inadequately completed","East Germany","","","",""
"Never","1991","(1b) general elementary school","West Germany","","","",""
"Never","1991","(1b) general elementary school","East Germany","","","",""
"Never","1991","(1c) basic vocational qualification","West Germany","","","",""
"Never","1991","(1c) basic vocational qualification","East Germany","","","",""
"Never","1991","(2b) intermediate general qualification","West Germany","","","",""
"Never","1991","(2b) intermediate general qualification","East Germany","","","",""
"Never","1991","(2a) intermediate vocational","West Germany","","","",""
"Never","1991","(2a) intermediate vocational","East Germany","","","",""
"Never","1991","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","1991","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","1991","(3a) lower tertiary education","West Germany","","","",""
"Never","1991","(3a) lower tertiary education","East Germany","","","",""
"Never","1991","(3b) higher tertiary education","West Germany","","","",""
"Never","1991","(3b) higher tertiary education","East Germany","","","",""
"Daily","1992","(0) in school","West Germany","","","",""
"Daily","1992","(0) in school","East Germany","","","",""
"Daily","1992","(1a) inadequately completed","West Germany","","","",""
"Daily","1992","(1a) inadequately completed","East Germany","","","",""
"Daily","1992","(1b) general elementary school","West Germany","","","",""
"Daily","1992","(1b) general elementary school","East Germany","","","",""
"Daily","1992","(1c) basic vocational qualification","West Germany","","","",""
"Daily","1992","(1c) basic vocational qualification","East Germany","","","",""
"Daily","1992","(2b) intermediate general qualification","West Germany","","","",""
"Daily","1992","(2b) intermediate general qualification","East Germany","","","",""
"Daily","1992","(2a) intermediate vocational","West Germany","","","",""
"Daily","1992","(2a) intermediate vocational","East Germany","","","",""
"Daily","1992","(2c_gen) general maturity certificate","West Germany","","","",""
"Daily","1992","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Daily","1992","(3a) lower tertiary education","West Germany","","","",""
"Daily","1992","(3a) lower tertiary education","East Germany","","","",""
"Daily","1992","(3b) higher tertiary education","West Germany","","","",""
"Daily","1992","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per week","1992","(0) in school","West Germany","","","",""
"Min 1x per week","1992","(0) in school","East Germany","","","",""
"Min 1x per week","1992","(1a) inadequately completed","West Germany","","","",""
"Min 1x per week","1992","(1a) inadequately completed","East Germany","","","",""
"Min 1x per week","1992","(1b) general elementary school","West Germany","","","",""
"Min 1x per week","1992","(1b) general elementary school","East Germany","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per month","1992","(0) in school","West Germany","","","",""
"Min 1x per month","1992","(0) in school","East Germany","","","",""
"Min 1x per month","1992","(1a) inadequately completed","West Germany","","","",""
"Min 1x per month","1992","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","1992","(1b) general elementary school","West Germany","","","",""
"Min 1x per month","1992","(1b) general elementary school","East Germany","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","East Germany","","","",""
"Rarely","1992","(0) in school","West Germany","","","",""
"Rarely","1992","(0) in school","East Germany","","","",""
"Rarely","1992","(1a) inadequately completed","West Germany","","","",""
"Rarely","1992","(1a) inadequately completed","East Germany","","","",""
"Rarely","1992","(1b) general elementary school","West Germany","","","",""
"Rarely","1992","(1b) general elementary school","East Germany","","","",""
"Rarely","1992","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","1992","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","1992","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","1992","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","1992","(2a) intermediate vocational","West Germany","","","",""
"Rarely","1992","(2a) intermediate vocational","East Germany","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","1992","(3a) lower tertiary education","West Germany","","","",""
"Rarely","1992","(3a) lower tertiary education","East Germany","","","",""
"Rarely","1992","(3b) higher tertiary education","West Germany","","","",""
"Rarely","1992","(3b) higher tertiary education","East Germany","","","",""
"Never","1992","(0) in school","West Germany","","","",""
"Never","1992","(0) in school","East Germany","","","",""
"Never","1992","(1a) inadequately completed","West Germany","","","",""
"Never","1992","(1a) inadequately completed","East Germany","","","",""
"Never","1992","(1b) general elementary school","West Germany","","","",""
"Never","1992","(1b) general elementary school","East Germany","","","",""
"Never","1992","(1c) basic vocational qualification","West Germany","","","",""
"Never","1992","(1c) basic vocational qualification","East Germany","","","",""
"Never","1992","(2b) intermediate general qualification","West Germany","","","",""
"Never","1992","(2b) intermediate general qualification","East Germany","","","",""
"Never","1992","(2a) intermediate vocational","West Germany","","","",""
"Never","1992","(2a) intermediate vocational","East Germany","","","",""
"Never","1992","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","1992","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","1992","(3a) lower tertiary education","West Germany","","","",""
"Never","1992","(3a) lower tertiary education","East Germany","","","",""
"Never","1992","(3b) higher tertiary education","West Germany","","","",""
"Never","1992","(3b) higher tertiary education","East Germany","","","",""
"Daily","1993","(0) in school","West Germany","","","",""
"Daily","1993","(0) in school","East Germany","","","",""
"Daily","1993","(1a) inadequately completed","West Germany","","","",""
"Daily","1993","(1a) inadequately completed","East Germany","","","",""
"Daily","1993","(1b) general elementary school","West Germany","","","",""
"Daily","1993","(1b) general elementary school","East Germany","","","",""
"Daily","1993","(1c) basic vocational qualification","West Germany","","","",""
"Daily","1993","(1c) basic vocational qualification","East Germany","","","",""
"Daily","1993","(2b) intermediate general qualification","West Germany","","","",""
"Daily","1993","(2b) intermediate general qualification","East Germany","","","",""
"Daily","1993","(2a) intermediate vocational","West Germany","","","",""
"Daily","1993","(2a) intermediate vocational","East Germany","","","",""
"Daily","1993","(2c_gen) general maturity certificate","West Germany","","","",""
"Daily","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Daily","1993","(3a) lower tertiary education","West Germany","","","",""
"Daily","1993","(3a) lower tertiary education","East Germany","","","",""
"Daily","1993","(3b) higher tertiary education","West Germany","","","",""
"Daily","1993","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per week","1993","(0) in school","West Germany","","","",""
"Min 1x per week","1993","(0) in school","East Germany","","","",""
"Min 1x per week","1993","(1a) inadequately completed","West Germany","","","",""
"Min 1x per week","1993","(1a) inadequately completed","East Germany","","","",""
"Min 1x per week","1993","(1b) general elementary school","West Germany","","","",""
"Min 1x per week","1993","(1b) general elementary school","East Germany","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per month","1993","(0) in school","West Germany","","","",""
"Min 1x per month","1993","(0) in school","East Germany","","","",""
"Min 1x per month","1993","(1a) inadequately completed","West Germany","","","",""
"Min 1x per month","1993","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","1993","(1b) general elementary school","West Germany","","","",""
"Min 1x per month","1993","(1b) general elementary school","East Germany","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","East Germany","","","",""
"Rarely","1993","(0) in school","West Germany","","","",""
"Rarely","1993","(0) in school","East Germany","","","",""
"Rarely","1993","(1a) inadequately completed","West Germany","","","",""
"Rarely","1993","(1a) inadequately completed","East Germany","","","",""
"Rarely","1993","(1b) general elementary school","West Germany","","","",""
"Rarely","1993","(1b) general elementary school","East Germany","","","",""
"Rarely","1993","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","1993","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","1993","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","1993","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","1993","(2a) intermediate vocational","West Germany","","","",""
"Rarely","1993","(2a) intermediate vocational","East Germany","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","1993","(3a) lower tertiary education","West Germany","","","",""
"Rarely","1993","(3a) lower tertiary education","East Germany","","","",""
"Rarely","1993","(3b) higher tertiary education","West Germany","","","",""
"Rarely","1993","(3b) higher tertiary education","East Germany","","","",""
"Never","1993","(0) in school","West Germany","","","",""
"Never","1993","(0) in school","East Germany","","","",""
"Never","1993","(1a) inadequately completed","West Germany","","","",""
"Never","1993","(1a) inadequately completed","East Germany","","","",""
"Never","1993","(1b) general elementary school","West Germany","","","",""
"Never","1993","(1b) general elementary school","East Germany","","","",""
"Never","1993","(1c) basic vocational qualification","West Germany","","","",""
"Never","1993","(1c) basic vocational qualification","East Germany","","","",""
"Never","1993","(2b) intermediate general qualification","West Germany","","","",""
"Never","1993","(2b) intermediate general qualification","East Germany","","","",""
"Never","1993","(2a) intermediate vocational","West Germany","","","",""
"Never","1993","(2a) intermediate vocational","East Germany","","","",""
"Never","1993","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","1993","(3a) lower tertiary education","West Germany","","","",""
"Never","1993","(3a) lower tertiary education","East Germany","","","",""
"Never","1993","(3b) higher tertiary education","West Germany","","","",""
"Never","1993","(3b) higher tertiary education","East Germany","","","",""
"Daily","1994","(0) in school","West Germany","","","",""
"Daily","1994","(0) in school","East Germany","","","",""
"Daily","1994","(1a) inadequately completed","West Germany","","","",""
"Daily","1994","(1a) inadequately completed","East Germany","","","",""
"Daily","1994","(1b) general elementary school","West Germany","","","",""
"Daily","1994","(1b) general elementary school","East Germany","","","",""
"Daily","1994","(1c) basic vocational qualification","West Germany","","","",""
"Daily","1994","(1c) basic vocational qualification","East Germany","","","",""
"Daily","1994","(2b) intermediate general qualification","West Germany","","","",""
"Daily","1994","(2b) intermediate general qualification","East Germany","","","",""
"Daily","1994","(2a) intermediate vocational","West Germany","","","",""
"Daily","1994","(2a) intermediate vocational","East Germany","","","",""
"Daily","1994","(2c_gen) general maturity certificate","West Germany","","","",""
"Daily","1994","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","West Germany","","","",""
