"pli0089","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2018","Couple + C. LE and GT 16","326","0.6282835362522","0.586545864933434","0.670021207570965","5"
"Rarely","2018","1-pers.-HH","180","0.255446156947009","0.224899411105265","0.285992902788752","4"
"Rarely","2018","(Married) couple without C. ","27","","","","4"
"Rarely","2018","Single parent ","38","0.0895433304252819","0.0585487648591877","0.120537895991376","4"
"Rarely","2018","Couple + C. LE 16 ","302","0.175404773800362","0.157020846370224","0.1937887012305","4"
"Rarely","2018","Couple + C. GT 16 ","15","","","","4"
"Rarely","2018","Couple + C. LE and GT 16","92","0.1611548853141","0.129400251859883","0.192909518768317","4"
"Daily","2019","1-pers.-HH","17","","","","1"
"Daily","2019","(Married) couple without C. ","18","","","","1"
"Daily","2019","Single parent ","5","","","","1"
"Daily","2019","Couple + C. LE 16 ","19","","","","1"
"Daily","2019","Couple + C. GT 16 ","8","","","","1"
"Daily","2019","Couple + C. LE and GT 16","12","","","","1"
"Min 1x per month","2019","1-pers.-HH","465","0.0895305364626638","0.0815656644573339","0.0974954084679936","3"
"Min 1x per month","2019","(Married) couple without C. ","733","0.0811332467652894","0.0753733052721113","0.0868931882584674","3"
"Min 1x per month","2019","Single parent ","188","0.106351892141318","0.0938502359155979","0.118853548367038","3"
"Min 1x per month","2019","Couple + C. LE 16 ","784","0.123599512552887","0.115729861882307","0.131469163223467","3"
"Min 1x per month","2019","Couple + C. LE and GT 16","332","0.143740911313456","0.130640646233883","0.156841176393028","3"
"Min 1x per month","2019","Couple + C. GT 16 ","368","0.123602821774218","0.111954700568638","0.135250942979797","3"
"Min 1x per week","2019","1-pers.-HH","251","0.0376674579211542","0.0323560915754926","0.0429788242668158","2"
"Min 1x per week","2019","Single parent ","125","0.0675080761675834","0.0573335995691863","0.0776825527659805","2"
"Min 1x per week","2019","(Married) couple without C. ","351","0.0366507977359552","0.0326868678674728","0.0406147276044377","2"
"Min 1x per week","2019","Couple + C. LE and GT 16","282","0.110801726304163","0.0990808560558616","0.122522596552465","2"
"Min 1x per week","2019","Couple + C. LE 16 ","569","0.0685680990850635","0.06252538035866","0.074610817811467","2"
"Min 1x per week","2019","Couple + C. GT 16 ","232","0.0832631032454414","0.073485332391328","0.0930408740995548","2"
"Never","2019","1-pers.-HH","2909","0.610103077982092","0.596496872454367","0.623709283509816","5"
"Never","2019","(Married) couple without C. ","4816","0.57703834471361","0.566616485300899","0.58746020412632","5"
"Never","2019","Single parent ","1395","0.561098275573298","0.54097425362215","0.581222297524445","5"
"Never","2019","Couple + C. LE 16 ","3371","0.474662599682329","0.462722514159073","0.486602685205584","5"
"Never","2019","Couple + C. GT 16 ","1444","0.456794730013464","0.4391654842245","0.474423975802428","5"
"Never","2019","Couple + C. LE and GT 16","1316","0.4456083246407","0.427048567572256","0.464168081709144","5"
"Rarely","2019","1-pers.-HH","1294","0.26072432098021","0.248476622180874","0.272972019779547","4"
"Rarely","2019","(Married) couple without C. ","2714","0.302149303330051","0.292462411905162","0.311836194754939","4"
"Rarely","2019","Single parent ","623","0.262914181126786","0.245062558169989","0.280765804083583","4"
"Rarely","2019","Couple + C. LE 16 ","1976","0.331456892218254","0.320201153441375","0.342712630995133","4"
"Rarely","2019","Couple + C. LE and GT 16","813","0.297619700811596","0.280546919077243","0.314692482545948","4"
"Rarely","2019","Couple + C. GT 16 ","1015","0.333268119177205","0.316585520616691","0.349950717737719","4"
