"pli0089","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2017","lower secondary degree","East Germany","","","",""
"Min 1x per month","2017","secondary school degree","West Germany","3","","",""
"Min 1x per month","2017","secondary school degree","East Germany","","","",""
"Min 1x per month","2017","college entrance qualification","West Germany","3","","",""
"Min 1x per month","2017","college entrance qualification","East Germany","","","",""
"Min 1x per month","2017","Other degree","West Germany","146","0.062393404268397","0.0529180090353276","0.0718687995014665"
"Min 1x per month","2017","Other degree","East Germany","30","0.086607326344082","0.058549080482175","0.114665572205989"
"Min 1x per month","2017","no degree/no degree yet","West Germany","80","0.0435090676399146","0.0343338594858753","0.0526842757939538"
"Min 1x per month","2017","no degree/no degree yet","East Germany","19","","",""
"Rarely","2017","lower secondary degree","West Germany","7","","",""
"Rarely","2017","lower secondary degree","East Germany","","","",""
"Rarely","2017","secondary school degree","West Germany","3","","",""
"Rarely","2017","secondary school degree","East Germany","1","","",""
"Rarely","2017","college entrance qualification","West Germany","6","","",""
"Rarely","2017","college entrance qualification","East Germany","","","",""
"Rarely","2017","Other degree","West Germany","450","0.197521227137875","0.181924217863555","0.213118236412195"
"Rarely","2017","Other degree","East Germany","57","0.140828303717475","0.106127511198265","0.175529096236686"
"Rarely","2017","no degree/no degree yet","West Germany","224","0.140402417448987","0.124777400606549","0.156027434291425"
"Rarely","2017","no degree/no degree yet","East Germany","32","0.0965877932986415","0.0629361455166663","0.130239441080617"
"Never","2017","lower secondary degree","West Germany","20","","",""
"Never","2017","lower secondary degree","East Germany","1","","",""
"Never","2017","secondary school degree","West Germany","7","","",""
"Never","2017","secondary school degree","East Germany","","","",""
"Never","2017","college entrance qualification","West Germany","7","","",""
"Never","2017","college entrance qualification","East Germany","1","","",""
"Never","2017","Other degree","West Germany","1730","0.656142633561556","0.637534365174984","0.674750901948128"
"Never","2017","Other degree","East Germany","270","0.695483635100882","0.649574066186763","0.741393204015001"
"Never","2017","no degree/no degree yet","West Germany","1490","0.755109561591178","0.735768669236686","0.774450453945669"
"Never","2017","no degree/no degree yet","East Germany","219","0.670328252157456","0.61677487506813","0.723881629246781"
"Daily","2018","lower secondary degree","West Germany","","","",""
"Daily","2018","lower secondary degree","East Germany","","","",""
"Daily","2018","secondary school degree","West Germany","","","",""
"Daily","2018","secondary school degree","East Germany","","","",""
"Daily","2018","college entrance qualification","West Germany","","","",""
"Daily","2018","college entrance qualification","East Germany","","","",""
"Daily","2018","Other degree","West Germany","17","","",""
"Daily","2018","Other degree","East Germany","3","","",""
"Daily","2018","no degree/no degree yet","West Germany","14","","",""
"Daily","2018","no degree/no degree yet","East Germany","1","","",""
"Min 1x per week","2018","lower secondary degree","West Germany","5","","",""
"Min 1x per week","2018","lower secondary degree","East Germany","1","","",""
"Min 1x per week","2018","secondary school degree","West Germany","1","","",""
"Min 1x per week","2018","secondary school degree","East Germany","","","",""
"Min 1x per week","2018","college entrance qualification","West Germany","1","","",""
"Min 1x per week","2018","college entrance qualification","East Germany","","","",""
"Min 1x per week","2018","Other degree","West Germany","139","0.0806386210841983","0.0677672495372017","0.0935099926311948"
"Min 1x per week","2018","Other degree","East Germany","24","","",""
"Min 1x per week","2018","no degree/no degree yet","West Germany","90","0.0951362191272362","0.0786790623862607","0.111593375868212"
"Min 1x per week","2018","no degree/no degree yet","East Germany","16","","",""
"Min 1x per month","2018","lower secondary degree","West Germany","6","","",""
"Min 1x per month","2018","lower secondary degree","East Germany","1","","",""
"Min 1x per month","2018","secondary school degree","West Germany","1","","",""
"Min 1x per month","2018","secondary school degree","East Germany","","","",""
"Min 1x per month","2018","college entrance qualification","West Germany","2","","",""
"Min 1x per month","2018","college entrance qualification","East Germany","","","",""
"Min 1x per month","2018","Other degree","West Germany","161","0.103363945914223","0.0889725542825857","0.11775533754586"
"Min 1x per month","2018","Other degree","East Germany","18","","",""
"Min 1x per month","2018","no degree/no degree yet","West Germany","99","0.0954418890938238","0.0789610997411432","0.111922678446504"
"Min 1x per month","2018","no degree/no degree yet","East Germany","21","","",""
"Rarely","2018","lower secondary degree","West Germany","3","","",""
"Rarely","2018","lower secondary degree","East Germany","1","","",""
"Rarely","2018","secondary school degree","West Germany","5","","",""
"Rarely","2018","secondary school degree","East Germany","","","",""
"Rarely","2018","college entrance qualification","West Germany","3","","",""
"Rarely","2018","college entrance qualification","East Germany","","","",""
"Rarely","2018","Other degree","West Germany","376","0.239517275405466","0.219341824459406","0.259692726351527"
"Rarely","2018","Other degree","East Germany","45","0.159379540577677","0.117032466766862","0.201726614388491"
"Rarely","2018","no degree/no degree yet","West Germany","220","0.199968097245502","0.177533190484282","0.222403004006723"
"Rarely","2018","no degree/no degree yet","East Germany","25","","",""
"Never","2018","lower secondary degree","West Germany","20","","",""
"Never","2018","lower secondary degree","East Germany","1","","",""
"Never","2018","secondary school degree","West Germany","12","","",""
"Never","2018","secondary school degree","East Germany","1","","",""
"Never","2018","college entrance qualification","West Germany","10","","",""
"Never","2018","college entrance qualification","East Germany","1","","",""
"Never","2018","Other degree","West Germany","1026","0.569466472924624","0.546059366952204","0.592873578897045"
"Never","2018","Other degree","East Germany","197","0.653395801462288","0.59833884221377","0.708452760710807"
"Never","2018","no degree/no degree yet","West Germany","798","0.594668218153445","0.567130182861228","0.622206253445661"
"Never","2018","no degree/no degree yet","East Germany","145","0.659813438946263","0.595428308713621","0.724198569178904"
"Daily","2019","lower secondary degree","West Germany","13","","",""
"Daily","2019","lower secondary degree","East Germany","2","","",""
"Daily","2019","secondary school degree","West Germany","6","","",""
"Daily","2019","secondary school degree","East Germany","7","","",""
"Daily","2019","college entrance qualification","West Germany","9","","",""
"Daily","2019","college entrance qualification","East Germany","2","","",""
"Daily","2019","Other degree","West Germany","18","","",""
"Daily","2019","Other degree","East Germany","6","","",""
"Daily","2019","no degree/no degree yet","West Germany","15","","",""
"Daily","2019","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","2019","lower secondary degree","West Germany","289","0.0535608412401851","0.0469847601069047","0.0601369223734655"
"Min 1x per week","2019","lower secondary degree","East Germany","20","","",""
"Min 1x per week","2019","secondary school degree","West Germany","339","0.0555166053836006","0.0491285432691318","0.0619046674980694"
"Min 1x per week","2019","secondary school degree","East Germany","126","0.0539050717976633","0.045047371302528","0.0627627722927987"
"Min 1x per week","2019","college entrance qualification","West Germany","441","0.0538041465763921","0.0484818864925382","0.059126406660246"
"Min 1x per week","2019","college entrance qualification","East Germany","84","0.0532118241060704","0.0422919076116322","0.0641317406005086"
"Min 1x per week","2019","Other degree","West Germany","258","0.0404972727693635","0.0342527662717411","0.0467417792669859"
"Min 1x per week","2019","Other degree","East Germany","31","0.027496503559225","0.0133043819126054","0.0416886252058446"
"Min 1x per week","2019","no degree/no degree yet","West Germany","142","0.0674020155789467","0.0559338110236487","0.0788702201342448"
"Min 1x per week","2019","no degree/no degree yet","East Germany","15","","",""
"Min 1x per month","2019","lower secondary degree","West Germany","373","0.0793527818322372","0.0714582783932559","0.0872472852712185"
"Min 1x per month","2019","lower secondary degree","East Germany","49","0.0468128133286045","0.0327031066954304","0.0609225199617785"
"Min 1x per month","2019","secondary school degree","West Germany","557","0.118489769458303","0.109473754548603","0.127505784368003"
"Min 1x per month","2019","secondary school degree","East Germany","224","0.0759853532303359","0.0655922990606121","0.0863784074000596"
"Min 1x per month","2019","college entrance qualification","West Germany","936","0.121739707020861","0.114026669395106","0.129452744646616"
"Min 1x per month","2019","college entrance qualification","East Germany","210","0.131871378519897","0.115410381300346","0.148332375739449"
"Min 1x per month","2019","Other degree","West Germany","253","0.072082841571571","0.0638900354335002","0.0802756477096418"
"Min 1x per month","2019","Other degree","East Germany","29","","",""
"Min 1x per month","2019","no degree/no degree yet","West Germany","157","0.10907985144896","0.0948203805274273","0.123339322370492"
"Min 1x per month","2019","no degree/no degree yet","East Germany","15","","",""
"Rarely","2019","lower secondary degree","West Germany","1113","0.234449374710162","0.222075417362173","0.246823332058151"
"Rarely","2019","lower secondary degree","East Germany","191","0.213088997249632","0.185736950062934","0.240441044436331"
"Rarely","2019","secondary school degree","West Germany","1626","0.333045390445915","0.319897370074504","0.346193410817327"
"Rarely","2019","secondary school degree","East Germany","816","0.333451857636109","0.314960399797131","0.351943315475087"
"Rarely","2019","college entrance qualification","West Germany","2625","0.372829269641504","0.36142294860969","0.384235590673318"
"Rarely","2019","college entrance qualification","East Germany","623","0.359505124838658","0.336159838582444","0.382850411094872"
"Rarely","2019","Other degree","West Germany","738","0.181456307069292","0.169247616300099","0.193664997838486"
"Rarely","2019","Other degree","East Germany","94","0.138044139981174","0.108106710761638","0.167981569200711"
"Rarely","2019","no degree/no degree yet","West Germany","339","0.175274886010033","0.157883819777686","0.19266595224238"
"Rarely","2019","no degree/no degree yet","East Germany","58","0.282063222498574","0.228486051523292","0.335640393473856"
"Never","2019","lower secondary degree","West Germany","2715","0.628963978513432","0.614854270011075","0.643073687015788"
"Never","2019","lower secondary degree","East Germany","599","0.719715342381267","0.689714976003179","0.749715708759356"
"Never","2019","secondary school degree","West Germany","2408","0.491591003271948","0.477644379283077","0.505537627260819"
"Never","2019","secondary school degree","East Germany","1324","0.53395285779936","0.514386715753149","0.553518999845571"
"Never","2019","college entrance qualification","West Germany","2893","0.449280960203035","0.437547617582047","0.461014302824023"
"Never","2019","college entrance qualification","East Germany","704","0.454648826530906","0.430423759114034","0.478873893947778"
"Never","2019","Other degree","West Germany","2561","0.703823512490594","0.689360148991824","0.718286875989364"
"Never","2019","Other degree","East Germany","350","0.745875310182425","0.708090299487796","0.783660320877053"
"Never","2019","no degree/no degree yet","West Germany","1183","0.644219978598062","0.622321213474053","0.66611874372207"
"Never","2019","no degree/no degree yet","East Germany","183","0.628567173733432","0.571039152586504","0.68609519488036"
