"pli0089","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","Part Time","(2a) intermediate vocational","64","0.282011305694763","0.224108959570046","0.33991365181948"
"Rarely","1990","Part Time","(2c_gen) general maturity certificate","38","0.364672152116028","0.274721980887186","0.45462232334487"
"Rarely","1990","Part Time","(2c_voc) vocational maturity certificate","26","","",""
"Rarely","1990","Part Time","(3a) lower tertiary education","10","","",""
"Rarely","1990","Part Time","(3b) higher tertiary education","22","","",""
"Rarely","1990","Not Working","(0) in school","66","0.526909149037161","0.445922802479492","0.60789549559483"
"Rarely","1990","Not Working","(1a) inadequately completed","21","","",""
"Rarely","1990","Not Working","(1b) general elementary school","128","0.1209624362159","0.100536323472339","0.141388548959461"
"Rarely","1990","Not Working","(1c) basic vocational qualification","182","0.160113086577121","0.137597419363055","0.182628753791187"
"Rarely","1990","Not Working","(2b) intermediate general qualification","32","0.224565953308175","0.148627196037758","0.300504710578591"
"Rarely","1990","Not Working","(2a) intermediate vocational","74","0.1918542585461","0.149306105943344","0.234402411148857"
"Rarely","1990","Not Working","(2c_gen) general maturity certificate","37","0.236197486335888","0.167767664275042","0.304627308396734"
"Rarely","1990","Not Working","(2c_voc) vocational maturity certificate","22","","",""
"Rarely","1990","Not Working","(3a) lower tertiary education","5","","",""
"Rarely","1990","Not Working","(3b) higher tertiary education","16","","",""
"Never","1990","Full Time","(0) in school","","","",""
"Never","1990","Full Time","(1a) inadequately completed","197","0.607827881233135","0.551923873057744","0.663731889408527"
"Never","1990","Full Time","(1b) general elementary school","440","0.571114416486363","0.536111859878733","0.606116973093993"
"Never","1990","Full Time","(1c) basic vocational qualification","724","0.411013697219506","0.387549050960797","0.434478343478216"
"Never","1990","Full Time","(2b) intermediate general qualification","56","0.389685591902556","0.30947385797649","0.469897325828621"
"Never","1990","Full Time","(2a) intermediate vocational","289","0.414930543789376","0.378482774728045","0.451378312850708"
"Never","1990","Full Time","(2c_gen) general maturity certificate","38","0.42212786760637","0.316507825665221","0.52774790954752"
"Never","1990","Full Time","(2c_voc) vocational maturity certificate","103","0.468884158449047","0.403091208103142","0.534677108794951"
"Never","1990","Full Time","(3a) lower tertiary education","74","0.502838253833369","0.421174403559143","0.584502104107595"
"Never","1990","Full Time","(3b) higher tertiary education","157","0.520575255687917","0.462878176231944","0.57827233514389"
"Never","1990","Part Time","(0) in school","3","","",""
"Never","1990","Part Time","(1a) inadequately completed","83","0.739635371224097","0.657628248171563","0.82164249427663"
"Never","1990","Part Time","(1b) general elementary school","274","0.686985127982091","0.641196657775122","0.732773598189061"
"Never","1990","Part Time","(1c) basic vocational qualification","295","0.574704196924256","0.531712561350639","0.617695832497874"
"Never","1990","Part Time","(2b) intermediate general qualification","46","0.461086117708081","0.364347759154617","0.557824476261544"
"Never","1990","Part Time","(2a) intermediate vocational","121","0.512149753337595","0.447829781294401","0.576469725380789"
"Never","1990","Part Time","(2c_gen) general maturity certificate","42","0.335170905854109","0.246956418755388","0.42338539295283"
"Never","1990","Part Time","(2c_voc) vocational maturity certificate","37","0.405683121391015","0.298084774436175","0.513281468345855"
"Never","1990","Part Time","(3a) lower tertiary education","28","","",""
"Never","1990","Part Time","(3b) higher tertiary education","58","0.690702793971998","0.594677268467058","0.786728319476937"
"Never","1990","Not Working","(0) in school","39","0.189592195292389","0.126010266516724","0.253174124068054"
"Never","1990","Not Working","(1a) inadequately completed","248","0.850024326613168","0.808351819961982","0.891696833264355"
"Never","1990","Not Working","(1b) general elementary school","783","0.82609414970811","0.802351531195983","0.849836768220236"
"Never","1990","Not Working","(1c) basic vocational qualification","741","0.74918873194639","0.722573507105365","0.775803956787416"
"Never","1990","Not Working","(2b) intermediate general qualification","57","0.622053841000257","0.533817385806328","0.710290296194186"
"Never","1990","Not Working","(2a) intermediate vocational","232","0.74647769677893","0.699470251829254","0.793485141728606"
"Never","1990","Not Working","(2c_gen) general maturity certificate","78","0.536675075795326","0.456338044684428","0.617012106906225"
"Never","1990","Not Working","(2c_voc) vocational maturity certificate","73","0.680881660151018","0.594553838980396","0.76720948132164"
"Never","1990","Not Working","(3a) lower tertiary education","43","0.922562475520092","0.84694867001438","0.998176281025804"
"Never","1990","Not Working","(3b) higher tertiary education","61","0.746876423428683","0.653335916502582","0.840416930354784"
"Daily","1991","Full Time","(0) in school","","","",""
"Daily","1991","Full Time","(1a) inadequately completed","","","",""
"Daily","1991","Full Time","(1b) general elementary school","","","",""
"Daily","1991","Full Time","(1c) basic vocational qualification","","","",""
"Daily","1991","Full Time","(2b) intermediate general qualification","","","",""
"Daily","1991","Full Time","(2a) intermediate vocational","","","",""
"Daily","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Daily","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","Full Time","(3a) lower tertiary education","","","",""
"Daily","1991","Full Time","(3b) higher tertiary education","","","",""
"Daily","1991","Part Time","(0) in school","","","",""
"Daily","1991","Part Time","(1a) inadequately completed","","","",""
"Daily","1991","Part Time","(1b) general elementary school","","","",""
"Daily","1991","Part Time","(1c) basic vocational qualification","","","",""
"Daily","1991","Part Time","(2b) intermediate general qualification","","","",""
"Daily","1991","Part Time","(2a) intermediate vocational","","","",""
"Daily","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Daily","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","Part Time","(3a) lower tertiary education","","","",""
"Daily","1991","Part Time","(3b) higher tertiary education","","","",""
"Daily","1991","Not Working","(0) in school","","","",""
"Daily","1991","Not Working","(1a) inadequately completed","","","",""
"Daily","1991","Not Working","(1b) general elementary school","","","",""
"Daily","1991","Not Working","(1c) basic vocational qualification","","","",""
"Daily","1991","Not Working","(2b) intermediate general qualification","","","",""
"Daily","1991","Not Working","(2a) intermediate vocational","","","",""
"Daily","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Daily","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","Not Working","(3a) lower tertiary education","","","",""
"Daily","1991","Not Working","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","Full Time","(0) in school","","","",""
"Min 1x per week","1991","Full Time","(1a) inadequately completed","","","",""
"Min 1x per week","1991","Full Time","(1b) general elementary school","","","",""
"Min 1x per week","1991","Full Time","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","Full Time","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","Full Time","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","Full Time","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","Full Time","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","Part Time","(0) in school","","","",""
"Min 1x per week","1991","Part Time","(1a) inadequately completed","","","",""
"Min 1x per week","1991","Part Time","(1b) general elementary school","","","",""
"Min 1x per week","1991","Part Time","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","Part Time","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","Part Time","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","Part Time","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","Part Time","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","Not Working","(0) in school","","","",""
"Min 1x per week","1991","Not Working","(1a) inadequately completed","","","",""
"Min 1x per week","1991","Not Working","(1b) general elementary school","","","",""
"Min 1x per week","1991","Not Working","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","Not Working","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","Not Working","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","Not Working","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","Not Working","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","Full Time","(0) in school","","","",""
"Min 1x per month","1991","Full Time","(1a) inadequately completed","","","",""
"Min 1x per month","1991","Full Time","(1b) general elementary school","","","",""
"Min 1x per month","1991","Full Time","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","Full Time","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","Full Time","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","Full Time","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","Full Time","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","Part Time","(0) in school","","","",""
"Min 1x per month","1991","Part Time","(1a) inadequately completed","","","",""
"Min 1x per month","1991","Part Time","(1b) general elementary school","","","",""
"Min 1x per month","1991","Part Time","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","Part Time","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","Part Time","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","Part Time","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","Part Time","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","Not Working","(0) in school","","","",""
"Min 1x per month","1991","Not Working","(1a) inadequately completed","","","",""
"Min 1x per month","1991","Not Working","(1b) general elementary school","","","",""
"Min 1x per month","1991","Not Working","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","Not Working","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","Not Working","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","Not Working","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","Not Working","(3b) higher tertiary education","","","",""
"Rarely","1991","Full Time","(0) in school","","","",""
"Rarely","1991","Full Time","(1a) inadequately completed","","","",""
"Rarely","1991","Full Time","(1b) general elementary school","","","",""
"Rarely","1991","Full Time","(1c) basic vocational qualification","","","",""
"Rarely","1991","Full Time","(2b) intermediate general qualification","","","",""
"Rarely","1991","Full Time","(2a) intermediate vocational","","","",""
"Rarely","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","Full Time","(3a) lower tertiary education","","","",""
"Rarely","1991","Full Time","(3b) higher tertiary education","","","",""
"Rarely","1991","Part Time","(0) in school","","","",""
"Rarely","1991","Part Time","(1a) inadequately completed","","","",""
"Rarely","1991","Part Time","(1b) general elementary school","","","",""
"Rarely","1991","Part Time","(1c) basic vocational qualification","","","",""
"Rarely","1991","Part Time","(2b) intermediate general qualification","","","",""
"Rarely","1991","Part Time","(2a) intermediate vocational","","","",""
"Rarely","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","Part Time","(3a) lower tertiary education","","","",""
"Rarely","1991","Part Time","(3b) higher tertiary education","","","",""
"Rarely","1991","Not Working","(0) in school","","","",""
"Rarely","1991","Not Working","(1a) inadequately completed","","","",""
"Rarely","1991","Not Working","(1b) general elementary school","","","",""
"Rarely","1991","Not Working","(1c) basic vocational qualification","","","",""
"Rarely","1991","Not Working","(2b) intermediate general qualification","","","",""
"Rarely","1991","Not Working","(2a) intermediate vocational","","","",""
"Rarely","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","Not Working","(3a) lower tertiary education","","","",""
"Rarely","1991","Not Working","(3b) higher tertiary education","","","",""
"Never","1991","Full Time","(0) in school","","","",""
"Never","1991","Full Time","(1a) inadequately completed","","","",""
"Never","1991","Full Time","(1b) general elementary school","","","",""
"Never","1991","Full Time","(1c) basic vocational qualification","","","",""
"Never","1991","Full Time","(2b) intermediate general qualification","","","",""
"Never","1991","Full Time","(2a) intermediate vocational","","","",""
"Never","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Never","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","Full Time","(3a) lower tertiary education","","","",""
"Never","1991","Full Time","(3b) higher tertiary education","","","",""
"Never","1991","Part Time","(0) in school","","","",""
"Never","1991","Part Time","(1a) inadequately completed","","","",""
"Never","1991","Part Time","(1b) general elementary school","","","",""
"Never","1991","Part Time","(1c) basic vocational qualification","","","",""
"Never","1991","Part Time","(2b) intermediate general qualification","","","",""
"Never","1991","Part Time","(2a) intermediate vocational","","","",""
"Never","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Never","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","Part Time","(3a) lower tertiary education","","","",""
"Never","1991","Part Time","(3b) higher tertiary education","","","",""
"Never","1991","Not Working","(0) in school","","","",""
"Never","1991","Not Working","(1a) inadequately completed","","","",""
"Never","1991","Not Working","(1b) general elementary school","","","",""
"Never","1991","Not Working","(1c) basic vocational qualification","","","",""
"Never","1991","Not Working","(2b) intermediate general qualification","","","",""
"Never","1991","Not Working","(2a) intermediate vocational","","","",""
"Never","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Never","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","Not Working","(3a) lower tertiary education","","","",""
"Never","1991","Not Working","(3b) higher tertiary education","","","",""
"Daily","1992","Full Time","(0) in school","","","",""
"Daily","1992","Full Time","(1a) inadequately completed","","","",""
"Daily","1992","Full Time","(1b) general elementary school","","","",""
"Daily","1992","Full Time","(1c) basic vocational qualification","","","",""
"Daily","1992","Full Time","(2b) intermediate general qualification","","","",""
"Daily","1992","Full Time","(2a) intermediate vocational","","","",""
"Daily","1992","Full Time","(2c_gen) general maturity certificate","","","",""
"Daily","1992","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","Full Time","(3a) lower tertiary education","","","",""
"Daily","1992","Full Time","(3b) higher tertiary education","","","",""
"Daily","1992","Part Time","(0) in school","","","",""
"Daily","1992","Part Time","(1a) inadequately completed","","","",""
"Daily","1992","Part Time","(1b) general elementary school","","","",""
"Daily","1992","Part Time","(1c) basic vocational qualification","","","",""
"Daily","1992","Part Time","(2b) intermediate general qualification","","","",""
"Daily","1992","Part Time","(2a) intermediate vocational","","","",""
"Daily","1992","Part Time","(2c_gen) general maturity certificate","","","",""
"Daily","1992","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","Part Time","(3a) lower tertiary education","","","",""
"Daily","1992","Part Time","(3b) higher tertiary education","","","",""
"Daily","1992","Not Working","(0) in school","","","",""
"Daily","1992","Not Working","(1a) inadequately completed","","","",""
"Daily","1992","Not Working","(1b) general elementary school","","","",""
"Daily","1992","Not Working","(1c) basic vocational qualification","","","",""
"Daily","1992","Not Working","(2b) intermediate general qualification","","","",""
"Daily","1992","Not Working","(2a) intermediate vocational","","","",""
"Daily","1992","Not Working","(2c_gen) general maturity certificate","","","",""
"Daily","1992","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","Not Working","(3a) lower tertiary education","","","",""
"Daily","1992","Not Working","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","Full Time","(0) in school","","","",""
"Min 1x per week","1992","Full Time","(1a) inadequately completed","","","",""
"Min 1x per week","1992","Full Time","(1b) general elementary school","","","",""
"Min 1x per week","1992","Full Time","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","Full Time","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","Full Time","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","Full Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","Full Time","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","Full Time","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","Part Time","(0) in school","","","",""
"Min 1x per week","1992","Part Time","(1a) inadequately completed","","","",""
"Min 1x per week","1992","Part Time","(1b) general elementary school","","","",""
"Min 1x per week","1992","Part Time","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","Part Time","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","Part Time","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","Part Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","Part Time","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","Part Time","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","Not Working","(0) in school","","","",""
"Min 1x per week","1992","Not Working","(1a) inadequately completed","","","",""
"Min 1x per week","1992","Not Working","(1b) general elementary school","","","",""
"Min 1x per week","1992","Not Working","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","Not Working","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","Not Working","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","Not Working","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","Not Working","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","Not Working","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","Full Time","(0) in school","","","",""
"Min 1x per month","1992","Full Time","(1a) inadequately completed","","","",""
"Min 1x per month","1992","Full Time","(1b) general elementary school","","","",""
"Min 1x per month","1992","Full Time","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","Full Time","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","Full Time","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","Full Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","Full Time","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","Full Time","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","Part Time","(0) in school","","","",""
"Min 1x per month","1992","Part Time","(1a) inadequately completed","","","",""
"Min 1x per month","1992","Part Time","(1b) general elementary school","","","",""
"Min 1x per month","1992","Part Time","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","Part Time","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","Part Time","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","Part Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","Part Time","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","Part Time","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","Not Working","(0) in school","","","",""
"Min 1x per month","1992","Not Working","(1a) inadequately completed","","","",""
"Min 1x per month","1992","Not Working","(1b) general elementary school","","","",""
"Min 1x per month","1992","Not Working","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","Not Working","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","Not Working","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","Not Working","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","Not Working","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","Not Working","(3b) higher tertiary education","","","",""
"Rarely","1992","Full Time","(0) in school","","","",""
"Rarely","1992","Full Time","(1a) inadequately completed","","","",""
