"pli0089","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","Full Time","Other degree","62","0.111861932436181","0.0868899062668029","0.136833958605559"
"Min 1x per month","1990","Full Time","no degree/no degree yet","29","","",""
"Min 1x per month","1990","Part Time","lower secondary degree","57","0.0711931929460639","0.0532275545079053","0.0891588313842224"
"Min 1x per month","1990","Part Time","secondary school degree","40","0.11853671913029","0.0841779816965642","0.152895456564016"
"Min 1x per month","1990","Part Time","college entrance qualification","31","0.10712346680737","0.0716507314135925","0.142596202201147"
"Min 1x per month","1990","Part Time","Other degree","6","","",""
"Min 1x per month","1990","Part Time","no degree/no degree yet","11","","",""
"Min 1x per month","1990","Not Working","lower secondary degree","99","0.0482673840014341","0.0383714895407021","0.0581632784621661"
"Min 1x per month","1990","Not Working","secondary school degree","34","0.0509014701114449","0.030837427500998","0.0709655127218918"
"Min 1x per month","1990","Not Working","college entrance qualification","27","","",""
"Min 1x per month","1990","Not Working","Other degree","14","","",""
"Min 1x per month","1990","Not Working","no degree/no degree yet","24","","",""
"Rarely","1990","Full Time","lower secondary degree","615","0.327257988130563","0.306426918319305","0.348089057941821"
"Rarely","1990","Full Time","secondary school degree","309","0.361394109004099","0.329653610037121","0.393134607971077"
"Rarely","1990","Full Time","college entrance qualification","227","0.379909353014391","0.340910018941392","0.418908687087391"
"Rarely","1990","Full Time","Other degree","111","0.208603283114697","0.176412608980717","0.240793957248678"
"Rarely","1990","Full Time","no degree/no degree yet","43","0.130168046057243","0.0913063528529789","0.169029739261508"
"Rarely","1990","Part Time","lower secondary degree","201","0.261655206313668","0.230946959426952","0.292363453200384"
"Rarely","1990","Part Time","secondary school degree","105","0.309566692499213","0.260425395681893","0.358707989316533"
"Rarely","1990","Part Time","college entrance qualification","87","0.287538213718762","0.235624124611333","0.339452302826192"
"Rarely","1990","Part Time","Other degree","16","","",""
"Rarely","1990","Part Time","no degree/no degree yet","20","","",""
"Rarely","1990","Not Working","lower secondary degree","286","0.143142826293514","0.126972837825443","0.159312814761585"
"Rarely","1990","Not Working","secondary school degree","108","0.196497147776238","0.160225317961487","0.232768977590989"
"Rarely","1990","Not Working","college entrance qualification","74","0.205198423945992","0.160601060505778","0.249795787386206"
"Rarely","1990","Not Working","Other degree","28","","",""
"Rarely","1990","Not Working","no degree/no degree yet","87","0.328846237700422","0.284286604543912","0.373405870856931"
"Never","1990","Full Time","lower secondary degree","850","0.437707226675357","0.415682258937808","0.459732194412906"
"Never","1990","Full Time","secondary school degree","367","0.420714233376943","0.388097025133279","0.453331441620607"
"Never","1990","Full Time","college entrance qualification","292","0.486063907861572","0.445904171397811","0.526223644325333"
"Never","1990","Full Time","Other degree","371","0.552655222760921","0.513262073200758","0.592048372321084"
"Never","1990","Full Time","no degree/no degree yet","194","0.606681807961027","0.550265540390184","0.663098075531869"
"Never","1990","Part Time","lower secondary degree","476","0.605383089634305","0.571235212229988","0.639530967038622"
"Never","1990","Part Time","secondary school degree","168","0.4933598901895","0.44021759145054","0.546502188928461"
"Never","1990","Part Time","college entrance qualification","147","0.501625506125933","0.444276700886993","0.558974311364873"
"Never","1990","Part Time","Other degree","107","0.796689542838474","0.729296940892499","0.864082144784448"
"Never","1990","Part Time","no degree/no degree yet","86","0.588183695095882","0.501558244262323","0.674809145929441"
"Never","1990","Not Working","lower secondary degree","1363","0.783084214124775","0.76405501495737","0.802113413292181"
"Never","1990","Not Working","secondary school degree","303","0.723851543491483","0.683038997239659","0.764664089743308"
"Never","1990","Not Working","college entrance qualification","196","0.667466296541151","0.615439711628339","0.719492881453962"
"Never","1990","Not Working","Other degree","204","0.807635554603078","0.759162392672164","0.856108716533993"
"Never","1990","Not Working","no degree/no degree yet","286","0.490809232734756","0.443392592794232","0.538225872675279"
"Daily","1991","Full Time","lower secondary degree","","","",""
"Daily","1991","Full Time","secondary school degree","","","",""
"Daily","1991","Full Time","college entrance qualification","","","",""
"Daily","1991","Full Time","Other degree","","","",""
"Daily","1991","Full Time","no degree/no degree yet","","","",""
"Daily","1991","Part Time","lower secondary degree","","","",""
"Daily","1991","Part Time","secondary school degree","","","",""
"Daily","1991","Part Time","college entrance qualification","","","",""
"Daily","1991","Part Time","Other degree","","","",""
"Daily","1991","Part Time","no degree/no degree yet","","","",""
"Daily","1991","Not Working","lower secondary degree","","","",""
"Daily","1991","Not Working","secondary school degree","","","",""
"Daily","1991","Not Working","college entrance qualification","","","",""
"Daily","1991","Not Working","Other degree","","","",""
"Daily","1991","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1991","Full Time","lower secondary degree","","","",""
"Min 1x per week","1991","Full Time","secondary school degree","","","",""
"Min 1x per week","1991","Full Time","college entrance qualification","","","",""
"Min 1x per week","1991","Full Time","Other degree","","","",""
"Min 1x per week","1991","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1991","Part Time","lower secondary degree","","","",""
"Min 1x per week","1991","Part Time","secondary school degree","","","",""
"Min 1x per week","1991","Part Time","college entrance qualification","","","",""
"Min 1x per week","1991","Part Time","Other degree","","","",""
"Min 1x per week","1991","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1991","Not Working","lower secondary degree","","","",""
"Min 1x per week","1991","Not Working","secondary school degree","","","",""
"Min 1x per week","1991","Not Working","college entrance qualification","","","",""
"Min 1x per week","1991","Not Working","Other degree","","","",""
"Min 1x per week","1991","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1991","Full Time","lower secondary degree","","","",""
"Min 1x per month","1991","Full Time","secondary school degree","","","",""
"Min 1x per month","1991","Full Time","college entrance qualification","","","",""
"Min 1x per month","1991","Full Time","Other degree","","","",""
"Min 1x per month","1991","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1991","Part Time","lower secondary degree","","","",""
"Min 1x per month","1991","Part Time","secondary school degree","","","",""
"Min 1x per month","1991","Part Time","college entrance qualification","","","",""
"Min 1x per month","1991","Part Time","Other degree","","","",""
"Min 1x per month","1991","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1991","Not Working","lower secondary degree","","","",""
"Min 1x per month","1991","Not Working","secondary school degree","","","",""
"Min 1x per month","1991","Not Working","college entrance qualification","","","",""
"Min 1x per month","1991","Not Working","Other degree","","","",""
"Min 1x per month","1991","Not Working","no degree/no degree yet","","","",""
"Rarely","1991","Full Time","lower secondary degree","","","",""
"Rarely","1991","Full Time","secondary school degree","","","",""
"Rarely","1991","Full Time","college entrance qualification","","","",""
"Rarely","1991","Full Time","Other degree","","","",""
"Rarely","1991","Full Time","no degree/no degree yet","","","",""
"Rarely","1991","Part Time","lower secondary degree","","","",""
"Rarely","1991","Part Time","secondary school degree","","","",""
"Rarely","1991","Part Time","college entrance qualification","","","",""
"Rarely","1991","Part Time","Other degree","","","",""
"Rarely","1991","Part Time","no degree/no degree yet","","","",""
"Rarely","1991","Not Working","lower secondary degree","","","",""
"Rarely","1991","Not Working","secondary school degree","","","",""
"Rarely","1991","Not Working","college entrance qualification","","","",""
"Rarely","1991","Not Working","Other degree","","","",""
"Rarely","1991","Not Working","no degree/no degree yet","","","",""
"Never","1991","Full Time","lower secondary degree","","","",""
"Never","1991","Full Time","secondary school degree","","","",""
"Never","1991","Full Time","college entrance qualification","","","",""
"Never","1991","Full Time","Other degree","","","",""
"Never","1991","Full Time","no degree/no degree yet","","","",""
"Never","1991","Part Time","lower secondary degree","","","",""
"Never","1991","Part Time","secondary school degree","","","",""
"Never","1991","Part Time","college entrance qualification","","","",""
"Never","1991","Part Time","Other degree","","","",""
"Never","1991","Part Time","no degree/no degree yet","","","",""
"Never","1991","Not Working","lower secondary degree","","","",""
"Never","1991","Not Working","secondary school degree","","","",""
"Never","1991","Not Working","college entrance qualification","","","",""
"Never","1991","Not Working","Other degree","","","",""
"Never","1991","Not Working","no degree/no degree yet","","","",""
"Daily","1992","Full Time","lower secondary degree","","","",""
"Daily","1992","Full Time","secondary school degree","","","",""
"Daily","1992","Full Time","college entrance qualification","","","",""
"Daily","1992","Full Time","Other degree","","","",""
"Daily","1992","Full Time","no degree/no degree yet","","","",""
"Daily","1992","Part Time","lower secondary degree","","","",""
"Daily","1992","Part Time","secondary school degree","","","",""
"Daily","1992","Part Time","college entrance qualification","","","",""
"Daily","1992","Part Time","Other degree","","","",""
"Daily","1992","Part Time","no degree/no degree yet","","","",""
"Daily","1992","Not Working","lower secondary degree","","","",""
"Daily","1992","Not Working","secondary school degree","","","",""
"Daily","1992","Not Working","college entrance qualification","","","",""
"Daily","1992","Not Working","Other degree","","","",""
"Daily","1992","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1992","Full Time","lower secondary degree","","","",""
"Min 1x per week","1992","Full Time","secondary school degree","","","",""
"Min 1x per week","1992","Full Time","college entrance qualification","","","",""
"Min 1x per week","1992","Full Time","Other degree","","","",""
"Min 1x per week","1992","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1992","Part Time","lower secondary degree","","","",""
"Min 1x per week","1992","Part Time","secondary school degree","","","",""
"Min 1x per week","1992","Part Time","college entrance qualification","","","",""
"Min 1x per week","1992","Part Time","Other degree","","","",""
"Min 1x per week","1992","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1992","Not Working","lower secondary degree","","","",""
"Min 1x per week","1992","Not Working","secondary school degree","","","",""
"Min 1x per week","1992","Not Working","college entrance qualification","","","",""
"Min 1x per week","1992","Not Working","Other degree","","","",""
"Min 1x per week","1992","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1992","Full Time","lower secondary degree","","","",""
"Min 1x per month","1992","Full Time","secondary school degree","","","",""
"Min 1x per month","1992","Full Time","college entrance qualification","","","",""
"Min 1x per month","1992","Full Time","Other degree","","","",""
"Min 1x per month","1992","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1992","Part Time","lower secondary degree","","","",""
"Min 1x per month","1992","Part Time","secondary school degree","","","",""
"Min 1x per month","1992","Part Time","college entrance qualification","","","",""
"Min 1x per month","1992","Part Time","Other degree","","","",""
"Min 1x per month","1992","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1992","Not Working","lower secondary degree","","","",""
"Min 1x per month","1992","Not Working","secondary school degree","","","",""
"Min 1x per month","1992","Not Working","college entrance qualification","","","",""
"Min 1x per month","1992","Not Working","Other degree","","","",""
"Min 1x per month","1992","Not Working","no degree/no degree yet","","","",""
"Rarely","1992","Full Time","lower secondary degree","","","",""
"Rarely","1992","Full Time","secondary school degree","","","",""
"Rarely","1992","Full Time","college entrance qualification","","","",""
"Rarely","1992","Full Time","Other degree","","","",""
"Rarely","1992","Full Time","no degree/no degree yet","","","",""
"Rarely","1992","Part Time","lower secondary degree","","","",""
"Rarely","1992","Part Time","secondary school degree","","","",""
"Rarely","1992","Part Time","college entrance qualification","","","",""
"Rarely","1992","Part Time","Other degree","","","",""
"Rarely","1992","Part Time","no degree/no degree yet","","","",""
"Rarely","1992","Not Working","lower secondary degree","","","",""
"Rarely","1992","Not Working","secondary school degree","","","",""
"Rarely","1992","Not Working","college entrance qualification","","","",""
"Rarely","1992","Not Working","Other degree","","","",""
"Rarely","1992","Not Working","no degree/no degree yet","","","",""
"Never","1992","Full Time","lower secondary degree","","","",""
"Never","1992","Full Time","secondary school degree","","","",""
"Never","1992","Full Time","college entrance qualification","","","",""
"Never","1992","Full Time","Other degree","","","",""
"Never","1992","Full Time","no degree/no degree yet","","","",""
"Never","1992","Part Time","lower secondary degree","","","",""
"Never","1992","Part Time","secondary school degree","","","",""
"Never","1992","Part Time","college entrance qualification","","","",""
"Never","1992","Part Time","Other degree","","","",""
"Never","1992","Part Time","no degree/no degree yet","","","",""
"Never","1992","Not Working","lower secondary degree","","","",""
"Never","1992","Not Working","secondary school degree","","","",""
"Never","1992","Not Working","college entrance qualification","","","",""
"Never","1992","Not Working","Other degree","","","",""
"Never","1992","Not Working","no degree/no degree yet","","","",""
"Daily","1993","Full Time","lower secondary degree","","","",""
"Daily","1993","Full Time","secondary school degree","","","",""
"Daily","1993","Full Time","college entrance qualification","","","",""
"Daily","1993","Full Time","Other degree","","","",""
"Daily","1993","Full Time","no degree/no degree yet","","","",""
"Daily","1993","Part Time","lower secondary degree","","","",""
"Daily","1993","Part Time","secondary school degree","","","",""
"Daily","1993","Part Time","college entrance qualification","","","",""
"Daily","1993","Part Time","Other degree","","","",""
"Daily","1993","Part Time","no degree/no degree yet","","","",""
"Daily","1993","Not Working","lower secondary degree","","","",""
"Daily","1993","Not Working","secondary school degree","","","",""
"Daily","1993","Not Working","college entrance qualification","","","",""
"Daily","1993","Not Working","Other degree","","","",""
"Daily","1993","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1993","Full Time","lower secondary degree","","","",""
"Min 1x per week","1993","Full Time","secondary school degree","","","",""
"Min 1x per week","1993","Full Time","college entrance qualification","","","",""
"Min 1x per week","1993","Full Time","Other degree","","","",""
"Min 1x per week","1993","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1993","Part Time","lower secondary degree","","","",""
"Min 1x per week","1993","Part Time","secondary school degree","","","",""
"Min 1x per week","1993","Part Time","college entrance qualification","","","",""
"Min 1x per week","1993","Part Time","Other degree","","","",""
"Min 1x per week","1993","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1993","Not Working","lower secondary degree","","","",""
"Min 1x per week","1993","Not Working","secondary school degree","","","",""
"Min 1x per week","1993","Not Working","college entrance qualification","","","",""
"Min 1x per week","1993","Not Working","Other degree","","","",""
"Min 1x per week","1993","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1993","Full Time","lower secondary degree","","","",""
"Min 1x per month","1993","Full Time","secondary school degree","","","",""
"Min 1x per month","1993","Full Time","college entrance qualification","","","",""
"Min 1x per month","1993","Full Time","Other degree","","","",""
"Min 1x per month","1993","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1993","Part Time","lower secondary degree","","","",""
"Min 1x per month","1993","Part Time","secondary school degree","","","",""
"Min 1x per month","1993","Part Time","college entrance qualification","","","",""
"Min 1x per month","1993","Part Time","Other degree","","","",""
"Min 1x per month","1993","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1993","Not Working","lower secondary degree","","","",""
"Min 1x per month","1993","Not Working","secondary school degree","","","",""
"Min 1x per month","1993","Not Working","college entrance qualification","","","",""
"Min 1x per month","1993","Not Working","Other degree","","","",""
"Min 1x per month","1993","Not Working","no degree/no degree yet","","","",""
"Rarely","1993","Full Time","lower secondary degree","","","",""
"Rarely","1993","Full Time","secondary school degree","","","",""
"Rarely","1993","Full Time","college entrance qualification","","","",""
"Rarely","1993","Full Time","Other degree","","","",""
"Rarely","1993","Full Time","no degree/no degree yet","","","",""
"Rarely","1993","Part Time","lower secondary degree","","","",""
"Rarely","1993","Part Time","secondary school degree","","","",""
"Rarely","1993","Part Time","college entrance qualification","","","",""
"Rarely","1993","Part Time","Other degree","","","",""
"Rarely","1993","Part Time","no degree/no degree yet","","","",""
"Rarely","1993","Not Working","lower secondary degree","","","",""
"Rarely","1993","Not Working","secondary school degree","","","",""
"Rarely","1993","Not Working","college entrance qualification","","","",""
"Rarely","1993","Not Working","Other degree","","","",""
"Rarely","1993","Not Working","no degree/no degree yet","","","",""
"Never","1993","Full Time","lower secondary degree","","","",""
"Never","1993","Full Time","secondary school degree","","","",""
"Never","1993","Full Time","college entrance qualification","","","",""
"Never","1993","Full Time","Other degree","","","",""
"Never","1993","Full Time","no degree/no degree yet","","","",""
"Never","1993","Part Time","lower secondary degree","","","",""
"Never","1993","Part Time","secondary school degree","","","",""
"Never","1993","Part Time","college entrance qualification","","","",""
"Never","1993","Part Time","Other degree","","","",""
"Never","1993","Part Time","no degree/no degree yet","","","",""
"Never","1993","Not Working","lower secondary degree","","","",""
"Never","1993","Not Working","secondary school degree","","","",""
"Never","1993","Not Working","college entrance qualification","","","",""
"Never","1993","Not Working","Other degree","","","",""
"Never","1993","Not Working","no degree/no degree yet","","","",""
"Daily","1994","Full Time","lower secondary degree","","","",""
"Daily","1994","Full Time","secondary school degree","","","",""
"Daily","1994","Full Time","college entrance qualification","","","",""
"Daily","1994","Full Time","Other degree","","","",""
"Daily","1994","Full Time","no degree/no degree yet","","","",""
"Daily","1994","Part Time","lower secondary degree","","","",""
"Daily","1994","Part Time","secondary school degree","","","",""
"Daily","1994","Part Time","college entrance qualification","","","",""
"Daily","1994","Part Time","Other degree","","","",""
"Daily","1994","Part Time","no degree/no degree yet","","","",""
"Daily","1994","Not Working","lower secondary degree","","","",""
"Daily","1994","Not Working","secondary school degree","","","",""
"Daily","1994","Not Working","college entrance qualification","","","",""
"Daily","1994","Not Working","Other degree","","","",""
"Daily","1994","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1994","Full Time","lower secondary degree","","","",""
"Min 1x per week","1994","Full Time","secondary school degree","","","",""
"Min 1x per week","1994","Full Time","college entrance qualification","","","",""
"Min 1x per week","1994","Full Time","Other degree","","","",""
"Min 1x per week","1994","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1994","Part Time","lower secondary degree","","","",""
"Min 1x per week","1994","Part Time","secondary school degree","","","",""
"Min 1x per week","1994","Part Time","college entrance qualification","","","",""
"Min 1x per week","1994","Part Time","Other degree","","","",""
"Min 1x per week","1994","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1994","Not Working","lower secondary degree","","","",""
"Min 1x per week","1994","Not Working","secondary school degree","","","",""
"Min 1x per week","1994","Not Working","college entrance qualification","","","",""
"Min 1x per week","1994","Not Working","Other degree","","","",""
"Min 1x per week","1994","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1994","Full Time","lower secondary degree","","","",""
"Min 1x per month","1994","Full Time","secondary school degree","","","",""
"Min 1x per month","1994","Full Time","college entrance qualification","","","",""
"Min 1x per month","1994","Full Time","Other degree","","","",""
"Min 1x per month","1994","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1994","Part Time","lower secondary degree","","","",""
"Min 1x per month","1994","Part Time","secondary school degree","","","",""
"Min 1x per month","1994","Part Time","college entrance qualification","","","",""
"Min 1x per month","1994","Part Time","Other degree","","","",""
"Min 1x per month","1994","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1994","Not Working","lower secondary degree","","","",""
"Min 1x per month","1994","Not Working","secondary school degree","","","",""
"Min 1x per month","1994","Not Working","college entrance qualification","","","",""
"Min 1x per month","1994","Not Working","Other degree","","","",""
"Min 1x per month","1994","Not Working","no degree/no degree yet","","","",""
"Rarely","1994","Full Time","lower secondary degree","","","",""
"Rarely","1994","Full Time","secondary school degree","","","",""
"Rarely","1994","Full Time","college entrance qualification","","","",""
"Rarely","1994","Full Time","Other degree","","","",""
"Rarely","1994","Full Time","no degree/no degree yet","","","",""
"Rarely","1994","Part Time","lower secondary degree","","","",""
"Rarely","1994","Part Time","secondary school degree","","","",""
"Rarely","1994","Part Time","college entrance qualification","","","",""
"Rarely","1994","Part Time","Other degree","","","",""
"Rarely","1994","Part Time","no degree/no degree yet","","","",""
"Rarely","1994","Not Working","lower secondary degree","","","",""
"Rarely","1994","Not Working","secondary school degree","","","",""
"Rarely","1994","Not Working","college entrance qualification","","","",""
"Rarely","1994","Not Working","Other degree","","","",""
"Rarely","1994","Not Working","no degree/no degree yet","","","",""
"Never","1994","Full Time","lower secondary degree","","","",""
"Never","1994","Full Time","secondary school degree","","","",""
"Never","1994","Full Time","college entrance qualification","","","",""
"Never","1994","Full Time","Other degree","","","",""
"Never","1994","Full Time","no degree/no degree yet","","","",""
"Never","1994","Part Time","lower secondary degree","","","",""
"Never","1994","Part Time","secondary school degree","","","",""
"Never","1994","Part Time","college entrance qualification","","","",""
"Never","1994","Part Time","Other degree","","","",""
"Never","1994","Part Time","no degree/no degree yet","","","",""
"Never","1994","Not Working","lower secondary degree","","","",""
"Never","1994","Not Working","secondary school degree","","","",""
"Never","1994","Not Working","college entrance qualification","","","",""
"Never","1994","Not Working","Other degree","","","",""
"Never","1994","Not Working","no degree/no degree yet","","","",""
"Daily","1995","Full Time","lower secondary degree","2","","",""
"Daily","1995","Full Time","secondary school degree","6","","",""
"Daily","1995","Full Time","college entrance qualification","1","","",""
"Daily","1995","Full Time","Other degree","1","","",""
"Daily","1995","Full Time","no degree/no degree yet","1","","",""
"Daily","1995","Part Time","lower secondary degree","2","","",""
"Daily","1995","Part Time","secondary school degree","1","","",""
"Daily","1995","Part Time","college entrance qualification","2","","",""
"Daily","1995","Part Time","Other degree","","","",""
"Daily","1995","Part Time","no degree/no degree yet","","","",""
"Daily","1995","Not Working","lower secondary degree","1","","",""
"Daily","1995","Not Working","secondary school degree","","","",""
"Daily","1995","Not Working","college entrance qualification","","","",""
"Daily","1995","Not Working","Other degree","","","",""
"Daily","1995","Not Working","no degree/no degree yet","5","","",""
"Min 1x per week","1995","Full Time","lower secondary degree","143","0.0711252471602411","0.059832176994802","0.0824183173256801"
"Min 1x per week","1995","Full Time","secondary school degree","117","0.0542698442098024","0.0442885214346678","0.0642511669849369"
"Min 1x per week","1995","Full Time","college entrance qualification","53","0.0721345595280703","0.0560271590944181","0.0882419599617225"
"Min 1x per week","1995","Full Time","Other degree","28","","",""
"Min 1x per week","1995","Full Time","no degree/no degree yet","16","","",""
"Min 1x per week","1995","Part Time","lower secondary degree","54","0.0636153233686561","0.0481278018683479","0.0791028448689643"
"Min 1x per week","1995","Part Time","secondary school degree","37","0.0552580534855793","0.0391615332045148","0.0713545737666438"
"Min 1x per week","1995","Part Time","college entrance qualification","17","","",""
"Min 1x per week","1995","Part Time","Other degree","11","","",""
"Min 1x per week","1995","Part Time","no degree/no degree yet","4","","",""
"Min 1x per week","1995","Not Working","lower secondary degree","74","0.0327315829495852","0.0256685985233744","0.0397945673757961"
"Min 1x per week","1995","Not Working","secondary school degree","25","","",""
"Min 1x per week","1995","Not Working","college entrance qualification","26","","",""
"Min 1x per week","1995","Not Working","Other degree","6","","",""
"Min 1x per week","1995","Not Working","no degree/no degree yet","28","","",""
"Min 1x per month","1995","Full Time","lower secondary degree","220","0.102139974360134","0.0888347027890522","0.115445245931215"
"Min 1x per month","1995","Full Time","secondary school degree","177","0.101523722587265","0.0882172706937155","0.114830174480814"
"Min 1x per month","1995","Full Time","college entrance qualification","92","0.0896120476521695","0.0718289376364678","0.107395157667871"
"Min 1x per month","1995","Full Time","Other degree","44","0.0730216577618968","0.0513959000451709","0.0946474154786228"
"Min 1x per month","1995","Full Time","no degree/no degree yet","14","","",""
"Min 1x per month","1995","Part Time","lower secondary degree","64","0.0696068277102929","0.0534582944721408","0.0857553609484449"
"Min 1x per month","1995","Part Time","secondary school degree","68","0.0905804326541367","0.0703606281054676","0.110800237202806"
"Min 1x per month","1995","Part Time","college entrance qualification","33","0.0774865696782268","0.0521866576389181","0.102786481717536"
"Min 1x per month","1995","Part Time","Other degree","12","","",""
"Min 1x per month","1995","Part Time","no degree/no degree yet","9","","",""
"Min 1x per month","1995","Not Working","lower secondary degree","106","0.0392152906578982","0.0315103020506247","0.0469202792651717"
"Min 1x per month","1995","Not Working","secondary school degree","44","0.0405952035041808","0.0270793198630042","0.0541110871453574"
"Min 1x per month","1995","Not Working","college entrance qualification","40","0.0743083851613049","0.0508700030886557","0.097746767233954"
"Min 1x per month","1995","Not Working","Other degree","11","","",""
"Min 1x per month","1995","Not Working","no degree/no degree yet","56","0.111736665806433","0.0854075989025544","0.138065732710312"
"Rarely","1995","Full Time","lower secondary degree","660","0.33901832503283","0.318220024501454","0.359816625564206"
"Rarely","1995","Full Time","secondary school degree","736","0.383271146698673","0.361850854516389","0.404691438880958"
"Rarely","1995","Full Time","college entrance qualification","358","0.354397808726527","0.324616808792453","0.3841788086606"
"Rarely","1995","Full Time","Other degree","115","0.206733115667471","0.173072242107405","0.240393989227537"
"Rarely","1995","Full Time","no degree/no degree yet","36","0.147182387965462","0.0975830296276546","0.19678174630327"
"Rarely","1995","Part Time","lower secondary degree","251","0.2835860712577","0.254983942184815","0.312188200330585"
"Rarely","1995","Part Time","secondary school degree","226","0.313352434080702","0.28067401113401","0.346030857027393"
"Rarely","1995","Part Time","college entrance qualification","146","0.354867504266391","0.309590569238479","0.400144439294304"
"Rarely","1995","Part Time","Other degree","40","0.17837869583521","0.129432212105506","0.227325179564915"
"Rarely","1995","Part Time","no degree/no degree yet","17","","",""
"Rarely","1995","Not Working","lower secondary degree","376","0.145419566726365","0.131426299237683","0.159412834215047"
"Rarely","1995","Not Working","secondary school degree","187","0.19341790551279","0.166367189405803","0.220468621619776"
"Rarely","1995","Not Working","college entrance qualification","136","0.241113621246158","0.202886217403637","0.27934102508868"
"Rarely","1995","Not Working","Other degree","48","0.113870170057152","0.0820157228802339","0.14572461723407"
"Rarely","1995","Not Working","no degree/no degree yet","137","0.309250631363426","0.270624404041142","0.347876858685709"
"Never","1995","Full Time","lower secondary degree","965","0.486466129597428","0.464506126189232","0.508426133005624"
"Never","1995","Full Time","secondary school degree","943","0.45869335051364","0.436739631713075","0.480647069314204"
"Never","1995","Full Time","college entrance qualification","487","0.483207530570456","0.452094938196148","0.514320122944764"
"Never","1995","Full Time","Other degree","368","0.674497206680003","0.63554983699465","0.713444576365356"
"Never","1995","Full Time","no degree/no degree yet","129","0.635866453928856","0.568501602320791","0.703231305536922"
"Never","1995","Part Time","lower secondary degree","583","0.582046649395224","0.550748640761046","0.613344658029402"
