"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","35-65 y.","Single parent","168.3","168","563","160","163","173","179","189","167.66","168.94","146","194","168","168"
"2004","66 and older","(Married) couple without C.","169.02","169","2337","158","164","175","180","187","168.69","169.35","140","196","168","170"
"2004","66 and older","1-pers.-HH","164.34","164","1070","155","159","168","175","185","163.87","164.81","140","190","164","165"
"2004","66 and older","Couple + C. GT 16 ","169.83","170","167","160","164","175","179","188","168.66","171","150","190","168","172"
"2004","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2004","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2004","66 and older","Single parent","162.66","162.53","69","151","158","168","173","176","160.89","164.43","148","182","160","167"
"2005","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2005","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2005","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2005","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2005","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2005","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","66 and older","Single parent","","","","","","","","","","","","","",""
"2006","16-34 y.","(Married) couple without C.","172.81","172","946","160","165","180","186","197","172.18","173.44","150","209","171","174"
"2006","16-34 y.","1-pers.-HH","175.73","176","716","164","168","182","188","196","175.05","176.41","150","200","174","176"
"2006","16-34 y.","Couple + C. GT 16 ","175.58","175.17","1274","164","170","182","187","198","175.07","176.09","115","205","174","175"
"2006","16-34 y.","Couple + C. LE 16","171.94","172","1112","160","165","178","185","193","171.4","172.48","143","198","170","172"
"2006","16-34 y.","Couple + C. LE and GT 16","173.35","172","485","160","165","180","187","195","172.46","174.24","150","204","172","175"
"2006","16-34 y.","Single parent","173.29","172","446","160","166","180","186","195","172.44","174.14","140","204","171","173"
"2006","35-65 y.","(Married) couple without C.","170.88","170","4091","160","164","178","183","192","170.6","171.16","131","204","170","170"
"2006","35-65 y.","1-pers.-HH","172.86","173","1346","160","166","180","186","194","172.36","173.36","143","203","171","173"
"2006","35-65 y.","Couple + C. GT 16 ","170.77","170","2234","160","164","178","182","190","170.39","171.15","120","200","170","172"
"2006","35-65 y.","Couple + C. LE 16","174.02","174","2807","162","168","180","186","195","173.68","174.36","149","203","173","174"
"2006","35-65 y.","Couple + C. LE and GT 16","171.88","172","1005","160","165","178","183","190","171.33","172.43","148","198","170","172"
"2006","35-65 y.","Single parent","168.38","168","654","159","163","173","179","186","167.8","168.96","149","194","168","169"
"2006","66 and older","(Married) couple without C.","169.09","169","2827","158","164","175","180","188","168.78","169.4","123","195","168","170"
"2006","66 and older","1-pers.-HH","164.81","164","1281","155","159","170","176","185","164.36","165.26","140","191","164","165"
"2006","66 and older","Couple + C. GT 16 ","169.86","170","163","160","164","178","180","185","168.56","171.16","143","195","169","173"
"2006","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","66 and older","Single parent","160.9","160","69","150","157","165","170","179","159.11","162.69","145","182","160","165"
"2007","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2007","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2007","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2007","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2007","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2007","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","66 and older","Single parent","","","","","","","","","","","","","",""
"2008","16-34 y.","(Married) couple without C.","173.5","173","811","160","166","182","186","203","172.84","174.16","150","205","172","174"
"2008","16-34 y.","1-pers.-HH","174.61","173","604","163","168","181","186","194","173.85","175.37","120","208","173","175"
"2008","16-34 y.","Couple + C. GT 16 ","175.32","176","1155","163","168","182","188","198","174.77","175.87","120","204","175","176"
"2008","16-34 y.","Couple + C. LE 16","171.74","171","868","160","165","178","185","196","171.11","172.37","150","208","170","172"
"2008","16-34 y.","Couple + C. LE and GT 16","173.8","175","378","160","167","180","186","197","172.83","174.77","152","204","173","175"
"2008","16-34 y.","Single parent","173.04","173","441","160","166","180","186","194","172.13","173.95","138","200","171","173"
"2008","35-65 y.","(Married) couple without C.","171.22","170","3465","160","164","178","184","195","170.91","171.53","127","204","170","171"
"2008","35-65 y.","1-pers.-HH","172.75","173","1228","160","166","179","185","193","172.22","173.28","95","203","171","173"
"2008","35-65 y.","Couple + C. GT 16 ","171.28","170","2025","160","165","178","183","192","170.88","171.68","84","200","170","172"
"2008","35-65 y.","Couple + C. LE 16","174.23","174","2340","163","168","180","186","195","173.85","174.61","140","201","173","174"
"2008","35-65 y.","Couple + C. LE and GT 16","172.38","173","831","160","165","179","185","191","171.76","173","146","200","172","173"
"2008","35-65 y.","Single parent","167.72","168","578","158","163","172","178","187","167.11","168.33","150","195","167","169"
"2008","66 and older","(Married) couple without C.","169.44","169","2795","158","164","176","180","189","169.12","169.76","82","196","169","170"
"2008","66 and older","1-pers.-HH","164.98","165","1206","155","160","170","176","186","164.52","165.44","142","195","164","165"
"2008","66 and older","Couple + C. GT 16 ","170.46","171.97","184","160","165","175","180","186","169.33","171.59","152","190","168","172"
"2008","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2008","66 and older","Single parent","162.48","162","66","150","158","168","175","182","160.54","164.42","142","182","160","165"
"2009","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2009","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2009","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2009","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2009","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2009","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2009","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2009","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2009","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2009","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2009","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2009","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2009","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2009","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2009","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2009","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2009","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2009","66 and older","Single parent","","","","","","","","","","","","","",""
"2010","16-34 y.","(Married) couple without C.","173.82","173","685","162","167","181","186","196","173.11","174.53","152","210","172","174"
"2010","16-34 y.","1-pers.-HH","175.3","174","512","164","169","182","188","198","174.49","176.11","150","205","173","175"
"2010","16-34 y.","Couple + C. GT 16 ","175.79","176","961","163","169","182","188","198","175.16","176.42","87","203","175","176"
"2010","16-34 y.","Couple + C. LE 16","171.01","170","647","160","163","176","182","194","170.29","171.73","140","198","170","172"
"2010","16-34 y.","Couple + C. LE and GT 16","173.61","174","334","160","168","180","185","194","172.61","174.61","153","198","173","176"
"2010","16-34 y.","Single parent","174.49","175","353","162","168","180","186","196","173.5","175.48","140","200","171","174"
"2010","35-65 y.","(Married) couple without C.","171.52","170","3018","160","165","178","185","194","171.18","171.86","101","208","170","170"
"2010","35-65 y.","1-pers.-HH","173.2","174","1107","161","167","180","185","194","172.66","173.74","149","200","171","173"
"2010","35-65 y.","Couple + C. GT 16 ","171.26","170","1706","160","165","178","183","190","170.83","171.69","147","200","170","172"
"2010","35-65 y.","Couple + C. LE 16","173.59","174","1898","162","167","180","186","195","173.17","174.01","150","205","173","175"
"2010","35-65 y.","Couple + C. LE and GT 16","171.69","172","711","162","165","178","184","193","170.98","172.4","82","200","172","174"
"2010","35-65 y.","Single parent","168.31","168","473","158","163","173","179","187","167.6","169.02","149","198","168","170"
"2010","66 and older","(Married) couple without C.","169.37","169","2612","158","163","176","180","188","169.04","169.7","112","198","169","170"
"2010","66 and older","1-pers.-HH","165.12","165","1123","156","159","170","176","186","164.65","165.59","142","190","165","165"
"2010","66 and older","Couple + C. GT 16 ","170.59","170","163","162","165","175","181","187","169.32","171.86","150","190","169","172"
"2010","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","66 and older","Single parent","163.52","160.02","63","154","158","168","178","182","161.53","165.51","148","182","160","165"
"2011","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2011","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2011","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2011","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2011","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2011","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","66 and older","Single parent","","","","","","","","","","","","","",""
"2012","16-34 y.","(Married) couple without C.","173.74","173","793","162","167","180","186","201","173.05","174.43","118","205","172","174"
"2012","16-34 y.","1-pers.-HH","175.13","174","673","164","169","182","187","196","174.44","175.82","150","205","173","175"
"2012","16-34 y.","Couple + C. GT 16 ","175.52","176","975","163","169","182","188","198","174.9","176.14","130","202","175","176"
"2012","16-34 y.","Couple + C. LE 16","171.11","170","796","160","164","178","185","193","170.45","171.77","150","198","170","172"
"2012","16-34 y.","Couple + C. LE and GT 16","172.48","171.23","344","160","165","179","186","195","171.46","173.5","153","204","172","175"
"2012","16-34 y.","Single parent","174.18","174","445","162","168","180","186","198","173.28","175.08","140","217","172","174"
"2012","35-65 y.","(Married) couple without C.","171.75","171","3898","160","164","178","185","194","171.45","172.05","80","204","170","171"
"2012","35-65 y.","1-pers.-HH","172.67","173","1569","160","166","179","185","194","172.21","173.13","117","197","170","172"
"2012","35-65 y.","Couple + C. GT 16 ","171.91","172","1823","160","165","178","184","194","171.5","172.32","148","200","170","172"
"2012","35-65 y.","Couple + C. LE 16","174.44","174","2251","163","168","180","187","195","174.05","174.83","148","205","173","175"
"2012","35-65 y.","Couple + C. LE and GT 16","172.37","172","746","160","165","179","184","194","171.73","173.01","143","201","171","172"
"2012","35-65 y.","Single parent","168.66","168","679","158","163","175","180","196","168.02","169.3","120","198","168","169"
"2012","66 and older","(Married) couple without C.","169.38","170","3447","158","163","176","180","188","169.09","169.67","116","198","170","170"
"2012","66 and older","1-pers.-HH","165.28","165","1432","156","160","170","177","185","164.85","165.71","144","198","165","165"
"2012","66 and older","Couple + C. GT 16 ","168.33","169.02","170","158","163","173","178","184","167.08","169.58","148","189","168","171"
"2012","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2012","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2012","66 and older","Single parent","163.88","163","78","155","158","168","176","186","161.93","165.83","150","190","162","167"
"2013","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2013","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2013","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2013","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2013","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2013","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2013","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2013","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2013","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2013","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2013","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2013","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2013","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2013","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2013","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2013","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2013","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2013","66 and older","Single parent","","","","","","","","","","","","","",""
"2014","16-34 y.","(Married) couple without C.","173.42","172","983","162","168","180","186","198","172.81","174.03","149","208","172","173"
"2014","16-34 y.","1-pers.-HH","174.89","175","722","163","168","181","187","196","174.21","175.57","150","200","173","175"
"2014","16-34 y.","Couple + C. GT 16 ","175.82","177","1035","163","168","183","188","198","175.21","176.43","130","204","175","176"
"2014","16-34 y.","Couple + C. LE 16","171.64","170","1871","160","165","179","185","193","171.21","172.07","145","207","170","170"
"2014","16-34 y.","Couple + C. LE and GT 16","174.26","175","711","162","168","180","185","199","173.53","174.99","139","205","173","175"
"2014","16-34 y.","Single parent","172.59","172","845","160","165","180","187","198","171.89","173.29","93","217","170","172"
"2014","35-65 y.","(Married) couple without C.","171.91","171","3759","160","165","178","185","195","171.61","172.21","117","207","170","171"
"2014","35-65 y.","1-pers.-HH","173.49","173","1543","161","167","180","186","193","173.02","173.96","147","197","171","173"
"2014","35-65 y.","Couple + C. GT 16 ","171.62","172","1866","160","165","178","184","193","171.19","172.05","107","200","170","172"
"2014","35-65 y.","Couple + C. LE 16","174.33","174","4969","163","168","180","187","195","174.07","174.59","116","205","173","174"
"2014","35-65 y.","Couple + C. LE and GT 16","172.63","172","1523","160","166","179","186","196","172.15","173.11","116","207","171","172"
"2014","35-65 y.","Single parent","168.78","168","1532","159","164","174","180","186","168.39","169.17","120","197","168","168"
"2014","66 and older","(Married) couple without C.","169.5","170","3249","158","163","176","180","189","169.2","169.8","117","198","170","170"
"2014","66 and older","1-pers.-HH","165.59","165","1390","156","160","170","178","186","165.14","166.04","116","196","165","165"
"2014","66 and older","Couple + C. GT 16 ","168.29","168","170","157","163","173","178","186","167.08","169.5","148","189","168","172"
"2014","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2014","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2014","66 and older","Single parent","163.48","163","71","154","158","168","174","182","161.42","165.54","148","190","162","168"
"2015","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2015","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2015","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2015","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2015","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2015","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2015","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2015","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2015","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2015","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2015","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2015","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2015","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2015","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2015","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2015","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2015","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2015","66 and older","Single parent","","","","","","","","","","","","","",""
"2016","16-34 y.","(Married) couple without C.","174.5","174","912","162","168","182","186","196","173.87","175.13","150","205","172","174"
"2016","16-34 y.","1-pers.-HH","174.61","175","683","163","168","180","186","198","173.89","175.33","140","201","173","175"
"2016","16-34 y.","Couple + C. GT 16 ","175.75","176","893","163","169","182","188","199","175.11","176.39","140","207","174","176"
"2016","16-34 y.","Couple + C. LE 16","171.47","170","1412","160","165","178","184","196","170.99","171.95","145","202","170","170"
"2016","16-34 y.","Couple + C. LE and GT 16","174.49","175","674","162","167","182","186","195","173.72","175.26","117","205","173","175"
"2016","16-34 y.","Single parent","173.76","172","737","161","166","180","186","201","173.01","174.51","115","220","172","174"
"2016","35-65 y.","(Married) couple without C.","171.93","171.97","3378","160","165","178","185","195","171.62","172.24","139","205","170","171"
"2016","35-65 y.","1-pers.-HH","173.48","174","1460","161","167","180","186","194","172.99","173.97","128","200","171","173"
"2016","35-65 y.","Couple + C. GT 16 ","171.93","172","1649","160","165","178","184","192","171.49","172.37","148","204","170","172"
"2016","35-65 y.","Couple + C. LE 16","174.48","174","4352","162","168","181","188","196","174.2","174.76","144","206","173","174"
"2016","35-65 y.","Couple + C. LE and GT 16","172.51","172","1400","160","166","179","185","200","172","173.02","116","205","170","172"
"2016","35-65 y.","Single parent","168.69","168","1333","159","163","175","178","187","168.27","169.11","120","197","168","168"
"2016","66 and older","(Married) couple without C.","169.57","170","3055","158","163","176","181","189","169.25","169.89","117","204","170","170"
"2016","66 and older","1-pers.-HH","165.81","165","1336","156","160","170","178","187","165.36","166.26","136","194","165","165"
"2016","66 and older","Couple + C. GT 16 ","169.78","170","197","156","163","176","180","190","168.53","171.03","147","193","170","173"
"2016","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2016","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2016","66 and older","Single parent","164.82","165","71","155","159","170","175","186","162.73","166.91","148","190","165","169"
"2017","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2017","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2017","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2017","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2017","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2017","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2017","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2017","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2017","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2017","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2017","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2017","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2017","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2017","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2017","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2017","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2017","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2017","66 and older","Single parent","","","","","","","","","","","","","",""
"2018","16-34 y.","(Married) couple without C.","173.72","173","1129","160","166","181","187","198","173.15","174.29","150","204","172","173"
"2018","16-34 y.","1-pers.-HH","174.59","175","1538","163","168","181","187","196","174.16","175.02","140","200","173","175"
"2018","16-34 y.","Couple + C. GT 16 ","174.95","176","1027","163","168","182","187","196","174.33","175.57","116","207","173","175"
"2018","16-34 y.","Couple + C. LE 16","170.9","170","2026","160","164","178","185","195","170.49","171.31","140","205","168","170"
"2018","16-34 y.","Couple + C. LE and GT 16","174.38","175","819","163","167","181","187","200","173.67","175.09","116","205","172","174"
"2018","16-34 y.","Single parent","174.14","174","959","160","166","183","190","199","173.44","174.84","117","215","170","172"
"2018","35-65 y.","(Married) couple without C.","172.35","172","3732","160","165","179","185","196","172.05","172.65","139","206","170","172"
"2018","35-65 y.","1-pers.-HH","173.54","174","1948","160","167","180","186","195","173.12","173.96","145","200","172","173"
"2018","35-65 y.","Couple + C. GT 16 ","171.89","172","1874","160","165","178","185","194","171.46","172.32","145","207","170","172"
"2018","35-65 y.","Couple + C. LE 16","174.79","175","5052","163","168","181","188","196","174.53","175.05","105","208","173","174"
"2018","35-65 y.","Couple + C. LE and GT 16","172.46","172","1862","160","165","179","185","200","172.01","172.91","115","205","170","172"
"2018","35-65 y.","Single parent","169.14","168","1480","159","163","175","181","189","168.72","169.56","120","197","167","168"
"2018","66 and older","(Married) couple without C.","169.61","170","3259","158","163","176","182","189","169.3","169.92","145","202","170","170"
"2018","66 and older","1-pers.-HH","165.78","165","1404","156","160","171","178","187","165.32","166.24","116","196","165","166"
"2018","66 and older","Couple + C. GT 16 ","170.63","172","201","155","165","177","182","188","169.4","171.86","148","192","170","174"
"2018","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2018","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
