"pli0083","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Never","1999","16-34 y.","no migration background","","","","","5"
"Never","1999","16-34 y.","direct migration background","","","","","5"
"Never","1999","16-34 y.","indirect migration background","","","","","5"
"Never","1999","35-65 y.","no migration background","","","","","5"
"Never","1999","35-65 y.","direct migration background","","","","","5"
"Never","1999","66 and older","no migration background","","","","","5"
"Never","1999","66 and older","direct migration background","","","","","5"
"Never","1999","66 and older","indirect migration background","","","","","5"
"Never","1999","35-65 y.","indirect migration background","","","","","5"
"Rarely","1999","16-34 y.","no migration background","","","","","4"
"Rarely","1999","16-34 y.","indirect migration background","","","","","4"
"Rarely","1999","35-65 y.","no migration background","","","","","4"
"Rarely","1999","35-65 y.","direct migration background","","","","","4"
"Rarely","1999","35-65 y.","indirect migration background","","","","","4"
"Rarely","1999","66 and older","indirect migration background","","","","","4"
"Rarely","1999","16-34 y.","direct migration background","","","","","4"
"Rarely","1999","66 and older","direct migration background","","","","","4"
"Rarely","1999","66 and older","no migration background","","","","","4"
"Daily","2000","16-34 y.","no migration background","","","","","1"
"Daily","2000","16-34 y.","direct migration background","","","","","1"
"Daily","2000","16-34 y.","indirect migration background","","","","","1"
"Daily","2000","35-65 y.","no migration background","","","","","1"
"Daily","2000","35-65 y.","direct migration background","","","","","1"
"Daily","2000","66 and older","direct migration background","","","","","1"
"Daily","2000","66 and older","no migration background","","","","","1"
"Daily","2000","66 and older","indirect migration background","","","","","1"
"Daily","2000","35-65 y.","indirect migration background","","","","","1"
"Min 1x per month","2000","16-34 y.","no migration background","","","","","3"
"Min 1x per month","2000","16-34 y.","direct migration background","","","","","3"
"Min 1x per month","2000","16-34 y.","indirect migration background","","","","","3"
"Min 1x per month","2000","35-65 y.","no migration background","","","","","3"
"Min 1x per month","2000","35-65 y.","direct migration background","","","","","3"
"Min 1x per month","2000","66 and older","indirect migration background","","","","","3"
"Min 1x per month","2000","66 and older","direct migration background","","","","","3"
"Min 1x per month","2000","35-65 y.","indirect migration background","","","","","3"
"Min 1x per month","2000","66 and older","no migration background","","","","","3"
"Min 1x per week","2000","16-34 y.","no migration background","","","","","2"
"Min 1x per week","2000","16-34 y.","direct migration background","","","","","2"
"Min 1x per week","2000","16-34 y.","indirect migration background","","","","","2"
"Min 1x per week","2000","35-65 y.","no migration background","","","","","2"
"Min 1x per week","2000","35-65 y.","direct migration background","","","","","2"
"Min 1x per week","2000","35-65 y.","indirect migration background","","","","","2"
"Min 1x per week","2000","66 and older","direct migration background","","","","","2"
"Min 1x per week","2000","66 and older","indirect migration background","","","","","2"
"Min 1x per week","2000","66 and older","no migration background","","","","","2"
"Never","2000","16-34 y.","no migration background","","","","","5"
"Never","2000","16-34 y.","direct migration background","","","","","5"
"Never","2000","16-34 y.","indirect migration background","","","","","5"
"Never","2000","35-65 y.","no migration background","","","","","5"
"Never","2000","35-65 y.","direct migration background","","","","","5"
"Never","2000","66 and older","no migration background","","","","","5"
"Never","2000","66 and older","direct migration background","","","","","5"
"Never","2000","66 and older","indirect migration background","","","","","5"
"Never","2000","35-65 y.","indirect migration background","","","","","5"
"Rarely","2000","16-34 y.","no migration background","","","","","4"
"Rarely","2000","16-34 y.","direct migration background","","","","","4"
"Rarely","2000","16-34 y.","indirect migration background","","","","","4"
"Rarely","2000","35-65 y.","no migration background","","","","","4"
"Rarely","2000","35-65 y.","direct migration background","","","","","4"
"Rarely","2000","35-65 y.","indirect migration background","","","","","4"
"Rarely","2000","66 and older","indirect migration background","","","","","4"
"Rarely","2000","66 and older","direct migration background","","","","","4"
"Rarely","2000","66 and older","no migration background","","","","","4"
"Daily","2001","16-34 y.","no migration background","","","","","1"
"Daily","2001","16-34 y.","direct migration background","","","","","1"
"Daily","2001","16-34 y.","indirect migration background","","","","","1"
"Daily","2001","35-65 y.","no migration background","","","","","1"
"Daily","2001","35-65 y.","direct migration background","","","","","1"
"Daily","2001","35-65 y.","indirect migration background","","","","","1"
"Daily","2001","66 and older","no migration background","","","","","1"
"Daily","2001","66 and older","direct migration background","","","","","1"
"Daily","2001","66 and older","indirect migration background","","","","","1"
"Min 1x per month","2001","16-34 y.","no migration background","","","","","3"
"Min 1x per month","2001","16-34 y.","indirect migration background","","","","","3"
"Min 1x per month","2001","35-65 y.","no migration background","","","","","3"
"Min 1x per month","2001","16-34 y.","direct migration background","","","","","3"
"Min 1x per month","2001","35-65 y.","direct migration background","","","","","3"
"Min 1x per month","2001","35-65 y.","indirect migration background","","","","","3"
"Min 1x per month","2001","66 and older","no migration background","","","","","3"
"Min 1x per month","2001","66 and older","direct migration background","","","","","3"
"Min 1x per month","2001","66 and older","indirect migration background","","","","","3"
"Min 1x per week","2001","16-34 y.","no migration background","","","","","2"
"Min 1x per week","2001","35-65 y.","no migration background","","","","","2"
"Min 1x per week","2001","35-65 y.","direct migration background","","","","","2"
"Min 1x per week","2001","16-34 y.","direct migration background","","","","","2"
"Min 1x per week","2001","16-34 y.","indirect migration background","","","","","2"
"Min 1x per week","2001","35-65 y.","indirect migration background","","","","","2"
"Min 1x per week","2001","66 and older","no migration background","","","","","2"
"Min 1x per week","2001","66 and older","direct migration background","","","","","2"
"Min 1x per week","2001","66 and older","indirect migration background","","","","","2"
"Never","2001","16-34 y.","no migration background","","","","","5"
"Never","2001","16-34 y.","direct migration background","","","","","5"
"Never","2001","16-34 y.","indirect migration background","","","","","5"
"Never","2001","35-65 y.","no migration background","","","","","5"
"Never","2001","35-65 y.","direct migration background","","","","","5"
"Never","2001","35-65 y.","indirect migration background","","","","","5"
"Never","2001","66 and older","no migration background","","","","","5"
"Never","2001","66 and older","direct migration background","","","","","5"
"Never","2001","66 and older","indirect migration background","","","","","5"
"Rarely","2001","35-65 y.","direct migration background","","","","","4"
"Rarely","2001","16-34 y.","no migration background","","","","","4"
"Rarely","2001","16-34 y.","direct migration background","","","","","4"
"Rarely","2001","16-34 y.","indirect migration background","","","","","4"
"Rarely","2001","35-65 y.","no migration background","","","","","4"
"Rarely","2001","35-65 y.","indirect migration background","","","","","4"
"Rarely","2001","66 and older","no migration background","","","","","4"
"Rarely","2001","66 and older","direct migration background","","","","","4"
"Rarely","2001","66 and older","indirect migration background","","","","","4"
"Daily","2002","16-34 y.","no migration background","","","","","1"
"Daily","2002","16-34 y.","direct migration background","","","","","1"
"Daily","2002","16-34 y.","indirect migration background","","","","","1"
"Daily","2002","35-65 y.","no migration background","","","","","1"
"Daily","2002","66 and older","direct migration background","","","","","1"
"Daily","2002","66 and older","indirect migration background","","","","","1"
"Daily","2002","35-65 y.","direct migration background","","","","","1"
"Daily","2002","35-65 y.","indirect migration background","","","","","1"
"Daily","2002","66 and older","no migration background","","","","","1"
"Min 1x per month","2002","16-34 y.","no migration background","","","","","3"
"Min 1x per month","2002","35-65 y.","no migration background","","","","","3"
"Min 1x per month","2002","16-34 y.","indirect migration background","","","","","3"
"Min 1x per month","2002","16-34 y.","direct migration background","","","","","3"
"Min 1x per month","2002","66 and older","direct migration background","","","","","3"
"Min 1x per month","2002","66 and older","indirect migration background","","","","","3"
"Min 1x per month","2002","35-65 y.","direct migration background","","","","","3"
"Min 1x per month","2002","35-65 y.","indirect migration background","","","","","3"
"Min 1x per month","2002","66 and older","no migration background","","","","","3"
"Min 1x per week","2002","16-34 y.","no migration background","","","","","2"
"Min 1x per week","2002","35-65 y.","no migration background","","","","","2"
"Min 1x per week","2002","35-65 y.","direct migration background","","","","","2"
"Min 1x per week","2002","16-34 y.","indirect migration background","","","","","2"
"Min 1x per week","2002","16-34 y.","direct migration background","","","","","2"
"Min 1x per week","2002","66 and older","direct migration background","","","","","2"
"Min 1x per week","2002","35-65 y.","indirect migration background","","","","","2"
"Min 1x per week","2002","66 and older","no migration background","","","","","2"
"Min 1x per week","2002","66 and older","indirect migration background","","","","","2"
"Never","2002","16-34 y.","no migration background","","","","","5"
"Never","2002","16-34 y.","direct migration background","","","","","5"
"Never","2002","16-34 y.","indirect migration background","","","","","5"
"Never","2002","35-65 y.","no migration background","","","","","5"
"Never","2002","35-65 y.","direct migration background","","","","","5"
"Never","2002","35-65 y.","indirect migration background","","","","","5"
"Never","2002","66 and older","no migration background","","","","","5"
"Never","2002","66 and older","direct migration background","","","","","5"
"Never","2002","66 and older","indirect migration background","","","","","5"
"Rarely","2002","35-65 y.","direct migration background","","","","","4"
"Rarely","2002","16-34 y.","indirect migration background","","","","","4"
"Rarely","2002","16-34 y.","no migration background","","","","","4"
"Rarely","2002","16-34 y.","direct migration background","","","","","4"
"Rarely","2002","35-65 y.","no migration background","","","","","4"
"Rarely","2002","35-65 y.","indirect migration background","","","","","4"
"Rarely","2002","66 and older","no migration background","","","","","4"
"Rarely","2002","66 and older","direct migration background","","","","","4"
"Rarely","2002","66 and older","indirect migration background","","","","","4"
"Daily","2003","16-34 y.","no migration background","3709","0.800464332878986","0.788859537299493","0.81206912845848","1"
"Daily","2003","16-34 y.","direct migration background","560","0.818490198782476","0.789498745508836","0.847481652056116","1"
"Daily","2003","16-34 y.","indirect migration background","515","0.809315115119991","0.778784433985485","0.839845796254498","1"
"Daily","2003","35-65 y.","no migration background","9355","0.861261854378003","0.854782613809262","0.867741094946744","1"
"Daily","2003","66 and older","direct migration background","338","0.929921792179732","0.903515004553365","0.956328579806099","1"
"Daily","2003","66 and older","indirect migration background","13","","","","1"
"Daily","2003","35-65 y.","direct migration background","1415","0.875627858900917","0.859417303302366","0.891838414499468","1"
"Daily","2003","35-65 y.","indirect migration background","112","0.820561098335527","0.756071094927187","0.885051101743866","1"
"Daily","2003","66 and older","no migration background","3139","0.947408373870107","0.939806339371019","0.955010408369195","1"
"Min 1x per month","2003","16-34 y.","no migration background","66","0.0181616687919409","0.0142841483101868","0.022039189273695","3"
"Min 1x per month","2003","35-65 y.","no migration background","101","0.0107590555428749","0.0088253218126597","0.0126927892730901","3"
"Min 1x per month","2003","16-34 y.","direct migration background","14","","","","3"
"Min 1x per month","2003","16-34 y.","indirect migration background","10","","","","3"
"Min 1x per month","2003","66 and older","direct migration background","1","","","","3"
"Min 1x per month","2003","66 and older","indirect migration background","","","","","3"
"Min 1x per month","2003","35-65 y.","direct migration background","8","","","","3"
"Min 1x per month","2003","35-65 y.","indirect migration background","","","","","3"
"Min 1x per month","2003","66 and older","no migration background","9","","","","3"
"Min 1x per week","2003","16-34 y.","no migration background","659","0.152190771899441","0.141760407944053","0.16262113585483","2"
"Min 1x per week","2003","16-34 y.","direct migration background","77","0.104108180856707","0.0811369948632563","0.127079366850157","2"
"Min 1x per week","2003","16-34 y.","indirect migration background","89","0.136061146857747","0.109415387607594","0.162706906107901","2"
"Min 1x per week","2003","35-65 y.","no migration background","1134","0.0964710901868408","0.0909372300832141","0.102004950290468","2"
"Min 1x per week","2003","35-65 y.","direct migration background","118","0.0783746868550221","0.0651726279587894","0.0915767457512549","2"
"Min 1x per week","2003","66 and older","direct migration background","10","","","","2"
"Min 1x per week","2003","35-65 y.","indirect migration background","18","","","","2"
"Min 1x per week","2003","66 and older","no migration background","84","0.0245143619056942","0.0192478428067926","0.0297808810045957","2"
"Min 1x per week","2003","66 and older","indirect migration background","","","","","2"
"Never","2003","16-34 y.","no migration background","26","","","","5"
"Never","2003","35-65 y.","no migration background","123","0.0128074303710194","0.010699819175245","0.0149150415667938","5"
"Never","2003","35-65 y.","direct migration background","25","","","","5"
"Never","2003","16-34 y.","indirect migration background","9","","","","5"
"Never","2003","16-34 y.","direct migration background","16","","","","5"
"Never","2003","35-65 y.","indirect migration background","2","","","","5"
"Never","2003","66 and older","no migration background","60","0.0188199411666175","0.0141920150786888","0.0234478672545463","5"
"Never","2003","66 and older","direct migration background","8","","","","5"
"Never","2003","66 and older","indirect migration background","","","","","5"
"Rarely","2003","16-34 y.","no migration background","96","0.0222651392162202","0.0179808429948528","0.0265494354375875","4"
"Rarely","2003","35-65 y.","no migration background","221","0.0187005695212616","0.0161614289422136","0.0212397101003096","4"
"Rarely","2003","35-65 y.","direct migration background","26","","","","4"
"Rarely","2003","16-34 y.","indirect migration background","13","","","","4"
"Rarely","2003","16-34 y.","direct migration background","12","","","","4"
"Rarely","2003","35-65 y.","indirect migration background","4","","","","4"
"Rarely","2003","66 and older","no migration background","20","","","","4"
"Rarely","2003","66 and older","direct migration background","2","","","","4"
"Rarely","2003","66 and older","indirect migration background","","","","","4"
"Daily","2004","16-34 y.","no migration background","","","","","1"
"Daily","2004","16-34 y.","direct migration background","","","","","1"
"Daily","2004","16-34 y.","indirect migration background","","","","","1"
"Daily","2004","35-65 y.","no migration background","","","","","1"
"Daily","2004","35-65 y.","direct migration background","","","","","1"
"Daily","2004","35-65 y.","indirect migration background","","","","","1"
"Daily","2004","66 and older","no migration background","","","","","1"
"Daily","2004","66 and older","direct migration background","","","","","1"
"Daily","2004","66 and older","indirect migration background","","","","","1"
"Min 1x per month","2004","16-34 y.","indirect migration background","","","","","3"
"Min 1x per month","2004","35-65 y.","no migration background","","","","","3"
"Min 1x per month","2004","16-34 y.","no migration background","","","","","3"
"Min 1x per month","2004","16-34 y.","direct migration background","","","","","3"
"Min 1x per month","2004","35-65 y.","direct migration background","","","","","3"
"Min 1x per month","2004","66 and older","direct migration background","","","","","3"
"Min 1x per month","2004","66 and older","indirect migration background","","","","","3"
"Min 1x per month","2004","35-65 y.","indirect migration background","","","","","3"
"Min 1x per month","2004","66 and older","no migration background","","","","","3"
"Min 1x per week","2004","16-34 y.","no migration background","","","","","2"
"Min 1x per week","2004","16-34 y.","indirect migration background","","","","","2"
"Min 1x per week","2004","35-65 y.","no migration background","","","","","2"
"Min 1x per week","2004","16-34 y.","direct migration background","","","","","2"
"Min 1x per week","2004","35-65 y.","direct migration background","","","","","2"
"Min 1x per week","2004","35-65 y.","indirect migration background","","","","","2"
"Min 1x per week","2004","66 and older","no migration background","","","","","2"
"Min 1x per week","2004","66 and older","direct migration background","","","","","2"
"Min 1x per week","2004","66 and older","indirect migration background","","","","","2"
"Never","2004","16-34 y.","no migration background","","","","","5"
"Never","2004","16-34 y.","indirect migration background","","","","","5"
"Never","2004","35-65 y.","no migration background","","","","","5"
"Never","2004","35-65 y.","direct migration background","","","","","5"
"Never","2004","16-34 y.","direct migration background","","","","","5"
"Never","2004","35-65 y.","indirect migration background","","","","","5"
"Never","2004","66 and older","no migration background","","","","","5"
"Never","2004","66 and older","direct migration background","","","","","5"
"Never","2004","66 and older","indirect migration background","","","","","5"
"Rarely","2004","16-34 y.","no migration background","","","","","4"
"Rarely","2004","16-34 y.","indirect migration background","","","","","4"
"Rarely","2004","35-65 y.","no migration background","","","","","4"
"Rarely","2004","35-65 y.","direct migration background","","","","","4"
"Rarely","2004","16-34 y.","direct migration background","","","","","4"
"Rarely","2004","66 and older","direct migration background","","","","","4"
"Rarely","2004","66 and older","indirect migration background","","","","","4"
"Rarely","2004","35-65 y.","indirect migration background","","","","","4"
"Rarely","2004","66 and older","no migration background","","","","","4"
"Daily","2005","16-34 y.","no migration background","","","","","1"
"Daily","2005","16-34 y.","direct migration background","","","","","1"
"Daily","2005","16-34 y.","indirect migration background","","","","","1"
"Daily","2005","35-65 y.","no migration background","","","","","1"
"Daily","2005","66 and older","direct migration background","","","","","1"
"Daily","2005","35-65 y.","direct migration background","","","","","1"
"Daily","2005","35-65 y.","indirect migration background","","","","","1"
"Daily","2005","66 and older","no migration background","","","","","1"
"Daily","2005","66 and older","indirect migration background","","","","","1"
"Min 1x per month","2005","16-34 y.","indirect migration background","","","","","3"
"Min 1x per month","2005","35-65 y.","no migration background","","","","","3"
"Min 1x per month","2005","16-34 y.","no migration background","","","","","3"
"Min 1x per month","2005","16-34 y.","direct migration background","","","","","3"
"Min 1x per month","2005","35-65 y.","direct migration background","","","","","3"
"Min 1x per month","2005","66 and older","direct migration background","","","","","3"
"Min 1x per month","2005","66 and older","indirect migration background","","","","","3"
"Min 1x per month","2005","35-65 y.","indirect migration background","","","","","3"
"Min 1x per month","2005","66 and older","no migration background","","","","","3"
"Min 1x per week","2005","16-34 y.","indirect migration background","","","","","2"
"Min 1x per week","2005","35-65 y.","no migration background","","","","","2"
"Min 1x per week","2005","16-34 y.","no migration background","","","","","2"
"Min 1x per week","2005","16-34 y.","direct migration background","","","","","2"
"Min 1x per week","2005","66 and older","direct migration background","","","","","2"
"Min 1x per week","2005","35-65 y.","direct migration background","","","","","2"
"Min 1x per week","2005","35-65 y.","indirect migration background","","","","","2"
"Min 1x per week","2005","66 and older","no migration background","","","","","2"
"Min 1x per week","2005","66 and older","indirect migration background","","","","","2"
"Never","2005","16-34 y.","no migration background","","","","","5"
"Never","2005","16-34 y.","direct migration background","","","","","5"
"Never","2005","16-34 y.","indirect migration background","","","","","5"
"Never","2005","35-65 y.","no migration background","","","","","5"
"Never","2005","35-65 y.","direct migration background","","","","","5"
"Never","2005","35-65 y.","indirect migration background","","","","","5"
"Never","2005","66 and older","no migration background","","","","","5"
"Never","2005","66 and older","direct migration background","","","","","5"
"Never","2005","66 and older","indirect migration background","","","","","5"
"Rarely","2005","16-34 y.","no migration background","","","","","4"
"Rarely","2005","16-34 y.","direct migration background","","","","","4"
"Rarely","2005","16-34 y.","indirect migration background","","","","","4"
"Rarely","2005","35-65 y.","no migration background","","","","","4"
"Rarely","2005","35-65 y.","direct migration background","","","","","4"
"Rarely","2005","66 and older","direct migration background","","","","","4"
"Rarely","2005","35-65 y.","indirect migration background","","","","","4"
"Rarely","2005","66 and older","no migration background","","","","","4"
"Rarely","2005","66 and older","indirect migration background","","","","","4"
"Daily","2006","16-34 y.","no migration background","","","","","1"
"Daily","2006","16-34 y.","direct migration background","","","","","1"
"Daily","2006","16-34 y.","indirect migration background","","","","","1"
"Daily","2006","35-65 y.","no migration background","","","","","1"
"Daily","2006","66 and older","direct migration background","","","","","1"
"Daily","2006","66 and older","no migration background","","","","","1"
"Daily","2006","35-65 y.","direct migration background","","","","","1"
"Daily","2006","35-65 y.","indirect migration background","","","","","1"
"Daily","2006","66 and older","indirect migration background","","","","","1"
"Min 1x per month","2006","16-34 y.","indirect migration background","","","","","3"
"Min 1x per month","2006","35-65 y.","no migration background","","","","","3"
"Min 1x per month","2006","35-65 y.","direct migration background","","","","","3"
"Min 1x per month","2006","16-34 y.","no migration background","","","","","3"
"Min 1x per month","2006","16-34 y.","direct migration background","","","","","3"
"Min 1x per month","2006","66 and older","no migration background","","","","","3"
"Min 1x per month","2006","66 and older","direct migration background","","","","","3"
"Min 1x per month","2006","35-65 y.","indirect migration background","","","","","3"
"Min 1x per month","2006","66 and older","indirect migration background","","","","","3"
"Min 1x per week","2006","16-34 y.","no migration background","","","","","2"
"Min 1x per week","2006","16-34 y.","direct migration background","","","","","2"
"Min 1x per week","2006","16-34 y.","indirect migration background","","","","","2"
"Min 1x per week","2006","35-65 y.","no migration background","","","","","2"
"Min 1x per week","2006","66 and older","direct migration background","","","","","2"
"Min 1x per week","2006","66 and older","no migration background","","","","","2"
"Min 1x per week","2006","35-65 y.","direct migration background","","","","","2"
"Min 1x per week","2006","35-65 y.","indirect migration background","","","","","2"
"Min 1x per week","2006","66 and older","indirect migration background","","","","","2"
"Never","2006","16-34 y.","indirect migration background","","","","","5"
"Never","2006","35-65 y.","no migration background","","","","","5"
"Never","2006","35-65 y.","direct migration background","","","","","5"
"Never","2006","16-34 y.","no migration background","","","","","5"
"Never","2006","16-34 y.","direct migration background","","","","","5"
"Never","2006","35-65 y.","indirect migration background","","","","","5"
"Never","2006","66 and older","no migration background","","","","","5"
"Never","2006","66 and older","direct migration background","","","","","5"
"Never","2006","66 and older","indirect migration background","","","","","5"
"Rarely","2006","16-34 y.","no migration background","","","","","4"
"Rarely","2006","16-34 y.","indirect migration background","","","","","4"
"Rarely","2006","35-65 y.","no migration background","","","","","4"
"Rarely","2006","16-34 y.","direct migration background","","","","","4"
"Rarely","2006","35-65 y.","direct migration background","","","","","4"
"Rarely","2006","35-65 y.","indirect migration background","","","","","4"
"Rarely","2006","66 and older","no migration background","","","","","4"
"Rarely","2006","66 and older","direct migration background","","","","","4"
"Rarely","2006","66 and older","indirect migration background","","","","","4"
"Daily","2007","16-34 y.","no migration background","","","","","1"
"Daily","2007","16-34 y.","direct migration background","","","","","1"
"Daily","2007","16-34 y.","indirect migration background","","","","","1"
"Daily","2007","35-65 y.","no migration background","","","","","1"
"Daily","2007","35-65 y.","direct migration background","","","","","1"
"Daily","2007","35-65 y.","indirect migration background","","","","","1"
"Daily","2007","66 and older","no migration background","","","","","1"
"Daily","2007","66 and older","direct migration background","","","","","1"
"Daily","2007","66 and older","indirect migration background","","","","","1"
"Min 1x per month","2007","16-34 y.","indirect migration background","","","","","3"
"Min 1x per month","2007","35-65 y.","no migration background","","","","","3"
"Min 1x per month","2007","35-65 y.","direct migration background","","","","","3"
"Min 1x per month","2007","16-34 y.","no migration background","","","","","3"
"Min 1x per month","2007","16-34 y.","direct migration background","","","","","3"
"Min 1x per month","2007","66 and older","direct migration background","","","","","3"
"Min 1x per month","2007","66 and older","no migration background","","","","","3"
"Min 1x per month","2007","35-65 y.","indirect migration background","","","","","3"
"Min 1x per month","2007","66 and older","indirect migration background","","","","","3"
"Min 1x per week","2007","16-34 y.","no migration background","","","","","2"
"Min 1x per week","2007","16-34 y.","direct migration background","","","","","2"
"Min 1x per week","2007","16-34 y.","indirect migration background","","","","","2"
"Min 1x per week","2007","35-65 y.","no migration background","","","","","2"
"Min 1x per week","2007","35-65 y.","indirect migration background","","","","","2"
"Min 1x per week","2007","66 and older","direct migration background","","","","","2"
"Min 1x per week","2007","66 and older","indirect migration background","","","","","2"
"Min 1x per week","2007","66 and older","no migration background","","","","","2"
"Min 1x per week","2007","35-65 y.","direct migration background","","","","","2"
"Never","2007","16-34 y.","indirect migration background","","","","","5"
"Never","2007","35-65 y.","no migration background","","","","","5"
"Never","2007","35-65 y.","direct migration background","","","","","5"
"Never","2007","16-34 y.","no migration background","","","","","5"
"Never","2007","16-34 y.","direct migration background","","","","","5"
"Never","2007","35-65 y.","indirect migration background","","","","","5"
"Never","2007","66 and older","no migration background","","","","","5"
"Never","2007","66 and older","direct migration background","","","","","5"
"Never","2007","66 and older","indirect migration background","","","","","5"
"Rarely","2007","16-34 y.","no migration background","","","","","4"
"Rarely","2007","16-34 y.","indirect migration background","","","","","4"
"Rarely","2007","35-65 y.","no migration background","","","","","4"
"Rarely","2007","16-34 y.","direct migration background","","","","","4"
"Rarely","2007","66 and older","direct migration background","","","","","4"
"Rarely","2007","66 and older","no migration background","","","","","4"
"Rarely","2007","35-65 y.","direct migration background","","","","","4"
"Rarely","2007","35-65 y.","indirect migration background","","","","","4"
"Rarely","2007","66 and older","indirect migration background","","","","","4"
"Daily","2008","16-34 y.","no migration background","2581","0.758925154160718","0.744602291277457","0.773248017043978","1"
"Daily","2008","16-34 y.","direct migration background","277","0.822049628572355","0.783078256430542","0.861021000714169","1"
"Daily","2008","16-34 y.","indirect migration background","451","0.774946942072443","0.740572551663652","0.809321332481234","1"
"Daily","2008","35-65 y.","no migration background","7632","0.816326951088376","0.808460575311727","0.824193326865026","1"
"Daily","2008","35-65 y.","direct migration background","1013","0.852671113083353","0.832301022390688","0.873041203776018","1"
"Daily","2008","35-65 y.","indirect migration background","153","0.792196037956686","0.734954317114493","0.849437758798879","1"
"Daily","2008","66 and older","no migration background","3717","0.93243039485668","0.924611610387134","0.940249179326227","1"
"Daily","2008","66 and older","direct migration background","350","0.929155114193433","0.903118048536116","0.955192179850749","1"
"Daily","2008","66 and older","indirect migration background","9","","","","1"
"Min 1x per month","2008","16-34 y.","no migration background","78","0.0200642902452216","0.0153689712349313","0.024759609255512","3"
"Min 1x per month","2008","16-34 y.","direct migration background","8","","","","3"
"Min 1x per month","2008","16-34 y.","indirect migration background","11","","","","3"
"Min 1x per month","2008","35-65 y.","no migration background","132","0.0151100827025549","0.0126318209743739","0.017588344430736","3"
"Min 1x per month","2008","35-65 y.","direct migration background","19","","","","3"
"Min 1x per month","2008","66 and older","direct migration background","3","","","","3"
"Min 1x per month","2008","35-65 y.","indirect migration background","6","","","","3"
"Min 1x per month","2008","66 and older","no migration background","18","","","","3"
"Min 1x per month","2008","66 and older","indirect migration background","","","","","3"
"Min 1x per week","2008","16-34 y.","no migration background","649","0.185716508315786","0.172694814429494","0.198738202202078","2"
"Min 1x per week","2008","16-34 y.","direct migration background","58","0.120480777817639","0.0873120527834522","0.153649502851825","2"
"Min 1x per week","2008","16-34 y.","indirect migration background","83","0.163920541063607","0.133448816933847","0.194392265193366","2"
"Min 1x per week","2008","35-65 y.","no migration background","1211","0.129996557154822","0.123164581429224","0.136828532880419","2"
"Min 1x per week","2008","35-65 y.","indirect migration background","26","","","","2"
"Min 1x per week","2008","66 and older","no migration background","130","0.0306528173782721","0.0252833622767573","0.036022272479787","2"
"Min 1x per week","2008","66 and older","direct migration background","7","","","","2"
"Min 1x per week","2008","66 and older","indirect migration background","2","","","","2"
"Min 1x per week","2008","35-65 y.","direct migration background","90","0.0902501715495553","0.0737820811292366","0.106718261969874","2"
"Never","2008","16-34 y.","no migration background","29","","","","5"
"Never","2008","16-34 y.","direct migration background","16","","","","5"
"Never","2008","16-34 y.","indirect migration background","7","","","","5"
"Never","2008","35-65 y.","no migration background","83","0.0117571650910765","0.00956737216199946","0.0139469580201536","5"
"Never","2008","35-65 y.","direct migration background","20","","","","5"
"Never","2008","35-65 y.","indirect migration background","1","","","","5"
"Never","2008","66 and older","no migration background","55","0.0161441654416648","0.0122183590966169","0.0200699717867126","5"
"Never","2008","66 and older","direct migration background","6","","","","5"
"Never","2008","66 and older","indirect migration background","","","","","5"
"Rarely","2008","16-34 y.","no migration background","89","0.0221514753479035","0.0172232389436004","0.0270797117522065","4"
"Rarely","2008","16-34 y.","direct migration background","11","","","","4"
"Rarely","2008","16-34 y.","indirect migration background","15","","","","4"
"Rarely","2008","35-65 y.","no migration background","250","0.0268092439631708","0.0235278288450007","0.0300906590813408","4"
"Rarely","2008","66 and older","no migration background","39","0.0154963599971711","0.0116488580196566","0.0193438619746855","4"
"Rarely","2008","66 and older","direct migration background","7","","","","4"
"Rarely","2008","35-65 y.","direct migration background","21","","","","4"
"Rarely","2008","35-65 y.","indirect migration background","7","","","","4"
"Rarely","2008","66 and older","indirect migration background","","","","","4"
"Daily","2009","35-65 y.","no migration background","","","","","1"
"Daily","2009","16-34 y.","no migration background","","","","","1"
"Daily","2009","16-34 y.","direct migration background","","","","","1"
"Daily","2009","16-34 y.","indirect migration background","","","","","1"
"Daily","2009","35-65 y.","direct migration background","","","","","1"
"Daily","2009","35-65 y.","indirect migration background","","","","","1"
"Daily","2009","66 and older","no migration background","","","","","1"
"Daily","2009","66 and older","direct migration background","","","","","1"
"Daily","2009","66 and older","indirect migration background","","","","","1"
"Min 1x per month","2009","16-34 y.","indirect migration background","","","","","3"
"Min 1x per month","2009","35-65 y.","no migration background","","","","","3"
"Min 1x per month","2009","16-34 y.","direct migration background","","","","","3"
"Min 1x per month","2009","16-34 y.","no migration background","","","","","3"
"Min 1x per month","2009","35-65 y.","direct migration background","","","","","3"
"Min 1x per month","2009","35-65 y.","indirect migration background","","","","","3"
"Min 1x per month","2009","66 and older","no migration background","","","","","3"
"Min 1x per month","2009","66 and older","direct migration background","","","","","3"
"Min 1x per month","2009","66 and older","indirect migration background","","","","","3"
"Min 1x per week","2009","16-34 y.","indirect migration background","","","","","2"
"Min 1x per week","2009","16-34 y.","direct migration background","","","","","2"
"Min 1x per week","2009","16-34 y.","no migration background","","","","","2"
"Min 1x per week","2009","35-65 y.","no migration background","","","","","2"
"Min 1x per week","2009","35-65 y.","direct migration background","","","","","2"
"Min 1x per week","2009","35-65 y.","indirect migration background","","","","","2"
"Min 1x per week","2009","66 and older","no migration background","","","","","2"
