"pli0083","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2019","16-34 y.","East Germany","188","0.254322015265784","0.226788983491609","0.28185504703996","2"
"Min 1x per week","2019","66 and older","East Germany","46","0.027288800185608","0.0184829885053518","0.0360946118658643","2"
"Min 1x per week","2019","35-65 y.","East Germany","554","0.164433706281352","0.151792757161529","0.177074655401175","2"
"Min 1x per week","2019","66 and older","West Germany","290","0.0629526294913385","0.0553388031602904","0.0705664558223867","2"
"Never","2019","16-34 y.","West Germany","67","0.017552799392979","0.013703572064205","0.021402026721753","5"
"Never","2019","16-34 y.","East Germany","9","","","","5"
"Never","2019","35-65 y.","West Germany","196","0.0150887431318073","0.0128908772802043","0.0172866089834103","5"
"Never","2019","35-65 y.","East Germany","27","","","","5"
"Never","2019","66 and older","West Germany","56","0.0159828080550388","0.0120514451020492","0.0199141710080283","5"
"Never","2019","66 and older","East Germany","11","","","","5"
"Rarely","2019","16-34 y.","West Germany","191","0.0377285118493216","0.0321434317917952","0.0433135919068481","4"
"Rarely","2019","16-34 y.","East Germany","39","0.0283356437863899","0.0178447841791738","0.038826503393606","4"
"Rarely","2019","35-65 y.","West Germany","515","0.0392928156396181","0.0357899119830595","0.0427957192961767","4"
"Rarely","2019","35-65 y.","East Germany","151","0.0398417426681288","0.0331716114475131","0.0465118738887445","4"
"Rarely","2019","66 and older","East Germany","41","0.031301403592613","0.0218898470446516","0.0407129601405744","4"
"Rarely","2019","66 and older","West Germany","111","0.0289476693580091","0.0236918143613633","0.0342035243546549","4"
