"pli0083","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1991","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1991","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1991","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1991","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1991","Employed","Single parent ","","","","","3"
"Min 1x per month","1991","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1991","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","1991","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1991","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1991","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1991","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1991","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1991","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1991","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1991","Employed","Single parent ","","","","","2"
"Min 1x per week","1991","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1991","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1991","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1991","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","1991","Not Employed","(Married) couple without C. ","","","","","5"
"Never","1991","Not Employed","1-pers.-HH","","","","","5"
"Never","1991","Not Employed","Single parent ","","","","","5"
"Never","1991","Employed","(Married) couple without C. ","","","","","5"
"Never","1991","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","1991","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","1991","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","1991","Employed","1-pers.-HH","","","","","5"
"Never","1991","Employed","Single parent ","","","","","5"
"Never","1991","Employed","Couple + C. LE 16 ","","","","","5"
"Never","1991","Employed","Couple + C. GT 16 ","","","","","5"
"Never","1991","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","1991","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","1991","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1991","Not Employed","1-pers.-HH","","","","","4"
"Rarely","1991","Not Employed","Single parent ","","","","","4"
"Rarely","1991","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1991","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1991","Employed","1-pers.-HH","","","","","4"
"Rarely","1991","Employed","(Married) couple without C. ","","","","","4"
"Rarely","1991","Employed","Single parent ","","","","","4"
"Rarely","1991","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1991","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1991","Employed","Couple + C. LE and GT 16","","","","","4"
"Daily","1992","Not Employed","1-pers.-HH","","","","","1"
"Daily","1992","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1992","Not Employed","Single parent ","","","","","1"
"Daily","1992","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1992","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1992","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1992","Employed","1-pers.-HH","","","","","1"
"Daily","1992","Employed","(Married) couple without C. ","","","","","1"
"Daily","1992","Employed","Single parent ","","","","","1"
"Daily","1992","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1992","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1992","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1992","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1992","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1992","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1992","Not Employed","Single parent ","","","","","3"
"Min 1x per month","1992","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1992","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1992","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1992","Employed","Single parent ","","","","","3"
"Min 1x per month","1992","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1992","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1992","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1992","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per week","1992","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1992","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1992","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1992","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1992","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1992","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1992","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1992","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1992","Employed","Single parent ","","","","","2"
"Min 1x per week","1992","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1992","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1992","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","1992","Not Employed","1-pers.-HH","","","","","5"
"Never","1992","Not Employed","(Married) couple without C. ","","","","","5"
"Never","1992","Not Employed","Single parent ","","","","","5"
"Never","1992","Employed","(Married) couple without C. ","","","","","5"
"Never","1992","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","1992","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","1992","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","1992","Employed","1-pers.-HH","","","","","5"
"Never","1992","Employed","Single parent ","","","","","5"
"Never","1992","Employed","Couple + C. LE 16 ","","","","","5"
"Never","1992","Employed","Couple + C. GT 16 ","","","","","5"
"Never","1992","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","1992","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","1992","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1992","Not Employed","1-pers.-HH","","","","","4"
"Rarely","1992","Not Employed","Single parent ","","","","","4"
"Rarely","1992","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1992","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1992","Employed","1-pers.-HH","","","","","4"
"Rarely","1992","Employed","(Married) couple without C. ","","","","","4"
"Rarely","1992","Employed","Single parent ","","","","","4"
"Rarely","1992","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1992","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1992","Employed","Couple + C. LE and GT 16","","","","","4"
"Daily","1993","Not Employed","1-pers.-HH","","","","","1"
"Daily","1993","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1993","Not Employed","Single parent ","","","","","1"
"Daily","1993","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1993","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1993","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1993","Employed","1-pers.-HH","","","","","1"
"Daily","1993","Employed","(Married) couple without C. ","","","","","1"
"Daily","1993","Employed","Single parent ","","","","","1"
"Daily","1993","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1993","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1993","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1993","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1993","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1993","Not Employed","Single parent ","","","","","3"
"Min 1x per month","1993","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1993","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1993","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1993","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1993","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1993","Employed","Single parent ","","","","","3"
"Min 1x per month","1993","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1993","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1993","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","1993","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1993","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1993","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1993","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1993","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1993","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1993","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1993","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1993","Employed","Single parent ","","","","","2"
"Min 1x per week","1993","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1993","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1993","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","1993","Not Employed","1-pers.-HH","","","","","5"
"Never","1993","Not Employed","(Married) couple without C. ","","","","","5"
"Never","1993","Not Employed","Single parent ","","","","","5"
"Never","1993","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","1993","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","1993","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","1993","Employed","1-pers.-HH","","","","","5"
"Never","1993","Employed","(Married) couple without C. ","","","","","5"
"Never","1993","Employed","Single parent ","","","","","5"
"Never","1993","Employed","Couple + C. LE 16 ","","","","","5"
"Never","1993","Employed","Couple + C. GT 16 ","","","","","5"
"Never","1993","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","1993","Not Employed","1-pers.-HH","","","","","4"
"Rarely","1993","Not Employed","Single parent ","","","","","4"
"Rarely","1993","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1993","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","1993","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1993","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1993","Employed","1-pers.-HH","","","","","4"
"Rarely","1993","Employed","(Married) couple without C. ","","","","","4"
"Rarely","1993","Employed","Single parent ","","","","","4"
"Rarely","1993","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1993","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1993","Employed","Couple + C. LE and GT 16","","","","","4"
"Daily","1994","Not Employed","1-pers.-HH","","","","","1"
"Daily","1994","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1994","Not Employed","Single parent ","","","","","1"
"Daily","1994","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1994","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1994","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1994","Employed","1-pers.-HH","","","","","1"
"Daily","1994","Employed","(Married) couple without C. ","","","","","1"
"Daily","1994","Employed","Single parent ","","","","","1"
"Daily","1994","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1994","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1994","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1994","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1994","Not Employed","Single parent ","","","","","3"
"Min 1x per month","1994","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1994","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1994","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1994","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1994","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1994","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1994","Employed","Single parent ","","","","","3"
"Min 1x per month","1994","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1994","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1994","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","1994","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1994","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1994","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1994","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1994","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1994","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1994","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1994","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1994","Employed","Single parent ","","","","","2"
"Min 1x per week","1994","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1994","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1994","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","1994","Not Employed","1-pers.-HH","","","","","5"
"Never","1994","Not Employed","(Married) couple without C. ","","","","","5"
"Never","1994","Not Employed","Single parent ","","","","","5"
"Never","1994","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","1994","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","1994","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","1994","Employed","1-pers.-HH","","","","","5"
"Never","1994","Employed","(Married) couple without C. ","","","","","5"
"Never","1994","Employed","Single parent ","","","","","5"
"Never","1994","Employed","Couple + C. LE 16 ","","","","","5"
"Never","1994","Employed","Couple + C. GT 16 ","","","","","5"
"Never","1994","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","1994","Not Employed","1-pers.-HH","","","","","4"
"Rarely","1994","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","1994","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1994","Not Employed","Single parent ","","","","","4"
"Rarely","1994","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1994","Employed","(Married) couple without C. ","","","","","4"
"Rarely","1994","Employed","1-pers.-HH","","","","","4"
"Rarely","1994","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1994","Employed","Single parent ","","","","","4"
"Rarely","1994","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1994","Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1994","Employed","Couple + C. LE 16 ","","","","","4"
"Daily","1995","Not Employed","1-pers.-HH","681","0.92213833667124","0.902832345265034","0.941444328077445","1"
"Daily","1995","Not Employed","(Married) couple without C. ","1456","0.936370922425676","0.924215385267495","0.948526459583857","1"
"Daily","1995","Not Employed","Single parent ","184","0.78000428513389","0.725512980128348","0.834495590139433","1"
"Daily","1995","Not Employed","Couple + C. LE 16 ","613","0.809845898117176","0.781300649941335","0.838391146293017","1"
"Daily","1995","Not Employed","Couple + C. GT 16 ","699","0.838320554015398","0.813137466437118","0.863503641593679","1"
"Daily","1995","Not Employed","Couple + C. LE and GT 16","333","0.826224652689178","0.788762306485638","0.863686998892717","1"
"Daily","1995","Employed","1-pers.-HH","521","0.711639517046584","0.678412076822928","0.74486695727024","1"
"Daily","1995","Employed","(Married) couple without C. ","1694","0.858522197794068","0.84310491431567","0.873939481272465","1"
"Daily","1995","Employed","Single parent ","304","0.750661961523936","0.707669752131869","0.793654170916003","1"
"Daily","1995","Employed","Couple + C. LE 16 ","1983","0.8056845676965","0.789910418835945","0.821458716557055","1"
"Daily","1995","Employed","Couple + C. GT 16 ","1384","0.814699909202601","0.796070610077808","0.833329208327394","1"
"Daily","1995","Employed","Couple + C. LE and GT 16","673","0.782461533420314","0.754594446326675","0.810328620513953","1"
"Min 1x per month","1995","Not Employed","1-pers.-HH","4","","","","3"
"Min 1x per month","1995","Not Employed","(Married) couple without C. ","4","","","","3"
"Min 1x per month","1995","Not Employed","Couple + C. LE 16 ","9","","","","3"
"Min 1x per month","1995","Not Employed","Single parent ","3","","","","3"
"Min 1x per month","1995","Not Employed","Couple + C. GT 16 ","14","","","","3"
"Min 1x per month","1995","Not Employed","Couple + C. LE and GT 16","6","","","","3"
"Min 1x per month","1995","Employed","1-pers.-HH","14","","","","3"
"Min 1x per month","1995","Employed","(Married) couple without C. ","13","","","","3"
"Min 1x per month","1995","Employed","Couple + C. LE 16 ","26","","","","3"
"Min 1x per month","1995","Employed","Single parent ","9","","","","3"
"Min 1x per month","1995","Employed","Couple + C. GT 16 ","27","","","","3"
"Min 1x per month","1995","Employed","Couple + C. LE and GT 16","11","","","","3"
"Min 1x per week","1995","Not Employed","1-pers.-HH","36","0.0477614443968554","0.03239604554106","0.0631268432526509","2"
"Min 1x per week","1995","Not Employed","Couple + C. LE 16 ","81","0.131823779848424","0.107215537010567","0.156432022686281","2"
"Min 1x per week","1995","Not Employed","(Married) couple without C. ","58","0.0366381948778887","0.0272823259663753","0.0459940637894022","2"
"Min 1x per week","1995","Not Employed","Single parent ","24","","","","2"
"Min 1x per week","1995","Not Employed","Couple + C. GT 16 ","82","0.109805484688066","0.0884194145805525","0.13119155479558","2"
"Min 1x per week","1995","Not Employed","Couple + C. LE and GT 16","46","0.129833381877392","0.0966021676640927","0.163064596090692","2"
"Min 1x per week","1995","Employed","1-pers.-HH","132","0.193303614620922","0.164338581586281","0.222268647655563","2"
"Min 1x per week","1995","Employed","(Married) couple without C. ","209","0.111482414702763","0.0975596931192134","0.125405136286312","2"
"Min 1x per week","1995","Employed","Single parent ","57","0.153582464795203","0.117753320756168","0.189411608834237","2"
"Min 1x per week","1995","Employed","Couple + C. LE 16 ","309","0.135925170576976","0.122262506632024","0.149587834521928","2"
"Min 1x per week","1995","Employed","Couple + C. GT 16 ","215","0.136130818216067","0.119688536537151","0.152573099894983","2"
"Min 1x per week","1995","Employed","Couple + C. LE and GT 16","119","0.152144637137757","0.127885170105877","0.176404104169636","2"
"Never","1995","Not Employed","1-pers.-HH","9","","","","5"
"Never","1995","Not Employed","Couple + C. LE 16 ","9","","","","5"
"Never","1995","Not Employed","(Married) couple without C. ","15","","","","5"
"Never","1995","Not Employed","Single parent ","6","","","","5"
"Never","1995","Employed","1-pers.-HH","16","","","","5"
"Never","1995","Employed","(Married) couple without C. ","10","","","","5"
"Never","1995","Employed","Couple + C. LE 16 ","21","","","","5"
"Never","1995","Employed","Couple + C. GT 16 ","6","","","","5"
"Never","1995","Employed","Couple + C. LE and GT 16","5","","","","5"
"Never","1995","Not Employed","Couple + C. GT 16 ","6","","","","5"
"Never","1995","Not Employed","Couple + C. LE and GT 16","2","","","","5"
"Never","1995","Employed","Single parent ","5","","","","5"
"Rarely","1995","Not Employed","1-pers.-HH","10","","","","4"
"Rarely","1995","Not Employed","Single parent ","5","","","","4"
"Rarely","1995","Not Employed","(Married) couple without C. ","16","","","","4"
"Rarely","1995","Not Employed","Couple + C. LE 16 ","14","","","","4"
"Rarely","1995","Not Employed","Couple + C. GT 16 ","20","","","","4"
"Rarely","1995","Employed","Single parent ","14","","","","4"
"Rarely","1995","Not Employed","Couple + C. LE and GT 16","6","","","","4"
"Rarely","1995","Employed","Couple + C. LE 16 ","78","0.03999777464854","0.0321857464852177","0.0478098028118623","4"
"Rarely","1995","Employed","(Married) couple without C. ","37","0.0155780945666336","0.0100999215588931","0.0210562675743742","4"
"Rarely","1995","Employed","Couple + C. LE and GT 16","34","0.0413196203707909","0.027876282117583","0.0547629586239988","4"
"Rarely","1995","Employed","1-pers.-HH","31","0.0505349702408763","0.0344679818792379","0.0666019586025147","4"
"Rarely","1995","Employed","Couple + C. GT 16 ","39","0.0282120481194564","0.0202731006328372","0.0361509956060755","4"
"Daily","1996","Not Employed","1-pers.-HH","","","","","1"
"Daily","1996","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1996","Not Employed","Single parent ","","","","","1"
"Daily","1996","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1996","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1996","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1996","Employed","1-pers.-HH","","","","","1"
"Daily","1996","Employed","(Married) couple without C. ","","","","","1"
"Daily","1996","Employed","Single parent ","","","","","1"
"Daily","1996","Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1996","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1996","Employed","Couple + C. GT 16 ","","","","","1"
"Min 1x per month","1996","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1996","Not Employed","Single parent ","","","","","3"
"Min 1x per month","1996","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1996","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1996","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1996","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1996","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1996","Employed","Single parent ","","","","","3"
"Min 1x per month","1996","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1996","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1996","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1996","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per week","1996","Not Employed","(Married) couple without C. ","","","","","2"
