"pli0083","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","Saxony","Male","","","",""
"Min 1x per month","1990","Saxony","Female","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Male","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Female","","","",""
"Min 1x per month","1990","Thuringia","Male","","","",""
"Min 1x per month","1990","Thuringia","Female","","","",""
"Rarely","1990","Schleswig-Holstein","Male","5","","",""
"Rarely","1990","Schleswig-Holstein","Female","4","","",""
"Rarely","1990","Hamburg","Male","2","","",""
"Rarely","1990","Hamburg","Female","2","","",""
"Rarely","1990","Lower Saxony","Male","17","","",""
"Rarely","1990","Lower Saxony","Female","20","","",""
"Rarely","1990","Bremen","Male","3","","",""
"Rarely","1990","Bremen","Female","4","","",""
"Rarely","1990","North Rhine-Westphalia","Male","41","0.0358105612926505","0.0255788910986408","0.0460422314866602"
"Rarely","1990","North Rhine-Westphalia","Female","48","0.0322835299391497","0.022664247493561","0.0419028123847385"
"Rarely","1990","Hesse","Male","21","","",""
"Rarely","1990","Hesse","Female","21","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","Male","8","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","Female","11","","",""
"Rarely","1990","Baden-Württemberg","Male","26","","",""
"Rarely","1990","Baden-Württemberg","Female","32","0.0343196419843395","0.0223660807035763","0.0462732032651026"
"Rarely","1990","Bavaria","Male","25","","",""
"Rarely","1990","Bavaria","Female","36","0.0391568263965612","0.025840044589678","0.0524736082034443"
"Rarely","1990","Berlin","Male","4","","",""
"Rarely","1990","Berlin","Female","6","","",""
"Rarely","1990","Brandenburg","Male","","","",""
"Rarely","1990","Brandenburg","Female","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","1990","Saxony","Male","","","",""
"Rarely","1990","Saxony","Female","","","",""
"Rarely","1990","Saxony-Anhalt","Male","","","",""
"Rarely","1990","Saxony-Anhalt","Female","","","",""
"Rarely","1990","Thuringia","Male","","","",""
"Rarely","1990","Thuringia","Female","","","",""
"Never","1990","Schleswig-Holstein","Male","1","","",""
"Never","1990","Schleswig-Holstein","Female","1","","",""
"Never","1990","Hamburg","Male","1","","",""
"Never","1990","Hamburg","Female","","","",""
"Never","1990","Lower Saxony","Male","3","","",""
"Never","1990","Lower Saxony","Female","3","","",""
"Never","1990","Bremen","Male","2","","",""
"Never","1990","Bremen","Female","2","","",""
"Never","1990","North Rhine-Westphalia","Male","12","","",""
"Never","1990","North Rhine-Westphalia","Female","8","","",""
"Never","1990","Hesse","Male","4","","",""
"Never","1990","Hesse","Female","7","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Male","1","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Female","2","","",""
"Never","1990","Baden-Württemberg","Male","15","","",""
"Never","1990","Baden-Württemberg","Female","15","","",""
"Never","1990","Bavaria","Male","9","","",""
"Never","1990","Bavaria","Female","11","","",""
"Never","1990","Berlin","Male","1","","",""
"Never","1990","Berlin","Female","1","","",""
"Never","1990","Brandenburg","Male","","","",""
"Never","1990","Brandenburg","Female","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Never","1990","Saxony","Male","","","",""
"Never","1990","Saxony","Female","","","",""
"Never","1990","Saxony-Anhalt","Male","","","",""
"Never","1990","Saxony-Anhalt","Female","","","",""
"Never","1990","Thuringia","Male","","","",""
"Never","1990","Thuringia","Female","","","",""
"Daily","1991","Schleswig-Holstein","Male","","","",""
"Daily","1991","Schleswig-Holstein","Female","","","",""
"Daily","1991","Hamburg","Male","","","",""
"Daily","1991","Hamburg","Female","","","",""
"Daily","1991","Lower Saxony","Male","","","",""
"Daily","1991","Lower Saxony","Female","","","",""
"Daily","1991","Bremen","Male","","","",""
"Daily","1991","Bremen","Female","","","",""
"Daily","1991","North Rhine-Westphalia","Male","","","",""
"Daily","1991","North Rhine-Westphalia","Female","","","",""
"Daily","1991","Hesse","Male","","","",""
"Daily","1991","Hesse","Female","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Daily","1991","Baden-Württemberg","Male","","","",""
"Daily","1991","Baden-Württemberg","Female","","","",""
"Daily","1991","Bavaria","Male","","","",""
"Daily","1991","Bavaria","Female","","","",""
"Daily","1991","Berlin","Male","","","",""
"Daily","1991","Berlin","Female","","","",""
"Daily","1991","Brandenburg","Male","","","",""
"Daily","1991","Brandenburg","Female","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Daily","1991","Saxony","Male","","","",""
"Daily","1991","Saxony","Female","","","",""
"Daily","1991","Saxony-Anhalt","Male","","","",""
"Daily","1991","Saxony-Anhalt","Female","","","",""
"Daily","1991","Thuringia","Male","","","",""
"Daily","1991","Thuringia","Female","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Male","","","",""
"Min 1x per week","1991","Schleswig-Holstein","Female","","","",""
"Min 1x per week","1991","Hamburg","Male","","","",""
"Min 1x per week","1991","Hamburg","Female","","","",""
"Min 1x per week","1991","Lower Saxony","Male","","","",""
"Min 1x per week","1991","Lower Saxony","Female","","","",""
"Min 1x per week","1991","Bremen","Male","","","",""
"Min 1x per week","1991","Bremen","Female","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Male","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","Female","","","",""
"Min 1x per week","1991","Hesse","Male","","","",""
"Min 1x per week","1991","Hesse","Female","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per week","1991","Baden-Württemberg","Male","","","",""
"Min 1x per week","1991","Baden-Württemberg","Female","","","",""
"Min 1x per week","1991","Bavaria","Male","","","",""
"Min 1x per week","1991","Bavaria","Female","","","",""
"Min 1x per week","1991","Berlin","Male","","","",""
"Min 1x per week","1991","Berlin","Female","","","",""
"Min 1x per week","1991","Brandenburg","Male","","","",""
"Min 1x per week","1991","Brandenburg","Female","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per week","1991","Saxony","Male","","","",""
"Min 1x per week","1991","Saxony","Female","","","",""
"Min 1x per week","1991","Saxony-Anhalt","Male","","","",""
"Min 1x per week","1991","Saxony-Anhalt","Female","","","",""
"Min 1x per week","1991","Thuringia","Male","","","",""
"Min 1x per week","1991","Thuringia","Female","","","",""
"Min 1x per month","1991","Schleswig-Holstein","Male","","","",""
"Min 1x per month","1991","Schleswig-Holstein","Female","","","",""
"Min 1x per month","1991","Hamburg","Male","","","",""
"Min 1x per month","1991","Hamburg","Female","","","",""
"Min 1x per month","1991","Lower Saxony","Male","","","",""
"Min 1x per month","1991","Lower Saxony","Female","","","",""
"Min 1x per month","1991","Bremen","Male","","","",""
"Min 1x per month","1991","Bremen","Female","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","Male","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","Female","","","",""
"Min 1x per month","1991","Hesse","Male","","","",""
"Min 1x per month","1991","Hesse","Female","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per month","1991","Baden-Württemberg","Male","","","",""
"Min 1x per month","1991","Baden-Württemberg","Female","","","",""
"Min 1x per month","1991","Bavaria","Male","","","",""
"Min 1x per month","1991","Bavaria","Female","","","",""
"Min 1x per month","1991","Berlin","Male","","","",""
"Min 1x per month","1991","Berlin","Female","","","",""
"Min 1x per month","1991","Brandenburg","Male","","","",""
"Min 1x per month","1991","Brandenburg","Female","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per month","1991","Saxony","Male","","","",""
"Min 1x per month","1991","Saxony","Female","","","",""
"Min 1x per month","1991","Saxony-Anhalt","Male","","","",""
"Min 1x per month","1991","Saxony-Anhalt","Female","","","",""
"Min 1x per month","1991","Thuringia","Male","","","",""
"Min 1x per month","1991","Thuringia","Female","","","",""
"Rarely","1991","Schleswig-Holstein","Male","","","",""
"Rarely","1991","Schleswig-Holstein","Female","","","",""
"Rarely","1991","Hamburg","Male","","","",""
"Rarely","1991","Hamburg","Female","","","",""
"Rarely","1991","Lower Saxony","Male","","","",""
"Rarely","1991","Lower Saxony","Female","","","",""
"Rarely","1991","Bremen","Male","","","",""
"Rarely","1991","Bremen","Female","","","",""
"Rarely","1991","North Rhine-Westphalia","Male","","","",""
"Rarely","1991","North Rhine-Westphalia","Female","","","",""
"Rarely","1991","Hesse","Male","","","",""
"Rarely","1991","Hesse","Female","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","1991","Baden-Württemberg","Male","","","",""
"Rarely","1991","Baden-Württemberg","Female","","","",""
"Rarely","1991","Bavaria","Male","","","",""
"Rarely","1991","Bavaria","Female","","","",""
"Rarely","1991","Berlin","Male","","","",""
"Rarely","1991","Berlin","Female","","","",""
"Rarely","1991","Brandenburg","Male","","","",""
"Rarely","1991","Brandenburg","Female","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","1991","Saxony","Male","","","",""
"Rarely","1991","Saxony","Female","","","",""
"Rarely","1991","Saxony-Anhalt","Male","","","",""
"Rarely","1991","Saxony-Anhalt","Female","","","",""
"Rarely","1991","Thuringia","Male","","","",""
"Rarely","1991","Thuringia","Female","","","",""
"Never","1991","Schleswig-Holstein","Male","","","",""
"Never","1991","Schleswig-Holstein","Female","","","",""
"Never","1991","Hamburg","Male","","","",""
"Never","1991","Hamburg","Female","","","",""
"Never","1991","Lower Saxony","Male","","","",""
"Never","1991","Lower Saxony","Female","","","",""
"Never","1991","Bremen","Male","","","",""
"Never","1991","Bremen","Female","","","",""
"Never","1991","North Rhine-Westphalia","Male","","","",""
"Never","1991","North Rhine-Westphalia","Female","","","",""
"Never","1991","Hesse","Male","","","",""
"Never","1991","Hesse","Female","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","1991","Baden-Württemberg","Male","","","",""
"Never","1991","Baden-Württemberg","Female","","","",""
"Never","1991","Bavaria","Male","","","",""
"Never","1991","Bavaria","Female","","","",""
"Never","1991","Berlin","Male","","","",""
"Never","1991","Berlin","Female","","","",""
"Never","1991","Brandenburg","Male","","","",""
"Never","1991","Brandenburg","Female","","","",""
"Never","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Never","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Never","1991","Saxony","Male","","","",""
"Never","1991","Saxony","Female","","","",""
"Never","1991","Saxony-Anhalt","Male","","","",""
"Never","1991","Saxony-Anhalt","Female","","","",""
"Never","1991","Thuringia","Male","","","",""
"Never","1991","Thuringia","Female","","","",""
"Daily","1992","Schleswig-Holstein","Male","","","",""
"Daily","1992","Schleswig-Holstein","Female","","","",""
"Daily","1992","Hamburg","Male","","","",""
"Daily","1992","Hamburg","Female","","","",""
"Daily","1992","Lower Saxony","Male","","","",""
"Daily","1992","Lower Saxony","Female","","","",""
"Daily","1992","Bremen","Male","","","",""
"Daily","1992","Bremen","Female","","","",""
"Daily","1992","North Rhine-Westphalia","Male","","","",""
"Daily","1992","North Rhine-Westphalia","Female","","","",""
"Daily","1992","Hesse","Male","","","",""
"Daily","1992","Hesse","Female","","","",""
"Daily","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Daily","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Daily","1992","Baden-Württemberg","Male","","","",""
"Daily","1992","Baden-Württemberg","Female","","","",""
"Daily","1992","Bavaria","Male","","","",""
"Daily","1992","Bavaria","Female","","","",""
"Daily","1992","Berlin","Male","","","",""
"Daily","1992","Berlin","Female","","","",""
"Daily","1992","Brandenburg","Male","","","",""
"Daily","1992","Brandenburg","Female","","","",""
"Daily","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Daily","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Daily","1992","Saxony","Male","","","",""
"Daily","1992","Saxony","Female","","","",""
"Daily","1992","Saxony-Anhalt","Male","","","",""
"Daily","1992","Saxony-Anhalt","Female","","","",""
"Daily","1992","Thuringia","Male","","","",""
"Daily","1992","Thuringia","Female","","","",""
"Min 1x per week","1992","Schleswig-Holstein","Male","","","",""
"Min 1x per week","1992","Schleswig-Holstein","Female","","","",""
"Min 1x per week","1992","Hamburg","Male","","","",""
"Min 1x per week","1992","Hamburg","Female","","","",""
"Min 1x per week","1992","Lower Saxony","Male","","","",""
"Min 1x per week","1992","Lower Saxony","Female","","","",""
"Min 1x per week","1992","Bremen","Male","","","",""
"Min 1x per week","1992","Bremen","Female","","","",""
"Min 1x per week","1992","North Rhine-Westphalia","Male","","","",""
"Min 1x per week","1992","North Rhine-Westphalia","Female","","","",""
"Min 1x per week","1992","Hesse","Male","","","",""
"Min 1x per week","1992","Hesse","Female","","","",""
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per week","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per week","1992","Baden-Württemberg","Male","","","",""
"Min 1x per week","1992","Baden-Württemberg","Female","","","",""
"Min 1x per week","1992","Bavaria","Male","","","",""
"Min 1x per week","1992","Bavaria","Female","","","",""
"Min 1x per week","1992","Berlin","Male","","","",""
"Min 1x per week","1992","Berlin","Female","","","",""
"Min 1x per week","1992","Brandenburg","Male","","","",""
"Min 1x per week","1992","Brandenburg","Female","","","",""
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per week","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per week","1992","Saxony","Male","","","",""
"Min 1x per week","1992","Saxony","Female","","","",""
"Min 1x per week","1992","Saxony-Anhalt","Male","","","",""
"Min 1x per week","1992","Saxony-Anhalt","Female","","","",""
"Min 1x per week","1992","Thuringia","Male","","","",""
"Min 1x per week","1992","Thuringia","Female","","","",""
"Min 1x per month","1992","Schleswig-Holstein","Male","","","",""
"Min 1x per month","1992","Schleswig-Holstein","Female","","","",""
"Min 1x per month","1992","Hamburg","Male","","","",""
"Min 1x per month","1992","Hamburg","Female","","","",""
"Min 1x per month","1992","Lower Saxony","Male","","","",""
"Min 1x per month","1992","Lower Saxony","Female","","","",""
"Min 1x per month","1992","Bremen","Male","","","",""
"Min 1x per month","1992","Bremen","Female","","","",""
"Min 1x per month","1992","North Rhine-Westphalia","Male","","","",""
"Min 1x per month","1992","North Rhine-Westphalia","Female","","","",""
"Min 1x per month","1992","Hesse","Male","","","",""
"Min 1x per month","1992","Hesse","Female","","","",""
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per month","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per month","1992","Baden-Württemberg","Male","","","",""
"Min 1x per month","1992","Baden-Württemberg","Female","","","",""
"Min 1x per month","1992","Bavaria","Male","","","",""
"Min 1x per month","1992","Bavaria","Female","","","",""
"Min 1x per month","1992","Berlin","Male","","","",""
"Min 1x per month","1992","Berlin","Female","","","",""
"Min 1x per month","1992","Brandenburg","Male","","","",""
"Min 1x per month","1992","Brandenburg","Female","","","",""
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per month","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per month","1992","Saxony","Male","","","",""
"Min 1x per month","1992","Saxony","Female","","","",""
"Min 1x per month","1992","Saxony-Anhalt","Male","","","",""
"Min 1x per month","1992","Saxony-Anhalt","Female","","","",""
"Min 1x per month","1992","Thuringia","Male","","","",""
"Min 1x per month","1992","Thuringia","Female","","","",""
"Rarely","1992","Schleswig-Holstein","Male","","","",""
"Rarely","1992","Schleswig-Holstein","Female","","","",""
"Rarely","1992","Hamburg","Male","","","",""
"Rarely","1992","Hamburg","Female","","","",""
"Rarely","1992","Lower Saxony","Male","","","",""
"Rarely","1992","Lower Saxony","Female","","","",""
"Rarely","1992","Bremen","Male","","","",""
"Rarely","1992","Bremen","Female","","","",""
"Rarely","1992","North Rhine-Westphalia","Male","","","",""
"Rarely","1992","North Rhine-Westphalia","Female","","","",""
"Rarely","1992","Hesse","Male","","","",""
"Rarely","1992","Hesse","Female","","","",""
"Rarely","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","1992","Baden-Württemberg","Male","","","",""
"Rarely","1992","Baden-Württemberg","Female","","","",""
"Rarely","1992","Bavaria","Male","","","",""
"Rarely","1992","Bavaria","Female","","","",""
"Rarely","1992","Berlin","Male","","","",""
"Rarely","1992","Berlin","Female","","","",""
"Rarely","1992","Brandenburg","Male","","","",""
"Rarely","1992","Brandenburg","Female","","","",""
"Rarely","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","1992","Saxony","Male","","","",""
"Rarely","1992","Saxony","Female","","","",""
"Rarely","1992","Saxony-Anhalt","Male","","","",""
"Rarely","1992","Saxony-Anhalt","Female","","","",""
"Rarely","1992","Thuringia","Male","","","",""
"Rarely","1992","Thuringia","Female","","","",""
"Never","1992","Schleswig-Holstein","Male","","","",""
"Never","1992","Schleswig-Holstein","Female","","","",""
"Never","1992","Hamburg","Male","","","",""
"Never","1992","Hamburg","Female","","","",""
"Never","1992","Lower Saxony","Male","","","",""
"Never","1992","Lower Saxony","Female","","","",""
"Never","1992","Bremen","Male","","","",""
"Never","1992","Bremen","Female","","","",""
"Never","1992","North Rhine-Westphalia","Male","","","",""
"Never","1992","North Rhine-Westphalia","Female","","","",""
"Never","1992","Hesse","Male","","","",""
"Never","1992","Hesse","Female","","","",""
"Never","1992","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","1992","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","1992","Baden-Württemberg","Male","","","",""
"Never","1992","Baden-Württemberg","Female","","","",""
"Never","1992","Bavaria","Male","","","",""
"Never","1992","Bavaria","Female","","","",""
"Never","1992","Berlin","Male","","","",""
"Never","1992","Berlin","Female","","","",""
"Never","1992","Brandenburg","Male","","","",""
"Never","1992","Brandenburg","Female","","","",""
"Never","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Never","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Never","1992","Saxony","Male","","","",""
"Never","1992","Saxony","Female","","","",""
"Never","1992","Saxony-Anhalt","Male","","","",""
"Never","1992","Saxony-Anhalt","Female","","","",""
"Never","1992","Thuringia","Male","","","",""
"Never","1992","Thuringia","Female","","","",""
"Daily","1993","Schleswig-Holstein","Male","","","",""
"Daily","1993","Schleswig-Holstein","Female","","","",""
"Daily","1993","Hamburg","Male","","","",""
"Daily","1993","Hamburg","Female","","","",""
"Daily","1993","Lower Saxony","Male","","","",""
"Daily","1993","Lower Saxony","Female","","","",""
"Daily","1993","Bremen","Male","","","",""
"Daily","1993","Bremen","Female","","","",""
"Daily","1993","North Rhine-Westphalia","Male","","","",""
"Daily","1993","North Rhine-Westphalia","Female","","","",""
"Daily","1993","Hesse","Male","","","",""
"Daily","1993","Hesse","Female","","","",""
"Daily","1993","Rhineland-Palatinate,Saarland","Male","","","",""
"Daily","1993","Rhineland-Palatinate,Saarland","Female","","","",""
"Daily","1993","Baden-Württemberg","Male","","","",""
"Daily","1993","Baden-Württemberg","Female","","","",""
"Daily","1993","Bavaria","Male","","","",""
"Daily","1993","Bavaria","Female","","","",""
"Daily","1993","Berlin","Male","","","",""
"Daily","1993","Berlin","Female","","","",""
"Daily","1993","Brandenburg","Male","","","",""
"Daily","1993","Brandenburg","Female","","","",""
"Daily","1993","Mecklenburg-Western Pomerania","Male","","","",""
"Daily","1993","Mecklenburg-Western Pomerania","Female","","","",""
"Daily","1993","Saxony","Male","","","",""
"Daily","1993","Saxony","Female","","","",""
"Daily","1993","Saxony-Anhalt","Male","","","",""
"Daily","1993","Saxony-Anhalt","Female","","","",""
"Daily","1993","Thuringia","Male","","","",""
"Daily","1993","Thuringia","Female","","","",""
"Min 1x per week","1993","Schleswig-Holstein","Male","","","",""
"Min 1x per week","1993","Schleswig-Holstein","Female","","","",""
"Min 1x per week","1993","Hamburg","Male","","","",""
"Min 1x per week","1993","Hamburg","Female","","","",""
"Min 1x per week","1993","Lower Saxony","Male","","","",""
"Min 1x per week","1993","Lower Saxony","Female","","","",""
"Min 1x per week","1993","Bremen","Male","","","",""
"Min 1x per week","1993","Bremen","Female","","","",""
"Min 1x per week","1993","North Rhine-Westphalia","Male","","","",""
"Min 1x per week","1993","North Rhine-Westphalia","Female","","","",""
"Min 1x per week","1993","Hesse","Male","","","",""
"Min 1x per week","1993","Hesse","Female","","","",""
"Min 1x per week","1993","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per week","1993","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per week","1993","Baden-Württemberg","Male","","","",""
"Min 1x per week","1993","Baden-Württemberg","Female","","","",""
"Min 1x per week","1993","Bavaria","Male","","","",""
