"pli0083","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2019","Couple + C. GT 16 ","47","0.0144320916666862","0.0101464828958388","0.0187177004375335","3"
"Min 1x per week","2019","1-pers.-HH","662","0.141853711226433","0.131371611266805","0.152335811186061","2"
"Min 1x per week","2019","Single parent ","416","0.184932897081983","0.168203834157751","0.201661960006216","2"
"Min 1x per week","2019","(Married) couple without C. ","1006","0.111767808215288","0.105086453801832","0.118449162628743","2"
"Min 1x per week","2019","Couple + C. LE and GT 16","491","0.201951213173302","0.185125958229029","0.218776468117574","2"
"Min 1x per week","2019","Couple + C. LE 16 ","1218","0.251514810647228","0.239723066385635","0.26330655490882","2"
"Min 1x per week","2019","Couple + C. GT 16 ","560","0.191000410147701","0.176875167837428","0.205125652457974","2"
"Never","2019","1-pers.-HH","96","0.0230075066525214","0.0185032028688678","0.0275118104361749","5"
"Never","2019","(Married) couple without C. ","84","0.00873363548503133","0.00676059678499701","0.0107066741850656","5"
"Never","2019","Single parent ","43","0.0192889077272848","0.0133624907175784","0.0252153247369913","5"
"Never","2019","Couple + C. LE 16 ","79","0.0124463273693711","0.00943328229769008","0.015459372441052","5"
"Never","2019","Couple + C. GT 16 ","32","0.0109151836156234","0.00718150530952643","0.0146488619217204","5"
"Never","2019","Couple + C. LE and GT 16","21","","","","5"
"Rarely","2019","1-pers.-HH","161","0.0323366769709195","0.0270222417738808","0.0376511121679582","4"
"Rarely","2019","(Married) couple without C. ","278","0.0325660927657424","0.0288022075723939","0.0363299779590909","4"
"Rarely","2019","Single parent ","94","0.0404693670554688","0.0319783351305153","0.0489603989804224","4"
"Rarely","2019","Couple + C. LE 16 ","274","0.0440497712416316","0.038472854851294","0.0496266876319693","4"
"Rarely","2019","Couple + C. LE and GT 16","100","0.0451516126869472","0.0364494431042309","0.0538537822696635","4"
"Rarely","2019","Couple + C. GT 16 ","110","0.0354037558116111","0.0287632362923391","0.0420442753308832","4"
