"pli0083","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Daily","1995","Not Working","4265","0.88862879477378","0.879730973791173","0.897526615756386","1"
"Min 1x per month","1995","Full Time","75","0.0142521485665208","0.0112266814040239","0.0172776157290178","3"
"Min 1x per month","1995","Part Time","32","0.0153305224261326","0.010604242259595","0.0200568025926702","3"
"Min 1x per month","1995","Not Working","42","0.0105513129805168","0.00766138576978467","0.0134412401912488","3"
"Min 1x per week","1995","Full Time","786","0.145151945487251","0.13616058835496","0.154143302619542","2"
"Min 1x per week","1995","Part Time","327","0.134123283681313","0.121014093426398","0.147232473936227","2"
"Min 1x per week","1995","Not Working","361","0.0709118576594119","0.0636520535364167","0.0781716617824071","2"
"Never","1995","Full Time","38","0.00824538711655109","0.00593716821344263","0.0105536060196596","5"
"Never","1995","Part Time","27","","","","5"
"Never","1995","Not Working","56","0.014152837148189","0.0108119364802408","0.0174937378161373","5"
"Rarely","1995","Part Time","73","0.0343825293648237","0.0273733493239328","0.0413917094057147","4"
"Rarely","1995","Full Time","179","0.0348113844705278","0.0301325670648765","0.0394902018761792","4"
"Rarely","1995","Not Working","78","0.0157551974381026","0.0122331070010404","0.0192772878751647","4"
"Daily","1996","Full Time","","","","","1"
"Daily","1996","Part Time","","","","","1"
"Daily","1996","Not Working","","","","","1"
"Min 1x per month","1996","Full Time","","","","","3"
"Min 1x per month","1996","Part Time","","","","","3"
"Min 1x per month","1996","Not Working","","","","","3"
"Min 1x per week","1996","Full Time","","","","","2"
"Min 1x per week","1996","Part Time","","","","","2"
"Min 1x per week","1996","Not Working","","","","","2"
"Never","1996","Full Time","","","","","5"
"Never","1996","Part Time","","","","","5"
"Never","1996","Not Working","","","","","5"
"Rarely","1996","Part Time","","","","","4"
"Rarely","1996","Full Time","","","","","4"
"Rarely","1996","Not Working","","","","","4"
"Daily","1997","Full Time","","","","","1"
"Daily","1997","Part Time","","","","","1"
"Daily","1997","Not Working","","","","","1"
"Min 1x per month","1997","Full Time","","","","","3"
"Min 1x per month","1997","Part Time","","","","","3"
"Min 1x per month","1997","Not Working","","","","","3"
"Min 1x per week","1997","Full Time","","","","","2"
"Min 1x per week","1997","Part Time","","","","","2"
"Min 1x per week","1997","Not Working","","","","","2"
"Never","1997","Full Time","","","","","5"
"Never","1997","Part Time","","","","","5"
"Never","1997","Not Working","","","","","5"
"Rarely","1997","Full Time","","","","","4"
"Rarely","1997","Part Time","","","","","4"
"Rarely","1997","Not Working","","","","","4"
"Daily","1998","Full Time","4871","0.79639812181734","0.786193876513931","0.806602367120748","1"
"Daily","1998","Part Time","2401","0.809845782376385","0.795463784572866","0.824227780179905","1"
"Daily","1998","Not Working","4898","0.904978963108761","0.897159086044046","0.912798840173476","1"
"Min 1x per month","1998","Full Time","75","0.0167856824939508","0.0135301766015815","0.0200411883863201","3"
"Min 1x per month","1998","Part Time","29","","","","3"
"Min 1x per month","1998","Not Working","34","0.00483614907139479","0.00298616522305072","0.00668613291973886","3"
"Min 1x per week","1998","Full Time","816","0.144961798061822","0.136040163509674","0.153883432613969","2"
"Min 1x per week","1998","Not Working","330","0.0624977438099455","0.0560428495606265","0.0689526380592645","2"
"Min 1x per week","1998","Part Time","312","0.127605481823579","0.115377460024156","0.139833503623003","2"
"Never","1998","Full Time","56","0.0108225271250581","0.00820056546522534","0.0134444887848909","5"
"Never","1998","Part Time","24","","","","5"
"Never","1998","Not Working","55","0.0121276684345634","0.00920883125533922","0.0150465056137875","5"
"Rarely","1998","Full Time","164","0.0310318705018297","0.0266376321496579","0.0354261088540014","4"
"Rarely","1998","Part Time","94","0.0374280175667824","0.030471688867318","0.0443843462662469","4"
"Rarely","1998","Not Working","85","0.0155594755753354","0.0122591026155331","0.0188598485351377","4"
"Daily","1999","Full Time","","","","","1"
"Daily","1999","Part Time","","","","","1"
"Daily","1999","Not Working","","","","","1"
"Min 1x per month","1999","Full Time","","","","","3"
"Min 1x per month","1999","Part Time","","","","","3"
"Min 1x per month","1999","Not Working","","","","","3"
"Min 1x per week","1999","Full Time","","","","","2"
"Min 1x per week","1999","Not Working","","","","","2"
"Min 1x per week","1999","Part Time","","","","","2"
"Never","1999","Full Time","","","","","5"
"Never","1999","Part Time","","","","","5"
"Never","1999","Not Working","","","","","5"
"Rarely","1999","Full Time","","","","","4"
"Rarely","1999","Part Time","","","","","4"
"Rarely","1999","Not Working","","","","","4"
"Daily","2000","Full Time","","","","","1"
"Daily","2000","Part Time","","","","","1"
"Daily","2000","Not Working","","","","","1"
"Min 1x per month","2000","Full Time","","","","","3"
"Min 1x per month","2000","Part Time","","","","","3"
"Min 1x per month","2000","Not Working","","","","","3"
"Min 1x per week","2000","Full Time","","","","","2"
"Min 1x per week","2000","Part Time","","","","","2"
"Min 1x per week","2000","Not Working","","","","","2"
"Never","2000","Full Time","","","","","5"
"Never","2000","Part Time","","","","","5"
"Never","2000","Not Working","","","","","5"
"Rarely","2000","Full Time","","","","","4"
"Rarely","2000","Part Time","","","","","4"
"Rarely","2000","Not Working","","","","","4"
"Daily","2001","Full Time","","","","","1"
"Daily","2001","Part Time","","","","","1"
"Daily","2001","Not Working","","","","","1"
"Min 1x per month","2001","Full Time","","","","","3"
"Min 1x per month","2001","Not Working","","","","","3"
"Min 1x per month","2001","Part Time","","","","","3"
"Min 1x per week","2001","Full Time","","","","","2"
"Min 1x per week","2001","Part Time","","","","","2"
"Min 1x per week","2001","Not Working","","","","","2"
"Never","2001","Full Time","","","","","5"
"Never","2001","Part Time","","","","","5"
"Never","2001","Not Working","","","","","5"
"Rarely","2001","Part Time","","","","","4"
"Rarely","2001","Full Time","","","","","4"
"Rarely","2001","Not Working","","","","","4"
"Daily","2002","Full Time","","","","","1"
"Daily","2002","Part Time","","","","","1"
"Daily","2002","Not Working","","","","","1"
"Min 1x per month","2002","Full Time","","","","","3"
"Min 1x per month","2002","Not Working","","","","","3"
"Min 1x per month","2002","Part Time","","","","","3"
"Min 1x per week","2002","Part Time","","","","","2"
"Min 1x per week","2002","Full Time","","","","","2"
"Min 1x per week","2002","Not Working","","","","","2"
"Never","2002","Full Time","","","","","5"
"Never","2002","Part Time","","","","","5"
"Never","2002","Not Working","","","","","5"
"Rarely","2002","Full Time","","","","","4"
"Rarely","2002","Part Time","","","","","4"
"Rarely","2002","Not Working","","","","","4"
"Daily","2003","Full Time","7329","0.820395694512135","0.812425756802061","0.828365632222208","1"
"Daily","2003","Part Time","4314","0.839451584818747","0.82940075327062","0.849502416366874","1"
"Daily","2003","Not Working","7513","0.921850276668999","0.916034083629927","0.927666469708071","1"
"Min 1x per month","2003","Full Time","107","0.0185718820106087","0.0157687595239811","0.0213750044972363","3"
"Min 1x per month","2003","Part Time","61","0.0123190633011226","0.00929912315634413","0.0153390034459012","3"
"Min 1x per month","2003","Not Working","41","0.00397222087202332","0.00260921629334745","0.00533522545069918","3"
"Min 1x per week","2003","Full Time","1182","0.128074570665517","0.121136223992706","0.135012917338329","2"
"Min 1x per week","2003","Part Time","583","0.113795391597594","0.105101174198285","0.122489608996903","2"
"Min 1x per week","2003","Not Working","424","0.0470604660248723","0.0424715968257386","0.051649335224006","2"
"Never","2003","Full Time","89","0.0107026245247515","0.00856617103654024","0.0128390780129628","5"
"Never","2003","Part Time","63","0.0125113621272162","0.00946823912329036","0.0155544851311419","5"
"Never","2003","Not Working","117","0.0173701086537258","0.0145391003202012","0.0202011169872505","5"
"Rarely","2003","Full Time","204","0.0222552282869877","0.0191924634873794","0.0253179930865959","4"
"Rarely","2003","Part Time","104","0.0219225981553202","0.0179136191658658","0.0259315771447747","4"
"Rarely","2003","Not Working","86","0.00974692778037947","0.00761804441741441","0.0118758111433445","4"
"Daily","2004","Full Time","","","","","1"
"Daily","2004","Part Time","","","","","1"
"Daily","2004","Not Working","","","","","1"
"Min 1x per month","2004","Full Time","","","","","3"
"Min 1x per month","2004","Part Time","","","","","3"
"Min 1x per month","2004","Not Working","","","","","3"
"Min 1x per week","2004","Full Time","","","","","2"
"Min 1x per week","2004","Part Time","","","","","2"
"Min 1x per week","2004","Not Working","","","","","2"
"Never","2004","Full Time","","","","","5"
"Never","2004","Part Time","","","","","5"
"Never","2004","Not Working","","","","","5"
"Rarely","2004","Full Time","","","","","4"
"Rarely","2004","Part Time","","","","","4"
"Rarely","2004","Not Working","","","","","4"
"Daily","2005","Full Time","","","","","1"
"Daily","2005","Part Time","","","","","1"
"Daily","2005","Not Working","","","","","1"
"Min 1x per month","2005","Full Time","","","","","3"
"Min 1x per month","2005","Part Time","","","","","3"
"Min 1x per month","2005","Not Working","","","","","3"
"Min 1x per week","2005","Full Time","","","","","2"
"Min 1x per week","2005","Part Time","","","","","2"
"Min 1x per week","2005","Not Working","","","","","2"
"Never","2005","Full Time","","","","","5"
"Never","2005","Part Time","","","","","5"
"Never","2005","Not Working","","","","","5"
"Rarely","2005","Full Time","","","","","4"
"Rarely","2005","Part Time","","","","","4"
"Rarely","2005","Not Working","","","","","4"
"Daily","2006","Full Time","","","","","1"
"Daily","2006","Part Time","","","","","1"
"Daily","2006","Not Working","","","","","1"
"Min 1x per month","2006","Full Time","","","","","3"
"Min 1x per month","2006","Part Time","","","","","3"
"Min 1x per month","2006","Not Working","","","","","3"
"Min 1x per week","2006","Full Time","","","","","2"
"Min 1x per week","2006","Part Time","","","","","2"
"Min 1x per week","2006","Not Working","","","","","2"
"Never","2006","Full Time","","","","","5"
"Never","2006","Part Time","","","","","5"
"Never","2006","Not Working","","","","","5"
"Rarely","2006","Full Time","","","","","4"
"Rarely","2006","Part Time","","","","","4"
"Rarely","2006","Not Working","","","","","4"
"Daily","2007","Full Time","","","","","1"
"Daily","2007","Part Time","","","","","1"
"Daily","2007","Not Working","","","","","1"
"Min 1x per month","2007","Part Time","","","","","3"
"Min 1x per month","2007","Full Time","","","","","3"
"Min 1x per month","2007","Not Working","","","","","3"
"Min 1x per week","2007","Full Time","","","","","2"
"Min 1x per week","2007","Part Time","","","","","2"
"Min 1x per week","2007","Not Working","","","","","2"
"Never","2007","Full Time","","","","","5"
"Never","2007","Part Time","","","","","5"
"Never","2007","Not Working","","","","","5"
"Rarely","2007","Full Time","","","","","4"
"Rarely","2007","Not Working","","","","","4"
"Rarely","2007","Part Time","","","","","4"
"Daily","2008","Full Time","5896","0.785107405671408","0.775802789959961","0.794412021382855","1"
"Daily","2008","Part Time","3580","0.814591925572385","0.803127130433815","0.826056720710954","1"
"Daily","2008","Not Working","6707","0.8951667852687","0.88821991446978","0.90211365606762","1"
"Min 1x per month","2008","Part Time","66","0.0142426391643884","0.0107471160620555","0.0177381622667213","3"
"Min 1x per month","2008","Full Time","132","0.0194622332810294","0.0163329010052555","0.0225915655568033","3"
"Min 1x per month","2008","Not Working","77","0.0108751092923486","0.00852314799688433","0.0132270705878128","3"
"Min 1x per week","2008","Full Time","1170","0.157903351858901","0.149642975720553","0.166163727997248","2"
"Min 1x per week","2008","Not Working","469","0.0587869527810975","0.0534527166825855","0.0641211888796095","2"
"Min 1x per week","2008","Part Time","617","0.135880487631743","0.125771739381952","0.145989235881533","2"
"Never","2008","Full Time","71","0.0104099681314492","0.00811077456466115","0.0127091616982372","5"
"Never","2008","Part Time","40","0.0107362186715","0.00769593816176618","0.0137764991812338","5"
"Never","2008","Not Working","106","0.0180272639962845","0.0150100756996972","0.0210444522928719","5"
"Rarely","2008","Full Time","217","0.0271170410572126","0.0234376611944244","0.0307964209200008","4"
"Rarely","2008","Part Time","111","0.0245487289599841","0.0199836402471227","0.0291138176728456","4"
"Rarely","2008","Not Working","111","0.0171438886615693","0.014200230128071","0.0200875471950676","4"
"Daily","2009","Full Time","","","","","1"
"Daily","2009","Part Time","","","","","1"
"Daily","2009","Not Working","","","","","1"
"Min 1x per month","2009","Full Time","","","","","3"
"Min 1x per month","2009","Part Time","","","","","3"
"Min 1x per month","2009","Not Working","","","","","3"
"Min 1x per week","2009","Full Time","","","","","2"
"Min 1x per week","2009","Part Time","","","","","2"
"Min 1x per week","2009","Not Working","","","","","2"
"Never","2009","Full Time","","","","","5"
"Never","2009","Part Time","","","","","5"
"Never","2009","Not Working","","","","","5"
"Rarely","2009","Full Time","","","","","4"
"Rarely","2009","Part Time","","","","","4"
"Rarely","2009","Not Working","","","","","4"
"Daily","2010","Full Time","","","","","1"
"Daily","2010","Part Time","","","","","1"
"Daily","2010","Not Working","","","","","1"
"Min 1x per month","2010","Full Time","","","","","3"
"Min 1x per month","2010","Part Time","","","","","3"
"Min 1x per month","2010","Not Working","","","","","3"
"Min 1x per week","2010","Full Time","","","","","2"
"Min 1x per week","2010","Part Time","","","","","2"
"Min 1x per week","2010","Not Working","","","","","2"
"Never","2010","Full Time","","","","","5"
"Never","2010","Part Time","","","","","5"
"Never","2010","Not Working","","","","","5"
"Rarely","2010","Part Time","","","","","4"
"Rarely","2010","Full Time","","","","","4"
"Rarely","2010","Not Working","","","","","4"
"Daily","2011","Full Time","","","","","1"
"Daily","2011","Part Time","","","","","1"
"Daily","2011","Not Working","","","","","1"
"Min 1x per month","2011","Full Time","","","","","3"
"Min 1x per month","2011","Part Time","","","","","3"
"Min 1x per month","2011","Not Working","","","","","3"
"Min 1x per week","2011","Full Time","","","","","2"
"Min 1x per week","2011","Part Time","","","","","2"
"Min 1x per week","2011","Not Working","","","","","2"
"Never","2011","Full Time","","","","","5"
"Never","2011","Part Time","","","","","5"
"Never","2011","Not Working","","","","","5"
"Rarely","2011","Part Time","","","","","4"
"Rarely","2011","Full Time","","","","","4"
"Rarely","2011","Not Working","","","","","4"
"Daily","2012","Full Time","","","","","1"
"Daily","2012","Part Time","","","","","1"
"Daily","2012","Not Working","","","","","1"
"Min 1x per month","2012","Full Time","","","","","3"
"Min 1x per month","2012","Part Time","","","","","3"
"Min 1x per month","2012","Not Working","","","","","3"
"Min 1x per week","2012","Full Time","","","","","2"
"Min 1x per week","2012","Part Time","","","","","2"
"Min 1x per week","2012","Not Working","","","","","2"
"Never","2012","Full Time","","","","","5"
"Never","2012","Part Time","","","","","5"
"Never","2012","Not Working","","","","","5"
"Rarely","2012","Full Time","","","","","4"
"Rarely","2012","Part Time","","","","","4"
"Rarely","2012","Not Working","","","","","4"
"Daily","2013","Full Time","7000","0.734976513422453","0.726167172052617","0.743785854792288","1"
"Daily","2013","Part Time","5376","0.771970055398904","0.762227288684397","0.781712822113412","1"
"Daily","2013","Not Working","7523","0.871275638713178","0.864282561955744","0.878268715470613","1"
"Min 1x per month","2013","Full Time","287","0.0291896587890227","0.0258296049709648","0.0325497126070806","3"
"Min 1x per month","2013","Part Time","159","0.0221949930147795","0.0187740978092861","0.0256158882202728","3"
"Min 1x per month","2013","Not Working","122","0.0119493792998198","0.00968044245348714","0.0142183161461525","3"
"Min 1x per week","2013","Full Time","1891","0.19006975513003","0.182238257091037","0.197901253169023","2"
"Min 1x per week","2013","Not Working","833","0.079084299649539","0.0734490233841451","0.084719575914933","2"
"Min 1x per week","2013","Part Time","1272","0.16771384703154","0.159038098993848","0.176389595069231","2"
"Never","2013","Full Time","90","0.00846990991637102","0.00664072811348581","0.0102990917192562","5"
"Never","2013","Part Time","69","0.00977927611566391","0.00749417461510716","0.0120643776162207","5"
"Never","2013","Not Working","137","0.0188613384311796","0.0160207286028209","0.0217019482595383","5"
"Rarely","2013","Full Time","374","0.0372941627421235","0.0335120735993655","0.0410762518848816","4"
"Rarely","2013","Part Time","248","0.0283418284391124","0.0244883154986494","0.0321953413795755","4"
"Rarely","2013","Not Working","195","0.0188293439062833","0.0159910980906007","0.021667589721966","4"
"Daily","2014","Full Time","","","","","1"
"Daily","2014","Part Time","","","","","1"
"Daily","2014","Not Working","","","","","1"
"Min 1x per month","2014","Full Time","","","","","3"
"Min 1x per month","2014","Part Time","","","","","3"
"Min 1x per month","2014","Not Working","","","","","3"
"Min 1x per week","2014","Full Time","","","","","2"
"Min 1x per week","2014","Not Working","","","","","2"
"Min 1x per week","2014","Part Time","","","","","2"
"Never","2014","Full Time","","","","","5"
"Never","2014","Part Time","","","","","5"
"Never","2014","Not Working","","","","","5"
"Rarely","2014","Full Time","","","","","4"
"Rarely","2014","Part Time","","","","","4"
"Rarely","2014","Not Working","","","","","4"
"Daily","2015","Full Time","","","","","1"
"Daily","2015","Part Time","","","","","1"
"Daily","2015","Not Working","","","","","1"
"Min 1x per month","2015","Full Time","","","","","3"
"Min 1x per month","2015","Part Time","","","","","3"
"Min 1x per month","2015","Not Working","","","","","3"
"Min 1x per week","2015","Full Time","","","","","2"
"Min 1x per week","2015","Not Working","","","","","2"
"Min 1x per week","2015","Part Time","","","","","2"
"Never","2015","Full Time","","","","","5"
"Never","2015","Part Time","","","","","5"
"Never","2015","Not Working","","","","","5"
"Rarely","2015","Full Time","","","","","4"
"Rarely","2015","Part Time","","","","","4"
"Rarely","2015","Not Working","","","","","4"
"Daily","2016","Full Time","","","","","1"
"Daily","2016","Part Time","","","","","1"
"Daily","2016","Not Working","","","","","1"
"Min 1x per month","2016","Full Time","","","","","3"
"Min 1x per month","2016","Part Time","","","","","3"
"Min 1x per month","2016","Not Working","","","","","3"
"Min 1x per week","2016","Full Time","","","","","2"
"Min 1x per week","2016","Part Time","","","","","2"
"Min 1x per week","2016","Not Working","","","","","2"
"Never","2016","Full Time","","","","","5"
"Never","2016","Part Time","","","","","5"
"Never","2016","Not Working","","","","","5"
"Rarely","2016","Full Time","","","","","4"
"Rarely","2016","Not Working","","","","","4"
"Rarely","2016","Part Time","","","","","4"
"Daily","2017","Full Time","","","","","1"
"Daily","2017","Part Time","","","","","1"
"Daily","2017","Not Working","","","","","1"
"Min 1x per month","2017","Full Time","","","","","3"
"Min 1x per month","2017","Part Time","","","","","3"
"Min 1x per month","2017","Not Working","","","","","3"
"Min 1x per week","2017","Part Time","","","","","2"
"Min 1x per week","2017","Full Time","","","","","2"
"Min 1x per week","2017","Not Working","","","","","2"
"Never","2017","Full Time","","","","","5"
"Never","2017","Part Time","","","","","5"
"Never","2017","Not Working","","","","","5"
"Rarely","2017","Full Time","","","","","4"
"Rarely","2017","Part Time","","","","","4"
"Rarely","2017","Not Working","","","","","4"
"Daily","2018","Full Time","","","","","1"
"Daily","2018","Part Time","","","","","1"
"Daily","2018","Not Working","","","","","1"
"Min 1x per month","2018","Full Time","","","","","3"
"Min 1x per month","2018","Part Time","","","","","3"
"Min 1x per month","2018","Not Working","","","","","3"
"Min 1x per week","2018","Full Time","","","","","2"
"Min 1x per week","2018","Part Time","","","","","2"
"Min 1x per week","2018","Not Working","","","","","2"
"Never","2018","Full Time","","","","","5"
"Never","2018","Part Time","","","","","5"
"Never","2018","Not Working","","","","","5"
"Rarely","2018","Full Time","","","","","4"
"Rarely","2018","Part Time","","","","","4"
"Rarely","2018","Not Working","","","","","4"
"Daily","2019","Part Time","5294","0.743157828777064","0.733089380268389","0.753226277285739","1"
"Daily","2019","Full Time","7393","0.71628357772917","0.707667131405157","0.724900024053184","1"
"Daily","2019","Not Working","6770","0.852642445419695","0.844927001869365","0.860357888970025","1"
"Min 1x per month","2019","Full Time","267","0.0262274564506538","0.0231728849016828","0.0292820279996249","3"
"Min 1x per month","2019","Not Working","108","0.0110186788232625","0.00874646065671366","0.0132908969898113","3"
"Min 1x per month","2019","Part Time","161","0.0218702849467178","0.0184996299268776","0.0252409399665581","3"
"Min 1x per week","2019","Part Time","1358","0.180065906795134","0.171210794415693","0.188921019174576","2"
"Min 1x per week","2019","Full Time","2244","0.207525977544319","0.199774719339713","0.215277235748925","2"
"Min 1x per week","2019","Not Working","840","0.0884830939433859","0.0823014535799812","0.0946647343067905","2"
"Never","2019","Full Time","131","0.0123312384866704","0.0102218699683375","0.0144406070050033","5"
"Never","2019","Part Time","119","0.0150639550875511","0.0122568260271195","0.0178710841479826","5"
"Never","2019","Not Working","118","0.0158817191671221","0.01316049933915","0.0186029389950941","5"
"Rarely","2019","Full Time","480","0.0376317497891863","0.0339943477824612","0.0412691517959113","4"
"Rarely","2019","Part Time","301","0.0398420243935325","0.0353345745391884","0.0443494742478765","4"
"Rarely","2019","Not Working","272","0.0319740626465346","0.0281446371125211","0.0358034881805481","4"
