"plb0037_h","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Permanent","1986","Employed","secondary school degree","132","0.662484172250445","0.596619835754625","0.728348508746266"
"Permanent","1986","Employed","college entrance qualification","106","0.740588308032215","0.667983183939625","0.813193432124806"
"Permanent","1986","Employed","Other degree","38","0.701313970309732","0.571837404310362","0.830790536309102"
"Permanent","1986","Employed","no degree/no degree yet","26","","",""
"Limited","1986","Not Employed","lower secondary degree","5","","",""
"Limited","1986","Not Employed","secondary school degree","4","","",""
"Limited","1986","Not Employed","college entrance qualification","8","","",""
"Limited","1986","Not Employed","Other degree","","","",""
"Limited","1986","Not Employed","no degree/no degree yet","4","","",""
"Limited","1986","Employed","lower secondary degree","79","0.179590375408897","0.140740524219887","0.218440226597906"
"Limited","1986","Employed","secondary school degree","66","0.337515827749555","0.271651491253734","0.403380164245375"
"Limited","1986","Employed","college entrance qualification","34","0.259411691967785","0.186806567875194","0.332016816060375"
"Limited","1986","Employed","Other degree","10","","",""
"Limited","1986","Employed","no degree/no degree yet","4","","",""
"Permanent","1987","Not Employed","lower secondary degree","20","","",""
"Permanent","1987","Not Employed","secondary school degree","10","","",""
"Permanent","1987","Not Employed","college entrance qualification","6","","",""
"Permanent","1987","Not Employed","Other degree","3","","",""
"Permanent","1987","Not Employed","no degree/no degree yet","1","","",""
"Permanent","1987","Employed","lower secondary degree","370","0.790246655838428","0.754198269306575","0.826295042370281"
"Permanent","1987","Employed","secondary school degree","168","0.696099641026432","0.639085918455328","0.753113363597536"
"Permanent","1987","Employed","college entrance qualification","111","0.672417603724715","0.601658136584059","0.743177070865372"
"Permanent","1987","Employed","Other degree","67","0.68869275403157","0.593558971128518","0.783826536934623"
"Permanent","1987","Employed","no degree/no degree yet","35","0.802966308245139","0.688021837739659","0.91791077875062"
"Limited","1987","Not Employed","lower secondary degree","10","","",""
"Limited","1987","Not Employed","secondary school degree","3","","",""
"Limited","1987","Not Employed","college entrance qualification","8","","",""
"Limited","1987","Not Employed","Other degree","4","","",""
"Limited","1987","Not Employed","no degree/no degree yet","1","","",""
"Limited","1987","Employed","lower secondary degree","120","0.209753344161572","0.173704957629719","0.245801730693425"
"Limited","1987","Employed","secondary school degree","82","0.303900358973568","0.246886636402464","0.360914081544672"
"Limited","1987","Employed","college entrance qualification","58","0.327582396275285","0.256822929134628","0.398341863415941"
"Limited","1987","Employed","Other degree","24","","",""
"Limited","1987","Employed","no degree/no degree yet","11","","",""
"Permanent","1988","Not Employed","lower secondary degree","15","","",""
"Permanent","1988","Not Employed","secondary school degree","9","","",""
"Permanent","1988","Not Employed","college entrance qualification","9","","",""
"Permanent","1988","Not Employed","Other degree","2","","",""
"Permanent","1988","Not Employed","no degree/no degree yet","3","","",""
"Permanent","1988","Employed","lower secondary degree","2129","0.920706248627381","0.909821234683135","0.931591262571626"
"Permanent","1988","Employed","secondary school degree","857","0.874556329545261","0.854189683905638","0.894922975184883"
"Permanent","1988","Employed","college entrance qualification","553","0.838816583310382","0.810785425013533","0.86684774160723"
"Permanent","1988","Employed","Other degree","663","0.904017331950717","0.882211439314363","0.92582322458707"
"Permanent","1988","Employed","no degree/no degree yet","352","0.90271838199882","0.872685028658568","0.932751735339072"
"Limited","1988","Not Employed","lower secondary degree","23","","",""
"Limited","1988","Not Employed","secondary school degree","8","","",""
"Limited","1988","Not Employed","college entrance qualification","8","","",""
"Limited","1988","Not Employed","Other degree","4","","",""
"Limited","1988","Not Employed","no degree/no degree yet","7","","",""
"Limited","1988","Employed","lower secondary degree","238","0.0792937513726192","0.0684087374283736","0.0901787653168648"
"Limited","1988","Employed","secondary school degree","159","0.125443670454739","0.105077024815117","0.145810316094362"
"Limited","1988","Employed","college entrance qualification","108","0.161183416689618","0.13315225839277","0.189214574986467"
"Limited","1988","Employed","Other degree","38","0.0959826680492834","0.07417677541293","0.117788560685637"
"Limited","1988","Employed","no degree/no degree yet","22","","",""
"Permanent","1989","Not Employed","lower secondary degree","11","","",""
"Permanent","1989","Not Employed","secondary school degree","5","","",""
"Permanent","1989","Not Employed","college entrance qualification","7","","",""
"Permanent","1989","Not Employed","Other degree","7","","",""
"Permanent","1989","Not Employed","no degree/no degree yet","3","","",""
"Permanent","1989","Employed","lower secondary degree","264","0.768175188539479","0.724461578553272","0.811888798525686"
"Permanent","1989","Employed","secondary school degree","143","0.771982931390778","0.713690914653191","0.830274948128364"
"Permanent","1989","Employed","college entrance qualification","113","0.787690844682471","0.722464674769468","0.852917014595473"
"Permanent","1989","Employed","Other degree","47","0.812269797236197","0.715069079134594","0.909470515337799"
"Permanent","1989","Employed","no degree/no degree yet","32","0.799134959898509","0.671749888236793","0.926520031560225"
"Limited","1989","Not Employed","lower secondary degree","8","","",""
"Limited","1989","Not Employed","secondary school degree","11","","",""
"Limited","1989","Not Employed","college entrance qualification","6","","",""
"Limited","1989","Not Employed","Other degree","2","","",""
"Limited","1989","Not Employed","no degree/no degree yet","3","","",""
"Limited","1989","Employed","lower secondary degree","94","0.231824811460521","0.188111201474314","0.275538421446728"
"Limited","1989","Employed","secondary school degree","56","0.228017068609222","0.169725051871636","0.286309085346809"
"Limited","1989","Employed","college entrance qualification","38","0.212309155317529","0.147082985404527","0.277535325230532"
"Limited","1989","Employed","Other degree","15","","",""
"Limited","1989","Employed","no degree/no degree yet","6","","",""
"Permanent","1990","Not Employed","lower secondary degree","14","","",""
"Permanent","1990","Not Employed","secondary school degree","6","","",""
"Permanent","1990","Not Employed","college entrance qualification","3","","",""
"Permanent","1990","Not Employed","Other degree","4","","",""
"Permanent","1990","Not Employed","no degree/no degree yet","4","","",""
"Permanent","1990","Employed","lower secondary degree","299","0.826672840530673","0.788513370386764","0.864832310674582"
"Permanent","1990","Employed","secondary school degree","152","0.762137176298236","0.703852952265341","0.820421400331132"
"Permanent","1990","Employed","college entrance qualification","118","0.747145421858911","0.68000669006104","0.814284153656782"
"Permanent","1990","Employed","Other degree","55","0.841154195829367","0.752967757055128","0.929340634603605"
"Permanent","1990","Employed","no degree/no degree yet","28","","",""
"Limited","1990","Not Employed","lower secondary degree","10","","",""
"Limited","1990","Not Employed","secondary school degree","7","","",""
"Limited","1990","Not Employed","college entrance qualification","4","","",""
"Limited","1990","Not Employed","Other degree","1","","",""
"Limited","1990","Not Employed","no degree/no degree yet","","","",""
"Limited","1990","Employed","lower secondary degree","79","0.173327159469327","0.135167689325418","0.211486629613236"
"Limited","1990","Employed","secondary school degree","53","0.237862823701764","0.179578599668868","0.296147047734659"
"Limited","1990","Employed","college entrance qualification","43","0.252854578141089","0.185715846343218","0.31999330993896"
"Limited","1990","Employed","Other degree","11","","",""
"Limited","1990","Employed","no degree/no degree yet","8","","",""
"Permanent","1991","Not Employed","lower secondary degree","23","","",""
"Permanent","1991","Not Employed","secondary school degree","6","","",""
"Permanent","1991","Not Employed","college entrance qualification","7","","",""
"Permanent","1991","Not Employed","Other degree","10","","",""
"Permanent","1991","Not Employed","no degree/no degree yet","9","","",""
"Permanent","1991","Employed","lower secondary degree","273","0.800187581282174","0.758055085733534","0.842320076830815"
"Permanent","1991","Employed","secondary school degree","160","0.826820277546732","0.775020816672637","0.878619738420827"
"Permanent","1991","Employed","college entrance qualification","106","0.719461951739821","0.647566359947804","0.791357543531838"
"Permanent","1991","Employed","Other degree","62","0.762302854955482","0.66531709190118","0.859288618009783"
"Permanent","1991","Employed","no degree/no degree yet","36","0.821856477817481","0.710060843920155","0.933652111714807"
"Limited","1991","Not Employed","lower secondary degree","6","","",""
"Limited","1991","Not Employed","secondary school degree","5","","",""
"Limited","1991","Not Employed","college entrance qualification","5","","",""
"Limited","1991","Not Employed","Other degree","5","","",""
"Limited","1991","Not Employed","no degree/no degree yet","1","","",""
"Limited","1991","Employed","lower secondary degree","73","0.199812418717826","0.157679923169185","0.241944914266466"
"Limited","1991","Employed","secondary school degree","45","0.173179722453268","0.121380261579173","0.224979183327363"
"Limited","1991","Employed","college entrance qualification","44","0.280538048260179","0.208642456468162","0.352433640052196"
"Limited","1991","Employed","Other degree","12","","",""
"Limited","1991","Employed","no degree/no degree yet","9","","",""
"Permanent","1992","Not Employed","lower secondary degree","8","","",""
"Permanent","1992","Not Employed","secondary school degree","12","","",""
"Permanent","1992","Not Employed","college entrance qualification","3","","",""
"Permanent","1992","Not Employed","Other degree","5","","",""
"Permanent","1992","Not Employed","no degree/no degree yet","3","","",""
"Permanent","1992","Employed","lower secondary degree","383","0.772963858186853","0.736499279149214","0.809428437224491"
"Permanent","1992","Employed","secondary school degree","487","0.79599651222501","0.764353454293777","0.827639570156242"
"Permanent","1992","Employed","college entrance qualification","192","0.699084275410165","0.643757757766567","0.754410793053763"
"Permanent","1992","Employed","Other degree","57","0.827150113184994","0.737932569506175","0.916367656863813"
"Permanent","1992","Employed","no degree/no degree yet","34","0.884856425087387","0.783368925744727","0.986343924430048"
"Limited","1992","Not Employed","lower secondary degree","12","","",""
"Limited","1992","Not Employed","secondary school degree","10","","",""
"Limited","1992","Not Employed","college entrance qualification","12","","",""
"Limited","1992","Not Employed","Other degree","","","",""
"Limited","1992","Not Employed","no degree/no degree yet","1","","",""
"Limited","1992","Employed","lower secondary degree","124","0.227036141813148","0.190571562775509","0.263500720850786"
"Limited","1992","Employed","secondary school degree","136","0.20400348777499","0.172360429843757","0.235646545706223"
"Limited","1992","Employed","college entrance qualification","72","0.300915724589835","0.245589206946236","0.356242242233433"
"Limited","1992","Employed","Other degree","12","","",""
"Limited","1992","Employed","no degree/no degree yet","4","","",""
"Permanent","1993","Not Employed","lower secondary degree","17","","",""
"Permanent","1993","Not Employed","secondary school degree","24","","",""
"Permanent","1993","Not Employed","college entrance qualification","9","","",""
"Permanent","1993","Not Employed","Other degree","1","","",""
"Permanent","1993","Not Employed","no degree/no degree yet","1","","",""
"Permanent","1993","Employed","lower secondary degree","303","0.790453946658156","0.750318548832243","0.830589344484069"
"Permanent","1993","Employed","secondary school degree","416","0.79582638391292","0.761012421719255","0.830640346106586"
"Permanent","1993","Employed","college entrance qualification","197","0.736789387323715","0.683768311817402","0.789810462830028"
"Permanent","1993","Employed","Other degree","43","0.748609220087591","0.632903862297865","0.864314577877318"
"Permanent","1993","Employed","no degree/no degree yet","15","","",""
"Limited","1993","Not Employed","lower secondary degree","8","","",""
"Limited","1993","Not Employed","secondary school degree","10","","",""
"Limited","1993","Not Employed","college entrance qualification","7","","",""
"Limited","1993","Not Employed","Other degree","2","","",""
"Limited","1993","Not Employed","no degree/no degree yet","1","","",""
"Limited","1993","Employed","lower secondary degree","92","0.209546053341844","0.169410655515931","0.249681451167757"
"Limited","1993","Employed","secondary school degree","99","0.20417361608708","0.169359653893414","0.238987578280745"
"Limited","1993","Employed","college entrance qualification","68","0.263210612676285","0.210189537169972","0.316231688182598"
"Limited","1993","Employed","Other degree","11","","",""
"Limited","1993","Employed","no degree/no degree yet","8","","",""
"Permanent","1994","Not Employed","lower secondary degree","19","","",""
"Permanent","1994","Not Employed","secondary school degree","8","","",""
"Permanent","1994","Not Employed","college entrance qualification","9","","",""
"Permanent","1994","Not Employed","Other degree","1","","",""
"Permanent","1994","Not Employed","no degree/no degree yet","4","","",""
"Permanent","1994","Employed","lower secondary degree","264","0.771917244112952","0.728693199466467","0.815141288759437"
"Permanent","1994","Employed","secondary school degree","314","0.709820105499609","0.667268575534512","0.752371635464706"
"Permanent","1994","Employed","college entrance qualification","135","0.614289408506834","0.551382047169663","0.677196769844005"
"Permanent","1994","Employed","Other degree","29","","",""
"Permanent","1994","Employed","no degree/no degree yet","13","","",""
"Limited","1994","Not Employed","lower secondary degree","14","","",""
"Limited","1994","Not Employed","secondary school degree","10","","",""
"Limited","1994","Not Employed","college entrance qualification","14","","",""
"Limited","1994","Not Employed","Other degree","6","","",""
"Limited","1994","Not Employed","no degree/no degree yet","3","","",""
"Limited","1994","Employed","lower secondary degree","98","0.228082755887048","0.184858711240563","0.271306800533533"
"Limited","1994","Employed","secondary school degree","123","0.290179894500391","0.247628364535294","0.332731424465488"
"Limited","1994","Employed","college entrance qualification","95","0.385710591493166","0.322803230155995","0.448617952830337"
"Limited","1994","Employed","Other degree","12","","",""
"Limited","1994","Employed","no degree/no degree yet","9","","",""
"Permanent","1995","Not Employed","lower secondary degree","31","0.514908616608136","0.386287891336504","0.643529341879769"
"Permanent","1995","Not Employed","secondary school degree","28","","",""
"Permanent","1995","Not Employed","college entrance qualification","18","","",""
"Permanent","1995","Not Employed","Other degree","9","","",""
"Permanent","1995","Not Employed","no degree/no degree yet","5","","",""
"Permanent","1995","Employed","lower secondary degree","2147","0.910190220480929","0.898727781464373","0.921652659497486"
"Permanent","1995","Employed","secondary school degree","2078","0.89498968564882","0.882586977034017","0.907392394263623"
"Permanent","1995","Employed","college entrance qualification","958","0.837399979383077","0.816210909201155","0.858589049564999"
"Permanent","1995","Employed","Other degree","606","0.868099946200708","0.842534821826732","0.893665070574683"
"Permanent","1995","Employed","no degree/no degree yet","229","0.891178480216001","0.852575767432792","0.929781192999211"
"Limited","1995","Not Employed","lower secondary degree","27","","",""
"Limited","1995","Not Employed","secondary school degree","29","","",""
"Limited","1995","Not Employed","college entrance qualification","10","","",""
"Limited","1995","Not Employed","Other degree","3","","",""
"Limited","1995","Not Employed","no degree/no degree yet","","","",""
"Limited","1995","Employed","lower secondary degree","243","0.0898097795190707","0.078347340502514","0.101272218535627"
"Limited","1995","Employed","secondary school degree","269","0.10501031435118","0.0926076057363771","0.117413022965983"
"Limited","1995","Employed","college entrance qualification","207","0.162600020616923","0.141410950435001","0.183789090798845"
"Limited","1995","Employed","Other degree","67","0.131900053799292","0.106334929425317","0.157465178173268"
"Limited","1995","Employed","no degree/no degree yet","21","","",""
"Permanent","1996","Not Employed","lower secondary degree","26","","",""
"Permanent","1996","Not Employed","secondary school degree","18","","",""
"Permanent","1996","Not Employed","college entrance qualification","11","","",""
"Permanent","1996","Not Employed","Other degree","10","","",""
"Permanent","1996","Not Employed","no degree/no degree yet","5","","",""
"Permanent","1996","Employed","lower secondary degree","2065","0.902394315088985","0.890317849990727","0.914470780187243"
"Permanent","1996","Employed","secondary school degree","2058","0.900111488567037","0.887899546467363","0.912323430666712"
"Permanent","1996","Employed","college entrance qualification","1002","0.868712923841706","0.849378402953257","0.888047444730154"
"Permanent","1996","Employed","Other degree","548","0.902963057035446","0.879198566658589","0.926727547412304"
"Permanent","1996","Employed","no degree/no degree yet","212","0.833210687221256","0.78492795083876","0.881493423603752"
"Limited","1996","Not Employed","lower secondary degree","21","","",""
"Limited","1996","Not Employed","secondary school degree","25","","",""
"Limited","1996","Not Employed","college entrance qualification","12","","",""
"Limited","1996","Not Employed","Other degree","4","","",""
"Limited","1996","Not Employed","no degree/no degree yet","1","","",""
"Limited","1996","Employed","lower secondary degree","255","0.0976056849110152","0.0855292198127569","0.109682150009273"
"Limited","1996","Employed","secondary school degree","258","0.0998885114329626","0.087676569333288","0.112100453532637"
"Limited","1996","Employed","college entrance qualification","170","0.131287076158295","0.111952555269846","0.150621597046743"
"Limited","1996","Employed","Other degree","48","0.0970369429645537","0.0732724525876962","0.120801433341411"
"Limited","1996","Employed","no degree/no degree yet","17","","",""
"Permanent","1997","Not Employed","lower secondary degree","14","","",""
"Permanent","1997","Not Employed","secondary school degree","20","","",""
"Permanent","1997","Not Employed","college entrance qualification","7","","",""
"Permanent","1997","Not Employed","Other degree","3","","",""
"Permanent","1997","Not Employed","no degree/no degree yet","1","","",""
"Permanent","1997","Employed","lower secondary degree","1942","0.89529746385375","0.882529768518146","0.908065159189354"
"Permanent","1997","Employed","secondary school degree","1956","0.88006119460631","0.866651740038976","0.893470649173645"
"Permanent","1997","Employed","college entrance qualification","1010","0.83721916789655","0.816418531646658","0.858019804146443"
"Permanent","1997","Employed","Other degree","496","0.888163799681816","0.861532357300833","0.914795242062798"
"Permanent","1997","Employed","no degree/no degree yet","195","0.897819549973908","0.856558397632025","0.93908070231579"
"Limited","1997","Not Employed","lower secondary degree","19","","",""
"Limited","1997","Not Employed","secondary school degree","32","0.493142405992439","0.35725613748064","0.629028674504239"
"Limited","1997","Not Employed","college entrance qualification","11","","",""
"Limited","1997","Not Employed","Other degree","5","","",""
"Limited","1997","Not Employed","no degree/no degree yet","5","","",""
"Limited","1997","Employed","lower secondary degree","267","0.10470253614625","0.091934840810646","0.117470231481854"
"Limited","1997","Employed","secondary school degree","299","0.119938805393689","0.106529350826355","0.133348259961024"
"Limited","1997","Employed","college entrance qualification","200","0.16278083210345","0.141980195853557","0.183581468353342"
"Limited","1997","Employed","Other degree","42","0.111836200318184","0.0852047579372017","0.138467642699167"
"Limited","1997","Employed","no degree/no degree yet","12","","",""
"Permanent","1998","Not Employed","lower secondary degree","14","","",""
"Permanent","1998","Not Employed","secondary school degree","14","","",""
"Permanent","1998","Not Employed","college entrance qualification","11","","",""
"Permanent","1998","Not Employed","Other degree","8","","",""
"Permanent","1998","Not Employed","no degree/no degree yet","3","","",""
"Permanent","1998","Employed","lower secondary degree","2062","0.89539223144763","0.882986725889699","0.907797737005561"
"Permanent","1998","Employed","secondary school degree","2170","0.877793572529775","0.86495229638474","0.89063484867481"
"Permanent","1998","Employed","college entrance qualification","1131","0.852392088162488","0.833321674052468","0.871462502272508"
"Permanent","1998","Employed","Other degree","481","0.879732811312619","0.852170211808141","0.907295410817098"
"Permanent","1998","Employed","no degree/no degree yet","189","0.910034858842526","0.870866325707834","0.949203391977217"
"Limited","1998","Not Employed","lower secondary degree","22","","",""
"Limited","1998","Not Employed","secondary school degree","24","","",""
"Limited","1998","Not Employed","college entrance qualification","19","","",""
"Limited","1998","Not Employed","Other degree","4","","",""
"Limited","1998","Not Employed","no degree/no degree yet","1","","",""
"Limited","1998","Employed","lower secondary degree","276","0.10460776855237","0.0922022629944392","0.117013274110301"
"Limited","1998","Employed","secondary school degree","329","0.122206427470225","0.10936515132519","0.13504770361526"
"Limited","1998","Employed","college entrance qualification","198","0.147607911837512","0.128537497727492","0.166678325947532"
"Limited","1998","Employed","Other degree","54","0.120267188687381","0.0927045891829024","0.147829788191859"
"Limited","1998","Employed","no degree/no degree yet","16","","",""
"Permanent","1999","Not Employed","lower secondary degree","23","","",""
"Permanent","1999","Not Employed","secondary school degree","20","","",""
"Permanent","1999","Not Employed","college entrance qualification","11","","",""
"Permanent","1999","Not Employed","Other degree","5","","",""
"Permanent","1999","Not Employed","no degree/no degree yet","7","","",""
"Permanent","1999","Employed","lower secondary degree","2032","0.89772898299687","0.88541253370915","0.91004543228459"
"Permanent","1999","Employed","secondary school degree","2150","0.855968461778909","0.842289293268427","0.869647630289392"
"Permanent","1999","Employed","college entrance qualification","1181","0.848120511331753","0.829380452891456","0.866860569772051"
"Permanent","1999","Employed","Other degree","445","0.876510728924744","0.847702108606345","0.905319349243143"
"Permanent","1999","Employed","no degree/no degree yet","197","0.841907864292313","0.793028154276643","0.890787574307983"
"Limited","1999","Not Employed","lower secondary degree","18","","",""
"Limited","1999","Not Employed","secondary school degree","17","","",""
"Limited","1999","Not Employed","college entrance qualification","14","","",""
"Limited","1999","Not Employed","Other degree","1","","",""
"Limited","1999","Not Employed","no degree/no degree yet","2","","",""
"Limited","1999","Employed","lower secondary degree","293","0.10227101700313","0.0899545677154103","0.11458746629085"
"Limited","1999","Employed","secondary school degree","381","0.144031538221091","0.130352369710608","0.157710706731573"
"Limited","1999","Employed","college entrance qualification","228","0.151879488668247","0.13313943022795","0.170619547108545"
"Limited","1999","Employed","Other degree","56","0.123489271075256","0.0946806507568566","0.152297891393655"
"Limited","1999","Employed","no degree/no degree yet","17","","",""
"Permanent","2000","Not Employed","lower secondary degree","32","0.564227231869699","0.437701414844922","0.690753048894477"
"Permanent","2000","Not Employed","secondary school degree","33","0.416363626655934","0.310312176551563","0.522415076760306"
"Permanent","2000","Not Employed","college entrance qualification","17","","",""
"Permanent","2000","Not Employed","Other degree","8","","",""
"Permanent","2000","Not Employed","no degree/no degree yet","5","","",""
"Permanent","2000","Employed","lower secondary degree","3301","0.890298543663393","0.880289416473857","0.900307670852929"
"Permanent","2000","Employed","secondary school degree","3604","0.86414050542362","0.853784261533482","0.874496749313757"
"Permanent","2000","Employed","college entrance qualification","2287","0.846708722961816","0.833124613991022","0.86029283193261"
"Permanent","2000","Employed","Other degree","621","0.853845400505454","0.827805804060296","0.879884996950611"
"Permanent","2000","Employed","no degree/no degree yet","123","0.856443941519206","0.798974059456108","0.913913823582304"
"Limited","2000","Not Employed","lower secondary degree","27","","",""
"Limited","2000","Not Employed","secondary school degree","50","0.583636373344066","0.477584923239694","0.689687823448437"
"Limited","2000","Not Employed","college entrance qualification","25","","",""
"Limited","2000","Not Employed","Other degree","10","","",""
"Limited","2000","Not Employed","no degree/no degree yet","6","","",""
"Limited","2000","Employed","lower secondary degree","444","0.109701456336607","0.0996923291470707","0.119710583526143"
"Limited","2000","Employed","secondary school degree","601","0.13585949457638","0.125503250686243","0.146215738466518"
"Limited","2000","Employed","college entrance qualification","415","0.153291277038185","0.139707168067391","0.166875386008978"
"Limited","2000","Employed","Other degree","86","0.146154599494546","0.120115003049389","0.172194195939704"
"Limited","2000","Employed","no degree/no degree yet","20","","",""
"Permanent","2001","Not Employed","lower secondary degree","26","","",""
"Permanent","2001","Not Employed","secondary school degree","31","0.457064014344631","0.343564223881631","0.570563804807631"
"Permanent","2001","Not Employed","college entrance qualification","15","","",""
"Permanent","2001","Not Employed","Other degree","6","","",""
"Permanent","2001","Not Employed","no degree/no degree yet","5","","",""
"Permanent","2001","Employed","lower secondary degree","2864","0.891858959224132","0.881172076822065","0.902545841626199"
"Permanent","2001","Employed","secondary school degree","3337","0.865135185499358","0.854395587872508","0.875874783126208"
"Permanent","2001","Employed","college entrance qualification","2146","0.849688114906107","0.835770752747984","0.86360547706423"
"Permanent","2001","Employed","Other degree","583","0.87044883762143","0.844593341834689","0.896304333408172"
"Permanent","2001","Employed","no degree/no degree yet","120","0.84284083198898","0.782767574991554","0.902914088986406"
"Limited","2001","Not Employed","lower secondary degree","26","","",""
"Limited","2001","Not Employed","secondary school degree","43","0.542935985655369","0.429436195192369","0.656435776118369"
"Limited","2001","Not Employed","college entrance qualification","22","","",""
"Limited","2001","Not Employed","Other degree","6","","",""
"Limited","2001","Not Employed","no degree/no degree yet","1","","",""
"Limited","2001","Employed","lower secondary degree","380","0.108141040775868","0.0974541583738012","0.118827923177935"
"Limited","2001","Employed","secondary school degree","549","0.134864814500642","0.124125216873792","0.145604412127492"
"Limited","2001","Employed","college entrance qualification","387","0.150311885093893","0.13639452293577","0.164229247252016"
"Limited","2001","Employed","Other degree","65","0.12955116237857","0.103695666591828","0.155406658165311"
"Limited","2001","Employed","no degree/no degree yet","21","","",""
"Permanent","2002","Not Employed","lower secondary degree","16","","",""
"Permanent","2002","Not Employed","secondary school degree","26","","",""
"Permanent","2002","Not Employed","college entrance qualification","15","","",""
"Permanent","2002","Not Employed","Other degree","3","","",""
"Permanent","2002","Not Employed","no degree/no degree yet","4","","",""
"Permanent","2002","Employed","lower secondary degree","2668","0.896077167974001","0.885144581402329","0.907009754545674"
"Permanent","2002","Employed","secondary school degree","3500","0.867636217345014","0.857139476435665","0.878132958254364"
"Permanent","2002","Employed","college entrance qualification","2756","0.84216548111473","0.82957079593265","0.854760166296809"
"Permanent","2002","Employed","Other degree","547","0.86563449447032","0.838525870481937","0.892743118458703"
"Permanent","2002","Employed","no degree/no degree yet","104","0.810010535121603","0.740963133186629","0.879057937056577"
"Limited","2002","Not Employed","lower secondary degree","21","","",""
"Limited","2002","Not Employed","secondary school degree","36","0.597813612629084","0.475760508302907","0.719866716955261"
"Limited","2002","Not Employed","college entrance qualification","22","","",""
"Limited","2002","Not Employed","Other degree","8","","",""
"Limited","2002","Not Employed","no degree/no degree yet","2","","",""
"Limited","2002","Employed","lower secondary degree","325","0.103922832025999","0.0929902454543261","0.114855418597671"
"Limited","2002","Employed","secondary school degree","504","0.132363782654986","0.121867041745636","0.142860523564335"
"Limited","2002","Employed","college entrance qualification","463","0.15783451888527","0.145239833703191","0.17042920406735"
"Limited","2002","Employed","Other degree","61","0.13436550552968","0.107256881541297","0.161474129518063"
"Limited","2002","Employed","no degree/no degree yet","20","","",""
"Permanent","2003","Not Employed","lower secondary degree","14","","",""
"Permanent","2003","Not Employed","secondary school degree","18","","",""
"Permanent","2003","Not Employed","college entrance qualification","14","","",""
"Permanent","2003","Not Employed","Other degree","4","","",""
"Permanent","2003","Not Employed","no degree/no degree yet","2","","",""
"Permanent","2003","Employed","lower secondary degree","2445","0.889752732575222","0.878053333172039","0.901452131978406"
"Permanent","2003","Employed","secondary school degree","3322","0.875705243115517","0.865187862990984","0.886222623240049"
"Permanent","2003","Employed","college entrance qualification","2589","0.83588545034459","0.82272364656958","0.849047254119599"
"Permanent","2003","Employed","Other degree","497","0.887976222517406","0.861783763781503","0.914168681253309"
"Permanent","2003","Employed","no degree/no degree yet","87","0.796162078566615","0.717982875281129","0.8743412818521"
"Limited","2003","Not Employed","lower secondary degree","16","","",""
"Limited","2003","Not Employed","secondary school degree","26","","",""
"Limited","2003","Not Employed","college entrance qualification","23","","",""
"Limited","2003","Not Employed","Other degree","3","","",""
"Limited","2003","Not Employed","no degree/no degree yet","","","",""
"Limited","2003","Employed","lower secondary degree","308","0.110247267424778","0.098547868021594","0.121946666827961"
"Limited","2003","Employed","secondary school degree","458","0.124294756884483","0.113777376759951","0.134812137009015"
"Limited","2003","Employed","college entrance qualification","453","0.16411454965541","0.150952745880401","0.17727635343042"
"Limited","2003","Employed","Other degree","60","0.112023777482594","0.0858313187466907","0.138216236218497"
"Limited","2003","Employed","no degree/no degree yet","15","","",""
"Permanent","2004","Not Employed","lower secondary degree","9","","",""
"Permanent","2004","Not Employed","secondary school degree","16","","",""
