"plb0037_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Limited","2013","direct migration background","(0) in school","6","","",""
"Limited","2013","direct migration background","(1a) inadequately completed","42","0.242126611114365","0.174026803059242","0.310226419169488"
"Limited","2013","direct migration background","(1b) general elementary school","136","0.158256115473513","0.129173019309387","0.187339211637638"
"Limited","2013","direct migration background","(1c) basic vocational qualification","103","0.156166081569294","0.129760141916932","0.182572021221657"
"Limited","2013","direct migration background","(2b) intermediate general qualification","63","0.613076771404512","0.508296654864104","0.717856887944921"
"Limited","2013","direct migration background","(2a) intermediate vocational","34","0.143005367881333","0.0972626408160654","0.1887480949466"
"Limited","2013","direct migration background","(2c_gen) general maturity certificate","103","0.291486192483186","0.243181225982859","0.339791158983513"
"Limited","2013","direct migration background","(2c_voc) vocational maturity certificate","96","0.145066530500164","0.115335943751524","0.174797117248804"
"Limited","2013","direct migration background","(3a) lower tertiary education","16","","",""
"Limited","2013","direct migration background","(3b) higher tertiary education","153","0.211874809984995","0.181859325239081","0.241890294730909"
"Limited","2013","indirect migration background","(0) in school","6","","",""
"Limited","2013","indirect migration background","(1a) inadequately completed","8","","",""
"Limited","2013","indirect migration background","(1b) general elementary school","67","0.5045119964852","0.420172009908666","0.588851983061733"
"Limited","2013","indirect migration background","(1c) basic vocational qualification","27","","",""
"Limited","2013","indirect migration background","(2b) intermediate general qualification","87","0.681411181836886","0.596985407504429","0.765836956169343"
"Limited","2013","indirect migration background","(2a) intermediate vocational","35","0.189278935426235","0.138871921662683","0.239685949189787"
"Limited","2013","indirect migration background","(2c_gen) general maturity certificate","52","0.544301783969678","0.440832455427383","0.647771112511972"
"Limited","2013","indirect migration background","(2c_voc) vocational maturity certificate","19","","",""
"Limited","2013","indirect migration background","(3a) lower tertiary education","8","","",""
"Limited","2013","indirect migration background","(3b) higher tertiary education","31","0.167449472896257","0.110305114694072","0.224593831098443"
"Permanent","2014","no migration background","(0) in school","18","","",""
"Permanent","2014","no migration background","(1a) inadequately completed","48","0.723202727160687","0.61092487282293","0.835480581498445"
"Permanent","2014","no migration background","(1b) general elementary school","231","0.710963808299842","0.662636834496189","0.759290782103495"
"Permanent","2014","no migration background","(1c) basic vocational qualification","1658","0.933843815355428","0.922386807081515","0.94530082362934"
"Permanent","2014","no migration background","(2b) intermediate general qualification","120","0.482686351956522","0.424260586780635","0.541112117132409"
"Permanent","2014","no migration background","(2a) intermediate vocational","3118","0.897206754342524","0.887078945840062","0.907334562844987"
"Permanent","2014","no migration background","(2c_gen) general maturity certificate","140","0.386244582505326","0.333871526145861","0.438617638864791"
"Permanent","2014","no migration background","(2c_voc) vocational maturity certificate","1030","0.869643638013041","0.850301326263919","0.888985949762163"
"Permanent","2014","no migration background","(3a) lower tertiary education","951","0.896819013847524","0.878340162700338","0.915297864994709"
"Permanent","2014","no migration background","(3b) higher tertiary education","1455","0.815072724509833","0.79667141621346","0.833474032806206"
"Permanent","2014","direct migration background","(0) in school","1","","",""
"Permanent","2014","direct migration background","(1a) inadequately completed","72","0.769195703963037","0.686197085622793","0.85219432230328"
"Permanent","2014","direct migration background","(1b) general elementary school","369","0.838288543424703","0.805072779008405","0.871504307841001"
"Permanent","2014","direct migration background","(1c) basic vocational qualification","512","0.853376928514064","0.824834318062433","0.881919538965696"
"Permanent","2014","direct migration background","(2b) intermediate general qualification","27","","",""
"Permanent","2014","direct migration background","(2a) intermediate vocational","173","0.899797560028686","0.857867398835587","0.941727721221784"
"Permanent","2014","direct migration background","(2c_gen) general maturity certificate","191","0.553740462994088","0.495200143075118","0.612280782913057"
"Permanent","2014","direct migration background","(2c_voc) vocational maturity certificate","365","0.861407554465941","0.829012292987184","0.893802815944697"
"Permanent","2014","direct migration background","(3a) lower tertiary education","70","0.824554931419047","0.742729288878505","0.906380573959588"
"Permanent","2014","direct migration background","(3b) higher tertiary education","465","0.824286917030892","0.793260943004302","0.855312891057483"
"Permanent","2014","indirect migration background","(0) in school","6","","",""
"Permanent","2014","indirect migration background","(1a) inadequately completed","11","","",""
"Permanent","2014","indirect migration background","(1b) general elementary school","61","0.566490522632205","0.473458928133161","0.65952211713125"
"Permanent","2014","indirect migration background","(1c) basic vocational qualification","141","0.812079819392939","0.752292065703532","0.871867573082345"
"Permanent","2014","indirect migration background","(2b) intermediate general qualification","34","0.351822015631451","0.256789797086903","0.446854234175999"
"Permanent","2014","indirect migration background","(2a) intermediate vocational","179","0.786985686226083","0.732383626477487","0.841587745974678"
"Permanent","2014","indirect migration background","(2c_gen) general maturity certificate","41","0.471180920509407","0.367475729969938","0.574886111048875"
"Permanent","2014","indirect migration background","(2c_voc) vocational maturity certificate","101","0.863392965334268","0.79978963377591","0.926996296892625"
"Permanent","2014","indirect migration background","(3a) lower tertiary education","49","0.859603798946948","0.770198978450981","0.949008619442915"
"Permanent","2014","indirect migration background","(3b) higher tertiary education","109","0.805543940682863","0.739510503220754","0.871577378144972"
"Limited","2014","no migration background","(0) in school","8","","",""
"Limited","2014","no migration background","(1a) inadequately completed","13","","",""
"Limited","2014","no migration background","(1b) general elementary school","107","0.289036191700158","0.240709217896506","0.337363165503811"
"Limited","2014","no migration background","(1c) basic vocational qualification","150","0.0661561846445721","0.0546991763706596","0.0776131929184846"
"Limited","2014","no migration background","(2b) intermediate general qualification","161","0.517313648043478","0.458887882867591","0.575739413219365"
"Limited","2014","no migration background","(2a) intermediate vocational","336","0.102793245657476","0.0926654371550132","0.112921054159938"
"Limited","2014","no migration background","(2c_gen) general maturity certificate","192","0.613755417494674","0.561382361135209","0.666128473854139"
"Limited","2014","no migration background","(2c_voc) vocational maturity certificate","134","0.130356361986959","0.111014050237837","0.149698673736081"
"Limited","2014","no migration background","(3a) lower tertiary education","90","0.103180986152476","0.0847021350052911","0.121659837299662"
"Limited","2014","no migration background","(3b) higher tertiary education","255","0.184927275490167","0.166525967193794","0.20332858378654"
"Limited","2014","direct migration background","(0) in school","3","","",""
"Limited","2014","direct migration background","(1a) inadequately completed","27","","",""
"Limited","2014","direct migration background","(1b) general elementary school","103","0.161711456575297","0.128495692158999","0.194927220991595"
"Limited","2014","direct migration background","(1c) basic vocational qualification","78","0.146623071485936","0.118080461034304","0.175165681937567"
"Limited","2014","direct migration background","(2b) intermediate general qualification","35","0.461037607191168","0.33695821603117","0.585116998351167"
"Limited","2014","direct migration background","(2a) intermediate vocational","24","","",""
"Limited","2014","direct migration background","(2c_gen) general maturity certificate","86","0.446259537005912","0.387719217086943","0.504799856924882"
"Limited","2014","direct migration background","(2c_voc) vocational maturity certificate","72","0.138592445534059","0.106197184055303","0.170987707012816"
"Limited","2014","direct migration background","(3a) lower tertiary education","13","","",""
"Limited","2014","direct migration background","(3b) higher tertiary education","113","0.175713082969108","0.144687108942517","0.206739056995698"
"Limited","2014","indirect migration background","(0) in school","8","","",""
"Limited","2014","indirect migration background","(1a) inadequately completed","3","","",""
"Limited","2014","indirect migration background","(1b) general elementary school","48","0.433509477367794","0.34047788286875","0.526541071866839"
"Limited","2014","indirect migration background","(1c) basic vocational qualification","23","","",""
"Limited","2014","indirect migration background","(2b) intermediate general qualification","63","0.648177984368549","0.553145765824001","0.743210202913097"
"Limited","2014","indirect migration background","(2a) intermediate vocational","37","0.213014313773917","0.158412254025322","0.267616373522513"
"Limited","2014","indirect migration background","(2c_gen) general maturity certificate","48","0.528819079490593","0.425113888951125","0.632524270030062"
"Limited","2014","indirect migration background","(2c_voc) vocational maturity certificate","11","","",""
"Limited","2014","indirect migration background","(3a) lower tertiary education","9","","",""
"Limited","2014","indirect migration background","(3b) higher tertiary education","29","","",""
"Permanent","2015","no migration background","(0) in school","15","","",""
"Permanent","2015","no migration background","(1a) inadequately completed","44","0.669197174793774","0.544852153610683","0.793542195976864"
"Permanent","2015","no migration background","(1b) general elementary school","212","0.751136055907385","0.702614081334701","0.79965803048007"
"Permanent","2015","no migration background","(1c) basic vocational qualification","1516","0.902384145302749","0.888175031500069","0.916593259105429"
"Permanent","2015","no migration background","(2b) intermediate general qualification","125","0.48937856976498","0.430080745312769","0.54867639421719"
"Permanent","2015","no migration background","(2a) intermediate vocational","2996","0.912272390561407","0.902643611019936","0.921901170102878"
"Permanent","2015","no migration background","(2c_gen) general maturity certificate","147","0.41456934206253","0.361496735681061","0.467641948443998"
"Permanent","2015","no migration background","(2c_voc) vocational maturity certificate","1011","0.909834297843348","0.893045135601264","0.926623460085433"
"Permanent","2015","no migration background","(3a) lower tertiary education","907","0.89990440361574","0.881065680745002","0.918743126486479"
"Permanent","2015","no migration background","(3b) higher tertiary education","1398","0.822601706251636","0.804219636056591","0.840983776446681"
"Permanent","2015","direct migration background","(0) in school","3","","",""
"Permanent","2015","direct migration background","(1a) inadequately completed","100","0.773701506378663","0.704388996416988","0.843014016340338"
"Permanent","2015","direct migration background","(1b) general elementary school","371","0.79307934451367","0.7570266719741","0.82913201705324"
"Permanent","2015","direct migration background","(1c) basic vocational qualification","539","0.887616219332239","0.862715133390255","0.912517305274222"
"Permanent","2015","direct migration background","(2b) intermediate general qualification","29","","",""
"Permanent","2015","direct migration background","(2a) intermediate vocational","164","0.867485137518333","0.820139682530504","0.914830592506163"
"Permanent","2015","direct migration background","(2c_gen) general maturity certificate","224","0.687810549752691","0.637890199704374","0.737730899801007"
"Permanent","2015","direct migration background","(2c_voc) vocational maturity certificate","440","0.843916434778741","0.813361823823374","0.874471045734108"
"Permanent","2015","direct migration background","(3a) lower tertiary education","64","0.807651595894598","0.718449762475114","0.896853429314083"
"Permanent","2015","direct migration background","(3b) higher tertiary education","648","0.793170521939869","0.766116239728742","0.820224804150996"
"Permanent","2015","indirect migration background","(0) in school","3","","",""
"Permanent","2015","indirect migration background","(1a) inadequately completed","13","","",""
"Permanent","2015","indirect migration background","(1b) general elementary school","50","0.512133689341036","0.411619268225655","0.612648110456417"
"Permanent","2015","indirect migration background","(1c) basic vocational qualification","122","0.720325467608076","0.649665556432064","0.790985378784088"
"Permanent","2015","indirect migration background","(2b) intermediate general qualification","27","","",""
"Permanent","2015","indirect migration background","(2a) intermediate vocational","164","0.84940889341469","0.79801048356469","0.90080730326469"
"Permanent","2015","indirect migration background","(2c_gen) general maturity certificate","38","0.485245648743135","0.37503707464249","0.595454222843779"
"Permanent","2015","indirect migration background","(2c_voc) vocational maturity certificate","93","0.88857651779634","0.828675950167412","0.948477085425269"
"Permanent","2015","indirect migration background","(3a) lower tertiary education","50","0.8034394242603","0.701166924481241","0.90571192403936"
"Permanent","2015","indirect migration background","(3b) higher tertiary education","112","0.853353923903958","0.793900283077692","0.912807564730225"
"Limited","2015","no migration background","(0) in school","12","","",""
"Limited","2015","no migration background","(1a) inadequately completed","11","","",""
"Limited","2015","no migration background","(1b) general elementary school","93","0.248863944092615","0.20034196951993","0.297385918665299"
"Limited","2015","no migration background","(1c) basic vocational qualification","160","0.097615854697251","0.0834067408945711","0.111824968499931"
"Limited","2015","no migration background","(2b) intermediate general qualification","148","0.51062143023502","0.45132360578281","0.56991925468723"
"Limited","2015","no migration background","(2a) intermediate vocational","320","0.087727609438593","0.0780988298971222","0.0973563889800639"
"Limited","2015","no migration background","(2c_gen) general maturity certificate","184","0.58543065793747","0.532358051556002","0.638503264318939"
"Limited","2015","no migration background","(2c_voc) vocational maturity certificate","107","0.090165702156652","0.0733765399145675","0.106954864398736"
"Limited","2015","no migration background","(3a) lower tertiary education","68","0.10009559638426","0.0812568735135209","0.118934319254998"
"Limited","2015","no migration background","(3b) higher tertiary education","261","0.177398293748364","0.159016223553319","0.195780363943409"
"Limited","2015","direct migration background","(0) in school","5","","",""
"Limited","2015","direct migration background","(1a) inadequately completed","40","0.226298493621337","0.156985983659662","0.295611003583012"
"Limited","2015","direct migration background","(1b) general elementary school","114","0.20692065548633","0.17086798294676","0.2429733280259"
"Limited","2015","direct migration background","(1c) basic vocational qualification","79","0.112383780667762","0.0874826947257778","0.137284866609745"
"Limited","2015","direct migration background","(2b) intermediate general qualification","26","","",""
"Limited","2015","direct migration background","(2a) intermediate vocational","33","0.132514862481667","0.0851694074938369","0.179860317469497"
"Limited","2015","direct migration background","(2c_gen) general maturity certificate","107","0.31218945024731","0.262269100198993","0.362109800295626"
"Limited","2015","direct migration background","(2c_voc) vocational maturity certificate","102","0.156083565221259","0.125528954265892","0.186638176176626"
"Limited","2015","direct migration background","(3a) lower tertiary education","11","","",""
"Limited","2015","direct migration background","(3b) higher tertiary education","213","0.206829478060131","0.179775195849004","0.233883760271259"
"Limited","2015","indirect migration background","(0) in school","5","","",""
"Limited","2015","indirect migration background","(1a) inadequately completed","3","","",""
"Limited","2015","indirect migration background","(1b) general elementary school","45","0.487866310658964","0.387351889543583","0.588380731774345"
"Limited","2015","indirect migration background","(1c) basic vocational qualification","33","0.279674532391924","0.209014621215911","0.350334443567936"
"Limited","2015","indirect migration background","(2b) intermediate general qualification","57","0.574623974210946","0.468896751667891","0.680351196754001"
"Limited","2015","indirect migration background","(2a) intermediate vocational","22","","",""
"Limited","2015","indirect migration background","(2c_gen) general maturity certificate","41","0.514754351256865","0.40454577715622","0.62496292535751"
"Limited","2015","indirect migration background","(2c_voc) vocational maturity certificate","13","","",""
"Limited","2015","indirect migration background","(3a) lower tertiary education","8","","",""
"Limited","2015","indirect migration background","(3b) higher tertiary education","24","","",""
"Permanent","2016","no migration background","(0) in school","14","","",""
"Permanent","2016","no migration background","(1a) inadequately completed","37","0.621223564339808","0.482543319709488","0.759903808970128"
"Permanent","2016","no migration background","(1b) general elementary school","205","0.782781987571164","0.736042835804754","0.829521139337574"
"Permanent","2016","no migration background","(1c) basic vocational qualification","1391","0.912720277905695","0.898609963710399","0.926830592100991"
"Permanent","2016","no migration background","(2b) intermediate general qualification","105","0.438583098185306","0.37767897601347","0.499487220357143"
"Permanent","2016","no migration background","(2a) intermediate vocational","2760","0.899257391505227","0.888572030149387","0.909942752861068"
"Permanent","2016","no migration background","(2c_gen) general maturity certificate","142","0.384004873248169","0.330882537631542","0.437127208864795"
"Permanent","2016","no migration background","(2c_voc) vocational maturity certificate","987","0.890414354796532","0.871870169723285","0.908958539869779"
"Permanent","2016","no migration background","(3a) lower tertiary education","823","0.905266640068173","0.886059527121675","0.92447375301467"
"Permanent","2016","no migration background","(3b) higher tertiary education","1328","0.83590795968276","0.817547160108766","0.854268759256754"
"Permanent","2016","direct migration background","(0) in school","5","","",""
"Permanent","2016","direct migration background","(1a) inadequately completed","120","0.697172247225687","0.637790625355583","0.756553869095791"
"Permanent","2016","direct migration background","(1b) general elementary school","288","0.777593661131521","0.738955360091575","0.816231962171467"
"Permanent","2016","direct migration background","(1c) basic vocational qualification","471","0.85742447099794","0.828619973162996","0.886228968832884"
"Permanent","2016","direct migration background","(2b) intermediate general qualification","22","","",""
"Permanent","2016","direct migration background","(2a) intermediate vocational","153","0.91693998753561","0.87533252881367","0.958547446257551"
"Permanent","2016","direct migration background","(2c_gen) general maturity certificate","179","0.742440884722594","0.69245540920999","0.792426360235198"
"Permanent","2016","direct migration background","(2c_voc) vocational maturity certificate","406","0.812033117762322","0.778126025904382","0.845940209620262"
"Permanent","2016","direct migration background","(3a) lower tertiary education","64","0.875875673125326","0.799714867717993","0.95203647853266"
"Permanent","2016","direct migration background","(3b) higher tertiary education","554","0.750722784014403","0.720344694790279","0.781100873238528"
"Permanent","2016","indirect migration background","(0) in school","9","","",""
"Permanent","2016","indirect migration background","(1a) inadequately completed","10","","",""
"Permanent","2016","indirect migration background","(1b) general elementary school","46","0.594488272760232","0.492482102457402","0.696494443063062"
"Permanent","2016","indirect migration background","(1c) basic vocational qualification","119","0.802560484250395","0.737087845651958","0.868033122848833"
"Permanent","2016","indirect migration background","(2b) intermediate general qualification","32","0.462180000294534","0.353605052327167","0.570754948261901"
"Permanent","2016","indirect migration background","(2a) intermediate vocational","147","0.785979624354496","0.72538627462276","0.846572974086231"
"Permanent","2016","indirect migration background","(2c_gen) general maturity certificate","49","0.463350816670116","0.362004768309275","0.564696865030957"
"Permanent","2016","indirect migration background","(2c_voc) vocational maturity certificate","93","0.874362494884163","0.811266677547283","0.937458312221042"
"Permanent","2016","indirect migration background","(3a) lower tertiary education","47","0.840852554264383","0.742367593443874","0.939337515084892"
"Permanent","2016","indirect migration background","(3b) higher tertiary education","102","0.811639934300091","0.744167037502354","0.879112831097828"
"Limited","2016","no migration background","(0) in school","3","","",""
"Limited","2016","no migration background","(1a) inadequately completed","10","","",""
"Limited","2016","no migration background","(1b) general elementary school","94","0.217218012428836","0.170478860662425","0.263957164195246"
"Limited","2016","no migration background","(1c) basic vocational qualification","146","0.0872797220943052","0.0731694078990088","0.101390036289601"
"Limited","2016","no migration background","(2b) intermediate general qualification","150","0.561416901814694","0.500512779642857","0.62232102398653"
"Limited","2016","no migration background","(2a) intermediate vocational","288","0.100742608494773","0.0900572471389324","0.111427969850613"
"Limited","2016","no migration background","(2c_gen) general maturity certificate","180","0.615995126751832","0.562872791135205","0.669117462368458"
"Limited","2016","no migration background","(2c_voc) vocational maturity certificate","103","0.109585645203468","0.091041460130221","0.128129830276715"
"Limited","2016","no migration background","(3a) lower tertiary education","70","0.0947333599318273","0.0755262469853299","0.113940472878325"
"Limited","2016","no migration background","(3b) higher tertiary education","235","0.16409204031724","0.145731240743246","0.182452839891233"
"Limited","2016","direct migration background","(0) in school","3","","",""
"Limited","2016","direct migration background","(1a) inadequately completed","110","0.302827752774313","0.243446130904209","0.362209374644417"
"Limited","2016","direct migration background","(1b) general elementary school","157","0.222406338868479","0.183768037828533","0.261044639908425"
"Limited","2016","direct migration background","(1c) basic vocational qualification","95","0.14257552900206","0.113771031167116","0.171380026837004"
"Limited","2016","direct migration background","(2b) intermediate general qualification","19","","",""
"Limited","2016","direct migration background","(2a) intermediate vocational","16","","",""
"Limited","2016","direct migration background","(2c_gen) general maturity certificate","115","0.257559115277406","0.207573639764802","0.30754459079001"
"Limited","2016","direct migration background","(2c_voc) vocational maturity certificate","104","0.187966882237678","0.154059790379738","0.221873974095618"
"Limited","2016","direct migration background","(3a) lower tertiary education","8","","",""
"Limited","2016","direct migration background","(3b) higher tertiary education","225","0.249277215985597","0.218899126761473","0.279655305209721"
"Limited","2016","indirect migration background","(0) in school","4","","",""
"Limited","2016","indirect migration background","(1a) inadequately completed","3","","",""
"Limited","2016","indirect migration background","(1b) general elementary school","43","0.405511727239768","0.303505556936938","0.507517897542598"
"Limited","2016","indirect migration background","(1c) basic vocational qualification","23","","",""
"Limited","2016","indirect migration background","(2b) intermediate general qualification","49","0.537819999705466","0.429245051738099","0.646394947672833"
"Limited","2016","indirect migration background","(2a) intermediate vocational","29","","",""
"Limited","2016","indirect migration background","(2c_gen) general maturity certificate","44","0.536649183329884","0.435303134969043","0.637995231690725"
"Limited","2016","indirect migration background","(2c_voc) vocational maturity certificate","13","","",""
"Limited","2016","indirect migration background","(3a) lower tertiary education","6","","",""
"Limited","2016","indirect migration background","(3b) higher tertiary education","27","","",""
"Permanent","2017","no migration background","(0) in school","17","","",""
"Permanent","2017","no migration background","(1a) inadequately completed","54","0.662768493686661","0.555053234733171","0.770483752640151"
"Permanent","2017","no migration background","(1b) general elementary school","260","0.761535090637547","0.719078041265937","0.803992140009157"
"Permanent","2017","no migration background","(1c) basic vocational qualification","1543","0.920814959058961","0.907948599986383","0.933681318131539"
"Permanent","2017","no migration background","(2b) intermediate general qualification","160","0.534337369756158","0.479251998377088","0.589422741135227"
"Permanent","2017","no migration background","(2a) intermediate vocational","3334","0.910913685828564","0.901655613923562","0.920171757733566"
"Permanent","2017","no migration background","(2c_gen) general maturity certificate","187","0.466513109599747","0.418858946681918","0.514167272517576"
"Permanent","2017","no migration background","(2c_voc) vocational maturity certificate","1183","0.909162989120378","0.893547279159472","0.924778699081285"
"Permanent","2017","no migration background","(3a) lower tertiary education","981","0.910351577907366","0.893161957014323","0.927541198800408"
"Permanent","2017","no migration background","(3b) higher tertiary education","1588","0.815664914843199","0.798169589064943","0.833160240621455"
"Permanent","2017","direct migration background","(0) in school","","","",""
"Permanent","2017","direct migration background","(1a) inadequately completed","143","0.736459149770731","0.687017099276243","0.785901200265219"
"Permanent","2017","direct migration background","(1b) general elementary school","329","0.826196313013581","0.793531969189341","0.858860656837821"
"Permanent","2017","direct migration background","(1c) basic vocational qualification","462","0.891758508348591","0.865432093830865","0.918084922866317"
"Permanent","2017","direct migration background","(2b) intermediate general qualification","19","","",""
"Permanent","2017","direct migration background","(2a) intermediate vocational","161","0.885913819353966","0.838945608631332","0.932882030076601"
"Permanent","2017","direct migration background","(2c_gen) general maturity certificate","185","0.687446409441734","0.63881497859226","0.736077840291209"
"Permanent","2017","direct migration background","(2c_voc) vocational maturity certificate","370","0.82930862072157","0.794926468479694","0.863690772963446"
"Permanent","2017","direct migration background","(3a) lower tertiary education","54","0.889993353619265","0.812108126524165","0.967878580714364"
"Permanent","2017","direct migration background","(3b) higher tertiary education","590","0.75931056067788","0.730296848167221","0.788324273188539"
"Permanent","2017","indirect migration background","(0) in school","8","","",""
"Permanent","2017","indirect migration background","(1a) inadequately completed","10","","",""
"Permanent","2017","indirect migration background","(1b) general elementary school","57","0.732360182855842","0.640380732046293","0.824339633665391"
"Permanent","2017","indirect migration background","(1c) basic vocational qualification","129","0.847959052518374","0.790305950297138","0.905612154739609"
"Permanent","2017","indirect migration background","(2b) intermediate general qualification","24","","",""
"Permanent","2017","indirect migration background","(2a) intermediate vocational","183","0.819660493185244","0.767158363405234","0.872162622965255"
"Permanent","2017","indirect migration background","(2c_gen) general maturity certificate","54","0.408642341591419","0.321052810630288","0.496231872552551"
"Permanent","2017","indirect migration background","(2c_voc) vocational maturity certificate","95","0.776945854726386","0.700190374088008","0.853701335364764"
"Permanent","2017","indirect migration background","(3a) lower tertiary education","48","0.847243144253375","0.751290798147408","0.943195490359342"
"Permanent","2017","indirect migration background","(3b) higher tertiary education","118","0.726926306656233","0.656786047379167","0.797066565933299"
"Limited","2017","no migration background","(0) in school","10","","",""
"Limited","2017","no migration background","(1a) inadequately completed","20","","",""
"Limited","2017","no migration background","(1b) general elementary school","127","0.238464909362453","0.196007859990843","0.280921958734063"
"Limited","2017","no migration background","(1c) basic vocational qualification","149","0.0791850409410391","0.0663186818684611","0.092051400013617"
"Limited","2017","no migration background","(2b) intermediate general qualification","155","0.465662630243842","0.410577258864773","0.520748001622912"
"Limited","2017","no migration background","(2a) intermediate vocational","303","0.0890863141714361","0.079828242266434","0.0983443860764382"
"Limited","2017","no migration background","(2c_gen) general maturity certificate","234","0.533486890400253","0.485832727482424","0.581141053318082"
"Limited","2017","no migration background","(2c_voc) vocational maturity certificate","118","0.0908370108796217","0.0752213009187152","0.106452720840528"
"Limited","2017","no migration background","(3a) lower tertiary education","80","0.0896484220926344","0.072458801199592","0.106838042985677"
"Limited","2017","no migration background","(3b) higher tertiary education","299","0.184335085156801","0.166839759378545","0.201830410935057"
"Limited","2017","direct migration background","(0) in school","3","","",""
"Limited","2017","direct migration background","(1a) inadequately completed","162","0.263540850229269","0.214098799734781","0.312982900723757"
"Limited","2017","direct migration background","(1b) general elementary school","188","0.173803686986419","0.141139343162179","0.206468030810659"
"Limited","2017","direct migration background","(1c) basic vocational qualification","73","0.108241491651409","0.0819150771336826","0.134567906169136"
"Limited","2017","direct migration background","(2b) intermediate general qualification","22","","",""
"Limited","2017","direct migration background","(2a) intermediate vocational","15","","",""
"Limited","2017","direct migration background","(2c_gen) general maturity certificate","164","0.312553590558266","0.263922159708791","0.36118502140774"
"Limited","2017","direct migration background","(2c_voc) vocational maturity certificate","90","0.17069137927843","0.136309227036554","0.205073531520306"
"Limited","2017","direct migration background","(3a) lower tertiary education","8","","",""
"Limited","2017","direct migration background","(3b) higher tertiary education","244","0.24068943932212","0.211675726811461","0.269703151832779"
"Limited","2017","indirect migration background","(0) in school","7","","",""
"Limited","2017","indirect migration background","(1a) inadequately completed","6","","",""
"Limited","2017","indirect migration background","(1b) general elementary school","32","0.267639817144158","0.175660366334609","0.359619267953707"
"Limited","2017","indirect migration background","(1c) basic vocational qualification","20","","",""
"Limited","2017","indirect migration background","(2b) intermediate general qualification","45","0.570895581539527","0.454111572539955","0.687679590539099"
"Limited","2017","indirect migration background","(2a) intermediate vocational","23","","",""
"Limited","2017","indirect migration background","(2c_gen) general maturity certificate","67","0.59135765840858","0.503768127447449","0.678947189369712"
"Limited","2017","indirect migration background","(2c_voc) vocational maturity certificate","18","","",""
"Limited","2017","indirect migration background","(3a) lower tertiary education","6","","",""
"Limited","2017","indirect migration background","(3b) higher tertiary education","37","0.273073693343767","0.202933434066701","0.343213952620833"
"Permanent","2018","no migration background","(0) in school","14","","",""
"Permanent","2018","no migration background","(1a) inadequately completed","49","0.871737779839311","0.787129127729694","0.956346431948929"
"Permanent","2018","no migration background","(1b) general elementary school","253","0.738184216348886","0.693021746047331","0.783346686650441"
"Permanent","2018","no migration background","(1c) basic vocational qualification","1380","0.933727185359012","0.921205113262446","0.946249257455579"
"Permanent","2018","no migration background","(2b) intermediate general qualification","157","0.545669622288152","0.4909446806002","0.600394563976104"
"Permanent","2018","no migration background","(2a) intermediate vocational","3162","0.924080418404692","0.915181260698118","0.932979576111267"
"Permanent","2018","no migration background","(2c_gen) general maturity certificate","191","0.485955782186658","0.438099418546291","0.533812145827026"
"Permanent","2018","no migration background","(2c_voc) vocational maturity certificate","1145","0.905579584500556","0.889478465909311","0.9216807030918"
"Permanent","2018","no migration background","(3a) lower tertiary education","968","0.922372154488883","0.906038603349943","0.938705705627824"
"Permanent","2018","no migration background","(3b) higher tertiary education","1551","0.829935688650742","0.812594492916191","0.847276884385294"
"Permanent","2018","direct migration background","(0) in school","1","","",""
"Permanent","2018","direct migration background","(1a) inadequately completed","168","0.699169782705413","0.653299170892165","0.74504039451866"
"Permanent","2018","direct migration background","(1b) general elementary school","331","0.782867821315601","0.748379803435232","0.817355839195969"
"Permanent","2018","direct migration background","(1c) basic vocational qualification","436","0.867991469815752","0.838869339665577","0.897113599965927"
"Permanent","2018","direct migration background","(2b) intermediate general qualification","20","","",""
"Permanent","2018","direct migration background","(2a) intermediate vocational","142","0.864586362874964","0.811733253138638","0.917439472611291"
"Permanent","2018","direct migration background","(2c_gen) general maturity certificate","211","0.689534622583301","0.643673536144704","0.735395709021898"
"Permanent","2018","direct migration background","(2c_voc) vocational maturity certificate","351","0.835101103689136","0.800026540874218","0.870175666504053"
"Permanent","2018","direct migration background","(3a) lower tertiary education","52","0.883198611354502","0.803251010029698","0.963146212679307"
"Permanent","2018","direct migration background","(3b) higher tertiary education","576","0.735022409031733","0.705680182448547","0.76436463561492"
"Permanent","2018","indirect migration background","(0) in school","9","","",""
"Permanent","2018","indirect migration background","(1a) inadequately completed","11","","",""
"Permanent","2018","indirect migration background","(1b) general elementary school","57","0.655220430343959","0.560634464950991","0.749806395736927"
"Permanent","2018","indirect migration background","(1c) basic vocational qualification","123","0.854267139628045","0.796637959634086","0.911896319622005"
"Permanent","2018","indirect migration background","(2b) intermediate general qualification","27","","",""
"Permanent","2018","indirect migration background","(2a) intermediate vocational","185","0.868101159372611","0.822443618078595","0.913758700666626"
"Permanent","2018","indirect migration background","(2c_gen) general maturity certificate","44","0.336342171560265","0.250733465505911","0.42195087761462"
"Permanent","2018","indirect migration background","(2c_voc) vocational maturity certificate","95","0.833685855694826","0.76378207714575","0.903589634243902"
"Permanent","2018","indirect migration background","(3a) lower tertiary education","53","0.788890369423133","0.686479624874554","0.891301113971713"
"Permanent","2018","indirect migration background","(3b) higher tertiary education","108","0.754654854004172","0.683631454681125","0.82567825332722"
"Limited","2018","no migration background","(0) in school","7","","",""
"Limited","2018","no migration background","(1a) inadequately completed","11","","",""
