"plb0037_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Permanent","1992","16-34 y.","Employed","639","0.732569391375077","0.703038766699495","0.762100016050658"
"Permanent","1992","35-65 y.","Not Employed","12","","",""
"Permanent","1992","35-65 y.","Employed","538","0.818155752784256","0.7889710947888","0.847340410779712"
"Permanent","1992","66 and older","Not Employed","","","",""
"Permanent","1992","66 and older","Employed","1","","",""
"Limited","1992","16-34 y.","Not Employed","29","","",""
"Limited","1992","16-34 y.","Employed","224","0.267430608624923","0.237899983949342","0.296961233300505"
"Limited","1992","35-65 y.","Not Employed","8","","",""
"Limited","1992","35-65 y.","Employed","133","0.181844247215744","0.152659589220288","0.2110289052112"
"Limited","1992","66 and older","Not Employed","","","",""
"Limited","1992","66 and older","Employed","1","","",""
"Permanent","1993","16-34 y.","Not Employed","43","0.783819545592477","0.68135620677641","0.886282884408544"
"Permanent","1993","16-34 y.","Employed","566","0.73297439145441","0.701521385843231","0.764427397065589"
"Permanent","1993","35-65 y.","Not Employed","12","","",""
"Permanent","1993","35-65 y.","Employed","433","0.819377614160846","0.786594659762456","0.852160568559235"
"Permanent","1993","66 and older","Not Employed","","","",""
"Permanent","1993","66 and older","Employed","","","",""
"Limited","1993","16-34 y.","Not Employed","19","","",""
"Limited","1993","16-34 y.","Employed","194","0.26702560854559","0.235572602934411","0.298478614156769"
"Limited","1993","35-65 y.","Not Employed","10","","",""
"Limited","1993","35-65 y.","Employed","96","0.180622385839154","0.147839431440765","0.213405340237544"
"Limited","1993","66 and older","Not Employed","","","",""
"Limited","1993","66 and older","Employed","","","",""
"Permanent","1994","16-34 y.","Not Employed","32","0.45318069753824","0.333982878354848","0.572378516721633"
"Permanent","1994","16-34 y.","Employed","497","0.654498711515875","0.620801294920165","0.688196128111585"
"Permanent","1994","35-65 y.","Not Employed","11","","",""
"Permanent","1994","35-65 y.","Employed","295","0.798741721019958","0.758847288632137","0.838636153407779"
"Permanent","1994","66 and older","Not Employed","","","",""
"Permanent","1994","66 and older","Employed","","","",""
"Limited","1994","16-34 y.","Not Employed","35","0.54681930246176","0.427621483278367","0.666017121645152"
"Limited","1994","16-34 y.","Employed","268","0.345501288484125","0.311803871888414","0.379198705079835"
"Limited","1994","35-65 y.","Not Employed","17","","",""
"Limited","1994","35-65 y.","Employed","93","0.201258278980042","0.161363846592221","0.241152711367863"
"Limited","1994","66 and older","Not Employed","","","",""
"Limited","1994","66 and older","Employed","","","",""
"Permanent","1995","16-34 y.","Not Employed","64","0.553251629161793","0.462387595904692","0.644115662418894"
"Permanent","1995","16-34 y.","Employed","2391","0.792584127962536","0.7780994607352","0.807068795189872"
"Permanent","1995","35-65 y.","Not Employed","25","","",""
"Permanent","1995","35-65 y.","Employed","3781","0.944614106485348","0.937541655905275","0.95168655706542"
"Permanent","1995","66 and older","Not Employed","2","","",""
"Permanent","1995","66 and older","Employed","12","","",""
"Limited","1995","16-34 y.","Not Employed","51","0.446748370838207","0.355884337581106","0.537612404095308"
"Limited","1995","16-34 y.","Employed","619","0.207415872037464","0.192931204810128","0.2219005392648"
"Limited","1995","35-65 y.","Not Employed","22","","",""
"Limited","1995","35-65 y.","Employed","237","0.0553858935146522","0.0483134429345796","0.0624583440947247"
"Limited","1995","66 and older","Not Employed","","","",""
"Limited","1995","66 and older","Employed","3","","",""
"Permanent","1996","16-34 y.","Not Employed","55","0.533622551832357","0.435846172874883","0.631398930789831"
"Permanent","1996","16-34 y.","Employed","2281","0.805784089648868","0.791278188380018","0.820289990917719"
"Permanent","1996","35-65 y.","Not Employed","18","","",""
"Permanent","1996","35-65 y.","Employed","3758","0.939774596056438","0.932384438228162","0.947164753884715"
"Permanent","1996","66 and older","Not Employed","","","",""
"Permanent","1996","66 and older","Employed","13","","",""
"Limited","1996","16-34 y.","Not Employed","45","0.466377448167643","0.368601069210169","0.564153827125117"
"Limited","1996","16-34 y.","Employed","576","0.194215910351132","0.179710009082281","0.208721811619982"
"Limited","1996","35-65 y.","Not Employed","23","","",""
"Limited","1996","35-65 y.","Employed","223","0.0602254039435616","0.0528352461152851","0.0676155617718381"
"Limited","1996","66 and older","Not Employed","","","",""
"Limited","1996","66 and older","Employed","","","",""
"Permanent","1997","16-34 y.","Not Employed","31","0.525670575832747","0.419516788028451","0.631824363637042"
"Permanent","1997","16-34 y.","Employed","2115","0.761836739288996","0.745976922422509","0.777696556155482"
"Permanent","1997","35-65 y.","Not Employed","16","","",""
"Permanent","1997","35-65 y.","Employed","3629","0.937547406920618","0.929911883114864","0.945182930726372"
"Permanent","1997","66 and older","Not Employed","","","",""
"Permanent","1997","66 and older","Employed","14","","",""
"Limited","1997","16-34 y.","Not Employed","54","0.474329424167253","0.368175636362958","0.580483211971548"
"Limited","1997","16-34 y.","Employed","656","0.238163260711004","0.222303443844518","0.254023077577491"
"Limited","1997","35-65 y.","Not Employed","21","","",""
"Limited","1997","35-65 y.","Employed","229","0.062452593079382","0.0548170692736284","0.0700881168851357"
"Limited","1997","66 and older","Not Employed","","","",""
"Limited","1997","66 and older","Employed","3","","",""
"Permanent","1998","16-34 y.","Not Employed","30","0.389339207289885","0.283152618291913","0.495525796287857"
"Permanent","1998","16-34 y.","Employed","2182","0.750094836633035","0.734374964108663","0.765814709157408"
"Permanent","1998","35-65 y.","Not Employed","25","","",""
"Permanent","1998","35-65 y.","Employed","4133","0.947073874504296","0.94042602329739","0.953721725711203"
"Permanent","1998","66 and older","Not Employed","","","",""
"Permanent","1998","66 and older","Employed","18","","",""
"Limited","1998","16-34 y.","Not Employed","51","0.610660792710115","0.504474203712143","0.716847381708087"
"Limited","1998","16-34 y.","Employed","732","0.249905163366965","0.234185290842592","0.265625035891337"
"Limited","1998","35-65 y.","Not Employed","24","","",""
"Limited","1998","35-65 y.","Employed","224","0.0529261254957038","0.0462782742887971","0.0595739767026105"
"Limited","1998","66 and older","Not Employed","","","",""
"Limited","1998","66 and older","Employed","2","","",""
"Permanent","1999","16-34 y.","Not Employed","44","0.536074096263181","0.427470975810674","0.644677216715688"
"Permanent","1999","16-34 y.","Employed","2117","0.740165050231653","0.724145868473723","0.756184231989583"
"Permanent","1999","35-65 y.","Not Employed","27","","",""
"Permanent","1999","35-65 y.","Employed","4031","0.936415986783795","0.929137091956775","0.943694881610816"
"Permanent","1999","66 and older","Not Employed","","","",""
"Permanent","1999","66 and older","Employed","21","","",""
"Limited","1999","16-34 y.","Not Employed","37","0.463925903736819","0.355322783284312","0.572529024189326"
"Limited","1999","16-34 y.","Employed","762","0.259834949768347","0.243815768010417","0.275854131526277"
"Limited","1999","35-65 y.","Not Employed","17","","",""
"Limited","1999","35-65 y.","Employed","286","0.0635840132162047","0.0563051183891844","0.0708629080432251"
"Limited","1999","66 and older","Not Employed","","","",""
"Limited","1999","66 and older","Employed","3","","",""
"Permanent","2000","16-34 y.","Not Employed","48","0.410724788690297","0.323427105257223","0.498022472123371"
"Permanent","2000","16-34 y.","Employed","2893","0.725004130200545","0.711255903063536","0.738752357337554"
"Permanent","2000","35-65 y.","Not Employed","47","0.52301499759103","0.420953106606003","0.625076888576056"
"Permanent","2000","35-65 y.","Employed","7027","0.942667025914948","0.937381285221855","0.947952766608041"
"Permanent","2000","66 and older","Not Employed","","","",""
"Permanent","2000","66 and older","Employed","28","","",""
"Limited","2000","16-34 y.","Not Employed","74","0.589275211309703","0.501977527876629","0.676572894742777"
"Limited","2000","16-34 y.","Employed","1159","0.274995869799455","0.261247642662446","0.288744096936464"
"Limited","2000","35-65 y.","Not Employed","45","0.47698500240897","0.374923111423944","0.579046893393997"
"Limited","2000","35-65 y.","Employed","404","0.057332974085052","0.0520472333919593","0.0626187147781447"
"Limited","2000","66 and older","Not Employed","","","",""
"Limited","2000","66 and older","Employed","4","","",""
"Permanent","2001","16-34 y.","Not Employed","47","0.393849879302465","0.303762422748402","0.483937335856528"
"Permanent","2001","16-34 y.","Employed","2490","0.708888035374469","0.693944520325145","0.723831550423793"
"Permanent","2001","35-65 y.","Not Employed","35","0.451484381299567","0.33573070810857","0.567238054490564"
"Permanent","2001","35-65 y.","Employed","6548","0.948137477081231","0.942909422402875","0.953365531759586"
"Permanent","2001","66 and older","Not Employed","1","","",""
"Permanent","2001","66 and older","Employed","27","","",""
"Limited","2001","16-34 y.","Not Employed","66","0.606150120697535","0.516062664143472","0.696237577251598"
"Limited","2001","16-34 y.","Employed","1060","0.291111964625531","0.276168449576207","0.306055479674855"
"Limited","2001","35-65 y.","Not Employed","36","0.548515618700433","0.432761945509436","0.66426929189143"
"Limited","2001","35-65 y.","Employed","363","0.0518625229187691","0.0466344682404137","0.0570905775971245"
"Limited","2001","66 and older","Not Employed","","","",""
"Limited","2001","66 and older","Employed","6","","",""
"Permanent","2002","16-34 y.","Not Employed","31","0.272952789818901","0.185640944721498","0.360264634916305"
"Permanent","2002","16-34 y.","Employed","2365","0.698462377637517","0.683056840244924","0.713867915030109"
"Permanent","2002","35-65 y.","Not Employed","32","0.563827979179642","0.437289008163365","0.69036695019592"
"Permanent","2002","35-65 y.","Employed","7205","0.946467695191089","0.941404427835992","0.951530962546185"
"Permanent","2002","66 and older","Not Employed","1","","",""
"Permanent","2002","66 and older","Employed","33","0.790285838217089","0.660847695729605","0.919723980704573"
"Limited","2002","16-34 y.","Not Employed","69","0.727047210181099","0.639735365083695","0.814359055278502"
"Limited","2002","16-34 y.","Employed","1044","0.301537622362483","0.286132084969891","0.316943159755076"
"Limited","2002","35-65 y.","Not Employed","27","","",""
"Limited","2002","35-65 y.","Employed","387","0.0535323048089112","0.0484690374538148","0.0585955721640076"
"Limited","2002","66 and older","Not Employed","","","",""
"Limited","2002","66 and older","Employed","5","","",""
"Permanent","2003","16-34 y.","Not Employed","26","","",""
"Permanent","2003","16-34 y.","Employed","2123","0.690403050998987","0.674193433485906","0.706612668512069"
"Permanent","2003","35-65 y.","Not Employed","26","","",""
"Permanent","2003","35-65 y.","Employed","6826","0.944865047920605","0.939591157709858","0.950138938131352"
"Permanent","2003","66 and older","Not Employed","1","","",""
"Permanent","2003","66 and older","Employed","35","0.942230325302467","0.868050673131936","1.016409977473"
"Limited","2003","16-34 y.","Not Employed","56","0.657408805200142","0.55469069481488","0.760126915585404"
"Limited","2003","16-34 y.","Employed","1002","0.309596949001013","0.293387331487931","0.325806566514094"
"Limited","2003","35-65 y.","Not Employed","21","","",""
"Limited","2003","35-65 y.","Employed","369","0.0551349520793954","0.0498610618686484","0.0604088422901423"
"Limited","2003","66 and older","Not Employed","","","",""
"Limited","2003","66 and older","Employed","3","","",""
"Permanent","2004","16-34 y.","Not Employed","27","","",""
"Permanent","2004","16-34 y.","Employed","1946","0.660626132674636","0.643525092989539","0.677727172359732"
"Permanent","2004","35-65 y.","Not Employed","25","","",""
"Permanent","2004","35-65 y.","Employed","6616","0.942260734638131","0.93678879177956","0.947732677496702"
"Permanent","2004","66 and older","Not Employed","","","",""
"Permanent","2004","66 and older","Employed","44","0.97690170754754","0.933956516976489","1.01984689811859"
"Limited","2004","16-34 y.","Not Employed","61","0.667039961783326","0.568575675391314","0.765504248175338"
"Limited","2004","16-34 y.","Employed","999","0.339373867325364","0.322272827640268","0.356474907010461"
"Limited","2004","35-65 y.","Not Employed","21","","",""
"Limited","2004","35-65 y.","Employed","364","0.057739265361869","0.0522673225032979","0.0632112082204401"
"Limited","2004","66 and older","Not Employed","","","",""
"Limited","2004","66 and older","Employed","3","","",""
"Permanent","2005","16-34 y.","Not Employed","21","","",""
"Permanent","2005","16-34 y.","Employed","1855","0.677354382758763","0.659869260140992","0.694839505376533"
"Permanent","2005","35-65 y.","Not Employed","26","","",""
"Permanent","2005","35-65 y.","Employed","6515","0.942558540084448","0.937039844538681","0.948077235630215"
"Permanent","2005","66 and older","Not Employed","1","","",""
"Permanent","2005","66 and older","Employed","50","0.830088387523049","0.732592934174335","0.927583840871764"
"Limited","2005","16-34 y.","Not Employed","64","0.792407583577849","0.706185466566968","0.87862970058873"
"Limited","2005","16-34 y.","Employed","891","0.322645617241237","0.305160494623467","0.340130739859008"
"Limited","2005","35-65 y.","Not Employed","14","","",""
"Limited","2005","35-65 y.","Employed","314","0.0574414599155521","0.0519227643697848","0.0629601554613193"
"Limited","2005","66 and older","Not Employed","","","",""
"Limited","2005","66 and older","Employed","7","","",""
"Permanent","2006","16-34 y.","Not Employed","32","0.443396831442038","0.333849027677679","0.552944635206397"
"Permanent","2006","16-34 y.","Employed","1787","0.649393591113569","0.631471520062982","0.667315662164157"
"Permanent","2006","35-65 y.","Not Employed","30","0.432550957089669","0.310213376091807","0.554888538087531"
"Permanent","2006","35-65 y.","Employed","6894","0.941628154661991","0.936242312018785","0.947013997305198"
"Permanent","2006","66 and older","Not Employed","2","","",""
"Permanent","2006","66 and older","Employed","58","0.890243270203856","0.817016648241623","0.96346989216609"
"Limited","2006","16-34 y.","Not Employed","47","0.556603168557962","0.447055364793603","0.666150972322321"
"Limited","2006","16-34 y.","Employed","936","0.35060640888643","0.332684337835843","0.368528479937018"
"Limited","2006","35-65 y.","Not Employed","33","0.567449042910331","0.445111461912469","0.689786623908193"
"Limited","2006","35-65 y.","Employed","385","0.0583718453380085","0.0529860026948022","0.0637576879812149"
"Limited","2006","66 and older","Not Employed","","","",""
"Limited","2006","66 and older","Employed","12","","",""
"Permanent","2007","16-34 y.","Not Employed","35","0.315105822070758","0.220177866371708","0.410033777769807"
"Permanent","2007","16-34 y.","Employed","1705","0.657928161563337","0.639769675115101","0.676086648011574"
"Permanent","2007","35-65 y.","Not Employed","32","0.459628820818117","0.337531026238068","0.581726615398165"
"Permanent","2007","35-65 y.","Employed","6539","0.935350496597109","0.929560860585852","0.941140132608365"
"Permanent","2007","66 and older","Not Employed","1","","",""
"Permanent","2007","66 and older","Employed","54","0.89271914055035","0.815058365800231","0.97037991530047"
"Limited","2007","16-34 y.","Not Employed","57","0.684894177929242","0.589966222230193","0.779822133628292"
"Limited","2007","16-34 y.","Employed","917","0.342071838436663","0.323913351988426","0.360230324884899"
"Limited","2007","35-65 y.","Not Employed","32","0.540371179181884","0.418273384601835","0.662468973761932"
"Limited","2007","35-65 y.","Employed","391","0.0646495034028914","0.0588598673916347","0.0704391394141481"
"Limited","2007","66 and older","Not Employed","","","",""
"Limited","2007","66 and older","Employed","7","","",""
"Permanent","2008","16-34 y.","Not Employed","32","0.387292166855308","0.281207735073224","0.493376598637391"
"Permanent","2008","16-34 y.","Employed","1605","0.6642485815335","0.645680837504946","0.682816325562054"
"Permanent","2008","35-65 y.","Not Employed","35","0.526411329090845","0.406854619030376","0.645968039151313"
"Permanent","2008","35-65 y.","Employed","6289","0.926925357884798","0.920688860244949","0.933161855524647"
"Permanent","2008","66 and older","Not Employed","1","","",""
"Permanent","2008","66 and older","Employed","65","0.882795157707246","0.807974475241287","0.957615840173204"
"Limited","2008","16-34 y.","Not Employed","49","0.612707833144692","0.506623401362609","0.718792264926775"
"Limited","2008","16-34 y.","Employed","880","0.3357514184665","0.317183674437946","0.354319162495054"
"Limited","2008","35-65 y.","Not Employed","32","0.473588670909156","0.354031960848687","0.593145380969624"
"Limited","2008","35-65 y.","Employed","401","0.0730746421152018","0.0668381444753528","0.0793111397550508"
"Limited","2008","66 and older","Not Employed","","","",""
"Limited","2008","66 and older","Employed","6","","",""
"Permanent","2009","16-34 y.","Not Employed","19","","",""
"Permanent","2009","16-34 y.","Employed","1453","0.649600933056238","0.630039089590331","0.669162776522145"
"Permanent","2009","35-65 y.","Not Employed","31","0.737580575318485","0.61044359267055","0.864717557966419"
"Permanent","2009","35-65 y.","Employed","5884","0.935816726378758","0.929754820579375","0.94187863217814"
"Permanent","2009","66 and older","Not Employed","","","",""
"Permanent","2009","66 and older","Employed","67","0.77035417406415","0.679317650910351","0.861390697217949"
"Limited","2009","16-34 y.","Not Employed","33","0.651385717524335","0.521865333603912","0.780906101444758"
"Limited","2009","16-34 y.","Employed","832","0.350399066943762","0.330837223477855","0.369960910409669"
"Limited","2009","35-65 y.","Not Employed","15","","",""
"Limited","2009","35-65 y.","Employed","395","0.0641832736212424","0.0581213678218601","0.0702451794206247"
"Limited","2009","66 and older","Not Employed","1","","",""
"Limited","2009","66 and older","Employed","15","","",""
"Permanent","2010","16-34 y.","Not Employed","86","0.378557957332037","0.306696574160376","0.450419340503697"
"Permanent","2010","16-34 y.","Employed","2187","0.643706038245257","0.627208286506922","0.660203789983592"
"Permanent","2010","35-65 y.","Not Employed","78","0.594362276822476","0.506510155020057","0.682214398624895"
"Permanent","2010","35-65 y.","Employed","7742","0.931714050195001","0.926319673132894","0.937108427257107"
"Permanent","2010","66 and older","Not Employed","1","","",""
"Permanent","2010","66 and older","Employed","73","0.808678211047469","0.727414449023414","0.889941973071524"
"Limited","2010","16-34 y.","Not Employed","89","0.621442042667963","0.549580659496303","0.693303425839624"
"Limited","2010","16-34 y.","Employed","1050","0.356293961754743","0.339796210016408","0.372791713493078"
"Limited","2010","35-65 y.","Not Employed","42","0.405637723177524","0.317785601375105","0.493489844979943"
"Limited","2010","35-65 y.","Employed","657","0.0682859498049994","0.062891572742893","0.0736803268671059"
"Limited","2010","66 and older","Not Employed","","","",""
"Limited","2010","66 and older","Employed","17","","",""
"Permanent","2011","16-34 y.","Not Employed","94","0.521787086227742","0.448812918327201","0.594761254128283"
"Permanent","2011","16-34 y.","Employed","2429","0.638496191570369","0.622869373336142","0.654123009804596"
"Permanent","2011","35-65 y.","Not Employed","109","0.533505235642728","0.458291446448043","0.608719024837413"
"Permanent","2011","35-65 y.","Employed","9707","0.93137679814472","0.926546700976922","0.936206895312519"
"Permanent","2011","66 and older","Not Employed","2","","",""
"Permanent","2011","66 and older","Employed","83","0.858592765118661","0.789251517533062","0.927934012704261"
"Limited","2011","16-34 y.","Not Employed","86","0.478212913772258","0.405238745871717","0.551187081672799"
"Limited","2011","16-34 y.","Employed","1202","0.361503808429631","0.345876990195404","0.377130626663858"
"Limited","2011","35-65 y.","Not Employed","60","0.466494764357272","0.391280975162586","0.541708553551957"
"Limited","2011","35-65 y.","Employed","817","0.0686232018552797","0.0637931046874813","0.0734532990230781"
"Limited","2011","66 and older","Not Employed","","","",""
"Limited","2011","66 and older","Employed","14","","",""
"Permanent","2012","16-34 y.","Not Employed","78","0.526133647297522","0.445689730558547","0.606577564036497"
"Permanent","2012","16-34 y.","Employed","2250","0.643341962053174","0.627470275889456","0.659213648216893"
"Permanent","2012","35-65 y.","Not Employed","158","0.719724554657572","0.661426192607003","0.778022916708141"
"Permanent","2012","35-65 y.","Employed","9602","0.929896047167873","0.925001928150803","0.934790166184943"
"Permanent","2012","66 and older","Not Employed","2","","",""
"Permanent","2012","66 and older","Employed","105","0.855438524173094","0.794036384193242","0.916840664152945"
"Limited","2012","16-34 y.","Not Employed","70","0.473866352702478","0.393422435963503","0.554310269441454"
"Limited","2012","16-34 y.","Employed","1249","0.356658037946826","0.340786351783107","0.372529724110544"
"Limited","2012","35-65 y.","Not Employed","70","0.280275445342428","0.221977083291859","0.338573807392997"
"Limited","2012","35-65 y.","Employed","853","0.0701039528321267","0.0652098338150565","0.0749980718491969"
"Limited","2012","66 and older","Not Employed","","","",""
"Limited","2012","66 and older","Employed","21","","",""
"Permanent","2013","16-34 y.","Not Employed","775","0.614091395185391","0.587839816875318","0.640342973495463"
"Permanent","2013","16-34 y.","Employed","1984","0.630038437904748","0.613336863982565","0.64674001182693"
"Permanent","2013","35-65 y.","Not Employed","1558","0.835510204622707","0.818743579412517","0.852276829832898"
"Permanent","2013","35-65 y.","Employed","9036","0.930136044462127","0.92509596439689","0.935176124527364"
"Permanent","2013","66 and older","Not Employed","7","","",""
"Permanent","2013","66 and older","Employed","100","0.899774665832718","0.84440594296389","0.955143388701547"
"Limited","2013","16-34 y.","Not Employed","546","0.385908604814609","0.359657026504537","0.412160183124682"
"Limited","2013","16-34 y.","Employed","1226","0.369961562095252","0.35325998817307","0.386663136017435"
"Limited","2013","35-65 y.","Not Employed","320","0.164489795377293","0.147723170167103","0.181256420587483"
"Limited","2013","35-65 y.","Employed","791","0.0698639555378728","0.0648238754726359","0.0749040356031098"
"Limited","2013","66 and older","Not Employed","4","","",""
"Limited","2013","66 and older","Employed","13","","",""
"Permanent","2014","16-34 y.","Not Employed","113","0.385557917582753","0.327393519226031","0.443722315939475"
"Permanent","2014","16-34 y.","Employed","2214","0.617414713841818","0.601525161061758","0.633304266621878"
"Permanent","2014","35-65 y.","Not Employed","178","0.6490816697485","0.5905041876116","0.7076591518854"
"Permanent","2014","35-65 y.","Employed","9352","0.929547703139006","0.924582394085244","0.934513012192767"
"Permanent","2014","66 and older","Not Employed","3","","",""
"Permanent","2014","66 and older","Employed","113","0.888218945877471","0.834465632182454","0.941972259572487"
"Limited","2014","16-34 y.","Not Employed","156","0.614442082417247","0.556277684060525","0.672606480773969"
"Limited","2014","16-34 y.","Employed","1380","0.382585286158182","0.366695733378122","0.398474838938242"
"Limited","2014","35-65 y.","Not Employed","77","0.3509183302515","0.2923408481146","0.4094958123884"
"Limited","2014","35-65 y.","Employed","852","0.0704522968609945","0.0654869878072332","0.0754176059147558"
"Limited","2014","66 and older","Not Employed","2","","",""
"Limited","2014","66 and older","Employed","19","","",""
"Permanent","2015","16-34 y.","Not Employed","415","0.54004082063281","0.504228326946554","0.575853314319066"
"Permanent","2015","16-34 y.","Employed","1940","0.633585846260699","0.61694887842425","0.650222814097148"
"Permanent","2015","35-65 y.","Not Employed","439","0.67849952965597","0.641097061521819","0.715901997790122"
"Permanent","2015","35-65 y.","Employed","8933","0.927550328565543","0.922397893017811","0.932702764113274"
"Permanent","2015","66 and older","Not Employed","4","","",""
"Permanent","2015","66 and older","Employed","137","0.914506853477754","0.870487731586667","0.95852597536884"
"Limited","2015","16-34 y.","Not Employed","329","0.45995917936719","0.424146685680934","0.495771673053446"
"Limited","2015","16-34 y.","Employed","1282","0.366414153739301","0.349777185902852","0.38305112157575"
"Limited","2015","35-65 y.","Not Employed","160","0.32150047034403","0.284098002209878","0.358902938478181"
