"plb0037_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Permanent","2009","secondary school degree","direct migration background","81","0.828290314697647","0.752850404595538","0.903730224799756"
"Permanent","2009","secondary school degree","indirect migration background","82","0.642988229541408","0.557264660003606","0.728711799079211"
"Permanent","2009","college entrance qualification","no migration background","2142","0.820240300659086","0.805307270197644","0.835173331120527"
"Permanent","2009","college entrance qualification","direct migration background","95","0.788040269003725","0.714609936383911","0.86147060162354"
"Permanent","2009","college entrance qualification","indirect migration background","89","0.781361059508673","0.706467443613142","0.856254675404204"
"Permanent","2009","Other degree","no migration background","23","","",""
"Permanent","2009","Other degree","direct migration background","276","0.902483278377719","0.869298568016232","0.935667988739207"
"Permanent","2009","Other degree","indirect migration background","4","","",""
"Permanent","2009","no degree/no degree yet","no migration background","20","","",""
"Permanent","2009","no degree/no degree yet","direct migration background","19","","",""
"Permanent","2009","no degree/no degree yet","indirect migration background","6","","",""
"Limited","2009","lower secondary degree","no migration background","180","0.0962901231724229","0.0823085699139257","0.11027167643092"
"Limited","2009","lower secondary degree","direct migration background","22","","",""
"Limited","2009","lower secondary degree","indirect migration background","28","","",""
"Limited","2009","secondary school degree","no migration background","356","0.123346483424397","0.1116763573678","0.135016609480994"
"Limited","2009","secondary school degree","direct migration background","15","","",""
"Limited","2009","secondary school degree","indirect migration background","38","0.357011770458592","0.271288200920789","0.442735339996394"
"Limited","2009","college entrance qualification","no migration background","398","0.179759699340914","0.164826668879473","0.194692729802356"
"Limited","2009","college entrance qualification","direct migration background","24","","",""
"Limited","2009","college entrance qualification","indirect migration background","28","","",""
"Limited","2009","Other degree","no migration background","9","","",""
"Limited","2009","Other degree","direct migration background","31","0.097516721622281","0.0643320112607935","0.130701431983769"
"Limited","2009","Other degree","indirect migration background","2","","",""
"Limited","2009","no degree/no degree yet","no migration background","12","","",""
"Limited","2009","no degree/no degree yet","direct migration background","1","","",""
"Limited","2009","no degree/no degree yet","indirect migration background","2","","",""
"Permanent","2010","lower secondary degree","no migration background","1885","0.906779219735278","0.89447535383478","0.919083085635776"
"Permanent","2010","lower secondary degree","direct migration background","235","0.852601484849306","0.810702708392327","0.894500261306286"
"Permanent","2010","lower secondary degree","indirect migration background","130","0.760187237459996","0.696378478108992","0.823995996811001"
"Permanent","2010","secondary school degree","no migration background","3569","0.861031471441959","0.850443228315094","0.871619714568824"
"Permanent","2010","secondary school degree","direct migration background","112","0.738451540390979","0.664041288360669","0.812861792421289"
"Permanent","2010","secondary school degree","indirect migration background","126","0.71013026776508","0.640479688058018","0.779780847472142"
"Permanent","2010","college entrance qualification","no migration background","3014","0.823148250115824","0.810607863519054","0.835688636712595"
"Permanent","2010","college entrance qualification","direct migration background","140","0.89647782011667","0.85081775625382","0.942137883979519"
"Permanent","2010","college entrance qualification","indirect migration background","161","0.745227080485818","0.684989016107465","0.805465144864171"
"Permanent","2010","Other degree","no migration background","42","0.749965873986564","0.639470911202066","0.860460836771062"
"Permanent","2010","Other degree","direct migration background","511","0.830458924429395","0.800875366867699","0.86004248199109"
"Permanent","2010","Other degree","indirect migration background","12","","",""
"Permanent","2010","no degree/no degree yet","no migration background","44","0.837227357616085","0.743819184494075","0.930635530738095"
"Permanent","2010","no degree/no degree yet","direct migration background","46","0.819531727693528","0.71969416288229","0.919369292504767"
"Permanent","2010","no degree/no degree yet","indirect migration background","11","","",""
"Limited","2010","lower secondary degree","no migration background","260","0.0932207802647216","0.0809169143642236","0.10552464616522"
"Limited","2010","lower secondary degree","direct migration background","40","0.147398515150694","0.105499738693714","0.189297291607673"
"Limited","2010","lower secondary degree","indirect migration background","42","0.239812762540004","0.176004003188999","0.303621521891008"
"Limited","2010","secondary school degree","no migration background","531","0.138968528558041","0.128380285431176","0.149556771684907"
"Limited","2010","secondary school degree","direct migration background","22","","",""
"Limited","2010","secondary school degree","indirect migration background","37","0.28986973223492","0.220219152527858","0.359520311941982"
"Limited","2010","college entrance qualification","no migration background","542","0.176851749884176","0.164311363287405","0.189392136480946"
"Limited","2010","college entrance qualification","direct migration background","31","0.10352217988333","0.0578621160204805","0.14918224374618"
"Limited","2010","college entrance qualification","indirect migration background","40","0.254772919514182","0.194534855135829","0.315010983892535"
"Limited","2010","Other degree","no migration background","17","","",""
"Limited","2010","Other degree","direct migration background","107","0.169541075570605","0.13995751800891","0.199124633132301"
"Limited","2010","Other degree","indirect migration background","1","","",""
"Limited","2010","no degree/no degree yet","no migration background","16","","",""
"Limited","2010","no degree/no degree yet","direct migration background","11","","",""
"Limited","2010","no degree/no degree yet","indirect migration background","5","","",""
"Permanent","2011","lower secondary degree","no migration background","2273","0.892089790608847","0.880129179508281","0.904050401709414"
"Permanent","2011","lower secondary degree","direct migration background","232","0.859648308641336","0.818062042765649","0.901234574517024"
"Permanent","2011","lower secondary degree","indirect migration background","157","0.815041428510953","0.759978604554748","0.870104252467158"
"Permanent","2011","secondary school degree","no migration background","4305","0.86057086187329","0.850890763523996","0.870250960222584"
"Permanent","2011","secondary school degree","direct migration background","151","0.780620317095077","0.71982694727896","0.841413686911194"
"Permanent","2011","secondary school degree","indirect migration background","171","0.740040735106317","0.682856760958317","0.797224709254317"
"Permanent","2011","college entrance qualification","no migration background","3715","0.835206397841662","0.824145948029838","0.846266847653487"
"Permanent","2011","college entrance qualification","direct migration background","151","0.844425644346297","0.792752260621048","0.896099028071546"
"Permanent","2011","college entrance qualification","indirect migration background","197","0.645115131512731","0.585444316472489","0.704785946552973"
"Permanent","2011","Other degree","no migration background","48","0.836947912832771","0.74644334465722","0.927452481008322"
"Permanent","2011","Other degree","direct migration background","629","0.857978040135792","0.833111464199395","0.88284461607219"
"Permanent","2011","Other degree","indirect migration background","12","","",""
"Permanent","2011","no degree/no degree yet","no migration background","58","0.622543004385628","0.520682251295653","0.724403757475603"
"Permanent","2011","no degree/no degree yet","direct migration background","53","0.802890866381445","0.707634870266116","0.898146862496774"
"Permanent","2011","no degree/no degree yet","indirect migration background","9","","",""
"Limited","2011","lower secondary degree","no migration background","312","0.107910209391153","0.0959495982905859","0.119870820491719"
"Limited","2011","lower secondary degree","direct migration background","36","0.140351691358664","0.0987654254829761","0.181937957234351"
"Limited","2011","lower secondary degree","indirect migration background","34","0.184958571489047","0.129895747532842","0.240021395445252"
"Limited","2011","secondary school degree","no migration background","614","0.13942913812671","0.129749039777416","0.149109236476004"
"Limited","2011","secondary school degree","direct migration background","27","","",""
"Limited","2011","secondary school degree","indirect migration background","55","0.259959264893683","0.202775290745683","0.317143239041683"
"Limited","2011","college entrance qualification","no migration background","607","0.164793602158338","0.153733152346513","0.175854051970162"
"Limited","2011","college entrance qualification","direct migration background","38","0.155574355653703","0.103900971928454","0.207247739378952"
"Limited","2011","college entrance qualification","indirect migration background","50","0.354884868487269","0.295214053447027","0.414555683527511"
"Limited","2011","Other degree","no migration background","16","","",""
"Limited","2011","Other degree","direct migration background","128","0.142021959864208","0.11715538392781","0.166888535800605"
"Limited","2011","Other degree","indirect migration background","4","","",""
"Limited","2011","no degree/no degree yet","no migration background","29","","",""
"Limited","2011","no degree/no degree yet","direct migration background","14","","",""
"Limited","2011","no degree/no degree yet","indirect migration background","5","","",""
"Permanent","2012","lower secondary degree","no migration background","2217","0.886508800122127","0.874216859879029","0.898800740365226"
"Permanent","2012","lower secondary degree","direct migration background","224","0.882785590383755","0.843534081340418","0.922037099427093"
"Permanent","2012","lower secondary degree","indirect migration background","152","0.850473144387307","0.799766929446319","0.901179359328295"
"Permanent","2012","secondary school degree","no migration background","4210","0.87608553164776","0.86680122615749","0.885369837138031"
"Permanent","2012","secondary school degree","direct migration background","155","0.832483905203012","0.778816844275431","0.886150966130593"
"Permanent","2012","secondary school degree","indirect migration background","160","0.67991030475382","0.617552542875503","0.742268066632136"
"Permanent","2012","college entrance qualification","no migration background","3630","0.818433767411976","0.806871487890435","0.829996046933517"
"Permanent","2012","college entrance qualification","direct migration background","152","0.819043016924835","0.76514645220569","0.87293958164398"
"Permanent","2012","college entrance qualification","indirect migration background","208","0.679688665012648","0.623189944496687","0.73618738552861"
"Permanent","2012","Other degree","no migration background","45","0.778250462611242","0.673135746717157","0.883365178505326"
"Permanent","2012","Other degree","direct migration background","687","0.839638642552097","0.814735099640596","0.864542185463598"
"Permanent","2012","Other degree","indirect migration background","13","","",""
"Permanent","2012","no degree/no degree yet","no migration background","76","0.735263105938586","0.653187287228391","0.81733892464878"
"Permanent","2012","no degree/no degree yet","direct migration background","47","0.734425483955236","0.626226004236676","0.842624963673796"
"Permanent","2012","no degree/no degree yet","indirect migration background","17","","",""
"Limited","2012","lower secondary degree","no migration background","341","0.113491199877873","0.101199259634774","0.125783140120971"
"Limited","2012","lower secondary degree","direct migration background","34","0.117214409616245","0.0779629005729074","0.156465918659582"
"Limited","2012","lower secondary degree","indirect migration background","38","0.149526855612693","0.0988206406717053","0.200233070553681"
"Limited","2012","secondary school degree","no migration background","628","0.12391446835224","0.114630162861969","0.13319877384251"
"Limited","2012","secondary school degree","direct migration background","31","0.167516094796988","0.113849033869407","0.221183155724569"
"Limited","2012","secondary school degree","indirect migration background","55","0.32008969524618","0.257731933367864","0.382447457124497"
"Limited","2012","college entrance qualification","no migration background","640","0.181566232588024","0.170003953066483","0.193128512109565"
"Limited","2012","college entrance qualification","direct migration background","44","0.180956983075165","0.12706041835602","0.23485354779431"
"Limited","2012","college entrance qualification","indirect migration background","54","0.320311334987352","0.26381261447139","0.376810055503313"
"Limited","2012","Other degree","no migration background","15","","",""
"Limited","2012","Other degree","direct migration background","147","0.160361357447903","0.135457814536402","0.185264900359404"
"Limited","2012","Other degree","indirect migration background","3","","",""
"Limited","2012","no degree/no degree yet","no migration background","35","0.264736894061414","0.18266107535122","0.346812712771609"
"Limited","2012","no degree/no degree yet","direct migration background","17","","",""
"Limited","2012","no degree/no degree yet","indirect migration background","5","","",""
"Permanent","2013","lower secondary degree","no migration background","2056","0.888390772815777","0.875708143125012","0.901073402506542"
"Permanent","2013","lower secondary degree","direct migration background","320","0.789229627433585","0.749942127603747","0.828517127263423"
"Permanent","2013","lower secondary degree","indirect migration background","224","0.756581807983502","0.708655144446377","0.804508471520628"
"Permanent","2013","secondary school degree","no migration background","3998","0.875738886691032","0.866196667636172","0.885281105745891"
"Permanent","2013","secondary school degree","direct migration background","226","0.782295104594562","0.737289538002321","0.827300671186803"
"Permanent","2013","secondary school degree","indirect migration background","232","0.663016283332767","0.613776853514741","0.712255713150792"
"Permanent","2013","college entrance qualification","no migration background","3482","0.817027463000543","0.805234119943944","0.828820806057141"
"Permanent","2013","college entrance qualification","direct migration background","244","0.813982200150817","0.771546484022597","0.856417916279037"
"Permanent","2013","college entrance qualification","indirect migration background","309","0.735241899834285","0.692535209596498","0.777948590072073"
"Permanent","2013","Other degree","no migration background","49","0.833852412453729","0.741202745838135","0.926502079069323"
"Permanent","2013","Other degree","direct migration background","1813","0.826308133695886","0.810623011103","0.841993256288772"
"Permanent","2013","Other degree","indirect migration background","39","0.607193396185585","0.479282663234305","0.735104129136864"
"Permanent","2013","no degree/no degree yet","no migration background","73","0.639270187747439","0.551502953172482","0.727037422322396"
"Permanent","2013","no degree/no degree yet","direct migration background","120","0.743988286630587","0.67838333835265","0.809593234908524"
"Permanent","2013","no degree/no degree yet","indirect migration background","22","","",""
"Limited","2013","lower secondary degree","no migration background","312","0.111609227184223","0.098926597493458","0.124291856874988"
"Limited","2013","lower secondary degree","direct migration background","94","0.210770372566415","0.171482872736577","0.250057872396253"
"Limited","2013","lower secondary degree","indirect migration background","84","0.243418192016498","0.195491528479372","0.291344855553623"
"Limited","2013","secondary school degree","no migration background","593","0.124261113308969","0.114718894254109","0.133803332363828"
"Limited","2013","secondary school degree","direct migration background","97","0.217704895405438","0.172699328813197","0.262710461997679"
"Limited","2013","secondary school degree","indirect migration background","122","0.336983716667233","0.287744286849208","0.386223146485259"
"Limited","2013","college entrance qualification","no migration background","647","0.182972536999458","0.171179193942859","0.194765880056056"
"Limited","2013","college entrance qualification","direct migration background","79","0.186017799849183","0.143582083720963","0.228453515977403"
"Limited","2013","college entrance qualification","indirect migration background","101","0.264758100165714","0.222051409927927","0.307464790403502"
"Limited","2013","Other degree","no migration background","13","","",""
"Limited","2013","Other degree","direct migration background","428","0.173691866304114","0.158006743711228","0.189376988897"
"Limited","2013","Other degree","indirect migration background","17","","",""
"Limited","2013","no degree/no degree yet","no migration background","42","0.360729812252561","0.272962577677604","0.448497046827518"
"Limited","2013","no degree/no degree yet","direct migration background","50","0.256011713369413","0.190406765091476","0.32161666164735"
"Limited","2013","no degree/no degree yet","indirect migration background","14","","",""
"Permanent","2014","lower secondary degree","no migration background","1873","0.89918250510923","0.886344716573915","0.912020293644544"
"Permanent","2014","lower secondary degree","direct migration background","281","0.825571707583336","0.785929062479263","0.865214352687409"
"Permanent","2014","lower secondary degree","indirect migration background","189","0.723913172928639","0.669149295352408","0.778677050504871"
"Permanent","2014","secondary school degree","no migration background","3534","0.86699945516033","0.856551574771813","0.877447335548848"
"Permanent","2014","secondary school degree","direct migration background","214","0.851782033417105","0.809633600653709","0.893930466180501"
"Permanent","2014","secondary school degree","indirect migration background","216","0.652827625263311","0.600420504306387","0.705234746220235"
"Permanent","2014","college entrance qualification","no migration background","3222","0.808515428025039","0.796078561630113","0.820952294419965"
"Permanent","2014","college entrance qualification","direct migration background","215","0.730189143464918","0.679452489571944","0.780925797357891"
"Permanent","2014","college entrance qualification","indirect migration background","279","0.745599487749047","0.701222377316679","0.789976598181414"
"Permanent","2014","Other degree","no migration background","41","0.779349414835384","0.672627712818671","0.886071116852097"
"Permanent","2014","Other degree","direct migration background","1448","0.819458080659729","0.801488242914486","0.837427918404972"
"Permanent","2014","Other degree","indirect migration background","29","","",""
"Permanent","2014","no degree/no degree yet","no migration background","66","0.723157448463961","0.62913721652101","0.817177680406912"
"Permanent","2014","no degree/no degree yet","direct migration background","76","0.766820460345248","0.686322064710509","0.847318855979986"
"Permanent","2014","no degree/no degree yet","indirect migration background","17","","",""
"Limited","2014","lower secondary degree","no migration background","240","0.10081749489077","0.0879797063554562","0.113655283426085"
"Limited","2014","lower secondary degree","direct migration background","71","0.174428292416664","0.134785647312591","0.214070937520737"
"Limited","2014","lower secondary degree","indirect migration background","67","0.276086827071361","0.221322949495129","0.330850704647592"
"Limited","2014","secondary school degree","no migration background","524","0.13300054483967","0.122552664451152","0.143448425228187"
"Limited","2014","secondary school degree","direct migration background","59","0.148217966582895","0.106069533819499","0.190366399346291"
"Limited","2014","secondary school degree","indirect migration background","101","0.347172374736689","0.294765253779765","0.399579495693613"
"Limited","2014","college entrance qualification","no migration background","623","0.191484571974961","0.179047705580035","0.203921438369887"
"Limited","2014","college entrance qualification","direct migration background","79","0.269810856535082","0.219074202642109","0.320547510428056"
"Limited","2014","college entrance qualification","indirect migration background","91","0.254400512250953","0.210023401818586","0.298777622683321"
"Limited","2014","Other degree","no migration background","17","","",""
"Limited","2014","Other degree","direct migration background","312","0.180541919340271","0.162572081595028","0.198511757085514"
"Limited","2014","Other degree","indirect migration background","8","","",""
"Limited","2014","no degree/no degree yet","no migration background","21","","",""
"Limited","2014","no degree/no degree yet","direct migration background","30","0.233179539654752","0.152681144020014","0.313677935289491"
"Limited","2014","no degree/no degree yet","indirect migration background","11","","",""
"Permanent","2015","lower secondary degree","no migration background","1719","0.886409186297876","0.872343418632882","0.90047495396287"
"Permanent","2015","lower secondary degree","direct migration background","251","0.861644484353037","0.823147106817883","0.900141861888191"
"Permanent","2015","lower secondary degree","indirect migration background","159","0.637749330537296","0.57616506499267","0.699333596081922"
"Permanent","2015","secondary school degree","no migration background","3401","0.882572337301701","0.872457058918363","0.892687615685038"
"Permanent","2015","secondary school degree","direct migration background","205","0.841854319558749","0.797923197744264","0.885785441373234"
"Permanent","2015","secondary school degree","indirect migration background","198","0.718003809972732","0.665013897613104","0.770993722332359"
"Permanent","2015","college entrance qualification","no migration background","3131","0.828499794313926","0.816357286016872","0.840642302610979"
"Permanent","2015","college entrance qualification","direct migration background","205","0.774725707422902","0.724615954515011","0.824835460330793"
"Permanent","2015","college entrance qualification","indirect migration background","265","0.750026302113609","0.704336008628219","0.795716595598999"
"Permanent","2015","Other degree","no migration background","36","0.548902246006929","0.417395030401598","0.68040946161226"
"Permanent","2015","Other degree","direct migration background","1805","0.806675859791484","0.790564849955862","0.822786869627106"
"Permanent","2015","Other degree","indirect migration background","31","0.852800713521597","0.74015026566504","0.965451161378154"
"Permanent","2015","no degree/no degree yet","no migration background","59","0.574381443666704","0.467364722080575","0.681398165252832"
"Permanent","2015","no degree/no degree yet","direct migration background","107","0.751195640721631","0.682467939313974","0.819923342129288"
"Permanent","2015","no degree/no degree yet","indirect migration background","16","","",""
"Limited","2015","lower secondary degree","no migration background","236","0.113590813702124","0.0995250460371304","0.127656581367118"
"Limited","2015","lower secondary degree","direct migration background","58","0.138355515646963","0.0998581381118093","0.176852893182116"
"Limited","2015","lower secondary degree","indirect migration background","75","0.362250669462704","0.300666403918078","0.42383493500733"
"Limited","2015","secondary school degree","no migration background","490","0.117427662698299","0.107312384314962","0.127542941081637"
"Limited","2015","secondary school degree","direct migration background","60","0.158145680441251","0.114214558626766","0.202076802255736"
"Limited","2015","secondary school degree","indirect migration background","79","0.281996190027268","0.229006277667641","0.334986102386896"
"Limited","2015","college entrance qualification","no migration background","571","0.171500205686074","0.15935769738902","0.183642713983128"
"Limited","2015","college entrance qualification","direct migration background","62","0.225274292577098","0.175164539669207","0.275384045484989"
"Limited","2015","college entrance qualification","indirect migration background","80","0.249973697886391","0.204283404401001","0.295663991371781"
"Limited","2015","Other degree","no migration background","19","","",""
"Limited","2015","Other degree","direct migration background","503","0.193324140208516","0.177213130372894","0.209435150044138"
"Limited","2015","Other degree","indirect migration background","7","","",""
"Limited","2015","no degree/no degree yet","no migration background","23","","",""
"Limited","2015","no degree/no degree yet","direct migration background","45","0.248804359278369","0.180076657870712","0.317532060686026"
"Limited","2015","no degree/no degree yet","indirect migration background","8","","",""
"Permanent","2016","lower secondary degree","no migration background","1586","0.896266855985454","0.882235265915237","0.91029844605567"
"Permanent","2016","lower secondary degree","direct migration background","224","0.828852226178841","0.785872735524221","0.871831716833462"
"Permanent","2016","lower secondary degree","indirect migration background","153","0.69710620425375","0.635826610396278","0.758385798111222"
"Permanent","2016","secondary school degree","no migration background","3111","0.864391885212336","0.853170473011872","0.8756132974128"
"Permanent","2016","secondary school degree","direct migration background","187","0.886659692936988","0.845052699438931","0.928266686435044"
"Permanent","2016","secondary school degree","indirect migration background","185","0.700895212969179","0.645664028586531","0.756126397351828"
"Permanent","2016","college entrance qualification","no migration background","2972","0.822950043410888","0.810334773253821","0.835565313567955"
"Permanent","2016","college entrance qualification","direct migration background","205","0.760777441671216","0.709218962865375","0.812335920477056"
"Permanent","2016","college entrance qualification","indirect migration background","267","0.750671533321808","0.705347873062791","0.795995193580824"
"Permanent","2016","Other degree","no migration background","37","0.798380343382278","0.686043710018462","0.910716976746095"
"Permanent","2016","Other degree","direct migration background","1511","0.793820858342423","0.776451536979754","0.811190179705093"
"Permanent","2016","Other degree","indirect migration background","29","","",""
"Permanent","2016","no degree/no degree yet","no migration background","51","0.655065640700317","0.538607797464019","0.771523483936615"
"Permanent","2016","no degree/no degree yet","direct migration background","128","0.705973273153881","0.648571151789456","0.763375394518307"
"Permanent","2016","no degree/no degree yet","indirect migration background","19","","",""
"Limited","2016","lower secondary degree","no migration background","228","0.103733144014546","0.0897015539443302","0.117764734084762"
"Limited","2016","lower secondary degree","direct migration background","71","0.171147773821159","0.128168283166538","0.214127264475779"
"Limited","2016","lower secondary degree","indirect migration background","63","0.30289379574625","0.241614201888778","0.364173389603722"
"Limited","2016","secondary school degree","no migration background","465","0.135608114787664","0.1243867025872","0.146829526988128"
"Limited","2016","secondary school degree","direct migration background","36","0.113340307063012","0.0717333135649556","0.154947300561069"
"Limited","2016","secondary school degree","indirect migration background","79","0.299104787030821","0.243873602648172","0.354335971413469"
"Limited","2016","college entrance qualification","no migration background","545","0.177049956589112","0.164434686432045","0.189665226746179"
"Limited","2016","college entrance qualification","direct migration background","58","0.239222558328784","0.187664079522944","0.290781037134625"
"Limited","2016","college entrance qualification","indirect migration background","83","0.249328466678192","0.204004806419176","0.294652126937209"
"Limited","2016","Other degree","no migration background","12","","",""
"Limited","2016","Other degree","direct migration background","573","0.206179141657577","0.188809820294908","0.223548463020246"
"Limited","2016","Other degree","indirect migration background","7","","",""
"Limited","2016","no degree/no degree yet","no migration background","13","","",""
"Limited","2016","no degree/no degree yet","direct migration background","114","0.294026726846119","0.236624605481693","0.351428848210544"
"Limited","2016","no degree/no degree yet","indirect migration background","7","","",""
"Permanent","2017","lower secondary degree","no migration background","1794","0.894494062507866","0.881224790427089","0.907763334588644"
"Permanent","2017","lower secondary degree","direct migration background","227","0.85976251305687","0.819163428223378","0.900361597890362"
"Permanent","2017","lower secondary degree","indirect migration background","176","0.805591494563128","0.754223130554983","0.856959858571272"
"Permanent","2017","secondary school degree","no migration background","3776","0.883225353877133","0.873576908888579","0.892873798865687"
"Permanent","2017","secondary school degree","direct migration background","189","0.813298837552775","0.762495474991429","0.864102200114121"
"Permanent","2017","secondary school degree","indirect migration background","214","0.723710394116144","0.67161257401214","0.775808214220148"
"Permanent","2017","college entrance qualification","no migration background","3581","0.830895081529468","0.819642772823754","0.842147390235181"
"Permanent","2017","college entrance qualification","direct migration background","193","0.795976296501187","0.747179891609919","0.844772701392455"
"Permanent","2017","college entrance qualification","indirect migration background","289","0.666956254208041","0.621391766053848","0.712520742362234"
"Permanent","2017","Other degree","no migration background","40","0.793249879618547","0.682104632457713","0.904395126779381"
"Permanent","2017","Other degree","direct migration background","1552","0.802210238897406","0.785534932618681","0.818885545176132"
"Permanent","2017","Other degree","indirect migration background","28","","",""
"Permanent","2017","no degree/no degree yet","no migration background","71","0.63893502035986","0.545263313435155","0.732606727284566"
"Permanent","2017","no degree/no degree yet","direct migration background","145","0.711575403903188","0.661144836482944","0.762005971323432"
"Permanent","2017","no degree/no degree yet","indirect migration background","18","","",""
"Limited","2017","lower secondary degree","no migration background","265","0.105505937492133","0.0922366654113563","0.118775209572911"
"Limited","2017","lower secondary degree","direct migration background","54","0.14023748694313","0.0996384021096378","0.180836571776622"
"Limited","2017","lower secondary degree","indirect migration background","52","0.194408505436872","0.143040141428727","0.245776869445017"
"Limited","2017","secondary school degree","no migration background","480","0.116774646122867","0.107126201134313","0.126423091111421"
"Limited","2017","secondary school degree","direct migration background","37","0.186701162447225","0.135897799885879","0.237504525008571"
"Limited","2017","secondary school degree","indirect migration background","69","0.276289605883856","0.224191785779852","0.32838742598786"
"Limited","2017","college entrance qualification","no migration background","682","0.169104918470532","0.157852609764819","0.180357227176246"
"Limited","2017","college entrance qualification","direct migration background","69","0.204023703498813","0.155227298607545","0.252820108390081"
"Limited","2017","college entrance qualification","indirect migration background","122","0.333043745791959","0.287479257637766","0.378608233946152"
"Limited","2017","Other degree","no migration background","11","","",""
"Limited","2017","Other degree","direct migration background","640","0.197789761102594","0.181114454823869","0.214465067381319"
"Limited","2017","Other degree","indirect migration background","3","","",""
"Limited","2017","no degree/no degree yet","no migration background","30","0.36106497964014","0.267393272715434","0.454736686564845"
"Limited","2017","no degree/no degree yet","direct migration background","165","0.288424596096812","0.237994028676568","0.338855163517056"
"Limited","2017","no degree/no degree yet","indirect migration background","13","","",""
"Permanent","2018","lower secondary degree","no migration background","1620","0.897760798727285","0.883977659346549","0.911543938108022"
"Permanent","2018","lower secondary degree","direct migration background","207","0.859462181358099","0.818235653714919","0.900688709001279"
"Permanent","2018","lower secondary degree","indirect migration background","171","0.768226566049183","0.713928971910644","0.822524160187722"
"Permanent","2018","secondary school degree","no migration background","3593","0.898518112205284","0.889174273874237","0.90786195053633"
"Permanent","2018","secondary school degree","direct migration background","170","0.835882093538439","0.786715475135858","0.88504871194102"
"Permanent","2018","secondary school degree","indirect migration background","224","0.742633647141408","0.693162650594967","0.792104643687849"
"Permanent","2018","college entrance qualification","no migration background","3498","0.840425354839058","0.829230824713301","0.851619884964816"
"Permanent","2018","college entrance qualification","direct migration background","181","0.716152288192629","0.662072142731575","0.770232433653682"
"Permanent","2018","college entrance qualification","indirect migration background","270","0.639526532870948","0.591996184982436","0.68705688075946"
"Permanent","2018","Other degree","no migration background","42","0.874316131084772","0.785901278484247","0.962730983685296"
"Permanent","2018","Other degree","direct migration background","1546","0.791213787390119","0.774404819543832","0.808022755236406"
"Permanent","2018","Other degree","indirect migration background","26","","",""
"Permanent","2018","no degree/no degree yet","no migration background","63","0.762806830626374","0.670174208574986","0.855439452677762"
"Permanent","2018","no degree/no degree yet","direct migration background","173","0.712024652112019","0.666436324879384","0.757612979344655"
"Permanent","2018","no degree/no degree yet","indirect migration background","20","","",""
"Limited","2018","lower secondary degree","no migration background","236","0.102239201272715","0.0884560618919785","0.116022340653452"
"Limited","2018","lower secondary degree","direct migration background","66","0.140537818641901","0.0993112909987208","0.181764346285081"
"Limited","2018","lower secondary degree","indirect migration background","61","0.231773433950817","0.177475839812278","0.286071028089356"
"Limited","2018","secondary school degree","no migration background","419","0.101481887794716","0.0921380494636696","0.110825726125763"
"Limited","2018","secondary school degree","direct migration background","48","0.164117906461561","0.11495128805898","0.213284524864142"
"Limited","2018","secondary school degree","indirect migration background","76","0.257366352858592","0.207895356312151","0.306837349405033"
"Limited","2018","college entrance qualification","no migration background","613","0.159574645160942","0.148380115035184","0.170769175286699"
"Limited","2018","college entrance qualification","direct migration background","86","0.283847711807372","0.229767566346318","0.337927857268425"
"Limited","2018","college entrance qualification","indirect migration background","122","0.360473467129052","0.31294311924054","0.408003815017564"
"Limited","2018","Other degree","no migration background","12","","",""
"Limited","2018","Other degree","direct migration background","700","0.208786212609881","0.191977244763594","0.225595180456168"
"Limited","2018","Other degree","indirect migration background","3","","",""
"Limited","2018","no degree/no degree yet","no migration background","18","","",""
"Limited","2018","no degree/no degree yet","direct migration background","206","0.287975347887981","0.242387020655345","0.333563675120616"
"Limited","2018","no degree/no degree yet","indirect migration background","7","","",""
"Permanent","2019","lower secondary degree","no migration background","1480","0.903290509010644","0.889136190714452","0.917444827306835"
"Permanent","2019","lower secondary degree","direct migration background","177","0.80746139729134","0.758088928815808","0.856833865766871"
"Permanent","2019","lower secondary degree","indirect migration background","146","0.7987679684672","0.742351473319864","0.855184463614536"
"Permanent","2019","secondary school degree","no migration background","3460","0.904232742657363","0.894943409492203","0.913522075822523"
"Permanent","2019","secondary school degree","direct migration background","153","0.80860665232768","0.752961216146971","0.864252088508389"
"Permanent","2019","secondary school degree","indirect migration background","207","0.743878922712457","0.693024508050033","0.794733337374881"
"Permanent","2019","college entrance qualification","no migration background","3568","0.842767466983367","0.831755828102631","0.853779105864104"
"Permanent","2019","college entrance qualification","direct migration background","196","0.821167049968324","0.774132442007672","0.868201657928976"
"Permanent","2019","college entrance qualification","indirect migration background","304","0.706016847869929","0.661370406444997","0.750663289294861"
"Permanent","2019","Other degree","no migration background","37","0.777588824158268","0.663454489598779","0.891723158717756"
"Permanent","2019","Other degree","direct migration background","1380","0.813889277870936","0.796971326885416","0.830807228856456"
"Permanent","2019","Other degree","indirect migration background","27","","",""
"Permanent","2019","no degree/no degree yet","no migration background","74","0.745703709181198","0.660777728892751","0.830629689469645"
"Permanent","2019","no degree/no degree yet","direct migration background","197","0.720632058412216","0.679718036217906","0.761546080606526"
"Permanent","2019","no degree/no degree yet","indirect migration background","18","","",""
"Limited","2019","lower secondary degree","no migration background","195","0.0967094909893563","0.0825551726931648","0.110863809285548"
"Limited","2019","lower secondary degree","direct migration background","68","0.19253860270866","0.143166134233129","0.241911071184192"
