"plb0037_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Permanent","1989","secondary school degree","no migration background","136","0.756779655123507","0.69512352067821","0.818435789568803"
"Permanent","1989","secondary school degree","direct migration background","10","","",""
"Permanent","1989","secondary school degree","indirect migration background","2","","",""
"Permanent","1989","college entrance qualification","no migration background","107","0.767899410858237","0.698945780947338","0.836853040769135"
"Permanent","1989","college entrance qualification","direct migration background","11","","",""
"Permanent","1989","college entrance qualification","indirect migration background","2","","",""
"Permanent","1989","Other degree","no migration background","6","","",""
"Permanent","1989","Other degree","direct migration background","47","0.74521119747136","0.637612337208265","0.852810057734455"
"Permanent","1989","Other degree","indirect migration background","1","","",""
"Permanent","1989","no degree/no degree yet","no migration background","8","","",""
"Permanent","1989","no degree/no degree yet","direct migration background","23","","",""
"Permanent","1989","no degree/no degree yet","indirect migration background","4","","",""
"Limited","1989","lower secondary degree","no migration background","69","0.237438061558278","0.186869992507855","0.288006130608702"
"Limited","1989","lower secondary degree","direct migration background","28","","",""
"Limited","1989","lower secondary degree","indirect migration background","5","","",""
"Limited","1989","secondary school degree","no migration background","50","0.243220344876493","0.181564210431197","0.30487647932179"
"Limited","1989","secondary school degree","direct migration background","12","","",""
"Limited","1989","secondary school degree","indirect migration background","5","","",""
"Limited","1989","college entrance qualification","no migration background","37","0.232100589141763","0.163146959230865","0.301054219052662"
"Limited","1989","college entrance qualification","direct migration background","5","","",""
"Limited","1989","college entrance qualification","indirect migration background","2","","",""
"Limited","1989","Other degree","no migration background","","","",""
"Limited","1989","Other degree","direct migration background","16","","",""
"Limited","1989","Other degree","indirect migration background","1","","",""
"Limited","1989","no degree/no degree yet","no migration background","1","","",""
"Limited","1989","no degree/no degree yet","direct migration background","8","","",""
"Limited","1989","no degree/no degree yet","indirect migration background","","","",""
"Permanent","1990","lower secondary degree","no migration background","231","0.83103761491601","0.787379977492362","0.874695252339657"
"Permanent","1990","lower secondary degree","direct migration background","64","0.724951556373291","0.634197570960669","0.815705541785913"
"Permanent","1990","lower secondary degree","indirect migration background","18","","",""
"Permanent","1990","secondary school degree","no migration background","143","0.751274144456952","0.689969822216029","0.812578466697874"
"Permanent","1990","secondary school degree","direct migration background","12","","",""
"Permanent","1990","secondary school degree","indirect migration background","3","","",""
"Permanent","1990","college entrance qualification","no migration background","108","0.74634484453248","0.675767830783687","0.816921858281272"
"Permanent","1990","college entrance qualification","direct migration background","11","","",""
"Permanent","1990","college entrance qualification","indirect migration background","2","","",""
"Permanent","1990","Other degree","no migration background","5","","",""
"Permanent","1990","Other degree","direct migration background","53","0.763501644262467","0.660199231807591","0.866804056717343"
"Permanent","1990","Other degree","indirect migration background","1","","",""
"Permanent","1990","no degree/no degree yet","no migration background","5","","",""
"Permanent","1990","no degree/no degree yet","direct migration background","26","","",""
"Permanent","1990","no degree/no degree yet","indirect migration background","1","","",""
"Limited","1990","lower secondary degree","no migration background","52","0.16896238508399","0.125304747660343","0.212620022507638"
"Limited","1990","lower secondary degree","direct migration background","29","","",""
"Limited","1990","lower secondary degree","indirect migration background","8","","",""
"Limited","1990","secondary school degree","no migration background","48","0.248725855543048","0.187421533302126","0.310030177783971"
"Limited","1990","secondary school degree","direct migration background","5","","",""
"Limited","1990","secondary school degree","indirect migration background","7","","",""
"Limited","1990","college entrance qualification","no migration background","38","0.25365515546752","0.183078141718728","0.324232169216313"
"Limited","1990","college entrance qualification","direct migration background","4","","",""
"Limited","1990","college entrance qualification","indirect migration background","5","","",""
"Limited","1990","Other degree","no migration background","","","",""
"Limited","1990","Other degree","direct migration background","12","","",""
"Limited","1990","Other degree","indirect migration background","","","",""
"Limited","1990","no degree/no degree yet","no migration background","","","",""
"Limited","1990","no degree/no degree yet","direct migration background","8","","",""
"Limited","1990","no degree/no degree yet","indirect migration background","","","",""
"Permanent","1991","lower secondary degree","no migration background","304","0.786473255544871","0.745432360578059","0.827514150511684"
"Permanent","1991","lower secondary degree","direct migration background","73","0.864488096113219","0.792976744402212","0.935999447824226"
"Permanent","1991","lower secondary degree","indirect migration background","19","","",""
"Permanent","1991","secondary school degree","no migration background","494","0.804584671824009","0.773670704587018","0.835498639060999"
"Permanent","1991","secondary school degree","direct migration background","20","","",""
"Permanent","1991","secondary school degree","indirect migration background","2","","",""
"Permanent","1991","college entrance qualification","no migration background","204","0.721459333886003","0.669045592173157","0.77387307559885"
"Permanent","1991","college entrance qualification","direct migration background","10","","",""
"Permanent","1991","college entrance qualification","indirect migration background","8","","",""
"Permanent","1991","Other degree","no migration background","4","","",""
"Permanent","1991","Other degree","direct migration background","70","0.814232593785691","0.730054291021627","0.898410896549755"
"Permanent","1991","Other degree","indirect migration background","1","","",""
"Permanent","1991","no degree/no degree yet","no migration background","8","","",""
"Permanent","1991","no degree/no degree yet","direct migration background","35","0.759071253462999","0.632711917279989","0.885430589646009"
"Permanent","1991","no degree/no degree yet","indirect migration background","2","","",""
"Limited","1991","lower secondary degree","no migration background","79","0.213526744455129","0.172485849488316","0.254567639421941"
"Limited","1991","lower secondary degree","direct migration background","15","","",""
"Limited","1991","lower secondary degree","indirect migration background","12","","",""
"Limited","1991","secondary school degree","no migration background","138","0.195415328175991","0.164501360939001","0.226329295412982"
"Limited","1991","secondary school degree","direct migration background","7","","",""
"Limited","1991","secondary school degree","indirect migration background","5","","",""
"Limited","1991","college entrance qualification","no migration background","77","0.278540666113997","0.22612692440115","0.330954407826843"
"Limited","1991","college entrance qualification","direct migration background","10","","",""
"Limited","1991","college entrance qualification","indirect migration background","","","",""
"Limited","1991","Other degree","no migration background","4","","",""
"Limited","1991","Other degree","direct migration background","12","","",""
"Limited","1991","Other degree","indirect migration background","1","","",""
"Limited","1991","no degree/no degree yet","no migration background","","","",""
"Limited","1991","no degree/no degree yet","direct migration background","9","","",""
"Limited","1991","no degree/no degree yet","indirect migration background","1","","",""
"Permanent","1992","lower secondary degree","no migration background","315","0.757231868512038","0.716227160352052","0.798236576672023"
"Permanent","1992","lower secondary degree","direct migration background","55","0.851691114858419","0.769598046915777","0.933784182801062"
"Permanent","1992","lower secondary degree","indirect migration background","21","","",""
"Permanent","1992","secondary school degree","no migration background","469","0.796356794056475","0.764160961315252","0.828552626797697"
"Permanent","1992","secondary school degree","direct migration background","19","","",""
"Permanent","1992","secondary school degree","indirect migration background","11","","",""
"Permanent","1992","college entrance qualification","no migration background","186","0.697685425636063","0.641645492839075","0.753725358433051"
"Permanent","1992","college entrance qualification","direct migration background","7","","",""
"Permanent","1992","college entrance qualification","indirect migration background","2","","",""
"Permanent","1992","Other degree","no migration background","7","","",""
"Permanent","1992","Other degree","direct migration background","54","0.844126888027409","0.755258444444766","0.932995331610051"
"Permanent","1992","Other degree","indirect migration background","1","","",""
"Permanent","1992","no degree/no degree yet","no migration background","8","","",""
"Permanent","1992","no degree/no degree yet","direct migration background","27","","",""
"Permanent","1992","no degree/no degree yet","indirect migration background","2","","",""
"Limited","1992","lower secondary degree","no migration background","105","0.242768131487962","0.201763423327977","0.283772839647948"
"Limited","1992","lower secondary degree","direct migration background","17","","",""
"Limited","1992","lower secondary degree","indirect migration background","14","","",""
"Limited","1992","secondary school degree","no migration background","132","0.203643205943525","0.171447373202303","0.235839038684747"
"Limited","1992","secondary school degree","direct migration background","7","","",""
"Limited","1992","secondary school degree","indirect migration background","7","","",""
"Limited","1992","college entrance qualification","no migration background","72","0.302314574363937","0.246274641566949","0.358354507160925"
"Limited","1992","college entrance qualification","direct migration background","7","","",""
"Limited","1992","college entrance qualification","indirect migration background","5","","",""
"Limited","1992","Other degree","no migration background","2","","",""
"Limited","1992","Other degree","direct migration background","10","","",""
"Limited","1992","Other degree","indirect migration background","","","",""
"Limited","1992","no degree/no degree yet","no migration background","3","","",""
"Limited","1992","no degree/no degree yet","direct migration background","2","","",""
"Limited","1992","no degree/no degree yet","indirect migration background","","","",""
"Permanent","1993","lower secondary degree","no migration background","251","0.783710713563391","0.739086599143713","0.828334827983068"
"Permanent","1993","lower secondary degree","direct migration background","44","0.864307485175454","0.774612913497615","0.954002056853294"
"Permanent","1993","lower secondary degree","indirect migration background","25","","",""
"Permanent","1993","secondary school degree","no migration background","420","0.805334228671507","0.771270099685095","0.83939835765792"
"Permanent","1993","secondary school degree","direct migration background","12","","",""
"Permanent","1993","secondary school degree","indirect migration background","8","","",""
"Permanent","1993","college entrance qualification","no migration background","186","0.737183799306031","0.682946033935932","0.79142156467613"
"Permanent","1993","college entrance qualification","direct migration background","13","","",""
"Permanent","1993","college entrance qualification","indirect migration background","7","","",""
"Permanent","1993","Other degree","no migration background","7","","",""
"Permanent","1993","Other degree","direct migration background","35","0.785305978806501","0.663980732991408","0.906631224621594"
"Permanent","1993","Other degree","indirect migration background","2","","",""
"Permanent","1993","no degree/no degree yet","no migration background","3","","",""
"Permanent","1993","no degree/no degree yet","direct migration background","11","","",""
"Permanent","1993","no degree/no degree yet","indirect migration background","2","","",""
"Limited","1993","lower secondary degree","no migration background","76","0.21628928643661","0.171665172016932","0.260913400856287"
"Limited","1993","lower secondary degree","direct migration background","12","","",""
"Limited","1993","lower secondary degree","indirect migration background","12","","",""
"Limited","1993","secondary school degree","no migration background","99","0.194665771328493","0.16060164234208","0.228729900314905"
"Limited","1993","secondary school degree","direct migration background","5","","",""
"Limited","1993","secondary school degree","indirect migration background","5","","",""
"Limited","1993","college entrance qualification","no migration background","67","0.262816200693969","0.20857843532387","0.317053966064068"
"Limited","1993","college entrance qualification","direct migration background","7","","",""
"Limited","1993","college entrance qualification","indirect migration background","1","","",""
"Limited","1993","Other degree","no migration background","3","","",""
"Limited","1993","Other degree","direct migration background","9","","",""
"Limited","1993","Other degree","indirect migration background","1","","",""
"Limited","1993","no degree/no degree yet","no migration background","4","","",""
"Limited","1993","no degree/no degree yet","direct migration background","4","","",""
"Limited","1993","no degree/no degree yet","indirect migration background","1","","",""
"Permanent","1994","lower secondary degree","no migration background","222","0.773121082255763","0.725885915970671","0.820356248540854"
"Permanent","1994","lower secondary degree","direct migration background","31","0.811677507727114","0.687369488882376","0.935985526571852"
"Permanent","1994","lower secondary degree","indirect migration background","30","0.461255363516859","0.3295119413011","0.592998785732618"
"Permanent","1994","secondary school degree","no migration background","303","0.710783637666011","0.667525082880455","0.754042192451568"
"Permanent","1994","secondary school degree","direct migration background","8","","",""
"Permanent","1994","secondary school degree","indirect migration background","11","","",""
"Permanent","1994","college entrance qualification","no migration background","128","0.594386937442744","0.529797396413948","0.658976478471541"
"Permanent","1994","college entrance qualification","direct migration background","8","","",""
"Permanent","1994","college entrance qualification","indirect migration background","8","","",""
"Permanent","1994","Other degree","no migration background","8","","",""
"Permanent","1994","Other degree","direct migration background","20","","",""
"Permanent","1994","Other degree","indirect migration background","2","","",""
"Permanent","1994","no degree/no degree yet","no migration background","4","","",""
"Permanent","1994","no degree/no degree yet","direct migration background","11","","",""
"Permanent","1994","no degree/no degree yet","indirect migration background","2","","",""
"Limited","1994","lower secondary degree","no migration background","80","0.226878917744237","0.179643751459145","0.274114084029329"
"Limited","1994","lower secondary degree","direct migration background","7","","",""
"Limited","1994","lower secondary degree","indirect migration background","25","","",""
"Limited","1994","secondary school degree","no migration background","119","0.289216362333989","0.245957807548432","0.332474917119545"
"Limited","1994","secondary school degree","direct migration background","4","","",""
"Limited","1994","secondary school degree","indirect migration background","10","","",""
"Limited","1994","college entrance qualification","no migration background","94","0.405613062557256","0.341023521528459","0.470202603586052"
"Limited","1994","college entrance qualification","direct migration background","10","","",""
"Limited","1994","college entrance qualification","indirect migration background","5","","",""
"Limited","1994","Other degree","no migration background","5","","",""
"Limited","1994","Other degree","direct migration background","13","","",""
"Limited","1994","Other degree","indirect migration background","","","",""
"Limited","1994","no degree/no degree yet","no migration background","5","","",""
"Limited","1994","no degree/no degree yet","direct migration background","7","","",""
"Limited","1994","no degree/no degree yet","indirect migration background","","","",""
"Permanent","1995","lower secondary degree","no migration background","1800","0.903953804729352","0.891046687464311","0.916860921994392"
"Permanent","1995","lower secondary degree","direct migration background","287","0.90902009384208","0.87751124144061","0.94052894624355"
"Permanent","1995","lower secondary degree","indirect migration background","91","0.740794512083234","0.664281765392997","0.817307258773472"
"Permanent","1995","secondary school degree","no migration background","1961","0.894341157199292","0.881548173288684","0.907134141109901"
"Permanent","1995","secondary school degree","direct migration background","95","0.892594369241008","0.833926975073586","0.95126176340843"
"Permanent","1995","secondary school degree","indirect migration background","50","0.593554382764366","0.485245013718485","0.701863751810248"
"Permanent","1995","college entrance qualification","no migration background","876","0.834707389023603","0.81233594797627","0.857078830070936"
"Permanent","1995","college entrance qualification","direct migration background","80","0.829061902186655","0.755644279640753","0.902479524732557"
"Permanent","1995","college entrance qualification","indirect migration background","20","","",""
"Permanent","1995","Other degree","no migration background","25","","",""
"Permanent","1995","Other degree","direct migration background","585","0.885145852959352","0.860424147839065","0.90986755807964"
"Permanent","1995","Other degree","indirect migration background","5","","",""
"Permanent","1995","no degree/no degree yet","no migration background","26","","",""
"Permanent","1995","no degree/no degree yet","direct migration background","203","0.911301036957994","0.873646593141355","0.948955480774633"
"Permanent","1995","no degree/no degree yet","indirect migration background","5","","",""
"Limited","1995","lower secondary degree","no migration background","202","0.0960461952706481","0.0831390780056076","0.108953312535689"
"Limited","1995","lower secondary degree","direct migration background","33","0.0909799061579203","0.0594710537564504","0.12248875855939"
"Limited","1995","lower secondary degree","indirect migration background","35","0.259205487916766","0.182692741226528","0.335718234607003"
"Limited","1995","secondary school degree","no migration background","257","0.105658842800708","0.092865858890099","0.118451826711316"
"Limited","1995","secondary school degree","direct migration background","12","","",""
"Limited","1995","secondary school degree","indirect migration background","29","","",""
"Limited","1995","college entrance qualification","no migration background","183","0.165292610976397","0.142921169929064","0.18766405202373"
"Limited","1995","college entrance qualification","direct migration background","21","","",""
"Limited","1995","college entrance qualification","indirect migration background","13","","",""
"Limited","1995","Other degree","no migration background","10","","",""
"Limited","1995","Other degree","direct migration background","54","0.114854147040648","0.0901324419203601","0.139575852160935"
"Limited","1995","Other degree","indirect migration background","6","","",""
"Limited","1995","no degree/no degree yet","no migration background","5","","",""
"Limited","1995","no degree/no degree yet","direct migration background","16","","",""
"Limited","1995","no degree/no degree yet","indirect migration background","","","",""
"Permanent","1996","lower secondary degree","no migration background","1729","0.902523042127691","0.889293735368943","0.915752348886438"
"Permanent","1996","lower secondary degree","direct migration background","281","0.901614297906385","0.868723894228591","0.934504701584179"
"Permanent","1996","lower secondary degree","indirect migration background","81","0.62468022954557","0.538405221693869","0.710955237397271"
"Permanent","1996","secondary school degree","no migration background","1941","0.899062239815267","0.886419477626203","0.911705002004331"
"Permanent","1996","secondary school degree","direct migration background","81","0.861475364737002","0.792729407612885","0.930221321861119"
"Permanent","1996","secondary school degree","indirect migration background","54","0.679957081846497","0.57836720283628","0.781546960856715"
"Permanent","1996","college entrance qualification","no migration background","902","0.862339281597428","0.841588034031349","0.883090529163506"
"Permanent","1996","college entrance qualification","direct migration background","84","0.911841450157129","0.854827888501254","0.968855011813004"
"Permanent","1996","college entrance qualification","indirect migration background","27","","",""
"Permanent","1996","Other degree","no migration background","31","0.951703370060497","0.879639455463861","1.02376728465713"
"Permanent","1996","Other degree","direct migration background","521","0.895207958189822","0.869997387322672","0.920418529056973"
"Permanent","1996","Other degree","indirect migration background","6","","",""
"Permanent","1996","no degree/no degree yet","no migration background","26","","",""
"Permanent","1996","no degree/no degree yet","direct migration background","188","0.883586915768778","0.83902672015553","0.928147111382027"
"Permanent","1996","no degree/no degree yet","indirect migration background","3","","",""
"Limited","1996","lower secondary degree","no migration background","202","0.0974769578723095","0.0842476511135618","0.110706264631057"
"Limited","1996","lower secondary degree","direct migration background","34","0.0983857020936148","0.0654952984158211","0.131276105771409"
"Limited","1996","lower secondary degree","indirect migration background","40","0.37531977045443","0.289044762602729","0.461594778306131"
"Limited","1996","secondary school degree","no migration background","240","0.100937760184733","0.088294997995669","0.113580522373797"
"Limited","1996","secondary school degree","direct migration background","16","","",""
"Limited","1996","secondary school degree","indirect migration background","27","","",""
"Limited","1996","college entrance qualification","no migration background","157","0.137660718402573","0.116909470836494","0.158411965968651"
"Limited","1996","college entrance qualification","direct migration background","11","","",""
"Limited","1996","college entrance qualification","indirect migration background","14","","",""
"Limited","1996","Other degree","no migration background","3","","",""
"Limited","1996","Other degree","direct migration background","46","0.104792041810177","0.0795814709430274","0.130002612677328"
"Limited","1996","Other degree","indirect migration background","3","","",""
"Limited","1996","no degree/no degree yet","no migration background","7","","",""
"Limited","1996","no degree/no degree yet","direct migration background","11","","",""
"Limited","1996","no degree/no degree yet","indirect migration background","","","",""
"Permanent","1997","lower secondary degree","no migration background","1603","0.902760091008606","0.889072712222229","0.916447469794983"
"Permanent","1997","lower secondary degree","direct migration background","264","0.879958620615745","0.843363482506946","0.916553758724545"
"Permanent","1997","lower secondary degree","indirect migration background","89","0.579724093405968","0.497666530801423","0.661781656010514"
"Permanent","1997","secondary school degree","no migration background","1846","0.882444875995458","0.868724935215109","0.896164816775807"
"Permanent","1997","secondary school degree","direct migration background","78","0.866946536791701","0.798288178635647","0.935604894947754"
"Permanent","1997","secondary school degree","indirect migration background","52","0.514323468181116","0.414345523488563","0.614301412873668"
"Permanent","1997","college entrance qualification","no migration background","898","0.833624765596383","0.811413880897662","0.855835650295105"
"Permanent","1997","college entrance qualification","direct migration background","89","0.867693623758226","0.802575030244957","0.932812217271494"
"Permanent","1997","college entrance qualification","indirect migration background","30","0.609178302307097","0.465005513481046","0.753351091133148"
"Permanent","1997","Other degree","no migration background","26","","",""
"Permanent","1997","Other degree","direct migration background","468","0.889202073550828","0.861880219874058","0.916523927227597"
"Permanent","1997","Other degree","indirect migration background","5","","",""
"Permanent","1997","no degree/no degree yet","no migration background","26","","",""
"Permanent","1997","no degree/no degree yet","direct migration background","164","0.869110179497166","0.818995631080987","0.919224727913344"
"Permanent","1997","no degree/no degree yet","indirect migration background","6","","",""
"Limited","1997","lower secondary degree","no migration background","197","0.0972399089913937","0.083552530205017","0.11092728777777"
"Limited","1997","lower secondary degree","direct migration background","39","0.120041379384255","0.0834462412754553","0.156636517493054"
"Limited","1997","lower secondary degree","indirect migration background","50","0.420275906594032","0.338218343989486","0.502333469198577"
"Limited","1997","secondary school degree","no migration background","271","0.117555124004542","0.103835183224193","0.131275064784892"
"Limited","1997","secondary school degree","direct migration background","16","","",""
"Limited","1997","secondary school degree","indirect migration background","44","0.485676531818884","0.385698587126332","0.585654476511437"
"Limited","1997","college entrance qualification","no migration background","182","0.166375234403617","0.144164349704895","0.188586119102338"
"Limited","1997","college entrance qualification","direct migration background","15","","",""
"Limited","1997","college entrance qualification","indirect migration background","14","","",""
"Limited","1997","Other degree","no migration background","4","","",""
"Limited","1997","Other degree","direct migration background","39","0.110797926449172","0.0834760727724027","0.138119780125942"
"Limited","1997","Other degree","indirect migration background","4","","",""
