"plb0037_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Permanent","2008","Couple + C. GT 16 ","Urban Area","965","0.761555555167282","0.737435244391096","0.785675865943468"
"Permanent","2008","Couple + C. LE 16 ","Rural Area","610","0.908026166168314","0.886176501242639","0.929875831093989"
"Permanent","2008","Couple + C. LE 16 ","Urban Area","1370","0.903083597315106","0.888046804121235","0.918120390508978"
"Permanent","2008","Couple + C. LE and GT 16","Rural Area","189","0.773830236433079","0.721657966329947","0.826002506536211"
"Permanent","2008","Couple + C. LE and GT 16","Urban Area","379","0.786598324887647","0.749753482176532","0.823443167598762"
"Permanent","2008","Single parent ","Rural Area","142","0.656469932431829","0.592393745387326","0.720546119476331"
"Permanent","2008","Single parent ","Urban Area","269","0.737633183579886","0.69180621438768","0.783460152772091"
"Limited","2009","(Married) couple without C. ","Rural Area","71","0.0977902208272385","0.0773851847447731","0.118195256909704"
"Limited","2009","(Married) couple without C. ","Urban Area","193","0.108183366686575","0.093435427904859","0.122931305468291"
"Limited","2009","1-pers.-HH","Rural Area","43","0.143924286925036","0.104723402616857","0.183125171233215"
"Limited","2009","1-pers.-HH","Urban Area","132","0.165270610414275","0.139484276734977","0.191056944093574"
"Limited","2009","Couple + C. GT 16 ","Rural Area","139","0.251135636612865","0.219303991793133","0.282967281432597"
"Limited","2009","Couple + C. GT 16 ","Urban Area","236","0.246254344345783","0.22123415508822","0.271274533603346"
"Limited","2009","Couple + C. LE 16 ","Rural Area","60","0.0852654608660665","0.0636792350806805","0.106851686651453"
"Limited","2009","Couple + C. LE 16 ","Urban Area","119","0.0886240484479169","0.072987465431034","0.1042606314648"
"Limited","2009","Couple + C. LE and GT 16","Rural Area","51","0.184204686012834","0.13516096532501","0.233248406700659"
"Limited","2009","Couple + C. LE and GT 16","Urban Area","89","0.244192466938986","0.205060711130605","0.283324222747366"
"Limited","2009","Single parent ","Rural Area","59","0.331173147877125","0.264602637713687","0.397743658040562"
"Limited","2009","Single parent ","Urban Area","72","0.249937239846237","0.203080134530983","0.296794345161491"
"Permanent","2009","(Married) couple without C. ","Rural Area","743","0.902209779172761","0.881804743090296","0.922614815255227"
"Permanent","2009","(Married) couple without C. ","Urban Area","1511","0.891816633313425","0.877068694531709","0.906564572095141"
"Permanent","2009","1-pers.-HH","Rural Area","265","0.856075713074964","0.816874828766785","0.895276597383143"
"Permanent","2009","1-pers.-HH","Urban Area","665","0.834729389585724","0.808943055906426","0.860515723265023"
"Permanent","2009","Couple + C. GT 16 ","Rural Area","574","0.748864363387135","0.717032718567403","0.780696008206867"
"Permanent","2009","Couple + C. GT 16 ","Urban Area","903","0.753745655654217","0.728725466396654","0.77876584491178"
"Permanent","2009","Couple + C. LE 16 ","Rural Area","583","0.914734539133933","0.893148313348547","0.936320764919319"
"Permanent","2009","Couple + C. LE 16 ","Urban Area","1150","0.911375951552083","0.8957393685352","0.927012534568966"
"Permanent","2009","Couple + C. LE and GT 16","Rural Area","189","0.815795313987166","0.766751593299341","0.86483903467499"
"Permanent","2009","Couple + C. LE and GT 16","Urban Area","374","0.755807533061014","0.716675777252634","0.794939288869395"
"Permanent","2009","Single parent ","Rural Area","133","0.668826852122875","0.602256341959438","0.735397362286313"
"Permanent","2009","Single parent ","Urban Area","256","0.750062760153763","0.703205654838509","0.796919865469017"
"Limited","2010","(Married) couple without C. ","Rural Area","59","0.0860883061370162","0.0663276296004232","0.105848982673609"
"Limited","2010","(Married) couple without C. ","Urban Area","180","0.088857942933798","0.0752720148070353","0.102443871060561"
"Limited","2010","1-pers.-HH","Rural Area","57","0.16673636918711","0.125243484647614","0.208229253726605"
"Limited","2010","1-pers.-HH","Urban Area","129","0.159127878253729","0.132371706074986","0.185884050432472"
"Limited","2010","Couple + C. GT 16 ","Rural Area","140","0.271966666573781","0.237653144087175","0.306280189060387"
"Limited","2010","Couple + C. GT 16 ","Urban Area","206","0.226139588321048","0.200788193301562","0.251490983340535"
"Limited","2010","Couple + C. LE 16 ","Rural Area","187","0.130048817522545","0.113577911836886","0.146519723208205"
"Limited","2010","Couple + C. LE 16 ","Urban Area","362","0.106788698073056","0.095617241127407","0.117960155018705"
"Limited","2010","Couple + C. LE and GT 16","Rural Area","87","0.262174484589512","0.215424585380581","0.308924383798443"
"Limited","2010","Couple + C. LE and GT 16","Urban Area","119","0.256850193590958","0.221108899089462","0.292591488092455"
"Limited","2010","Single parent ","Rural Area","100","0.318689263406438","0.274388627665247","0.362989899147629"
"Limited","2010","Single parent ","Urban Area","190","0.271619011255604","0.241119249588129","0.302118772923078"
"Permanent","2010","(Married) couple without C. ","Rural Area","715","0.913911693862984","0.894151017326391","0.933672370399577"
"Permanent","2010","(Married) couple without C. ","Urban Area","1505","0.911142057066202","0.897556128939439","0.924727985192965"
"Permanent","2010","1-pers.-HH","Rural Area","253","0.83326363081289","0.791770746273395","0.874756515352386"
"Permanent","2010","1-pers.-HH","Urban Area","589","0.840872121746271","0.814115949567528","0.867628293925014"
"Permanent","2010","Couple + C. GT 16 ","Rural Area","506","0.728033333426218","0.693719810939612","0.762346855912824"
"Permanent","2010","Couple + C. GT 16 ","Urban Area","840","0.773860411678952","0.748509016659465","0.799211806698438"
"Permanent","2010","Couple + C. LE 16 ","Rural Area","1415","0.869951182477455","0.853480276791795","0.886422088163114"
"Permanent","2010","Couple + C. LE 16 ","Urban Area","2574","0.893211301926944","0.882039844981295","0.904382758872593"
"Permanent","2010","Couple + C. LE and GT 16","Rural Area","253","0.737825515410488","0.691075616201557","0.784575414619419"
"Permanent","2010","Couple + C. LE and GT 16","Urban Area","455","0.743149806409042","0.707408511907545","0.778891100910538"
"Permanent","2010","Single parent ","Rural Area","325","0.681310736593562","0.637010100852371","0.725611372334753"
"Permanent","2010","Single parent ","Urban Area","627","0.728380988744396","0.697881227076922","0.758880750411871"
"Limited","2011","(Married) couple without C. ","Rural Area","106","0.11247837717317","0.0934310259702794","0.131525728376061"
"Limited","2011","(Married) couple without C. ","Urban Area","231","0.120475346077252","0.106251822306033","0.134698869848472"
"Limited","2011","1-pers.-HH","Rural Area","68","0.155040698264244","0.119570889350012","0.190510507178477"
"Limited","2011","1-pers.-HH","Urban Area","154","0.168361110765786","0.143982324072643","0.192739897458929"
"Limited","2011","Couple + C. GT 16 ","Rural Area","153","0.26231881141487","0.230142597451448","0.294495025378291"
"Limited","2011","Couple + C. GT 16 ","Urban Area","226","0.217538816541688","0.193948762295194","0.241128870788183"
"Limited","2011","Couple + C. LE 16 ","Rural Area","216","0.12521449078531","0.11015347651332","0.1402755050573"
"Limited","2011","Couple + C. LE 16 ","Urban Area","377","0.10661492488199","0.096262438170858","0.116967411593123"
"Limited","2011","Couple + C. LE and GT 16","Rural Area","99","0.207481552781269","0.171129530367038","0.2438335751955"
"Limited","2011","Couple + C. LE and GT 16","Urban Area","143","0.207393761370385","0.177696379249392","0.237091143491379"
"Limited","2011","Single parent ","Rural Area","136","0.251865089432842","0.21619814495461","0.287532033911073"
"Limited","2011","Single parent ","Urban Area","226","0.25065699727385","0.224987268735877","0.276326725811822"
"Permanent","2011","(Married) couple without C. ","Rural Area","951","0.88752162282683","0.868474271623939","0.906568974029721"
"Permanent","2011","(Married) couple without C. ","Urban Area","1781","0.879524653922748","0.865301130151528","0.893748177693967"
"Permanent","2011","1-pers.-HH","Rural Area","332","0.844959301735756","0.809489492821523","0.880429110649988"
"Permanent","2011","1-pers.-HH","Urban Area","751","0.831638889234214","0.807260102541071","0.856017675927357"
"Permanent","2011","Couple + C. GT 16 ","Rural Area","565","0.73768118858513","0.705504974621709","0.769857402548552"
"Permanent","2011","Couple + C. GT 16 ","Urban Area","949","0.782461183458312","0.758871129211817","0.806051237704806"
"Permanent","2011","Couple + C. LE 16 ","Rural Area","1639","0.87478550921469","0.8597244949427","0.88984652348668"
"Permanent","2011","Couple + C. LE 16 ","Urban Area","3037","0.89338507511801","0.883032588406877","0.903737561829142"
"Permanent","2011","Couple + C. LE and GT 16","Rural Area","379","0.792518447218731","0.7561664248045","0.828870469632962"
"Permanent","2011","Couple + C. LE and GT 16","Urban Area","573","0.792606238629615","0.762908856508621","0.822303620750608"
"Permanent","2011","Single parent ","Rural Area","433","0.748134910567158","0.712467966088927","0.78380185504539"
"Permanent","2011","Single parent ","Urban Area","869","0.74934300272615","0.723673274188178","0.775012731264123"
"Limited","2012","(Married) couple without C. ","Rural Area","97","0.0868348058818165","0.0700484340915833","0.10362117767205"
"Limited","2012","(Married) couple without C. ","Urban Area","231","0.12477680671674","0.110097976146119","0.139455637287362"
"Limited","2012","1-pers.-HH","Rural Area","70","0.123398971293103","0.0929094162053779","0.153888526380828"
"Limited","2012","1-pers.-HH","Urban Area","196","0.185167556723276","0.161282963934279","0.209052149512273"
"Limited","2012","Couple + C. GT 16 ","Rural Area","139","0.216131370220059","0.185639812154065","0.246622928286052"
"Limited","2012","Couple + C. GT 16 ","Urban Area","230","0.229234408775297","0.205034850659214","0.253433966891379"
"Limited","2012","Couple + C. LE 16 ","Rural Area","228","0.126334287183245","0.110990785059232","0.141677789307259"
"Limited","2012","Couple + C. LE 16 ","Urban Area","370","0.114147749550407","0.103093808344459","0.125201690756356"
"Limited","2012","Couple + C. LE and GT 16","Rural Area","114","0.253521486430184","0.214725163313117","0.292317809547251"
"Limited","2012","Couple + C. LE and GT 16","Urban Area","157","0.196730897958802","0.168616143227417","0.224845652690186"
"Limited","2012","Single parent ","Rural Area","143","0.284140247798645","0.247748540102613","0.320531955494677"
"Limited","2012","Single parent ","Urban Area","236","0.248208939990667","0.222362215208576","0.274055664772758"
"Permanent","2012","(Married) couple without C. ","Rural Area","984","0.913165194118184","0.89637882232795","0.929951565908417"
"Permanent","2012","(Married) couple without C. ","Urban Area","1716","0.875223193283259","0.860544362712638","0.889902023853881"
"Permanent","2012","1-pers.-HH","Rural Area","377","0.876601028706897","0.846111473619172","0.907090583794622"
"Permanent","2012","1-pers.-HH","Urban Area","820","0.814832443276724","0.790947850487727","0.838717036065721"
"Permanent","2012","Couple + C. GT 16 ","Rural Area","561","0.783868629779941","0.753377071713948","0.814360187845935"
"Permanent","2012","Couple + C. GT 16 ","Urban Area","929","0.770765591224703","0.74656603310862","0.794965149340786"
"Permanent","2012","Couple + C. LE 16 ","Rural Area","1573","0.873665712816755","0.858322210692741","0.889009214940768"
"Permanent","2012","Couple + C. LE 16 ","Urban Area","2809","0.885852250449593","0.874798309243644","0.896906191655542"
"Permanent","2012","Couple + C. LE and GT 16","Rural Area","369","0.746478513569816","0.707682190452749","0.785274836686883"
"Permanent","2012","Couple + C. LE and GT 16","Urban Area","611","0.803269102041198","0.775154347309813","0.831383856772583"
"Permanent","2012","Single parent ","Rural Area","447","0.715859752201355","0.679468044505323","0.752251459897387"
"Permanent","2012","Single parent ","Urban Area","837","0.751791060009333","0.725944335227242","0.777637784791424"
"Limited","2013","(Married) couple without C. ","Rural Area","116","0.0827706153718603","0.0666482509198406","0.09889297982388"
"Limited","2013","(Married) couple without C. ","Urban Area","321","0.135776423325539","0.121562186632736","0.149990660018343"
"Limited","2013","1-pers.-HH","Rural Area","74","0.128109061167527","0.0980852637502947","0.158132858584759"
"Limited","2013","1-pers.-HH","Urban Area","253","0.206278017281784","0.182758492787369","0.2297975417762"
"Limited","2013","Couple + C. GT 16 ","Rural Area","139","0.204718027761892","0.17461139680859","0.234824658715194"
"Limited","2013","Couple + C. GT 16 ","Urban Area","292","0.225768660574474","0.203613635600196","0.247923685548753"
"Limited","2013","Couple + C. LE 16 ","Rural Area","231","0.12632344350746","0.111189148309658","0.141457738705262"
"Limited","2013","Couple + C. LE 16 ","Urban Area","512","0.113940097942692","0.103639220115914","0.124240975769471"
"Limited","2013","Couple + C. LE and GT 16","Rural Area","140","0.212645409694824","0.178935851281648","0.246354968108"
"Limited","2013","Couple + C. LE and GT 16","Urban Area","221","0.206130278452449","0.180527664872371","0.231732892032526"
"Limited","2013","Single parent ","Rural Area","144","0.239689433217469","0.205474361360161","0.273904505074777"
"Limited","2013","Single parent ","Urban Area","283","0.269914892839487","0.244402076520939","0.295427709158035"
"Permanent","2013","(Married) couple without C. ","Rural Area","1006","0.91722938462814","0.90110702017612","0.933351749080159"
"Permanent","2013","(Married) couple without C. ","Urban Area","1910","0.86422357667446","0.850009339981657","0.878437813367264"
"Permanent","2013","1-pers.-HH","Rural Area","402","0.871890938832473","0.841867141415241","0.901914736249705"
"Permanent","2013","1-pers.-HH","Urban Area","884","0.793721982718215","0.7702024582238","0.817241507212631"
"Permanent","2013","Couple + C. GT 16 ","Rural Area","551","0.795281972238108","0.765175341284806","0.82538860319141"
"Permanent","2013","Couple + C. GT 16 ","Urban Area","1076","0.774231339425526","0.752076314451247","0.796386364399804"
"Permanent","2013","Couple + C. LE 16 ","Rural Area","1620","0.87367655649254","0.858542261294739","0.888810851690342"
"Permanent","2013","Couple + C. LE 16 ","Urban Area","3143","0.886059902057308","0.875759024230529","0.896360779884086"
"Permanent","2013","Couple + C. LE and GT 16","Rural Area","426","0.787354590305176","0.753645031892","0.821064148718352"
"Permanent","2013","Couple + C. LE and GT 16","Urban Area","738","0.793869721547551","0.768267107967474","0.819472335127629"
"Permanent","2013","Single parent ","Rural Area","454","0.760310566782531","0.726095494925223","0.794525638639839"
"Permanent","2013","Single parent ","Urban Area","880","0.730085107160513","0.704572290841965","0.755597923479061"
"Limited","2014","(Married) couple without C. ","Rural Area","112","0.101644597899331","0.0837137032608876","0.119575492537775"
"Limited","2014","(Married) couple without C. ","Urban Area","281","0.134138138444067","0.119442672004532","0.148833604883601"
"Limited","2014","1-pers.-HH","Rural Area","64","0.169952021185907","0.134656611466595","0.20524743090522"
"Limited","2014","1-pers.-HH","Urban Area","197","0.182078853191363","0.15848836074762","0.205669345635106"
"Limited","2014","Couple + C. GT 16 ","Rural Area","119","0.203831833016638","0.172147782242182","0.235515883791093"
"Limited","2014","Couple + C. GT 16 ","Urban Area","259","0.23341149630154","0.209675336999718","0.257147655603363"
"Limited","2014","Couple + C. LE 16 ","Rural Area","199","0.126312385395002","0.11013562169062","0.142489149099384"
"Limited","2014","Couple + C. LE 16 ","Urban Area","418","0.134031243196824","0.122053866169687","0.146008620223961"
"Limited","2014","Couple + C. LE and GT 16","Rural Area","119","0.243823660680179","0.205997265333751","0.281650056026607"
"Limited","2014","Couple + C. LE and GT 16","Urban Area","210","0.220687661635705","0.193457260340267","0.247918062931144"
"Limited","2014","Single parent ","Rural Area","124","0.193710064671957","0.159544528243142","0.227875601100773"
"Limited","2014","Single parent ","Urban Area","241","0.320496466586183","0.290487729633007","0.350505203539359"
"Permanent","2014","(Married) couple without C. ","Rural Area","979","0.898355402100669","0.880424507462225","0.916286296739112"
"Permanent","2014","(Married) couple without C. ","Urban Area","1785","0.865861861555933","0.851166395116399","0.880557327995468"
"Permanent","2014","1-pers.-HH","Rural Area","371","0.830047978814093","0.79475256909478","0.865343388533405"
"Permanent","2014","1-pers.-HH","Urban Area","831","0.817921146808637","0.794330654364894","0.84151163925238"
"Permanent","2014","Couple + C. GT 16 ","Rural Area","502","0.796168166983362","0.764484116208907","0.827852217757818"
"Permanent","2014","Couple + C. GT 16 ","Urban Area","961","0.76658850369846","0.742852344396637","0.790324663000282"
"Permanent","2014","Couple + C. LE 16 ","Rural Area","1421","0.873687614604998","0.857510850900616","0.88986437830938"
"Permanent","2014","Couple + C. LE 16 ","Urban Area","2690","0.865968756803176","0.853991379776039","0.877946133830313"
"Permanent","2014","Couple + C. LE and GT 16","Rural Area","376","0.756176339319821","0.718349943973393","0.794002734666249"
"Permanent","2014","Couple + C. LE and GT 16","Urban Area","681","0.779312338364294","0.752081937068856","0.806542739659733"
"Permanent","2014","Single parent ","Rural Area","390","0.806289935328043","0.772124398899227","0.840455471756858"
"Permanent","2014","Single parent ","Urban Area","688","0.679503533413817","0.649494796460641","0.709512270366992"
"Limited","2015","(Married) couple without C. ","Rural Area","125","0.0979002117087315","0.0804880715764089","0.115312351841054"
"Limited","2015","(Married) couple without C. ","Urban Area","302","0.117348179082642","0.103683820372447","0.131012537792837"
"Limited","2015","1-pers.-HH","Rural Area","72","0.131715460244965","0.101109142639708","0.162321777850222"
"Limited","2015","1-pers.-HH","Urban Area","245","0.195390540424819","0.171884344907048","0.21889673594259"
"Limited","2015","Couple + C. GT 16 ","Rural Area","116","0.190446259552492","0.158709067967689","0.222183451137295"
"Limited","2015","Couple + C. GT 16 ","Urban Area","267","0.239513759396826","0.215305874719687","0.263721644073964"
"Limited","2015","Couple + C. LE 16 ","Rural Area","212","0.128396343940739","0.112141224502379","0.144651463379098"
"Limited","2015","Couple + C. LE 16 ","Urban Area","429","0.132508553493409","0.120420526580947","0.144596580405872"
"Limited","2015","Couple + C. LE and GT 16","Rural Area","123","0.278983385232085","0.239190998736648","0.318775771727522"
"Limited","2015","Couple + C. LE and GT 16","Urban Area","214","0.199292493672408","0.173033406123209","0.225551581221606"
"Limited","2015","Single parent ","Rural Area","131","0.230931382958269","0.194320245426968","0.267542520489569"
"Limited","2015","Single parent ","Urban Area","221","0.318358100384467","0.287855969693147","0.348860231075788"
"Permanent","2015","(Married) couple without C. ","Rural Area","994","0.902099788291268","0.884687648158946","0.919511928423591"
"Permanent","2015","(Married) couple without C. ","Urban Area","1829","0.882651820917358","0.868987462207163","0.896316179627553"
"Permanent","2015","1-pers.-HH","Rural Area","397","0.868284539755035","0.837678222149778","0.898890857360292"
"Permanent","2015","1-pers.-HH","Urban Area","848","0.804609459575181","0.78110326405741","0.828115655092952"
"Permanent","2015","Couple + C. GT 16 ","Rural Area","472","0.809553740447508","0.777816548862705","0.841290932032311"
"Permanent","2015","Couple + C. GT 16 ","Urban Area","927","0.760486240603174","0.736278355926036","0.784694125280313"
"Permanent","2015","Couple + C. LE 16 ","Rural Area","1415","0.871603656059261","0.855348536620901","0.887858775497621"
"Permanent","2015","Couple + C. LE 16 ","Urban Area","2593","0.867491446506591","0.855403419594128","0.879579473419053"
"Permanent","2015","Couple + C. LE and GT 16","Rural Area","365","0.721016614767915","0.681224228272477","0.760809001263352"
"Permanent","2015","Couple + C. LE and GT 16","Urban Area","675","0.800707506327592","0.774448418778394","0.826966593876791"
"Permanent","2015","Single parent ","Rural Area","378","0.769068617041731","0.732457479510431","0.805679754573032"
"Permanent","2015","Single parent ","Urban Area","675","0.681641899615533","0.651139768924212","0.712144030306853"
"Limited","2016","(Married) couple without C. ","Rural Area","124","0.0787140095724442","0.0625103298574563","0.0949176892874322"
"Limited","2016","(Married) couple without C. ","Urban Area","308","0.147214430848734","0.131595911145558","0.16283295055191"
"Limited","2016","1-pers.-HH","Rural Area","103","0.123658857838371","0.0934774699383451","0.153840245738397"
"Limited","2016","1-pers.-HH","Urban Area","293","0.225898690849688","0.201242685817862","0.250554695881513"
"Limited","2016","Couple + C. GT 16 ","Rural Area","137","0.268458311631811","0.232267792177261","0.30464883108636"
"Limited","2016","Couple + C. GT 16 ","Urban Area","244","0.231175312294757","0.206101661958011","0.256248962631503"
"Limited","2016","Couple + C. LE 16 ","Rural Area","192","0.113048409895636","0.0968446715581952","0.129252148233077"
"Limited","2016","Couple + C. LE 16 ","Urban Area","399","0.114699453536278","0.102832636483374","0.126566270589181"
"Limited","2016","Couple + C. LE and GT 16","Rural Area","128","0.282748817736547","0.243393798073563","0.322103837399531"
"Limited","2016","Couple + C. LE and GT 16","Urban Area","203","0.199914199482091","0.173215840965297","0.226612557998885"
"Limited","2016","Single parent ","Rural Area","129","0.23327891556752","0.194160489955324","0.272397341179717"
"Limited","2016","Single parent ","Urban Area","222","0.292427355323674","0.262148945860759","0.32270576478659"
"Permanent","2016","(Married) couple without C. ","Rural Area","937","0.921285990427556","0.905082310712568","0.937489670142544"
"Permanent","2016","(Married) couple without C. ","Urban Area","1669","0.852785569151266","0.83716704944809","0.868404088854442"
"Permanent","2016","1-pers.-HH","Rural Area","354","0.876341142161629","0.846159754261603","0.906522530061655"
"Permanent","2016","1-pers.-HH","Urban Area","812","0.774101309150312","0.749445304118487","0.798757314182138"
"Permanent","2016","Couple + C. GT 16 ","Rural Area","439","0.731541688368189","0.695351168913639","0.767732207822739"
"Permanent","2016","Couple + C. GT 16 ","Urban Area","842","0.768824687705243","0.743751037368497","0.793898338041989"
"Permanent","2016","Couple + C. LE 16 ","Rural Area","1275","0.886951590104364","0.870747851766923","0.903155328441805"
"Permanent","2016","Couple + C. LE 16 ","Urban Area","2371","0.885300546463722","0.873433729410819","0.897167363516626"
"Permanent","2016","Couple + C. LE and GT 16","Rural Area","375","0.717251182263453","0.677896162600469","0.756606201926437"
"Permanent","2016","Couple + C. LE and GT 16","Urban Area","659","0.800085800517909","0.773387442001115","0.826784159034703"
"Permanent","2016","Single parent ","Rural Area","320","0.76672108443248","0.727602658820283","0.805839510044676"
"Permanent","2016","Single parent ","Urban Area","645","0.707572644676325","0.67729423521341","0.737851054139241"
"Limited","2017","(Married) couple without C. ","Rural Area","148","0.106474547677034","0.089928898024682","0.123020197329386"
"Limited","2017","(Married) couple without C. ","Urban Area","323","0.130092505630404","0.116296202862749","0.143888808398059"
"Limited","2017","1-pers.-HH","Rural Area","163","0.156965098028018","0.128308337678481","0.185621858377555"
"Limited","2017","1-pers.-HH","Urban Area","404","0.211332456366732","0.190075883265585","0.23258902946788"
"Limited","2017","Couple + C. GT 16 ","Rural Area","157","0.220736420446583","0.190399949605742","0.251072891287424"
"Limited","2017","Couple + C. GT 16 ","Urban Area","282","0.229813925303079","0.207092205238535","0.252535645367623"
"Limited","2017","Couple + C. LE 16 ","Rural Area","193","0.0924909441519937","0.0783391910482097","0.106642697255778"
"Limited","2017","Couple + C. LE 16 ","Urban Area","424","0.117504183876928","0.105820267500087","0.129188100253769"
"Limited","2017","Couple + C. LE and GT 16","Rural Area","125","0.268743607831909","0.231038104741889","0.30644911092193"
"Limited","2017","Couple + C. LE and GT 16","Urban Area","224","0.19008859471281","0.16526816695376","0.21490902247186"
"Limited","2017","Single parent ","Rural Area","145","0.27546676876039","0.2366559359537","0.31427760156708"
"Limited","2017","Single parent ","Urban Area","204","0.254064886911789","0.224764523015792","0.283365250807786"
"Permanent","2017","(Married) couple without C. ","Rural Area","1187","0.893525452322966","0.876979802670614","0.910071101975318"
"Permanent","2017","(Married) couple without C. ","Urban Area","1961","0.869907494369596","0.856111191601941","0.883703797137251"
"Permanent","2017","1-pers.-HH","Rural Area","456","0.843034901971982","0.814378141622445","0.871691662321519"
"Permanent","2017","1-pers.-HH","Urban Area","1013","0.788667543633268","0.76741097053212","0.809924116734415"
"Permanent","2017","Couple + C. GT 16 ","Rural Area","561","0.779263579553417","0.748927108712576","0.809600050394258"
"Permanent","2017","Couple + C. GT 16 ","Urban Area","1035","0.770186074696921","0.747464354632377","0.792907794761465"
"Permanent","2017","Couple + C. LE 16 ","Rural Area","1417","0.907509055848006","0.893357302744222","0.92166080895179"
"Permanent","2017","Couple + C. LE 16 ","Urban Area","2494","0.882495816123072","0.870811899746231","0.894179732499913"
"Permanent","2017","Couple + C. LE and GT 16","Rural Area","406","0.731256392168091","0.69355088907807","0.768961895258111"
"Permanent","2017","Couple + C. LE and GT 16","Urban Area","736","0.80991140528719","0.78509097752814","0.83473183304624"
"Permanent","2017","Single parent ","Rural Area","364","0.72453323123961","0.68572239843292","0.7633440640463"
"Permanent","2017","Single parent ","Urban Area","644","0.745935113088211","0.716634749192214","0.775235476984208"
"Limited","2018","(Married) couple without C. ","Rural Area","130","0.10087486969123","0.0842853886806105","0.11746435070185"
"Limited","2018","(Married) couple without C. ","Urban Area","319","0.135063238849443","0.120915369365552","0.149211108333334"
"Limited","2018","1-pers.-HH","Rural Area","149","0.126027673707046","0.100650268934089","0.151405078480004"
"Limited","2018","1-pers.-HH","Urban Area","438","0.201956241462512","0.181826953796604","0.222085529128419"
"Limited","2018","Couple + C. GT 16 ","Rural Area","129","0.187765984938077","0.158627122576633","0.216904847299521"
"Limited","2018","Couple + C. GT 16 ","Urban Area","277","0.20631416349247","0.183818367569522","0.228809959415417"
"Limited","2018","Couple + C. LE 16 ","Rural Area","232","0.119640604797844","0.103638067462189","0.135643142133498"
"Limited","2018","Couple + C. LE 16 ","Urban Area","450","0.114102386402164","0.102264642019782","0.125940130784545"
"Limited","2018","Couple + C. LE and GT 16","Rural Area","134","0.240761645291696","0.203800173829481","0.277723116753911"
"Limited","2018","Couple + C. LE and GT 16","Urban Area","226","0.17842621648532","0.154491738961192","0.202360694009449"
"Limited","2018","Single parent ","Rural Area","120","0.243884739382337","0.204296591093804","0.283472887670869"
"Limited","2018","Single parent ","Urban Area","247","0.291984178335886","0.262328671095735","0.321639685576037"
"Permanent","2018","(Married) couple without C. ","Rural Area","1136","0.89912513030877","0.88253564929815","0.915714611319389"
"Permanent","2018","(Married) couple without C. ","Urban Area","1923","0.864936761150557","0.850788891666666","0.879084630634448"
"Permanent","2018","1-pers.-HH","Rural Area","508","0.873972326292954","0.848594921519996","0.899349731065911"
"Permanent","2018","1-pers.-HH","Urban Area","1090","0.798043758537488","0.777914470871581","0.818173046203396"
"Permanent","2018","Couple + C. GT 16 ","Rural Area","561","0.812234015061923","0.783095152700479","0.841372877423367"
"Permanent","2018","Couple + C. GT 16 ","Urban Area","966","0.79368583650753","0.771190040584583","0.816181632430478"
"Permanent","2018","Couple + C. LE 16 ","Rural Area","1348","0.880359395202156","0.864356857866502","0.896361932537811"
"Permanent","2018","Couple + C. LE 16 ","Urban Area","2321","0.885897613597836","0.874059869215455","0.897735357980218"
"Permanent","2018","Couple + C. LE and GT 16","Rural Area","380","0.759238354708304","0.722276883246089","0.796199826170519"
"Permanent","2018","Couple + C. LE and GT 16","Urban Area","757","0.82157378351468","0.797639305990551","0.845508261038808"
"Permanent","2018","Single parent ","Rural Area","332","0.756115260617663","0.716527112329131","0.795703408906196"
"Permanent","2018","Single parent ","Urban Area","656","0.708015821664114","0.678360314423963","0.737671328904265"
"Limited","2019","(Married) couple without C. ","Rural Area","125","0.0890019728710581","0.0730303592978274","0.104973586444289"
"Limited","2019","(Married) couple without C. ","Urban Area","257","0.120449176356725","0.106317997660892","0.134580355052559"
"Limited","2019","1-pers.-HH","Rural Area","141","0.112574716343407","0.0881063256738587","0.137043107012955"
"Limited","2019","1-pers.-HH","Urban Area","379","0.185412191472376","0.164604026214822","0.20622035672993"
"Limited","2019","Couple + C. GT 16 ","Rural Area","111","0.188814255956289","0.158865849620976","0.218762662291602"
"Limited","2019","Couple + C. GT 16 ","Urban Area","245","0.188796735039748","0.165989172557283","0.211604297522213"
"Limited","2019","Couple + C. LE 16 ","Rural Area","211","0.129607579114659","0.112144380165095","0.147070778064223"
"Limited","2019","Couple + C. LE 16 ","Urban Area","386","0.101263131533817","0.0891937664057358","0.113332496661898"
"Limited","2019","Couple + C. LE and GT 16","Rural Area","131","0.172088406487664","0.139488806946769","0.204688006028558"
"Limited","2019","Couple + C. LE and GT 16","Urban Area","251","0.210411022440661","0.184800027356515","0.236022017524806"
"Limited","2019","Single parent ","Rural Area","110","0.257610816342594","0.216033975136515","0.299187657548673"
"Limited","2019","Single parent ","Urban Area","211","0.258614028047036","0.228195389057992","0.289032667036081"
"Permanent","2019","(Married) couple without C. ","Rural Area","1096","0.910998027128942","0.895026413555711","0.926969640702173"
"Permanent","2019","(Married) couple without C. ","Urban Area","1781","0.879550823643275","0.865419644947441","0.893682002339109"
"Permanent","2019","1-pers.-HH","Rural Area","500","0.887425283656593","0.862956892987045","0.911893674326141"
"Permanent","2019","1-pers.-HH","Urban Area","961","0.814587808527624","0.79377964327007","0.835395973785178"
"Permanent","2019","Couple + C. GT 16 ","Rural Area","545","0.811185744043711","0.781237337708398","0.841134150379025"
