"plb0037_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Limited","1988","Couple + C. GT 16 ","Rural Area","44","0.188693081976863","0.138127530089553","0.239258633864172"
"Limited","1988","Couple + C. GT 16 ","Urban Area","182","0.163493839796444","0.140503776474167","0.186483903118722"
"Limited","1988","Couple + C. LE 16 ","Rural Area","15","","",""
"Limited","1988","Couple + C. LE 16 ","Urban Area","60","0.0463137771829236","0.03372121635113","0.0589063380147172"
"Limited","1988","Couple + C. LE and GT 16","Rural Area","31","0.251480984571411","0.177184812561265","0.325777156581557"
"Limited","1988","Couple + C. LE and GT 16","Urban Area","95","0.202741388271308","0.166737355209232","0.238745421333384"
"Limited","1988","Single parent ","Rural Area","20","","",""
"Limited","1988","Single parent ","Urban Area","45","0.191218172730367","0.138029553314462","0.244406792146272"
"Permanent","1988","(Married) couple without C. ","Rural Area","159","0.894578859303026","0.849337605872037","0.939820112734014"
"Permanent","1988","(Married) couple without C. ","Urban Area","881","0.934544596480557","0.918733684102853","0.950355508858262"
"Permanent","1988","1-pers.-HH","Rural Area","48","0.79269038399385","0.688363649757841","0.897017118229859"
"Permanent","1988","1-pers.-HH","Urban Area","361","0.928351301597004","0.902755065025235","0.953947538168772"
"Permanent","1988","Couple + C. GT 16 ","Rural Area","186","0.811306918023137","0.760741366135828","0.861872469910447"
"Permanent","1988","Couple + C. GT 16 ","Urban Area","812","0.836506160203556","0.813516096881278","0.859496223525833"
"Permanent","1988","Couple + C. LE 16 ","Rural Area","260","0.942333050320665","0.914781410922105","0.969884689719226"
"Permanent","1988","Couple + C. LE 16 ","Urban Area","1010","0.953686222817076","0.941093661985283","0.96627878364887"
"Permanent","1988","Couple + C. LE and GT 16","Rural Area","100","0.748519015428589","0.674222843418443","0.822815187438735"
"Permanent","1988","Couple + C. LE and GT 16","Urban Area","384","0.797258611728692","0.761254578666616","0.833262644790768"
"Permanent","1988","Single parent ","Rural Area","53","0.719065094116653","0.615961544777141","0.822168643456165"
"Permanent","1988","Single parent ","Urban Area","165","0.808781827269633","0.755593207853728","0.861970446685538"
"Limited","1989","(Married) couple without C. ","Rural Area","3","","",""
"Limited","1989","(Married) couple without C. ","Urban Area","24","","",""
"Limited","1989","1-pers.-HH","Rural Area","1","","",""
"Limited","1989","1-pers.-HH","Urban Area","25","","",""
"Limited","1989","Couple + C. GT 16 ","Rural Area","7","","",""
"Limited","1989","Couple + C. GT 16 ","Urban Area","69","0.393417614963648","0.320832885132021","0.466002344795275"
"Limited","1989","Couple + C. LE 16 ","Rural Area","8","","",""
"Limited","1989","Couple + C. LE 16 ","Urban Area","33","0.200216130607148","0.138784769041372","0.261647492172925"
"Limited","1989","Couple + C. LE and GT 16","Rural Area","8","","",""
"Limited","1989","Couple + C. LE and GT 16","Urban Area","33","0.43337879188129","0.32546279628551","0.541294787477071"
"Limited","1989","Single parent ","Rural Area","5","","",""
"Limited","1989","Single parent ","Urban Area","13","","",""
"Permanent","1989","(Married) couple without C. ","Rural Area","24","","",""
"Permanent","1989","(Married) couple without C. ","Urban Area","94","0.849559125625392","0.785055100425676","0.914063150825108"
"Permanent","1989","1-pers.-HH","Rural Area","10","","",""
"Permanent","1989","1-pers.-HH","Urban Area","79","0.818885939977988","0.744871030602045","0.892900849353932"
"Permanent","1989","Couple + C. GT 16 ","Rural Area","35","0.825059603462066","0.710161949539383","0.939957257384749"
"Permanent","1989","Couple + C. GT 16 ","Urban Area","105","0.606582385036352","0.533997655204725","0.679167114867979"
"Permanent","1989","Couple + C. LE 16 ","Rural Area","34","0.824507297991036","0.709466939015604","0.939547656966468"
"Permanent","1989","Couple + C. LE 16 ","Urban Area","130","0.799783869392852","0.738352507827075","0.861215230958628"
"Permanent","1989","Couple + C. LE and GT 16","Rural Area","13","","",""
"Permanent","1989","Couple + C. LE and GT 16","Urban Area","48","0.56662120811871","0.458705212522929","0.67453720371449"
"Permanent","1989","Single parent ","Rural Area","9","","",""
"Permanent","1989","Single parent ","Urban Area","27","","",""
"Limited","1990","(Married) couple without C. ","Rural Area","7","","",""
"Limited","1990","(Married) couple without C. ","Urban Area","25","","",""
"Limited","1990","1-pers.-HH","Rural Area","2","","",""
"Limited","1990","1-pers.-HH","Urban Area","23","","",""
"Limited","1990","Couple + C. GT 16 ","Rural Area","14","","",""
"Limited","1990","Couple + C. GT 16 ","Urban Area","47","0.290035702721177","0.217658198554994","0.36241320688736"
"Limited","1990","Couple + C. LE 16 ","Rural Area","8","","",""
"Limited","1990","Couple + C. LE 16 ","Urban Area","31","0.182695161034593","0.127605164339839","0.237785157729348"
"Limited","1990","Couple + C. LE and GT 16","Rural Area","4","","",""
"Limited","1990","Couple + C. LE and GT 16","Urban Area","38","0.510469878966913","0.406026352973188","0.614913404960637"
"Limited","1990","Single parent ","Rural Area","3","","",""
"Limited","1990","Single parent ","Urban Area","16","","",""
"Permanent","1990","(Married) couple without C. ","Rural Area","31","0.85668061912521","0.7452721451888","0.968089093061619"
"Permanent","1990","(Married) couple without C. ","Urban Area","115","0.866298849617556","0.809923984729396","0.922673714505716"
"Permanent","1990","1-pers.-HH","Rural Area","15","","",""
"Permanent","1990","1-pers.-HH","Urban Area","61","0.763309406761209","0.672412468610169","0.85420634491225"
"Permanent","1990","Couple + C. GT 16 ","Rural Area","39","0.73731456486634","0.618831969324559","0.855797160408121"
"Permanent","1990","Couple + C. GT 16 ","Urban Area","104","0.709964297278823","0.63758679311264","0.782341801445007"
"Permanent","1990","Couple + C. LE 16 ","Rural Area","46","0.867464795960694","0.777028500069114","0.957901091852273"
"Permanent","1990","Couple + C. LE 16 ","Urban Area","158","0.817304838965407","0.762214842270652","0.872394835660161"
"Permanent","1990","Couple + C. LE and GT 16","Rural Area","12","","",""
"Permanent","1990","Couple + C. LE and GT 16","Urban Area","50","0.489530121033088","0.385086595039363","0.593973647026812"
"Permanent","1990","Single parent ","Rural Area","6","","",""
"Permanent","1990","Single parent ","Urban Area","27","","",""
"Limited","1991","(Married) couple without C. ","Rural Area","18","","",""
"Limited","1991","(Married) couple without C. ","Urban Area","31","0.191106206411758","0.133184065582253","0.249028347241263"
"Limited","1991","1-pers.-HH","Rural Area","1","","",""
"Limited","1991","1-pers.-HH","Urban Area","25","","",""
"Limited","1991","Couple + C. GT 16 ","Rural Area","42","0.330283906660993","0.252654260126249","0.407913553195738"
"Limited","1991","Couple + C. GT 16 ","Urban Area","58","0.287452616807677","0.220590247017806","0.354314986597547"
"Limited","1991","Couple + C. LE 16 ","Rural Area","44","0.17584827884083","0.128081514494815","0.223615043186845"
"Limited","1991","Couple + C. LE 16 ","Urban Area","59","0.157549335845312","0.11921712392453","0.195881547766095"
"Limited","1991","Couple + C. LE and GT 16","Rural Area","21","","",""
"Limited","1991","Couple + C. LE and GT 16","Urban Area","35","0.305809707417114","0.218508328390268","0.39311108644396"
"Limited","1991","Single parent ","Rural Area","7","","",""
"Limited","1991","Single parent ","Urban Area","20","","",""
"Permanent","1991","(Married) couple without C. ","Rural Area","64","0.719219998091032","0.621955325676593","0.816484670505471"
"Permanent","1991","(Married) couple without C. ","Urban Area","146","0.808893793588242","0.750971652758737","0.866815934417747"
"Permanent","1991","1-pers.-HH","Rural Area","13","","",""
"Permanent","1991","1-pers.-HH","Urban Area","80","0.775045861949001","0.695179457035782","0.85491226686222"
"Permanent","1991","Couple + C. GT 16 ","Rural Area","99","0.669716093339007","0.592086446804262","0.747345739873751"
"Permanent","1991","Couple + C. GT 16 ","Urban Area","118","0.712547383192323","0.645685013402453","0.779409752982194"
"Permanent","1991","Couple + C. LE 16 ","Rural Area","200","0.82415172115917","0.776384956813155","0.871918485505186"
"Permanent","1991","Couple + C. LE 16 ","Urban Area","288","0.842450664154688","0.804118452233905","0.88078287607547"
"Permanent","1991","Couple + C. LE and GT 16","Rural Area","41","0.679584087027917","0.563430965661671","0.795737208394163"
"Permanent","1991","Couple + C. LE and GT 16","Urban Area","72","0.694190292582886","0.60688891355604","0.781491671609732"
"Permanent","1991","Single parent ","Rural Area","20","","",""
"Permanent","1991","Single parent ","Urban Area","46","0.713136462392047","0.604017527213509","0.822255397570586"
"Limited","1992","(Married) couple without C. ","Rural Area","18","","",""
"Limited","1992","(Married) couple without C. ","Urban Area","38","0.178193862161026","0.122749983188688","0.233637741133364"
"Limited","1992","1-pers.-HH","Rural Area","5","","",""
"Limited","1992","1-pers.-HH","Urban Area","15","","",""
"Limited","1992","Couple + C. GT 16 ","Rural Area","60","0.358257194479885","0.287418634905484","0.429095754054285"
"Limited","1992","Couple + C. GT 16 ","Urban Area","63","0.378850716054825","0.311110429633204","0.446591002476446"
"Limited","1992","Couple + C. LE 16 ","Rural Area","52","0.221434726021481","0.165277089338383","0.277592362704579"
"Limited","1992","Couple + C. LE 16 ","Urban Area","50","0.153190963920423","0.11263674016598","0.193745187674866"
"Limited","1992","Couple + C. LE and GT 16","Rural Area","16","","",""
"Limited","1992","Couple + C. LE and GT 16","Urban Area","26","","",""
"Limited","1992","Single parent ","Rural Area","9","","",""
"Limited","1992","Single parent ","Urban Area","19","","",""
"Permanent","1992","(Married) couple without C. ","Rural Area","57","0.717661877561467","0.615788158989889","0.819535596133045"
"Permanent","1992","(Married) couple without C. ","Urban Area","145","0.821806137838974","0.766362258866636","0.877250016811312"
"Permanent","1992","1-pers.-HH","Rural Area","14","","",""
"Permanent","1992","1-pers.-HH","Urban Area","63","0.779845097279483","0.687891411137878","0.871798783421087"
"Permanent","1992","Couple + C. GT 16 ","Rural Area","116","0.641742805520115","0.570904245945715","0.712581365094516"
"Permanent","1992","Couple + C. GT 16 ","Urban Area","134","0.621149283945175","0.553408997523554","0.688889570366796"
"Permanent","1992","Couple + C. LE 16 ","Rural Area","158","0.778565273978519","0.722407637295421","0.834722910661617"
"Permanent","1992","Couple + C. LE 16 ","Urban Area","253","0.846809036079577","0.806254812325134","0.88736325983402"
"Permanent","1992","Couple + C. LE and GT 16","Rural Area","45","0.728367493243353","0.616745616075492","0.839989370411214"
"Permanent","1992","Couple + C. LE and GT 16","Urban Area","56","0.702321457199429","0.603356167817442","0.801286746581416"
"Permanent","1992","Single parent ","Rural Area","31","0.738219062353229","0.601986874128431","0.874451250578027"
"Permanent","1992","Single parent ","Urban Area","48","0.748014398353705","0.644057447808185","0.851971348899225"
"Limited","1993","(Married) couple without C. ","Rural Area","16","","",""
"Limited","1993","(Married) couple without C. ","Urban Area","35","0.202098197107544","0.145444875301736","0.258751518913353"
"Limited","1993","1-pers.-HH","Rural Area","11","","",""
"Limited","1993","1-pers.-HH","Urban Area","13","","",""
"Limited","1993","Couple + C. GT 16 ","Rural Area","36","0.411109861531874","0.314186920956283","0.508032802107465"
"Limited","1993","Couple + C. GT 16 ","Urban Area","49","0.339413276376245","0.266943737061292","0.411882815691199"
"Limited","1993","Couple + C. LE 16 ","Rural Area","27","","",""
"Limited","1993","Couple + C. LE 16 ","Urban Area","40","0.137484413015756","0.094967861829928","0.180000964201585"
"Limited","1993","Couple + C. LE and GT 16","Rural Area","15","","",""
"Limited","1993","Couple + C. LE and GT 16","Urban Area","30","0.349804166429259","0.25339490755956","0.446213425298957"
"Limited","1993","Single parent ","Rural Area","7","","",""
"Limited","1993","Single parent ","Urban Area","15","","",""
"Permanent","1993","(Married) couple without C. ","Rural Area","46","0.681940115475873","0.566014392216944","0.797865838734801"
"Permanent","1993","(Married) couple without C. ","Urban Area","158","0.797901802892456","0.741248481086647","0.854555124698264"
"Permanent","1993","1-pers.-HH","Rural Area","13","","",""
"Permanent","1993","1-pers.-HH","Urban Area","76","0.860831763435124","0.78892292201778","0.932740604852467"
"Permanent","1993","Couple + C. GT 16 ","Rural Area","63","0.588890138468126","0.491967197892535","0.685813079043717"
"Permanent","1993","Couple + C. GT 16 ","Urban Area","115","0.660586723623755","0.588117184308801","0.733056262938708"
"Permanent","1993","Couple + C. LE 16 ","Rural Area","155","0.869082389527077","0.820077218764741","0.918087560289412"
"Permanent","1993","Couple + C. LE 16 ","Urban Area","212","0.862515586984244","0.819999035798415","0.905032138170072"
"Permanent","1993","Couple + C. LE and GT 16","Rural Area","38","0.742397019553266","0.624662529303152","0.86013150980338"
"Permanent","1993","Couple + C. LE and GT 16","Urban Area","64","0.650195833570741","0.553786574701043","0.74660509244044"
"Permanent","1993","Single parent ","Rural Area","13","","",""
"Permanent","1993","Single parent ","Urban Area","39","0.769768928757444","0.657486094461028","0.88205176305386"
"Limited","1994","(Married) couple without C. ","Rural Area","22","","",""
"Limited","1994","(Married) couple without C. ","Urban Area","34","0.152334137968797","0.0989411244656622","0.205727151471933"
"Limited","1994","1-pers.-HH","Rural Area","10","","",""
"Limited","1994","1-pers.-HH","Urban Area","29","","",""
"Limited","1994","Couple + C. GT 16 ","Rural Area","41","0.434267131213835","0.340350958045468","0.528183304382203"
"Limited","1994","Couple + C. GT 16 ","Urban Area","62","0.457070148700576","0.374845538330652","0.5392947590705"
"Limited","1994","Couple + C. LE 16 ","Rural Area","35","0.288267309631054","0.207560243484835","0.368974375777274"
"Limited","1994","Couple + C. LE 16 ","Urban Area","41","0.184001459593168","0.131087555499321","0.236915363687015"
"Limited","1994","Couple + C. LE and GT 16","Rural Area","36","0.578004822059519","0.454067345760392","0.701942298358645"
"Limited","1994","Couple + C. LE and GT 16","Urban Area","46","0.430848045840092","0.330205226072102","0.531490865608082"
"Limited","1994","Single parent ","Rural Area","12","","",""
"Limited","1994","Single parent ","Urban Area","15","","",""
"Permanent","1994","(Married) couple without C. ","Rural Area","56","0.670586715301711","0.566283230811931","0.77489019979149"
"Permanent","1994","(Married) couple without C. ","Urban Area","140","0.847665862031203","0.794272848528067","0.901058875534338"
"Permanent","1994","1-pers.-HH","Rural Area","12","","",""
"Permanent","1994","1-pers.-HH","Urban Area","64","0.732988159709999","0.643075601097193","0.822900718322805"
"Permanent","1994","Couple + C. GT 16 ","Rural Area","66","0.565732868786165","0.471816695617797","0.659649041954532"
"Permanent","1994","Couple + C. GT 16 ","Urban Area","79","0.542929851299424","0.4607052409295","0.625154461669348"
"Permanent","1994","Couple + C. LE 16 ","Rural Area","86","0.711732690368946","0.631025624222726","0.792439756515165"
"Permanent","1994","Couple + C. LE 16 ","Urban Area","165","0.815998540406832","0.763084636312985","0.868912444500679"
"Permanent","1994","Couple + C. LE and GT 16","Rural Area","25","","",""
"Permanent","1994","Couple + C. LE and GT 16","Urban Area","47","0.569151954159908","0.468509134391918","0.669794773927898"
"Permanent","1994","Single parent ","Rural Area","14","","",""
"Permanent","1994","Single parent ","Urban Area","28","","",""
"Limited","1995","(Married) couple without C. ","Rural Area","66","0.131066144363933","0.10062116297454","0.161511125753326"
"Limited","1995","(Married) couple without C. ","Urban Area","85","0.0700931334509614","0.0556059041509629","0.08458036275096"
"Limited","1995","1-pers.-HH","Rural Area","20","","",""
"Limited","1995","1-pers.-HH","Urban Area","58","0.119076972297887","0.0898273332811664","0.148326611314607"
"Limited","1995","Couple + C. GT 16 ","Rural Area","125","0.232258160126693","0.197221388143547","0.267294932109838"
"Limited","1995","Couple + C. GT 16 ","Urban Area","128","0.152948935669137","0.128751649872928","0.177146221465346"
"Limited","1995","Couple + C. LE 16 ","Rural Area","62","0.0768547980854165","0.0575457926906751","0.0961638034801578"
"Limited","1995","Couple + C. LE 16 ","Urban Area","84","0.068147311714919","0.0544011020000808","0.0818935214297572"
"Limited","1995","Couple + C. LE and GT 16","Rural Area","75","0.24446374716431","0.194568342736614","0.294359151592007"
"Limited","1995","Couple + C. LE and GT 16","Urban Area","99","0.19427024941472","0.158765475604482","0.229775023224957"
"Limited","1995","Single parent ","Rural Area","27","","",""
"Limited","1995","Single parent ","Urban Area","40","0.17320529270934","0.122855504577003","0.223555080841678"
"Permanent","1995","(Married) couple without C. ","Rural Area","406","0.868933855636067","0.838488874246674","0.89937883702546"
"Permanent","1995","(Married) couple without C. ","Urban Area","1108","0.929906866549039","0.91541963724904","0.944394095849037"
"Permanent","1995","1-pers.-HH","Rural Area","111","0.773277841896035","0.701576512235221","0.844979171556849"
"Permanent","1995","1-pers.-HH","Urban Area","413","0.880923027702113","0.851673388685393","0.910172666718834"
"Permanent","1995","Couple + C. GT 16 ","Rural Area","433","0.767741839873307","0.732705067890162","0.802778611856453"
"Permanent","1995","Couple + C. GT 16 ","Urban Area","722","0.847051064330863","0.822853778534653","0.871248350127072"
"Permanent","1995","Couple + C. LE 16 ","Rural Area","669","0.923145201914584","0.903836196519842","0.942454207309325"
"Permanent","1995","Couple + C. LE 16 ","Urban Area","1207","0.931852688285081","0.918106478570243","0.945598897999919"
"Permanent","1995","Couple + C. LE and GT 16","Rural Area","210","0.75553625283569","0.705640848407993","0.805431657263386"
"Permanent","1995","Couple + C. LE and GT 16","Urban Area","378","0.80572975058528","0.770224976775043","0.841234524395518"
"Permanent","1995","Single parent ","Rural Area","86","0.808846582691422","0.736347421811578","0.881345743571265"
"Permanent","1995","Single parent ","Urban Area","177","0.82679470729066","0.776444919158322","0.877144495422997"
"Limited","1996","(Married) couple without C. ","Rural Area","56","0.103152728652392","0.0761113043728233","0.13019415293196"
"Limited","1996","(Married) couple without C. ","Urban Area","83","0.063213244308468","0.0491242435218333","0.0773022450951028"
"Limited","1996","1-pers.-HH","Rural Area","20","","",""
"Limited","1996","1-pers.-HH","Urban Area","53","0.121684138561014","0.0920653348693147","0.151302942252714"
"Limited","1996","Couple + C. GT 16 ","Rural Area","104","0.171539772789282","0.13869312303117","0.204386422547394"
"Limited","1996","Couple + C. GT 16 ","Urban Area","120","0.146350841695941","0.121934113353964","0.170767570037918"
"Limited","1996","Couple + C. LE 16 ","Rural Area","51","0.0863808286982567","0.064948596370622","0.107813061025891"
"Limited","1996","Couple + C. LE 16 ","Urban Area","82","0.0684967275774417","0.054516107721873","0.0824773474330105"
"Limited","1996","Couple + C. LE and GT 16","Rural Area","73","0.21473768153258","0.169317927723037","0.260157435342124"
"Limited","1996","Couple + C. LE and GT 16","Urban Area","107","0.22810374726597","0.189882639354576","0.266324855177364"
"Limited","1996","Single parent ","Rural Area","23","","",""
"Limited","1996","Single parent ","Urban Area","51","0.23916400441738","0.18607364269308","0.292254366141679"
"Permanent","1996","(Married) couple without C. ","Rural Area","430","0.896847271347608","0.86980584706804","0.923888695627177"
"Permanent","1996","(Married) couple without C. ","Urban Area","1063","0.936786755691532","0.922697754904897","0.950875756478167"
"Permanent","1996","1-pers.-HH","Rural Area","127","0.834281987045859","0.774174203238801","0.894389770852917"
"Permanent","1996","1-pers.-HH","Urban Area","415","0.878315861438986","0.848697057747286","0.907934665130685"
"Permanent","1996","Couple + C. GT 16 ","Rural Area","402","0.828460227210718","0.795613577452606","0.86130687696883"
"Permanent","1996","Couple + C. GT 16 ","Urban Area","685","0.853649158304059","0.829232429962082","0.878065886646036"
"Permanent","1996","Couple + C. LE 16 ","Rural Area","609","0.913619171301743","0.892186938974109","0.935051403629378"
"Permanent","1996","Couple + C. LE 16 ","Urban Area","1172","0.931503272422558","0.91752265256699","0.945483892278127"
"Permanent","1996","Couple + C. LE and GT 16","Rural Area","241","0.785262318467419","0.739842564657876","0.830682072276963"
"Permanent","1996","Couple + C. LE and GT 16","Urban Area","356","0.77189625273403","0.733675144822636","0.810117360645424"
"Permanent","1996","Single parent ","Rural Area","89","0.815224226871862","0.743345540331326","0.887102913412399"
"Permanent","1996","Single parent ","Urban Area","197","0.760835995582621","0.707745633858321","0.813926357306921"
"Limited","1997","(Married) couple without C. ","Rural Area","59","0.113260353330843","0.0847005942254067","0.141820112436278"
"Limited","1997","(Married) couple without C. ","Urban Area","112","0.0825052321014155","0.0666311826112632","0.0983792815915678"
"Limited","1997","1-pers.-HH","Rural Area","22","","",""
"Limited","1997","1-pers.-HH","Urban Area","59","0.127998646687268","0.0968176448585269","0.159179648516009"
"Limited","1997","Couple + C. GT 16 ","Rural Area","115","0.206741481768131","0.172231761456439","0.241251202079823"
"Limited","1997","Couple + C. GT 16 ","Urban Area","164","0.218317731559511","0.18970946996428","0.246925993154741"
"Limited","1997","Couple + C. LE 16 ","Rural Area","46","0.0813287671421399","0.0594392171767063","0.103218317107573"
"Limited","1997","Couple + C. LE 16 ","Urban Area","90","0.0712802932089181","0.0566433697820636","0.0859172166357726"
"Limited","1997","Couple + C. LE and GT 16","Rural Area","66","0.231161848797724","0.183615172654099","0.278708524941349"
"Limited","1997","Couple + C. LE and GT 16","Urban Area","98","0.257514676981067","0.216470667781121","0.298558686181013"
"Limited","1997","Single parent ","Rural Area","35","0.224117862997841","0.149195628163579","0.299040097832103"
"Limited","1997","Single parent ","Urban Area","46","0.215496306060934","0.162242854499503","0.268749757622365"
"Permanent","1997","(Married) couple without C. ","Rural Area","414","0.886739646669157","0.858179887563722","0.915299405774593"
"Permanent","1997","(Married) couple without C. ","Urban Area","1042","0.917494767898585","0.901620718408432","0.933368817388737"
"Permanent","1997","1-pers.-HH","Rural Area","124","0.872945763706862","0.818925105805862","0.926966421607862"
"Permanent","1997","1-pers.-HH","Urban Area","382","0.872001353312732","0.840820351483991","0.903182355141473"
"Permanent","1997","Couple + C. GT 16 ","Rural Area","414","0.793258518231869","0.758748797920177","0.827768238543561"
