"plb0037_h","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Permanent","2009","16-34 y.","Other degree","39","0.66382368867256","0.537826417881669","0.789820959463452"
"Permanent","2009","16-34 y.","no degree/no degree yet","21","","",""
"Permanent","2009","35-65 y.","lower secondary degree","1513","0.942145411947446","0.930807961016374","0.953482862878519"
"Permanent","2009","35-65 y.","secondary school degree","2283","0.935382469228791","0.925591384386434","0.945173554071147"
"Permanent","2009","35-65 y.","college entrance qualification","1813","0.929340626128956","0.91792878716922","0.940752465088692"
"Permanent","2009","35-65 y.","Other degree","262","0.910533240112156","0.877569946091749","0.943496534132562"
"Permanent","2009","35-65 y.","no degree/no degree yet","23","","",""
"Permanent","2009","66 and older","lower secondary degree","33","0.842934473052443","0.728737883767775","0.957131062337111"
"Permanent","2009","66 and older","secondary school degree","16","","",""
"Permanent","2009","66 and older","college entrance qualification","15","","",""
"Permanent","2009","66 and older","Other degree","2","","",""
"Permanent","2009","66 and older","no degree/no degree yet","1","","",""
"Limited","2009","16-34 y.","lower secondary degree","108","0.300078217697033","0.253381192012811","0.346775243381255"
"Limited","2009","16-34 y.","secondary school degree","269","0.316025920321525","0.284339256920595","0.347712583722456"
"Limited","2009","16-34 y.","college entrance qualification","318","0.365104399090138","0.332070282026257","0.398138516154019"
"Limited","2009","16-34 y.","Other degree","15","","",""
"Limited","2009","16-34 y.","no degree/no degree yet","12","","",""
"Limited","2009","35-65 y.","lower secondary degree","116","0.0578545880525536","0.0465171371214808","0.0691920389836265"
"Limited","2009","35-65 y.","secondary school degree","139","0.0646175307712092","0.0548264459288526","0.0744086156135659"
"Limited","2009","35-65 y.","college entrance qualification","124","0.070659373871044","0.0592475349113084","0.0820712128307797"
"Limited","2009","35-65 y.","Other degree","26","","",""
"Limited","2009","35-65 y.","no degree/no degree yet","3","","",""
"Limited","2009","66 and older","lower secondary degree","6","","",""
"Limited","2009","66 and older","secondary school degree","1","","",""
"Limited","2009","66 and older","college entrance qualification","8","","",""
"Limited","2009","66 and older","Other degree","1","","",""
"Limited","2009","66 and older","no degree/no degree yet","","","",""
"Permanent","2010","16-34 y.","lower secondary degree","409","0.686102701470581","0.648656269843074","0.723549133098088"
"Permanent","2010","16-34 y.","secondary school degree","873","0.650862331957127","0.624080164308395","0.67764449960586"
"Permanent","2010","16-34 y.","college entrance qualification","720","0.630842424396803","0.602504252247384","0.659180596546222"
"Permanent","2010","16-34 y.","Other degree","123","0.772875447468543","0.709331139660138","0.836419755276948"
"Permanent","2010","16-34 y.","no degree/no degree yet","45","0.675533780528146","0.567392844919945","0.783674716136346"
"Permanent","2010","35-65 y.","lower secondary degree","1812","0.944846913801249","0.934756198148406","0.954937629454091"
"Permanent","2010","35-65 y.","secondary school degree","2915","0.933283085439357","0.924581508747937","0.941984662130778"
"Permanent","2010","35-65 y.","college entrance qualification","2573","0.928568141579107","0.919003067111863","0.93813321604635"
"Permanent","2010","35-65 y.","Other degree","439","0.839249112452869","0.807649151415189","0.87084907349055"
"Permanent","2010","35-65 y.","no degree/no degree yet","55","0.960233050971759","0.910788102658812","1.00967799928471"
"Permanent","2010","66 and older","lower secondary degree","29","","",""
"Permanent","2010","66 and older","secondary school degree","19","","",""
"Permanent","2010","66 and older","college entrance qualification","22","","",""
"Permanent","2010","66 and older","Other degree","3","","",""
"Permanent","2010","66 and older","no degree/no degree yet","1","","",""
"Limited","2010","16-34 y.","lower secondary degree","181","0.313897298529419","0.276450866901912","0.351343730156926"
"Limited","2010","16-34 y.","secondary school degree","344","0.349137668042872","0.32235550039414","0.375919835691605"
"Limited","2010","16-34 y.","college entrance qualification","394","0.369157575603197","0.340819403453778","0.397495747752616"
"Limited","2010","16-34 y.","Other degree","44","0.227124552531457","0.163580244723052","0.290668860339862"
"Limited","2010","16-34 y.","no degree/no degree yet","27","","",""
"Limited","2010","35-65 y.","lower secondary degree","154","0.0551530861987512","0.0450623705459088","0.0652438018515935"
"Limited","2010","35-65 y.","secondary school degree","244","0.0667169145606427","0.0580153378692223","0.0754184912520632"
"Limited","2010","35-65 y.","college entrance qualification","212","0.0714318584208935","0.06186678395365","0.080996932888137"
"Limited","2010","35-65 y.","Other degree","80","0.16075088754713","0.12915092650945","0.192350848584811"
"Limited","2010","35-65 y.","no degree/no degree yet","5","","",""
"Limited","2010","66 and older","lower secondary degree","7","","",""
"Limited","2010","66 and older","secondary school degree","2","","",""
"Limited","2010","66 and older","college entrance qualification","7","","",""
"Limited","2010","66 and older","Other degree","1","","",""
"Limited","2010","66 and older","no degree/no degree yet","","","",""
"Permanent","2011","16-34 y.","lower secondary degree","423","0.668350858837158","0.631703291136637","0.704998426537679"
"Permanent","2011","16-34 y.","secondary school degree","941","0.658149641680909","0.632724538052469","0.683574745309349"
"Permanent","2011","16-34 y.","college entrance qualification","849","0.636081764175999","0.609473799639145","0.662689728712852"
"Permanent","2011","16-34 y.","Other degree","108","0.700700970970091","0.628838059975198","0.772563881964985"
"Permanent","2011","16-34 y.","no degree/no degree yet","41","0.526311675278832","0.412548927440563","0.6400744231171"
"Permanent","2011","35-65 y.","lower secondary degree","2203","0.939288504877479","0.929676426976962","0.948900582777996"
"Permanent","2011","35-65 y.","secondary school degree","3667","0.929759768314086","0.921803408824237","0.937716127803935"
"Permanent","2011","35-65 y.","college entrance qualification","3188","0.930775102958056","0.92233059552313","0.939219610392982"
"Permanent","2011","35-65 y.","Other degree","578","0.883241709949671","0.859033738917271","0.907449680982072"
"Permanent","2011","35-65 y.","no degree/no degree yet","78","0.811852535276412","0.73242074012668","0.891284330426144"
"Permanent","2011","66 and older","lower secondary degree","36","0.956876614573003","0.893123679758331","1.02062954938767"
"Permanent","2011","66 and older","secondary school degree","19","","",""
"Permanent","2011","66 and older","college entrance qualification","26","","",""
"Permanent","2011","66 and older","Other degree","3","","",""
"Permanent","2011","66 and older","no degree/no degree yet","1","","",""
"Limited","2011","16-34 y.","lower secondary degree","211","0.331649141162842","0.295001573462321","0.368296708863363"
"Limited","2011","16-34 y.","secondary school degree","396","0.341850358319091","0.31642525469065","0.367275461947531"
"Limited","2011","16-34 y.","college entrance qualification","407","0.363918235824002","0.337310271287148","0.390526200360855"
"Limited","2011","16-34 y.","Other degree","48","0.299299029029909","0.227436118035015","0.371161940024802"
"Limited","2011","16-34 y.","no degree/no degree yet","33","0.473688324721168","0.3599255768829","0.587451072559437"
"Limited","2011","35-65 y.","lower secondary degree","168","0.0607114951225208","0.0510994172220041","0.0703235730230376"
"Limited","2011","35-65 y.","secondary school degree","296","0.0702402316859143","0.0622838721960652","0.0781965911757634"
"Limited","2011","35-65 y.","college entrance qualification","283","0.069224897041944","0.0607803896070185","0.0776694044768696"
"Limited","2011","35-65 y.","Other degree","98","0.116758290050329","0.0925503190179283","0.140966261082729"
"Limited","2011","35-65 y.","no degree/no degree yet","15","","",""
"Limited","2011","66 and older","lower secondary degree","3","","",""
"Limited","2011","66 and older","secondary school degree","4","","",""
"Limited","2011","66 and older","college entrance qualification","5","","",""
"Limited","2011","66 and older","Other degree","2","","",""
"Limited","2011","66 and older","no degree/no degree yet","","","",""
"Permanent","2012","16-34 y.","lower secondary degree","410","0.662420587307816","0.625435797361838","0.699405377253795"
"Permanent","2012","16-34 y.","secondary school degree","835","0.687805662061443","0.661898637667392","0.713712686455494"
"Permanent","2012","16-34 y.","college entrance qualification","768","0.615628320345654","0.588298436383082","0.642958204308226"
"Permanent","2012","16-34 y.","Other degree","107","0.702577655273219","0.630380232671062","0.774775077875376"
"Permanent","2012","16-34 y.","no degree/no degree yet","57","0.614034475836184","0.516140284512202","0.711928667160166"
"Permanent","2012","35-65 y.","lower secondary degree","2135","0.943384942954506","0.933993038178969","0.952776847730044"
"Permanent","2012","35-65 y.","secondary school degree","3664","0.935433163338949","0.927796092171892","0.943070234506006"
"Permanent","2012","35-65 y.","college entrance qualification","3194","0.922646439673986","0.913762798815481","0.931530080532492"
"Permanent","2012","35-65 y.","Other degree","635","0.866363170748543","0.842027619129659","0.890698722367428"
"Permanent","2012","35-65 y.","no degree/no degree yet","81","0.858454254892198","0.790133118839326","0.92677539094507"
"Permanent","2012","66 and older","lower secondary degree","48","0.928451994890752","0.858399289726754","0.99850470005475"
"Permanent","2012","66 and older","secondary school degree","26","","",""
"Permanent","2012","66 and older","college entrance qualification","28","","",""
"Permanent","2012","66 and older","Other degree","3","","",""
"Permanent","2012","66 and older","no degree/no degree yet","2","","",""
"Limited","2012","16-34 y.","lower secondary degree","218","0.337579412692183","0.300594622746205","0.374564202638162"
"Limited","2012","16-34 y.","secondary school degree","394","0.312194337938557","0.286287313544506","0.338101362332608"
"Limited","2012","16-34 y.","college entrance qualification","449","0.384371679654346","0.357041795691774","0.411701563616918"
"Limited","2012","16-34 y.","Other degree","47","0.297422344726781","0.225224922124624","0.369619767328938"
"Limited","2012","16-34 y.","no degree/no degree yet","38","0.385965524163816","0.288071332839834","0.483859715487798"
"Limited","2012","35-65 y.","lower secondary degree","191","0.0566150570454938","0.0472231522699564","0.0660069618210313"
"Limited","2012","35-65 y.","secondary school degree","314","0.0645668366610509","0.0569297654939942","0.0722039078281076"
"Limited","2012","35-65 y.","college entrance qualification","280","0.0773535603260137","0.0684699194675084","0.086237201184519"
"Limited","2012","35-65 y.","Other degree","116","0.133636829251457","0.109301277632572","0.157972380870341"
"Limited","2012","35-65 y.","no degree/no degree yet","19","","",""
"Limited","2012","66 and older","lower secondary degree","4","","",""
"Limited","2012","66 and older","secondary school degree","6","","",""
"Limited","2012","66 and older","college entrance qualification","9","","",""
"Limited","2012","66 and older","Other degree","2","","",""
"Limited","2012","66 and older","no degree/no degree yet","","","",""
"Permanent","2013","16-34 y.","lower secondary degree","485","0.632026679509506","0.598545958506789","0.665507400512223"
"Permanent","2013","16-34 y.","secondary school degree","901","0.683190377421262","0.658898412410298","0.707482342432226"
"Permanent","2013","16-34 y.","college entrance qualification","833","0.613716637650202","0.587981073554835","0.63945220174557"
"Permanent","2013","16-34 y.","Other degree","300","0.634013801892396","0.589207580963668","0.678820022821125"
"Permanent","2013","16-34 y.","no degree/no degree yet","74","0.429304005588848","0.34845927325787","0.510148737919826"
"Permanent","2013","35-65 y.","lower secondary degree","2061","0.933214724429351","0.922867035993303","0.943562412865399"
"Permanent","2013","35-65 y.","secondary school degree","3537","0.933151676850344","0.925246951478641","0.941056402222048"
"Permanent","2013","35-65 y.","college entrance qualification","3177","0.924430701267202","0.915617494862219","0.933243907672185"
"Permanent","2013","35-65 y.","Other degree","1593","0.867097356434151","0.851857271627175","0.882337441241128"
"Permanent","2013","35-65 y.","no degree/no degree yet","139","0.833183805933024","0.777948268873378","0.88841934299267"
"Permanent","2013","66 and older","lower secondary degree","54","0.96329286831354","0.914476545680115","1.01210919094696"
"Permanent","2013","66 and older","secondary school degree","18","","",""
"Permanent","2013","66 and older","college entrance qualification","25","","",""
"Permanent","2013","66 and older","Other degree","8","","",""
"Permanent","2013","66 and older","no degree/no degree yet","2","","",""
"Limited","2013","16-34 y.","lower secondary degree","312","0.367973320490494","0.334492599487777","0.401454041493211"
"Limited","2013","16-34 y.","secondary school degree","508","0.316809622578738","0.292517657567774","0.341101587589702"
"Limited","2013","16-34 y.","college entrance qualification","542","0.386283362349798","0.36054779825443","0.412018926445165"
"Limited","2013","16-34 y.","Other degree","144","0.365986198107604","0.321179977178875","0.410792419036332"
"Limited","2013","16-34 y.","no degree/no degree yet","70","0.570695994411152","0.489851262080174","0.65154072674213"
"Limited","2013","35-65 y.","lower secondary degree","175","0.0667852755706492","0.0564375871346012","0.0771329640066973"
"Limited","2013","35-65 y.","secondary school degree","298","0.0668483231496559","0.0589435977779524","0.0747530485213594"
"Limited","2013","35-65 y.","college entrance qualification","278","0.0755692987327981","0.0667560923278155","0.0843825051377808"
"Limited","2013","35-65 y.","Other degree","313","0.132902643565849","0.117662558758872","0.148142728372825"
"Limited","2013","35-65 y.","no degree/no degree yet","36","0.166816194066976","0.11158065700733","0.222051731126623"
"Limited","2013","66 and older","lower secondary degree","3","","",""
"Limited","2013","66 and older","secondary school degree","6","","",""
"Limited","2013","66 and older","college entrance qualification","7","","",""
"Limited","2013","66 and older","Other degree","1","","",""
"Limited","2013","66 and older","no degree/no degree yet","","","",""
"Permanent","2014","16-34 y.","lower secondary degree","433","0.662672438671178","0.62654721775504","0.698797659587315"
"Permanent","2014","16-34 y.","secondary school degree","735","0.624842710014477","0.596980783332012","0.652704636696943"
"Permanent","2014","16-34 y.","college entrance qualification","730","0.600518349940292","0.57334442589353","0.627692273987054"
"Permanent","2014","16-34 y.","Other degree","209","0.609007323229496","0.555119780128277","0.662894866330715"
"Permanent","2014","16-34 y.","no degree/no degree yet","51","0.505271415679933","0.403106908559505","0.607435922800361"
"Permanent","2014","35-65 y.","lower secondary degree","1846","0.937328341417171","0.9266875014866","0.947969181347742"
"Permanent","2014","35-65 y.","secondary school degree","3211","0.938750986752278","0.930765821637031","0.946736151867525"
"Permanent","2014","35-65 y.","college entrance qualification","2965","0.917096366492495","0.90759164254761","0.926601090437381"
"Permanent","2014","35-65 y.","Other degree","1298","0.861924827485131","0.844621841139853","0.879227813830409"
"Permanent","2014","35-65 y.","no degree/no degree yet","106","0.879653933414407","0.823066746429982","0.936241120398832"
"Permanent","2014","66 and older","lower secondary degree","64","0.929588871711254","0.869655987132462","0.989521756290045"
"Permanent","2014","66 and older","secondary school degree","18","","",""
"Permanent","2014","66 and older","college entrance qualification","21","","",""
"Permanent","2014","66 and older","Other degree","11","","",""
"Permanent","2014","66 and older","no degree/no degree yet","2","","",""
"Limited","2014","16-34 y.","lower secondary degree","225","0.337327561328822","0.301202340412685","0.373452782244959"
"Limited","2014","16-34 y.","secondary school degree","425","0.375157289985523","0.347295363303057","0.403019216667988"
"Limited","2014","16-34 y.","college entrance qualification","518","0.399481650059708","0.372307726012947","0.42665557410647"
"Limited","2014","16-34 y.","Other degree","106","0.390992676770504","0.337105133669285","0.444880219871723"
"Limited","2014","16-34 y.","no degree/no degree yet","41","0.494728584320067","0.392564077199638","0.596893091440495"
"Limited","2014","35-65 y.","lower secondary degree","147","0.0626716585828288","0.052030818652258","0.0733124985133995"
"Limited","2014","35-65 y.","secondary school degree","253","0.061249013247722","0.0532638481324747","0.0692341783629694"
"Limited","2014","35-65 y.","college entrance qualification","268","0.0829036335075046","0.0733989095626188","0.0924083574523905"
"Limited","2014","35-65 y.","Other degree","229","0.138075172514869","0.120772186169591","0.155378158860147"
"Limited","2014","35-65 y.","no degree/no degree yet","21","","",""
"Limited","2014","66 and older","lower secondary degree","6","","",""
"Limited","2014","66 and older","secondary school degree","6","","",""
"Limited","2014","66 and older","college entrance qualification","7","","",""
"Limited","2014","66 and older","Other degree","2","","",""
"Limited","2014","66 and older","no degree/no degree yet","","","",""
"Permanent","2015","16-34 y.","lower secondary degree","350","0.650894326131259","0.611378061638624","0.690410590623895"
"Permanent","2015","16-34 y.","secondary school degree","668","0.682201692614529","0.653916775367584","0.710486609861474"
"Permanent","2015","16-34 y.","college entrance qualification","656","0.611891568272733","0.58357825244917","0.640204884096295"
"Permanent","2015","16-34 y.","Other degree","442","0.652345721093694","0.616760753844877","0.687930688342512"
"Permanent","2015","16-34 y.","no degree/no degree yet","54","0.453071326217165","0.356466985654405","0.549675666779926"
"Permanent","2015","35-65 y.","lower secondary degree","1707","0.923386880106458","0.911299420302149","0.935474339910766"
"Permanent","2015","35-65 y.","secondary school degree","3110","0.93832657710605","0.930191360438778","0.946461793773322"
"Permanent","2015","35-65 y.","college entrance qualification","2920","0.931476215313579","0.922647951802946","0.940304478824211"
"Permanent","2015","35-65 y.","Other degree","1412","0.841342818208909","0.823944480684458","0.858741155733361"
"Permanent","2015","35-65 y.","no degree/no degree yet","128","0.783995204904744","0.719418751254889","0.848571658554599"
"Permanent","2015","66 and older","lower secondary degree","72","0.870892224331431","0.796949925006111","0.944834523656752"
"Permanent","2015","66 and older","secondary school degree","26","","",""
"Permanent","2015","66 and older","college entrance qualification","25","","",""
"Permanent","2015","66 and older","Other degree","18","","",""
"Permanent","2015","66 and older","no degree/no degree yet","","","",""
"Limited","2015","16-34 y.","lower secondary degree","209","0.349105673868741","0.309589409376105","0.388621938361376"
"Limited","2015","16-34 y.","secondary school degree","373","0.317798307385471","0.289513390138526","0.346083224632416"
"Limited","2015","16-34 y.","college entrance qualification","482","0.388108431727267","0.359795115903705","0.41642174755083"
"Limited","2015","16-34 y.","Other degree","246","0.347654278906306","0.312069311657488","0.383239246155123"
"Limited","2015","16-34 y.","no degree/no degree yet","48","0.546928673782835","0.450324333220074","0.643533014345596"
"Limited","2015","35-65 y.","lower secondary degree","153","0.0766131198935421","0.0645256600892335","0.0887005796978506"
"Limited","2015","35-65 y.","secondary school degree","249","0.0616734228939496","0.0535382062266777","0.0698086395612215"
"Limited","2015","35-65 y.","college entrance qualification","226","0.0685237846864214","0.0596955211757885","0.0773520481970542"
"Limited","2015","35-65 y.","Other degree","282","0.158657181791091","0.141258844266639","0.176055519315542"
"Limited","2015","35-65 y.","no degree/no degree yet","28","","",""
"Limited","2015","66 and older","lower secondary degree","7","","",""
"Limited","2015","66 and older","secondary school degree","7","","",""
"Limited","2015","66 and older","college entrance qualification","5","","",""
"Limited","2015","66 and older","Other degree","1","","",""
"Limited","2015","66 and older","no degree/no degree yet","","","",""
"Permanent","2016","16-34 y.","lower secondary degree","304","0.630369461146217","0.588269285548733","0.672469636743702"
"Permanent","2016","16-34 y.","secondary school degree","557","0.643359590553439","0.611942604001982","0.674776577104896"
"Permanent","2016","16-34 y.","college entrance qualification","628","0.597421670821029","0.568213823798944","0.626629517843113"
"Permanent","2016","16-34 y.","Other degree","318","0.633450351301632","0.59413312439403","0.672767578209234"
"Permanent","2016","16-34 y.","no degree/no degree yet","79","0.575379476325706","0.498550118535825","0.652208834115588"
"Permanent","2016","35-65 y.","lower secondary degree","1597","0.932610648630523","0.920875111926453","0.944346185334593"
"Permanent","2016","35-65 y.","secondary school degree","2895","0.931391263687878","0.922531136821346","0.940251390554411"
"Permanent","2016","35-65 y.","college entrance qualification","2795","0.927661511014754","0.918420999342626","0.936902022686883"
"Permanent","2016","35-65 y.","Other degree","1249","0.854159453184293","0.83675078113939","0.871568125229197"
"Permanent","2016","35-65 y.","no degree/no degree yet","119","0.739444147104415","0.674036557636488","0.804851736572342"
"Permanent","2016","66 and older","lower secondary degree","62","0.904774866237029","0.834490821053993","0.975058911420065"
"Permanent","2016","66 and older","secondary school degree","31","0.748962130262512","0.619359620068346","0.878564640456679"
"Permanent","2016","66 and older","college entrance qualification","21","","",""
"Permanent","2016","66 and older","Other degree","10","","",""
"Permanent","2016","66 and older","no degree/no degree yet","","","",""
"Limited","2016","16-34 y.","lower secondary degree","201","0.369630538853783","0.327530363256298","0.411730714451267"
"Limited","2016","16-34 y.","secondary school degree","336","0.356640409446561","0.325223422895104","0.388057395998018"
"Limited","2016","16-34 y.","college entrance qualification","455","0.402578329178971","0.373370482156887","0.431786176201056"
"Limited","2016","16-34 y.","Other degree","259","0.366549648698368","0.327232421790766","0.40586687560597"
"Limited","2016","16-34 y.","no degree/no degree yet","80","0.424620523674294","0.347791165884412","0.501449881464175"
"Limited","2016","35-65 y.","lower secondary degree","156","0.067389351369477","0.0556538146654071","0.0791248880735469"
"Limited","2016","35-65 y.","secondary school degree","232","0.0686087363121216","0.0597486094455892","0.0774688631786539"
"Limited","2016","35-65 y.","college entrance qualification","224","0.0723384889852455","0.0630979773131173","0.0815790006573737"
"Limited","2016","35-65 y.","Other degree","330","0.145840546815707","0.128431874770803","0.16324921886061"
"Limited","2016","35-65 y.","no degree/no degree yet","54","0.260555852895585","0.195148263427658","0.325963442363512"
"Limited","2016","66 and older","lower secondary degree","5","","",""
"Limited","2016","66 and older","secondary school degree","12","","",""
"Limited","2016","66 and older","college entrance qualification","7","","",""
"Limited","2016","66 and older","Other degree","3","","",""
"Limited","2016","66 and older","no degree/no degree yet","","","",""
"Permanent","2017","16-34 y.","lower secondary degree","345","0.683623882009358","0.645036843271344","0.722210920747372"
"Permanent","2017","16-34 y.","secondary school degree","685","0.696772149932835","0.668605174869257","0.724939124996414"
"Permanent","2017","16-34 y.","college entrance qualification","776","0.615952475784012","0.590365471288809","0.641539480279214"
"Permanent","2017","16-34 y.","Other degree","304","0.611532321945647","0.573859360813606","0.649205283077688"
"Permanent","2017","16-34 y.","no degree/no degree yet","95","0.529037371679294","0.464387636665376","0.593687106693212"
"Permanent","2017","35-65 y.","lower secondary degree","1774","0.934411719747735","0.923361349321152","0.945462090174319"
"Permanent","2017","35-65 y.","secondary school degree","3451","0.933900420714475","0.925885011461527","0.941915829967424"
"Permanent","2017","35-65 y.","college entrance qualification","3259","0.928327192060109","0.919792572781448","0.936861811338769"
"Permanent","2017","35-65 y.","Other degree","1297","0.854452196106726","0.83723698764847","0.871667404564982"
"Permanent","2017","35-65 y.","no degree/no degree yet","139","0.763030860639681","0.705925715910738","0.820136005368623"
"Permanent","2017","66 and older","lower secondary degree","78","0.943184550987251","0.893080513256378","0.993288588718125"
"Permanent","2017","66 and older","secondary school degree","43","0.844939118771181","0.745598505767624","0.944279731774737"
"Permanent","2017","66 and older","college entrance qualification","28","","",""
"Permanent","2017","66 and older","Other degree","19","","",""
"Permanent","2017","66 and older","no degree/no degree yet","","","",""
"Limited","2017","16-34 y.","lower secondary degree","213","0.316376117990642","0.277789079252628","0.354963156728657"
"Limited","2017","16-34 y.","secondary school degree","338","0.303227850067165","0.275060875003586","0.331394825130743"
"Limited","2017","16-34 y.","college entrance qualification","612","0.384047524215988","0.358460519720786","0.409634528711191"
"Limited","2017","16-34 y.","Other degree","339","0.388467678054353","0.350794716922312","0.426140639186394"
"Limited","2017","16-34 y.","no degree/no degree yet","134","0.470962628320706","0.406312893306788","0.535612363334624"
"Limited","2017","35-65 y.","lower secondary degree","154","0.0655882802522645","0.0545379098256811","0.0766386506788479"
"Limited","2017","35-65 y.","secondary school degree","240","0.0660995792855247","0.0580841700325762","0.0741149885384732"
"Limited","2017","35-65 y.","college entrance qualification","250","0.0716728079398914","0.0631381886612309","0.0802074272185519"
"Limited","2017","35-65 y.","Other degree","315","0.145547803893274","0.128332595435018","0.16276301235153"
"Limited","2017","35-65 y.","no degree/no degree yet","74","0.236969139360319","0.179863994631377","0.294074284089262"
"Limited","2017","66 and older","lower secondary degree","4","","",""
"Limited","2017","66 and older","secondary school degree","8","","",""
"Limited","2017","66 and older","college entrance qualification","11","","",""
"Limited","2017","66 and older","Other degree","","","",""
"Limited","2017","66 and older","no degree/no degree yet","","","",""
"Permanent","2018","16-34 y.","lower secondary degree","317","0.674382045461948","0.63402769301817","0.714736397905726"
"Permanent","2018","16-34 y.","secondary school degree","634","0.724141990170893","0.695630707305239","0.752653273036548"
"Permanent","2018","16-34 y.","college entrance qualification","767","0.598125545799884","0.572201898709357","0.62404919289041"
"Permanent","2018","16-34 y.","Other degree","314","0.62924419057305","0.592112476086044","0.666375905060056"
"Permanent","2018","16-34 y.","no degree/no degree yet","101","0.526016375087891","0.465669954143778","0.586362796032003"
"Permanent","2018","35-65 y.","lower secondary degree","1601","0.933237386706143","0.921559284844686","0.9449154885676"
"Permanent","2018","35-65 y.","secondary school degree","3310","0.940266656735049","0.932454205649842","0.948079107820256"
"Permanent","2018","35-65 y.","college entrance qualification","3141","0.932795721035665","0.924317252299844","0.941274189771487"
"Permanent","2018","35-65 y.","Other degree","1275","0.838623891153435","0.820868060338708","0.856379721968162"
"Permanent","2018","35-65 y.","no degree/no degree yet","154","0.867665433848163","0.823191201911872","0.912139665784453"
"Permanent","2018","66 and older","lower secondary degree","80","0.8853619338001","0.818799130591856","0.951924737008343"
"Permanent","2018","66 and older","secondary school degree","43","0.844122534047936","0.744568831094929","0.943676237000942"
"Permanent","2018","66 and older","college entrance qualification","41","0.775334284151449","0.654724630250395","0.895943938052503"
"Permanent","2018","66 and older","Other degree","25","","",""
"Permanent","2018","66 and older","no degree/no degree yet","1","","",""
"Limited","2018","16-34 y.","lower secondary degree","201","0.325617954538052","0.285263602094274","0.365972306981831"
"Limited","2018","16-34 y.","secondary school degree","310","0.275858009829107","0.247346726963452","0.304369292694761"
"Limited","2018","16-34 y.","college entrance qualification","607","0.401874454200116","0.37595080710959","0.427798101290642"
"Limited","2018","16-34 y.","Other degree","336","0.37075580942695","0.333624094939944","0.407887523913956"
"Limited","2018","16-34 y.","no degree/no degree yet","162","0.473983624912109","0.413637203967997","0.534330045856222"
"Limited","2018","35-65 y.","lower secondary degree","154","0.0667626132938571","0.0550845114324005","0.0784407151553138"
"Limited","2018","35-65 y.","secondary school degree","225","0.0597333432649509","0.0519208921797442","0.0675457943501576"
"Limited","2018","35-65 y.","college entrance qualification","209","0.0672042789643346","0.058725810228513","0.0756827477001561"
"Limited","2018","35-65 y.","Other degree","374","0.161376108846565","0.143620278031838","0.179131939661292"
"Limited","2018","35-65 y.","no degree/no degree yet","69","0.132334566151837","0.0878603342155468","0.176808798088128"
"Limited","2018","66 and older","lower secondary degree","8","","",""
"Limited","2018","66 and older","secondary school degree","8","","",""
"Limited","2018","66 and older","college entrance qualification","5","","",""
"Limited","2018","66 and older","Other degree","5","","",""
"Limited","2018","66 and older","no degree/no degree yet","","","",""
"Permanent","2019","16-34 y.","lower secondary degree","262","0.667895610708998","0.624332736812724","0.711458484605271"
"Permanent","2019","16-34 y.","secondary school degree","545","0.724970746022506","0.695179245388239","0.754762246656773"
"Permanent","2019","16-34 y.","college entrance qualification","810","0.621833758779996","0.596136691080436","0.647530826479555"
"Permanent","2019","16-34 y.","Other degree","265","0.637193577609324","0.597859830348677","0.676527324869971"
"Permanent","2019","16-34 y.","no degree/no degree yet","121","0.487263188653122","0.431532051850449","0.542994325455795"
"Permanent","2019","35-65 y.","lower secondary degree","1456","0.937003673573531","0.924989656145008","0.949017691002055"
"Permanent","2019","35-65 y.","secondary school degree","3217","0.944231160781422","0.936516666249003","0.951945655313842"
"Permanent","2019","35-65 y.","college entrance qualification","3198","0.938729326361364","0.930688103067665","0.946770549655063"
"Permanent","2019","35-65 y.","Other degree","1158","0.853373740762244","0.835596719209697","0.871150762314791"
"Permanent","2019","35-65 y.","no degree/no degree yet","166","0.846154611346606","0.803818292450672","0.88849093024254"
"Permanent","2019","66 and older","lower secondary degree","85","0.914628706324487","0.858139885459752","0.971117527189221"
"Permanent","2019","66 and older","secondary school degree","58","0.835493356672693","0.747376934374442","0.923609778970944"
"Permanent","2019","66 and older","college entrance qualification","60","0.899256151766987","0.827716864100439","0.970795439433534"
"Permanent","2019","66 and older","Other degree","21","","",""
"Permanent","2019","66 and older","no degree/no degree yet","2","","",""
"Limited","2019","16-34 y.","lower secondary degree","187","0.332104389291002","0.288541515394729","0.375667263187276"
"Limited","2019","16-34 y.","secondary school degree","318","0.275029253977494","0.245237753343227","0.304820754611761"
"Limited","2019","16-34 y.","college entrance qualification","558","0.378166241220004","0.352469173520445","0.403863308919564"
"Limited","2019","16-34 y.","Other degree","309","0.362806422390676","0.323472675130029","0.402140169651323"
"Limited","2019","16-34 y.","no degree/no degree yet","188","0.512736811346878","0.457005674544205","0.568467948149551"
"Limited","2019","35-65 y.","lower secondary degree","115","0.0629963264264687","0.0509823089979453","0.0750103438549922"
"Limited","2019","35-65 y.","secondary school degree","182","0.0557688392185775","0.0480543446861578","0.0634833337509972"
"Limited","2019","35-65 y.","college entrance qualification","219","0.0612706736386359","0.0532294503449366","0.0693118969323351"
"Limited","2019","35-65 y.","Other degree","363","0.146626259237756","0.128849237685209","0.164403280790303"
"Limited","2019","35-65 y.","no degree/no degree yet","113","0.153845388653394","0.11150906975746","0.196181707549328"
"Limited","2019","66 and older","lower secondary degree","9","","",""
