"plb0037_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Permanent","1989","16-34 y.","Male","260","0.737150802997676","0.692116177280434","0.782185428714918","1"
"Permanent","1989","16-34 y.","Female","205","0.718076849518573","0.667664352362382","0.768489346674763","1"
"Permanent","1989","35-65 y.","Male","96","0.862869437780595","0.799163670408611","0.926575205152579","1"
"Permanent","1989","35-65 y.","Female","83","0.770263870653608","0.692357406612128","0.848170334695088","1"
"Permanent","1989","66 and older","Male","","","","","1"
"Permanent","1989","66 and older","Female","","","","","1"
"Limited","1990","16-34 y.","Male","86","0.238045632551202","0.194173535277014","0.281917729825391","2"
"Limited","1990","16-34 y.","Female","98","0.274070215939516","0.223596451988672","0.324543979890361","2"
"Limited","1990","35-65 y.","Male","12","","","","2"
"Limited","1990","35-65 y.","Female","32","0.21653511353313","0.151056385932137","0.282013841134124","2"
"Limited","1990","66 and older","Male","","","","","2"
"Limited","1990","66 and older","Female","","","","","2"
"Permanent","1990","16-34 y.","Male","276","0.761954367448798","0.718082270174609","0.805826464722986","1"
"Permanent","1990","16-34 y.","Female","202","0.725929784060484","0.675456020109639","0.776403548011328","1"
"Permanent","1990","35-65 y.","Male","109","0.895711102101457","0.841253511404908","0.950168692798005","1"
"Permanent","1990","35-65 y.","Female","120","0.78346488646687","0.717986158865876","0.848943614067863","1"
"Permanent","1990","66 and older","Male","1","","","","1"
"Permanent","1990","66 and older","Female","","","","","1"
"Limited","1991","16-34 y.","Male","141","0.247815358694132","0.211765909642027","0.283864807746237","2"
"Limited","1991","16-34 y.","Female","132","0.290445041365101","0.24859423054078","0.332295852189421","2"
"Limited","1991","35-65 y.","Male","51","0.13844246891549","0.10077871191136","0.17610622591962","2"
"Limited","1991","35-65 y.","Female","64","0.206867116490005","0.163556221235061","0.250178011744949","2"
"Limited","1991","66 and older","Male","","","","","2"
"Limited","1991","66 and older","Female","","","","","2"
"Permanent","1991","16-34 y.","Male","410","0.752184641305868","0.716135192253763","0.788234090357973","1"
"Permanent","1991","16-34 y.","Female","320","0.7095549586349","0.667704147810579","0.75140576945922","1"
"Permanent","1991","35-65 y.","Male","272","0.86155753108451","0.82389377408038","0.89922128808864","1"
"Permanent","1991","35-65 y.","Female","272","0.793132883509995","0.749821988255051","0.836443778764939","1"
"Permanent","1991","66 and older","Male","2","","","","1"
"Permanent","1991","66 and older","Female","","","","","1"
"Limited","1992","16-34 y.","Male","131","0.266198771055021","0.227185095152621","0.30521244695742","2"
"Limited","1992","16-34 y.","Female","122","0.303269625699385","0.259255922625786","0.347283328772983","2"
"Limited","1992","35-65 y.","Male","78","0.194507562808541","0.153844847221686","0.235170278395396","2"
"Limited","1992","35-65 y.","Female","63","0.1800077336448","0.138366395711632","0.221649071577969","2"
"Limited","1992","66 and older","Male","1","","","","2"
"Limited","1992","66 and older","Female","","","","","2"
"Permanent","1992","16-34 y.","Male","362","0.733801228944979","0.69478755304258","0.772814904847379","1"
"Permanent","1992","35-65 y.","Male","286","0.805492437191459","0.764829721604604","0.846155152778314","1"
"Permanent","1992","35-65 y.","Female","264","0.8199922663552","0.778350928422031","0.861633604288368","1"
"Permanent","1992","66 and older","Male","1","","","","1"
"Permanent","1992","16-34 y.","Female","297","0.696730374300615","0.652716671227017","0.740744077374214","1"
"Permanent","1992","66 and older","Female","","","","","1"
"Limited","1993","16-34 y.","Male","104","0.249239742990208","0.20721450602594","0.291264979954476","2"
"Limited","1993","16-34 y.","Female","109","0.277779213119759","0.234685997105181","0.320872429134337","2"
"Limited","1993","35-65 y.","Male","52","0.184738023745514","0.139760885950942","0.229715161540086","2"
"Limited","1993","35-65 y.","Female","54","0.192964605622731","0.145451844086993","0.240477367158468","2"
"Limited","1993","66 and older","Male","","","","","2"
"Limited","1993","66 and older","Female","","","","","2"
"Permanent","1993","16-34 y.","Male","303","0.750760257009792","0.708735020045524","0.79278549397406","1"
"Permanent","1993","16-34 y.","Female","306","0.722220786880241","0.679127570865663","0.765314002894819","1"
"Permanent","1993","35-65 y.","Male","234","0.815261976254486","0.770284838459914","0.860239114049058","1"
"Permanent","1993","35-65 y.","Female","211","0.807035394377269","0.759522632841532","0.854548155913007","1"
"Permanent","1993","66 and older","Male","","","","","1"
"Permanent","1993","66 and older","Female","","","","","1"
"Limited","1994","16-34 y.","Male","149","0.366979179467276","0.320993609315934","0.412964749618617","2"
"Limited","1994","16-34 y.","Female","154","0.357339109688614","0.310953061604645","0.403725157772584","2"
"Limited","1994","35-65 y.","Male","49","0.207353322603323","0.151167283856161","0.263539361350484","2"
"Limited","1994","35-65 y.","Female","61","0.238963185073756","0.182092357557925","0.295834012589588","2"
"Limited","1994","66 and older","Male","","","","","2"
"Limited","1994","66 and older","Female","","","","","2"
"Permanent","1994","16-34 y.","Male","273","0.633020820532724","0.587035250381383","0.679006390684066","1"
"Permanent","1994","16-34 y.","Female","256","0.642660890311386","0.596274842227416","0.689046938395355","1"
"Permanent","1994","35-65 y.","Male","151","0.792646677396677","0.736460638649515","0.848832716143839","1"
"Permanent","1994","35-65 y.","Female","155","0.761036814926244","0.704165987410412","0.817907642442075","1"
"Permanent","1994","66 and older","Male","","","","","1"
"Permanent","1994","66 and older","Female","","","","","1"
"Limited","1995","16-34 y.","Male","353","0.210201885131487","0.191068123229344","0.22933564703363","2"
"Limited","1995","16-34 y.","Female","317","0.225407862890653","0.203385796186833","0.247429929594473","2"
"Limited","1995","35-65 y.","Male","121","0.0519005002871809","0.0428466945810309","0.0609543059933309","2"
"Limited","1995","35-65 y.","Female","138","0.0717361453808606","0.0596769061796251","0.0837953845820962","2"
"Limited","1995","66 and older","Male","3","","","","2"
"Limited","1995","66 and older","Female","","","","","2"
"Permanent","1995","16-34 y.","Male","1389","0.789798114868513","0.77066435296637","0.808931876770656","1"
"Permanent","1995","16-34 y.","Female","1066","0.774592137109347","0.752570070405527","0.796614203813167","1"
"Permanent","1995","35-65 y.","Male","2185","0.948099499712819","0.939045694006669","0.957153305418969","1"
"Permanent","1995","35-65 y.","Female","1621","0.928263854619139","0.916204615417904","0.940323093820375","1"
"Permanent","1995","66 and older","Male","6","","","","1"
"Permanent","1995","66 and older","Female","8","","","","1"
"Limited","1996","16-34 y.","Male","328","0.205401066328801","0.185878339576239","0.224923793081364","2"
"Limited","1996","16-34 y.","Female","293","0.198693805753837","0.177102814195944","0.22028479731173","2"
"Limited","1996","35-65 y.","Male","101","0.0528049376195221","0.0435247814322443","0.0620850938067999","2"
"Limited","1996","35-65 y.","Female","145","0.0844960399840284","0.0716150693682111","0.0973770105998457","2"
"Limited","1996","66 and older","Male","","","","","2"
"Limited","1996","66 and older","Female","","","","","2"
"Permanent","1996","16-34 y.","Male","1317","0.794598933671199","0.775076206918636","0.814121660423761","1"
"Permanent","1996","16-34 y.","Female","1019","0.801306194246163","0.77971520268827","0.822897185804055","1"
"Permanent","1996","35-65 y.","Male","2130","0.947195062380478","0.9379149061932","0.956475218567756","1"
"Permanent","1996","35-65 y.","Female","1646","0.915503960015972","0.902622989400154","0.928384930631789","1"
"Permanent","1996","66 and older","Male","7","","","","1"
"Permanent","1996","66 and older","Female","6","","","","1"
"Limited","1997","16-34 y.","Male","394","0.249289135443703","0.228072150936643","0.270506119950763","2"
"Limited","1997","16-34 y.","Female","316","0.238508675376689","0.214967952426678","0.262049398326699","2"
"Limited","1997","35-65 y.","Male","120","0.0572548351808695","0.0474707076219043","0.0670389627398346","2"
"Limited","1997","35-65 y.","Female","130","0.0781076016938162","0.0654591501065858","0.0907560532810467","2"
"Limited","1997","66 and older","Male","2","","","","2"
"Limited","1997","66 and older","Female","1","","","","2"
"Permanent","1997","16-34 y.","Male","1203","0.750710864556297","0.729493880049237","0.771927849063357","1"
"Permanent","1997","16-34 y.","Female","943","0.761491324623311","0.737950601673301","0.785032047573322","1"
"Permanent","1997","35-65 y.","Male","2046","0.942745164819131","0.932961037260165","0.952529292378096","1"
"Permanent","1997","35-65 y.","Female","1599","0.921892398306184","0.909243946718953","0.934540849893414","1"
"Permanent","1997","66 and older","Male","7","","","","1"
"Permanent","1997","66 and older","Female","7","","","","1"
"Limited","1998","16-34 y.","Male","448","0.274130044849497","0.252862739449419","0.295397350249576","2"
"Limited","1998","16-34 y.","Female","335","0.244707242147079","0.221382121074567","0.268032363219591","2"
"Limited","1998","35-65 y.","Male","108","0.0483479032422267","0.0398281594491974","0.0568676470352559","2"
"Limited","1998","35-65 y.","Female","140","0.068711677765836","0.0575440190349174","0.0798793364967546","2"
"Limited","1998","66 and older","Male","2","","","","2"
"Limited","1998","66 and older","Female","","","","","2"
"Permanent","1998","16-34 y.","Male","1242","0.725869955150503","0.704602649750424","0.747137260550581","1"
"Permanent","1998","16-34 y.","Female","970","0.755292757852921","0.731967636780409","0.778617878925433","1"
"Permanent","1998","35-65 y.","Male","2327","0.951652096757773","0.943132352964744","0.960171840550803","1"
"Permanent","1998","35-65 y.","Female","1831","0.931288322234164","0.920120663503245","0.942455980965083","1"
"Permanent","1998","66 and older","Male","9","","","","1"
"Permanent","1998","66 and older","Female","9","","","","1"
"Limited","1999","16-34 y.","Male","448","0.280463473012551","0.258715279388357","0.302211666636745","2"
"Limited","1999","16-34 y.","Female","351","0.24550735640988","0.222298355689205","0.268716357130556","2"
"Limited","1999","66 and older","Male","2","","","","2"
"Limited","1999","35-65 y.","Male","144","0.0648952881065783","0.0550191797620923","0.0747713964510644","2"
"Limited","1999","35-65 y.","Female","159","0.0709391678117041","0.0596055151398332","0.0822728204835749","2"
"Limited","1999","66 and older","Female","1","","","","2"
"Permanent","1999","16-34 y.","Male","1191","0.719536526987449","0.697788333363255","0.741284720611643","1"
"Permanent","1999","35-65 y.","Male","2246","0.935104711893422","0.925228603548936","0.944980820237908","1"
"Permanent","1999","16-34 y.","Female","970","0.75449264359012","0.731283642869444","0.777701644310795","1"
"Permanent","1999","35-65 y.","Female","1812","0.929060832188296","0.917727179516425","0.940394484860167","1"
"Permanent","1999","66 and older","Male","14","","","","1"
"Permanent","1999","66 and older","Female","7","","","","1"
"Limited","2000","16-34 y.","Male","672","0.286393218100873","0.267812447994175","0.304973988207572","2"
"Limited","2000","16-34 y.","Female","561","0.282814064768288","0.262563475069029","0.303064654467547","2"
"Limited","2000","66 and older","Male","3","","","","2"
"Limited","2000","35-65 y.","Male","208","0.0538422541268776","0.0470170579069702","0.0606674503467851","2"
"Limited","2000","35-65 y.","Female","241","0.0747721104972662","0.0658278908835201","0.0837163301110123","2"
"Limited","2000","66 and older","Female","1","","","","2"
"Permanent","2000","16-34 y.","Male","1602","0.713606781899127","0.695026011792428","0.732187552005825","1"
"Permanent","2000","35-65 y.","Male","3993","0.946157745873122","0.939332549653215","0.95298294209303","1"
"Permanent","2000","16-34 y.","Female","1339","0.717185935231712","0.696935345532453","0.737436524930971","1"
"Permanent","2000","35-65 y.","Female","3081","0.925227889502734","0.916283669888988","0.93417210911648","1"
"Permanent","2000","66 and older","Male","18","","","","1"
"Permanent","2000","66 and older","Female","10","","","","1"
"Limited","2001","16-34 y.","Male","580","0.279740967948925","0.259954551317949","0.299527384579901","2"
"Limited","2001","16-34 y.","Female","546","0.326757439741936","0.304369309249111","0.34914557023476","2"
"Limited","2001","66 and older","Male","5","","","","2"
"Limited","2001","35-65 y.","Male","181","0.0467285434617387","0.0400443637053713","0.053412723218106","2"
"Limited","2001","35-65 y.","Female","218","0.0690090068016818","0.0601602835035251","0.0778577300998384","2"
"Limited","2001","66 and older","Female","1","","","","2"
"Permanent","2001","16-34 y.","Male","1397","0.720259032051075","0.700472615420099","0.740045448682051","1"
"Permanent","2001","35-65 y.","Male","3649","0.953271456538261","0.946587276781894","0.959955636294629","1"
"Permanent","2001","16-34 y.","Female","1140","0.673242560258064","0.65085442976524","0.695630690750889","1"
"Permanent","2001","35-65 y.","Female","2934","0.930990993198318","0.922142269900162","0.939839716496475","1"
"Permanent","2001","66 and older","Male","17","","","","1"
"Permanent","2001","66 and older","Female","11","","","","1"
"Limited","2002","16-34 y.","Male","578","0.300573071500428","0.279640063830949","0.321506079169907","2"
"Limited","2002","66 and older","Male","5","","","","2"
"Limited","2002","16-34 y.","Female","535","0.330204564604307","0.307622002124378","0.352787127084236","2"
"Limited","2002","35-65 y.","Male","192","0.0467727900081639","0.0403540034803912","0.0531915765359366","2"
"Limited","2002","35-65 y.","Female","222","0.0692032484497068","0.0607877990952122","0.0776186978042015","2"
"Limited","2002","66 and older","Female","","","","","2"
"Permanent","2002","16-34 y.","Male","1265","0.699426928499572","0.678493920830093","0.720359936169051","1"
"Permanent","2002","35-65 y.","Male","3965","0.953227209991836","0.946808423464063","0.959645996519609","1"
"Permanent","2002","35-65 y.","Female","3272","0.930796751550293","0.922381302195799","0.939212200904788","1"
"Permanent","2002","66 and older","Male","21","","","","1"
"Permanent","2002","16-34 y.","Female","1131","0.669795435395693","0.647212872915764","0.692377997875622","1"
"Permanent","2002","66 and older","Female","13","","","","1"
"Limited","2003","16-34 y.","Male","560","0.315473056888685","0.293191974913764","0.337754138863606","2"
"Limited","2003","16-34 y.","Female","498","0.321609921191845","0.298250776008205","0.344969066375485","2"
"Limited","2003","35-65 y.","Male","178","0.0498307177593927","0.0429954591023108","0.0566659764164745","2"
"Limited","2003","66 and older","Male","2","","","","2"
"Limited","2003","35-65 y.","Female","212","0.0693589627995093","0.0607543187033112","0.0779636068957073","2"
"Limited","2003","66 and older","Female","1","","","","2"
"Permanent","2003","16-34 y.","Male","1111","0.684526943111315","0.662245861136394","0.706808025086236","1"
"Permanent","2003","35-65 y.","Male","3715","0.950169282240607","0.943334023583525","0.957004540897689","1"
"Permanent","2003","35-65 y.","Female","3137","0.930641037200491","0.922036393104293","0.939245681296689","1"
"Permanent","2003","16-34 y.","Female","1038","0.678390078808155","0.655030933624515","0.701749223991795","1"
"Permanent","2003","66 and older","Male","25","","","","1"
"Permanent","2003","66 and older","Female","11","","","","1"
"Limited","2004","16-34 y.","Male","559","0.34105934737053","0.317602224192652","0.364516470548408","2"
"Limited","2004","16-34 y.","Female","501","0.357812709319523","0.333257915770571","0.382367502868475","2"
"Limited","2004","35-65 y.","Male","174","0.0493113614175198","0.0423573419322579","0.0562653809027818","2"
"Limited","2004","66 and older","Male","3","","","","2"
"Limited","2004","35-65 y.","Female","211","0.0744390570845836","0.0654861825542336","0.0833919316149337","2"
"Limited","2004","66 and older","Female","","","","","2"
"Permanent","2004","16-34 y.","Male","1010","0.65894065262947","0.635483529451593","0.682397775807348","1"
"Permanent","2004","35-65 y.","Male","3550","0.95068863858248","0.943734619097218","0.957642658067742","1"
"Permanent","2004","35-65 y.","Female","3091","0.925560942915416","0.916608068385066","0.934513817445766","1"
"Permanent","2004","16-34 y.","Female","963","0.642187290680477","0.617632497131525","0.666742084229429","1"
"Permanent","2004","66 and older","Male","24","","","","1"
"Permanent","2004","66 and older","Female","20","","","","1"
"Limited","2005","16-34 y.","Male","497","0.333628155863372","0.309483615316215","0.35777269641053","2"
"Limited","2005","16-34 y.","Female","458","0.33547852225206","0.310439946992387","0.360517097511733","2"
"Limited","2005","35-65 y.","Male","140","0.0538681759165039","0.0465672223388237","0.0611691294941841","2"
"Limited","2005","66 and older","Male","5","","","","2"
"Limited","2005","35-65 y.","Female","188","0.0649803803010776","0.0564347088463209","0.0735260517558344","2"
"Limited","2005","66 and older","Female","2","","","","2"
"Permanent","2005","16-34 y.","Male","968","0.666371844136628","0.64222730358947","0.690516384683785","1"
"Permanent","2005","35-65 y.","Male","3533","0.946131824083496","0.938830870505816","0.953432777661176","1"
"Permanent","2005","35-65 y.","Female","3008","0.935019619698922","0.926473948244166","0.943565291153679","1"
"Permanent","2005","16-34 y.","Female","908","0.66452147774794","0.639482902488267","0.689560053007613","1"
"Permanent","2005","66 and older","Male","30","0.770165900547137","0.630781733650483","0.909550067443792","1"
"Permanent","2005","66 and older","Female","21","","","","1"
"Limited","2006","16-34 y.","Male","512","0.355487882053496","0.330678953041859","0.380296811065134","2"
"Limited","2006","16-34 y.","Female","471","0.359122733666376","0.333737572933477","0.384507894399276","2"
"Limited","2006","35-65 y.","Male","183","0.0533134418369885","0.0462372127812612","0.0603896708927158","2"
"Limited","2006","35-65 y.","Female","235","0.0762687488860035","0.0674373503621602","0.0851001474098468","2"
"Limited","2006","66 and older","Male","9","","","","2"
"Limited","2006","66 and older","Female","3","","","","2"
"Permanent","2006","16-34 y.","Male","918","0.644512117946504","0.619703188934866","0.669321046958141","1"
"Permanent","2006","16-34 y.","Female","901","0.640877266333624","0.615492105600724","0.666262427066523","1"
"Permanent","2006","35-65 y.","Male","3689","0.946686558163012","0.939610329107284","0.953762787218739","1"
"Permanent","2006","35-65 y.","Female","3235","0.923731251113997","0.914899852590153","0.93256264963784","1"
"Permanent","2006","66 and older","Male","32","0.847503336784238","0.737461700005639","0.957544973562837","1"
"Permanent","2006","66 and older","Female","28","","","","1"
"Limited","2007","16-34 y.","Male","509","0.338799825776142","0.31403374276071","0.363565908791573","2"
"Limited","2007","16-34 y.","Female","465","0.37356300833154","0.347377116178696","0.399748900484385","2"
"Limited","2007","35-65 y.","Male","184","0.0564044816327326","0.0489252989483998","0.0638836643170654","2"
"Limited","2007","35-65 y.","Female","239","0.0841809524266243","0.0747631053342441","0.0935987995190045","2"
"Limited","2007","66 and older","Male","7","","","","2"
"Limited","2007","66 and older","Female","","","","","2"
"Permanent","2007","16-34 y.","Male","894","0.661200174223858","0.636434091208427","0.68596625723929","1"
"Permanent","2007","16-34 y.","Female","846","0.62643699166846","0.600251099515615","0.652622883821304","1"
"Permanent","2007","35-65 y.","Male","3471","0.943595518367267","0.936116335682935","0.9510747010516","1"
"Permanent","2007","35-65 y.","Female","3100","0.915819047573376","0.906401200480996","0.925236894665756","1"
"Permanent","2007","66 and older","Male","36","0.819704447625585","0.70480048248312","0.934608412768051","1"
"Permanent","2007","66 and older","Female","19","","","","1"
"Limited","2008","16-34 y.","Male","474","0.335491187381424","0.31015384226037","0.360828532502479","2"
"Limited","2008","16-34 y.","Female","455","0.358966242487879","0.332180111276152","0.385752373699606","2"
"Limited","2008","35-65 y.","Male","165","0.054856747594631","0.0473239139004061","0.0623895812888559","2"
"Limited","2008","35-65 y.","Female","268","0.106563522876137","0.0959504029595757","0.117176642792697","2"
"Limited","2008","66 and older","Male","3","","","","2"
"Limited","2008","66 and older","Female","3","","","","2"
"Permanent","2008","16-34 y.","Male","860","0.664508812618576","0.639171467497521","0.68984615773963","1"
"Permanent","2008","16-34 y.","Female","777","0.641033757512121","0.614247626300394","0.667819888723848","1"
"Permanent","2008","35-65 y.","Male","3345","0.945143252405369","0.937610418711144","0.952676086099594","1"
"Permanent","2008","35-65 y.","Female","2979","0.893436477123864","0.882823357207303","0.904049597040424","1"
"Permanent","2008","66 and older","Male","43","0.911400733139244","0.829282626763788","0.9935188395147","1"
"Permanent","2008","66 and older","Female","23","","","","1"
"Limited","2009","16-34 y.","Male","449","0.360276402477795","0.332919317914843","0.387633487040747","2"
"Limited","2009","16-34 y.","Female","416","0.352152089410861","0.324594142916571","0.37971003590515","2"
"Limited","2009","35-65 y.","Male","163","0.0478441772875688","0.040492638920723","0.0551957156544146","2"
"Limited","2009","35-65 y.","Female","247","0.086726982989861","0.0767990872234303","0.0966548787562916","2"
"Limited","2009","66 and older","Male","12","","","","2"
"Limited","2009","66 and older","Female","4","","","","2"
"Permanent","2009","16-34 y.","Male","734","0.639723597522205","0.612366512959253","0.667080682085157","1"
"Permanent","2009","16-34 y.","Female","738","0.647847910589139","0.62028996409485","0.675405857083429","1"
"Permanent","2009","35-65 y.","Male","3075","0.952155822712431","0.944804284345585","0.959507361079277","1"
"Permanent","2009","35-65 y.","Female","2840","0.913273017010139","0.903345121243708","0.92320091277657","1"
"Permanent","2009","66 and older","Male","41","0.72028942132251","0.599447361261196","0.841131481383823","1"
"Permanent","2009","66 and older","Female","26","","","","1"
"Limited","2010","16-34 y.","Male","570","0.355718584090728","0.333645648579457","0.377791519601998","2"
"Limited","2010","16-34 y.","Female","569","0.376009136634498","0.352311835523251","0.399706437745744","2"
"Limited","2010","35-65 y.","Male","279","0.0530798931344912","0.0464675520484814","0.0596922342205009","2"
"Limited","2010","35-65 y.","Female","420","0.092693487795232","0.0838199059689898","0.101567069621474","2"
"Limited","2010","66 and older","Male","13","","","","2"
"Limited","2010","66 and older","Female","4","","","","2"
"Permanent","2010","16-34 y.","Male","1237","0.644281415909272","0.622208480398002","0.666354351420543","1"
"Permanent","2010","16-34 y.","Female","1036","0.623990863365502","0.600293562254256","0.647688164476749","1"
"Permanent","2010","35-65 y.","Male","4137","0.946920106865509","0.940307765779499","0.953532447951518","1"
"Permanent","2010","35-65 y.","Female","3683","0.907306512204768","0.898432930378526","0.91618009403101","1"
"Permanent","2010","66 and older","Male","42","0.734652398138005","0.617967331100834","0.851337465175176","1"
"Permanent","2010","66 and older","Female","32","0.910840958906038","0.817751434596338","1.00393048321574","1"
"Limited","2011","16-34 y.","Male","625","0.352306755031678","0.330621211794102","0.373992298269253","2"
"Limited","2011","16-34 y.","Female","663","0.381557665928093","0.359980479581593","0.403134852274593","2"
"Limited","2011","35-65 y.","Male","331","0.0595891419627948","0.0532547401121841","0.0659235438134055","2"
"Limited","2011","35-65 y.","Female","546","0.0878200046872084","0.0802201903481455","0.0954198190262713","2"
"Limited","2011","66 and older","Male","12","","","","2"
"Limited","2011","66 and older","Female","2","","","","2"
"Permanent","2011","16-34 y.","Male","1239","0.647693244968322","0.626007701730746","0.669378788205898","1"
"Permanent","2011","16-34 y.","Female","1284","0.618442334071907","0.596865147725407","0.640019520418407","1"
"Permanent","2011","35-65 y.","Male","5034","0.940410858037205","0.934076456186595","0.946745259887816","1"
"Permanent","2011","35-65 y.","Female","4782","0.912179995312792","0.904580180973729","0.919779809651855","1"
"Permanent","2011","66 and older","Male","46","0.781861433691457","0.675578087967874","0.888144779415039","1"
"Permanent","2011","66 and older","Female","39","0.962750098698205","0.904783807828015","1.0207163895684","1"
"Limited","2012","16-34 y.","Male","663","0.350776085492109","0.328899867700415","0.372652303283802","2"
"Limited","2012","66 and older","Male","14","","","","2"
"Limited","2012","16-34 y.","Female","656","0.370721570946584","0.348525449503897","0.392917692389272","2"
"Limited","2012","35-65 y.","Male","340","0.0616179309660876","0.0550690282140457","0.0681668337181296","2"
"Limited","2012","35-65 y.","Female","583","0.0863848130751088","0.0789630133235928","0.0938066128266248","2"
"Limited","2012","66 and older","Female","7","","","","2"
"Permanent","2012","16-34 y.","Male","1165","0.649223914507891","0.627347696716198","0.671100132299585","1"
"Permanent","2012","16-34 y.","Female","1163","0.629278429053415","0.607082307610728","0.651474550496103","1"
"Permanent","2012","35-65 y.","Male","4839","0.938382069033912","0.931833166281871","0.944930971785954","1"
"Permanent","2012","35-65 y.","Female","4921","0.913615186924891","0.906193387173375","0.921036986676407","1"
"Permanent","2012","66 and older","Male","56","0.830195290615696","0.742239574442621","0.918151006788771","1"
"Permanent","2012","66 and older","Female","51","0.888872429664355","0.807988038330144","0.969756820998566","1"
"Limited","2013","16-34 y.","Male","878","0.371458183573614","0.351474972827048","0.391441394320179","2"
"Limited","2013","16-34 y.","Female","894","0.374420686210316","0.354576828881509","0.394264543539123","2"
"Limited","2013","35-65 y.","Male","450","0.0682474181506904","0.0616986967277867","0.0747961395735941","2"
"Limited","2013","35-65 y.","Female","661","0.0878993117706802","0.0807401674393763","0.0950584561019841","2"
"Limited","2013","66 and older","Male","9","","","","2"
"Limited","2013","66 and older","Female","8","","","","2"
"Permanent","2013","16-34 y.","Male","1368","0.628541816426386","0.608558605679821","0.648525027172952","1"
