"plb0037_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","Other degree","(1a) inadequately completed","","","",""
"Permanent","1985","Other degree","(1b) general elementary school","402","0.905861653365043","0.878228295207391","0.933495011522694"
"Permanent","1985","Other degree","(1c) basic vocational qualification","279","0.93590968191279","0.907961712030467","0.963857651795113"
"Permanent","1985","Other degree","(2b) intermediate general qualification","","","",""
"Permanent","1985","Other degree","(2a) intermediate vocational","","","",""
"Permanent","1985","Other degree","(2c_gen) general maturity certificate","32","0.935856771954612","0.854687029380398","1.01702651452883"
"Permanent","1985","Other degree","(2c_voc) vocational maturity certificate","61","0.899210344291717","0.826024002311813","0.972396686271621"
"Permanent","1985","Other degree","(3a) lower tertiary education","2","","",""
"Permanent","1985","Other degree","(3b) higher tertiary education","27","","",""
"Permanent","1985","no degree/no degree yet","(0) in school","4","","",""
"Permanent","1985","no degree/no degree yet","(1a) inadequately completed","465","0.92282599236965","0.899245059840817","0.946406924898484"
"Permanent","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Permanent","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Permanent","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Permanent","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Permanent","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Permanent","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Permanent","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Limited","1985","lower secondary degree","(0) in school","","","",""
"Limited","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Limited","1985","lower secondary degree","(1b) general elementary school","154","0.198902469563604","0.169785761211287","0.228019177915921"
"Limited","1985","lower secondary degree","(1c) basic vocational qualification","110","0.0505679513541937","0.0406342050637357","0.0605016976446517"
"Limited","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Limited","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Limited","1985","lower secondary degree","(2c_gen) general maturity certificate","5","","",""
"Limited","1985","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Limited","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Limited","1985","secondary school degree","(0) in school","","","",""
"Limited","1985","secondary school degree","(1a) inadequately completed","","","",""
"Limited","1985","secondary school degree","(1b) general elementary school","","","",""
"Limited","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Limited","1985","secondary school degree","(2b) intermediate general qualification","118","0.549299887989113","0.482004231851422","0.616595544126805"
"Limited","1985","secondary school degree","(2a) intermediate vocational","64","0.0806886427960594","0.0618743599453672","0.0995029256467515"
"Limited","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Limited","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","secondary school degree","(3a) lower tertiary education","2","","",""
"Limited","1985","secondary school degree","(3b) higher tertiary education","1","","",""
"Limited","1985","college entrance qualification","(0) in school","","","",""
"Limited","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Limited","1985","college entrance qualification","(1b) general elementary school","","","",""
"Limited","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Limited","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Limited","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Limited","1985","college entrance qualification","(2c_gen) general maturity certificate","59","0.650782337204778","0.553893756051157","0.7476709183584"
"Limited","1985","college entrance qualification","(2c_voc) vocational maturity certificate","14","","",""
"Limited","1985","college entrance qualification","(3a) lower tertiary education","7","","",""
"Limited","1985","college entrance qualification","(3b) higher tertiary education","52","0.160214829933942","0.118498573978666","0.201931085889218"
"Limited","1985","Other degree","(0) in school","","","",""
"Limited","1985","Other degree","(1a) inadequately completed","","","",""
"Limited","1985","Other degree","(1b) general elementary school","27","","",""
"Limited","1985","Other degree","(1c) basic vocational qualification","16","","",""
"Limited","1985","Other degree","(2b) intermediate general qualification","","","",""
"Limited","1985","Other degree","(2a) intermediate vocational","","","",""
"Limited","1985","Other degree","(2c_gen) general maturity certificate","3","","",""
"Limited","1985","Other degree","(2c_voc) vocational maturity certificate","4","","",""
"Limited","1985","Other degree","(3a) lower tertiary education","1","","",""
"Limited","1985","Other degree","(3b) higher tertiary education","6","","",""
"Limited","1985","no degree/no degree yet","(0) in school","1","","",""
"Limited","1985","no degree/no degree yet","(1a) inadequately completed","27","","",""
"Limited","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Limited","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Limited","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Limited","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Limited","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Limited","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Limited","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Limited","1985","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Permanent","1986","lower secondary degree","(0) in school","","","",""
"Permanent","1986","lower secondary degree","(1a) inadequately completed","","","",""
"Permanent","1986","lower secondary degree","(1b) general elementary school","69","0.603409264102001","0.515516751545998","0.691301776658005"
"Permanent","1986","lower secondary degree","(1c) basic vocational qualification","235","0.873510506859622","0.833788311430405","0.91323270228884"
"Permanent","1986","lower secondary degree","(2b) intermediate general qualification","","","",""
"Permanent","1986","lower secondary degree","(2a) intermediate vocational","","","",""
"Permanent","1986","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Permanent","1986","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1986","lower secondary degree","(3a) lower tertiary education","1","","",""
"Permanent","1986","lower secondary degree","(3b) higher tertiary education","","","",""
"Permanent","1986","secondary school degree","(0) in school","","","",""
"Permanent","1986","secondary school degree","(1a) inadequately completed","","","",""
"Permanent","1986","secondary school degree","(1b) general elementary school","","","",""
"Permanent","1986","secondary school degree","(1c) basic vocational qualification","","","",""
"Permanent","1986","secondary school degree","(2b) intermediate general qualification","18","","",""
"Permanent","1986","secondary school degree","(2a) intermediate vocational","115","0.850399032877073","0.790231834965115","0.910566230789031"
"Permanent","1986","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Permanent","1986","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1986","secondary school degree","(3a) lower tertiary education","1","","",""
"Permanent","1986","secondary school degree","(3b) higher tertiary education","1","","",""
"Permanent","1986","college entrance qualification","(0) in school","","","",""
"Permanent","1986","college entrance qualification","(1a) inadequately completed","","","",""
"Permanent","1986","college entrance qualification","(1b) general elementary school","","","",""
"Permanent","1986","college entrance qualification","(1c) basic vocational qualification","","","",""
"Permanent","1986","college entrance qualification","(2b) intermediate general qualification","","","",""
"Permanent","1986","college entrance qualification","(2a) intermediate vocational","","","",""
"Permanent","1986","college entrance qualification","(2c_gen) general maturity certificate","15","","",""
"Permanent","1986","college entrance qualification","(2c_voc) vocational maturity certificate","36","0.872871100449949","0.769638873387748","0.97610332751215"
"Permanent","1986","college entrance qualification","(3a) lower tertiary education","18","","",""
"Permanent","1986","college entrance qualification","(3b) higher tertiary education","40","0.679019178899376","0.560891130716215","0.797147227082536"
"Permanent","1986","Other degree","(0) in school","","","",""
"Permanent","1986","Other degree","(1a) inadequately completed","","","",""
"Permanent","1986","Other degree","(1b) general elementary school","20","","",""
"Permanent","1986","Other degree","(1c) basic vocational qualification","12","","",""
"Permanent","1986","Other degree","(2b) intermediate general qualification","","","",""
"Permanent","1986","Other degree","(2a) intermediate vocational","","","",""
"Permanent","1986","Other degree","(2c_gen) general maturity certificate","2","","",""
"Permanent","1986","Other degree","(2c_voc) vocational maturity certificate","3","","",""
"Permanent","1986","Other degree","(3a) lower tertiary education","1","","",""
"Permanent","1986","Other degree","(3b) higher tertiary education","2","","",""
"Permanent","1986","no degree/no degree yet","(0) in school","","","",""
"Permanent","1986","no degree/no degree yet","(1a) inadequately completed","27","","",""
"Permanent","1986","no degree/no degree yet","(1b) general elementary school","","","",""
"Permanent","1986","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Permanent","1986","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Permanent","1986","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Permanent","1986","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Permanent","1986","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1986","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Permanent","1986","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Limited","1986","lower secondary degree","(0) in school","","","",""
"Limited","1986","lower secondary degree","(1a) inadequately completed","","","",""
"Limited","1986","lower secondary degree","(1b) general elementary school","50","0.396590735897999","0.308698223341995","0.484483248454003"
"Limited","1986","lower secondary degree","(1c) basic vocational qualification","34","0.126489493140378","0.0867672977111604","0.166211688569595"
"Limited","1986","lower secondary degree","(2b) intermediate general qualification","","","",""
"Limited","1986","lower secondary degree","(2a) intermediate vocational","","","",""
"Limited","1986","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Limited","1986","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Limited","1986","lower secondary degree","(3a) lower tertiary education","","","",""
"Limited","1986","lower secondary degree","(3b) higher tertiary education","","","",""
"Limited","1986","secondary school degree","(0) in school","","","",""
"Limited","1986","secondary school degree","(1a) inadequately completed","","","",""
"Limited","1986","secondary school degree","(1b) general elementary school","","","",""
"Limited","1986","secondary school degree","(1c) basic vocational qualification","","","",""
"Limited","1986","secondary school degree","(2b) intermediate general qualification","50","0.741937707923074","0.637936201045035","0.845939214801112"
"Limited","1986","secondary school degree","(2a) intermediate vocational","20","","",""
"Limited","1986","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Limited","1986","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Limited","1986","secondary school degree","(3a) lower tertiary education","","","",""
"Limited","1986","secondary school degree","(3b) higher tertiary education","","","",""
"Limited","1986","college entrance qualification","(0) in school","","","",""
"Limited","1986","college entrance qualification","(1a) inadequately completed","","","",""
"Limited","1986","college entrance qualification","(1b) general elementary school","","","",""
"Limited","1986","college entrance qualification","(1c) basic vocational qualification","","","",""
"Limited","1986","college entrance qualification","(2b) intermediate general qualification","","","",""
"Limited","1986","college entrance qualification","(2a) intermediate vocational","","","",""
"Limited","1986","college entrance qualification","(2c_gen) general maturity certificate","14","","",""
"Limited","1986","college entrance qualification","(2c_voc) vocational maturity certificate","4","","",""
"Limited","1986","college entrance qualification","(3a) lower tertiary education","4","","",""
"Limited","1986","college entrance qualification","(3b) higher tertiary education","20","","",""
"Limited","1986","Other degree","(0) in school","","","",""
"Limited","1986","Other degree","(1a) inadequately completed","","","",""
"Limited","1986","Other degree","(1b) general elementary school","6","","",""
"Limited","1986","Other degree","(1c) basic vocational qualification","1","","",""
"Limited","1986","Other degree","(2b) intermediate general qualification","","","",""
"Limited","1986","Other degree","(2a) intermediate vocational","","","",""
"Limited","1986","Other degree","(2c_gen) general maturity certificate","1","","",""
"Limited","1986","Other degree","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1986","Other degree","(3a) lower tertiary education","","","",""
"Limited","1986","Other degree","(3b) higher tertiary education","1","","",""
"Limited","1986","no degree/no degree yet","(0) in school","2","","",""
"Limited","1986","no degree/no degree yet","(1a) inadequately completed","6","","",""
"Limited","1986","no degree/no degree yet","(1b) general elementary school","","","",""
"Limited","1986","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Limited","1986","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Limited","1986","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Limited","1986","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Limited","1986","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Limited","1986","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Limited","1986","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Permanent","1987","lower secondary degree","(0) in school","","","",""
"Permanent","1987","lower secondary degree","(1a) inadequately completed","","","",""
"Permanent","1987","lower secondary degree","(1b) general elementary school","100","0.655476104197889","0.583185450212852","0.727766758182926"
"Permanent","1987","lower secondary degree","(1c) basic vocational qualification","287","0.828563324228934","0.789078629001452","0.868048019456416"
"Permanent","1987","lower secondary degree","(2b) intermediate general qualification","","","",""
"Permanent","1987","lower secondary degree","(2a) intermediate vocational","","","",""
"Permanent","1987","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"Permanent","1987","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1987","lower secondary degree","(3a) lower tertiary education","","","",""
"Permanent","1987","lower secondary degree","(3b) higher tertiary education","1","","",""
"Permanent","1987","secondary school degree","(0) in school","","","",""
"Permanent","1987","secondary school degree","(1a) inadequately completed","","","",""
"Permanent","1987","secondary school degree","(1b) general elementary school","","","",""
"Permanent","1987","secondary school degree","(1c) basic vocational qualification","","","",""
"Permanent","1987","secondary school degree","(2b) intermediate general qualification","27","","",""
"Permanent","1987","secondary school degree","(2a) intermediate vocational","146","0.826993077699122","0.771425589339342","0.882560566058902"
"Permanent","1987","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Permanent","1987","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1987","secondary school degree","(3a) lower tertiary education","3","","",""
"Permanent","1987","secondary school degree","(3b) higher tertiary education","1","","",""
"Permanent","1987","college entrance qualification","(0) in school","","","",""
"Permanent","1987","college entrance qualification","(1a) inadequately completed","","","",""
"Permanent","1987","college entrance qualification","(1b) general elementary school","","","",""
"Permanent","1987","college entrance qualification","(1c) basic vocational qualification","","","",""
"Permanent","1987","college entrance qualification","(2b) intermediate general qualification","","","",""
"Permanent","1987","college entrance qualification","(2a) intermediate vocational","","","",""
"Permanent","1987","college entrance qualification","(2c_gen) general maturity certificate","14","","",""
"Permanent","1987","college entrance qualification","(2c_voc) vocational maturity certificate","37","0.744487682913512","0.622368263838657","0.866607101988367"
"Permanent","1987","college entrance qualification","(3a) lower tertiary education","23","","",""
"Permanent","1987","college entrance qualification","(3b) higher tertiary education","43","0.702875923632518","0.59177960485389","0.813972242411146"
"Permanent","1987","Other degree","(0) in school","","","",""
"Permanent","1987","Other degree","(1a) inadequately completed","","","",""
"Permanent","1987","Other degree","(1b) general elementary school","30","0.633760612593903","0.489761767119813","0.777759458067993"
"Permanent","1987","Other degree","(1c) basic vocational qualification","22","","",""
"Permanent","1987","Other degree","(2b) intermediate general qualification","","","",""
"Permanent","1987","Other degree","(2a) intermediate vocational","","","",""
"Permanent","1987","Other degree","(2c_gen) general maturity certificate","9","","",""
"Permanent","1987","Other degree","(2c_voc) vocational maturity certificate","7","","",""
"Permanent","1987","Other degree","(3a) lower tertiary education","","","",""
"Permanent","1987","Other degree","(3b) higher tertiary education","2","","",""
"Permanent","1987","no degree/no degree yet","(0) in school","1","","",""
"Permanent","1987","no degree/no degree yet","(1a) inadequately completed","35","0.84913533654497","0.744561255845263","0.953709417244678"
"Permanent","1987","no degree/no degree yet","(1b) general elementary school","","","",""
"Permanent","1987","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Permanent","1987","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Permanent","1987","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Permanent","1987","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Permanent","1987","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1987","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Permanent","1987","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Limited","1987","lower secondary degree","(0) in school","","","",""
"Limited","1987","lower secondary degree","(1a) inadequately completed","","","",""
"Limited","1987","lower secondary degree","(1b) general elementary school","66","0.344523895802111","0.272233241817073","0.416814549787148"
"Limited","1987","lower secondary degree","(1c) basic vocational qualification","63","0.171436675771066","0.131951980543585","0.210921370998548"
"Limited","1987","lower secondary degree","(2b) intermediate general qualification","","","",""
"Limited","1987","lower secondary degree","(2a) intermediate vocational","","","",""
"Limited","1987","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Limited","1987","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1987","lower secondary degree","(3a) lower tertiary education","","","",""
"Limited","1987","lower secondary degree","(3b) higher tertiary education","","","",""
"Limited","1987","secondary school degree","(0) in school","","","",""
"Limited","1987","secondary school degree","(1a) inadequately completed","","","",""
"Limited","1987","secondary school degree","(1b) general elementary school","","","",""
"Limited","1987","secondary school degree","(1c) basic vocational qualification","","","",""
"Limited","1987","secondary school degree","(2b) intermediate general qualification","53","0.66240137327027","0.558776492164059","0.76602625437648"
"Limited","1987","secondary school degree","(2a) intermediate vocational","32","0.173006922300878","0.117439433941098","0.228574410660658"
"Limited","1987","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Limited","1987","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Limited","1987","secondary school degree","(3a) lower tertiary education","","","",""
"Limited","1987","secondary school degree","(3b) higher tertiary education","","","",""
"Limited","1987","college entrance qualification","(0) in school","","","",""
"Limited","1987","college entrance qualification","(1a) inadequately completed","","","",""
"Limited","1987","college entrance qualification","(1b) general elementary school","","","",""
"Limited","1987","college entrance qualification","(1c) basic vocational qualification","","","",""
"Limited","1987","college entrance qualification","(2b) intermediate general qualification","","","",""
"Limited","1987","college entrance qualification","(2a) intermediate vocational","","","",""
"Limited","1987","college entrance qualification","(2c_gen) general maturity certificate","26","","",""
"Limited","1987","college entrance qualification","(2c_voc) vocational maturity certificate","12","","",""
"Limited","1987","college entrance qualification","(3a) lower tertiary education","6","","",""
"Limited","1987","college entrance qualification","(3b) higher tertiary education","22","","",""
"Limited","1987","Other degree","(0) in school","","","",""
"Limited","1987","Other degree","(1a) inadequately completed","","","",""
"Limited","1987","Other degree","(1b) general elementary school","13","","",""
"Limited","1987","Other degree","(1c) basic vocational qualification","7","","",""
"Limited","1987","Other degree","(2b) intermediate general qualification","","","",""
"Limited","1987","Other degree","(2a) intermediate vocational","","","",""
"Limited","1987","Other degree","(2c_gen) general maturity certificate","4","","",""
"Limited","1987","Other degree","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1987","Other degree","(3a) lower tertiary education","","","",""
"Limited","1987","Other degree","(3b) higher tertiary education","3","","",""
"Limited","1987","no degree/no degree yet","(0) in school","2","","",""
"Limited","1987","no degree/no degree yet","(1a) inadequately completed","10","","",""
"Limited","1987","no degree/no degree yet","(1b) general elementary school","","","",""
"Limited","1987","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Limited","1987","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Limited","1987","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Limited","1987","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Limited","1987","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Limited","1987","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Limited","1987","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Permanent","1988","lower secondary degree","(0) in school","","","",""
"Permanent","1988","lower secondary degree","(1a) inadequately completed","","","",""
"Permanent","1988","lower secondary degree","(1b) general elementary school","518","0.816187428371636","0.786880561802512","0.84549429494076"
"Permanent","1988","lower secondary degree","(1c) basic vocational qualification","1611","0.946512245019739","0.935869510063232","0.957154979976247"
"Permanent","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"Permanent","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"Permanent","1988","lower secondary degree","(2c_gen) general maturity certificate","4","","",""
"Permanent","1988","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"Permanent","1988","lower secondary degree","(3a) lower tertiary education","5","","",""
"Permanent","1988","lower secondary degree","(3b) higher tertiary education","2","","",""
"Permanent","1988","secondary school degree","(0) in school","","","",""
"Permanent","1988","secondary school degree","(1a) inadequately completed","","","",""
"Permanent","1988","secondary school degree","(1b) general elementary school","","","",""
"Permanent","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"Permanent","1988","secondary school degree","(2b) intermediate general qualification","110","0.522383406590547","0.457404925929747","0.587361887251348"
"Permanent","1988","secondary school degree","(2a) intermediate vocational","721","0.950176109498762","0.934807888400295","0.965544330597229"
"Permanent","1988","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Permanent","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1988","secondary school degree","(3a) lower tertiary education","25","","",""
"Permanent","1988","secondary school degree","(3b) higher tertiary education","9","","",""
"Permanent","1988","college entrance qualification","(0) in school","","","",""
"Permanent","1988","college entrance qualification","(1a) inadequately completed","","","",""
"Permanent","1988","college entrance qualification","(1b) general elementary school","","","",""
"Permanent","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"Permanent","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"Permanent","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"Permanent","1988","college entrance qualification","(2c_gen) general maturity certificate","38","0.438651299362881","0.336132642606839","0.541169956118923"
"Permanent","1988","college entrance qualification","(2c_voc) vocational maturity certificate","162","0.896740733444111","0.852531766789181","0.940949700099041"
"Permanent","1988","college entrance qualification","(3a) lower tertiary education","101","0.923100145228782","0.87237978517636","0.973820505281203"
"Permanent","1988","college entrance qualification","(3b) higher tertiary education","261","0.874641055623265","0.837171369381923","0.912110741864607"
"Permanent","1988","Other degree","(0) in school","","","",""
"Permanent","1988","Other degree","(1a) inadequately completed","","","",""
"Permanent","1988","Other degree","(1b) general elementary school","336","0.857888242955718","0.821969168205557","0.893807317705879"
"Permanent","1988","Other degree","(1c) basic vocational qualification","233","0.949050234558142","0.921230167974757","0.976870301141527"
"Permanent","1988","Other degree","(2b) intermediate general qualification","","","",""
"Permanent","1988","Other degree","(2a) intermediate vocational","","","",""
"Permanent","1988","Other degree","(2c_gen) general maturity certificate","33","0.973654889046514","0.919820328412865","1.02748944968016"
"Permanent","1988","Other degree","(2c_voc) vocational maturity certificate","43","0.887572034542006","0.798207241656656","0.976936827427355"
"Permanent","1988","Other degree","(3a) lower tertiary education","2","","",""
"Permanent","1988","Other degree","(3b) higher tertiary education","18","","",""
"Permanent","1988","no degree/no degree yet","(0) in school","5","","",""
"Permanent","1988","no degree/no degree yet","(1a) inadequately completed","350","0.890307348423723","0.858803693813117","0.92181100303433"
"Permanent","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"Permanent","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Permanent","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Permanent","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Permanent","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Permanent","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Permanent","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Limited","1988","lower secondary degree","(0) in school","","","",""
"Limited","1988","lower secondary degree","(1a) inadequately completed","","","",""
"Limited","1988","lower secondary degree","(1b) general elementary school","153","0.183812571628364","0.15450570505924","0.213119438197488"
"Limited","1988","lower secondary degree","(1c) basic vocational qualification","106","0.0534877549802605","0.0428450200237533","0.0641304899367677"
"Limited","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"Limited","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"Limited","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Limited","1988","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Limited","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"Limited","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"Limited","1988","secondary school degree","(0) in school","","","",""
"Limited","1988","secondary school degree","(1a) inadequately completed","","","",""
"Limited","1988","secondary school degree","(1b) general elementary school","","","",""
"Limited","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"Limited","1988","secondary school degree","(2b) intermediate general qualification","117","0.477616593409453","0.412638112748652","0.542595074070253"
"Limited","1988","secondary school degree","(2a) intermediate vocational","49","0.0498238905012383","0.0344556694027714","0.0651921115997052"
"Limited","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Limited","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Limited","1988","secondary school degree","(3a) lower tertiary education","1","","",""
"Limited","1988","secondary school degree","(3b) higher tertiary education","","","",""
"Limited","1988","college entrance qualification","(0) in school","","","",""
"Limited","1988","college entrance qualification","(1a) inadequately completed","","","",""
"Limited","1988","college entrance qualification","(1b) general elementary school","","","",""
"Limited","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"Limited","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"Limited","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"Limited","1988","college entrance qualification","(2c_gen) general maturity certificate","52","0.561348700637119","0.458830043881077","0.663867357393161"
"Limited","1988","college entrance qualification","(2c_voc) vocational maturity certificate","20","","",""
