"plb0037_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Limited","1988","(Married) couple without C. ","West Germany","77","0.0718763431396583","0.056729664461236","0.0870230218180805"
"Limited","1988","(Married) couple without C. ","East Germany","","","",""
"Limited","1988","Single parent ","West Germany","65","0.216869827594989","0.168855437261083","0.264884217928894"
"Limited","1988","Single parent ","East Germany","","","",""
"Limited","1988","Couple + C. LE 16 ","West Germany","75","0.0489299727106264","0.0374012635491673","0.0604586818720855"
"Limited","1988","Couple + C. LE 16 ","East Germany","","","",""
"Limited","1988","Couple + C. GT 16 ","West Germany","226","0.169014130483359","0.148019138686023","0.190009122280695"
"Limited","1988","Couple + C. GT 16 ","East Germany","","","",""
"Limited","1988","Couple + C. LE and GT 16","West Germany","126","0.216863982916525","0.184160388555106","0.249567577277943"
"Limited","1988","Couple + C. LE and GT 16","East Germany","","","",""
"Permanent","1989","1-pers.-HH","West Germany","89","0.821077590742974","0.751025090671017","0.89113009081493"
"Permanent","1989","1-pers.-HH","East Germany","","","",""
"Permanent","1989","(Married) couple without C. ","West Germany","118","0.856200054251103","0.799087566685318","0.913312541816889"
"Permanent","1989","(Married) couple without C. ","East Germany","","","",""
"Permanent","1989","Single parent ","West Germany","36","0.65591624507934","0.529207237566625","0.782625252592054"
"Permanent","1989","Single parent ","East Germany","","","",""
"Permanent","1989","Couple + C. LE 16 ","West Germany","164","0.805057146584169","0.750827325122988","0.859286968045351"
"Permanent","1989","Couple + C. LE 16 ","East Germany","","","",""
"Permanent","1989","Couple + C. GT 16 ","West Germany","140","0.657480887127752","0.59419524559563","0.720766528659875"
"Permanent","1989","Couple + C. GT 16 ","East Germany","","","",""
"Permanent","1989","Couple + C. LE and GT 16","West Germany","61","0.592280172638744","0.496914402986003","0.687645942291485"
"Permanent","1989","Couple + C. LE and GT 16","East Germany","","","",""
"Limited","1989","1-pers.-HH","West Germany","26","","",""
"Limited","1989","1-pers.-HH","East Germany","","","",""
"Limited","1989","(Married) couple without C. ","West Germany","27","","",""
"Limited","1989","(Married) couple without C. ","East Germany","","","",""
"Limited","1989","Single parent ","West Germany","18","","",""
"Limited","1989","Single parent ","East Germany","","","",""
"Limited","1989","Couple + C. LE 16 ","West Germany","41","0.194942853415831","0.140713031954649","0.249172674877012"
"Limited","1989","Couple + C. LE 16 ","East Germany","","","",""
"Limited","1989","Couple + C. GT 16 ","West Germany","76","0.342519112872248","0.279233471340125","0.40580475440437"
"Limited","1989","Couple + C. GT 16 ","East Germany","","","",""
"Limited","1989","Couple + C. LE and GT 16","West Germany","41","0.407719827361256","0.312354057708515","0.503085597013998"
"Limited","1989","Couple + C. LE and GT 16","East Germany","","","",""
"Permanent","1990","1-pers.-HH","West Germany","76","0.788977650115324","0.70940130617829","0.868553994052357"
"Permanent","1990","1-pers.-HH","East Germany","","","",""
"Permanent","1990","(Married) couple without C. ","West Germany","146","0.864345051238108","0.814041402711129","0.914648699765088"
"Permanent","1990","(Married) couple without C. ","East Germany","","","",""
"Permanent","1990","Single parent ","West Germany","33","0.620952163675812","0.489089300179117","0.752815027172508"
"Permanent","1990","Single parent ","East Germany","","","",""
"Permanent","1990","Couple + C. LE 16 ","West Germany","204","0.829999648794751","0.782770641437673","0.87722865615183"
"Permanent","1990","Couple + C. LE 16 ","East Germany","","","",""
"Permanent","1990","Couple + C. GT 16 ","West Germany","143","0.718528412219583","0.656816037058368","0.780240787380797"
"Permanent","1990","Couple + C. GT 16 ","East Germany","","","",""
"Permanent","1990","Couple + C. LE and GT 16","West Germany","62","0.555750535140983","0.460254613870172","0.651246456411793"
"Permanent","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Limited","1990","1-pers.-HH","West Germany","25","","",""
"Limited","1990","1-pers.-HH","East Germany","","","",""
"Limited","1990","(Married) couple without C. ","West Germany","32","0.135654948761892","0.0853513002349122","0.185958597288871"
"Limited","1990","(Married) couple without C. ","East Germany","","","",""
"Limited","1990","Single parent ","West Germany","19","","",""
"Limited","1990","Single parent ","East Germany","","","",""
"Limited","1990","Couple + C. LE 16 ","West Germany","39","0.170000351205249","0.12277134384817","0.217229358562327"
"Limited","1990","Couple + C. LE 16 ","East Germany","","","",""
"Limited","1990","Couple + C. GT 16 ","West Germany","61","0.281471587780417","0.219759212619203","0.343183962941632"
"Limited","1990","Couple + C. GT 16 ","East Germany","","","",""
"Limited","1990","Couple + C. LE and GT 16","West Germany","42","0.444249464859017","0.348753543588207","0.539745386129828"
"Limited","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Permanent","1991","1-pers.-HH","West Germany","82","0.788301390104315","0.710533501555719","0.86606927865291"
"Permanent","1991","1-pers.-HH","East Germany","12","","",""
"Permanent","1991","(Married) couple without C. ","West Germany","142","0.788637288469267","0.727973950066005","0.84930062687253"
"Permanent","1991","(Married) couple without C. ","East Germany","70","0.767329115197603","0.679047836658313","0.855610393736892"
"Permanent","1991","Single parent ","West Germany","40","0.671958245650821","0.552157977018113","0.79175851428353"
"Permanent","1991","Single parent ","East Germany","27","","",""
"Permanent","1991","Couple + C. LE 16 ","West Germany","221","0.868575454597288","0.82734859483995","0.909802314354626"
"Permanent","1991","Couple + C. LE 16 ","East Germany","272","0.781913996923116","0.738148846220219","0.825679147626012"
"Permanent","1991","Couple + C. GT 16 ","West Germany","118","0.677980511610124","0.610283074235032","0.745677948985217"
"Permanent","1991","Couple + C. GT 16 ","East Germany","100","0.729740931614101","0.655104111534324","0.804377751693878"
"Permanent","1991","Couple + C. LE and GT 16","West Germany","70","0.679183330639783","0.590737335187001","0.767629326092565"
"Permanent","1991","Couple + C. LE and GT 16","East Germany","45","0.709146387188816","0.598739391741702","0.81955338263593"
"Limited","1991","1-pers.-HH","West Germany","24","","",""
"Limited","1991","1-pers.-HH","East Germany","3","","",""
"Limited","1991","(Married) couple without C. ","West Germany","32","0.211362711530733","0.15069937312747","0.272026049933996"
"Limited","1991","(Married) couple without C. ","East Germany","18","","",""
"Limited","1991","Single parent ","West Germany","19","","",""
"Limited","1991","Single parent ","East Germany","8","","",""
"Limited","1991","Couple + C. LE 16 ","West Germany","37","0.131424545402712","0.0901976856453743","0.172651405160051"
"Limited","1991","Couple + C. LE 16 ","East Germany","70","0.218086003076884","0.174320852373988","0.261851153779781"
"Limited","1991","Couple + C. GT 16 ","West Germany","65","0.322019488389876","0.254322051014783","0.389716925764968"
"Limited","1991","Couple + C. GT 16 ","East Germany","36","0.270259068385899","0.195622248306122","0.344895888465676"
"Limited","1991","Couple + C. LE and GT 16","West Germany","37","0.320816669360217","0.232370673907435","0.409262664812999"
"Limited","1991","Couple + C. LE and GT 16","East Germany","20","","",""
"Permanent","1992","1-pers.-HH","West Germany","64","0.770352644917307","0.676406656211866","0.864298633622749"
"Permanent","1992","1-pers.-HH","East Germany","13","","",""
"Permanent","1992","(Married) couple without C. ","West Germany","138","0.835188189931787","0.778578281066903","0.891798098796672"
"Permanent","1992","(Married) couple without C. ","East Germany","68","0.694791841772758","0.604081684909503","0.785501998636014"
"Permanent","1992","Single parent ","West Germany","48","0.787207513746538","0.686142561279048","0.888272466214028"
"Permanent","1992","Single parent ","East Germany","31","0.664370541513928","0.524843953990037","0.80389712903782"
"Permanent","1992","Couple + C. LE 16 ","West Germany","183","0.890869767863615","0.848597592453802","0.933141943273429"
"Permanent","1992","Couple + C. LE 16 ","East Germany","238","0.74472527026501","0.696651685536471","0.792798854993549"
"Permanent","1992","Couple + C. GT 16 ","West Germany","143","0.614104212123959","0.549033596094051","0.679174828153868"
"Permanent","1992","Couple + C. GT 16 ","East Germany","109","0.670087829156656","0.597460481061176","0.742715177252136"
"Permanent","1992","Couple + C. LE and GT 16","West Germany","65","0.738360254866802","0.646528524192526","0.830191985541077"
"Permanent","1992","Couple + C. LE and GT 16","East Germany","39","0.679811063700302","0.559741932247067","0.799880195153537"
"Limited","1992","1-pers.-HH","West Germany","13","","",""
"Limited","1992","1-pers.-HH","East Germany","7","","",""
"Limited","1992","(Married) couple without C. ","West Germany","27","","",""
"Limited","1992","(Married) couple without C. ","East Germany","31","0.305208158227242","0.214498001363986","0.395918315090497"
"Limited","1992","Single parent ","West Germany","15","","",""
"Limited","1992","Single parent ","East Germany","13","","",""
"Limited","1992","Couple + C. LE 16 ","West Germany","26","","",""
"Limited","1992","Couple + C. LE 16 ","East Germany","78","0.25527472973499","0.207201145006451","0.303348314463529"
"Limited","1992","Couple + C. GT 16 ","West Germany","72","0.385895787876041","0.320825171846132","0.450966403905949"
"Limited","1992","Couple + C. GT 16 ","East Germany","52","0.329912170843344","0.257284822747864","0.402539518938824"
"Limited","1992","Couple + C. LE and GT 16","West Germany","23","","",""
"Limited","1992","Couple + C. LE and GT 16","East Germany","19","","",""
"Permanent","1993","1-pers.-HH","West Germany","70","0.784270921818809","0.699291409053294","0.869250434584324"
"Permanent","1993","1-pers.-HH","East Germany","19","","",""
"Permanent","1993","(Married) couple without C. ","West Germany","150","0.791892818244877","0.732255950406781","0.851529686082973"
"Permanent","1993","(Married) couple without C. ","East Germany","54","0.719865016913751","0.619562475717388","0.820167558110114"
"Permanent","1993","Single parent ","West Germany","33","0.672691277566471","0.538542768657015","0.806839786475928"
"Permanent","1993","Single parent ","East Germany","19","","",""
"Permanent","1993","Couple + C. LE 16 ","West Germany","177","0.888092932301317","0.84472606640526","0.931459798197373"
"Permanent","1993","Couple + C. LE 16 ","East Germany","190","0.825410956576205","0.776457235557038","0.874364677595372"
"Permanent","1993","Couple + C. GT 16 ","West Germany","98","0.592676551043073","0.514566867959691","0.670786234126455"
"Permanent","1993","Couple + C. GT 16 ","East Germany","80","0.730834226946205","0.648324346464282","0.813344107428128"
"Permanent","1993","Couple + C. LE and GT 16","West Germany","65","0.674126577432978","0.580853260834719","0.767399894031236"
"Permanent","1993","Couple + C. LE and GT 16","East Germany","37","0.71452570363302","0.589339772897364","0.839711634368677"
"Limited","1993","1-pers.-HH","West Germany","20","","",""
"Limited","1993","1-pers.-HH","East Germany","4","","",""
"Limited","1993","(Married) couple without C. ","West Germany","28","","",""
"Limited","1993","(Married) couple without C. ","East Germany","23","","",""
"Limited","1993","Single parent ","West Germany","14","","",""
"Limited","1993","Single parent ","East Germany","8","","",""
"Limited","1993","Couple + C. LE 16 ","West Germany","26","","",""
"Limited","1993","Couple + C. LE 16 ","East Germany","41","0.174589043423795","0.125635322404628","0.223542764442962"
"Limited","1993","Couple + C. GT 16 ","West Germany","54","0.407323448956927","0.329213765873545","0.485433132040309"
"Limited","1993","Couple + C. GT 16 ","East Germany","31","0.269165773053795","0.186655892571872","0.351675653535718"
"Limited","1993","Couple + C. LE and GT 16","West Germany","32","0.325873422567022","0.232600105968764","0.419146739165281"
"Limited","1993","Couple + C. LE and GT 16","East Germany","13","","",""
"Permanent","1994","1-pers.-HH","West Germany","62","0.710454266391302","0.619250465726135","0.801658067056469"
"Permanent","1994","1-pers.-HH","East Germany","14","","",""
"Permanent","1994","(Married) couple without C. ","West Germany","151","0.820809550567638","0.765395766326527","0.87622333480875"
"Permanent","1994","(Married) couple without C. ","East Germany","45","0.71235727218484","0.604767926800771","0.81994661756891"
"Permanent","1994","Single parent ","West Germany","29","","",""
"Permanent","1994","Single parent ","East Germany","13","","",""
"Permanent","1994","Couple + C. LE 16 ","West Germany","148","0.799700174501364","0.742337265321745","0.857063083680982"
"Permanent","1994","Couple + C. LE 16 ","East Germany","103","0.746605471915719","0.674556419460176","0.818654524371263"
"Permanent","1994","Couple + C. GT 16 ","West Germany","78","0.506863157794863","0.424632643548873","0.589093672040853"
"Permanent","1994","Couple + C. GT 16 ","East Germany","67","0.664218771266755","0.574314787189709","0.754122755343801"
"Permanent","1994","Couple + C. LE and GT 16","West Germany","48","0.590794243720271","0.489772144319554","0.691816343120989"
"Permanent","1994","Couple + C. LE and GT 16","East Germany","24","","",""
"Limited","1994","1-pers.-HH","West Germany","33","0.289545733608698","0.198341932943531","0.380749534273865"
"Limited","1994","1-pers.-HH","East Germany","6","","",""
"Limited","1994","(Married) couple without C. ","West Germany","33","0.179190449432362","0.12377666519125","0.234604233673474"
"Limited","1994","(Married) couple without C. ","East Germany","23","","",""
"Limited","1994","Single parent ","West Germany","19","","",""
"Limited","1994","Single parent ","East Germany","8","","",""
"Limited","1994","Couple + C. LE 16 ","West Germany","39","0.200299825498636","0.142936916319018","0.257662734678255"
"Limited","1994","Couple + C. LE 16 ","East Germany","37","0.253394528084281","0.181345475628737","0.325443580539824"
"Limited","1994","Couple + C. GT 16 ","West Germany","64","0.493136842205137","0.410906327959147","0.575367356451127"
"Limited","1994","Couple + C. GT 16 ","East Germany","39","0.335781228733245","0.245877244656199","0.425685212810291"
"Limited","1994","Couple + C. LE and GT 16","West Germany","43","0.409205756279728","0.308183656879011","0.510227855680446"
"Limited","1994","Couple + C. LE and GT 16","East Germany","39","0.66747776085202","0.551143786672869","0.783811735031171"
"Permanent","1995","1-pers.-HH","West Germany","444","0.862839332213913","0.83283512442616","0.892843540001666"
"Permanent","1995","1-pers.-HH","East Germany","80","0.820126581014354","0.743692655860376","0.896560506168333"
"Permanent","1995","(Married) couple without C. ","West Germany","1188","0.928307724988403","0.91421350710989","0.942401942866917"
"Permanent","1995","(Married) couple without C. ","East Germany","326","0.847644710507936","0.811417250341938","0.883872170673935"
"Permanent","1995","Single parent ","West Germany","193","0.844393852667619","0.797850674332395","0.890937031002843"
"Permanent","1995","Single parent ","East Germany","70","0.727302665884981","0.638676847252401","0.815928484517561"
"Permanent","1995","Couple + C. LE 16 ","West Germany","1287","0.942168316796574","0.929798815041735","0.954537818551413"
"Permanent","1995","Couple + C. LE 16 ","East Germany","589","0.884190842096116","0.859666143712639","0.908715540479593"
"Permanent","1995","Couple + C. GT 16 ","West Germany","810","0.831398259829816","0.807726966936496","0.855069552723135"
"Permanent","1995","Couple + C. GT 16 ","East Germany","345","0.765131060508209","0.725832645098019","0.8044294759184"
"Permanent","1995","Couple + C. LE and GT 16","West Germany","397","0.797076562389439","0.762137976375829","0.83201514840305"
"Permanent","1995","Couple + C. LE and GT 16","East Germany","191","0.758726132111539","0.706004906853812","0.811447357369267"
"Limited","1995","1-pers.-HH","West Germany","61","0.137160667786087","0.107156459998334","0.16716487557384"
"Limited","1995","1-pers.-HH","East Germany","17","","",""
"Limited","1995","(Married) couple without C. ","West Germany","99","0.0716922750115966","0.0575980571330834","0.0857864928901098"
"Limited","1995","(Married) couple without C. ","East Germany","52","0.152355289492064","0.116127829326065","0.188582749658062"
"Limited","1995","Single parent ","West Germany","40","0.155606147332381","0.109062968997157","0.202149325667605"
"Limited","1995","Single parent ","East Germany","27","","",""
"Limited","1995","Couple + C. LE 16 ","West Germany","81","0.0578316832034259","0.0454621814485871","0.0702011849582646"
"Limited","1995","Couple + C. LE 16 ","East Germany","65","0.115809157903884","0.0912844595204066","0.140333856287361"
"Limited","1995","Couple + C. GT 16 ","West Germany","151","0.168601740170184","0.144930447276865","0.192273033063504"
"Limited","1995","Couple + C. GT 16 ","East Germany","102","0.234868939491791","0.1955705240816","0.274167354901981"
"Limited","1995","Couple + C. LE and GT 16","West Germany","112","0.202923437610561","0.16798485159695","0.237862023624171"
"Limited","1995","Couple + C. LE and GT 16","East Germany","62","0.24127386788846","0.188552642630733","0.293995093146188"
"Permanent","1996","1-pers.-HH","West Germany","451","0.873561785812741","0.844604435307169","0.902519136318313"
"Permanent","1996","1-pers.-HH","East Germany","91","0.835119361415597","0.765457680652394","0.9047810421788"
"Permanent","1996","(Married) couple without C. ","West Germany","1139","0.938112409998373","0.924630387867797","0.951594432128948"
"Permanent","1996","(Married) couple without C. ","East Germany","354","0.871544829087446","0.838958064714873","0.90413159346002"
"Permanent","1996","Single parent ","West Germany","213","0.790855101203453","0.741420217670795","0.840289984736111"
"Permanent","1996","Single parent ","East Germany","73","0.720644174966828","0.632703985480612","0.808584364453044"
"Permanent","1996","Couple + C. LE 16 ","West Germany","1250","0.927458715987074","0.913544864262761","0.941372567711386"
"Permanent","1996","Couple + C. LE 16 ","East Germany","531","0.920931364976763","0.898951523183927","0.942911206769598"
"Permanent","1996","Couple + C. GT 16 ","West Germany","774","0.862561779355561","0.840067312547315","0.885056246163806"
"Permanent","1996","Couple + C. GT 16 ","East Germany","313","0.76704302658432","0.72617582493658","0.807910228232061"
"Permanent","1996","Couple + C. LE and GT 16","West Germany","402","0.797345743318375","0.762526901925085","0.832164584711665"
"Permanent","1996","Couple + C. LE and GT 16","East Germany","195","0.703755296114792","0.648780795920284","0.758729796309299"
"Limited","1996","1-pers.-HH","West Germany","55","0.126438214187259","0.097480863681687","0.155395564692831"
"Limited","1996","1-pers.-HH","East Germany","18","","",""
"Limited","1996","(Married) couple without C. ","West Germany","88","0.0618875900016275","0.0484055678710517","0.0753696121322033"
"Limited","1996","(Married) couple without C. ","East Germany","51","0.128455170912554","0.0958684065399802","0.161041935285127"
"Limited","1996","Single parent ","West Germany","47","0.209144898796547","0.159710015263889","0.258579782329205"
"Limited","1996","Single parent ","East Germany","27","","",""
"Limited","1996","Couple + C. LE 16 ","West Germany","85","0.0725412840129264","0.0586274322886135","0.0864551357372393"
"Limited","1996","Couple + C. LE 16 ","East Germany","48","0.0790686350232374","0.0570887932304016","0.101048476816073"
"Limited","1996","Couple + C. GT 16 ","West Germany","126","0.137438220644439","0.114943753836194","0.159932687452685"
"Limited","1996","Couple + C. GT 16 ","East Germany","98","0.23295697341568","0.192089771767939","0.27382417506342"
"Limited","1996","Couple + C. LE and GT 16","West Germany","110","0.202654256681625","0.167835415288335","0.237473098074915"
"Limited","1996","Couple + C. LE and GT 16","East Germany","70","0.296244703885208","0.241270203690701","0.351219204079715"
"Permanent","1997","1-pers.-HH","West Germany","414","0.871548763754992","0.841459173346113","0.901638354163872"
"Permanent","1997","1-pers.-HH","East Germany","92","0.876337624200962","0.815370795982863","0.937304452419061"
"Permanent","1997","(Married) couple without C. ","West Germany","1117","0.918018204709614","0.902705535114096","0.933330874305132"
"Permanent","1997","(Married) couple without C. ","East Germany","339","0.869231424528623","0.835940995987088","0.902521853070158"
"Permanent","1997","Single parent ","West Germany","196","0.7889002741276","0.73800769007858","0.839792858176619"
"Permanent","1997","Single parent ","East Germany","71","0.749391702523053","0.664875579373492","0.833907825672614"
"Permanent","1997","Couple + C. LE 16 ","West Germany","1212","0.933169170542348","0.919594008206021","0.946744332878675"
"Permanent","1997","Couple + C. LE 16 ","East Germany","438","0.893473507842986","0.866045162466218","0.920901853219754"
"Permanent","1997","Couple + C. GT 16 ","West Germany","705","0.798135355762114","0.771493881503569","0.824776830020659"
"Permanent","1997","Couple + C. GT 16 ","East Germany","346","0.737881178616464","0.697604126992456","0.778158230240471"
"Permanent","1997","Couple + C. LE and GT 16","West Germany","383","0.761374642550578","0.723556893094304","0.799192392006851"
"Permanent","1997","Couple + C. LE and GT 16","East Germany","191","0.716755955093971","0.660903259833424","0.772608650354518"
"Limited","1997","1-pers.-HH","West Germany","61","0.128451236245007","0.0983616458361282","0.158540826653887"
"Limited","1997","1-pers.-HH","East Germany","20","","",""
"Limited","1997","(Married) couple without C. ","West Germany","116","0.081981795290386","0.0666691256948677","0.0972944648859044"
"Limited","1997","(Married) couple without C. ","East Germany","55","0.130768575471377","0.0974781469298422","0.164059004012912"
"Limited","1997","Single parent ","West Germany","51","0.2110997258724","0.160207141823381","0.26199230992142"
"Limited","1997","Single parent ","East Germany","30","0.250608297476948","0.166092174327386","0.335124420626509"
"Limited","1997","Couple + C. LE 16 ","West Germany","88","0.0668308294576524","0.0532556671213255","0.0804059917939793"
"Limited","1997","Couple + C. LE 16 ","East Germany","48","0.106526492157014","0.079098146780246","0.133954837533782"
"Limited","1997","Couple + C. GT 16 ","West Germany","167","0.201864644237886","0.175223169979341","0.228506118496431"
"Limited","1997","Couple + C. GT 16 ","East Germany","112","0.262118821383536","0.221841769759529","0.302395873007544"
"Limited","1997","Couple + C. LE and GT 16","West Germany","105","0.238625357449422","0.200807607993149","0.276443106905696"
"Limited","1997","Couple + C. LE and GT 16","East Germany","59","0.283244044906029","0.227391349645482","0.339096740166576"
"Permanent","1998","1-pers.-HH","West Germany","497","0.864823824960863","0.836925759827216","0.892721890094511"
"Permanent","1998","1-pers.-HH","East Germany","104","0.848240322502897","0.784833908863434","0.91164673614236"
"Permanent","1998","(Married) couple without C. ","West Germany","1310","0.925770657519222","0.91215518841594","0.939386126622505"
"Permanent","1998","(Married) couple without C. ","East Germany","365","0.882792716778881","0.851882069731891","0.913703363825872"
"Permanent","1998","Single parent ","West Germany","218","0.771530401990868","0.722441235071425","0.82061956891031"
"Permanent","1998","Single parent ","East Germany","66","0.660291442604158","0.566523123449712","0.754059761758604"
"Permanent","1998","Couple + C. LE 16 ","West Germany","1338","0.928872271734267","0.915614761751871","0.942129781716663"
"Permanent","1998","Couple + C. LE 16 ","East Germany","453","0.878558866863561","0.850098455623998","0.907019278103124"
