"plb0037_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Limited","1988","Saxony","East Germany","","","",""
"Limited","1988","Saxony-Anhalt","West Germany","","","",""
"Limited","1988","Saxony-Anhalt","East Germany","","","",""
"Limited","1988","Thuringia","West Germany","","","",""
"Limited","1988","Thuringia","East Germany","","","",""
"Permanent","1989","Schleswig-Holstein","West Germany","26","","",""
"Permanent","1989","Schleswig-Holstein","East Germany","","","",""
"Permanent","1989","Hamburg","West Germany","11","","",""
"Permanent","1989","Hamburg","East Germany","","","",""
"Permanent","1989","Lower Saxony","West Germany","54","0.709774753251941","0.610934590959274","0.808614915544608"
"Permanent","1989","Lower Saxony","East Germany","","","",""
"Permanent","1989","Bremen","West Germany","9","","",""
"Permanent","1989","Bremen","East Germany","","","",""
"Permanent","1989","North Rhine-Westphalia","West Germany","162","0.706890879360391","0.64918235146127","0.764599407259512"
"Permanent","1989","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1989","Hesse","West Germany","62","0.724489005201467","0.626587703896593","0.82239030650634"
"Permanent","1989","Hesse","East Germany","","","",""
"Permanent","1989","Rhineland-Palatinate,Saarland","West Germany","44","0.746016697719184","0.639373057535961","0.852660337902407"
"Permanent","1989","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1989","Baden-Württemberg","West Germany","124","0.759027803489851","0.695482160668034","0.822573446311668"
"Permanent","1989","Baden-Württemberg","East Germany","","","",""
"Permanent","1989","Bavaria","West Germany","120","0.814215575817938","0.752788182827929","0.875642968807946"
"Permanent","1989","Bavaria","East Germany","","","",""
"Permanent","1989","Berlin","West Germany","32","0.831702196802695","0.718554271860718","0.944850121744672"
"Permanent","1989","Berlin","East Germany","","","",""
"Permanent","1989","Brandenburg","West Germany","","","",""
"Permanent","1989","Brandenburg","East Germany","","","",""
"Permanent","1989","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1989","Mecklenburg-Western Pomerania","East Germany","","","",""
"Permanent","1989","Saxony","West Germany","","","",""
"Permanent","1989","Saxony","East Germany","","","",""
"Permanent","1989","Saxony-Anhalt","West Germany","","","",""
"Permanent","1989","Saxony-Anhalt","East Germany","","","",""
"Permanent","1989","Thuringia","West Germany","","","",""
"Permanent","1989","Thuringia","East Germany","","","",""
"Limited","1989","Schleswig-Holstein","West Germany","12","","",""
"Limited","1989","Schleswig-Holstein","East Germany","","","",""
"Limited","1989","Hamburg","West Germany","4","","",""
"Limited","1989","Hamburg","East Germany","","","",""
"Limited","1989","Lower Saxony","West Germany","27","","",""
"Limited","1989","Lower Saxony","East Germany","","","",""
"Limited","1989","Bremen","West Germany","1","","",""
"Limited","1989","Bremen","East Germany","","","",""
"Limited","1989","North Rhine-Westphalia","West Germany","77","0.293109120639609","0.235400592740488","0.35081764853873"
"Limited","1989","North Rhine-Westphalia","East Germany","","","",""
"Limited","1989","Hesse","West Germany","18","","",""
"Limited","1989","Hesse","East Germany","","","",""
"Limited","1989","Rhineland-Palatinate,Saarland","West Germany","20","","",""
"Limited","1989","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Limited","1989","Baden-Württemberg","West Germany","50","0.240972196510149","0.177426553688332","0.304517839331966"
"Limited","1989","Baden-Württemberg","East Germany","","","",""
"Limited","1989","Bavaria","West Germany","34","0.185784424182062","0.124357031192054","0.247211817172071"
"Limited","1989","Bavaria","East Germany","","","",""
"Limited","1989","Berlin","West Germany","10","","",""
"Limited","1989","Berlin","East Germany","","","",""
"Limited","1989","Brandenburg","West Germany","","","",""
"Limited","1989","Brandenburg","East Germany","","","",""
"Limited","1989","Mecklenburg-Western Pomerania","West Germany","","","",""
"Limited","1989","Mecklenburg-Western Pomerania","East Germany","","","",""
"Limited","1989","Saxony","West Germany","","","",""
"Limited","1989","Saxony","East Germany","","","",""
"Limited","1989","Saxony-Anhalt","West Germany","","","",""
"Limited","1989","Saxony-Anhalt","East Germany","","","",""
"Limited","1989","Thuringia","West Germany","","","",""
"Limited","1989","Thuringia","East Germany","","","",""
"Permanent","1990","Schleswig-Holstein","West Germany","29","","",""
"Permanent","1990","Schleswig-Holstein","East Germany","","","",""
"Permanent","1990","Hamburg","West Germany","16","","",""
"Permanent","1990","Hamburg","East Germany","","","",""
"Permanent","1990","Lower Saxony","West Germany","66","0.769069935518749","0.681019823974158","0.857120047063341"
"Permanent","1990","Lower Saxony","East Germany","","","",""
"Permanent","1990","Bremen","West Germany","4","","",""
"Permanent","1990","Bremen","East Germany","","","",""
"Permanent","1990","North Rhine-Westphalia","West Germany","167","0.734837583282298","0.679222566524953","0.790452600039642"
"Permanent","1990","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1990","Hesse","West Germany","77","0.780630890428948","0.699926342943655","0.861335437914241"
"Permanent","1990","Hesse","East Germany","","","",""
"Permanent","1990","Rhineland-Palatinate,Saarland","West Germany","26","","",""
"Permanent","1990","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1990","Baden-Württemberg","West Germany","161","0.789622416205275","0.733692718352616","0.845552114057934"
"Permanent","1990","Baden-Württemberg","East Germany","","","",""
"Permanent","1990","Bavaria","West Germany","143","0.832415823045879","0.776759859188017","0.888071786903742"
"Permanent","1990","Bavaria","East Germany","","","",""
"Permanent","1990","Berlin","West Germany","19","","",""
"Permanent","1990","Berlin","East Germany","","","",""
"Permanent","1990","Brandenburg","West Germany","","","",""
"Permanent","1990","Brandenburg","East Germany","","","",""
"Permanent","1990","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1990","Mecklenburg-Western Pomerania","East Germany","","","",""
"Permanent","1990","Saxony","West Germany","","","",""
"Permanent","1990","Saxony","East Germany","","","",""
"Permanent","1990","Saxony-Anhalt","West Germany","","","",""
"Permanent","1990","Saxony-Anhalt","East Germany","","","",""
"Permanent","1990","Thuringia","West Germany","","","",""
"Permanent","1990","Thuringia","East Germany","","","",""
"Limited","1990","Schleswig-Holstein","West Germany","5","","",""
"Limited","1990","Schleswig-Holstein","East Germany","","","",""
"Limited","1990","Hamburg","West Germany","4","","",""
"Limited","1990","Hamburg","East Germany","","","",""
"Limited","1990","Lower Saxony","West Germany","22","","",""
"Limited","1990","Lower Saxony","East Germany","","","",""
"Limited","1990","Bremen","West Germany","3","","",""
"Limited","1990","Bremen","East Germany","","","",""
"Limited","1990","North Rhine-Westphalia","West Germany","75","0.265162416717702","0.209547399960358","0.320777433475047"
"Limited","1990","North Rhine-Westphalia","East Germany","","","",""
"Limited","1990","Hesse","West Germany","24","","",""
"Limited","1990","Hesse","East Germany","","","",""
"Limited","1990","Rhineland-Palatinate,Saarland","West Germany","13","","",""
"Limited","1990","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Limited","1990","Baden-Württemberg","West Germany","43","0.210377583794725","0.154447885942066","0.266307281647384"
"Limited","1990","Baden-Württemberg","East Germany","","","",""
"Limited","1990","Bavaria","West Germany","30","0.167584176954121","0.111928213096258","0.223240140811983"
"Limited","1990","Bavaria","East Germany","","","",""
"Limited","1990","Berlin","West Germany","9","","",""
"Limited","1990","Berlin","East Germany","","","",""
"Limited","1990","Brandenburg","West Germany","","","",""
"Limited","1990","Brandenburg","East Germany","","","",""
"Limited","1990","Mecklenburg-Western Pomerania","West Germany","","","",""
"Limited","1990","Mecklenburg-Western Pomerania","East Germany","","","",""
"Limited","1990","Saxony","West Germany","","","",""
"Limited","1990","Saxony","East Germany","","","",""
"Limited","1990","Saxony-Anhalt","West Germany","","","",""
"Limited","1990","Saxony-Anhalt","East Germany","","","",""
"Limited","1990","Thuringia","West Germany","","","",""
"Limited","1990","Thuringia","East Germany","","","",""
"Permanent","1991","Schleswig-Holstein","West Germany","22","","",""
"Permanent","1991","Schleswig-Holstein","East Germany","","","",""
"Permanent","1991","Hamburg","West Germany","17","","",""
"Permanent","1991","Hamburg","East Germany","","","",""
"Permanent","1991","Lower Saxony","West Germany","78","0.80439071872767","0.725451926376148","0.883329511079193"
"Permanent","1991","Lower Saxony","East Germany","","","",""
"Permanent","1991","Bremen","West Germany","5","","",""
"Permanent","1991","Bremen","East Germany","","","",""
"Permanent","1991","North Rhine-Westphalia","West Germany","166","0.711062644972959","0.653233353950032","0.768891935995886"
"Permanent","1991","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1991","Hesse","West Germany","77","0.766227790825616","0.68285854284238","0.849597038808852"
"Permanent","1991","Hesse","East Germany","","","",""
"Permanent","1991","Rhineland-Palatinate,Saarland","West Germany","57","0.794943669484902","0.701031108263838","0.888856230705966"
"Permanent","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Permanent","1991","Baden-Württemberg","West Germany","155","0.805938429486144","0.750853068588258","0.86102379038403"
"Permanent","1991","Baden-Württemberg","East Germany","","","",""
"Permanent","1991","Bavaria","West Germany","128","0.799441957305839","0.737590681373192","0.861293233238486"
"Permanent","1991","Bavaria","East Germany","","","",""
"Permanent","1991","Berlin","West Germany","23","","",""
"Permanent","1991","Berlin","East Germany","47","0.721069666203017","0.60663474588567","0.835504586520364"
"Permanent","1991","Brandenburg","West Germany","","","",""
"Permanent","1991","Brandenburg","East Germany","88","0.73355339472459","0.653100799560223","0.814005989888957"
"Permanent","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"Permanent","1991","Mecklenburg-Western Pomerania","East Germany","65","0.766630076260703","0.67723486928346","0.856025283237946"
"Permanent","1991","Saxony","West Germany","","","",""
"Permanent","1991","Saxony","East Germany","147","0.753126217639949","0.692449986826565","0.813802448453333"
"Permanent","1991","Saxony-Anhalt","West Germany","","","",""
"Permanent","1991","Saxony-Anhalt","East Germany","106","0.828817419888536","0.764315645430167","0.893319194346905"
"Permanent","1991","Thuringia","West Germany","","","",""
"Permanent","1991","Thuringia","East Germany","95","0.783525365983807","0.711037170939909","0.856013561027704"
"Limited","1991","Schleswig-Holstein","West Germany","8","","",""
"Limited","1991","Schleswig-Holstein","East Germany","","","",""
"Limited","1991","Hamburg","West Germany","3","","",""
"Limited","1991","Hamburg","East Germany","","","",""
"Limited","1991","Lower Saxony","West Germany","19","","",""
"Limited","1991","Lower Saxony","East Germany","","","",""
"Limited","1991","Bremen","West Germany","2","","",""
"Limited","1991","Bremen","East Germany","","","",""
"Limited","1991","North Rhine-Westphalia","West Germany","70","0.288937355027041","0.231108064004114","0.346766646049968"
"Limited","1991","North Rhine-Westphalia","East Germany","","","",""
"Limited","1991","Hesse","West Germany","22","","",""
"Limited","1991","Hesse","East Germany","","","",""
"Limited","1991","Rhineland-Palatinate,Saarland","West Germany","14","","",""
"Limited","1991","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Limited","1991","Baden-Württemberg","West Germany","43","0.194061570513856","0.13897620961597","0.249146931411742"
"Limited","1991","Baden-Württemberg","East Germany","","","",""
"Limited","1991","Bavaria","West Germany","33","0.200558042694161","0.138706766761514","0.262409318626808"
"Limited","1991","Bavaria","East Germany","","","",""
"Limited","1991","Berlin","West Germany","12","","",""
"Limited","1991","Berlin","East Germany","12","","",""
"Limited","1991","Brandenburg","West Germany","","","",""
"Limited","1991","Brandenburg","East Germany","28","","",""
"Limited","1991","Mecklenburg-Western Pomerania","West Germany","","","",""
"Limited","1991","Mecklenburg-Western Pomerania","East Germany","21","","",""
"Limited","1991","Saxony","West Germany","","","",""
"Limited","1991","Saxony","East Germany","47","0.246873782360051","0.186197551546667","0.307550013173435"
"Limited","1991","Saxony-Anhalt","West Germany","","","",""
"Limited","1991","Saxony-Anhalt","East Germany","25","","",""
"Limited","1991","Thuringia","West Germany","","","",""
"Limited","1991","Thuringia","East Germany","29","","",""
"Permanent","1992","Schleswig-Holstein","West Germany","24","","",""
"Permanent","1992","Schleswig-Holstein","East Germany","","","",""
"Permanent","1992","Hamburg","West Germany","11","","",""
"Permanent","1992","Hamburg","East Germany","","","",""
"Permanent","1992","Lower Saxony","West Germany","69","0.817331896749452","0.737056276241661","0.897607517257243"
"Permanent","1992","Lower Saxony","East Germany","","","",""
"Permanent","1992","Bremen","West Germany","6","","",""
"Permanent","1992","Bremen","East Germany","","","",""
"Permanent","1992","North Rhine-Westphalia","West Germany","169","0.719676575331912","0.661629204783621","0.777723945880202"
"Permanent","1992","North Rhine-Westphalia","East Germany","","","",""
"Permanent","1992","Hesse","West Germany","66","0.714297014122669","0.617690757298383","0.810903270946955"
"Permanent","1992","Hesse","East Germany","","","",""
"Permanent","1992","Rhineland-Palatinate,Saarland","West Germany","43","0.765480759111928","0.653505229401923","0.877456288821934"
