"plb0037_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Limited","2003","Employed","Male","703","0.127921712796958","0.119128153428854","0.136715272165062","2"
"Limited","2003","Not Employed","Male","37","0.78577009772032","0.670891838819537","0.900648356621102","2"
"Limited","2003","Employed","Female","671","0.14336127270378","0.133463906763543","0.153258638644017","2"
"Limited","2003","Not Employed","Female","40","0.480737649848013","0.37193159419641","0.589543705499617","2"
"Permanent","2003","Not Employed","Male","12","","","","1"
"Permanent","2003","Employed","Female","4145","0.85663872729622","0.846741361355983","0.866536093236457","1"
"Permanent","2003","Employed","Male","4839","0.872078287203042","0.863284727834938","0.880871846571146","1"
"Permanent","2003","Not Employed","Female","41","0.519262350151987","0.410456294500383","0.62806840580359","1"
"Limited","2004","Employed","Male","689","0.13262285316386","0.123457095089805","0.141788611237916","2"
"Limited","2004","Not Employed","Male","47","0.710694407488681","0.595960356094581","0.825428458882781","2"
"Limited","2004","Employed","Female","677","0.159276333822704","0.148827983830309","0.169724683815099","2"
"Limited","2004","Not Employed","Female","35","0.51701189009318","0.403157254816737","0.630866525369623","2"
"Permanent","2004","Not Employed","Male","13","","","","1"
"Permanent","2004","Employed","Female","4035","0.840723666177296","0.830275316184901","0.851172016169691","1"
"Permanent","2004","Employed","Male","4571","0.86737714683614","0.858211388762084","0.876542904910195","1"
"Permanent","2004","Not Employed","Female","39","0.48298810990682","0.369133474630378","0.596842745183263","1"
"Limited","2005","Employed","Male","599","0.134082794595555","0.124746703221849","0.143418885969262","2"
"Limited","2005","Not Employed","Male","43","0.774206709211329","0.664700672926902","0.883712745495755","2"
"Limited","2005","Employed","Female","613","0.146968362490481","0.136640422383935","0.157296302597027","2"
"Limited","2005","Not Employed","Female","35","0.436211403490641","0.320038265048638","0.552384541932645","2"
"Permanent","2005","Employed","Female","3902","0.853031637509519","0.842703697402973","0.863359577616065","1"
"Permanent","2005","Employed","Male","4518","0.865917205404444","0.856581114030738","0.875253296778151","1"
"Permanent","2005","Not Employed","Female","35","0.563788596509359","0.447615458067355","0.679961734951362","1"
"Permanent","2005","Not Employed","Male","13","","","","1"
"Limited","2006","Employed","Male","659","0.136088358679924","0.126838876686971","0.145337840672877","2"
"Limited","2006","Not Employed","Male","45","0.648398043262986","0.531419935084279","0.765376151441693","2"
"Limited","2006","Employed","Female","674","0.157697222000956","0.147379341006048","0.168015102995864","2"
"Limited","2006","Not Employed","Female","35","0.467030294238762","0.357703431478449","0.576357156999076","2"
"Permanent","2006","Employed","Female","4119","0.842302777999044","0.831984897004136","0.852620658993952","1"
"Permanent","2006","Employed","Male","4620","0.863911641320076","0.854662159327123","0.873161123313029","1"
"Permanent","2006","Not Employed","Female","45","0.532969705761238","0.423642843000924","0.642296568521551","1"
"Permanent","2006","Not Employed","Male","19","","","","1"
"Limited","2007","Employed","Female","651","0.162706890379324","0.151999850229452","0.173413930529196","2"
"Limited","2007","Employed","Male","664","0.134895997416553","0.12547228313107","0.144319711702037","2"
"Limited","2007","Not Employed","Male","36","0.790556075442229","0.681006580402066","0.900105570482391","2"
"Limited","2007","Not Employed","Female","53","0.54048503768459","0.444705422505067","0.636264652864113","2"
"Permanent","2007","Employed","Female","3914","0.837293109620676","0.826586069470804","0.848000149770548","1"
"Permanent","2007","Employed","Male","4384","0.865104002583447","0.855680288297963","0.87452771686893","1"
"Permanent","2007","Not Employed","Female","51","0.45951496231541","0.363735347135887","0.555294577494933","1"
"Permanent","2007","Not Employed","Male","17","","","","1"
"Limited","2008","Not Employed","Male","34","0.563932581012424","0.436310886367587","0.691554275657261","2"
"Limited","2008","Employed","Female","679","0.173252638698841","0.162087650606195","0.184417626791486","2"
"Limited","2008","Employed","Male","608","0.132226497136418","0.122675536234806","0.141777458038029","2"
"Limited","2008","Not Employed","Female","47","0.537757539963598","0.435320842854647","0.640194237072548","2"
"Permanent","2008","Employed","Male","4224","0.867773502863582","0.858222541961971","0.877324463765194","1"
"Permanent","2008","Not Employed","Female","44","0.462242460036403","0.359805762927452","0.564679157145353","1"
"Permanent","2008","Not Employed","Male","24","","","","1"
"Permanent","2008","Employed","Female","3735","0.826747361301159","0.815582373208514","0.837912349393805","1"
"Limited","2009","Not Employed","Male","21","","","","2"
"Limited","2009","Employed","Female","639","0.168847219161833","0.157523107980308","0.180171330343358","2"
"Limited","2009","Employed","Male","603","0.139510561473549","0.129321477785592","0.149699645161507","2"
"Limited","2009","Not Employed","Female","28","","","","2"
"Permanent","2009","Employed","Male","3839","0.860489438526451","0.850300354838493","0.870678522214408","1"
"Permanent","2009","Not Employed","Female","39","0.688347870068576","0.577443227673927","0.799252512463226","1"
"Permanent","2009","Not Employed","Male","11","","","","1"
"Permanent","2009","Employed","Female","3565","0.831152780838167","0.819828669656642","0.842476892019692","1"
"Limited","2010","Employed","Female","910","0.172982222445952","0.163008894296579","0.182955550595325","2"
"Limited","2010","Employed","Male","814","0.136926249825304","0.128369978729859","0.14548252092075","2"
"Limited","2010","Not Employed","Female","83","0.434194614115552","0.368549593628291","0.499839634602814","2"
"Limited","2010","Not Employed","Male","48","0.693467153705879","0.590486846026842","0.796447461384915","2"
"Permanent","2010","Employed","Male","5387","0.863073750174696","0.85451747907925","0.871630021270141","1"
"Permanent","2010","Employed","Female","4615","0.827017777554048","0.817044449404675","0.836991105703421","1"
"Permanent","2010","Not Employed","Female","136","0.565805385884447","0.500160365397186","0.631450406371709","1"
"Permanent","2010","Not Employed","Male","29","","","","1"
"Limited","2011","Employed","Female","1094","0.166759547355408","0.158045880427341","0.175473214283476","2"
"Limited","2011","Employed","Male","939","0.145103777004043","0.136980796578163","0.153226757429924","2"
"Limited","2011","Not Employed","Female","117","0.505131514450019","0.447187016343681","0.563076012556358","2"
"Limited","2011","Not Employed","Male","29","","","","2"
"Permanent","2011","Employed","Male","6283","0.854896222995957","0.846773242570076","0.863019203421837","1"
"Permanent","2011","Not Employed","Male","36","0.584714043186665","0.464919565684708","0.704508520688621","1"
"Permanent","2011","Employed","Female","5936","0.833240452644592","0.824526785716524","0.841954119572659","1"
"Permanent","2011","Not Employed","Female","169","0.494868485549981","0.436923987443642","0.552812983656319","1"
"Limited","2012","Employed","Female","1144","0.166323215281791","0.157680540665967","0.174965889897616","2"
"Limited","2012","Employed","Male","979","0.148579745838025","0.140217195801171","0.156942295874879","2"
"Limited","2012","Not Employed","Female","102","0.435156397113174","0.373700313580528","0.49661248064582","2"
"Limited","2012","Not Employed","Male","38","0.290863520452775","0.212185640699368","0.369541400206181","2"
"Permanent","2012","Employed","Male","5970","0.851420254161975","0.843057704125121","0.859782804198829","1"
"Permanent","2012","Not Employed","Male","90","0.709136479547225","0.630458599793819","0.787814359300632","1"
"Permanent","2012","Employed","Female","5987","0.833676784718209","0.825034110102384","0.842319459334033","1"
"Permanent","2012","Not Employed","Female","148","0.564843602886826","0.50338751935418","0.626299686419472","1"
"Limited","2013","Employed","Male","900","0.145478911698231","0.136800692237885","0.154157131158577","2"
"Limited","2013","Not Employed","Female","433","0.277691212541022","0.255395325286834","0.299987099795209","2"
"Limited","2013","Not Employed","Male","437","0.272806018574106","0.251379769034141","0.294232268114071","2"
"Limited","2013","Employed","Female","1130","0.162168177834248","0.153412945644002","0.170923410024494","2"
"Permanent","2013","Employed","Male","5441","0.854521088301769","0.845842868841423","0.863199307762115","1"
"Permanent","2013","Not Employed","Male","1223","0.727193981425894","0.705767731885929","0.748620230965859","1"
"Permanent","2013","Employed","Female","5679","0.837831822165752","0.829076589975506","0.846587054355998","1"
"Permanent","2013","Not Employed","Female","1117","0.722308787458978","0.700012900204791","0.744604674713166","1"
"Limited","2014","Employed","Male","1017","0.158965155916311","0.150284725405015","0.167645586427608","2"
"Limited","2014","Not Employed","Female","134","0.46590749865176","0.408593634895923","0.523221362407598","2"
"Limited","2014","Not Employed","Male","101","0.502271794082654","0.438749652134148","0.565793936031159","2"
"Limited","2014","Employed","Female","1234","0.169471500180764","0.160753502130905","0.178189498230624","2"
"Permanent","2014","Employed","Male","5799","0.841034844083689","0.832354413572392","0.849715274594985","1"
"Permanent","2014","Not Employed","Male","137","0.497728205917346","0.434206063968841","0.561250347865852","1"
"Permanent","2014","Employed","Female","5880","0.830528499819236","0.821810501769376","0.839246497869095","1"
"Permanent","2014","Not Employed","Female","157","0.53409250134824","0.476778637592402","0.591406365104077","1"
"Limited","2015","Employed","Male","937","0.151109989421455","0.14229598966027","0.15992398918264","2"
"Limited","2015","Employed","Female","1154","0.163068461970149","0.154260631403824","0.171876292536474","2"
"Limited","2015","Not Employed","Female","263","0.435821341600931","0.397524079165074","0.474118604036788","2"
"Limited","2015","Not Employed","Male","228","0.375860108877987","0.340107509657953","0.411612708098022","2"
"Permanent","2015","Employed","Female","5604","0.836931538029851","0.828123707463526","0.845739368596175","1"
"Permanent","2015","Employed","Male","5406","0.848890010578545","0.84007601081736","0.85770401033973","1"
"Permanent","2015","Not Employed","Male","477","0.624139891122013","0.588387291901978","0.659892490342047","1"
"Permanent","2015","Not Employed","Female","381","0.564178658399069","0.525881395963212","0.602475920834926","1"
"Limited","2016","Employed","Male","998","0.166883798956174","0.157543488597891","0.176224109314456","2"
"Limited","2016","Not Employed","Male","322","0.605971555949921","0.561982076116157","0.649961035783686","2"
"Limited","2016","Employed","Female","1140","0.166709855547306","0.157763181321391","0.175656529773221","2"
"Limited","2016","Not Employed","Female","159","0.447177203538618","0.38841277140642","0.505941635670816","2"
"Permanent","2016","Not Employed","Male","152","0.394028444050079","0.350038964216314","0.438017923883843","1"
"Permanent","2016","Employed","Female","5527","0.833290144452694","0.824343470226779","0.842236818678609","1"
"Permanent","2016","Employed","Male","5124","0.833116201043826","0.823775890685544","0.842456511402109","1"
"Permanent","2016","Not Employed","Female","116","0.552822796461382","0.494058364329184","0.61158722859358","1"
"Limited","2017","Employed","Male","1120","0.154377737114583","0.145964585737848","0.162790888491317","2"
"Limited","2017","Not Employed","Male","463","0.629438747240857","0.591756208761123","0.667121285720591","2"
"Limited","2017","Employed","Female","1230","0.164602896576071","0.156226742417675","0.172979050734468","2"
"Limited","2017","Not Employed","Female","168","0.439169509747068","0.385046900157487","0.49329211933665","2"
"Permanent","2017","Not Employed","Male","168","0.370561252759143","0.332878714279409","0.408243791238877","1"
"Permanent","2017","Employed","Female","6299","0.835397103423929","0.827020949265532","0.843773257582325","1"
"Permanent","2017","Employed","Male","5965","0.845622262885417","0.837209111508683","0.854035414262152","1"
"Permanent","2017","Not Employed","Female","155","0.560830490252932","0.50670788066335","0.614953099842513","1"
"Limited","2018","Employed","Male","1251","0.160192869112402","0.15160545486422","0.168780283360584","2"
"Limited","2018","Not Employed","Male","471","0.636354427343694","0.599373303939401","0.673335550747987","2"
"Limited","2018","Employed","Female","1132","0.150011962906444","0.141840169368625","0.158183756444263","2"
"Limited","2018","Not Employed","Female","186","0.521309534634784","0.464875634421866","0.577743434847702","2"
"Permanent","2018","Employed","Female","6203","0.849988037093556","0.841816243555737","0.858159830631375","1"
"Permanent","2018","Employed","Male","5757","0.839807130887598","0.831219716639416","0.84839454513578","1"
"Permanent","2018","Not Employed","Female","115","0.478690465365216","0.422256565152298","0.535124365578134","1"
"Permanent","2018","Not Employed","Male","179","0.363645572656306","0.326664449252013","0.400626696060599","1"
"Limited","2019","Employed","Male","1275","0.150960507389528","0.14246565132502","0.159455363454037","2"
"Limited","2019","Not Employed","Male","380","0.550789554718848","0.509954942654904","0.591624166782792","2"
"Limited","2019","Employed","Female","1058","0.146293165780369","0.138001956260061","0.154584375300676","2"
"Limited","2019","Not Employed","Female","200","0.38781438579014","0.34000478023884","0.435623991341439","2"
"Permanent","2019","Employed","Female","5921","0.853706834219631","0.845415624699324","0.861998043739939","1"
"Permanent","2019","Employed","Male","5548","0.849039492610472","0.840544636545963","0.85753434867498","1"
"Permanent","2019","Not Employed","Female","199","0.61218561420986","0.564376008658561","0.65999521976116","1"
"Permanent","2019","Not Employed","Male","190","0.449210445281152","0.408375833217208","0.490045057345096","1"
