"plb0037_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Limited","1989","higher education","Urban Area","21","","",""
"Limited","1989","higher education","Rural Area","1","","",""
"Permanent","1990","in school","Urban Area","1","","",""
"Permanent","1990","in school","Rural Area","","","",""
"Permanent","1990","inadequately","Urban Area","28","","",""
"Permanent","1990","inadequately","Rural Area","3","","",""
"Permanent","1990","general elemantary","Urban Area","115","0.599414375303325","0.529738481633703","0.669090268972946"
"Permanent","1990","general elemantary","Rural Area","32","0.613825551906683","0.477504069609151","0.750147034204216"
"Permanent","1990","middle vocational","Urban Area","275","0.803113502701771","0.761092607527577","0.845134397875965"
"Permanent","1990","middle vocational","Rural Area","102","0.896997030097805","0.841919363069186","0.952074697126425"
"Permanent","1990","vocational + Abi","Urban Area","31","0.847612482981219","0.734817662879571","0.960407303082868"
"Permanent","1990","vocational + Abi","Rural Area","7","","",""
"Permanent","1990","higher vocational","Urban Area","28","","",""
"Permanent","1990","higher vocational","Rural Area","7","","",""
"Permanent","1990","higher education","Urban Area","54","0.726748863510704","0.625216288591352","0.828281438430056"
"Permanent","1990","higher education","Rural Area","8","","",""
"Limited","1990","in school","Urban Area","","","",""
"Limited","1990","in school","Rural Area","","","",""
"Limited","1990","inadequately","Urban Area","6","","",""
"Limited","1990","inadequately","Rural Area","2","","",""
"Limited","1990","general elemantary","Urban Area","75","0.400585624696675","0.330909731027054","0.470261518366297"
"Limited","1990","general elemantary","Rural Area","17","","",""
"Limited","1990","middle vocational","Urban Area","69","0.196886497298229","0.154865602124035","0.238907392472423"
"Limited","1990","middle vocational","Rural Area","15","","",""
"Limited","1990","vocational + Abi","Urban Area","8","","",""
"Limited","1990","vocational + Abi","Rural Area","","","",""
"Limited","1990","higher vocational","Urban Area","4","","",""
"Limited","1990","higher vocational","Rural Area","1","","",""
"Limited","1990","higher education","Urban Area","20","","",""
"Limited","1990","higher education","Rural Area","1","","",""
"Permanent","1991","in school","Urban Area","","","",""
"Permanent","1991","in school","Rural Area","1","","",""
"Permanent","1991","inadequately","Urban Area","33","0.724516220435017","0.592510173570648","0.856522267299386"
"Permanent","1991","inadequately","Rural Area","7","","",""
"Permanent","1991","general elemantary","Urban Area","131","0.668442441783231","0.602702933289086","0.734181950277376"
"Permanent","1991","general elemantary","Rural Area","37","0.594907636539292","0.471714936592759","0.718100336485825"
"Permanent","1991","middle vocational","Urban Area","392","0.819598915068866","0.785271205130293","0.85392662500744"
"Permanent","1991","middle vocational","Rural Area","270","0.804550898326592","0.762275924999575","0.846825871653609"
"Permanent","1991","vocational + Abi","Urban Area","42","0.793672705771142","0.685740693221836","0.901604718320448"
"Permanent","1991","vocational + Abi","Rural Area","12","","",""
"Permanent","1991","higher vocational","Urban Area","46","0.954712241247082","0.897076783251051","1.01234769924311"
"Permanent","1991","higher vocational","Rural Area","33","0.840435116001702","0.728342522343316","0.952527709660088"
"Permanent","1991","higher education","Urban Area","142","0.726988061915692","0.663473742681131","0.790502381150252"
"Permanent","1991","higher education","Rural Area","102","0.723946257332365","0.647683744896462","0.800208769768268"
"Limited","1991","in school","Urban Area","","","",""
"Limited","1991","in school","Rural Area","2","","",""
"Limited","1991","inadequately","Urban Area","11","","",""
"Limited","1991","inadequately","Rural Area","","","",""
"Limited","1991","general elemantary","Urban Area","66","0.331557558216769","0.265818049722624","0.397297066710914"
"Limited","1991","general elemantary","Rural Area","24","","",""
"Limited","1991","middle vocational","Urban Area","90","0.180401084931134","0.14607337499256","0.214728794869707"
"Limited","1991","middle vocational","Rural Area","68","0.195449101673408","0.153174128346391","0.237724075000425"
"Limited","1991","vocational + Abi","Urban Area","12","","",""
"Limited","1991","vocational + Abi","Rural Area","5","","",""
"Limited","1991","higher vocational","Urban Area","4","","",""
"Limited","1991","higher vocational","Rural Area","8","","",""
"Limited","1991","higher education","Urban Area","47","0.273011938084309","0.209497618849748","0.336526257318869"
"Limited","1991","higher education","Rural Area","30","0.276053742667635","0.199791230231732","0.352316255103538"
"Permanent","1992","in school","Urban Area","2","","",""
"Permanent","1992","in school","Rural Area","2","","",""
"Permanent","1992","inadequately","Urban Area","20","","",""
"Permanent","1992","inadequately","Rural Area","8","","",""
"Permanent","1992","general elemantary","Urban Area","121","0.718355881977805","0.651713695791288","0.784998068164322"
"Permanent","1992","general elemantary","Rural Area","42","0.679570952580149","0.569465991278777","0.789675913881521"
"Permanent","1992","middle vocational","Urban Area","381","0.782210806925707","0.745325311448339","0.819096302403075"
"Permanent","1992","middle vocational","Rural Area","252","0.726986165826383","0.680111438546511","0.773860893106255"
"Permanent","1992","vocational + Abi","Urban Area","28","","",""
"Permanent","1992","vocational + Abi","Rural Area","9","","",""
"Permanent","1992","higher vocational","Urban Area","44","0.896313185591475","0.812646096103673","0.979980275079278"
"Permanent","1992","higher vocational","Rural Area","30","0.79202181270191","0.664644156610535","0.919399468793285"
"Permanent","1992","higher education","Urban Area","134","0.748979729102551","0.684553472834778","0.813405985370324"
"Permanent","1992","higher education","Rural Area","102","0.729786820085257","0.654316960392171","0.805256679778342"
"Limited","1992","in school","Urban Area","","","",""
"Limited","1992","in school","Rural Area","","","",""
"Limited","1992","inadequately","Urban Area","3","","",""
"Limited","1992","inadequately","Rural Area","1","","",""
"Limited","1992","general elemantary","Urban Area","54","0.281644118022195","0.215001931835678","0.348286304208712"
"Limited","1992","general elemantary","Rural Area","27","","",""
"Limited","1992","middle vocational","Urban Area","100","0.217789193074293","0.180903697596925","0.254674688551661"
"Limited","1992","middle vocational","Rural Area","95","0.273013834173617","0.226139106893745","0.319888561453488"
"Limited","1992","vocational + Abi","Urban Area","9","","",""
"Limited","1992","vocational + Abi","Rural Area","4","","",""
"Limited","1992","higher vocational","Urban Area","7","","",""
"Limited","1992","higher vocational","Rural Area","9","","",""
"Limited","1992","higher education","Urban Area","40","0.251020270897449","0.186594014629676","0.315446527165222"
"Limited","1992","higher education","Rural Area","31","0.270213179914743","0.194743320221658","0.345683039607829"
"Permanent","1993","in school","Urban Area","","","",""
"Permanent","1993","in school","Rural Area","1","","",""
"Permanent","1993","inadequately","Urban Area","13","","",""
"Permanent","1993","inadequately","Rural Area","3","","",""
"Permanent","1993","general elemantary","Urban Area","107","0.775034776577564","0.707070237082233","0.842999316072894"
"Permanent","1993","general elemantary","Rural Area","36","0.455442076441981","0.335294576185539","0.575589576698422"
"Permanent","1993","middle vocational","Urban Area","349","0.804873555932502","0.767632210966708","0.842114900898296"
"Permanent","1993","middle vocational","Rural Area","208","0.745425870399736","0.694032995301888","0.796818745497584"
"Permanent","1993","vocational + Abi","Urban Area","38","0.889654913959314","0.796006343344333","0.983303484574294"
"Permanent","1993","vocational + Abi","Rural Area","9","","",""
"Permanent","1993","higher vocational","Urban Area","45","0.921206799502317","0.847265693720164","0.995147905284469"
"Permanent","1993","higher vocational","Rural Area","23","","",""
"Permanent","1993","higher education","Urban Area","136","0.748662851696918","0.685116143385765","0.81220956000807"
"Permanent","1993","higher education","Rural Area","68","0.761937963159626","0.6713973342183","0.852478592100953"
"Limited","1993","in school","Urban Area","","","",""
"Limited","1993","in school","Rural Area","","","",""
"Limited","1993","inadequately","Urban Area","5","","",""
"Limited","1993","inadequately","Rural Area","3","","",""
"Limited","1993","general elemantary","Urban Area","38","0.224965223422436","0.157000683927106","0.292929762917767"
"Limited","1993","general elemantary","Rural Area","30","0.544557923558019","0.424410423301578","0.664705423814461"
"Limited","1993","middle vocational","Urban Area","86","0.195126444067498","0.157885099101704","0.232367789033292"
"Limited","1993","middle vocational","Rural Area","68","0.254574129600264","0.203181254502416","0.305967004698113"
"Limited","1993","vocational + Abi","Urban Area","5","","",""
"Limited","1993","vocational + Abi","Rural Area","3","","",""
"Limited","1993","higher vocational","Urban Area","6","","",""
"Limited","1993","higher vocational","Rural Area","4","","",""
"Limited","1993","higher education","Urban Area","43","0.251337148303082","0.18779043999193","0.314883856614235"
"Limited","1993","higher education","Rural Area","17","","",""
"Permanent","1994","in school","Urban Area","3","","",""
"Permanent","1994","in school","Rural Area","","","",""
"Permanent","1994","inadequately","Urban Area","13","","",""
"Permanent","1994","inadequately","Rural Area","4","","",""
"Permanent","1994","general elemantary","Urban Area","66","0.494765964761199","0.408151721745407","0.58138020777699"
"Permanent","1994","general elemantary","Rural Area","29","","",""
"Permanent","1994","middle vocational","Urban Area","296","0.772238939226861","0.730722447779038","0.813755430674684"
"Permanent","1994","middle vocational","Rural Area","169","0.674569763579149","0.616949715150774","0.732189812007524"
"Permanent","1994","vocational + Abi","Urban Area","32","0.640911637754588","0.495826412027064","0.785996863482111"
"Permanent","1994","vocational + Abi","Rural Area","10","","",""
"Permanent","1994","higher vocational","Urban Area","38","0.861841590427007","0.764223600884976","0.959459579969037"
"Permanent","1994","higher vocational","Rural Area","25","","",""
"Permanent","1994","higher education","Urban Area","92","0.737695410870663","0.663492201044662","0.811898620696665"
"Permanent","1994","higher education","Rural Area","34","0.60492503196419","0.476885342436999","0.732964721491382"
"Limited","1994","in school","Urban Area","","","",""
"Limited","1994","in school","Rural Area","3","","",""
"Limited","1994","inadequately","Urban Area","9","","",""
"Limited","1994","inadequately","Rural Area","1","","",""
"Limited","1994","general elemantary","Urban Area","62","0.505234035238802","0.41861979222301","0.591848278254593"
"Limited","1994","general elemantary","Rural Area","41","0.693395215131973","0.585381487213443","0.801408943050504"
"Limited","1994","middle vocational","Urban Area","96","0.227761060773139","0.186244569325316","0.269277552220962"
"Limited","1994","middle vocational","Rural Area","85","0.325430236420851","0.267810187992476","0.383050284849226"
"Limited","1994","vocational + Abi","Urban Area","10","","",""
"Limited","1994","vocational + Abi","Rural Area","8","","",""
"Limited","1994","higher vocational","Urban Area","10","","",""
"Limited","1994","higher vocational","Rural Area","4","","",""
"Limited","1994","higher education","Urban Area","43","0.262304589129337","0.188101379303335","0.336507798955338"
"Limited","1994","higher education","Rural Area","22","","",""
"Permanent","1995","in school","Urban Area","4","","",""
"Permanent","1995","in school","Rural Area","1","","",""
"Permanent","1995","inadequately","Urban Area","172","0.893567467021721","0.849601354986636","0.937533579056805"
"Permanent","1995","inadequately","Rural Area","33","0.815302579728403","0.693514267900223","0.937090891556583"
"Permanent","1995","general elemantary","Urban Area","631","0.80063753916971","0.772777981764888","0.828497096574532"
"Permanent","1995","general elemantary","Rural Area","173","0.593120460471458","0.537531078939909","0.648709842003007"
"Permanent","1995","middle vocational","Urban Area","2210","0.922728197155832","0.912060824564113","0.933395569747551"
"Permanent","1995","middle vocational","Rural Area","1217","0.860061409838437","0.841972579388406","0.878150240288468"
"Permanent","1995","vocational + Abi","Urban Area","187","0.845909743324199","0.796962915515695","0.894856571132703"
"Permanent","1995","vocational + Abi","Rural Area","63","0.864907629414956","0.785398098353453","0.944417160476459"
"Permanent","1995","higher vocational","Urban Area","284","0.981285197008873","0.965741764962369","0.996828629055377"
"Permanent","1995","higher vocational","Rural Area","148","0.957981697870023","0.926598577643034","0.989364818097011"
"Permanent","1995","higher education","Urban Area","673","0.870267098009405","0.846549415525323","0.893984780493488"
"Permanent","1995","higher education","Rural Area","380","0.890346663717972","0.860535264642311","0.920158062793633"
"Limited","1995","in school","Urban Area","","","",""
"Limited","1995","in school","Rural Area","5","","",""
"Limited","1995","inadequately","Urban Area","17","","",""
"Limited","1995","inadequately","Rural Area","6","","",""
"Limited","1995","general elemantary","Urban Area","159","0.19936246083029","0.171502903425468","0.227222018235112"
"Limited","1995","general elemantary","Rural Area","127","0.406879539528542","0.351290157996993","0.462468921060091"
"Limited","1995","middle vocational","Urban Area","197","0.0772718028441679","0.0666044302524487","0.0879391754358871"
"Limited","1995","middle vocational","Rural Area","196","0.139938590161563","0.121849759711532","0.158027420611594"
"Limited","1995","vocational + Abi","Urban Area","22","","",""
"Limited","1995","vocational + Abi","Rural Area","8","","",""
"Limited","1995","higher vocational","Urban Area","8","","",""
"Limited","1995","higher vocational","Rural Area","9","","",""
"Limited","1995","higher education","Urban Area","98","0.129732901990595","0.106015219506512","0.153450584474677"
"Limited","1995","higher education","Rural Area","42","0.109653336282028","0.0798419372063672","0.139464735357689"
"Permanent","1996","in school","Urban Area","5","","",""
"Permanent","1996","in school","Rural Area","1","","",""
"Permanent","1996","inadequately","Urban Area","156","0.862300947112848","0.810502285503104","0.914099608722592"
"Permanent","1996","inadequately","Rural Area","30","0.668774439859779","0.515030291408435","0.822518588311123"
"Permanent","1996","general elemantary","Urban Area","555","0.761415850423791","0.73049735075237","0.792334350095211"
"Permanent","1996","general elemantary","Rural Area","172","0.643759030366877","0.587964905190563","0.69955315554319"
"Permanent","1996","middle vocational","Urban Area","2170","0.920963662698641","0.910078705138435","0.931848620258847"
"Permanent","1996","middle vocational","Rural Area","1204","0.889560984705304","0.872939421413364","0.906182547997244"
"Permanent","1996","vocational + Abi","Urban Area","189","0.893382543716058","0.851540986672095","0.935224100760021"
"Permanent","1996","vocational + Abi","Rural Area","66","0.846266989966932","0.766221281027074","0.92631269890679"
"Permanent","1996","higher vocational","Urban Area","285","0.957696108119475","0.934843068002556","0.980549148236393"
"Permanent","1996","higher vocational","Rural Area","148","0.949491405107768","0.91512659454158","0.983856215673956"
"Permanent","1996","higher education","Urban Area","670","0.877134979894491","0.85368740420795","0.900582555581033"
"Permanent","1996","higher education","Rural Area","374","0.9197444242682","0.893414013997785","0.946074834538614"
"Limited","1996","in school","Urban Area","2","","",""
"Limited","1996","in school","Rural Area","3","","",""
"Limited","1996","inadequately","Urban Area","14","","",""
"Limited","1996","inadequately","Rural Area","6","","",""
"Limited","1996","general elemantary","Urban Area","175","0.23858414957621","0.207665649904789","0.26950264924763"
"Limited","1996","general elemantary","Rural Area","111","0.356240969633123","0.30044684445681","0.412035094809436"
"Limited","1996","middle vocational","Urban Area","190","0.0790363373013592","0.0681513797411535","0.0899212948615649"
"Limited","1996","middle vocational","Rural Area","162","0.110439015294696","0.0938174520027557","0.127060578586636"
"Limited","1996","vocational + Abi","Urban Area","20","","",""
"Limited","1996","vocational + Abi","Rural Area","12","","",""
"Limited","1996","higher vocational","Urban Area","13","","",""
"Limited","1996","higher vocational","Rural Area","8","","",""
"Limited","1996","higher education","Urban Area","83","0.122865020105509","0.0994174444189671","0.14631259579205"
"Limited","1996","higher education","Rural Area","35","0.0802555757318004","0.0539251654613862","0.106585986002215"
"Permanent","1997","in school","Urban Area","4","","",""
"Permanent","1997","in school","Rural Area","1","","",""
"Permanent","1997","inadequately","Urban Area","138","0.877760188577924","0.825514086739863","0.930006290415984"
"Permanent","1997","inadequately","Rural Area","28","","",""
"Permanent","1997","general elemantary","Urban Area","486","0.686540234971374","0.652150137862297","0.72093033208045"
"Permanent","1997","general elemantary","Rural Area","159","0.668426997530925","0.612272728130097","0.724581266931753"
"Permanent","1997","middle vocational","Urban Area","2039","0.908306148889249","0.896360313646244","0.920251984132254"
"Permanent","1997","middle vocational","Rural Area","1148","0.891350258881629","0.874485397945993","0.908215119817265"
"Permanent","1997","vocational + Abi","Urban Area","184","0.893936901838858","0.852091088766418","0.935782714911297"
"Permanent","1997","vocational + Abi","Rural Area","66","0.790621772329814","0.698541286100465","0.882702258559164"
"Permanent","1997","higher vocational","Urban Area","281","0.96874402845464","0.948887281395669","0.988600775513611"
"Permanent","1997","higher vocational","Rural Area","143","0.924490327136499","0.882348622633337","0.966632031639662"
"Permanent","1997","higher education","Urban Area","667","0.869159953832354","0.845153186321466","0.893166721343243"
"Permanent","1997","higher education","Rural Area","367","0.855687303597591","0.822039951386536","0.889334655808645"
"Limited","1997","in school","Urban Area","3","","",""
"Limited","1997","in school","Rural Area","4","","",""
"Limited","1997","inadequately","Urban Area","13","","",""
"Limited","1997","inadequately","Rural Area","5","","",""
"Limited","1997","general elemantary","Urban Area","213","0.313459765028626","0.27906966791955","0.347849862137703"
"Limited","1997","general elemantary","Rural Area","111","0.331573002469075","0.275418733068247","0.387727271869903"
"Limited","1997","middle vocational","Urban Area","203","0.0916938511107508","0.0797480158677455","0.103639686353756"
"Limited","1997","middle vocational","Rural Area","160","0.108649741118371","0.0917848801827348","0.125514602054007"
"Limited","1997","vocational + Abi","Urban Area","24","","",""
"Limited","1997","vocational + Abi","Rural Area","9","","",""
"Limited","1997","higher vocational","Urban Area","14","","",""
"Limited","1997","higher vocational","Rural Area","8","","",""
"Limited","1997","higher education","Urban Area","91","0.130840046167646","0.106833278656757","0.154846813678534"
"Limited","1997","higher education","Rural Area","52","0.144312696402409","0.110665344191355","0.177960048613464"
"Permanent","1998","in school","Urban Area","5","","",""
"Permanent","1998","in school","Rural Area","7","","",""
"Permanent","1998","inadequately","Urban Area","132","0.868142666773014","0.813817301967239","0.922468031578788"
"Permanent","1998","inadequately","Rural Area","25","","",""
"Permanent","1998","general elemantary","Urban Area","515","0.716326360713253","0.683558669494409","0.749094051932097"
"Permanent","1998","general elemantary","Rural Area","158","0.612252583938447","0.556175055846311","0.668330112030583"
"Permanent","1998","middle vocational","Urban Area","2179","0.901088251980048","0.889178929357219","0.912997574602876"
"Permanent","1998","middle vocational","Rural Area","1256","0.897774403751469","0.881967455922781","0.913581351580156"
"Permanent","1998","vocational + Abi","Urban Area","220","0.901675701484366","0.864238742317049","0.939112660651684"
"Permanent","1998","vocational + Abi","Rural Area","72","0.820235808730344","0.736612656062577","0.903858961398112"
"Permanent","1998","higher vocational","Urban Area","305","0.938079520509191","0.911876980468269","0.964282060550113"
"Permanent","1998","higher vocational","Rural Area","159","0.904981695576492","0.861285002104259","0.948678389048726"
"Permanent","1998","higher education","Urban Area","733","0.871412593890699","0.848639597422479","0.894185590358918"
"Permanent","1998","higher education","Rural Area","402","0.903398516946677","0.875795704383767","0.931001329509587"
"Limited","1998","in school","Urban Area","2","","",""
"Limited","1998","in school","Rural Area","","","",""
"Limited","1998","inadequately","Urban Area","17","","",""
"Limited","1998","inadequately","Rural Area","6","","",""
"Limited","1998","general elemantary","Urban Area","212","0.283673639286747","0.250905948067903","0.316441330505591"
"Limited","1998","general elemantary","Rural Area","132","0.387747416061553","0.331669887969417","0.443824944153689"
"Limited","1998","middle vocational","Urban Area","235","0.0989117480199523","0.0870024253971234","0.110821070642781"
