"plb0037_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Permanent","2011","middle vocational","Urban Area","3713","0.863126561656252","0.852784469471704","0.8734686538408"
"Permanent","2011","middle vocational","Rural Area","2468","0.854076399715899","0.841110900975177","0.867041898456622"
"Permanent","2011","vocational + Abi","Urban Area","822","0.891451012265135","0.871415325756024","0.911486698774246"
"Permanent","2011","vocational + Abi","Rural Area","305","0.865531264577131","0.829942510944918","0.901120018209344"
"Permanent","2011","higher vocational","Urban Area","577","0.936056045688042","0.916735988568812","0.955376102807272"
"Permanent","2011","higher vocational","Rural Area","393","0.88561275424575","0.855424021252949","0.915801487238551"
"Permanent","2011","higher education","Urban Area","2330","0.857969251864069","0.844767786638215","0.871170717089923"
"Permanent","2011","higher education","Rural Area","899","0.895889422480439","0.876941680911691","0.914837164049187"
"Limited","2011","in school","Urban Area","10","","",""
"Limited","2011","in school","Rural Area","3","","",""
"Limited","2011","inadequately","Urban Area","28","","",""
"Limited","2011","inadequately","Rural Area","7","","",""
"Limited","2011","general elemantary","Urban Area","228","0.33888628437077","0.303336283577913","0.374436285163628"
"Limited","2011","general elemantary","Rural Area","155","0.406820918650497","0.357167549729896","0.456474287571098"
"Limited","2011","middle vocational","Urban Area","530","0.136873438343748","0.1265313461592","0.147215530528295"
"Limited","2011","middle vocational","Rural Area","380","0.145923600284101","0.132958101543378","0.158889099024823"
"Limited","2011","vocational + Abi","Urban Area","104","0.108548987734865","0.0885133012257539","0.128584674243976"
"Limited","2011","vocational + Abi","Rural Area","48","0.134468735422869","0.0988799817906562","0.170057489055082"
"Limited","2011","higher vocational","Urban Area","39","0.0639439543119578","0.0446238971927277","0.0832640114311879"
"Limited","2011","higher vocational","Rural Area","34","0.11438724575425","0.0841985127614486","0.144575978747051"
"Limited","2011","higher education","Urban Area","356","0.142030748135931","0.128829282910077","0.155232213361785"
"Limited","2011","higher education","Rural Area","99","0.104110577519561","0.0851628359508127","0.123058319088309"
"Permanent","2012","in school","Urban Area","17","","",""
"Permanent","2012","in school","Rural Area","5","","",""
"Permanent","2012","inadequately","Urban Area","69","0.749150105193031","0.662881334812707","0.835418875573356"
"Permanent","2012","inadequately","Rural Area","29","","",""
"Permanent","2012","general elemantary","Urban Area","464","0.699838007893675","0.666172536010595","0.733503479776755"
"Permanent","2012","general elemantary","Rural Area","228","0.622132550674463","0.574196415183263","0.670068686165663"
"Permanent","2012","middle vocational","Urban Area","3557","0.850702667704225","0.839846842506294","0.861558492902155"
"Permanent","2012","middle vocational","Rural Area","2528","0.876604846893691","0.864698153614131","0.88851154017325"
"Permanent","2012","vocational + Abi","Urban Area","822","0.865399408381758","0.843546458136611","0.887252358626904"
"Permanent","2012","vocational + Abi","Rural Area","324","0.850574655118914","0.81449180706811","0.886657503169717"
"Permanent","2012","higher vocational","Urban Area","567","0.927830506427019","0.907244841559254","0.948416171294785"
"Permanent","2012","higher vocational","Rural Area","381","0.93096738934623","0.906216548872334","0.955718229820126"
"Permanent","2012","higher education","Urban Area","2259","0.844557993485465","0.830660272438737","0.858455714532192"
"Permanent","2012","higher education","Rural Area","880","0.883157067995913","0.863024514520009","0.903289621471817"
"Limited","2012","in school","Urban Area","9","","",""
"Limited","2012","in school","Rural Area","6","","",""
"Limited","2012","inadequately","Urban Area","28","","",""
"Limited","2012","inadequately","Rural Area","16","","",""
"Limited","2012","general elemantary","Urban Area","248","0.300161992106325","0.266496520223245","0.333827463989405"
"Limited","2012","general elemantary","Rural Area","165","0.377867449325537","0.329931313834337","0.425803584816737"
"Limited","2012","middle vocational","Urban Area","583","0.149297332295775","0.138441507097845","0.160153157493706"
"Limited","2012","middle vocational","Rural Area","403","0.123395153106309","0.11148845982675","0.135301846385869"
"Limited","2012","vocational + Abi","Urban Area","115","0.134600591618242","0.112747641373096","0.156453541863389"
"Limited","2012","vocational + Abi","Rural Area","51","0.149425344881086","0.113342496830283","0.18550819293189"
"Limited","2012","higher vocational","Urban Area","40","0.0721694935729805","0.0515838287052149","0.0927551584407462"
"Limited","2012","higher vocational","Rural Area","22","","",""
"Limited","2012","higher education","Urban Area","352","0.155442006514535","0.141544285467808","0.169339727561263"
"Limited","2012","higher education","Rural Area","98","0.116842932004087","0.0967103785281835","0.136975485479991"
"Permanent","2013","in school","Urban Area","27","","",""
"Permanent","2013","in school","Rural Area","12","","",""
"Permanent","2013","inadequately","Urban Area","100","0.67768967347203","0.603634582518966","0.751744764425094"
"Permanent","2013","inadequately","Rural Area","51","0.68666142094312","0.579519333965985","0.793803507920256"
"Permanent","2013","general elemantary","Urban Area","695","0.64815405843946","0.620335137969467","0.675972978909454"
"Permanent","2013","general elemantary","Rural Area","281","0.665092908820256","0.622739123416573","0.707446694223939"
"Permanent","2013","middle vocational","Urban Area","3874","0.843328223363884","0.832824025911445","0.853832420816323"
"Permanent","2013","middle vocational","Rural Area","2577","0.875700664654401","0.863886869683887","0.887514459624915"
"Permanent","2013","vocational + Abi","Urban Area","1024","0.865841863889512","0.846534240724058","0.885149487054966"
"Permanent","2013","vocational + Abi","Rural Area","369","0.902982160909699","0.874573847706919","0.931390474112479"
"Permanent","2013","higher vocational","Urban Area","564","0.919599020331573","0.897896041080904","0.941301999582241"
"Permanent","2013","higher vocational","Rural Area","338","0.915857322250372","0.887260624764899","0.944454019735846"
"Permanent","2013","higher education","Urban Area","2512","0.841829829537379","0.828708700342192","0.854950958732566"
"Permanent","2013","higher education","Rural Area","930","0.871761323613051","0.851604647871473","0.891917999354628"
"Limited","2013","in school","Urban Area","20","","",""
"Limited","2013","in school","Rural Area","8","","",""
"Limited","2013","inadequately","Urban Area","53","0.32231032652797","0.248255235574906","0.396365417481034"
"Limited","2013","inadequately","Rural Area","21","","",""
"Limited","2013","general elemantary","Urban Area","437","0.35184594156054","0.324027021090546","0.379664862030533"
"Limited","2013","general elemantary","Rural Area","196","0.334907091179744","0.292553305776061","0.377260876583427"
"Limited","2013","middle vocational","Urban Area","726","0.156671776636116","0.146167579183677","0.167175974088555"
"Limited","2013","middle vocational","Rural Area","419","0.124299335345599","0.112485540375085","0.136113130316113"
"Limited","2013","vocational + Abi","Urban Area","173","0.134158136110488","0.114850512945034","0.153465759275942"
"Limited","2013","vocational + Abi","Rural Area","48","0.0970178390903007","0.068609525887521","0.125426152293081"
"Limited","2013","higher vocational","Urban Area","39","0.0804009796684273","0.0586980004177589","0.102103958919096"
"Limited","2013","higher vocational","Rural Area","24","","",""
"Limited","2013","higher education","Urban Area","459","0.158170170462621","0.145049041267434","0.171291299657808"
"Limited","2013","higher education","Rural Area","127","0.128238676386949","0.108082000645372","0.148395352128527"
"Permanent","2014","in school","Urban Area","14","","",""
"Permanent","2014","in school","Rural Area","10","","",""
"Permanent","2014","inadequately","Urban Area","80","0.772646644773012","0.696375504049772","0.848917785496253"
"Permanent","2014","inadequately","Rural Area","38","0.707929904205178","0.580612221171047","0.835247587239309"
"Permanent","2014","general elemantary","Urban Area","585","0.665133955505171","0.634753216082303","0.695514694928038"
"Permanent","2014","general elemantary","Rural Area","243","0.623908084897997","0.576789484726635","0.671026685069358"
"Permanent","2014","middle vocational","Urban Area","3391","0.82758267778448","0.815920176306543","0.839245179262418"
"Permanent","2014","middle vocational","Rural Area","2328","0.877030236562634","0.864587626574101","0.889472846551166"
"Permanent","2014","vocational + Abi","Urban Area","908","0.864659961390624","0.843978436566711","0.885341486214537"
"Permanent","2014","vocational + Abi","Rural Area","324","0.817144388932111","0.778381159047656","0.855907618816565"
"Permanent","2014","higher vocational","Urban Area","520","0.94936399020224","0.930939530707053","0.967788449697428"
"Permanent","2014","higher vocational","Rural Area","311","0.95563048194464","0.933413837029673","0.977847126859607"
"Permanent","2014","higher education","Urban Area","2259","0.839023406938954","0.82505203652467","0.852994777353238"
"Permanent","2014","higher education","Rural Area","840","0.856806936094551","0.834533420721072","0.879080451468031"
"Limited","2014","in school","Urban Area","14","","",""
"Limited","2014","in school","Rural Area","4","","",""
"Limited","2014","inadequately","Urban Area","36","0.227353355226988","0.151082214503747","0.303624495950228"
"Limited","2014","inadequately","Rural Area","11","","",""
"Limited","2014","general elemantary","Urban Area","342","0.334866044494829","0.304485305071962","0.365246783917697"
"Limited","2014","general elemantary","Rural Area","163","0.376091915102003","0.328973314930642","0.423210515273365"
"Limited","2014","middle vocational","Urban Area","639","0.17241732221552","0.160754820737582","0.184079823693457"
"Limited","2014","middle vocational","Rural Area","348","0.122969763437366","0.110527153448834","0.135412373425899"
"Limited","2014","vocational + Abi","Urban Area","143","0.135340038609376","0.114658513785463","0.156021563433289"
"Limited","2014","vocational + Abi","Rural Area","58","0.182855611067889","0.144092381183435","0.221618840952343"
"Limited","2014","higher vocational","Urban Area","24","","",""
"Limited","2014","higher vocational","Rural Area","19","","",""
"Limited","2014","higher education","Urban Area","399","0.160976593061046","0.147005222646762","0.17494796347533"
"Limited","2014","higher education","Rural Area","110","0.143193063905449","0.120919548531969","0.165466579278928"
"Permanent","2015","in school","Urban Area","12","","",""
"Permanent","2015","in school","Rural Area","7","","",""
"Permanent","2015","inadequately","Urban Area","99","0.754177325522987","0.681545173513384","0.82680947753259"
"Permanent","2015","inadequately","Rural Area","39","0.689444423702405","0.566028695898885","0.812860151505924"
"Permanent","2015","general elemantary","Urban Area","534","0.656460335201084","0.624647388522892","0.688273281879275"
"Permanent","2015","general elemantary","Rural Area","268","0.668011072812506","0.622919570008306","0.713102575616707"
"Permanent","2015","middle vocational","Urban Area","3254","0.83393853485393","0.822250228898626","0.845626840809234"
"Permanent","2015","middle vocational","Rural Area","2257","0.884272702017014","0.872021142966321","0.896524261067707"
"Permanent","2015","vocational + Abi","Urban Area","935","0.880162377539513","0.860873269588969","0.899451485490057"
"Permanent","2015","vocational + Abi","Rural Area","343","0.868093753903875","0.834849043727384","0.901338464080366"
"Permanent","2015","higher vocational","Urban Area","506","0.974641064369062","0.961167419074552","0.988114709663572"
"Permanent","2015","higher vocational","Rural Area","309","0.955871670289975","0.933542892568975","0.978200448010975"
"Permanent","2015","higher education","Urban Area","2317","0.837926468998775","0.824210321146421","0.85164261685113"
"Permanent","2015","higher education","Rural Area","862","0.854885173327066","0.832956061108745","0.876814285545387"
"Limited","2015","in school","Urban Area","20","","",""
"Limited","2015","in school","Rural Area","2","","",""
"Limited","2015","inadequately","Urban Area","36","0.245822674477013","0.17319052246741","0.318454826486616"
"Limited","2015","inadequately","Rural Area","15","","",""
"Limited","2015","general elemantary","Urban Area","322","0.343539664798916","0.311726718120725","0.375352611477108"
"Limited","2015","general elemantary","Rural Area","151","0.331988927187494","0.286897424383293","0.377080429991694"
"Limited","2015","middle vocational","Urban Area","640","0.16606146514607","0.154373159190766","0.177749771101374"
"Limited","2015","middle vocational","Rural Area","362","0.115727297982986","0.103475738932293","0.127978857033679"
"Limited","2015","vocational + Abi","Urban Area","154","0.119837622460487","0.100548514509943","0.139126730411031"
"Limited","2015","vocational + Abi","Rural Area","55","0.131906246096125","0.0986615359196342","0.165150956272616"
"Limited","2015","higher vocational","Urban Area","17","","",""
"Limited","2015","higher vocational","Rural Area","16","","",""
"Limited","2015","higher education","Urban Area","456","0.162073531001225","0.14835738314887","0.175789678853579"
"Limited","2015","higher education","Rural Area","129","0.145114826672934","0.123185714454613","0.167043938891255"
"Permanent","2016","in school","Urban Area","23","","",""
"Permanent","2016","in school","Rural Area","5","","",""
"Permanent","2016","inadequately","Urban Area","93","0.637417663371197","0.563840754927165","0.71099457181523"
"Permanent","2016","inadequately","Rural Area","40","0.676498328330026","0.577047075922642","0.77594958073741"
"Permanent","2016","general elemantary","Urban Area","462","0.668094907655583","0.635132714628009","0.701057100683157"
"Permanent","2016","general elemantary","Rural Area","225","0.620081073472082","0.572868814919271","0.667293332024892"
"Permanent","2016","middle vocational","Urban Area","3010","0.82258261613096","0.810150010370387","0.835015221891534"
"Permanent","2016","middle vocational","Rural Area","2073","0.880691407526046","0.867752511394881","0.893630303657211"
"Permanent","2016","vocational + Abi","Urban Area","920","0.858744251320792","0.837836637212669","0.879651865428914"
"Permanent","2016","vocational + Abi","Rural Area","324","0.869164358544597","0.835258848551453","0.903069868537741"
"Permanent","2016","higher vocational","Urban Area","446","0.927703437332884","0.904413694463338","0.95099318020243"
"Permanent","2016","higher vocational","Rural Area","283","0.961137511257273","0.939412031908794","0.982862990605752"
"Permanent","2016","higher education","Urban Area","2128","0.833977373829187","0.819602481729354","0.848352265929021"
"Permanent","2016","higher education","Rural Area","790","0.874826153279218","0.85338465041669","0.896267656141746"
"Limited","2016","in school","Urban Area","8","","",""
"Limited","2016","in school","Rural Area","2","","",""
"Limited","2016","inadequately","Urban Area","71","0.362582336628803","0.28900542818477","0.436159245072835"
"Limited","2016","inadequately","Rural Area","45","0.323501671669974","0.22405041926259","0.422952924077358"
"Limited","2016","general elemantary","Urban Area","322","0.331905092344417","0.298942899316843","0.364867285371991"
"Limited","2016","general elemantary","Rural Area","181","0.379918926527918","0.332706667975108","0.427131185080729"
"Limited","2016","middle vocational","Urban Area","617","0.17741738386904","0.164984778108466","0.189849989629613"
"Limited","2016","middle vocational","Rural Area","338","0.119308592473954","0.106369696342788","0.132247488605119"
"Limited","2016","vocational + Abi","Urban Area","146","0.141255748679209","0.120348134571086","0.162163362787331"
"Limited","2016","vocational + Abi","Rural Area","56","0.130835641455403","0.0969301314622594","0.164741151448547"
"Limited","2016","higher vocational","Urban Area","29","","",""
"Limited","2016","higher vocational","Rural Area","21","","",""
"Limited","2016","higher education","Urban Area","446","0.166022626170813","0.151647734070979","0.180397518270646"
"Limited","2016","higher education","Rural Area","125","0.125173846720782","0.103732343858254","0.14661534958331"
"Permanent","2017","in school","Urban Area","17","","",""
"Permanent","2017","in school","Rural Area","8","","",""
"Permanent","2017","inadequately","Urban Area","126","0.698187608180578","0.641055946944185","0.75531926941697"
"Permanent","2017","inadequately","Rural Area","55","0.717274492758233","0.633874834866356","0.80067415065011"
"Permanent","2017","general elemantary","Urban Area","535","0.69878766925453","0.668578400016569","0.72899693849249"
"Permanent","2017","general elemantary","Rural Area","301","0.685721868439389","0.645550142642228","0.72589359423655"
"Permanent","2017","middle vocational","Urban Area","3411","0.846659837121764","0.835617299781942","0.857702374461586"
"Permanent","2017","middle vocational","Rural Area","2427","0.873634874444687","0.861380409817751","0.885889339071622"
"Permanent","2017","vocational + Abi","Urban Area","998","0.875206023618701","0.856113541621043","0.89429850561636"
"Permanent","2017","vocational + Abi","Rural Area","391","0.863734653129465","0.831859596096467","0.895609710162463"
"Permanent","2017","higher vocational","Urban Area","486","0.957260406537128","0.939705713305598","0.974815099768658"
"Permanent","2017","higher vocational","Rural Area","335","0.946874706711028","0.923738539294755","0.970010874127302"
"Permanent","2017","higher education","Urban Area","2449","0.821499885604923","0.807730334946784","0.835269436263062"
"Permanent","2017","higher education","Rural Area","930","0.865995050671227","0.845697081664603","0.886293019677851"
"Limited","2017","in school","Urban Area","14","","",""
"Limited","2017","in school","Rural Area","6","","",""
"Limited","2017","inadequately","Urban Area","122","0.301812391819422","0.24468073058303","0.358944053055815"
"Limited","2017","inadequately","Rural Area","57","0.282725507241767","0.19932584934989","0.366125165133644"
"Limited","2017","general elemantary","Urban Area","351","0.301212330745471","0.27100306150751","0.331421599983432"
"Limited","2017","general elemantary","Rural Area","212","0.314278131560611","0.27410640576345","0.354449857357772"
"Limited","2017","middle vocational","Urban Area","679","0.153340162878235","0.142297625538413","0.164382700218058"
"Limited","2017","middle vocational","Rural Area","397","0.126365125555314","0.114110660928378","0.138619590182249"
"Limited","2017","vocational + Abi","Urban Area","153","0.124793976381299","0.10570149438364","0.143886458378957"
"Limited","2017","vocational + Abi","Rural Area","54","0.136265346870535","0.104390289837537","0.168140403903533"
"Limited","2017","higher vocational","Urban Area","24","","",""
"Limited","2017","higher vocational","Rural Area","26","","",""
"Limited","2017","higher education","Urban Area","522","0.178500114395077","0.164730563736938","0.192269665053216"
"Limited","2017","higher education","Rural Area","152","0.134004949328773","0.113706980322149","0.154302918335397"
"Permanent","2018","in school","Urban Area","18","","",""
"Permanent","2018","in school","Rural Area","6","","",""
"Permanent","2018","inadequately","Urban Area","131","0.724574955654141","0.673336027213359","0.775813884094923"
"Permanent","2018","inadequately","Rural Area","71","0.796922073847855","0.72880829421901","0.865035853476701"
"Permanent","2018","general elemantary","Urban Area","536","0.653476402381596","0.622859907797996","0.684092896965195"
"Permanent","2018","general elemantary","Rural Area","292","0.705011112077932","0.665157755228073","0.744864468927791"
"Permanent","2018","middle vocational","Urban Area","3235","0.852689242707493","0.841584569303516","0.863793916111469"
"Permanent","2018","middle vocational","Rural Area","2304","0.885919064750716","0.873855970009418","0.897982159492014"
"Permanent","2018","vocational + Abi","Urban Area","956","0.875339711659767","0.855836341065277","0.894843082254258"
"Permanent","2018","vocational + Abi","Rural Area","392","0.892864619984688","0.8639985233862","0.921730716583176"
"Permanent","2018","higher vocational","Urban Area","449","0.941779831359883","0.920655230395664","0.962904432324102"
"Permanent","2018","higher vocational","Rural Area","322","0.935080104383957","0.909043629477776","0.961116579290137"
"Permanent","2018","higher education","Urban Area","2417","0.825440974658064","0.811696490448356","0.839185458867772"
"Permanent","2018","higher education","Rural Area","891","0.881974700242342","0.862337736755491","0.901611663729193"
"Limited","2018","in school","Urban Area","9","","",""
"Limited","2018","in school","Rural Area","3","","",""
"Limited","2018","inadequately","Urban Area","161","0.275425044345859","0.224186115905077","0.326663972786641"
"Limited","2018","inadequately","Rural Area","63","0.203077926152145","0.134964146523299","0.27119170578099"
"Limited","2018","general elemantary","Urban Area","392","0.346523597618404","0.315907103034805","0.377140092202004"
"Limited","2018","general elemantary","Rural Area","211","0.294988887922067","0.255135531072208","0.334842244771926"
"Limited","2018","middle vocational","Urban Area","678","0.147310757292507","0.136206083888531","0.158415430696484"
"Limited","2018","middle vocational","Rural Area","364","0.114080935249284","0.102017840507986","0.126144029990582"
"Limited","2018","vocational + Abi","Urban Area","146","0.124660288340233","0.105156917745742","0.144163658934723"
"Limited","2018","vocational + Abi","Rural Area","49","0.107135380015312","0.0782692834168235","0.1360014766138"
"Limited","2018","higher vocational","Urban Area","23","","",""
"Limited","2018","higher vocational","Rural Area","22","","",""
"Limited","2018","higher education","Urban Area","513","0.174559025341936","0.160814541132228","0.188303509551644"
"Limited","2018","higher education","Rural Area","146","0.118025299757658","0.0983883362708067","0.137662263244509"
"Permanent","2019","in school","Urban Area","23","","",""
"Permanent","2019","in school","Rural Area","8","","",""
"Permanent","2019","inadequately","Urban Area","150","0.720646414798794","0.673232358653698","0.768060470943891"
"Permanent","2019","inadequately","Rural Area","68","0.787320883881097","0.722053241323515","0.852588526438679"
"Permanent","2019","general elemantary","Urban Area","468","0.684930917615208","0.652800483176207","0.717061352054209"
"Permanent","2019","general elemantary","Rural Area","278","0.707650268583918","0.66670350248201","0.748597034685826"
"Permanent","2019","middle vocational","Urban Area","2883","0.864996025355124","0.853583103255645","0.876408947454602"
"Permanent","2019","middle vocational","Rural Area","2100","0.875956266693166","0.862855553710292","0.889056979676041"
"Permanent","2019","vocational + Abi","Urban Area","871","0.888512177744643","0.86887699610887","0.908147359380416"
"Permanent","2019","vocational + Abi","Rural Area","382","0.938976214877508","0.916245130283849","0.961707299471167"
"Permanent","2019","higher vocational","Urban Area","424","0.944682895666008","0.923395674464502","0.965970116867515"
"Permanent","2019","higher vocational","Rural Area","326","0.971884810843219","0.954314213159347","0.989455408527091"
"Permanent","2019","higher education","Urban Area","2148","0.847447457818536","0.833602855038828","0.861292060598245"
"Permanent","2019","higher education","Rural Area","906","0.8867668854419","0.867489822107623","0.906043948776178"
"Limited","2019","in school","Urban Area","17","","",""
"Limited","2019","in school","Rural Area","4","","",""
"Limited","2019","inadequately","Urban Area","194","0.279353585201206","0.231939529056109","0.326767641346302"
"Limited","2019","inadequately","Rural Area","83","0.212679116118903","0.147411473561321","0.277946758676485"
"Limited","2019","general elemantary","Urban Area","335","0.315069082384792","0.282938647945791","0.347199516823793"
"Limited","2019","general elemantary","Rural Area","196","0.292349731416082","0.251402965314174","0.33329649751799"
"Limited","2019","middle vocational","Urban Area","561","0.135003974644876","0.123591052545398","0.146416896744355"
"Limited","2019","middle vocational","Rural Area","332","0.124043733306834","0.110943020323959","0.137144446289708"
"Limited","2019","vocational + Abi","Urban Area","116","0.111487822255357","0.0918526406195842","0.13112300389113"
"Limited","2019","vocational + Abi","Rural Area","44","0.061023785122492","0.0382927005288333","0.0837548697161506"
"Limited","2019","higher vocational","Urban Area","19","","",""
"Limited","2019","higher vocational","Rural Area","14","","",""
"Limited","2019","higher education","Urban Area","443","0.152552542181464","0.138707939401755","0.166397144961172"
"Limited","2019","higher education","Rural Area","132","0.1132331145581","0.0939560512238223","0.132510177892377"
