"plb0037_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Permanent","1990","general elemantary","Male","80","0.638619703197016","0.551941384382382","0.72529802201165","1"
"Permanent","1990","general elemantary","Female","67","0.575860160203823","0.487802233335534","0.663918087072111","1"
"Permanent","1990","middle vocational","Male","207","0.864110897504535","0.820937376959353","0.907284418049717","1"
"Permanent","1990","middle vocational","Female","170","0.789692561403333","0.735718838613811","0.843666284192855","1"
"Permanent","1990","vocational + Abi","Male","20","","","","1"
"Permanent","1990","vocational + Abi","Female","18","","","","1"
"Permanent","1990","higher vocational","Male","15","","","","1"
"Permanent","1990","higher vocational","Female","20","","","","1"
"Permanent","1990","higher education","Male","43","0.696571427543791","0.576160710506229","0.816982144581353","1"
"Permanent","1990","higher education","Female","19","","","","1"
"Limited","1991","general elemantary","Male","43","0.355999012402483","0.271380926228878","0.440617098576089","2"
"Limited","1991","inadequately","Male","7","","","","2"
"Limited","1991","inadequately","Female","4","","","","2"
"Limited","1991","in school","Female","","","","","2"
"Limited","1991","higher vocational","Female","4","","","","2"
"Limited","1991","higher education","Male","37","0.241719431832892","0.177362641540216","0.306076222125569","2"
"Limited","1991","general elemantary","Female","47","0.347320918970633","0.267005944770801","0.427635893170465","2"
"Limited","1991","higher vocational","Male","8","","","","2"
"Limited","1991","higher education","Female","43","0.319528740676918","0.247050209053081","0.392007272300755","2"
"Limited","1991","in school","Male","2","","","","2"
"Limited","1991","middle vocational","Male","84","0.171116233403889","0.136164148652301","0.206068318155478","2"
"Limited","1991","middle vocational","Female","79","0.209241088685469","0.16860955092271","0.249872626448228","2"
"Limited","1991","vocational + Abi","Male","7","","","","2"
"Limited","1991","vocational + Abi","Female","10","","","","2"
"Permanent","1991","in school","Male","1","","","","1"
"Permanent","1991","in school","Female","","","","","1"
"Permanent","1991","inadequately","Male","10","","","","1"
"Permanent","1991","inadequately","Female","30","0.880969477893655","0.772122034493971","0.989816921293339","1"
"Permanent","1991","general elemantary","Male","80","0.644000987597517","0.559382901423911","0.728619073771122","1"
"Permanent","1991","general elemantary","Female","88","0.652679081029367","0.572364106829535","0.732994055229199","1"
"Permanent","1991","middle vocational","Male","362","0.828883766596111","0.793931681844523","0.863835851347699","1"
"Permanent","1991","middle vocational","Female","306","0.790758911314531","0.750127373551772","0.83139044907729","1"
"Permanent","1991","vocational + Abi","Male","29","","","","1"
"Permanent","1991","vocational + Abi","Female","26","","","","1"
"Permanent","1991","higher vocational","Male","60","0.932114990902502","0.872326812566838","0.991903169238167","1"
"Permanent","1991","higher vocational","Female","19","","","","1"
"Permanent","1991","higher education","Male","133","0.758280568167108","0.693923777874431","0.822637358459784","1"
"Permanent","1991","higher education","Female","116","0.680471259323082","0.607992727699245","0.752949790946919","1"
"Limited","1992","general elemantary","Male","41","0.343891192263219","0.258186312947961","0.429596071578477","2"
"Limited","1992","inadequately","Male","1","","","","2"
"Limited","1992","higher vocational","Female","2","","","","2"
"Limited","1992","inadequately","Female","3","","","","2"
"Limited","1992","higher education","Male","37","0.223589794098174","0.159430114051489","0.287749474144859","2"
"Limited","1992","in school","Female","","","","","2"
"Limited","1992","general elemantary","Female","40","0.253845376255026","0.17785442792144","0.329836324588612","2"
"Limited","1992","higher education","Female","37","0.298592573170183","0.226547062727935","0.37063808361243","2"
"Limited","1992","higher vocational","Male","14","","","","2"
"Limited","1992","in school","Male","","","","","2"
"Limited","1992","middle vocational","Male","105","0.238282264756394","0.199093366148386","0.277471163364402","2"
"Limited","1992","middle vocational","Female","92","0.237573130301312","0.195225414973804","0.27992084562882","2"
"Limited","1992","vocational + Abi","Male","6","","","","2"
"Limited","1992","vocational + Abi","Female","7","","","","2"
"Permanent","1992","in school","Male","1","","","","1"
"Permanent","1992","in school","Female","3","","","","1"
"Permanent","1992","inadequately","Male","15","","","","1"
"Permanent","1992","inadequately","Female","13","","","","1"
"Permanent","1992","general elemantary","Male","77","0.656108807736781","0.570403928421523","0.741813687052039","1"
"Permanent","1992","general elemantary","Female","86","0.746154623744974","0.670163675411388","0.82214557207856","1"
"Permanent","1992","middle vocational","Male","349","0.761717735243606","0.722528836635598","0.800906633851614","1"
"Permanent","1992","middle vocational","Female","296","0.762426869698688","0.72007915437118","0.804774585026196","1"
"Permanent","1992","vocational + Abi","Male","17","","","","1"
"Permanent","1992","vocational + Abi","Female","20","","","","1"
"Permanent","1992","higher vocational","Male","56","0.833742116276723","0.746524128002541","0.920960104550906","1"
"Permanent","1992","higher vocational","Female","19","","","","1"
"Permanent","1992","higher education","Male","125","0.776410205901826","0.712250525855141","0.840569885948511","1"
"Permanent","1992","higher education","Female","118","0.701407426829817","0.62936191638757","0.773452937272065","1"
"Limited","1993","general elemantary","Male","32","0.380955582346061","0.282258413839068","0.479652750853054","2"
"Limited","1993","inadequately","Male","5","","","","2"
"Limited","1993","inadequately","Female","3","","","","2"
"Limited","1993","higher vocational","Female","2","","","","2"
"Limited","1993","higher education","Male","32","0.253315874724","0.180222451926675","0.326409297521326","2"
"Limited","1993","in school","Female","","","","","2"
"Limited","1993","general elemantary","Female","36","0.301179453826868","0.218403805552651","0.383955102101086","2"
"Limited","1993","higher education","Female","28","","","","2"
"Limited","1993","higher vocational","Male","8","","","","2"
"Limited","1993","in school","Male","","","","","2"
"Limited","1993","middle vocational","Male","68","0.184110005245508","0.143792986239603","0.224427024251412","2"
"Limited","1993","middle vocational","Female","86","0.245994771133416","0.201257116886906","0.290732425379925","2"
"Limited","1993","vocational + Abi","Male","3","","","","2"
"Limited","1993","vocational + Abi","Female","5","","","","2"
"Permanent","1993","in school","Male","1","","","","1"
"Permanent","1993","in school","Female","","","","","1"
"Permanent","1993","inadequately","Male","5","","","","1"
"Permanent","1993","inadequately","Female","11","","","","1"
"Permanent","1993","general elemantary","Male","61","0.619044417653939","0.520347249146946","0.717741586160932","1"
"Permanent","1993","general elemantary","Female","82","0.698820546173132","0.616044897898914","0.781596194447349","1"
"Permanent","1993","middle vocational","Male","287","0.815889994754492","0.775572975748588","0.856207013760397","1"
"Permanent","1993","middle vocational","Female","270","0.754005228866584","0.709267574620075","0.798742883113094","1"
"Permanent","1993","vocational + Abi","Male","26","","","","1"
"Permanent","1993","vocational + Abi","Female","21","","","","1"
"Permanent","1993","higher vocational","Male","42","0.894291868421155","0.809068846833002","0.979514890009308","1"
"Permanent","1993","higher vocational","Female","26","","","","1"
"Permanent","1993","higher education","Male","104","0.746684125276","0.673590702478674","0.819777548073325","1"
"Permanent","1993","higher education","Female","100","0.758520589533","0.684378154276018","0.832663024789983","1"
"Limited","1994","inadequately","Male","1","","","","2"
"Limited","1994","general elemantary","Male","55","0.60372351999579","0.50833291566127","0.69911412433031","2"
"Limited","1994","in school","Female","3","","","","2"
"Limited","1994","inadequately","Female","9","","","","2"
"Limited","1994","higher vocational","Female","10","","","","2"
"Limited","1994","higher education","Male","30","0.257324336522522","0.169875808869502","0.344772864175542","2"
"Limited","1994","in school","Male","","","","","2"
"Limited","1994","general elemantary","Female","48","0.521489866672323","0.422079716373823","0.620900016970823","2"
"Limited","1994","higher education","Female","35","0.33452786205821","0.23964945721828","0.42940626689814","2"
"Limited","1994","higher vocational","Male","4","","","","2"
"Limited","1994","middle vocational","Male","88","0.265013842425035","0.216733600877623","0.313294083972446","2"
"Limited","1994","middle vocational","Female","93","0.258554076875617","0.210952444460151","0.306155709291082","2"
"Limited","1994","vocational + Abi","Male","8","","","","2"
"Limited","1994","vocational + Abi","Female","10","","","","2"
"Permanent","1994","general elemantary","Male","46","0.39627648000421","0.30088587566969","0.49166708433873","1"
"Permanent","1994","general elemantary","Female","49","0.478510133327677","0.379099983029177","0.577920283626177","1"
"Permanent","1994","middle vocational","Male","233","0.734986157574965","0.686705916027554","0.783266399122377","1"
"Permanent","1994","middle vocational","Female","232","0.741445923124383","0.693844290708918","0.789047555539849","1"
"Permanent","1994","vocational + Abi","Male","21","","","","1"
"Permanent","1994","in school","Male","2","","","","1"
"Permanent","1994","in school","Female","1","","","","1"
"Permanent","1994","inadequately","Male","9","","","","1"
"Permanent","1994","inadequately","Female","8","","","","1"
"Permanent","1994","vocational + Abi","Female","21","","","","1"
"Permanent","1994","higher vocational","Male","34","0.933177738064351","0.853781657494662","1.01257381863404","1"
"Permanent","1994","higher vocational","Female","29","","","","1"
"Permanent","1994","higher education","Male","66","0.742675663477478","0.655227135824457","0.830124191130498","1"
"Permanent","1994","higher education","Female","60","0.66547213794179","0.57059373310186","0.76035054278172","1"
"Limited","1995","in school","Female","5","","","","2"
"Limited","1995","inadequately","Male","13","","","","2"
"Limited","1995","higher vocational","Female","9","","","","2"
"Limited","1995","higher education","Male","66","0.0972818704649229","0.0745178149953512","0.120045925934495","2"
"Limited","1995","inadequately","Female","10","","","","2"
"Limited","1995","general elemantary","Male","160","0.317157720442883","0.278579691668561","0.355735749217205","2"
"Limited","1995","higher education","Female","74","0.165283082015367","0.134012766957176","0.196553397073558","2"
"Limited","1995","in school","Male","","","","","2"
"Limited","1995","general elemantary","Female","126","0.203483413068008","0.16924112714487","0.237725698991146","2"
"Limited","1995","higher vocational","Male","8","","","","2"
"Limited","1995","middle vocational","Male","197","0.0930801159632201","0.0809420081827904","0.10521822374365","2"
"Limited","1995","middle vocational","Female","196","0.104054821823817","0.089181893333118","0.118927750314516","2"
"Limited","1995","vocational + Abi","Male","13","","","","2"
"Limited","1995","vocational + Abi","Female","17","","","","2"
"Permanent","1995","general elemantary","Male","399","0.682842279557117","0.644264250782795","0.721420308331439","1"
"Permanent","1995","general elemantary","Female","405","0.796516586931992","0.762274301008854","0.83075887285513","1"
"Permanent","1995","middle vocational","Male","2004","0.90691988403678","0.89478177625635","0.91905799181721","1"
"Permanent","1995","middle vocational","Female","1423","0.895945178176183","0.881072249685484","0.910818106666882","1"
"Permanent","1995","vocational + Abi","Male","148","0.877525182894067","0.826885806708926","0.928164559079208","1"
"Permanent","1995","in school","Male","5","","","","1"
"Permanent","1995","in school","Female","","","","","1"
"Permanent","1995","inadequately","Male","109","0.874322484142042","0.815501431389159","0.933143536894925","1"
"Permanent","1995","inadequately","Female","96","0.880567227889701","0.818831272438154","0.942303183341248","1"
"Permanent","1995","vocational + Abi","Female","102","0.816340306355063","0.746771082510116","0.885909530200011","1"
"Permanent","1995","higher vocational","Male","273","0.976550847749995","0.958857666154081","0.994244029345908","1"
"Permanent","1995","higher vocational","Female","159","0.970080389019678","0.944318643615308","0.995842134424048","1"
"Permanent","1995","higher education","Male","585","0.902718129535077","0.879954074065505","0.925482185004649","1"
"Permanent","1995","higher education","Female","468","0.834716917984633","0.803446602926442","0.865987233042824","1"
"Limited","1996","in school","Female","3","","","","2"
"Limited","1996","inadequately","Male","10","","","","2"
"Limited","1996","higher education","Male","58","0.0920769958094126","0.0695351418162203","0.114618849802605","2"
"Limited","1996","higher education","Female","60","0.142780050738306","0.112995568362551","0.172564533114061","2"
"Limited","1996","higher vocational","Female","12","","","","2"
"Limited","1996","inadequately","Female","10","","","","2"
"Limited","1996","general elemantary","Male","146","0.300624593200157","0.260751156781972","0.340498029618343","2"
"Limited","1996","in school","Male","2","","","","2"
"Limited","1996","general elemantary","Female","140","0.24388534109057","0.206432128160965","0.281338554020174","2"
"Limited","1996","higher vocational","Male","9","","","","2"
"Limited","1996","middle vocational","Male","173","0.083589458041467","0.0718162752517582","0.0953626408311758","2"
"Limited","1996","middle vocational","Female","179","0.0960176751210793","0.0815952965060138","0.110440053736145","2"
"Limited","1996","vocational + Abi","Male","13","","","","2"
"Limited","1996","vocational + Abi","Female","19","","","","2"
"Permanent","1996","general elemantary","Male","362","0.699375406799843","0.659501970381658","0.739248843218028","1"
"Permanent","1996","general elemantary","Female","365","0.75611465890943","0.718661445979826","0.793567871839035","1"
"Permanent","1996","middle vocational","Male","1950","0.916410541958533","0.904637359168824","0.928183724748242","1"
"Permanent","1996","middle vocational","Female","1424","0.903982324878921","0.889559946263855","0.918404703493986","1"
"Permanent","1996","vocational + Abi","Male","139","0.886131442315082","0.835633081593227","0.936629803036937","1"
"Permanent","1996","in school","Male","2","","","","1"
"Permanent","1996","in school","Female","4","","","","1"
"Permanent","1996","inadequately","Male","102","0.785884522279535","0.709914460676702","0.861854583882368","1"
"Permanent","1996","inadequately","Female","84","0.860707385913032","0.790710942523928","0.930703829302136","1"
"Permanent","1996","vocational + Abi","Female","116","0.875935996995409","0.820327611162795","0.931544382828023","1"
"Permanent","1996","higher vocational","Male","268","0.959328416397233","0.93606693322572","0.982589899568746","1"
"Permanent","1996","higher vocational","Female","165","0.948853086924958","0.916398905549846","0.98130726830007","1"
"Permanent","1996","higher education","Male","574","0.907923004190587","0.885381150197395","0.93046485818378","1"
"Permanent","1996","higher education","Female","470","0.857219949261694","0.827435466885939","0.887004431637449","1"
"Limited","1997","in school","Female","3","","","","2"
"Limited","1997","inadequately","Male","9","","","","2"
"Limited","1997","higher vocational","Female","13","","","","2"
"Limited","1997","higher education","Male","76","0.116821217556582","0.0921090454303178","0.141533389682845","2"
"Limited","1997","higher education","Female","67","0.161949971752354","0.130526328144019","0.193373615360689","2"
"Limited","1997","inadequately","Female","9","","","","2"
"Limited","1997","general elemantary","Male","185","0.359789962557653","0.317847892673378","0.401732032441927","2"
"Limited","1997","in school","Male","4","","","","2"
"Limited","1997","general elemantary","Female","139","0.280292942448524","0.239513705531917","0.32107217936513","2"
"Limited","1997","higher vocational","Male","9","","","","2"
"Limited","1997","middle vocational","Male","185","0.0961433427008308","0.0832368386582093","0.109049846743452","2"
"Limited","1997","middle vocational","Female","178","0.0978829648887013","0.0830704654794506","0.112695464297952","2"
"Limited","1997","vocational + Abi","Male","18","","","","2"
"Limited","1997","vocational + Abi","Female","15","","","","2"
"Permanent","1997","general elemantary","Male","318","0.640210037442347","0.598267967558073","0.682152107326622","1"
"Permanent","1997","general elemantary","Female","327","0.719707057551476","0.67892782063487","0.760486294468083","1"
"Permanent","1997","middle vocational","Male","1819","0.903856657299169","0.890950153256548","0.916763161341791","1"
"Permanent","1997","middle vocational","Female","1368","0.902117035111299","0.887304535702048","0.916929534520549","1"
"Permanent","1997","vocational + Abi","Male","136","0.833228874310066","0.77435395615628","0.892103792463852","1"
"Permanent","1997","in school","Male","2","","","","1"
"Permanent","1997","in school","Female","3","","","","1"
"Permanent","1997","inadequately","Male","88","0.90031916721856","0.840702691224928","0.959935643212192","1"
"Permanent","1997","inadequately","Female","78","0.87519963151267","0.805753195671194","0.944646067354146","1"
"Permanent","1997","vocational + Abi","Female","114","0.914371805568456","0.866085604082812","0.9626580070541","1"
"Permanent","1997","higher vocational","Male","268","0.960360114858442","0.937383213613555","0.983337016103329","1"
"Permanent","1997","higher vocational","Female","156","0.948351206690379","0.914984032467019","0.981718380913739","1"
"Permanent","1997","higher education","Male","573","0.883178782443418","0.858466610317155","0.907890954569682","1"
"Permanent","1997","higher education","Female","461","0.838050028247646","0.806626384639311","0.869473671855981","1"
"Limited","1998","in school","Female","1","","","","2"
"Limited","1998","inadequately","Female","9","","","","2"
"Limited","1998","inadequately","Male","14","","","","2"
"Limited","1998","general elemantary","Male","208","0.36811652444736","0.32758809290507","0.408644955989651","2"
"Limited","1998","in school","Male","1","","","","2"
"Limited","1998","higher vocational","Male","17","","","","2"
"Limited","1998","higher vocational","Female","17","","","","2"
"Limited","1998","higher education","Male","65","0.109888802639565","0.0866871333307458","0.133090471948385","2"
"Limited","1998","higher education","Female","70","0.135129380778712","0.107113741182216","0.163145020375208","2"
"Limited","1998","general elemantary","Female","136","0.246907052048199","0.208046536476842","0.285767567619555","2"
"Limited","1998","middle vocational","Male","199","0.0994752924249009","0.0868357698389685","0.112114815010833","2"
"Limited","1998","middle vocational","Female","191","0.100596556076075","0.0861744496643906","0.115018662487759","2"
"Limited","1998","vocational + Abi","Male","21","","","","2"
"Limited","1998","vocational + Abi","Female","11","","","","2"
"Permanent","1998","general elemantary","Male","336","0.63188347555264","0.591355044010349","0.67241190709493","1"
"Permanent","1998","general elemantary","Female","337","0.753092947951801","0.714232432380445","0.791953463523158","1"
"Permanent","1998","middle vocational","Male","1955","0.900524707575099","0.887885184989167","0.913164230161032","1"
"Permanent","1998","middle vocational","Female","1480","0.899403443923925","0.884981337512242","0.913825550335609","1"
"Permanent","1998","vocational + Abi","Male","144","0.825724798170392","0.767843057935416","0.883606538405367","1"
"Permanent","1998","higher education","Female","502","0.864870619221288","0.836854979624792","0.892886258817784","1"
"Permanent","1998","in school","Male","8","","","","1"
"Permanent","1998","in school","Female","4","","","","1"
"Permanent","1998","inadequately","Male","84","0.856407155979668","0.786978046389853","0.925836265569484","1"
"Permanent","1998","inadequately","Female","73","0.874540556816148","0.802846555410375","0.946234558221921","1"
"Permanent","1998","vocational + Abi","Female","148","0.947987686960797","0.913472998239027","0.982502375682567","1"
"Permanent","1998","higher vocational","Male","286","0.941997296045791","0.915677911785162","0.96831668030642","1"
"Permanent","1998","higher vocational","Female","178","0.907732021017897","0.867112470133292","0.948351571902503","1"
"Permanent","1998","higher education","Male","633","0.890111197360435","0.866909528051615","0.913312866669254","1"
"Limited","1999","in school","Female","2","","","","2"
"Limited","1999","inadequately","Female","5","","","","2"
