"plb0037_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Limited","1988","indirect migration background","West Germany","41","0.26847781979856","0.18566077981966","0.351294859777459"
"Limited","1988","indirect migration background","East Germany","","","",""
"Permanent","1989","no migration background","West Germany","467","0.758565492606333","0.725227269510195","0.791903715702472"
"Permanent","1989","no migration background","East Germany","","","",""
"Permanent","1989","direct migration background","West Germany","154","0.706518410185542","0.647412237195472","0.765624583175612"
"Permanent","1989","direct migration background","East Germany","","","",""
"Permanent","1989","indirect migration background","West Germany","23","","",""
"Permanent","1989","indirect migration background","East Germany","","","",""
"Limited","1989","no migration background","West Germany","166","0.241434507393667","0.208096284297528","0.274772730489805"
"Limited","1989","no migration background","East Germany","","","",""
"Limited","1989","direct migration background","West Germany","74","0.293481589814458","0.234375416824388","0.352587762804528"
"Limited","1989","direct migration background","East Germany","","","",""
"Limited","1989","indirect migration background","West Germany","13","","",""
"Limited","1989","indirect migration background","East Germany","","","",""
"Permanent","1990","no migration background","West Germany","507","0.783886841724188","0.752317989461102","0.815455693987273"
"Permanent","1990","no migration background","East Germany","","","",""
"Permanent","1990","direct migration background","West Germany","172","0.734001198458104","0.677386605816623","0.790615791099585"
"Permanent","1990","direct migration background","East Germany","","","",""
"Permanent","1990","indirect migration background","West Germany","29","","",""
"Permanent","1990","indirect migration background","East Germany","","","",""
"Limited","1990","no migration background","West Germany","146","0.216113158275812","0.184544306012727","0.247682010538898"
"Limited","1990","no migration background","East Germany","","","",""
"Limited","1990","direct migration background","West Germany","62","0.265998801541896","0.209384208900415","0.322613394183378"
"Limited","1990","direct migration background","East Germany","","","",""
"Limited","1990","indirect migration background","West Germany","20","","",""
"Limited","1990","indirect migration background","East Germany","","","",""
"Permanent","1991","no migration background","West Germany","489","0.770847782062646","0.738337036956103","0.803358527169189"
"Permanent","1991","no migration background","East Germany","535","0.76738194418178","0.735902827103854","0.798861061259707"
"Permanent","1991","direct migration background","West Germany","200","0.794193271741129","0.744077898086384","0.844308645395873"
"Permanent","1991","direct migration background","East Germany","13","","",""
"Permanent","1991","indirect migration background","West Germany","39","0.612061881763524","0.490770165788568","0.73335359773848"
"Permanent","1991","indirect migration background","East Germany","","","",""
"Limited","1991","no migration background","West Germany","153","0.229152217937354","0.196641472830811","0.261662963043897"
"Limited","1991","no migration background","East Germany","157","0.23261805581822","0.201138938740293","0.264097172896146"
"Limited","1991","direct migration background","West Germany","50","0.205806728258872","0.155691354604127","0.255922101913616"
"Limited","1991","direct migration background","East Germany","5","","",""
"Limited","1991","indirect migration background","West Germany","23","","",""
"Limited","1991","indirect migration background","East Germany","","","",""
"Permanent","1992","no migration background","West Germany","494","0.787602074158199","0.755171394740527","0.820032753575872"
"Permanent","1992","no migration background","East Germany","508","0.706690322075379","0.673295683037157","0.7400849611136"
"Permanent","1992","direct migration background","West Germany","155","0.775761971237268","0.717222383190873","0.834301559283663"
"Permanent","1992","direct migration background","East Germany","13","","",""
"Permanent","1992","indirect migration background","West Germany","40","0.574648735460829","0.456266705854345","0.693030765067312"
"Permanent","1992","indirect migration background","East Germany","","","",""
"Limited","1992","no migration background","West Germany","117","0.212397925841801","0.179967246424128","0.244828605259473"
"Limited","1992","no migration background","East Germany","206","0.293309677924621","0.2599150388864","0.326704316962843"
"Limited","1992","direct migration background","West Germany","40","0.224238028762732","0.165698440716337","0.282777616809127"
"Limited","1992","direct migration background","East Germany","5","","",""
"Limited","1992","indirect migration background","West Germany","27","","",""
"Limited","1992","indirect migration background","East Germany","","","",""
"Permanent","1993","no migration background","West Germany","473","0.770696382889872","0.73703113684198","0.804361628937763"
"Permanent","1993","no migration background","East Germany","411","0.774127476352965","0.738891411413491","0.809363541292439"
"Permanent","1993","direct migration background","West Germany","110","0.744024060940467","0.673235232339097","0.814812889541837"
"Permanent","1993","direct migration background","East Germany","9","","",""
"Permanent","1993","indirect migration background","West Germany","49","0.666905831825989","0.559519748357818","0.77429191529416"
"Permanent","1993","indirect migration background","East Germany","2","","",""
"Limited","1993","no migration background","West Germany","126","0.229303617110128","0.195638371062237","0.26296886315802"
"Limited","1993","no migration background","East Germany","130","0.225872523647035","0.190636458707561","0.261108588586508"
"Limited","1993","direct migration background","West Germany","36","0.255975939059533","0.185187110458163","0.326764767660903"
"Limited","1993","direct migration background","East Germany","1","","",""
"Limited","1993","indirect migration background","West Germany","25","","",""
"Limited","1993","indirect migration background","East Germany","1","","",""
"Permanent","1994","no migration background","West Germany","404","0.704623106654863","0.666938794441712","0.742307418868014"
"Permanent","1994","no migration background","East Germany","282","0.666894401317467","0.622904975011539","0.710883827623395"
"Permanent","1994","direct migration background","West Germany","83","0.717032980506163","0.638692955352626","0.7953730056597"
"Permanent","1994","direct migration background","East Germany","4","","",""
"Permanent","1994","indirect migration background","West Germany","62","0.517333230376498","0.42265173903305","0.612014721719946"
"Permanent","1994","indirect migration background","East Germany","","","",""
"Limited","1994","no migration background","West Germany","159","0.295376893345137","0.257692581131986","0.333061205558288"
"Limited","1994","no migration background","East Germany","159","0.333105598682533","0.289116172376605","0.377095024988461"
"Limited","1994","direct migration background","West Germany","44","0.282967019493837","0.2046269943403","0.361307044647374"
"Limited","1994","direct migration background","East Germany","4","","",""
"Limited","1994","indirect migration background","West Germany","45","0.482666769623502","0.387985278280054","0.57734826096695"
"Limited","1994","indirect migration background","East Germany","2","","",""
"Permanent","1995","no migration background","West Germany","3126","0.896256701843158","0.886130010169701","0.906383393516614"
"Permanent","1995","no migration background","East Germany","1644","0.828830644674536","0.812206452784313","0.845454836564759"
"Permanent","1995","direct migration background","West Germany","1272","0.890896555486294","0.874594483754297","0.907198627218291"
"Permanent","1995","direct migration background","East Germany","39","0.743894271916719","0.625259589356434","0.862528954477004"
"Permanent","1995","indirect migration background","West Germany","190","0.64065869179859","0.584953894969079","0.696363488628101"
"Permanent","1995","indirect migration background","East Germany","4","","",""
"Limited","1995","no migration background","West Germany","357","0.103743298156842","0.093616606483386","0.113869989830299"
"Limited","1995","no migration background","East Germany","328","0.171169355325464","0.154545163435241","0.187793547215687"
"Limited","1995","direct migration background","West Germany","133","0.109103444513706","0.0928013727817091","0.125405516245703"
"Limited","1995","direct migration background","East Germany","13","","",""
"Limited","1995","indirect migration background","West Germany","95","0.35934130820141","0.303636511371899","0.415046105030921"
"Limited","1995","indirect migration background","East Germany","6","","",""
"Permanent","1996","no migration background","West Germany","3105","0.899244776944854","0.88918169356012","0.909307860329588"
"Permanent","1996","no migration background","East Germany","1602","0.843354835859839","0.827071597130231","0.859638074589448"
"Permanent","1996","direct migration background","West Germany","1180","0.888321149450455","0.871186263682591","0.905456035218318"
"Permanent","1996","direct migration background","East Germany","39","0.777235468515579","0.659521825709778","0.894949111321381"
"Permanent","1996","indirect migration background","West Germany","192","0.628065997956167","0.571854584779803","0.68427741113253"
"Permanent","1996","indirect migration background","East Germany","7","","",""
"Limited","1996","no migration background","West Germany","332","0.100755223055146","0.0906921396704118","0.11081830643988"
"Limited","1996","no migration background","East Germany","312","0.156645164140161","0.140361925410552","0.172928402869769"
"Limited","1996","direct migration background","West Germany","118","0.111678850549545","0.0945439647816817","0.128813736317409"
"Limited","1996","direct migration background","East Germany","9","","",""
"Limited","1996","indirect migration background","West Germany","92","0.371934002043833","0.31572258886747","0.428145415220197"
"Limited","1996","indirect migration background","East Germany","4","","",""
"Permanent","1997","no migration background","West Germany","2950","0.883583179821567","0.872702989027619","0.894463370615516"
"Permanent","1997","no migration background","East Germany","1520","0.835186714064748","0.818239079364837","0.852134348764658"
"Permanent","1997","direct migration background","West Germany","1089","0.878428152595766","0.859992263491342","0.896864041700189"
"Permanent","1997","direct migration background","East Germany","35","0.780883625782402","0.658660798026018","0.903106453538787"
"Permanent","1997","indirect migration background","West Germany","205","0.570298026365106","0.516643196362483","0.623952856367729"
"Permanent","1997","indirect migration background","East Germany","6","","",""
"Limited","1997","no migration background","West Germany","388","0.116416820178433","0.105536629384484","0.127297010972381"
"Limited","1997","no migration background","East Germany","321","0.164813285935252","0.147865651235342","0.181760920635163"
"Limited","1997","direct migration background","West Germany","118","0.121571847404234","0.103135958299811","0.140007736508658"
"Limited","1997","direct migration background","East Germany","9","","",""
"Limited","1997","indirect migration background","West Germany","122","0.429701973634894","0.376047143632271","0.483356803637517"
"Limited","1997","indirect migration background","East Germany","5","","",""
"Permanent","1998","no migration background","West Germany","3508","0.892587548111427","0.882916735631747","0.902258360591108"
"Permanent","1998","no migration background","East Germany","1599","0.820799853481318","0.80373372380083","0.837865983161806"
"Permanent","1998","direct migration background","West Germany","1040","0.866688177841352","0.847244437571042","0.886131918111662"
"Permanent","1998","direct migration background","East Germany","29","","",""
"Permanent","1998","indirect migration background","West Germany","207","0.600817819203469","0.547410127826281","0.654225510580657"
"Permanent","1998","indirect migration background","East Germany","5","","",""
"Limited","1998","no migration background","West Germany","430","0.107412451888573","0.097741639408892","0.117083264368253"
"Limited","1998","no migration background","East Germany","341","0.179200146518682","0.162134016838194","0.19626627619917"
"Limited","1998","direct migration background","West Germany","134","0.133311822158648","0.113868081888338","0.152755562428958"
"Limited","1998","direct migration background","East Germany","5","","",""
"Limited","1998","indirect migration background","West Germany","116","0.399182180796531","0.345774489419343","0.452589872173719"
"Limited","1998","indirect migration background","East Germany","7","","",""
"Permanent","1999","no migration background","West Germany","3451","0.883441578675","0.873394930237839","0.89348822711216"
"Permanent","1999","no migration background","East Germany","1565","0.813314612875372","0.796010949220577","0.830618276530166"
"Permanent","1999","direct migration background","West Germany","961","0.868166299865435","0.848008220853296","0.888324378877573"
"Permanent","1999","direct migration background","East Germany","25","","",""
"Permanent","1999","indirect migration background","West Germany","235","0.635964755925813","0.58569983548801","0.686229676363615"
"Permanent","1999","indirect migration background","East Germany","3","","",""
"Limited","1999","no migration background","West Germany","468","0.116558421325","0.106511772887839","0.126605069762161"
"Limited","1999","no migration background","East Germany","383","0.186685387124628","0.169381723469834","0.203989050779423"
"Limited","1999","direct migration background","West Germany","121","0.131833700134565","0.111675621122427","0.151991779146704"
"Limited","1999","direct migration background","East Germany","8","","",""
"Limited","1999","indirect migration background","West Germany","117","0.364035244074187","0.313770323636385","0.41430016451199"
"Limited","1999","indirect migration background","East Germany","8","","",""
"Permanent","2000","no migration background","West Germany","6098","0.880700823971078","0.873066490511672","0.888335157430485"
"Permanent","2000","no migration background","East Germany","2271","0.819367816080336","0.805092589624658","0.833643042536015"
"Permanent","2000","direct migration background","West Germany","1347","0.849159332135799","0.831330765459919","0.866987898811679"
"Permanent","2000","direct migration background","East Germany","27","","",""
"Permanent","2000","indirect migration background","West Germany","296","0.70637848500625","0.662927008901844","0.749829961110655"
"Permanent","2000","indirect migration background","East Germany","5","","",""
"Limited","2000","no migration background","West Germany","827","0.119299176028922","0.111664842569515","0.126933509488328"
"Limited","2000","no migration background","East Germany","519","0.180632183919664","0.166356957463985","0.194907410375342"
"Limited","2000","direct migration background","West Germany","201","0.150840667864201","0.133012101188321","0.168669234540081"
"Limited","2000","direct migration background","East Germany","6","","",""
"Limited","2000","indirect migration background","West Germany","126","0.29362151499375","0.250170038889345","0.337072991098156"
"Limited","2000","indirect migration background","East Germany","8","","",""
"Permanent","2001","no migration background","West Germany","5520","0.88915125144508","0.881357388816434","0.896945114073726"
"Permanent","2001","no migration background","East Germany","2097","0.811046472036296","0.795984571261642","0.82610837281095"
"Permanent","2001","direct migration background","West Germany","1220","0.84051958074439","0.821320630198508","0.859718531290271"
"Permanent","2001","direct migration background","East Germany","21","","",""
"Permanent","2001","indirect migration background","West Germany","285","0.684776909893492","0.640076901195932","0.729476918591052"
"Permanent","2001","indirect migration background","East Germany","5","","",""
"Limited","2001","no migration background","West Germany","713","0.11084874855492","0.103054885926274","0.118642611183566"
"Limited","2001","no migration background","East Germany","498","0.188953527963704","0.17389162718905","0.204015428738358"
"Limited","2001","direct migration background","West Germany","177","0.15948041925561","0.140281468709729","0.178679369801492"
"Limited","2001","direct migration background","East Germany","7","","",""
"Limited","2001","indirect migration background","West Germany","130","0.315223090106508","0.270523081408948","0.359923098804068"
"Limited","2001","indirect migration background","East Germany","6","","",""
"Permanent","2002","no migration background","West Germany","6123","0.887570189852593","0.880119836060618","0.895020543644567"
"Permanent","2002","no migration background","East Germany","2118","0.81451721040835","0.799466379716173","0.829568041100528"
"Permanent","2002","direct migration background","West Germany","1124","0.826400397320915","0.805755227924598","0.847045566717232"
"Permanent","2002","direct migration background","East Germany","20","","",""
"Permanent","2002","indirect migration background","West Germany","274","0.643251200903428","0.596247375333664","0.690255026473192"
"Permanent","2002","indirect migration background","East Germany","8","","",""
"Limited","2002","no migration background","West Germany","783","0.112429810147407","0.104979456355433","0.119880163939382"
"Limited","2002","no migration background","East Germany","444","0.185482789591649","0.170431958899472","0.200533620283827"
"Limited","2002","direct migration background","West Germany","169","0.173599602679085","0.152954433282768","0.194244772075402"
"Limited","2002","direct migration background","East Germany","5","","",""
"Limited","2002","indirect migration background","West Germany","125","0.356748799096572","0.309744973526808","0.403752624666336"
"Limited","2002","indirect migration background","East Germany","6","","",""
"Permanent","2003","no migration background","West Germany","5682","0.88164046542968","0.873752746850855","0.889528184008506"
"Permanent","2003","no migration background","East Germany","2017","0.826688036154278","0.811616536013855","0.841759536294701"
"Permanent","2003","direct migration background","West Germany","1027","0.838725390791375","0.817776302156327","0.859674479426424"
"Permanent","2003","direct migration background","East Germany","17","","",""
"Permanent","2003","indirect migration background","West Germany","285","0.686341098407628","0.641041497143347","0.731640699671908"
"Permanent","2003","indirect migration background","East Germany","9","","",""
"Limited","2003","no migration background","West Germany","761","0.11835953457032","0.110471815991494","0.126247253149145"
"Limited","2003","no migration background","East Germany","406","0.173311963845722","0.158240463705299","0.188383463986145"
"Limited","2003","direct migration background","West Germany","157","0.161274609208625","0.140325520573576","0.182223697843673"
"Limited","2003","direct migration background","East Germany","5","","",""
"Limited","2003","indirect migration background","West Germany","118","0.313658901592372","0.268359300328092","0.358958502856652"
"Limited","2003","indirect migration background","East Germany","4","","",""
"Permanent","2004","no migration background","West Germany","5439","0.871543992252077","0.863224739221081","0.879863245283074"
"Permanent","2004","no migration background","East Germany","1929","0.806959356271853","0.791039090749629","0.822879621794078"
"Permanent","2004","direct migration background","West Germany","981","0.853525445061751","0.832601955959662","0.874448934163841"
"Permanent","2004","direct migration background","East Germany","18","","",""
"Permanent","2004","indirect migration background","West Germany","282","0.656563147968925","0.609852645791845","0.703273650146004"
"Permanent","2004","indirect migration background","East Germany","9","","",""
"Limited","2004","no migration background","West Germany","775","0.128456007747923","0.120136754716926","0.136775260778919"
"Limited","2004","no migration background","East Germany","432","0.193040643728147","0.177120378205922","0.208960909250371"
"Limited","2004","direct migration background","West Germany","116","0.146474554938249","0.125551065836159","0.167398044040338"
"Limited","2004","direct migration background","East Germany","4","","",""
"Limited","2004","indirect migration background","West Germany","115","0.343436852031075","0.296726349853996","0.390147354208155"
"Limited","2004","indirect migration background","East Germany","6","","",""
"Permanent","2005","no migration background","West Germany","5344","0.876330176166559","0.868029308602131","0.884631043730987"
"Permanent","2005","no migration background","East Germany","1884","0.808932187938301","0.792694891426192","0.82516948445041"
"Permanent","2005","direct migration background","West Germany","925","0.855338311713772","0.833835400541869","0.876841222885675"
"Permanent","2005","direct migration background","East Germany","17","","",""
"Permanent","2005","indirect migration background","West Germany","288","0.693271197794494","0.648024123640003","0.738518271948985"
"Permanent","2005","indirect migration background","East Germany","10","","",""
"Limited","2005","no migration background","West Germany","698","0.123669823833441","0.115368956269013","0.131970691397869"
"Limited","2005","no migration background","East Germany","368","0.191067812061699","0.17483051554959","0.207305108573808"
"Limited","2005","direct migration background","West Germany","103","0.144661688286228","0.123158777114325","0.166164599458131"
"Limited","2005","direct migration background","East Germany","3","","",""
"Limited","2005","indirect migration background","West Germany","111","0.306728802205506","0.261481728051015","0.351975876359997"
"Limited","2005","indirect migration background","East Germany","7","","",""
"Permanent","2006","no migration background","West Germany","5646","0.872426462427433","0.864246668244037","0.88060625661083"
"Permanent","2006","no migration background","East Germany","1939","0.800899606674961","0.784733911456422","0.817065301893499"
"Permanent","2006","direct migration background","West Germany","916","0.853838076800286","0.832347191920593","0.875328961679978"
"Permanent","2006","direct migration background","East Germany","15","","",""
"Permanent","2006","indirect migration background","West Germany","275","0.6548107663949","0.608507982202483","0.701113550587316"
"Permanent","2006","indirect migration background","East Germany","12","","",""
"Limited","2006","no migration background","West Germany","744","0.127573537572567","0.11939374338917","0.135753331755963"
"Limited","2006","no migration background","East Germany","405","0.199100393325039","0.1829346981065","0.215266088543578"
"Limited","2006","direct migration background","West Germany","122","0.146161923199714","0.124671038320022","0.167652808079406"
"Limited","2006","direct migration background","East Germany","7","","",""
"Limited","2006","indirect migration background","West Germany","130","0.3451892336051","0.298886449412684","0.391492017797517"
"Limited","2006","indirect migration background","East Germany","5","","",""
"Permanent","2007","no migration background","West Germany","5361","0.869032072811985","0.860567357256014","0.877496788367955"
"Permanent","2007","no migration background","East Germany","1874","0.798683295780364","0.782187914096447","0.815178677464282"
"Permanent","2007","direct migration background","West Germany","804","0.842111129763536","0.818701173783231","0.865521085743841"
"Permanent","2007","direct migration background","East Germany","16","","",""
"Permanent","2007","indirect migration background","West Germany","299","0.691224819197578","0.647198866618623","0.735250771776534"
"Permanent","2007","indirect migration background","East Germany","12","","",""
"Limited","2007","no migration background","West Germany","741","0.130967927188015","0.122503211632045","0.139432642743986"
"Limited","2007","no migration background","East Germany","396","0.201316704219636","0.184821322535718","0.217812085903553"
"Limited","2007","direct migration background","West Germany","128","0.157888870236464","0.134478914256159","0.181298826216769"
"Limited","2007","direct migration background","East Germany","2","","",""
"Limited","2007","indirect migration background","West Germany","124","0.308775180802422","0.264749228223466","0.352801133381377"
"Limited","2007","indirect migration background","East Germany","13","","",""
"Permanent","2008","no migration background","West Germany","5100","0.856034003834541","0.847038082906031","0.865029924763052"
"Permanent","2008","no migration background","East Germany","1840","0.816721728074897","0.800594999916986","0.832848456232807"
"Permanent","2008","direct migration background","West Germany","748","0.85336550454922","0.829750932779265","0.876980076319176"
"Permanent","2008","direct migration background","East Germany","17","","",""
"Permanent","2008","indirect migration background","West Germany","307","0.732988480868723","0.690879111606627","0.775097850130818"
"Permanent","2008","indirect migration background","East Germany","15","","",""
"Limited","2008","no migration background","West Germany","750","0.143965996165459","0.134970075236949","0.152961917093969"
"Limited","2008","no migration background","East Germany","371","0.183278271925103","0.167151543767193","0.199405000083014"
"Limited","2008","direct migration background","West Germany","114","0.14663449545078","0.123019923680824","0.170249067220735"
"Limited","2008","direct migration background","East Germany","6","","",""
"Limited","2008","indirect migration background","West Germany","117","0.267011519131277","0.224902149869182","0.309120888393373"
"Limited","2008","indirect migration background","East Germany","10","","",""
"Permanent","2009","no migration background","West Germany","4759","0.862585654754689","0.853462776363247","0.871708533146131"
"Permanent","2009","no migration background","East Germany","1740","0.806987573537841","0.790123935101852","0.823851211973831"
"Permanent","2009","direct migration background","West Germany","638","0.867536710890317","0.842894902081824","0.89217851969881"
"Permanent","2009","direct migration background","East Germany","14","","",""
"Permanent","2009","indirect migration background","West Germany","291","0.722299618221942","0.678573341487578","0.766025894956306"
"Permanent","2009","indirect migration background","East Germany","12","","",""
"Limited","2009","no migration background","West Germany","712","0.137414345245311","0.128291466853869","0.146537223636753"
"Limited","2009","no migration background","East Germany","364","0.193012426462159","0.176148788026169","0.209876064898148"
"Limited","2009","direct migration background","West Germany","89","0.132463289109683","0.10782148030119","0.157105097918176"
"Limited","2009","direct migration background","East Germany","7","","",""
"Limited","2009","indirect migration background","West Germany","112","0.277700381778058","0.233974105043694","0.321426658512422"
"Limited","2009","indirect migration background","East Germany","7","","",""
"Permanent","2010","no migration background","West Germany","6508","0.861594099164117","0.853796445458587","0.869391752869647"
"Permanent","2010","no migration background","East Germany","2141","0.801011499163674","0.785668464000617","0.816354534326731"
"Permanent","2010","direct migration background","West Germany","1039","0.829888103842926","0.809017235060295","0.850758972625557"
"Permanent","2010","direct migration background","East Germany","24","","",""
"Permanent","2010","indirect migration background","West Germany","427","0.719304357369698","0.682383979363269","0.756224735376127"
"Permanent","2010","indirect migration background","East Germany","28","","",""
"Limited","2010","no migration background","West Germany","1026","0.138405900835883","0.130608247130353","0.146203554541413"
"Limited","2010","no migration background","East Germany","460","0.198988500836326","0.183645465673269","0.214331535999383"
"Limited","2010","direct migration background","West Germany","206","0.170111896157074","0.149241027374443","0.190982764939705"
"Limited","2010","direct migration background","East Germany","11","","",""
"Limited","2010","indirect migration background","West Germany","142","0.280695642630302","0.243775264623873","0.317616020636731"
"Limited","2010","indirect migration background","East Germany","10","","",""
"Permanent","2011","no migration background","West Germany","8049","0.855440591592548","0.848285107589542","0.862596075595554"
"Permanent","2011","no migration background","East Germany","2539","0.821191165617277","0.807594149650141","0.834788181584413"
"Permanent","2011","direct migration background","West Germany","1227","0.835095962805491","0.816170710436929","0.854021215174052"
"Permanent","2011","direct migration background","East Germany","29","","",""
"Permanent","2011","indirect migration background","West Germany","554","0.718382087768406","0.685274094500797","0.751490081036015"
"Permanent","2011","indirect migration background","East Germany","26","","",""
"Limited","2011","no migration background","West Germany","1229","0.144559408407452","0.137403924404446","0.151714892410458"
"Limited","2011","no migration background","East Germany","512","0.178808834382723","0.165211818415587","0.192405850349859"
"Limited","2011","direct migration background","West Germany","250","0.164904037194509","0.145978784825948","0.183829289563071"
"Limited","2011","direct migration background","East Germany","10","","",""
"Limited","2011","indirect migration background","West Germany","155","0.281617912231594","0.248509918963985","0.314725905499203"
"Limited","2011","indirect migration background","East Germany","23","","",""
"Permanent","2012","no migration background","West Germany","7815","0.853669386733843","0.846407261923415","0.86093151154427"
"Permanent","2012","no migration background","East Germany","2516","0.835150277238293","0.821912505180724","0.848388049295863"
"Permanent","2012","direct migration background","West Germany","1261","0.834390579170937","0.81575806056937","0.853023097772504"
"Permanent","2012","direct migration background","East Germany","28","","",""
"Permanent","2012","indirect migration background","West Germany","548","0.696800284912693","0.663319366534369","0.730281203291017"
"Permanent","2012","indirect migration background","East Germany","27","","",""
"Limited","2012","no migration background","West Germany","1284","0.146330613266157","0.13906848845573","0.153592738076585"
"Limited","2012","no migration background","East Germany","502","0.164849722761706","0.151611950704137","0.178087494819276"
"Limited","2012","direct migration background","West Germany","268","0.165609420829063","0.146976902227496","0.18424193943063"
"Limited","2012","direct migration background","East Germany","17","","",""
"Limited","2012","indirect migration background","West Germany","176","0.303199715087307","0.269718796708983","0.336680633465631"
"Limited","2012","indirect migration background","East Germany","16","","",""
"Permanent","2013","no migration background","West Germany","7453","0.851329668664568","0.843877953369737","0.858781383959399"
"Permanent","2013","no migration background","East Germany","2368","0.831814894919568","0.818036923860027","0.84559286597911"
"Permanent","2013","direct migration background","West Germany","2648","0.812695262620989","0.799469578444574","0.825920946797405"
"Permanent","2013","direct migration background","East Germany","129","0.723928147662502","0.661815456126223","0.786040839198781"
"Permanent","2013","indirect migration background","West Germany","826","0.699976198155918","0.673661122699038","0.726291273612799"
"Permanent","2013","indirect migration background","East Germany","36","0.588654906805463","0.469938793931551","0.707371019679375"
"Limited","2013","no migration background","West Germany","1303","0.148670331335432","0.141218616040601","0.156122046630263"
"Limited","2013","no migration background","East Germany","463","0.168185105080432","0.15440713402089","0.181963076139973"
"Limited","2013","direct migration background","West Germany","695","0.187304737379011","0.174079053202595","0.200530421555426"
"Limited","2013","direct migration background","East Germany","70","0.276071852337498","0.213959160801219","0.338184543873777"
"Limited","2013","indirect migration background","West Germany","339","0.300023801844082","0.273708726387201","0.326338877300962"
"Limited","2013","indirect migration background","East Germany","30","0.411345093194537","0.292628980320625","0.530061206068449"
"Permanent","2014","no migration background","West Germany","6773","0.844034417195024","0.836059399072893","0.852009435317155"
"Permanent","2014","no migration background","East Germany","2149","0.826419013548885","0.811770221711359","0.84106780538641"
"Permanent","2014","direct migration background","West Germany","2179","0.816761760332935","0.802166817358194","0.831356703307676"
"Permanent","2014","direct migration background","East Germany","106","0.617270190254197","0.540751762342929","0.693788618165465"
"Permanent","2014","indirect migration background","West Germany","723","0.68240705115765","0.653865352155557","0.710948750159742"
"Permanent","2014","indirect migration background","East Germany","43","0.768276254159769","0.664904454005453","0.871648054314085"
"Limited","2014","no migration background","West Germany","1178","0.155965582804976","0.147990564682845","0.163940600927107"
"Limited","2014","no migration background","East Germany","419","0.173580986451115","0.15893219461359","0.188229778288641"
"Limited","2014","direct migration background","West Germany","520","0.183238239667065","0.168643296692324","0.197833182641806"
"Limited","2014","direct migration background","East Germany","49","0.382729809745803","0.306211381834535","0.459248237657072"
