"plb0037_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Permanent","1990","no migration background","Female","247","0.754036077302449","0.707781177734163","0.800290976870735"
"Permanent","1990","no migration background","Male","260","0.813583772253755","0.7709144152517","0.856253129255811"
"Limited","1991","direct migration background","Female","26","","",""
"Limited","1991","direct migration background","Male","29","","",""
"Limited","1991","indirect migration background","Female","13","","",""
"Limited","1991","indirect migration background","Male","10","","",""
"Limited","1991","no migration background","Female","157","0.263844360006914","0.229646692849252","0.298042027164576"
"Limited","1991","no migration background","Male","153","0.200342066521625","0.170606126578879","0.230078006464372"
"Permanent","1991","direct migration background","Female","95","0.840125905242713","0.77482538470143","0.905426425783995"
"Permanent","1991","direct migration background","Male","118","0.747666789832595","0.677451664523078","0.817881915142112"
"Permanent","1991","indirect migration background","Female","16","","",""
"Permanent","1991","indirect migration background","Male","23","","",""
"Permanent","1991","no migration background","Female","481","0.736155639993086","0.701957972835424","0.770353307150747"
"Permanent","1991","no migration background","Male","543","0.799657933478375","0.769921993535628","0.829393873421121"
"Limited","1992","direct migration background","Female","20","","",""
"Limited","1992","direct migration background","Male","25","","",""
"Limited","1992","indirect migration background","Female","11","","",""
"Limited","1992","indirect migration background","Male","16","","",""
"Limited","1992","no migration background","Female","154","0.256295889653646","0.222258169496554","0.290333609810738"
"Limited","1992","no migration background","Male","169","0.229963169161004","0.198632738456078","0.26129359986593"
"Permanent","1992","direct migration background","Female","63","0.817049055121828","0.733872593880189","0.900225516363466"
"Permanent","1992","direct migration background","Male","105","0.735505766677041","0.659686852623158","0.811324680730924"
"Permanent","1992","indirect migration background","Female","20","","",""
"Permanent","1992","indirect migration background","Male","20","","",""
"Permanent","1992","no migration background","Female","478","0.743704110346354","0.709666390189262","0.777741830503446"
"Permanent","1992","no migration background","Male","524","0.770036830838996","0.73870640013407","0.801367261543922"
"Limited","1993","direct migration background","Female","15","","",""
"Limited","1993","direct migration background","Male","22","","",""
"Limited","1993","indirect migration background","Female","8","","",""
"Limited","1993","indirect migration background","Male","18","","",""
"Limited","1993","no migration background","Female","140","0.250972999624462","0.215441600109399","0.286504399139525"
"Limited","1993","no migration background","Male","116","0.206807651615309","0.173499810622025","0.240115492608592"
"Permanent","1993","direct migration background","Female","65","0.82459412794409","0.741255704487451","0.907932551400729"
"Permanent","1993","direct migration background","Male","54","0.679755861351224","0.574859995952948","0.784651726749501"
"Permanent","1993","indirect migration background","Female","20","","",""
"Permanent","1993","indirect migration background","Male","31","0.632263588218135","0.497253116736528","0.767274059699743"
"Permanent","1993","no migration background","Female","432","0.749027000375538","0.713495600860475","0.784558399890601"
"Permanent","1993","no migration background","Male","452","0.793192348384691","0.759884507391408","0.826500189377975"
"Limited","1994","direct migration background","Female","21","","",""
"Limited","1994","direct migration background","Male","27","","",""
"Limited","1994","indirect migration background","Female","22","","",""
"Limited","1994","indirect migration background","Male","25","","",""
"Limited","1994","no migration background","Female","172","0.309948496092369","0.269928694743461","0.349968297441277"
"Limited","1994","no migration background","Male","146","0.302515718431069","0.26188555867731","0.343145878184829"
"Permanent","1994","direct migration background","Female","38","0.699297872679785","0.582288287685776","0.816307457673794"
"Permanent","1994","direct migration background","Male","49","0.711144557249357","0.609247763770347","0.813041350728367"
"Permanent","1994","indirect migration background","Female","32","0.545060013989348","0.412244004488057","0.677876023490639"
"Permanent","1994","indirect migration background","Male","30","0.469452001833151","0.337558109777062","0.601345893889239"
"Permanent","1994","no migration background","Female","341","0.690051503907631","0.650031702558723","0.730071305256539"
"Permanent","1994","no migration background","Male","345","0.697484281568931","0.656854121815171","0.73811444132269"
"Limited","1995","direct migration background","Female","55","0.0992523780256024","0.0744659348969452","0.12403882115426"
"Limited","1995","direct migration background","Male","91","0.127242621200109","0.105446812332233","0.149038430067985"
"Limited","1995","indirect migration background","Female","44","0.322519015679323","0.244810805052475","0.400227226306171"
"Limited","1995","indirect migration background","Male","57","0.410957743815405","0.333750579562189","0.488164908068621"
"Limited","1995","no migration background","Female","356","0.133193249927052","0.119744246373036","0.146642253481067"
"Limited","1995","no migration background","Male","329","0.107420147597009","0.0963453234973034","0.118494971696715"
"Permanent","1995","direct migration background","Female","504","0.900747621974398","0.87596117884574","0.925534065103055"
"Permanent","1995","direct migration background","Male","807","0.872757378799891","0.850961569932015","0.894553187667767"
"Permanent","1995","indirect migration background","Female","95","0.677480984320677","0.599772773693829","0.755189194947525"
"Permanent","1995","indirect migration background","Male","99","0.589042256184595","0.511835091931379","0.666249420437811"
"Permanent","1995","no migration background","Female","2096","0.866806750072948","0.853357746518933","0.880255753626964"
"Permanent","1995","no migration background","Male","2674","0.892579852402991","0.881505028303285","0.903654676502697"
"Limited","1996","direct migration background","Female","61","0.123708698694404","0.0959643951061138","0.151453002282695"
"Limited","1996","direct migration background","Male","66","0.111776830465716","0.0900104059538291","0.133543254977604"
"Limited","1996","indirect migration background","Female","45","0.314061633412061","0.236622847079079","0.391500419745044"
"Limited","1996","indirect migration background","Male","51","0.417906533041233","0.340756839092576","0.49505622698989"
"Limited","1996","no migration background","Female","332","0.12409029933299","0.110982084865536","0.137198513800444"
"Limited","1996","no migration background","Male","312","0.103669175329632","0.0926146194221621","0.114723731237103"
"Permanent","1996","direct migration background","Female","480","0.876291301305596","0.848546997717305","0.904035604893886"
"Permanent","1996","direct migration background","Male","739","0.888223169534284","0.866456745022396","0.909989594046171"
"Permanent","1996","indirect migration background","Female","93","0.685938366587939","0.608499580254956","0.763377152920921"
"Permanent","1996","indirect migration background","Male","106","0.582093466958767","0.50494377301011","0.659243160907424"
"Permanent","1996","no migration background","Female","2098","0.87590970066701","0.862801486199556","0.889017915134464"
"Permanent","1996","no migration background","Male","2609","0.896330824670368","0.885276268762897","0.907385380577838"
"Limited","1997","direct migration background","Female","52","0.114097278086347","0.0857144784154421","0.142480077757251"
"Limited","1997","direct migration background","Male","75","0.133100131476016","0.109091985011071","0.157108277940961"
"Limited","1997","indirect migration background","Female","59","0.454253944112849","0.375870038669693","0.532637849556005"
"Limited","1997","indirect migration background","Male","68","0.410107248364963","0.338845282529648","0.481369214200279"
"Limited","1997","no migration background","Female","336","0.131807648015719","0.118156712859008","0.14545858317243"
"Limited","1997","no migration background","Male","373","0.122359055553775","0.110264218187","0.13445389292055"
"Permanent","1997","direct migration background","Female","430","0.885902721913653","0.857519922242749","0.914285521584558"
"Permanent","1997","direct migration background","Male","694","0.866899868523984","0.842891722059039","0.890908014988929"
"Permanent","1997","indirect migration background","Female","96","0.545746055887151","0.467362150443995","0.624129961330307"
"Permanent","1997","indirect migration background","Male","115","0.589892751635037","0.518630785799721","0.661154717470352"
"Permanent","1997","no migration background","Female","2023","0.868192351984281","0.85454141682757","0.881843287140992"
"Permanent","1997","no migration background","Male","2447","0.877640944446225","0.86554610707945","0.889735781813"
"Limited","1998","direct migration background","Female","61","0.128264885035735","0.0981304066106879","0.158399363460781"
"Limited","1998","direct migration background","Male","78","0.136613107489852","0.111784444586772","0.161441770392932"
"Limited","1998","indirect migration background","Female","61","0.425004687294361","0.348406743452426","0.501602631136297"
"Limited","1998","indirect migration background","Male","62","0.385465693019247","0.313355775512283","0.457575610526212"
"Limited","1998","no migration background","Female","353","0.119958448463601","0.107592474146966","0.132324422780236"
"Limited","1998","no migration background","Male","418","0.124586606777453","0.113190456128542","0.135982757426363"
"Permanent","1998","direct migration background","Female","412","0.871735114964265","0.841600636539219","0.901869593389312"
"Permanent","1998","direct migration background","Male","657","0.863386892510148","0.838558229607068","0.888215555413228"
"Permanent","1998","indirect migration background","Female","99","0.574995312705639","0.498397368863704","0.651593256547574"
"Permanent","1998","indirect migration background","Male","113","0.614534306980753","0.542424389473788","0.686644224487717"
"Permanent","1998","no migration background","Female","2299","0.880041551536399","0.867675577219764","0.892407525853034"
"Permanent","1998","no migration background","Male","2808","0.875413393222547","0.864017242573637","0.886809543871458"
"Limited","1999","direct migration background","Female","58","0.110664627838013","0.0813849702674596","0.139944285408567"
"Limited","1999","direct migration background","Male","71","0.152117128629768","0.125004281011161","0.179229976248375"
"Limited","1999","indirect migration background","Female","52","0.307955902527962","0.237085411872084","0.378826393183841"
"Limited","1999","indirect migration background","Male","73","0.418825234613991","0.350449361048527","0.487201108179455"
"Limited","1999","no migration background","Female","401","0.129425051143095","0.116754357143495","0.142095745142695"
"Limited","1999","no migration background","Male","450","0.132213299108738","0.120423835771648","0.144002762445827"
"Permanent","1999","direct migration background","Female","383","0.889335372161987","0.860055714591433","0.91861502973254"
"Permanent","1999","direct migration background","Male","603","0.847882871370232","0.820770023751625","0.874995718988839"
"Permanent","1999","indirect migration background","Female","111","0.692044097472038","0.621173606816159","0.762914588127916"
"Permanent","1999","indirect migration background","Male","127","0.581174765386009","0.512798891820545","0.649550638951473"
"Permanent","1999","no migration background","Female","2295","0.870574948856905","0.857904254857305","0.883245642856505"
"Permanent","1999","no migration background","Male","2721","0.867786700891262","0.855997237554173","0.879576164228352"
"Limited","2000","direct migration background","Female","96","0.152085796377162","0.124458014034182","0.179713578720143"
"Limited","2000","direct migration background","Male","111","0.149911715585979","0.126993017823599","0.17283041334836"
"Limited","2000","indirect migration background","Female","46","0.237835204397227","0.176149424736181","0.299520984058272"
"Limited","2000","indirect migration background","Male","88","0.34692115930382","0.288152467728224","0.405689850879416"
"Limited","2000","no migration background","Female","661","0.142624656340199","0.132294524308418","0.152954788371979"
"Limited","2000","no migration background","Male","685","0.124106510377576","0.115241053649424","0.132971967105729"
"Permanent","2000","direct migration background","Female","553","0.847914203622838","0.820286421279857","0.875541985965818"
"Permanent","2000","direct migration background","Male","821","0.850088284414021","0.82716958665164","0.873006982176401"
"Permanent","2000","indirect migration background","Female","137","0.762164795602773","0.700479015941728","0.823850575263819"
"Permanent","2000","indirect migration background","Male","164","0.65307884069618","0.594310149120584","0.711847532271776"
"Permanent","2000","no migration background","Female","3741","0.857375343659801","0.847045211628021","0.867705475691582"
"Permanent","2000","no migration background","Male","4628","0.875893489622424","0.867028032894271","0.884758946350576"
"Limited","2001","direct migration background","Female","86","0.185507969732262","0.154169408326913","0.216846531137612"
"Limited","2001","direct migration background","Male","98","0.143835677806996","0.120019232557415","0.167652123056577"
"Limited","2001","indirect migration background","Female","44","0.250271574274587","0.187682730192106","0.312860418357067"
"Limited","2001","indirect migration background","Male","92","0.37635856841078","0.315319374186339","0.437397762635221"
"Limited","2001","no migration background","Female","635","0.146350158858755","0.135497884480687","0.157202433236823"
"Limited","2001","no migration background","Male","576","0.112252327091087","0.103277902107512","0.121226752074662"
"Permanent","2001","direct migration background","Female","505","0.814492030267738","0.783153468862388","0.845830591673087"
"Permanent","2001","direct migration background","Male","736","0.856164322193004","0.832347876943423","0.879980767442585"
"Permanent","2001","indirect migration background","Female","140","0.749728425725413","0.687139581642933","0.812317269807894"
"Permanent","2001","indirect migration background","Male","150","0.62364143158922","0.562602237364779","0.684680625813661"
"Permanent","2001","no migration background","Female","3440","0.853649841141245","0.842797566763177","0.864502115519314"
"Permanent","2001","no migration background","Male","4177","0.887747672908913","0.878773247925338","0.896722097892488"
"Limited","2002","direct migration background","Female","86","0.213707295773152","0.179603446762348","0.247811144783957"
"Limited","2002","direct migration background","Male","88","0.14437530077441","0.119436593967594","0.169314007581227"
"Limited","2002","indirect migration background","Female","48","0.302154123914821","0.237032468999072","0.367275778830569"
"Limited","2002","indirect migration background","Male","83","0.404280441523355","0.339724844943992","0.468836038102718"
"Limited","2002","no migration background","Female","623","0.138721194572005","0.1285391118724","0.148903277271611"
"Limited","2002","no migration background","Male","604","0.118394839956944","0.109476311725195","0.127313368188693"
"Permanent","2002","direct migration background","Female","469","0.786292704226848","0.752188855216043","0.820396553237652"
"Permanent","2002","direct migration background","Male","675","0.85562469922559","0.830685992418773","0.880563406032406"
"Permanent","2002","indirect migration background","Female","143","0.697845876085179","0.632724221169431","0.762967531000928"
"Permanent","2002","indirect migration background","Male","139","0.595719558476645","0.531163961897282","0.660275155056008"
"Permanent","2002","no migration background","Female","3804","0.861278805427995","0.85109672272839","0.8714608881276"
"Permanent","2002","no migration background","Male","4437","0.881605160043056","0.872686631811307","0.890523688274805"
"Limited","2003","direct migration background","Female","89","0.201537871162829","0.167577596759574","0.235498145566084"
"Limited","2003","direct migration background","Male","73","0.131397141092986","0.105816332099726","0.156977950086246"
"Limited","2003","indirect migration background","Female","60","0.296695759158628","0.23274475873487","0.360646759582385"
"Limited","2003","indirect migration background","Male","62","0.332012154207248","0.269782409103367","0.39424189931113"
"Limited","2003","no migration background","Female","562","0.134591356339822","0.124226583523327","0.144956129156317"
"Limited","2003","no migration background","Male","605","0.125600904927293","0.116127541480815","0.135074268373771"
"Permanent","2003","direct migration background","Female","447","0.798462128837171","0.764501854433916","0.832422403240426"
"Permanent","2003","direct migration background","Male","597","0.868602858907013","0.843022049913754","0.894183667900273"
"Permanent","2003","indirect migration background","Female","136","0.703304240841372","0.639353240417615","0.76725524126513"
"Permanent","2003","indirect migration background","Male","158","0.667987845792752","0.60575810068887","0.730217590896633"
"Permanent","2003","no migration background","Female","3603","0.865408643660178","0.855043870843683","0.875773416476673"
"Permanent","2003","no migration background","Male","4096","0.874399095072707","0.864925731626229","0.883872458519185"
"Limited","2004","direct migration background","Female","56","0.147684697655759","0.116524420515385","0.178844974796132"
"Limited","2004","direct migration background","Male","64","0.144481394736593","0.116829621736285","0.172133167736901"
"Limited","2004","indirect migration background","Female","54","0.357623712123352","0.289471619627913","0.425775804618791"
"Limited","2004","indirect migration background","Male","67","0.369615388211457","0.306118940819848","0.433111835603066"
"Limited","2004","no migration background","Female","602","0.157643491678942","0.146486474426703","0.168800508931181"
"Limited","2004","no migration background","Male","605","0.128094233636378","0.11830487794566","0.137883589327096"
"Permanent","2004","direct migration background","Female","442","0.852315302344241","0.821155025203868","0.883475579484615"
"Permanent","2004","direct migration background","Male","557","0.855518605263407","0.827866832263099","0.883170378263715"
"Permanent","2004","indirect migration background","Female","136","0.642376287876648","0.574224195381209","0.710528380372087"
"Permanent","2004","indirect migration background","Male","155","0.630384611788543","0.566888164396934","0.693881059180152"
"Permanent","2004","no migration background","Female","3496","0.842356508321058","0.831199491068819","0.853513525573297"
"Permanent","2004","no migration background","Male","3872","0.871905766363622","0.862116410672904","0.88169512205434"
"Limited","2005","direct migration background","Female","51","0.128729000465796","0.0988621550912155","0.158595845840377"
"Limited","2005","direct migration background","Male","55","0.159955669480107","0.129730079369038","0.190181259591176"
"Limited","2005","indirect migration background","Female","54","0.292643780437989","0.22811994945899","0.357167611416988"
"Limited","2005","indirect migration background","Male","64","0.331040026717283","0.269551066015039","0.392528987419526"
"Limited","2005","no migration background","Female","543","0.146913280920466","0.135818178839871","0.158008383001061"
"Limited","2005","no migration background","Male","523","0.129252906805488","0.119321093853795","0.139184719757181"
"Permanent","2005","direct migration background","Female","432","0.871270999534204","0.841404154159623","0.901137844908784"
"Permanent","2005","direct migration background","Male","510","0.840044330519893","0.809818740408824","0.870269920630962"
"Permanent","2005","indirect migration background","Female","137","0.707356219562011","0.642832388583012","0.77188005054101"
"Permanent","2005","indirect migration background","Male","161","0.668959973282717","0.607471012580473","0.730448933984961"
"Permanent","2005","no migration background","Female","3368","0.853086719079534","0.841991616998939","0.864181821160129"
"Permanent","2005","no migration background","Male","3860","0.870747093194512","0.860815280242819","0.880678906146205"
"Limited","2006","direct migration background","Female","61","0.140367967531361","0.10945309055338","0.171282844509341"
"Limited","2006","direct migration background","Male","68","0.155061041916667","0.125475591531515","0.184646492301818"
"Limited","2006","indirect migration background","Female","69","0.388621103718607","0.321568061875493","0.45567414556172"
"Limited","2006","indirect migration background","Male","66","0.30961513016046","0.2483825226286","0.370847737692319"
"Limited","2006","no migration background","Female","579","0.153074324253455","0.142165594448613","0.163983054058298"
"Limited","2006","no migration background","Male","570","0.133377704176878","0.123497937905772","0.143257470447984"
"Permanent","2006","direct migration background","Female","424","0.859632032468639","0.828717155490659","0.89054690944662"
"Permanent","2006","direct migration background","Male","507","0.844938958083333","0.815353507698182","0.874524408468485"
"Permanent","2006","indirect migration background","Female","134","0.611378896281393","0.54432585443828","0.678431938124507"
"Permanent","2006","indirect migration background","Male","153","0.69038486983954","0.629152262307681","0.7516174773714"
"Permanent","2006","no migration background","Female","3606","0.846925675746545","0.836016945941702","0.857834405551387"
"Permanent","2006","no migration background","Male","3979","0.866622295823122","0.856742529552016","0.876502062094228"
"Limited","2007","direct migration background","Female","64","0.165523262735625","0.130953751256202","0.200092774215049"
"Limited","2007","direct migration background","Male","66","0.148806391201716","0.117796674269546","0.179816108133886"
"Limited","2007","indirect migration background","Female","62","0.291436118712092","0.230974549221989","0.351897688202195"
"Limited","2007","indirect migration background","Male","75","0.343693560377572","0.28244708070418","0.404940040050965"
"Limited","2007","no migration background","Female","578","0.164754161014956","0.153269727155804","0.176238594874108"
"Limited","2007","no migration background","Male","559","0.129776363285528","0.119805816915855","0.139746909655201"
"Permanent","2007","direct migration background","Female","380","0.834476737264375","0.799907225784951","0.869046248743798"
"Permanent","2007","direct migration background","Male","440","0.851193608798284","0.820183891866114","0.882203325730454"
"Permanent","2007","indirect migration background","Female","155","0.708563881287908","0.648102311797805","0.769025450778011"
"Permanent","2007","indirect migration background","Male","156","0.656306439622428","0.595059959949035","0.71755291929582"
"Permanent","2007","no migration background","Female","3430","0.835245838985044","0.823761405125892","0.846730272844196"
"Permanent","2007","no migration background","Male","3805","0.870223636714472","0.860253090344799","0.880194183084145"
"Limited","2008","direct migration background","Female","64","0.165019702191344","0.129349346563218","0.200690057819469"
"Limited","2008","direct migration background","Male","56","0.135226856015878","0.10427802554369","0.166175686488065"
"Limited","2008","indirect migration background","Female","58","0.245199216671634","0.187288909191116","0.303109524152152"
"Limited","2008","indirect migration background","Male","69","0.297369584723407","0.239174585874204","0.355564583572611"
"Limited","2008","no migration background","Female","604","0.180230990162164","0.16813167823979","0.192330302084537"
"Limited","2008","no migration background","Male","517","0.128868235678352","0.118715873106514","0.13902059825019"
"Permanent","2008","direct migration background","Female","352","0.834980297808656","0.799309942180531","0.870650653436782"
"Permanent","2008","direct migration background","Male","413","0.864773143984122","0.833824313511935","0.89572197445631"
"Permanent","2008","indirect migration background","Female","154","0.754800783328366","0.696890475847848","0.812711090808884"
"Permanent","2008","indirect migration background","Male","168","0.702630415276593","0.644435416427389","0.760825414125797"
"Permanent","2008","no migration background","Female","3273","0.819769009837837","0.807669697915463","0.83186832176021"
"Permanent","2008","no migration background","Male","3667","0.871131764321648","0.86097940174981","0.881284126893486"
"Limited","2009","direct migration background","Female","48","0.135634633490905","0.100264978926198","0.171004288055612"
"Limited","2009","direct migration background","Male","48","0.139089745638758","0.104658025076648","0.173521466200867"
"Limited","2009","indirect migration background","Female","55","0.26554136061217","0.204336931246569","0.32674578997777"
"Limited","2009","indirect migration background","Male","64","0.297824745898652","0.237669327220949","0.357980164576355"
"Limited","2009","no migration background","Female","564","0.168635997151444","0.156589150991175","0.180682843311712"
"Limited","2009","no migration background","Male","512","0.132354100239919","0.121669224115126","0.143038976364712"
"Permanent","2009","direct migration background","Female","312","0.864365366509095","0.828995711944388","0.899735021073802"
"Permanent","2009","direct migration background","Male","340","0.860910254361242","0.826478533799133","0.895341974923352"
"Permanent","2009","indirect migration background","Female","145","0.73445863938783","0.67325421002223","0.795663068753431"
"Permanent","2009","indirect migration background","Male","158","0.702175254101348","0.642019835423645","0.762330672779051"
"Permanent","2009","no migration background","Female","3147","0.831364002848556","0.819317156688288","0.843410849008825"
"Permanent","2009","no migration background","Male","3352","0.867645899760081","0.856961023635288","0.878330775884875"
"Limited","2010","direct migration background","Female","103","0.201941891946632","0.167270207291858","0.236613576601405"
"Limited","2010","direct migration background","Male","114","0.141571694343742","0.11686824471288","0.166275143974604"
"Limited","2010","indirect migration background","Female","73","0.288186152349491","0.234849226966761","0.34152307773222"
"Limited","2010","indirect migration background","Male","79","0.280395112111436","0.231930650480553","0.328859573742318"
"Limited","2010","no migration background","Female","817","0.168065359987385","0.157650786664356","0.178479933310415"
"Limited","2010","no migration background","Male","669","0.136216504646983","0.126878054527829","0.145554954766138"
"Permanent","2010","direct migration background","Female","412","0.798058108053368","0.763386423398595","0.832729792708142"
"Permanent","2010","direct migration background","Male","651","0.858428305656258","0.833724856025396","0.88313175528712"
"Permanent","2010","indirect migration background","Female","204","0.711813847650509","0.65847692226778","0.765150773033239"
"Permanent","2010","indirect migration background","Male","251","0.719604887888564","0.671140426257682","0.768069349519447"
"Permanent","2010","no migration background","Female","4135","0.831934640012615","0.821520066689585","0.842349213335644"
"Permanent","2010","no migration background","Male","4514","0.863783495353017","0.854445045233862","0.873121945472171"
"Limited","2011","direct migration background","Female","142","0.195013987221488","0.165364780285613","0.224663194157363"
"Limited","2011","direct migration background","Male","118","0.137273383790973","0.113861367760338","0.160685399821607"
"Limited","2011","indirect migration background","Female","90","0.249895998309889","0.206017406444036","0.293774590175742"
"Limited","2011","indirect migration background","Male","88","0.338062894134612","0.290748901842493","0.385376886426732"
"Limited","2011","no migration background","Female","979","0.167166560899512","0.15792056914018","0.176412552658845"
"Limited","2011","no migration background","Male","762","0.13826073463289","0.129579453479324","0.146942015786455"
"Permanent","2011","direct migration background","Female","544","0.804986012778512","0.775336805842637","0.834635219714387"
"Permanent","2011","direct migration background","Male","712","0.862726616209027","0.839314600178393","0.886138632239662"
"Permanent","2011","indirect migration background","Female","284","0.750104001690111","0.706225409824258","0.793982593555964"
"Permanent","2011","indirect migration background","Male","296","0.661937105865388","0.614623113573268","0.709251098157507"
"Permanent","2011","no migration background","Female","5277","0.832833439100488","0.823587447341155","0.84207943085982"
"Permanent","2011","no migration background","Male","5311","0.86173926536711","0.853057984213545","0.870420546520675"
"Limited","2012","direct migration background","Female","161","0.213780937572591","0.184361460381511","0.243200414763672"
"Limited","2012","direct migration background","Male","124","0.12680155339942","0.104136764059189","0.149466342739651"
"Limited","2012","indirect migration background","Female","87","0.2581099577013","0.213339945812636","0.302879969589964"
"Limited","2012","indirect migration background","Male","105","0.344631050680074","0.298057620218836","0.391204481141313"
"Limited","2012","no migration background","Female","998","0.159462751483898","0.150399339828779","0.168526163139017"
"Limited","2012","no migration background","Male","788","0.141820897509145","0.132880303738905","0.150761491279385"
"Permanent","2012","direct migration background","Female","585","0.786219062427409","0.756799585236329","0.815638539618489"
"Permanent","2012","direct migration background","Male","704","0.87319844660058","0.850533657260349","0.895863235940811"
"Permanent","2012","indirect migration background","Female","280","0.7418900422987","0.697120030410037","0.786660054187364"
