"plb0037_h","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Permanent","2011","vocational + Abi","1127","0.8850224220803","0.867540204000646","0.902504640159954","1"
"Permanent","2011","higher vocational","970","0.917787431577539","0.901117028610144","0.934457834544934","1"
"Limited","2012","in school","15","","","","2"
"Limited","2012","inadequately","44","0.257356134005278","0.185450738407959","0.329261529602597","2"
"Limited","2012","general elemantary","413","0.32625963522244","0.298616015574288","0.353903254870591","2"
"Limited","2012","middle vocational","986","0.139644515403367","0.131565497327207","0.147723533479528","2"
"Limited","2012","vocational + Abi","166","0.138679635601604","0.119978418276566","0.157380852926643","2"
"Limited","2012","higher vocational","62","0.0711005461716241","0.0552513140369359","0.0869497783063123","2"
"Limited","2012","higher education","450","0.147249648596933","0.135656552150743","0.158842745043124","2"
"Permanent","2012","general elemantary","692","0.67374036477756","0.646096745129409","0.701383984425712","1"
"Permanent","2012","middle vocational","6085","0.860355484596633","0.852276466520473","0.868434502672793","1"
"Permanent","2012","higher education","3139","0.852750351403067","0.841157254956876","0.864343447849257","1"
"Permanent","2012","in school","22","","","","1"
"Permanent","2012","inadequately","98","0.742643865994722","0.670738470397403","0.814549261592041","1"
"Permanent","2012","higher vocational","948","0.928899453828376","0.913050221693688","0.944748685963064","1"
"Permanent","2012","vocational + Abi","1146","0.861320364398396","0.842619147073357","0.880021581723434","1"
"Limited","2013","in school","28","","","","2"
"Limited","2013","inadequately","74","0.319441477190226","0.258517924153326","0.380365030227126","2"
"Limited","2013","general elemantary","633","0.347018977077716","0.323759659871739","0.370278294283693","2"
"Limited","2013","middle vocational","1145","0.144425255232162","0.136520177167839","0.152330333296485","2"
"Limited","2013","vocational + Abi","221","0.125380881285487","0.109225341685545","0.14153642088543","2"
"Limited","2013","higher vocational","63","0.0816478590196807","0.064371132594534","0.0989245854448275","2"
"Limited","2013","higher education","586","0.151265333495169","0.140200139425415","0.162330527564923","2"
"Permanent","2013","general elemantary","976","0.652981022922284","0.629721705716307","0.676240340128261","1"
"Permanent","2013","middle vocational","6451","0.855574744767838","0.847669666703515","0.863479822832161","1"
"Permanent","2013","higher education","3442","0.848734666504831","0.837669472435077","0.859799860574585","1"
"Permanent","2013","in school","39","0.498259195562917","0.378536065712666","0.617982325413167","1"
"Permanent","2013","inadequately","151","0.680558522809774","0.619634969772874","0.741482075846674","1"
"Permanent","2013","higher vocational","902","0.918352140980319","0.901075414555172","0.935628867405466","1"
"Permanent","2013","vocational + Abi","1393","0.874619118714512","0.85846357911457","0.890774658314455","1"
"Limited","2014","in school","18","","","","2"
"Limited","2014","inadequately","47","0.246992858524556","0.181189529609971","0.312796187439142","2"
"Limited","2014","general elemantary","505","0.347209015729758","0.321651679472204","0.372766351987313","2"
"Limited","2014","middle vocational","987","0.15401215543331","0.145372908700117","0.162651402166503","2"
"Limited","2014","vocational + Abi","201","0.147129720111822","0.128788987025832","0.165470453197812","2"
"Limited","2014","higher vocational","43","0.0484922028134104","0.0342513988881184","0.0627330067387024","2"
"Limited","2014","higher education","509","0.156971463596981","0.145101583875129","0.168841343318834","2"
"Permanent","2014","higher education","3099","0.843028536403019","0.831158656681166","0.854898416124871","1"
"Permanent","2014","general elemantary","828","0.652790984270242","0.627233648012687","0.678348320527796","1"
"Permanent","2014","middle vocational","5719","0.84598784456669","0.837348597833497","0.854627091299883","1"
"Permanent","2014","vocational + Abi","1232","0.852870279888178","0.834529546802188","0.871211012974168","1"
"Permanent","2014","higher vocational","831","0.95150779718659","0.937266993261298","0.965748601111882","1"
"Permanent","2014","inadequately","118","0.753007141475444","0.687203812560858","0.818810470390029","1"
"Permanent","2014","in school","24","","","","1"
"Limited","2015","in school","22","","","","2"
"Limited","2015","inadequately","51","0.264576902138195","0.201689770648727","0.327464033627662","2"
"Limited","2015","general elemantary","473","0.339905332876989","0.313905227993587","0.365905437760392","2"
"Limited","2015","middle vocational","1002","0.147000194467627","0.138400342559168","0.155600046376087","2"
"Limited","2015","vocational + Abi","209","0.122580322671365","0.105911433011234","0.139249212331496","2"
"Limited","2015","higher vocational","33","0.0317883724729389","0.0199805596964665","0.0435961852494113","2"
"Limited","2015","higher education","585","0.158206231699105","0.146547859132397","0.169864604265812","2"
"Permanent","2015","higher education","3179","0.841793768300895","0.830135395734187","0.853452140867603","1"
"Permanent","2015","general elemantary","802","0.660094667123011","0.634094562239608","0.686094772006413","1"
"Permanent","2015","middle vocational","5511","0.852999805532373","0.844399953623913","0.861599657440832","1"
"Permanent","2015","vocational + Abi","1278","0.877419677328635","0.860750787668504","0.894088566988766","1"
"Permanent","2015","higher vocational","815","0.968211627527061","0.956403814750589","0.980019440303533","1"
"Permanent","2015","in school","19","","","","1"
"Permanent","2015","inadequately","138","0.735423097861805","0.672535966372338","0.798310229351273","1"
"Limited","2016","in school","10","","","","2"
"Limited","2016","inadequately","116","0.351897459890775","0.292580573650864","0.411214346130686","2"
"Limited","2016","general elemantary","503","0.347262348876405","0.320212004918913","0.374312692833896","2"
"Limited","2016","middle vocational","955","0.155966930145485","0.146815319596957","0.165118540694013","2"
"Limited","2016","vocational + Abi","202","0.138895069068298","0.12106982862861","0.156720309507987","2"
"Limited","2016","higher vocational","50","0.061452730322746","0.0445880532722433","0.0783174073732488","2"
"Limited","2016","higher education","571","0.156862076741205","0.144794893755134","0.168929259727276","2"
"Permanent","2016","higher education","2918","0.843137923258795","0.831070740272724","0.855205106244866","1"
"Permanent","2016","general elemantary","687","0.652737651123595","0.625687307166104","0.679787995081087","1"
"Permanent","2016","middle vocational","5083","0.844033069854515","0.834881459305987","0.853184680403043","1"
"Permanent","2016","higher vocational","729","0.938547269677254","0.921682592626751","0.955411946727757","1"
"Permanent","2016","vocational + Abi","1244","0.861104930931702","0.843279690492013","0.87893017137139","1"
"Permanent","2016","inadequately","133","0.648102540109225","0.588785653869314","0.707419426349136","1"
"Permanent","2016","in school","28","","","","1"
"Limited","2017","in school","20","","","","2"
"Limited","2017","inadequately","179","0.296468005994416","0.249291292505942","0.34364471948289","2"
"Limited","2017","general elemantary","563","0.305526351488005","0.281388897642739","0.329663805333271","2"
"Limited","2017","middle vocational","1076","0.143208046010586","0.134951378377792","0.15146471364338","2"
"Limited","2017","vocational + Abi","207","0.127536381521544","0.111171142377132","0.143901620665955","2"
"Limited","2017","higher vocational","50","0.0464698360836167","0.0324903308240795","0.0604493413431539","2"
"Limited","2017","higher education","674","0.168586416655588","0.157060389543877","0.180112443767299","2"
"Permanent","2017","middle vocational","5838","0.856791953989414","0.848535286356619","0.865048621622208","1"
"Permanent","2017","higher education","3379","0.831413583344412","0.819887556232701","0.842939610456123","1"
"Permanent","2017","higher vocational","821","0.953530163916383","0.939550658656846","0.967509669175921","1"
"Permanent","2017","general elemantary","836","0.694473648511995","0.670336194666729","0.718611102357261","1"
"Permanent","2017","vocational + Abi","1389","0.872463618478456","0.856098379334045","0.888828857622868","1"
"Permanent","2017","inadequately","181","0.703531994005584","0.65635528051711","0.750708707494058","1"
"Permanent","2017","in school","25","","","","1"
"Limited","2018","in school","12","","","","2"
"Limited","2018","inadequately","224","0.258122403880421","0.216567501156035","0.299677306604807","2"
"Limited","2018","general elemantary","603","0.330242484409552","0.305875401365851","0.354609567453253","2"
"Limited","2018","middle vocational","1042","0.134937750773328","0.126683216804626","0.143192284742029","2"
"Limited","2018","vocational + Abi","195","0.120313817887057","0.104081267213672","0.136546368560442","2"
"Limited","2018","higher vocational","45","0.0607609706821265","0.0443700469762825","0.0771518943879704","2"
"Limited","2018","higher education","659","0.1624921937045","0.151012569439551","0.173971817969449","2"
"Permanent","2018","higher education","3308","0.8375078062955","0.826028182030551","0.848987430560449","1"
"Permanent","2018","middle vocational","5539","0.865062249226672","0.856807715257971","0.873316783195374","1"
"Permanent","2018","higher vocational","771","0.939239029317874","0.92284810561203","0.955629953023717","1"
"Permanent","2018","vocational + Abi","1348","0.879686182112943","0.863453631439558","0.895918732786328","1"
"Permanent","2018","general elemantary","828","0.669757515590448","0.645390432546747","0.694124598634149","1"
"Permanent","2018","inadequately","202","0.741877596119579","0.700322693395193","0.783432498843965","1"
"Permanent","2018","in school","24","","","","1"
"Limited","2019","in school","21","","","","2"
"Limited","2019","inadequately","285","0.266596911720887","0.228333091025166","0.304860732416609","2"
"Limited","2019","general elemantary","564","0.31760369511771","0.292612091571796","0.342595298663625","2"
"Limited","2019","middle vocational","962","0.136956251837296","0.128360989241366","0.145551514433226","2"
"Limited","2019","vocational + Abi","178","0.103528242110084","0.0880906337045275","0.118965850515641","2"
"Limited","2019","higher vocational","36","0.047261159776106","0.0327107177998143","0.0618116017523978","2"
"Limited","2019","higher education","645","0.149585149813071","0.138518369184556","0.160651930441587","2"
"Permanent","2019","higher education","3345","0.850414850186929","0.839348069558413","0.861481630815444","1"
"Permanent","2019","higher vocational","781","0.952738840223894","0.938188398247602","0.967289282200186","1"
"Permanent","2019","middle vocational","5184","0.863043748162704","0.854448485566774","0.871639010758634","1"
"Permanent","2019","vocational + Abi","1318","0.896471757889916","0.881034149484359","0.911909366295472","1"
"Permanent","2019","inadequately","228","0.733403088279113","0.695139267583391","0.771666908974834","1"
"Permanent","2019","general elemantary","769","0.68239630488229","0.657404701336375","0.707387908428204","1"
"Permanent","2019","in school","34","0.487859213383393","0.355757428993922","0.619960997772864","1"
