"plb0037_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Permanent","1986","Couple + C. LE and GT 16","direct migration background","26","","",""
"Permanent","1986","Couple + C. LE and GT 16","indirect migration background","5","","",""
"Limited","1986","1-pers.-HH","no migration background","14","","",""
"Limited","1986","1-pers.-HH","direct migration background","1","","",""
"Limited","1986","1-pers.-HH","indirect migration background","","","",""
"Limited","1986","(Married) couple without C. ","no migration background","26","","",""
"Limited","1986","(Married) couple without C. ","direct migration background","6","","",""
"Limited","1986","(Married) couple without C. ","indirect migration background","","","",""
"Limited","1986","Single parent ","no migration background","16","","",""
"Limited","1986","Single parent ","direct migration background","4","","",""
"Limited","1986","Single parent ","indirect migration background","1","","",""
"Limited","1986","Couple + C. LE 16 ","no migration background","9","","",""
"Limited","1986","Couple + C. LE 16 ","direct migration background","4","","",""
"Limited","1986","Couple + C. LE 16 ","indirect migration background","","","",""
"Limited","1986","Couple + C. GT 16 ","no migration background","63","0.397436840338644","0.32113150661078","0.473742174066507"
"Limited","1986","Couple + C. GT 16 ","direct migration background","10","","",""
"Limited","1986","Couple + C. GT 16 ","indirect migration background","2","","",""
"Limited","1986","Couple + C. LE and GT 16","no migration background","30","0.43036344162203","0.314374740819013","0.546352142425046"
"Limited","1986","Couple + C. LE and GT 16","direct migration background","15","","",""
"Limited","1986","Couple + C. LE and GT 16","indirect migration background","4","","",""
"Permanent","1987","1-pers.-HH","no migration background","54","0.75365577181458","0.655483251259493","0.851828292369667"
"Permanent","1987","1-pers.-HH","direct migration background","5","","",""
"Permanent","1987","1-pers.-HH","indirect migration background","1","","",""
"Permanent","1987","(Married) couple without C. ","no migration background","159","0.805834585955161","0.751014213562699","0.860654958347623"
"Permanent","1987","(Married) couple without C. ","direct migration background","24","","",""
"Permanent","1987","(Married) couple without C. ","indirect migration background","1","","",""
"Permanent","1987","Single parent ","no migration background","38","0.694886091936661","0.573196185191835","0.816575998681487"
"Permanent","1987","Single parent ","direct migration background","8","","",""
"Permanent","1987","Single parent ","indirect migration background","2","","",""
"Permanent","1987","Couple + C. LE 16 ","no migration background","130","0.855663330560211","0.799977823854457","0.911348837265965"
"Permanent","1987","Couple + C. LE 16 ","direct migration background","65","0.758951900326421","0.665805824320114","0.852097976332727"
"Permanent","1987","Couple + C. LE 16 ","indirect migration background","2","","",""
"Permanent","1987","Couple + C. GT 16 ","no migration background","113","0.599718424258939","0.531473242954235","0.667963605563643"
"Permanent","1987","Couple + C. GT 16 ","direct migration background","33","0.75029929408106","0.629106386476379","0.871492201685741"
"Permanent","1987","Couple + C. GT 16 ","indirect migration background","5","","",""
"Permanent","1987","Couple + C. LE and GT 16","no migration background","66","0.65334827494132","0.56144128643538","0.745255263447261"
"Permanent","1987","Couple + C. LE and GT 16","direct migration background","31","0.514198480011745","0.382111024187627","0.646285935835864"
"Permanent","1987","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Limited","1987","1-pers.-HH","no migration background","20","","",""
"Limited","1987","1-pers.-HH","direct migration background","5","","",""
"Limited","1987","1-pers.-HH","indirect migration background","","","",""
"Limited","1987","(Married) couple without C. ","no migration background","41","0.194165414044839","0.139345041652377","0.2489857864373"
"Limited","1987","(Married) couple without C. ","direct migration background","6","","",""
"Limited","1987","(Married) couple without C. ","indirect migration background","","","",""
"Limited","1987","Single parent ","no migration background","17","","",""
"Limited","1987","Single parent ","direct migration background","5","","",""
"Limited","1987","Single parent ","indirect migration background","","","",""
"Limited","1987","Couple + C. LE 16 ","no migration background","23","","",""
"Limited","1987","Couple + C. LE 16 ","direct migration background","16","","",""
"Limited","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"Limited","1987","Couple + C. GT 16 ","no migration background","85","0.400281575741061","0.332036394436357","0.468526757045765"
"Limited","1987","Couple + C. GT 16 ","direct migration background","16","","",""
"Limited","1987","Couple + C. GT 16 ","indirect migration background","6","","",""
"Limited","1987","Couple + C. LE and GT 16","no migration background","37","0.34665172505868","0.254744736552739","0.43855871356462"
"Limited","1987","Couple + C. LE and GT 16","direct migration background","24","","",""
"Limited","1987","Couple + C. LE and GT 16","indirect migration background","4","","",""
"Permanent","1988","1-pers.-HH","no migration background","305","0.910509476174104","0.87998774151618","0.941031210832027"
"Permanent","1988","1-pers.-HH","direct migration background","99","0.909185882653656","0.854740729086837","0.963631036220475"
"Permanent","1988","1-pers.-HH","indirect migration background","5","","",""
"Permanent","1988","(Married) couple without C. ","no migration background","801","0.923132678052684","0.905401341218231","0.940864014887137"
"Permanent","1988","(Married) couple without C. ","direct migration background","232","0.971073491169165","0.949957354312069","0.992189628026261"
"Permanent","1988","(Married) couple without C. ","indirect migration background","7","","",""
"Permanent","1988","Single parent ","no migration background","164","0.790112079189095","0.735423534994014","0.844800623384177"
"Permanent","1988","Single parent ","direct migration background","49","0.7264075737869","0.615440415764067","0.837374731809733"
"Permanent","1988","Single parent ","indirect migration background","5","","",""
"Permanent","1988","Couple + C. LE 16 ","no migration background","799","0.954063539007947","0.939931601121459","0.968195476894436"
"Permanent","1988","Couple + C. LE 16 ","direct migration background","461","0.940912613801418","0.920035421777306","0.961789805825531"
"Permanent","1988","Couple + C. LE 16 ","indirect migration background","10","","",""
"Permanent","1988","Couple + C. GT 16 ","no migration background","731","0.831962106418775","0.807507239147836","0.856416973689714"
"Permanent","1988","Couple + C. GT 16 ","direct migration background","243","0.864106028821807","0.823751542906163","0.904460514737452"
"Permanent","1988","Couple + C. GT 16 ","indirect migration background","24","","",""
"Permanent","1988","Couple + C. LE and GT 16","no migration background","220","0.768701980072504","0.720087669966925","0.817316290178083"
"Permanent","1988","Couple + C. LE and GT 16","direct migration background","250","0.849675069372369","0.809029631156052","0.890320507588687"
"Permanent","1988","Couple + C. LE and GT 16","indirect migration background","14","","",""
"Limited","1988","1-pers.-HH","no migration background","31","0.0894905238258964","0.0589687891679727","0.12001225848382"
"Limited","1988","1-pers.-HH","direct migration background","8","","",""
"Limited","1988","1-pers.-HH","indirect migration background","","","",""
"Limited","1988","(Married) couple without C. ","no migration background","66","0.0768673219473161","0.0591359851128628","0.0945986587817694"
"Limited","1988","(Married) couple without C. ","direct migration background","10","","",""
"Limited","1988","(Married) couple without C. ","indirect migration background","1","","",""
"Limited","1988","Single parent ","no migration background","49","0.209887920810905","0.155199376615824","0.264576465005987"
"Limited","1988","Single parent ","direct migration background","13","","",""
"Limited","1988","Single parent ","indirect migration background","3","","",""
"Limited","1988","Couple + C. LE 16 ","no migration background","44","0.045936460992053","0.0318045231055646","0.0600683988785415"
"Limited","1988","Couple + C. LE 16 ","direct migration background","29","","",""
"Limited","1988","Couple + C. LE 16 ","indirect migration background","2","","",""
"Limited","1988","Couple + C. GT 16 ","no migration background","167","0.168037893581225","0.143583026310286","0.192492760852164"
"Limited","1988","Couple + C. GT 16 ","direct migration background","34","0.135893971178193","0.0955394852625485","0.176248457093837"
"Limited","1988","Couple + C. GT 16 ","indirect migration background","25","","",""
"Limited","1988","Couple + C. LE and GT 16","no migration background","69","0.231298019927496","0.182683709821917","0.279912330033075"
"Limited","1988","Couple + C. LE and GT 16","direct migration background","47","0.150324930627631","0.109679492411313","0.190970368843948"
"Limited","1988","Couple + C. LE and GT 16","indirect migration background","10","","",""
"Permanent","1989","1-pers.-HH","no migration background","76","0.826353972559166","0.750180847340809","0.902527097777524"
"Permanent","1989","1-pers.-HH","direct migration background","13","","",""
"Permanent","1989","1-pers.-HH","indirect migration background","","","",""
"Permanent","1989","(Married) couple without C. ","no migration background","100","0.866645817889292","0.805820888860667","0.927470746917917"
"Permanent","1989","(Married) couple without C. ","direct migration background","15","","",""
"Permanent","1989","(Married) couple without C. ","indirect migration background","3","","",""
"Permanent","1989","Single parent ","no migration background","28","","",""
"Permanent","1989","Single parent ","direct migration background","6","","",""
"Permanent","1989","Single parent ","indirect migration background","2","","",""
"Permanent","1989","Couple + C. LE 16 ","no migration background","115","0.815428198232246","0.751843061282992","0.8790133351815"
"Permanent","1989","Couple + C. LE 16 ","direct migration background","47","0.737610096201785","0.626293619415726","0.848926572987843"
"Permanent","1989","Couple + C. LE 16 ","indirect migration background","2","","",""
"Permanent","1989","Couple + C. GT 16 ","no migration background","102","0.656997382594294","0.582741852707873","0.731252912480716"
"Permanent","1989","Couple + C. GT 16 ","direct migration background","30","0.723857110191884","0.593229437563491","0.854484782820278"
"Permanent","1989","Couple + C. GT 16 ","indirect migration background","8","","",""
"Permanent","1989","Couple + C. LE and GT 16","no migration background","26","","",""
"Permanent","1989","Couple + C. LE and GT 16","direct migration background","29","","",""
"Permanent","1989","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Limited","1989","1-pers.-HH","no migration background","19","","",""
"Limited","1989","1-pers.-HH","direct migration background","7","","",""
"Limited","1989","1-pers.-HH","indirect migration background","","","",""
"Limited","1989","(Married) couple without C. ","no migration background","20","","",""
"Limited","1989","(Married) couple without C. ","direct migration background","6","","",""
"Limited","1989","(Married) couple without C. ","indirect migration background","1","","",""
"Limited","1989","Single parent ","no migration background","15","","",""
"Limited","1989","Single parent ","direct migration background","2","","",""
"Limited","1989","Single parent ","indirect migration background","1","","",""
"Limited","1989","Couple + C. LE 16 ","no migration background","28","","",""
"Limited","1989","Couple + C. LE 16 ","direct migration background","13","","",""
"Limited","1989","Couple + C. LE 16 ","indirect migration background","","","",""
"Limited","1989","Couple + C. GT 16 ","no migration background","55","0.343002617405706","0.268747087519284","0.417258147292127"
"Limited","1989","Couple + C. GT 16 ","direct migration background","15","","",""
"Limited","1989","Couple + C. GT 16 ","indirect migration background","6","","",""
"Limited","1989","Couple + C. LE and GT 16","no migration background","17","","",""
"Limited","1989","Couple + C. LE and GT 16","direct migration background","20","","",""
"Limited","1989","Couple + C. LE and GT 16","indirect migration background","4","","",""
"Permanent","1990","1-pers.-HH","no migration background","64","0.796496549838749","0.709882791760933","0.883110307916566"
"Permanent","1990","1-pers.-HH","direct migration background","10","","",""
"Permanent","1990","1-pers.-HH","indirect migration background","2","","",""
"Permanent","1990","(Married) couple without C. ","no migration background","125","0.876711122474495","0.823382315199804","0.930039929749186"
"Permanent","1990","(Married) couple without C. ","direct migration background","17","","",""
"Permanent","1990","(Married) couple without C. ","indirect migration background","4","","",""
"Permanent","1990","Single parent ","no migration background","26","","",""
"Permanent","1990","Single parent ","direct migration background","6","","",""
"Permanent","1990","Single parent ","indirect migration background","1","","",""
"Permanent","1990","Couple + C. LE 16 ","no migration background","137","0.824580910840432","0.76637310467983","0.882788717001034"
"Permanent","1990","Couple + C. LE 16 ","direct migration background","67","0.87673687256577","0.80378238406966","0.949691361061881"
"Permanent","1990","Couple + C. LE 16 ","indirect migration background","","","",""
"Permanent","1990","Couple + C. GT 16 ","no migration background","100","0.73347188158927","0.659969071615601","0.806974691562939"
"Permanent","1990","Couple + C. GT 16 ","direct migration background","30","0.642940970510827","0.496280956047451","0.789600984974203"
"Permanent","1990","Couple + C. GT 16 ","indirect migration background","13","","",""
"Permanent","1990","Couple + C. LE and GT 16","no migration background","29","","",""
"Permanent","1990","Couple + C. LE and GT 16","direct migration background","28","","",""
"Permanent","1990","Couple + C. LE and GT 16","indirect migration background","5","","",""
"Limited","1990","1-pers.-HH","no migration background","19","","",""
"Limited","1990","1-pers.-HH","direct migration background","6","","",""
"Limited","1990","1-pers.-HH","indirect migration background","","","",""
"Limited","1990","(Married) couple without C. ","no migration background","21","","",""
"Limited","1990","(Married) couple without C. ","direct migration background","11","","",""
"Limited","1990","(Married) couple without C. ","indirect migration background","","","",""
"Limited","1990","Single parent ","no migration background","15","","",""
"Limited","1990","Single parent ","direct migration background","4","","",""
"Limited","1990","Single parent ","indirect migration background","","","",""
"Limited","1990","Couple + C. LE 16 ","no migration background","27","","",""
"Limited","1990","Couple + C. LE 16 ","direct migration background","11","","",""
"Limited","1990","Couple + C. LE 16 ","indirect migration background","1","","",""
"Limited","1990","Couple + C. GT 16 ","no migration background","39","0.26652811841073","0.193025308437061","0.340030928384399"
"Limited","1990","Couple + C. GT 16 ","direct migration background","11","","",""
"Limited","1990","Couple + C. GT 16 ","indirect migration background","11","","",""
"Limited","1990","Couple + C. LE and GT 16","no migration background","22","","",""
"Limited","1990","Couple + C. LE and GT 16","direct migration background","12","","",""
"Limited","1990","Couple + C. LE and GT 16","indirect migration background","8","","",""
"Permanent","1991","1-pers.-HH","no migration background","78","0.804669646445941","0.726574477019482","0.882764815872399"
"Permanent","1991","1-pers.-HH","direct migration background","15","","",""
"Permanent","1991","1-pers.-HH","indirect migration background","1","","",""
"Permanent","1991","(Married) couple without C. ","no migration background","181","0.787457577121083","0.734120370374638","0.840794783867528"
"Permanent","1991","(Married) couple without C. ","direct migration background","28","","",""
"Permanent","1991","(Married) couple without C. ","indirect migration background","3","","",""
"Permanent","1991","Single parent ","no migration background","54","0.691866701574195","0.58873711910068","0.79499628404771"
"Permanent","1991","Single parent ","direct migration background","10","","",""
"Permanent","1991","Single parent ","indirect migration background","3","","",""
"Permanent","1991","Couple + C. LE 16 ","no migration background","418","0.833987857285935","0.801567139645404","0.866408574926465"
"Permanent","1991","Couple + C. LE 16 ","direct migration background","70","0.826941170440243","0.746988485306283","0.906893855574203"
"Permanent","1991","Couple + C. LE 16 ","indirect migration background","5","","",""
"Permanent","1991","Couple + C. GT 16 ","no migration background","172","0.687318700002069","0.629967664366049","0.744669735638089"
"Permanent","1991","Couple + C. GT 16 ","direct migration background","29","","",""
"Permanent","1991","Couple + C. GT 16 ","indirect migration background","17","","",""
"Permanent","1991","Couple + C. LE and GT 16","no migration background","78","0.668482496976788","0.584254646094396","0.752710347859181"
"Permanent","1991","Couple + C. LE and GT 16","direct migration background","29","","",""
"Permanent","1991","Couple + C. LE and GT 16","indirect migration background","8","","",""
"Limited","1991","1-pers.-HH","no migration background","21","","",""
"Limited","1991","1-pers.-HH","direct migration background","6","","",""
"Limited","1991","1-pers.-HH","indirect migration background","","","",""
"Limited","1991","(Married) couple without C. ","no migration background","45","0.212542422878917","0.159205216132472","0.265879629625362"
"Limited","1991","(Married) couple without C. ","direct migration background","5","","",""
"Limited","1991","(Married) couple without C. ","indirect migration background","","","",""
"Limited","1991","Single parent ","no migration background","23","","",""
"Limited","1991","Single parent ","direct migration background","2","","",""
"Limited","1991","Single parent ","indirect migration background","2","","",""
"Limited","1991","Couple + C. LE 16 ","no migration background","88","0.166012142714065","0.133591425073535","0.198432860354595"
"Limited","1991","Couple + C. LE 16 ","direct migration background","16","","",""
"Limited","1991","Couple + C. LE 16 ","indirect migration background","3","","",""
"Limited","1991","Couple + C. GT 16 ","no migration background","79","0.312681299997931","0.255330264361911","0.370032335633951"
"Limited","1991","Couple + C. GT 16 ","direct migration background","10","","",""
"Limited","1991","Couple + C. GT 16 ","indirect migration background","12","","",""
"Limited","1991","Couple + C. LE and GT 16","no migration background","42","0.331517503023212","0.247289652140819","0.415745353905604"
"Limited","1991","Couple + C. LE and GT 16","direct migration background","11","","",""
"Limited","1991","Couple + C. LE and GT 16","indirect migration background","4","","",""
"Permanent","1992","1-pers.-HH","no migration background","64","0.756468209592873","0.662996808371755","0.849939610813991"
"Permanent","1992","1-pers.-HH","direct migration background","9","","",""
"Permanent","1992","1-pers.-HH","indirect migration background","4","","",""
"Permanent","1992","(Married) couple without C. ","no migration background","173","0.800109319723138","0.747383554469322","0.852835084976954"
"Permanent","1992","(Married) couple without C. ","direct migration background","31","0.73473366973332","0.596178790779669","0.873288548686972"
"Permanent","1992","(Married) couple without C. ","indirect migration background","2","","",""
"Permanent","1992","Single parent ","no migration background","68","0.739966388784017","0.650331947101315","0.829600830466719"
"Permanent","1992","Single parent ","direct migration background","6","","",""
"Permanent","1992","Single parent ","indirect migration background","5","","",""
"Permanent","1992","Couple + C. LE 16 ","no migration background","365","0.815930918838223","0.780477439232236","0.851384398444211"
"Permanent","1992","Couple + C. LE 16 ","direct migration background","50","0.870843882186753","0.785268326279703","0.956419438093803"
"Permanent","1992","Couple + C. LE 16 ","indirect migration background","6","","",""
"Permanent","1992","Couple + C. GT 16 ","no migration background","208","0.641593893921204","0.587952912600053","0.695234875242356"
"Permanent","1992","Couple + C. GT 16 ","direct migration background","30","0.594169456151877","0.447398072109877","0.740940840193877"
"Permanent","1992","Couple + C. GT 16 ","indirect migration background","14","","",""
"Permanent","1992","Couple + C. LE and GT 16","no migration background","74","0.743468792919195","0.658298355374926","0.828639230463464"
"Permanent","1992","Couple + C. LE and GT 16","direct migration background","22","","",""
"Permanent","1992","Couple + C. LE and GT 16","indirect migration background","8","","",""
"Limited","1992","1-pers.-HH","no migration background","17","","",""
"Limited","1992","1-pers.-HH","direct migration background","1","","",""
"Limited","1992","1-pers.-HH","indirect migration background","2","","",""
"Limited","1992","(Married) couple without C. ","no migration background","48","0.199890680276862","0.147164915023046","0.252616445530678"
"Limited","1992","(Married) couple without C. ","direct migration background","8","","",""
"Limited","1992","(Married) couple without C. ","indirect migration background","2","","",""
"Limited","1992","Single parent ","no migration background","24","","",""
"Limited","1992","Single parent ","direct migration background","2","","",""
"Limited","1992","Single parent ","indirect migration background","2","","",""
"Limited","1992","Couple + C. LE 16 ","no migration background","94","0.184069081161777","0.148615601555789","0.219522560767764"
"Limited","1992","Couple + C. LE 16 ","direct migration background","9","","",""
"Limited","1992","Couple + C. LE 16 ","indirect migration background","1","","",""
"Limited","1992","Couple + C. GT 16 ","no migration background","99","0.358406106078796","0.304765124757644","0.412047087399947"
"Limited","1992","Couple + C. GT 16 ","direct migration background","13","","",""
"Limited","1992","Couple + C. GT 16 ","indirect migration background","12","","",""
"Limited","1992","Couple + C. LE and GT 16","no migration background","27","","",""
"Limited","1992","Couple + C. LE and GT 16","direct migration background","10","","",""
"Limited","1992","Couple + C. LE and GT 16","indirect migration background","5","","",""
"Permanent","1993","1-pers.-HH","no migration background","80","0.800092026916456","0.721706998485515","0.878477055347397"
"Permanent","1993","1-pers.-HH","direct migration background","5","","",""
"Permanent","1993","1-pers.-HH","indirect migration background","4","","",""
"Permanent","1993","(Married) couple without C. ","no migration background","174","0.779809321904472","0.72492861341796","0.834690030390983"
"Permanent","1993","(Married) couple without C. ","direct migration background","22","","",""
"Permanent","1993","(Married) couple without C. ","indirect migration background","8","","",""
"Permanent","1993","Single parent ","no migration background","43","0.691313900520543","0.574426245191412","0.808201555849674"
"Permanent","1993","Single parent ","direct migration background","4","","",""
"Permanent","1993","Single parent ","indirect migration background","5","","",""
"Permanent","1993","Couple + C. LE 16 ","no migration background","329","0.874130789953988","0.841083140847401","0.907178439060576"
"Permanent","1993","Couple + C. LE 16 ","direct migration background","34","0.769397413177657","0.642008716568387","0.896786109786927"
"Permanent","1993","Couple + C. LE 16 ","indirect migration background","4","","",""
"Permanent","1993","Couple + C. GT 16 ","no migration background","139","0.63786887639262","0.572237258088035","0.703500494697206"
"Permanent","1993","Couple + C. GT 16 ","direct migration background","24","","",""
"Permanent","1993","Couple + C. GT 16 ","indirect migration background","15","","",""
"Permanent","1993","Couple + C. LE and GT 16","no migration background","70","0.649299390529248","0.556693467877248","0.741905313181249"
"Permanent","1993","Couple + C. LE and GT 16","direct migration background","20","","",""
"Permanent","1993","Couple + C. LE and GT 16","indirect migration background","12","","",""
"Limited","1993","1-pers.-HH","no migration background","20","","",""
"Limited","1993","1-pers.-HH","direct migration background","4","","",""
"Limited","1993","1-pers.-HH","indirect migration background","","","",""
"Limited","1993","(Married) couple without C. ","no migration background","45","0.220190678095528","0.165309969609017","0.27507138658204"
"Limited","1993","(Married) couple without C. ","direct migration background","5","","",""
"Limited","1993","(Married) couple without C. ","indirect migration background","1","","",""
"Limited","1993","Single parent ","no migration background","17","","",""
"Limited","1993","Single parent ","direct migration background","2","","",""
"Limited","1993","Single parent ","indirect migration background","3","","",""
"Limited","1993","Couple + C. LE 16 ","no migration background","58","0.125869210046012","0.0928215609394242","0.158916859152599"
"Limited","1993","Couple + C. LE 16 ","direct migration background","8","","",""
"Limited","1993","Couple + C. LE 16 ","indirect migration background","1","","",""
"Limited","1993","Couple + C. GT 16 ","no migration background","67","0.36213112360738","0.296499505302794","0.427762741911965"
"Limited","1993","Couple + C. GT 16 ","direct migration background","8","","",""
"Limited","1993","Couple + C. GT 16 ","indirect migration background","10","","",""
"Limited","1993","Couple + C. LE and GT 16","no migration background","32","0.350700609470752","0.258094686818751","0.443306532122752"
"Limited","1993","Couple + C. LE and GT 16","direct migration background","5","","",""
"Limited","1993","Couple + C. LE and GT 16","indirect migration background","8","","",""
"Permanent","1994","1-pers.-HH","no migration background","65","0.713370716751526","0.623843935424583","0.80289749807847"
"Permanent","1994","1-pers.-HH","direct migration background","9","","",""
"Permanent","1994","1-pers.-HH","indirect migration background","2","","",""
"Permanent","1994","(Married) couple without C. ","no migration background","164","0.804429291767143","0.750265342429741","0.858593241104544"
"Permanent","1994","(Married) couple without C. ","direct migration background","17","","",""
"Permanent","1994","(Married) couple without C. ","indirect migration background","15","","",""
"Permanent","1994","Single parent ","no migration background","35","0.510955294819335","0.384470535585445","0.637440054053224"
"Permanent","1994","Single parent ","direct migration background","2","","",""
"Permanent","1994","Single parent ","indirect migration background","5","","",""
"Permanent","1994","Couple + C. LE 16 ","no migration background","216","0.775454573092871","0.726923576573705","0.823985569612036"
"Permanent","1994","Couple + C. LE 16 ","direct migration background","31","0.840526941939672","0.725622910039069","0.955430973840276"
"Permanent","1994","Couple + C. LE 16 ","indirect migration background","4","","",""
"Permanent","1994","Couple + C. GT 16 ","no migration background","115","0.571473285927456","0.50129248429181","0.641654087563102"
"Permanent","1994","Couple + C. GT 16 ","direct migration background","10","","",""
"Permanent","1994","Couple + C. GT 16 ","indirect migration background","20","","",""
"Permanent","1994","Couple + C. LE and GT 16","no migration background","51","0.543142381466123","0.445994197623302","0.640290565308944"
"Permanent","1994","Couple + C. LE and GT 16","direct migration background","9","","",""
"Permanent","1994","Couple + C. LE and GT 16","indirect migration background","12","","",""
"Limited","1994","1-pers.-HH","no migration background","33","0.286629283248474","0.19710250192153","0.376156064575417"
"Limited","1994","1-pers.-HH","direct migration background","2","","",""
"Limited","1994","1-pers.-HH","indirect migration background","4","","",""
"Limited","1994","(Married) couple without C. ","no migration background","42","0.195570708232857","0.141406758895456","0.249734657570259"
"Limited","1994","(Married) couple without C. ","direct migration background","10","","",""
"Limited","1994","(Married) couple without C. ","indirect migration background","4","","",""
"Limited","1994","Single parent ","no migration background","25","","",""
"Limited","1994","Single parent ","direct migration background","","","",""
"Limited","1994","Single parent ","indirect migration background","2","","",""
"Limited","1994","Couple + C. LE 16 ","no migration background","68","0.22454542690713","0.176014430387964","0.273076423426295"
"Limited","1994","Couple + C. LE 16 ","direct migration background","8","","",""
"Limited","1994","Couple + C. LE 16 ","indirect migration background","","","",""
"Limited","1994","Couple + C. GT 16 ","no migration background","76","0.428526714072544","0.358345912436898","0.49870751570819"
"Limited","1994","Couple + C. GT 16 ","direct migration background","8","","",""
"Limited","1994","Couple + C. GT 16 ","indirect migration background","19","","",""
"Limited","1994","Couple + C. LE and GT 16","no migration background","50","0.456857618533877","0.359709434691056","0.554005802376698"
"Limited","1994","Couple + C. LE and GT 16","direct migration background","14","","",""
"Limited","1994","Couple + C. LE and GT 16","indirect migration background","18","","",""
