"plb0037_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Limited","1987","Not Working","higher education","5","","","","2"
"Limited","1987","Not Working","inadequately","","","","","2"
"Limited","1987","Not Working","general elemantary","7","","","","2"
"Limited","1987","Not Working","vocational + Abi","1","","","","2"
"Limited","1987","Full Time","higher education","8","","","","2"
"Limited","1987","Not Working","middle vocational","12","","","","2"
"Limited","1987","Full Time","inadequately","4","","","","2"
"Limited","1987","Full Time","general elemantary","32","0.294739303783353","0.20711485705469","0.382363750512016","2"
"Limited","1987","Part Time","vocational + Abi","9","","","","2"
"Limited","1987","Part Time","higher vocational","8","","","","2"
"Limited","1987","Part Time","higher education","19","","","","2"
"Limited","1987","Full Time","middle vocational","46","0.125307291992673","0.0912029455755746","0.159411638409772","2"
"Limited","1987","Full Time","higher vocational","4","","","","2"
"Limited","1987","Part Time","middle vocational","65","0.338670110134109","0.269724548462098","0.40761567180612","2"
"Limited","1987","Full Time","in school","","","","","2"
"Limited","1987","Full Time","vocational + Abi","3","","","","2"
"Limited","1987","Part Time","in school","1","","","","2"
"Limited","1987","Part Time","inadequately","8","","","","2"
"Limited","1987","Part Time","general elemantary","91","0.534537334289124","0.457488406234762","0.611586262343485","2"
"Permanent","1987","Full Time","in school","","","","","1"
"Permanent","1987","Full Time","inadequately","9","","","","1"
"Permanent","1987","Full Time","general elemantary","72","0.705260696216647","0.617636249487984","0.79288514294531","1"
"Permanent","1987","Full Time","middle vocational","316","0.874692708007327","0.840588361590228","0.908797054424425","1"
"Permanent","1987","Full Time","vocational + Abi","20","","","","1"
"Permanent","1987","Full Time","higher vocational","34","0.893151897851709","0.794931347852808","0.991372447850609","1"
"Permanent","1987","Full Time","higher education","49","0.897659865813684","0.818975298962996","0.976344432664372","1"
"Permanent","1987","Part Time","in school","","","","","1"
"Permanent","1987","Part Time","inadequately","25","","","","1"
"Permanent","1987","Part Time","general elemantary","70","0.465462665710876","0.388413737656515","0.542511593765238","1"
"Permanent","1987","Part Time","middle vocational","116","0.661329889865891","0.59238432819388","0.730275451537902","1"
"Permanent","1987","Part Time","vocational + Abi","7","","","","1"
"Permanent","1987","Part Time","higher vocational","17","","","","1"
"Permanent","1987","Part Time","higher education","21","","","","1"
"Permanent","1987","Not Working","in school","1","","","","1"
"Permanent","1987","Not Working","inadequately","","","","","1"
"Permanent","1987","Not Working","general elemantary","13","","","","1"
"Permanent","1987","Not Working","middle vocational","20","","","","1"
"Permanent","1987","Not Working","vocational + Abi","2","","","","1"
"Permanent","1987","Not Working","higher vocational","2","","","","1"
"Permanent","1987","Not Working","higher education","3","","","","1"
"Limited","1988","Full Time","higher vocational","8","","","","2"
"Limited","1988","Full Time","higher education","27","","","","2"
"Limited","1988","Not Working","general elemantary","19","","","","2"
"Limited","1988","Not Working","higher education","1","","","","2"
"Limited","1988","Not Working","higher vocational","1","","","","2"
"Limited","1988","Not Working","in school","","","","","2"
"Limited","1988","Full Time","general elemantary","163","0.224939011702455","0.1966182334529","0.25325978995201","2"
"Limited","1988","Not Working","inadequately","7","","","","2"
"Limited","1988","Full Time","vocational + Abi","12","","","","2"
"Limited","1988","Full Time","inadequately","15","","","","2"
"Limited","1988","Not Working","middle vocational","19","","","","2"
"Limited","1988","Not Working","vocational + Abi","3","","","","2"
"Limited","1988","Full Time","middle vocational","121","0.0520603234372961","0.0426061941217153","0.061514452752877","2"
"Limited","1988","Full Time","in school","","","","","2"
"Limited","1988","Part Time","inadequately","8","","","","2"
"Limited","1988","Part Time","general elemantary","110","0.255488058787108","0.21209169258247","0.298884424991746","2"
"Limited","1988","Part Time","middle vocational","72","0.124147768210643","0.096463393507548","0.151832142913739","2"
"Limited","1988","Part Time","vocational + Abi","8","","","","2"
"Limited","1988","Part Time","higher vocational","7","","","","2"
"Limited","1988","Part Time","higher education","21","","","","2"
"Limited","1988","Part Time","in school","1","","","","2"
"Permanent","1988","Full Time","in school","","","","","1"
"Permanent","1988","Full Time","inadequately","258","0.863743905707597","0.823049263584653","0.90443854783054","1"
"Permanent","1988","Full Time","general elemantary","672","0.775060988297545","0.74674021004799","0.8033817665471","1"
"Permanent","1988","Full Time","middle vocational","2000","0.947939676562704","0.938485547247123","0.957393805878285","1"
"Permanent","1988","Full Time","vocational + Abi","115","0.90338548263629","0.852004313922058","0.954766651350522","1"
"Permanent","1988","Full Time","higher vocational","234","0.967541830365692","0.945214474422146","0.989869186309237","1"
"Permanent","1988","Full Time","higher education","336","0.934106399650966","0.908584407485817","0.959628391816115","1"
"Permanent","1988","Part Time","in school","3","","","","1"
"Permanent","1988","Part Time","inadequately","55","0.826354269831007","0.73281520828829","0.919893331373723","1"
"Permanent","1988","Part Time","general elemantary","278","0.744511941212892","0.701115575008254","0.78790830741753","1"
"Permanent","1988","Part Time","middle vocational","473","0.875852231789356","0.848167857086261","0.903536606492452","1"
"Permanent","1988","Part Time","vocational + Abi","22","","","","1"
"Permanent","1988","Part Time","higher vocational","49","0.885700631700531","0.802367161005077","0.969034102395986","1"
"Permanent","1988","Part Time","higher education","82","0.761758457398514","0.679487440148945","0.844029474648083","1"
"Permanent","1988","Not Working","in school","2","","","","1"
"Permanent","1988","Not Working","inadequately","2","","","","1"
"Permanent","1988","Not Working","general elemantary","6","","","","1"
"Permanent","1988","Not Working","middle vocational","17","","","","1"
"Permanent","1988","Not Working","vocational + Abi","2","","","","1"
"Permanent","1988","Not Working","higher vocational","3","","","","1"
"Permanent","1988","Not Working","higher education","6","","","","1"
"Limited","1989","Full Time","higher education","5","","","","2"
"Limited","1989","Not Working","in school","","","","","2"
"Limited","1989","Not Working","general elemantary","9","","","","2"
"Limited","1989","Not Working","inadequately","2","","","","2"
"Limited","1989","Full Time","higher vocational","3","","","","2"
"Limited","1989","Not Working","higher vocational","1","","","","2"
"Limited","1989","Not Working","higher education","1","","","","2"
"Limited","1989","Full Time","general elemantary","19","","","","2"
"Limited","1989","Full Time","middle vocational","39","0.147116150775122","0.101137545902055","0.193094755648189","2"
"Limited","1989","Full Time","vocational + Abi","4","","","","2"
"Limited","1989","Full Time","inadequately","","","","","2"
"Limited","1989","Not Working","middle vocational","16","","","","2"
"Limited","1989","Not Working","vocational + Abi","1","","","","2"
"Limited","1989","Full Time","in school","","","","","2"
"Limited","1989","Part Time","in school","","","","","2"
"Limited","1989","Part Time","inadequately","5","","","","2"
"Limited","1989","Part Time","general elemantary","71","0.527474742809829","0.441654495251123","0.613294990368536","2"
"Limited","1989","Part Time","middle vocational","46","0.284402576534145","0.213835940919598","0.354969212148692","2"
"Limited","1989","Part Time","vocational + Abi","4","","","","2"
"Limited","1989","Part Time","higher vocational","3","","","","2"
"Limited","1989","Part Time","higher education","16","","","","2"
"Permanent","1989","Full Time","in school","","","","","1"
"Permanent","1989","Full Time","inadequately","11","","","","1"
"Permanent","1989","Full Time","general elemantary","64","0.740839121022019","0.646572981705959","0.835105260338079","1"
"Permanent","1989","Full Time","middle vocational","189","0.852883849224878","0.806905244351811","0.898862454097945","1"
"Permanent","1989","Full Time","vocational + Abi","28","","","","1"
"Permanent","1989","Full Time","higher vocational","34","0.930792280447802","0.849011568888408","1.0125729920072","1"
"Permanent","1989","Full Time","higher education","44","0.927140471728797","0.85436818898078","0.999912754476813","1"
"Permanent","1989","Part Time","in school","5","","","","1"
"Permanent","1989","Part Time","inadequately","18","","","","1"
"Permanent","1989","Part Time","general elemantary","59","0.472525257190171","0.386705009631464","0.558345504748877","1"
"Permanent","1989","Part Time","middle vocational","111","0.715597423465855","0.645030787851308","0.786164059080402","1"
"Permanent","1989","Part Time","vocational + Abi","8","","","","1"
"Permanent","1989","Part Time","higher vocational","14","","","","1"
"Permanent","1989","Part Time","higher education","16","","","","1"
"Permanent","1989","Not Working","in school","1","","","","1"
"Permanent","1989","Not Working","inadequately","3","","","","1"
"Permanent","1989","Not Working","general elemantary","11","","","","1"
"Permanent","1989","Not Working","middle vocational","12","","","","1"
"Permanent","1989","Not Working","vocational + Abi","1","","","","1"
"Permanent","1989","Not Working","higher vocational","","","","","1"
"Permanent","1989","Not Working","higher education","6","","","","1"
"Limited","1990","Full Time","higher education","10","","","","2"
"Limited","1990","Not Working","in school","","","","","2"
"Limited","1990","Not Working","inadequately","","","","","2"
"Limited","1990","Not Working","general elemantary","9","","","","2"
"Limited","1990","Full Time","higher vocational","1","","","","2"
"Limited","1990","Not Working","higher education","3","","","","2"
"Limited","1990","Not Working","higher vocational","","","","","2"
"Limited","1990","Full Time","vocational + Abi","5","","","","2"
"Limited","1990","Full Time","inadequately","2","","","","2"
"Limited","1990","Full Time","general elemantary","19","","","","2"
"Limited","1990","Full Time","middle vocational","27","","","","2"
"Limited","1990","Not Working","middle vocational","10","","","","2"
"Limited","1990","Not Working","vocational + Abi","","","","","2"
"Limited","1990","Full Time","in school","","","","","2"
"Limited","1990","Part Time","in school","","","","","2"
"Limited","1990","Part Time","inadequately","6","","","","2"
"Limited","1990","Part Time","general elemantary","64","0.474115040080894","0.389884720559461","0.558345359602327","2"
"Limited","1990","Part Time","middle vocational","47","0.279718909979946","0.211641695778274","0.347796124181618","2"
"Limited","1990","Part Time","vocational + Abi","3","","","","2"
"Limited","1990","Part Time","higher vocational","4","","","","2"
"Limited","1990","Part Time","higher education","8","","","","2"
"Permanent","1990","Full Time","in school","","","","","1"
"Permanent","1990","Full Time","inadequately","12","","","","1"
"Permanent","1990","Full Time","general elemantary","66","0.73932631811703","0.645999748175616","0.832652888058444","1"
"Permanent","1990","Full Time","middle vocational","246","0.926027091050759","0.894980425566541","0.957073756534977","1"
"Permanent","1990","Full Time","vocational + Abi","26","","","","1"
"Permanent","1990","Full Time","higher vocational","24","","","","1"
"Permanent","1990","Full Time","higher education","36","0.80114055999268","0.685796126315087","0.916484993670273","1"
"Permanent","1990","Part Time","in school","","","","","1"
"Permanent","1990","Part Time","inadequately","15","","","","1"
"Permanent","1990","Part Time","general elemantary","71","0.525884959919106","0.441654640397673","0.610115279440539","1"
"Permanent","1990","Part Time","middle vocational","120","0.720281090020054","0.652203875818382","0.788358304221726","1"
"Permanent","1990","Part Time","vocational + Abi","12","","","","1"
"Permanent","1990","Part Time","higher vocational","10","","","","1"
"Permanent","1990","Part Time","higher education","21","","","","1"
"Permanent","1990","Not Working","in school","1","","","","1"
"Permanent","1990","Not Working","inadequately","4","","","","1"
"Permanent","1990","Not Working","general elemantary","10","","","","1"
"Permanent","1990","Not Working","middle vocational","11","","","","1"
"Permanent","1990","Not Working","vocational + Abi","","","","","1"
"Permanent","1990","Not Working","higher vocational","1","","","","1"
"Permanent","1990","Not Working","higher education","5","","","","1"
"Limited","1991","Full Time","higher vocational","1","","","","2"
"Limited","1991","Full Time","general elemantary","17","","","","2"
"Limited","1991","Full Time","vocational + Abi","3","","","","2"
"Limited","1991","Full Time","middle vocational","32","0.112441107112654","0.0732028630752875","0.151679351150021","2"
"Limited","1991","Full Time","higher education","7","","","","2"
"Limited","1991","Full Time","inadequately","2","","","","2"
"Limited","1991","Full Time","in school","","","","","2"
"Limited","1991","Not Working","in school","","","","","2"
"Limited","1991","Not Working","higher education","4","","","","2"
"Limited","1991","Not Working","inadequately","1","","","","2"
"Limited","1991","Not Working","general elemantary","9","","","","2"
"Limited","1991","Not Working","higher vocational","","","","","2"
"Limited","1991","Not Working","middle vocational","7","","","","2"
"Limited","1991","Not Working","vocational + Abi","1","","","","2"
"Limited","1991","Part Time","in school","","","","","2"
"Limited","1991","Part Time","inadequately","8","","","","2"
"Limited","1991","Part Time","general elemantary","46","0.43012318210973","0.338020236058172","0.522226128161288","2"
"Limited","1991","Part Time","middle vocational","44","0.263596368337261","0.196370907043812","0.33082182963071","2"
"Limited","1991","Part Time","vocational + Abi","9","","","","2"
"Limited","1991","Part Time","higher vocational","3","","","","2"
"Limited","1991","Part Time","higher education","14","","","","2"
"Permanent","1991","Full Time","in school","","","","","1"
"Permanent","1991","Full Time","inadequately","10","","","","1"
"Permanent","1991","Full Time","general elemantary","73","0.805989392742716","0.72429274491402","0.887686040571412","1"
"Permanent","1991","Full Time","middle vocational","217","0.887558892887346","0.848320648849979","0.926797136924713","1"
"Permanent","1991","Full Time","vocational + Abi","23","","","","1"
"Permanent","1991","Full Time","higher vocational","31","0.981130377840598","0.933987285651576","1.02827347002962","1"
"Permanent","1991","Full Time","higher education","47","0.874770002799387","0.78649203284437","0.963047972754405","1"
"Permanent","1991","Part Time","in school","1","","","","1"
"Permanent","1991","Part Time","inadequately","22","","","","1"
"Permanent","1991","Part Time","general elemantary","65","0.56987681789027","0.477773871838712","0.661979763941828","1"
"Permanent","1991","Part Time","middle vocational","121","0.736403631662739","0.66917817036929","0.803629092956188","1"
"Permanent","1991","Part Time","vocational + Abi","14","","","","1"
"Permanent","1991","Part Time","higher vocational","9","","","","1"
"Permanent","1991","Part Time","higher education","10","","","","1"
"Permanent","1991","Not Working","in school","","","","","1"
"Permanent","1991","Not Working","inadequately","8","","","","1"
"Permanent","1991","Not Working","general elemantary","15","","","","1"
"Permanent","1991","Not Working","middle vocational","24","","","","1"
"Permanent","1991","Not Working","vocational + Abi","5","","","","1"
"Permanent","1991","Not Working","higher vocational","","","","","1"
"Permanent","1991","Not Working","higher education","3","","","","1"
"Limited","1992","Full Time","general elemantary","21","","","","2"
"Limited","1992","Full Time","inadequately","1","","","","2"
"Limited","1992","Full Time","middle vocational","83","0.17047566596152","0.137902582381779","0.20304874954126","2"
"Limited","1992","Full Time","higher education","46","0.1831252308329","0.133031637761508","0.233218823904291","2"
"Limited","1992","Full Time","vocational + Abi","6","","","","2"
"Limited","1992","Full Time","higher vocational","11","","","","2"
"Limited","1992","Full Time","in school","","","","","2"
"Limited","1992","Not Working","inadequately","1","","","","2"
"Limited","1992","Not Working","in school","","","","","2"
"Limited","1992","Not Working","general elemantary","6","","","","2"
"Limited","1992","Not Working","higher vocational","","","","","2"
"Limited","1992","Not Working","higher education","6","","","","2"
"Limited","1992","Not Working","middle vocational","21","","","","2"
"Limited","1992","Not Working","vocational + Abi","1","","","","2"
"Limited","1992","Part Time","in school","","","","","2"
"Limited","1992","Part Time","inadequately","2","","","","2"
"Limited","1992","Part Time","general elemantary","54","0.380520021814581","0.298620078635896","0.462419964993266","2"
"Limited","1992","Part Time","middle vocational","93","0.312577656156778","0.259591158624698","0.365564153688858","2"
"Limited","1992","Part Time","vocational + Abi","6","","","","2"
"Limited","1992","Part Time","higher vocational","5","","","","2"
"Limited","1992","Part Time","higher education","22","","","","2"
"Permanent","1992","Full Time","in school","","","","","1"
"Permanent","1992","Full Time","inadequately","10","","","","1"
"Permanent","1992","Full Time","general elemantary","74","0.858620194849498","0.788558518038966","0.928681871660029","1"
"Permanent","1992","Full Time","middle vocational","429","0.829524334038481","0.79695125045874","0.862097417618221","1"
"Permanent","1992","Full Time","vocational + Abi","27","","","","1"
"Permanent","1992","Full Time","higher vocational","61","0.884885749891599","0.811164958652139","0.95860654113106","1"
"Permanent","1992","Full Time","higher education","183","0.8168747691671","0.766781176095709","0.866968362238492","1"
"Permanent","1992","Part Time","in school","4","","","","1"
"Permanent","1992","Part Time","inadequately","16","","","","1"
"Permanent","1992","Part Time","general elemantary","81","0.619479978185419","0.537580035006734","0.701379921364104","1"
"Permanent","1992","Part Time","middle vocational","201","0.687422343843222","0.634435846311142","0.740408841375302","1"
"Permanent","1992","Part Time","vocational + Abi","8","","","","1"
"Permanent","1992","Part Time","higher vocational","14","","","","1"
"Permanent","1992","Part Time","higher education","56","0.625604603001164","0.518201703056312","0.733007502946015","1"
"Permanent","1992","Not Working","in school","","","","","1"
"Permanent","1992","Not Working","inadequately","2","","","","1"
"Permanent","1992","Not Working","general elemantary","8","","","","1"
"Permanent","1992","Not Working","middle vocational","15","","","","1"
"Permanent","1992","Not Working","vocational + Abi","2","","","","1"
"Permanent","1992","Not Working","higher vocational","","","","","1"
"Permanent","1992","Not Working","higher education","4","","","","1"
"Limited","1993","Full Time","higher education","24","","","","2"
"Limited","1993","Full Time","middle vocational","60","0.14144106364343","0.107954218099872","0.174927909186987","2"
"Limited","1993","Full Time","higher vocational","5","","","","2"
"Limited","1993","Full Time","inadequately","1","","","","2"
"Limited","1993","Full Time","general elemantary","11","","","","2"
"Limited","1993","Full Time","vocational + Abi","2","","","","2"
"Limited","1993","Not Working","inadequately","1","","","","2"
"Limited","1993","Not Working","general elemantary","6","","","","2"
"Limited","1993","Full Time","in school","","","","","2"
"Limited","1993","Not Working","in school","","","","","2"
"Limited","1993","Not Working","higher vocational","1","","","","2"
"Limited","1993","Not Working","higher education","7","","","","2"
"Limited","1993","Not Working","middle vocational","13","","","","2"
"Limited","1993","Not Working","vocational + Abi","","","","","2"
"Limited","1993","Part Time","in school","","","","","2"
"Limited","1993","Part Time","inadequately","6","","","","2"
"Limited","1993","Part Time","general elemantary","51","0.392429351789933","0.305783592943421","0.479075110636444","2"
"Limited","1993","Part Time","middle vocational","81","0.330730217201256","0.273210190890377","0.388250243512136","2"
"Limited","1993","Part Time","vocational + Abi","6","","","","2"
"Limited","1993","Part Time","higher vocational","4","","","","2"
"Limited","1993","Part Time","higher education","29","","","","2"
"Permanent","1993","Full Time","in school","","","","","1"
"Permanent","1993","Full Time","inadequately","6","","","","1"
"Permanent","1993","Full Time","general elemantary","59","0.75596208251338","0.655343607107462","0.856580557919298","1"
"Permanent","1993","Full Time","middle vocational","356","0.85855893635657","0.825072090813013","0.892045781900128","1"
"Permanent","1993","Full Time","vocational + Abi","31","0.969578609627641","0.91098204387554","1.02817517537974","1"
"Permanent","1993","Full Time","higher vocational","57","0.95864643771601","0.909085679609682","1.00820719582234","1"
"Permanent","1993","Full Time","higher education","145","0.828297088709746","0.771439735919818","0.885154441499674","1"
"Permanent","1993","Part Time","in school","1","","","","1"
"Permanent","1993","Part Time","inadequately","9","","","","1"
"Permanent","1993","Part Time","general elemantary","71","0.607570648210067","0.520924889363556","0.694216407056579","1"
"Permanent","1993","Part Time","middle vocational","176","0.669269782798744","0.611749756487864","0.726789809109623","1"
"Permanent","1993","Part Time","vocational + Abi","15","","","","1"
"Permanent","1993","Part Time","higher vocational","9","","","","1"
"Permanent","1993","Part Time","higher education","48","0.627654073089132","0.519675842157469","0.735632304020795","1"
"Permanent","1993","Not Working","in school","","","","","1"
"Permanent","1993","Not Working","inadequately","1","","","","1"
"Permanent","1993","Not Working","general elemantary","13","","","","1"
"Permanent","1993","Not Working","middle vocational","25","","","","1"
"Permanent","1993","Not Working","vocational + Abi","1","","","","1"
"Permanent","1993","Not Working","higher vocational","2","","","","1"
"Permanent","1993","Not Working","higher education","11","","","","1"
"Limited","1994","Full Time","middle vocational","46","0.129919564561075","0.09231020975803","0.16752891936412","2"
"Limited","1994","Full Time","higher vocational","6","","","","2"
"Limited","1994","Full Time","higher education","17","","","","2"
"Limited","1994","Full Time","in school","","","","","2"
"Limited","1994","Full Time","general elemantary","20","","","","2"
"Limited","1994","Full Time","vocational + Abi","6","","","","2"
"Limited","1994","Full Time","inadequately","1","","","","2"
"Limited","1994","Not Working","in school","","","","","2"
"Limited","1994","Not Working","inadequately","3","","","","2"
"Limited","1994","Not Working","general elemantary","8","","","","2"
"Limited","1994","Not Working","higher vocational","5","","","","2"
"Limited","1994","Not Working","higher education","8","","","","2"
"Limited","1994","Not Working","middle vocational","22","","","","2"
"Limited","1994","Not Working","vocational + Abi","3","","","","2"
"Limited","1994","Part Time","in school","3","","","","2"
"Limited","1994","Part Time","inadequately","6","","","","2"
"Limited","1994","Part Time","general elemantary","75","0.595179459451665","0.512683272719732","0.677675646183597","2"
"Limited","1994","Part Time","middle vocational","113","0.376767272014728","0.321564111028502","0.431970433000954","2"
"Limited","1994","Part Time","vocational + Abi","9","","","","2"
"Limited","1994","Part Time","higher vocational","3","","","","2"
"Limited","1994","Part Time","higher education","40","0.465995926149916","0.35668427795168","0.575307574348152","2"
"Permanent","1994","Part Time","in school","2","","","","1"
"Permanent","1994","Part Time","inadequately","12","","","","1"
"Permanent","1994","Part Time","general elemantary","61","0.404820540548335","0.322324353816403","0.487316727280268","1"
"Permanent","1994","Part Time","middle vocational","183","0.623232727985272","0.568029566999046","0.678435888971498","1"
"Permanent","1994","Part Time","vocational + Abi","16","","","","1"
"Permanent","1994","Part Time","higher vocational","22","","","","1"
"Permanent","1994","Part Time","higher education","40","0.534004073850084","0.424692425651848","0.64331572204832","1"
"Permanent","1994","Not Working","in school","1","","","","1"
"Permanent","1994","Not Working","inadequately","3","","","","1"
"Permanent","1994","Not Working","general elemantary","9","","","","1"
"Permanent","1994","Not Working","middle vocational","21","","","","1"
"Permanent","1994","Not Working","vocational + Abi","1","","","","1"
"Permanent","1994","Not Working","higher vocational","1","","","","1"
"Permanent","1994","Not Working","higher education","6","","","","1"
"Permanent","1994","Full Time","in school","","","","","1"
"Permanent","1994","Full Time","inadequately","2","","","","1"
"Permanent","1994","Full Time","general elemantary","25","","","","1"
"Permanent","1994","Full Time","middle vocational","261","0.870080435438925","0.83247108063588","0.90768979024197","1"
"Permanent","1994","Full Time","vocational + Abi","25","","","","1"
"Permanent","1994","Full Time","higher vocational","40","0.923940893418687","0.847334171346401","1.00054761549097","1"
"Permanent","1994","Full Time","higher education","80","0.862428057934704","0.793881035175055","0.930975080694354","1"
"Limited","1995","Full Time","in school","4","","","","2"
"Limited","1995","Full Time","general elemantary","154","0.231672377404548","0.200031531154972","0.263313223654124","2"
"Limited","1995","Full Time","middle vocational","181","0.0613614481036174","0.0524848504906347","0.0702380457166001","2"
"Limited","1995","Full Time","inadequately","11","","","","2"
"Limited","1995","Full Time","vocational + Abi","11","","","","2"
"Limited","1995","Full Time","higher vocational","10","","","","2"
"Limited","1995","Full Time","higher education","73","0.0778169770931242","0.0606370865590643","0.0949968676271841","2"
"Limited","1995","Not Working","in school","1","","","","2"
"Limited","1995","Not Working","inadequately","","","","","2"
"Limited","1995","Not Working","general elemantary","18","","","","2"
"Limited","1995","Not Working","higher vocational","3","","","","2"
"Limited","1995","Not Working","higher education","7","","","","2"
