"plb0037_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Limited","1986","Not Employed","Couple + C. LE and GT 16","6","","","","2"
"Limited","1986","Employed","Single parent ","20","","","","2"
"Limited","1986","Employed","1-pers.-HH","12","","","","2"
"Limited","1986","Employed","Couple + C. LE 16 ","13","","","","2"
"Limited","1986","Employed","Couple + C. GT 16 ","70","0.380830022627185","0.309693585496519","0.45196645975785","2"
"Limited","1986","Employed","Couple + C. LE and GT 16","43","0.389203718448546","0.297249237786288","0.481158199110804","2"
"Permanent","1986","Not Employed","1-pers.-HH","","","","","1"
"Permanent","1986","Not Employed","(Married) couple without C. ","3","","","","1"
"Permanent","1986","Not Employed","Single parent ","1","","","","1"
"Permanent","1986","Not Employed","Couple + C. LE 16 ","3","","","","1"
"Permanent","1986","Not Employed","Couple + C. GT 16 ","6","","","","1"
"Permanent","1986","Not Employed","Couple + C. LE and GT 16","6","","","","1"
"Permanent","1986","Employed","1-pers.-HH","56","0.808766944820814","0.715293808943905","0.902240080697724","1"
"Permanent","1986","Employed","(Married) couple without C. ","160","0.859682919549098","0.810297845473942","0.909067993624254","1"
"Permanent","1986","Employed","Single parent ","25","","","","1"
"Permanent","1986","Employed","Couple + C. LE 16 ","157","0.937281747498262","0.900835259586401","0.973728235410123","1"
"Permanent","1986","Employed","Couple + C. GT 16 ","109","0.619169977372815","0.54803354024215","0.690306414503481","1"
"Permanent","1986","Employed","Couple + C. LE and GT 16","65","0.610796281551454","0.518841800889196","0.702750762213712","1"
"Limited","1987","Not Employed","1-pers.-HH","5","","","","2"
"Limited","1987","Not Employed","(Married) couple without C. ","1","","","","2"
"Limited","1987","Not Employed","Couple + C. LE 16 ","5","","","","2"
"Limited","1987","Not Employed","Single parent ","2","","","","2"
"Limited","1987","Employed","(Married) couple without C. ","46","0.191644188682484","0.140100773417625","0.243187603947343","2"
"Limited","1987","Not Employed","Couple + C. GT 16 ","8","","","","2"
"Limited","1987","Not Employed","Couple + C. LE and GT 16","6","","","","2"
"Limited","1987","Employed","1-pers.-HH","20","","","","2"
"Limited","1987","Employed","Single parent ","20","","","","2"
"Limited","1987","Employed","Couple + C. LE 16 ","34","0.15132429490716","0.103752990642418","0.198895599171903","2"
"Limited","1987","Employed","Couple + C. GT 16 ","99","0.387561914671815","0.326431855062011","0.448691974281619","2"
"Limited","1987","Employed","Couple + C. LE and GT 16","59","0.360972085376985","0.285117043100664","0.436827127653306","2"
"Permanent","1987","Not Employed","Couple + C. GT 16 ","6","","","","1"
"Permanent","1987","Not Employed","Couple + C. LE and GT 16","8","","","","1"
"Permanent","1987","Employed","1-pers.-HH","57","0.776373163005812","0.683305256191598","0.869441069820027","1"
"Permanent","1987","Employed","(Married) couple without C. ","178","0.808355811317516","0.756812396052657","0.859899226582375","1"
"Permanent","1987","Employed","Single parent ","44","0.695704881475914","0.582980432228268","0.80842933072356","1"
"Permanent","1987","Employed","Couple + C. LE 16 ","184","0.84867570509284","0.801104400828097","0.896247009357582","1"
"Permanent","1987","Not Employed","1-pers.-HH","3","","","","1"
"Permanent","1987","Not Employed","(Married) couple without C. ","6","","","","1"
"Permanent","1987","Not Employed","Single parent ","4","","","","1"
"Permanent","1987","Not Employed","Couple + C. LE 16 ","13","","","","1"
"Permanent","1987","Employed","Couple + C. GT 16 ","145","0.612438085328185","0.551308025718381","0.673568144937989","1"
"Permanent","1987","Employed","Couple + C. LE and GT 16","95","0.639027914623015","0.563172872346694","0.714882956899336","1"
"Limited","1988","Not Employed","1-pers.-HH","2","","","","2"
"Limited","1988","Not Employed","(Married) couple without C. ","10","","","","2"
"Limited","1988","Not Employed","Couple + C. LE 16 ","11","","","","2"
"Limited","1988","Not Employed","Single parent ","6","","","","2"
"Limited","1988","Not Employed","Couple + C. GT 16 ","10","","","","2"
"Limited","1988","Not Employed","Couple + C. LE and GT 16","8","","","","2"
"Limited","1988","Employed","(Married) couple without C. ","67","0.0654026161209037","0.0508054975909248","0.0799997346508826","2"
"Limited","1988","Employed","1-pers.-HH","37","0.0856323206848645","0.0595162349056168","0.111748406464112","2"
"Limited","1988","Employed","Single parent ","59","0.211800883772352","0.163510172755314","0.260091594789389","2"
"Limited","1988","Employed","Couple + C. LE 16 ","64","0.0440782394944717","0.033017314099982","0.0551391648889613","2"
"Limited","1988","Employed","Couple + C. GT 16 ","216","0.163921484191389","0.143010411185108","0.184832557197669","2"
"Limited","1988","Employed","Couple + C. LE and GT 16","118","0.205067011137897","0.172733874268136","0.237400148007658","2"
"Permanent","1988","Not Employed","Couple + C. GT 16 ","10","","","","1"
"Permanent","1988","Not Employed","Couple + C. LE and GT 16","3","","","","1"
"Permanent","1988","Employed","1-pers.-HH","404","0.914367679315135","0.888251593535888","0.940483765094383","1"
"Permanent","1988","Employed","(Married) couple without C. ","1035","0.934597383879096","0.920000265349117","0.949194502409075","1"
"Permanent","1988","Employed","Single parent ","216","0.788199116227648","0.739908405210611","0.836489827244686","1"
"Permanent","1988","Employed","Couple + C. LE 16 ","1259","0.955921760505528","0.944860835111039","0.966982685900018","1"
"Permanent","1988","Not Employed","1-pers.-HH","5","","","","1"
"Permanent","1988","Not Employed","(Married) couple without C. ","5","","","","1"
"Permanent","1988","Not Employed","Single parent ","2","","","","1"
"Permanent","1988","Not Employed","Couple + C. LE 16 ","11","","","","1"
"Permanent","1988","Employed","Couple + C. GT 16 ","988","0.836078515808611","0.815167442802331","0.856989588814892","1"
"Permanent","1988","Employed","Couple + C. LE and GT 16","481","0.794932988862103","0.762599851992342","0.827266125731864","1"
"Limited","1989","Not Employed","(Married) couple without C. ","4","","","","2"
"Limited","1989","Not Employed","1-pers.-HH","5","","","","2"
"Limited","1989","Employed","(Married) couple without C. ","23","","","","2"
"Limited","1989","Not Employed","Couple + C. LE 16 ","7","","","","2"
"Limited","1989","Not Employed","Single parent ","3","","","","2"
"Limited","1989","Not Employed","Couple + C. GT 16 ","8","","","","2"
"Limited","1989","Not Employed","Couple + C. LE and GT 16","4","","","","2"
"Limited","1989","Employed","1-pers.-HH","21","","","","2"
"Limited","1989","Employed","Single parent ","15","","","","2"
"Limited","1989","Employed","Couple + C. LE 16 ","34","0.183653360040756","0.128008076090904","0.239298643990608","2"
"Limited","1989","Employed","Couple + C. GT 16 ","68","0.32891202939074","0.263961952728772","0.393862106052707","2"
"Limited","1989","Employed","Couple + C. LE and GT 16","37","0.382990607441489","0.28574893405896","0.480232280824017","2"
"Permanent","1989","Not Employed","1-pers.-HH","5","","","","1"
"Permanent","1989","Not Employed","(Married) couple without C. ","2","","","","1"
"Permanent","1989","Not Employed","Couple + C. GT 16 ","7","","","","1"
"Permanent","1989","Not Employed","Couple + C. LE and GT 16","2","","","","1"
"Permanent","1989","Employed","1-pers.-HH","84","0.853988577419216","0.786446737286438","0.921530417551995","1"
"Permanent","1989","Employed","(Married) couple without C. ","116","0.877140865289991","0.822567706845002","0.93171402373498","1"
"Permanent","1989","Employed","Single parent ","33","0.656630302199214","0.522301570022569","0.790959034375859","1"
"Permanent","1989","Employed","Couple + C. LE 16 ","152","0.816346639959244","0.760701356009392","0.871991923909096","1"
"Permanent","1989","Not Employed","Single parent ","3","","","","1"
"Permanent","1989","Not Employed","Couple + C. LE 16 ","12","","","","1"
"Permanent","1989","Employed","Couple + C. GT 16 ","133","0.67108797060926","0.606137893947292","0.736038047271228","1"
"Permanent","1989","Employed","Couple + C. LE and GT 16","59","0.617009392558511","0.519767719175983","0.71425106594104","1"
"Limited","1990","Not Employed","1-pers.-HH","","","","","2"
"Limited","1990","Not Employed","(Married) couple without C. ","2","","","","2"
"Limited","1990","Employed","(Married) couple without C. ","30","0.128839055244855","0.0790600250592331","0.178618085430477","2"
"Limited","1990","Not Employed","Couple + C. LE 16 ","9","","","","2"
"Limited","1990","Not Employed","Single parent ","1","","","","2"
"Limited","1990","Not Employed","Couple + C. GT 16 ","8","","","","2"
"Limited","1990","Not Employed","Couple + C. LE and GT 16","3","","","","2"
"Limited","1990","Employed","1-pers.-HH","25","","","","2"
"Limited","1990","Employed","Single parent ","18","","","","2"
"Limited","1990","Employed","Couple + C. LE 16 ","30","0.137477472592159","0.0915553230436411","0.183399622140676","2"
"Limited","1990","Employed","Couple + C. GT 16 ","53","0.260618586287385","0.198847650165807","0.322389522408964","2"
"Limited","1990","Employed","Couple + C. LE and GT 16","39","0.444271811226002","0.343285569669629","0.545258052782376","2"
"Permanent","1990","Not Employed","1-pers.-HH","2","","","","1"
"Permanent","1990","Not Employed","(Married) couple without C. ","2","","","","1"
"Permanent","1990","Not Employed","Couple + C. GT 16 ","2","","","","1"
"Permanent","1990","Not Employed","Couple + C. LE and GT 16","8","","","","1"
"Permanent","1990","Employed","1-pers.-HH","74","0.784552845753889","0.703566467836486","0.865539223671292","1"
"Permanent","1990","Employed","(Married) couple without C. ","144","0.871160944755145","0.821381914569523","0.920939974940767","1"
"Permanent","1990","Employed","Single parent ","33","0.633967920497329","0.501760382161364","0.766175458833294","1"
"Permanent","1990","Employed","Couple + C. LE 16 ","186","0.862522527407841","0.816600377859324","0.908444676956359","1"
"Permanent","1990","Not Employed","Single parent ","","","","","1"
"Permanent","1990","Not Employed","Couple + C. LE 16 ","18","","","","1"
"Permanent","1990","Employed","Couple + C. GT 16 ","141","0.739381413712615","0.677610477591036","0.801152349834193","1"
"Permanent","1990","Employed","Couple + C. LE and GT 16","54","0.555728188773998","0.454741947217624","0.656714430330371","1"
"Limited","1991","Not Employed","(Married) couple without C. ","4","","","","2"
"Limited","1991","Not Employed","1-pers.-HH","1","","","","2"
"Limited","1991","Employed","(Married) couple without C. ","25","","","","2"
"Limited","1991","Not Employed","Single parent ","2","","","","2"
"Limited","1991","Not Employed","Couple + C. LE 16 ","7","","","","2"
"Limited","1991","Not Employed","Couple + C. GT 16 ","6","","","","2"
"Limited","1991","Not Employed","Couple + C. LE and GT 16","1","","","","2"
"Limited","1991","Employed","1-pers.-HH","21","","","","2"
"Limited","1991","Employed","Single parent ","17","","","","2"
"Limited","1991","Employed","Couple + C. LE 16 ","30","0.126476277949647","0.0832371374696558","0.169715418429638","2"
"Limited","1991","Employed","Couple + C. GT 16 ","59","0.308306231117814","0.238476312971885","0.378136149263743","2"
"Limited","1991","Employed","Couple + C. LE and GT 16","36","0.329859903557662","0.237245601236109","0.422474205879215","2"
"Permanent","1991","Not Employed","1-pers.-HH","2","","","","1"
"Permanent","1991","Not Employed","(Married) couple without C. ","8","","","","1"
"Permanent","1991","Not Employed","Couple + C. GT 16 ","8","","","","1"
"Permanent","1991","Not Employed","Couple + C. LE and GT 16","7","","","","1"
"Permanent","1991","Employed","1-pers.-HH","79","0.791258035230457","0.711603218794212","0.870912851666702","1"
"Permanent","1991","Employed","(Married) couple without C. ","126","0.808951718913365","0.746248117460964","0.871655320365766","1"
"Permanent","1991","Employed","Single parent ","36","0.679905680662016","0.554310355533002","0.80550100579103","1"
"Permanent","1991","Employed","Couple + C. LE 16 ","197","0.873523722050353","0.830284581570362","0.916762862530344","1"
"Permanent","1991","Employed","Couple + C. GT 16 ","109","0.691693768882186","0.621863850736256","0.761523687028115","1"
"Permanent","1991","Not Employed","Single parent ","4","","","","1"
"Permanent","1991","Not Employed","Couple + C. LE 16 ","19","","","","1"
"Permanent","1991","Employed","Couple + C. LE and GT 16","63","0.670140096442338","0.577525794120785","0.762754398763891","1"
"Limited","1992","Not Employed","(Married) couple without C. ","2","","","","2"
"Limited","1992","Not Employed","1-pers.-HH","1","","","","2"
"Limited","1992","Employed","(Married) couple without C. ","56","0.209029972768661","0.15960508265492","0.258454862882403","2"
"Limited","1992","Not Employed","Single parent ","3","","","","2"
"Limited","1992","Not Employed","Couple + C. LE 16 ","10","","","","2"
"Limited","1992","Not Employed","Couple + C. GT 16 ","16","","","","2"
"Limited","1992","Not Employed","Couple + C. LE and GT 16","4","","","","2"
"Limited","1992","Employed","1-pers.-HH","19","","","","2"
"Limited","1992","Employed","Single parent ","25","","","","2"
"Limited","1992","Employed","Couple + C. LE 16 ","94","0.16867917863539","0.135823315100965","0.201535042169815","2"
"Limited","1992","Employed","Couple + C. GT 16 ","108","0.337119161128566","0.287944274644454","0.386294047612679","2"
"Limited","1992","Employed","Couple + C. LE and GT 16","38","0.268371895072692","0.19497160440522","0.341772185740164","2"
"Permanent","1992","Not Employed","1-pers.-HH","","","","","1"
"Permanent","1992","Not Employed","Couple + C. GT 16 ","5","","","","1"
"Permanent","1992","Not Employed","Couple + C. LE and GT 16","2","","","","1"
"Permanent","1992","Employed","1-pers.-HH","77","0.767698251192043","0.683222125097492","0.852174377286593","1"
"Permanent","1992","Employed","(Married) couple without C. ","204","0.790970027231339","0.741545137117597","0.84039491734508","1"
"Permanent","1992","Employed","Single parent ","77","0.760404730605052","0.677570559708874","0.843238901501231","1"
"Permanent","1992","Employed","Couple + C. LE 16 ","405","0.83132082136461","0.798464957830185","0.864176684899035","1"
"Permanent","1992","Not Employed","(Married) couple without C. ","2","","","","1"
"Permanent","1992","Employed","Couple + C. GT 16 ","247","0.662880838871434","0.613705952387321","0.712055725355546","1"
"Permanent","1992","Employed","Couple + C. LE and GT 16","102","0.731628104927308","0.658227814259836","0.80502839559478","1"
"Permanent","1992","Not Employed","Single parent ","2","","","","1"
"Permanent","1992","Not Employed","Couple + C. LE 16 ","16","","","","1"
"Limited","1993","Not Employed","(Married) couple without C. ","4","","","","2"
"Limited","1993","Not Employed","1-pers.-HH","","","","","2"
"Limited","1993","Not Employed","Couple + C. LE 16 ","7","","","","2"
"Limited","1993","Employed","(Married) couple without C. ","47","0.219357042967739","0.16775087295339","0.270963212982089","2"
"Limited","1993","Not Employed","Single parent ","2","","","","2"
"Limited","1993","Not Employed","Couple + C. GT 16 ","8","","","","2"
"Limited","1993","Not Employed","Couple + C. LE and GT 16","5","","","","2"
"Limited","1993","Employed","1-pers.-HH","24","","","","2"
"Limited","1993","Employed","Single parent ","20","","","","2"
"Limited","1993","Employed","Couple + C. LE 16 ","60","0.129892814631739","0.0970700990652424","0.162715530198236","2"
"Limited","1993","Employed","Couple + C. GT 16 ","77","0.359709279544049","0.299980082658423","0.419438476429675","2"
"Limited","1993","Employed","Couple + C. LE and GT 16","40","0.307877084625796","0.230859686148165","0.384894483103427","2"
"Permanent","1993","Not Employed","1-pers.-HH","7","","","","1"
"Permanent","1993","Not Employed","Couple + C. GT 16 ","7","","","","1"
"Permanent","1993","Not Employed","Couple + C. LE and GT 16","4","","","","1"
"Permanent","1993","Employed","1-pers.-HH","82","0.793467719767255","0.716403327129203","0.870532112405308","1"
"Permanent","1993","Employed","(Married) couple without C. ","200","0.780642957032261","0.729036787017911","0.83224912704661","1"
"Permanent","1993","Employed","Single parent ","46","0.66119162694762","0.547004574325056","0.775378679570183","1"
"Permanent","1993","Employed","Couple + C. LE 16 ","343","0.870107185368261","0.837284469801764","0.902929900934758","1"
"Permanent","1993","Not Employed","(Married) couple without C. ","4","","","","1"
"Permanent","1993","Not Employed","Single parent ","6","","","","1"
"Permanent","1993","Employed","Couple + C. GT 16 ","171","0.640290720455951","0.580561523570325","0.700019917341577","1"
"Permanent","1993","Employed","Couple + C. LE and GT 16","98","0.692122915374204","0.615105516896573","0.769140313851834","1"
"Permanent","1993","Not Employed","Couple + C. LE 16 ","24","","","","1"
"Limited","1994","Not Employed","1-pers.-HH","5","","","","2"
"Limited","1994","Not Employed","(Married) couple without C. ","5","","","","2"
"Limited","1994","Not Employed","Single parent ","5","","","","2"
"Limited","1994","Not Employed","Couple + C. LE 16 ","8","","","","2"
"Limited","1994","Employed","Single parent ","22","","","","2"
"Limited","1994","Not Employed","Couple + C. GT 16 ","14","","","","2"
"Limited","1994","Not Employed","Couple + C. LE and GT 16","9","","","","2"
"Limited","1994","Employed","1-pers.-HH","34","0.271764194042589","0.186264698221464","0.357263689863715","2"
"Limited","1994","Employed","(Married) couple without C. ","51","0.196606896587118","0.146430092842696","0.246783700331541","2"
"Limited","1994","Employed","Couple + C. LE 16 ","68","0.211122214025853","0.165246469188984","0.256997958862722","2"
"Limited","1994","Employed","Couple + C. GT 16 ","89","0.423341138457413","0.358924420561531","0.487757856353294","2"
"Limited","1994","Employed","Couple + C. LE and GT 16","73","0.469760568986658","0.387088584348912","0.552432553624403","2"
"Permanent","1994","Not Employed","1-pers.-HH","6","","","","1"
"Permanent","1994","Not Employed","(Married) couple without C. ","6","","","","1"
"Permanent","1994","Not Employed","Couple + C. GT 16 ","8","","","","1"
"Permanent","1994","Not Employed","Couple + C. LE and GT 16","5","","","","1"
"Permanent","1994","Employed","1-pers.-HH","70","0.728235805957411","0.642736310136285","0.813735301778536","1"
"Permanent","1994","Employed","(Married) couple without C. ","190","0.803393103412882","0.753216299668459","0.853569907157304","1"
"Permanent","1994","Employed","Single parent ","41","0.559816128244464","0.437236702497474","0.682395553991454","1"
"Permanent","1994","Employed","Couple + C. LE 16 ","236","0.788877785974147","0.743002041137278","0.834753530811016","1"
"Permanent","1994","Not Employed","Single parent ","1","","","","1"
"Permanent","1994","Not Employed","Couple + C. LE 16 ","15","","","","1"
"Permanent","1994","Employed","Couple + C. GT 16 ","137","0.576658861542587","0.512242143646706","0.641075579438469","1"
"Permanent","1994","Employed","Couple + C. LE and GT 16","67","0.530239431013342","0.447567446375597","0.612911415651088","1"
"Limited","1995","Not Employed","(Married) couple without C. ","12","","","","2"
"Limited","1995","Not Employed","1-pers.-HH","7","","","","2"
"Limited","1995","Not Employed","Couple + C. LE 16 ","11","","","","2"
"Limited","1995","Employed","Single parent ","60","0.171825070188687","0.130298815361917","0.213351325015458","2"
"Limited","1995","Not Employed","Single parent ","7","","","","2"
"Limited","1995","Not Employed","Couple + C. GT 16 ","14","","","","2"
"Limited","1995","Not Employed","Couple + C. LE and GT 16","15","","","","2"
"Limited","1995","Employed","1-pers.-HH","71","0.135636612678926","0.107913886711381","0.16335933864647","2"
"Limited","1995","Employed","(Married) couple without C. ","139","0.0772320862216305","0.0642920843795776","0.0901720880636834","2"
"Limited","1995","Employed","Couple + C. LE 16 ","135","0.0674254337260201","0.0563775561828192","0.078473311269221","2"
"Limited","1995","Employed","Couple + C. GT 16 ","239","0.174220750394745","0.15423046825343","0.19421103253606","2"
"Limited","1995","Employed","Couple + C. LE and GT 16","159","0.196705191156706","0.168045516057732","0.22536486625568","2"
"Permanent","1995","Not Employed","1-pers.-HH","9","","","","1"
"Permanent","1995","Not Employed","(Married) couple without C. ","18","","","","1"
"Permanent","1995","Not Employed","Couple + C. GT 16 ","11","","","","1"
"Permanent","1995","Not Employed","Couple + C. LE and GT 16","8","","","","1"
"Permanent","1995","Employed","1-pers.-HH","515","0.864363387321074","0.83664066135353","0.892086113288619","1"
"Permanent","1995","Employed","(Married) couple without C. ","1496","0.922767913778369","0.909827911936317","0.935707915620422","1"
"Permanent","1995","Employed","Single parent ","257","0.828174929811313","0.786648674984542","0.869701184638083","1"
"Permanent","1995","Employed","Couple + C. LE 16 ","1844","0.93257456627398","0.921526688730779","0.943622443817181","1"
"Permanent","1995","Not Employed","Single parent ","6","","","","1"
"Permanent","1995","Not Employed","Couple + C. LE 16 ","32","0.765872263298929","0.63930585164232","0.892438674955538","1"
"Permanent","1995","Employed","Couple + C. GT 16 ","1144","0.825779249605255","0.80578896746394","0.84576953174657","1"
"Permanent","1995","Employed","Couple + C. LE and GT 16","580","0.803294808843294","0.77463513374432","0.831954483942268","1"
"Limited","1996","Not Employed","1-pers.-HH","7","","","","2"
"Limited","1996","Not Employed","(Married) couple without C. ","6","","","","2"
"Limited","1996","Not Employed","Single parent ","8","","","","2"
"Limited","1996","Not Employed","Couple + C. LE 16 ","12","","","","2"
"Limited","1996","Not Employed","Couple + C. GT 16 ","15","","","","2"
"Limited","1996","Employed","Single parent ","66","0.207629549108376","0.165075186130501","0.250183912086251","2"
"Limited","1996","Not Employed","Couple + C. LE and GT 16","15","","","","2"
"Limited","1996","Employed","1-pers.-HH","66","0.115400913129067","0.0899625217432741","0.140839304514859","2"
"Limited","1996","Employed","(Married) couple without C. ","133","0.0712994589169775","0.0587417077378203","0.0838572100961347","2"
"Limited","1996","Employed","Couple + C. LE 16 ","121","0.0706061142890125","0.0590173530334146","0.0821948755446104","2"
"Limited","1996","Employed","Couple + C. GT 16 ","209","0.150821632866504","0.131200957859492","0.170442307873517","2"
"Limited","1996","Employed","Couple + C. LE and GT 16","165","0.20832895222112","0.179322287237428","0.237335617204813","2"
"Permanent","1996","Not Employed","1-pers.-HH","2","","","","1"
"Permanent","1996","Not Employed","(Married) couple without C. ","13","","","","1"
"Permanent","1996","Not Employed","Couple + C. GT 16 ","18","","","","1"
"Permanent","1996","Not Employed","Couple + C. LE and GT 16","9","","","","1"
"Permanent","1996","Employed","1-pers.-HH","540","0.884599086870933","0.859160695485141","0.910037478256726","1"
"Permanent","1996","Employed","(Married) couple without C. ","1480","0.928700541083022","0.916142789903865","0.94125829226218","1"
"Permanent","1996","Employed","Single parent ","283","0.792370450891624","0.749816087913749","0.834924813869499","1"
"Permanent","1996","Employed","Couple + C. LE 16 ","1756","0.929393885710988","0.91780512445539","0.940982646966586","1"
"Permanent","1996","Employed","Couple + C. GT 16 ","1069","0.849178367133496","0.829557692126483","0.868799042140509","1"
"Permanent","1996","Not Employed","Single parent ","3","","","","1"
"Permanent","1996","Not Employed","Couple + C. LE 16 ","25","","","","1"
"Permanent","1996","Employed","Couple + C. LE and GT 16","588","0.79167104777888","0.762664382795187","0.820677712762572","1"
"Limited","1997","Not Employed","1-pers.-HH","2","","","","2"
"Limited","1997","Not Employed","(Married) couple without C. ","11","","","","2"
"Limited","1997","Not Employed","Couple + C. LE 16 ","16","","","","2"
"Limited","1997","Employed","Single parent ","74","0.213390413316971","0.169648254769802","0.25713257186414","2"
"Limited","1997","Not Employed","Single parent ","7","","","","2"
"Limited","1997","Not Employed","Couple + C. GT 16 ","22","","","","2"
"Limited","1997","Not Employed","Couple + C. LE and GT 16","9","","","","2"
"Limited","1997","Employed","1-pers.-HH","79","0.126733080437713","0.0996590698599943","0.153807091015432","2"
"Limited","1997","Employed","(Married) couple without C. ","160","0.0876437024000597","0.0738224415465844","0.101464963253535","2"
"Limited","1997","Employed","Couple + C. LE 16 ","120","0.0693743618305956","0.0574663243398712","0.0812823993213201","2"
"Limited","1997","Employed","Couple + C. GT 16 ","257","0.199998467719219","0.178288057032228","0.22170887840621","2"
"Limited","1997","Employed","Couple + C. LE and GT 16","155","0.243063592278785","0.21184101557603","0.274286168981539","2"
"Permanent","1997","Not Employed","1-pers.-HH","5","","","","1"
"Permanent","1997","Not Employed","(Married) couple without C. ","8","","","","1"
"Permanent","1997","Not Employed","Couple + C. GT 16 ","4","","","","1"
"Permanent","1997","Not Employed","Couple + C. LE and GT 16","4","","","","1"
"Permanent","1997","Employed","1-pers.-HH","501","0.873266919562287","0.846192908984568","0.900340930140006","1"
"Permanent","1997","Employed","(Married) couple without C. ","1448","0.91235629759994","0.898535036746465","0.926177558453416","1"
"Permanent","1997","Employed","Single parent ","263","0.786609586683029","0.74286742813586","0.830351745230198","1"
"Permanent","1997","Employed","Couple + C. LE 16 ","1629","0.930625638169404","0.91871760067868","0.942533675660129","1"
"Permanent","1997","Employed","Couple + C. GT 16 ","1047","0.800001532280781","0.77829112159379","0.821711942967772","1"
"Permanent","1997","Employed","Couple + C. LE and GT 16","570","0.756936407721215","0.725713831018461","0.788158984423969","1"
"Permanent","1997","Not Employed","Single parent ","4","","","","1"
"Permanent","1997","Not Employed","Couple + C. LE 16 ","21","","","","1"
"Limited","1998","Not Employed","1-pers.-HH","11","","","","2"
"Limited","1998","Not Employed","Couple + C. LE 16 ","20","","","","2"
"Limited","1998","Not Employed","(Married) couple without C. ","8","","","","2"
"Limited","1998","Not Employed","Single parent ","7","","","","2"
"Limited","1998","Not Employed","Couple + C. GT 16 ","12","","","","2"
"Limited","1998","Not Employed","Couple + C. LE and GT 16","11","","","","2"
"Limited","1998","Employed","Single parent ","88","0.233969468559844","0.190832476047556","0.277106461072132","2"
"Limited","1998","Employed","1-pers.-HH","88","0.124024335802343","0.0993590865445532","0.148689585060132","2"
"Limited","1998","Employed","(Married) couple without C. ","157","0.0781677514147132","0.0658487520699825","0.0904867507594439","2"
"Limited","1998","Employed","Couple + C. LE 16 ","139","0.0729632354004121","0.0612874215163732","0.084639049284451","2"
"Limited","1998","Employed","Couple + C. GT 16 ","276","0.196579986999521","0.176096451522621","0.217063522476422","2"
"Limited","1998","Employed","Couple + C. LE and GT 16","168","0.211623688968791","0.182033926838961","0.241213451098621","2"
"Permanent","1998","Not Employed","1-pers.-HH","3","","","","1"
"Permanent","1998","Not Employed","(Married) couple without C. ","8","","","","1"
"Permanent","1998","Not Employed","Couple + C. GT 16 ","9","","","","1"
"Permanent","1998","Not Employed","Couple + C. LE and GT 16","6","","","","1"
"Permanent","1998","Employed","1-pers.-HH","598","0.875975664197657","0.851310414939868","0.900640913455447","1"
"Permanent","1998","Employed","(Married) couple without C. ","1667","0.921832248585287","0.909513249240556","0.934151247930017","1"
"Permanent","1998","Employed","Single parent ","282","0.766030531440156","0.722893538927868","0.809167523952444","1"
