"plb0037_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Limited","1991","16-34 y.","Urban Area","175","0.25060749493611","0.217570612219416","0.283644377652805","2"
"Limited","1991","16-34 y.","Rural Area","95","0.304295617503579","0.254728425974558","0.3538628090326","2"
"Limited","1991","35-65 y.","Urban Area","66","0.173554505453526","0.135324666342064","0.211784344564988","2"
"Limited","1991","35-65 y.","Rural Area","44","0.162245322245322","0.118512118805171","0.205978525685474","2"
"Limited","1991","66 and older","Urban Area","","","","","2"
"Limited","1991","66 and older","Rural Area","","","","","2"
"Permanent","1991","16-34 y.","Urban Area","486","0.74939250506389","0.716355622347195","0.782429387780584","1"
"Permanent","1991","16-34 y.","Rural Area","236","0.695704382496421","0.6461371909674","0.745271574025442","1"
"Permanent","1991","35-65 y.","Urban Area","311","0.826445494546474","0.788215655435012","0.864675333657936","1"
"Permanent","1991","35-65 y.","Rural Area","229","0.837754677754678","0.794021474314526","0.881487881194829","1"
"Permanent","1991","66 and older","Urban Area","1","","","","1"
"Permanent","1991","66 and older","Rural Area","1","","","","1"
"Limited","1992","16-34 y.","Urban Area","153","0.275372834559503","0.239018855949158","0.311726813169849","2"
"Limited","1992","16-34 y.","Rural Area","98","0.301744217912629","0.251608538585131","0.351879897240126","2"
"Limited","1992","35-65 y.","Urban Area","67","0.152905616718959","0.116862169170268","0.188949064267649","2"
"Limited","1992","35-65 y.","Rural Area","71","0.245185697050158","0.195927114867863","0.294444279232454","2"
"Limited","1992","66 and older","Urban Area","","","","","2"
"Limited","1992","66 and older","Rural Area","1","","","","2"
"Permanent","1992","16-34 y.","Urban Area","427","0.724627165440497","0.688273186830151","0.760981144050842","1"
"Permanent","1992","35-65 y.","Urban Area","316","0.847094383281041","0.811050935732351","0.883137830829732","1"
"Permanent","1992","35-65 y.","Rural Area","222","0.754814302949842","0.705555720767546","0.804072885132137","1"
"Permanent","1992","66 and older","Urban Area","","","","","1"
"Permanent","1992","16-34 y.","Rural Area","224","0.698255782087371","0.648120102759874","0.748391461414869","1"
"Permanent","1992","66 and older","Rural Area","1","","","","1"
"Limited","1993","16-34 y.","Urban Area","130","0.238095130965435","0.202402376909826","0.273787885021045","2"
"Limited","1993","16-34 y.","Rural Area","83","0.326410900331648","0.270991528849283","0.381830271814013","2"
"Limited","1993","35-65 y.","Urban Area","63","0.158900661214562","0.120545671067509","0.197255651361615","2"
"Limited","1993","35-65 y.","Rural Area","43","0.254008987436472","0.19397962295934","0.314038351913604","2"
"Limited","1993","66 and older","Urban Area","","","","","2"
"Limited","1993","66 and older","Rural Area","","","","","2"
"Permanent","1993","16-34 y.","Urban Area","417","0.761904869034565","0.726212114978955","0.797597623090174","1"
"Permanent","1993","16-34 y.","Rural Area","192","0.673589099668352","0.618169728185987","0.729008471150717","1"
"Permanent","1993","35-65 y.","Urban Area","286","0.841099338785438","0.802744348638385","0.879454328932492","1"
"Permanent","1993","35-65 y.","Rural Area","159","0.745991012563528","0.685961648086396","0.80602037704066","1"
"Permanent","1993","66 and older","Urban Area","","","","","1"
"Permanent","1993","66 and older","Rural Area","","","","","1"
"Limited","1994","16-34 y.","Urban Area","180","0.319748283451489","0.280771528354695","0.358725038548283","2"
"Limited","1994","16-34 y.","Rural Area","123","0.447607571818242","0.389571754151879","0.505643389484606","2"
"Limited","1994","35-65 y.","Urban Area","66","0.198436508306528","0.149581638432412","0.247291378180643","2"
"Limited","1994","35-65 y.","Rural Area","44","0.287732823381131","0.217586604034644","0.357879042727618","2"
"Limited","1994","66 and older","Urban Area","","","","","2"
"Limited","1994","66 and older","Rural Area","","","","","2"
"Permanent","1994","16-34 y.","Urban Area","370","0.680251716548511","0.641274961451717","0.719228471645305","1"
"Permanent","1994","16-34 y.","Rural Area","159","0.552392428181758","0.494356610515394","0.610428245848121","1"
"Permanent","1994","35-65 y.","Urban Area","190","0.801563491693472","0.752708621819357","0.850418361567588","1"
"Permanent","1994","35-65 y.","Rural Area","116","0.712267176618869","0.642120957272382","0.782413395965356","1"
"Permanent","1994","66 and older","Urban Area","","","","","1"
"Permanent","1994","66 and older","Rural Area","","","","","1"
"Limited","1995","16-34 y.","Urban Area","391","0.201186797911692","0.183879413042656","0.218494182780729","2"
"Limited","1995","16-34 y.","Rural Area","279","0.247984089805622","0.222036160824273","0.273932018786971","2"
"Limited","1995","35-65 y.","Urban Area","138","0.0482683746895486","0.0401853410354414","0.0563514083436559","2"
"Limited","1995","35-65 y.","Rural Area","121","0.0911076132303545","0.0758363672208051","0.106378859239904","2"
"Limited","1995","66 and older","Urban Area","","","","","2"
"Limited","1995","66 and older","Rural Area","3","","","","2"
"Permanent","1995","16-34 y.","Urban Area","1670","0.798813202088308","0.781505817219271","0.816120586957344","1"
"Permanent","1995","16-34 y.","Rural Area","785","0.752015910194378","0.726067981213029","0.777963839175727","1"
"Permanent","1995","35-65 y.","Urban Area","2563","0.951731625310451","0.943648591656344","0.959814658964559","1"
"Permanent","1995","35-65 y.","Rural Area","1243","0.908892386769645","0.893621140760096","0.924163632779195","1"
"Permanent","1995","66 and older","Urban Area","12","","","","1"
"Permanent","1995","66 and older","Rural Area","2","","","","1"
"Limited","1996","16-34 y.","Urban Area","382","0.200645165214619","0.182973857024404","0.218316473404835","2"
"Limited","1996","16-34 y.","Rural Area","239","0.206717893302908","0.181415977499731","0.232019809106084","2"
"Limited","1996","35-65 y.","Urban Area","138","0.0577088237393991","0.0488303395145405","0.0665873079642578","2"
"Limited","1996","35-65 y.","Rural Area","108","0.0884497342300243","0.0734249026502377","0.103474565809811","2"
"Limited","1996","66 and older","Urban Area","","","","","2"
"Limited","1996","66 and older","Rural Area","","","","","2"
"Permanent","1996","16-34 y.","Urban Area","1591","0.799354834785381","0.781683526595165","0.817026142975597","1"
"Permanent","1996","16-34 y.","Rural Area","745","0.793282106697092","0.767980190893916","0.818584022500269","1"
"Permanent","1996","35-65 y.","Urban Area","2512","0.942291176260601","0.933412692035742","0.951169660485459","1"
"Permanent","1996","35-65 y.","Rural Area","1264","0.911550265769976","0.896525434190189","0.926575097349762","1"
"Permanent","1996","66 and older","Urban Area","9","","","","1"
"Permanent","1996","66 and older","Rural Area","4","","","","1"
"Limited","1997","16-34 y.","Urban Area","448","0.240665978996297","0.221529553685141","0.259802404307452","2"
"Limited","1997","16-34 y.","Rural Area","262","0.254277672907149","0.226425570580635","0.282129775233664","2"
"Limited","1997","35-65 y.","Urban Area","150","0.0624617308178552","0.0530618921309399","0.0718615695047706","2"
"Limited","1997","35-65 y.","Rural Area","100","0.0757035144297952","0.0615877049594364","0.089819323900154","2"
"Limited","1997","66 and older","Urban Area","1","","","","2"
"Limited","1997","66 and older","Rural Area","2","","","","2"
"Permanent","1997","16-34 y.","Urban Area","1469","0.759334021003704","0.740197595692548","0.778470446314859","1"
"Permanent","1997","16-34 y.","Rural Area","677","0.745722327092851","0.717870224766336","0.773574429419365","1"
"Permanent","1997","35-65 y.","Urban Area","2396","0.937538269182145","0.928138430495229","0.94693810786906","1"
"Permanent","1997","35-65 y.","Rural Area","1249","0.924296485570205","0.910180676099846","0.938412295040564","1"
"Permanent","1997","66 and older","Urban Area","12","","","","1"
"Permanent","1997","66 and older","Rural Area","2","","","","1"
"Limited","1998","16-34 y.","Urban Area","495","0.256554445875398","0.237395033747927","0.275713858002869","2"
"Limited","1998","16-34 y.","Rural Area","288","0.27497583836779","0.247288012547221","0.302663664188359","2"
"Limited","1998","35-65 y.","Urban Area","151","0.0549435427957752","0.0466328600591957","0.0632542255323547","2"
"Limited","1998","35-65 y.","Rural Area","97","0.0627595432305476","0.0505590438898802","0.074960042571215","2"
"Limited","1998","66 and older","Urban Area","","","","","2"
"Limited","1998","66 and older","Rural Area","2","","","","2"
"Permanent","1998","16-34 y.","Urban Area","1501","0.743445554124602","0.724286141997131","0.762604966252073","1"
"Permanent","1998","16-34 y.","Rural Area","711","0.72502416163221","0.697336335811641","0.752711987452779","1"
"Permanent","1998","35-65 y.","Urban Area","2737","0.945056457204225","0.936745774467645","0.953367139940804","1"
"Permanent","1998","35-65 y.","Rural Area","1421","0.937240456769452","0.925039957428785","0.94944095611012","1"
"Permanent","1998","66 and older","Urban Area","14","","","","1"
"Permanent","1998","66 and older","Rural Area","4","","","","1"
"Limited","1999","16-34 y.","Urban Area","500","0.258497199125091","0.239114940950358","0.277879457299824","2"
"Limited","1999","16-34 y.","Rural Area","299","0.281730392300954","0.253849370485519","0.30961141411639","2"
"Limited","1999","66 and older","Urban Area","1","","","","2"
"Limited","1999","35-65 y.","Urban Area","162","0.0598945877317983","0.0511812623372274","0.0686079131263692","2"
"Limited","1999","35-65 y.","Rural Area","141","0.0865392347039968","0.072367478591712","0.100710990816282","2"
"Limited","1999","66 and older","Rural Area","2","","","","2"
"Permanent","1999","16-34 y.","Urban Area","1460","0.741502800874909","0.722120542700176","0.760885059049642","1"
"Permanent","1999","35-65 y.","Urban Area","2687","0.940105412268202","0.931392086873631","0.948818737662773","1"
"Permanent","1999","16-34 y.","Rural Area","701","0.718269607699046","0.69038858588361","0.746150629514481","1"
"Permanent","1999","35-65 y.","Rural Area","1371","0.913460765296003","0.899289009183718","0.927632521408288","1"
"Permanent","1999","66 and older","Urban Area","17","","","","1"
"Permanent","1999","66 and older","Rural Area","4","","","","1"
"Limited","2000","16-34 y.","Urban Area","744","0.272222905379776","0.255535462235748","0.288910348523804","2"
"Limited","2000","16-34 y.","Rural Area","489","0.312485074195065","0.288553470342375","0.336416678047754","2"
"Limited","2000","66 and older","Urban Area","4","","","","2"
"Limited","2000","35-65 y.","Urban Area","257","0.0574991766794854","0.0510478664076483","0.0639504869513225","2"
"Limited","2000","35-65 y.","Rural Area","192","0.0759113132877262","0.0655724748846448","0.0862501516908077","2"
"Limited","2000","66 and older","Rural Area","","","","","2"
"Permanent","2000","16-34 y.","Urban Area","1989","0.727777094620224","0.711089651476196","0.744464537764252","1"
"Permanent","2000","35-65 y.","Urban Area","4745","0.942500823320515","0.936049513048677","0.948952133592352","1"
"Permanent","2000","16-34 y.","Rural Area","952","0.687514925804935","0.663583321952246","0.711446529657624","1"
"Permanent","2000","35-65 y.","Rural Area","2329","0.924088686712274","0.913749848309192","0.934427525115355","1"
"Permanent","2000","66 and older","Urban Area","19","","","","1"
"Permanent","2000","66 and older","Rural Area","9","","","","1"
"Limited","2001","16-34 y.","Urban Area","691","0.289166308623199","0.271132743303207","0.307199873943192","2"
"Limited","2001","16-34 y.","Rural Area","435","0.32509740646438","0.298973271837339","0.351221541091422","2"
"Limited","2001","66 and older","Urban Area","5","","","","2"
"Limited","2001","35-65 y.","Urban Area","223","0.0488140199690222","0.0426319459874198","0.0549960939506246","2"
"Limited","2001","35-65 y.","Rural Area","176","0.0753407447273425","0.0645890132784896","0.0860924761761953","2"
"Limited","2001","66 and older","Rural Area","1","","","","2"
"Permanent","2001","16-34 y.","Urban Area","1737","0.710833691376801","0.692800126056809","0.728867256696793","1"
"Permanent","2001","35-65 y.","Urban Area","4444","0.951185980030978","0.945003906049375","0.95736805401258","1"
"Permanent","2001","16-34 y.","Rural Area","800","0.67490259353562","0.648778458908578","0.701026728162662","1"
"Permanent","2001","35-65 y.","Rural Area","2139","0.924659255272657","0.913907523823805","0.93541098672151","1"
"Permanent","2001","66 and older","Urban Area","18","","","","1"
"Permanent","2001","66 and older","Rural Area","10","","","","1"
"Limited","2002","16-34 y.","Urban Area","707","0.312173060111488","0.29331334976756","0.331032770455416","2"
"Limited","2002","66 and older","Urban Area","2","","","","2"
"Limited","2002","16-34 y.","Rural Area","406","0.317005030818364","0.29056777095467","0.343442290682057","2"
"Limited","2002","35-65 y.","Urban Area","254","0.0505042318848072","0.044561451221875","0.0564470125477394","2"
"Limited","2002","35-65 y.","Rural Area","160","0.0713564609706629","0.0611320150966909","0.0815809068446349","2"
"Limited","2002","66 and older","Rural Area","3","","","","2"
"Permanent","2002","16-34 y.","Urban Area","1612","0.687826939888512","0.668967229544584","0.70668665023244","1"
"Permanent","2002","35-65 y.","Urban Area","4962","0.949495768115193","0.943552987452261","0.955438548778125","1"
"Permanent","2002","35-65 y.","Rural Area","2275","0.928643539029337","0.918419093155365","0.938867984903309","1"
"Permanent","2002","66 and older","Urban Area","23","","","","1"
"Permanent","2002","16-34 y.","Rural Area","784","0.682994969181636","0.656557709317943","0.70943222904533","1"
"Permanent","2002","66 and older","Rural Area","11","","","","1"
"Limited","2003","16-34 y.","Urban Area","669","0.305867258191553","0.286331350698866","0.325403165684241","2"
"Limited","2003","16-34 y.","Rural Area","389","0.345655286345628","0.317159470015676","0.374151102675579","2"
"Limited","2003","35-65 y.","Urban Area","250","0.0580199609177973","0.051494816085501","0.0645451057500936","2"
"Limited","2003","66 and older","Urban Area","1","","","","2"
"Limited","2003","35-65 y.","Rural Area","140","0.0596889248580581","0.0500299558612097","0.0693478938549065","2"
"Limited","2003","66 and older","Rural Area","2","","","","2"
"Permanent","2003","16-34 y.","Urban Area","1468","0.694132741808447","0.674596834315759","0.713668649301134","1"
"Permanent","2003","35-65 y.","Urban Area","4681","0.941980039082203","0.935454894249906","0.948505183914499","1"
"Permanent","2003","35-65 y.","Rural Area","2171","0.940311075141942","0.930652106145094","0.94997004413879","1"
"Permanent","2003","16-34 y.","Rural Area","681","0.654344713654372","0.625848897324421","0.682840529984324","1"
"Permanent","2003","66 and older","Urban Area","24","","","","1"
"Permanent","2003","66 and older","Rural Area","12","","","","1"
"Limited","2004","16-34 y.","Urban Area","664","0.33482598602888","0.314225377818889","0.355426594238871","2"
"Limited","2004","16-34 y.","Rural Area","396","0.380716519461484","0.350874155489029","0.410558883433939","2"
"Limited","2004","35-65 y.","Urban Area","240","0.060544633504423","0.0537885924436611","0.0673006745651849","2"
"Limited","2004","66 and older","Urban Area","3","","","","2"
"Limited","2004","35-65 y.","Rural Area","145","0.0609672999473188","0.0510564732239298","0.0708781266707078","2"
"Limited","2004","66 and older","Rural Area","","","","","2"
"Permanent","2004","16-34 y.","Urban Area","1352","0.66517401397112","0.644573405761129","0.68577462218111","1"
"Permanent","2004","35-65 y.","Urban Area","4547","0.939455366495577","0.932699325434815","0.946211407556339","1"
"Permanent","2004","35-65 y.","Rural Area","2094","0.939032700052681","0.929121873329292","0.94894352677607","1"
"Permanent","2004","16-34 y.","Rural Area","621","0.619283480538516","0.589441116566062","0.649125844510971","1"
"Permanent","2004","66 and older","Urban Area","30","0.966961466110957","0.90597884480805","1.02794408741386","1"
"Permanent","2004","66 and older","Rural Area","14","","","","1"
"Limited","2005","16-34 y.","Urban Area","620","0.318280044555219","0.297257515790833","0.339302573319604","2"
"Limited","2005","16-34 y.","Rural Area","335","0.370316734305088","0.339528843924855","0.401104624685322","2"
"Limited","2005","35-65 y.","Urban Area","204","0.0535901826142534","0.0471331580685082","0.0600472071599985","2"
"Limited","2005","66 and older","Urban Area","7","","","","2"
"Limited","2005","35-65 y.","Rural Area","124","0.0711947304378868","0.0604395380482078","0.0819499228275659","2"
"Limited","2005","66 and older","Rural Area","","","","","2"
"Permanent","2005","16-34 y.","Urban Area","1266","0.681719955444781","0.660697426680396","0.702742484209167","1"
"Permanent","2005","35-65 y.","Urban Area","4469","0.946409817385747","0.939952792840002","0.952866841931492","1"
"Permanent","2005","35-65 y.","Rural Area","2072","0.928805269562113","0.918050077172434","0.939560461951792","1"
"Permanent","2005","16-34 y.","Rural Area","610","0.629683265694912","0.598895375314678","0.660471156075146","1"
"Permanent","2005","66 and older","Urban Area","34","0.769128893935438","0.640143504905846","0.898114282965029","1"
"Permanent","2005","66 and older","Rural Area","17","","","","1"
"Limited","2006","16-34 y.","Urban Area","624","0.345920944122099","0.324145330158448","0.36769655808575","2"
"Limited","2006","16-34 y.","Rural Area","359","0.379962358880355","0.349401502651939","0.410523215108771","2"
"Limited","2006","35-65 y.","Urban Area","273","0.0647615588605203","0.0579352312110901","0.0715878865099506","2"
"Limited","2006","35-65 y.","Rural Area","145","0.060575998003882","0.0509290997583078","0.0702228962494563","2"
"Limited","2006","66 and older","Urban Area","9","","","","2"
"Limited","2006","66 and older","Rural Area","3","","","","2"
"Permanent","2006","16-34 y.","Urban Area","1209","0.654079055877901","0.63230344191425","0.675854669841552","1"
"Permanent","2006","16-34 y.","Rural Area","610","0.620037641119645","0.589476784891229","0.650598497348061","1"
"Permanent","2006","35-65 y.","Urban Area","4720","0.93523844113948","0.928412113490049","0.94206476878891","1"
"Permanent","2006","35-65 y.","Rural Area","2204","0.939424001996118","0.929777103750544","0.949070900241692","1"
"Permanent","2006","66 and older","Urban Area","35","0.857878679870387","0.754706096140368","0.961051263600407","1"
"Permanent","2006","66 and older","Rural Area","25","","","","1"
"Limited","2007","16-34 y.","Urban Area","612","0.345711813143824","0.32349235792363","0.367931268364017","2"
"Limited","2007","16-34 y.","Rural Area","362","0.372347267076211","0.341670633343978","0.403023900808444","2"
"Limited","2007","35-65 y.","Urban Area","281","0.0703515328980405","0.063063443657677","0.0776396221384041","2"
"Limited","2007","35-65 y.","Rural Area","142","0.0657237020286123","0.0555164566691053","0.0759309473881194","2"
"Limited","2007","66 and older","Urban Area","4","","","","2"
"Limited","2007","66 and older","Rural Area","3","","","","2"
"Permanent","2007","16-34 y.","Urban Area","1148","0.654288186856176","0.632068731635983","0.67650764207637","1"
"Permanent","2007","16-34 y.","Rural Area","592","0.627652732923789","0.596976099191556","0.658329366656022","1"
"Permanent","2007","35-65 y.","Urban Area","4449","0.929648467101959","0.922360377861596","0.936936556342323","1"
"Permanent","2007","35-65 y.","Rural Area","2122","0.934276297971388","0.924069052611881","0.944483543330895","1"
"Permanent","2007","66 and older","Urban Area","31","0.888746321755061","0.78457212361905","0.992920519891072","1"
"Permanent","2007","66 and older","Rural Area","24","","","","1"
"Limited","2008","16-34 y.","Urban Area","600","0.340455618312486","0.31804183295043","0.362869403674543","2"
"Limited","2008","16-34 y.","Rural Area","329","0.358271722406787","0.326018278035789","0.390525166777784","2"
"Limited","2008","35-65 y.","Urban Area","275","0.0723816875792142","0.0648285073698928","0.0799348677885356","2"
"Limited","2008","35-65 y.","Rural Area","158","0.0917120628952468","0.0797491429710983","0.103674982819395","2"
"Limited","2008","66 and older","Urban Area","6","","","","2"
"Limited","2008","66 and older","Rural Area","","","","","2"
"Permanent","2008","16-34 y.","Urban Area","1117","0.659544381687514","0.637130596325457","0.68195816704957","1"
"Permanent","2008","16-34 y.","Rural Area","520","0.641728277593213","0.609474833222215","0.673981721964211","1"
"Permanent","2008","35-65 y.","Urban Area","4246","0.927618312420786","0.920065132211464","0.935171492630107","1"
"Permanent","2008","35-65 y.","Rural Area","2078","0.908287937104753","0.896325017180605","0.920250857028902","1"
"Permanent","2008","66 and older","Urban Area","39","0.828617748077238","0.718514058547215","0.938721437607262","1"
"Permanent","2008","66 and older","Rural Area","27","","","","1"
"Limited","2009","16-34 y.","Urban Area","580","0.356114801817896","0.332237619113168","0.379991984522624","2"
"Limited","2009","16-34 y.","Rural Area","285","0.357082486632315","0.323713163028739","0.390451810235891","2"
"Limited","2009","35-65 y.","Urban Area","269","0.0685153394990419","0.060848616774149","0.0761820622239348","2"
"Limited","2009","35-65 y.","Rural Area","141","0.0592152223529236","0.0492477035273748","0.0691827411784724","2"
"Limited","2009","66 and older","Urban Area","13","","","","2"
"Limited","2009","66 and older","Rural Area","3","","","","2"
"Permanent","2009","16-34 y.","Urban Area","965","0.643885198182104","0.620008015477376","0.667762380886832","1"
"Permanent","2009","16-34 y.","Rural Area","507","0.642917513367685","0.609548189764109","0.676286836971261","1"
"Permanent","2009","35-65 y.","Urban Area","3902","0.931484660500958","0.923817937776065","0.939151383225851","1"
"Permanent","2009","35-65 y.","Rural Area","2013","0.940784777647076","0.930817258821528","0.950752296472625","1"
"Permanent","2009","66 and older","Urban Area","46","0.670348502357257","0.550398590412279","0.790298414302235","1"
"Permanent","2009","66 and older","Rural Area","21","","","","1"
"Limited","2010","16-34 y.","Urban Area","747","0.347493461842187","0.327604817280003","0.367382106404372","2"
"Limited","2010","16-34 y.","Rural Area","392","0.403534210942173","0.375891008441748","0.431177413442597","2"
"Limited","2010","35-65 y.","Urban Area","446","0.0704518954908093","0.0637464085431244","0.0771573824384943","2"
"Limited","2010","35-65 y.","Rural Area","253","0.0737764934096557","0.0643015568465313","0.08325142997278","2"
"Limited","2010","66 and older","Urban Area","13","","","","2"
"Limited","2010","66 and older","Rural Area","4","","","","2"
"Permanent","2010","16-34 y.","Urban Area","1455","0.652506538157813","0.632617893595628","0.672395182719997","1"
"Permanent","2010","16-34 y.","Rural Area","818","0.596465789057827","0.568822586557403","0.624108991558252","1"
"Permanent","2010","35-65 y.","Urban Area","5149","0.929548104509191","0.922842617561506","0.936253591456876","1"
"Permanent","2010","35-65 y.","Rural Area","2671","0.926223506590344","0.91674857002722","0.935698443153469","1"
"Permanent","2010","66 and older","Urban Area","56","0.837102131851078","0.749971578938907","0.924232684763248","1"
"Permanent","2010","66 and older","Rural Area","18","","","","1"
"Limited","2011","16-34 y.","Urban Area","813","0.354569150932051","0.335576059466424","0.373562242397679","2"
"Limited","2011","16-34 y.","Rural Area","475","0.390204688234599","0.364412213919353","0.415997162549846","2"
"Limited","2011","35-65 y.","Urban Area","560","0.0726494839732567","0.0665374975981979","0.0787614703483154","2"
"Limited","2011","35-65 y.","Rural Area","317","0.0728428276390318","0.0645417269840802","0.0811439282939834","2"
"Limited","2011","66 and older","Urban Area","8","","","","2"
"Limited","2011","66 and older","Rural Area","6","","","","2"
"Permanent","2011","16-34 y.","Urban Area","1624","0.645430849067949","0.626437757602321","0.664423940533576","1"
"Permanent","2011","16-34 y.","Rural Area","899","0.609795311765401","0.584002837450154","0.635587786080647","1"
"Permanent","2011","35-65 y.","Urban Area","6368","0.927350516026743","0.921238529651685","0.933462502401802","1"
"Permanent","2011","35-65 y.","Rural Area","3448","0.927157172360968","0.918856071706017","0.93545827301592","1"
