"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","1987","Brandenburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1987","Bavaria","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1987","Berlin","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1987","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1987","Brandenburg","Urban Area","","","","","4"
"Owner","1987","Schleswig-Holstein","Rural Area","120","0.682953712508783","0.61440198098072","0.751505444036845","3"
"Owner","1987","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Owner","1987","Saxony","Urban Area","","","","","3"
"Owner","1987","Saxony","Rural Area","","","","","3"
"Owner","1987","Hamburg","Urban Area","46","0.193971969345837","0.141958459115656","0.245985479576018","3"
"Owner","1987","Hamburg","Rural Area","2","","","","3"
"Owner","1987","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Owner","1987","Schleswig-Holstein","Urban Area","61","0.439352682448063","0.359662197027232","0.519043167868894","3"
"Owner","1987","Brandenburg","Rural Area","","","","","3"
"Owner","1987","Saxony-Anhalt","Urban Area","","","","","3"
"Owner","1987","Lower Saxony","Urban Area","252","0.450832248620232","0.410716550837864","0.490947946402599","3"
"Owner","1987","Lower Saxony","Rural Area","326","0.623838153317876","0.582121779623771","0.665554527011981","3"
"Owner","1987","Bremen","Urban Area","32","0.26432497569697","0.178324765892923","0.350325185501017","3"
"Owner","1987","Bremen","Rural Area","","","","","3"
"Owner","1987","North Rhine-Westphalia","Urban Area","940","0.371865277816414","0.353857392075153","0.389873163557674","3"
"Owner","1987","North Rhine-Westphalia","Rural Area","52","0.726821941560799","0.622437446974762","0.831206436146835","3"
"Owner","1987","Hesse","Urban Area","308","0.440292103667375","0.40805618377275","0.472528023562001","3"
"Owner","1987","Hesse","Rural Area","63","0.51838659230891","0.437058561955368","0.599714622662452","3"
"Owner","1987","Rhineland-Palatinate,Saarland","Urban Area","339","0.587066696099628","0.548497143438841","0.625636248760416","3"
"Owner","1987","Rhineland-Palatinate,Saarland","Rural Area","103","0.676848336418615","0.600725849046102","0.752970823791127","3"
"Owner","1987","Baden-Württemberg","Urban Area","694","0.518691239878909","0.494855523472462","0.542526956285356","3"
"Owner","1987","Baden-Württemberg","Rural Area","132","0.573024420181603","0.51599653673591","0.630052303627296","3"
"Owner","1987","Bavaria","Urban Area","377","0.455842556025454","0.42371209468365","0.487973017367258","3"
"Owner","1987","Bavaria","Rural Area","461","0.603886545604795","0.570246424527255","0.637526666682334","3"
"Owner","1987","Berlin","Urban Area","27","","","","3"
"Owner","1987","Berlin","Rural Area","","","","","3"
"Owner","1987","Brandenburg","Urban Area","","","","","3"
"Owner","1987","Saxony-Anhalt","Rural Area","","","","","3"
"Owner","1987","Thuringia","Urban Area","","","","","3"
"Owner","1987","Thuringia","Rural Area","","","","","3"
"Sub-Tenant","1987","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Sub-Tenant","1987","Saxony","Urban Area","","","","","2"
"Sub-Tenant","1987","Saxony","Rural Area","","","","","2"
"Sub-Tenant","1987","Saxony-Anhalt","Urban Area","","","","","2"
"Sub-Tenant","1987","Saxony-Anhalt","Rural Area","","","","","2"
"Sub-Tenant","1987","Thuringia","Urban Area","","","","","2"
"Sub-Tenant","1987","Thuringia","Rural Area","","","","","2"
"Sub-Tenant","1987","Schleswig-Holstein","Urban Area","2","","","","2"
"Sub-Tenant","1987","Schleswig-Holstein","Rural Area","4","","","","2"
"Sub-Tenant","1987","Hamburg","Urban Area","4","","","","2"
"Sub-Tenant","1987","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","1987","Lower Saxony","Urban Area","12","","","","2"
"Sub-Tenant","1987","Lower Saxony","Rural Area","8","","","","2"
"Sub-Tenant","1987","Bremen","Urban Area","","","","","2"
"Sub-Tenant","1987","Bremen","Rural Area","","","","","2"
"Sub-Tenant","1987","North Rhine-Westphalia","Urban Area","42","0.0170037916403371","0.0121866177907658","0.0218209654899085","2"
"Sub-Tenant","1987","North Rhine-Westphalia","Rural Area","","","","","2"
"Sub-Tenant","1987","Hesse","Urban Area","20","","","","2"
"Sub-Tenant","1987","Hesse","Rural Area","4","","","","2"
"Sub-Tenant","1987","Rhineland-Palatinate,Saarland","Urban Area","16","","","","2"
"Sub-Tenant","1987","Brandenburg","Rural Area","","","","","2"
"Sub-Tenant","1987","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Sub-Tenant","1987","Bavaria","Urban Area","21","","","","2"
"Sub-Tenant","1987","Bavaria","Rural Area","13","","","","2"
"Sub-Tenant","1987","Berlin","Urban Area","5","","","","2"
"Sub-Tenant","1987","Rhineland-Palatinate,Saarland","Rural Area","1","","","","2"
"Sub-Tenant","1987","Baden-Württemberg","Urban Area","48","0.0275738381504374","0.0197622597094527","0.0353854165914221","2"
"Sub-Tenant","1987","Baden-Württemberg","Rural Area","7","","","","2"
"Sub-Tenant","1987","Berlin","Rural Area","","","","","2"
"Sub-Tenant","1987","Brandenburg","Urban Area","","","","","2"
"Tenant","1987","Thuringia","Rural Area","","","","","5"
"Tenant","1987","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","1987","Hamburg","Urban Area","","","","","5"
"Tenant","1987","Bremen","Rural Area","","","","","5"
"Tenant","1987","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","1987","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","1987","Hamburg","Rural Area","","","","","5"
"Tenant","1987","Lower Saxony","Urban Area","","","","","5"
"Tenant","1987","Lower Saxony","Rural Area","","","","","5"
"Tenant","1987","Bremen","Urban Area","","","","","5"
"Tenant","1987","Saxony","Urban Area","","","","","5"
"Tenant","1987","Saxony","Rural Area","","","","","5"
"Tenant","1987","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","1987","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","1987","Thuringia","Urban Area","","","","","5"
"Tenant","1987","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","1987","Brandenburg","Rural Area","","","","","5"
"Tenant","1987","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","1987","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","1987","Hesse","Urban Area","","","","","5"
"Tenant","1987","Hesse","Rural Area","","","","","5"
"Tenant","1987","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","1987","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","1987","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","1987","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","1987","Bavaria","Urban Area","","","","","5"
"Tenant","1987","Bavaria","Rural Area","","","","","5"
"Tenant","1987","Berlin","Urban Area","","","","","5"
"Tenant","1987","Berlin","Rural Area","","","","","5"
"Tenant","1987","Brandenburg","Urban Area","","","","","5"
"Main Tenant","1988","North Rhine-Westphalia","Urban Area","1687","0.600543011265886","0.581831355506952","0.61925466702482","1"
"Main Tenant","1988","North Rhine-Westphalia","Rural Area","15","","","","1"
"Main Tenant","1988","Hesse","Urban Area","547","0.520303119216065","0.486971657841457","0.553634580590674","1"
"Main Tenant","1988","Hesse","Rural Area","78","0.452765376357714","0.370894901996205","0.534635850719224","1"
"Main Tenant","1988","Rhineland-Palatinate,Saarland","Urban Area","285","0.410238150635929","0.371140319916605","0.449335981355252","1"
"Main Tenant","1988","Rhineland-Palatinate,Saarland","Rural Area","40","0.341338885809626","0.260450713798523","0.422227057820728","1"
"Main Tenant","1988","Baden-Württemberg","Urban Area","939","0.449846133088135","0.425842322029175","0.473849944147096","1"
"Main Tenant","1988","Baden-Württemberg","Rural Area","116","0.349688524692165","0.290457422164603","0.408919627219726","1"
"Main Tenant","1988","Bavaria","Urban Area","512","0.521517156827998","0.488698517363781","0.554335796292216","1"
"Main Tenant","1988","Bavaria","Rural Area","334","0.380164116259398","0.345810352311554","0.414517880207242","1"
"Main Tenant","1988","Berlin","Urban Area","303","0.880888036058064","0.846252931676332","0.915523140439796","1"
"Main Tenant","1988","Berlin","Rural Area","","","","","1"
"Main Tenant","1988","Brandenburg","Urban Area","","","","","1"
"Main Tenant","1988","Schleswig-Holstein","Urban Area","81","0.529833481637136","0.448874094468573","0.610792868805699","1"
"Main Tenant","1988","Schleswig-Holstein","Rural Area","58","0.325168159174059","0.256352087268264","0.393984231079855","1"
"Main Tenant","1988","Hamburg","Urban Area","153","0.76599605609149","0.707173159274889","0.824818952908091","1"
"Main Tenant","1988","Hamburg","Rural Area","2","","","","1"
"Main Tenant","1988","Lower Saxony","Urban Area","325","0.526399014538968","0.48544524619344","0.567352782884497","1"
"Main Tenant","1988","Lower Saxony","Rural Area","179","0.366118827070072","0.322977322026177","0.409260332113967","1"
"Main Tenant","1988","Bremen","Urban Area","66","0.691660580221107","0.60114796178495","0.782173198657265","1"
"Main Tenant","1988","Bremen","Rural Area","","","","","1"
"Main Tenant","1988","Brandenburg","Rural Area","","","","","1"
"Main Tenant","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Main Tenant","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Main Tenant","1988","Saxony","Urban Area","","","","","1"
"Main Tenant","1988","Saxony","Rural Area","","","","","1"
"Main Tenant","1988","Saxony-Anhalt","Urban Area","","","","","1"
"Main Tenant","1988","Saxony-Anhalt","Rural Area","","","","","1"
"Main Tenant","1988","Thuringia","Urban Area","","","","","1"
"Main Tenant","1988","Thuringia","Rural Area","","","","","1"
"Nursing Home/Retirement Community","1988","Hamburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Schleswig-Holstein","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","North Rhine-Westphalia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Bavaria","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Schleswig-Holstein","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Lower Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","North Rhine-Westphalia","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Hesse","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Hesse","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Thuringia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Lower Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Bremen","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Baden-Württemberg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Baden-Württemberg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Saxony-Anhalt","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Saxony-Anhalt","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Thuringia","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Brandenburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Bavaria","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Berlin","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1988","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1988","Brandenburg","Urban Area","","","","","4"
"Owner","1988","Saxony","Urban Area","","","","","3"
"Owner","1988","Hamburg","Rural Area","2","","","","3"
"Owner","1988","Schleswig-Holstein","Rural Area","117","0.649674772562088","0.579590301870044","0.719759243254133","3"
"Owner","1988","Hamburg","Urban Area","42","0.224977375743916","0.166961324451261","0.282993427036571","3"
"Owner","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Owner","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Owner","1988","Saxony","Rural Area","","","","","3"
"Owner","1988","Schleswig-Holstein","Urban Area","63","0.448891466055771","0.368212391906938","0.529570540204605","3"
"Owner","1988","Brandenburg","Rural Area","","","","","3"
"Owner","1988","Saxony-Anhalt","Urban Area","","","","","3"
"Owner","1988","Saxony-Anhalt","Rural Area","","","","","3"
"Owner","1988","Thuringia","Urban Area","","","","","3"
"Owner","1988","Thuringia","Rural Area","","","","","3"
"Owner","1988","Lower Saxony","Urban Area","233","0.44554492828951","0.40477790801997","0.486311948559049","3"
"Owner","1988","Lower Saxony","Rural Area","290","0.614916380072806","0.571338521198097","0.658494238947515","3"
"Owner","1988","Bremen","Urban Area","31","0.26497816776951","0.178480727218305","0.351475608320715","3"
"Owner","1988","Bremen","Rural Area","","","","","3"
"Owner","1988","North Rhine-Westphalia","Urban Area","903","0.377060247155735","0.358544828108707","0.395575666202763","3"
"Owner","1988","North Rhine-Westphalia","Rural Area","53","0.70816378979936","0.602419880180599","0.813907699418122","3"
"Owner","1988","Hesse","Urban Area","297","0.461012184584328","0.427754778842531","0.494269590326125","3"
"Owner","1988","Hesse","Rural Area","60","0.505880087467163","0.423647512572168","0.588112662362159","3"
"Owner","1988","Rhineland-Palatinate,Saarland","Urban Area","313","0.566274157733179","0.526881314993259","0.605667000473099","3"
"Owner","1988","Rhineland-Palatinate,Saarland","Rural Area","90","0.636285524736122","0.554218735995179","0.718352313477064","3"
"Owner","1988","Baden-Württemberg","Urban Area","685","0.530928135435891","0.506848845208974","0.555007425662807","3"
"Owner","1988","Baden-Württemberg","Rural Area","123","0.601700163461872","0.540894567933908","0.662505758989836","3"
"Owner","1988","Bavaria","Urban Area","356","0.449551505673486","0.416870067479254","0.482232943867717","3"
"Owner","1988","Bavaria","Rural Area","422","0.601921168424837","0.5672790246768","0.636563312172874","3"
"Owner","1988","Berlin","Urban Area","22","","","","3"
"Owner","1988","Berlin","Rural Area","","","","","3"
"Owner","1988","Brandenburg","Urban Area","","","","","3"
"Sub-Tenant","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Sub-Tenant","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Sub-Tenant","1988","Saxony","Urban Area","","","","","2"
"Sub-Tenant","1988","Saxony","Rural Area","","","","","2"
"Sub-Tenant","1988","Saxony-Anhalt","Urban Area","","","","","2"
"Sub-Tenant","1988","Saxony-Anhalt","Rural Area","","","","","2"
"Sub-Tenant","1988","Thuringia","Urban Area","","","","","2"
"Sub-Tenant","1988","Thuringia","Rural Area","","","","","2"
"Sub-Tenant","1988","North Rhine-Westphalia","Urban Area","42","0.0223967415783788","0.0167437428436056","0.0280497403131521","2"
