"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","2005","Mecklenburg-Western Pomerania","East Germany","7","","","","2"
"Sub-Tenant","2005","Saxony","West Germany","","","","","2"
"Sub-Tenant","2005","Saxony","East Germany","30","0.0213521988350369","0.0141159827280018","0.028588414942072","2"
"Sub-Tenant","2005","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","2005","Thuringia","East Germany","29","","","","2"
"Sub-Tenant","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","2005","Baden-Württemberg","West Germany","40","0.021845162706973","0.0161559141006291","0.0275344113133169","2"
"Sub-Tenant","2005","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","2005","Berlin","East Germany","4","","","","2"
"Sub-Tenant","2005","Brandenburg","West Germany","","","","","2"
"Sub-Tenant","2005","Brandenburg","East Germany","21","","","","2"
"Sub-Tenant","2005","Saxony-Anhalt","East Germany","13","","","","2"
"Sub-Tenant","2005","Thuringia","West Germany","","","","","2"
"Sub-Tenant","2005","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Tenant","2005","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","2005","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","2005","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","2005","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","2005","Hamburg","West Germany","","","","","5"
"Tenant","2005","Bremen","East Germany","","","","","5"
"Tenant","2005","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","2005","Saxony","West Germany","","","","","5"
"Tenant","2005","Saxony","East Germany","","","","","5"
"Tenant","2005","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","2005","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","2005","Thuringia","West Germany","","","","","5"
"Tenant","2005","Thuringia","East Germany","","","","","5"
"Tenant","2005","Hamburg","East Germany","","","","","5"
"Tenant","2005","Lower Saxony","West Germany","","","","","5"
"Tenant","2005","Lower Saxony","East Germany","","","","","5"
"Tenant","2005","Bremen","West Germany","","","","","5"
"Tenant","2005","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","2005","Hesse","West Germany","","","","","5"
"Tenant","2005","Hesse","East Germany","","","","","5"
"Tenant","2005","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","2005","Baden-Württemberg","West Germany","","","","","5"
"Tenant","2005","Baden-Württemberg","East Germany","","","","","5"
"Tenant","2005","Bavaria","West Germany","","","","","5"
"Tenant","2005","Bavaria","East Germany","","","","","5"
"Tenant","2005","Berlin","West Germany","","","","","5"
"Tenant","2005","Berlin","East Germany","","","","","5"
"Tenant","2005","Brandenburg","West Germany","","","","","5"
"Tenant","2005","Brandenburg","East Germany","","","","","5"
"Main Tenant","2006","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","2006","Hesse","West Germany","634","0.509339806808683","0.48408325465631","0.534596358961055","1"
"Main Tenant","2006","Hesse","East Germany","","","","","1"
"Main Tenant","2006","Rhineland-Palatinate,Saarland","West Germany","484","0.432284286083182","0.405488536526926","0.459080035639439","1"
"Main Tenant","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","2006","Baden-Württemberg","West Germany","1124","0.46952981482205","0.450934412085032","0.488125217559068","1"
"Main Tenant","2006","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","2006","Bavaria","West Germany","1190","0.458440663665394","0.441152483537027","0.475728843793762","1"
"Main Tenant","2006","Bavaria","East Germany","","","","","1"
"Main Tenant","2006","Berlin","West Germany","315","0.817820431236822","0.781876544188727","0.853764318284917","1"
"Main Tenant","2006","Berlin","East Germany","296","0.905146660435901","0.874623306703784","0.935670014168017","1"
"Main Tenant","2006","Brandenburg","West Germany","","","","","1"
"Main Tenant","2006","Brandenburg","East Germany","480","0.552962236604538","0.521462134285618","0.584462338923458","1"
"Main Tenant","2006","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","2006","Mecklenburg-Western Pomerania","East Germany","254","0.489531607220413","0.448348920837293","0.530714293603533","1"
"Main Tenant","2006","Saxony","West Germany","","","","","1"
"Main Tenant","2006","Saxony","East Germany","820","0.610062177817206","0.586260057914738","0.633864297719673","1"
"Main Tenant","2006","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","2006","Saxony-Anhalt","East Germany","433","0.575036549491317","0.543282671988116","0.606790426994517","1"
"Main Tenant","2006","Thuringia","West Germany","","","","","1"
"Main Tenant","2006","Thuringia","East Germany","372","0.484947374421289","0.453512510480292","0.516382238362287","1"
"Main Tenant","2006","North Rhine-Westphalia","West Germany","2176","0.561850645959165","0.547551379712906","0.576149912205425","1"
"Main Tenant","2006","Hamburg","West Germany","218","0.795719952625768","0.751054779545201","0.840385125706335","1"
"Main Tenant","2006","Hamburg","East Germany","","","","","1"
"Main Tenant","2006","Lower Saxony","West Germany","678","0.408530299099405","0.386997799815109","0.430062798383701","1"
"Main Tenant","2006","Lower Saxony","East Germany","","","","","1"
"Main Tenant","2006","Schleswig-Holstein","West Germany","250","0.400999554869658","0.364217039804512","0.437782069934805","1"
"Main Tenant","2006","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","2006","Bremen","West Germany","82","0.535555525440372","0.454656960903432","0.616454089977312","1"
"Main Tenant","2006","Bremen","East Germany","","","","","1"
"Nursing Home/Retirement Community","2006","Bavaria","West Germany","9","","","","4"
"Nursing Home/Retirement Community","2006","Hesse","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Baden-Württemberg","West Germany","5","","","","4"
"Nursing Home/Retirement Community","2006","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Mecklenburg-Western Pomerania","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2006","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Thuringia","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2006","Saxony","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2006","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Saxony-Anhalt","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2006","Schleswig-Holstein","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2006","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Hamburg","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2006","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","North Rhine-Westphalia","West Germany","8","","","","4"
"Nursing Home/Retirement Community","2006","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Berlin","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2006","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Brandenburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Brandenburg","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2006","Lower Saxony","West Germany","5","","","","4"
"Nursing Home/Retirement Community","2006","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","2006","Bremen","West Germany","","","","","4"
"Owner","2006","Saxony","East Germany","751","0.367177165742582","0.343653239411953","0.390701092073212","3"
"Owner","2006","Mecklenburg-Western Pomerania","East Germany","295","0.474210404413459","0.433073518846173","0.515347289980744","3"
"Owner","2006","Saxony","West Germany","","","","","3"
"Owner","2006","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","2006","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","2006","Hesse","West Germany","842","0.456963193696078","0.431795983009554","0.482130404382603","3"
"Owner","2006","Hesse","East Germany","","","","","3"
"Owner","2006","Rhineland-Palatinate,Saarland","West Germany","811","0.537282524291141","0.51031289130433","0.564252157277952","3"
"Owner","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","2006","Baden-Württemberg","West Germany","1603","0.509203103030432","0.490576230766414","0.527829975294451","3"
"Owner","2006","Baden-Württemberg","East Germany","","","","","3"
"Owner","2006","Bavaria","West Germany","1937","0.515695604919051","0.498355943655673","0.533035266182429","3"
"Owner","2006","Bavaria","East Germany","","","","","3"
"Owner","2006","Berlin","East Germany","52","0.0807178867084416","0.0523415873884984","0.109094186028385","3"
"Owner","2006","Brandenburg","West Germany","","","","","3"
"Owner","2006","Brandenburg","East Germany","447","0.392726810602147","0.361786159302364","0.423667461901929","3"
"Owner","2006","Berlin","West Germany","108","0.138674683138414","0.10649154233521","0.170857823941618","3"
"Owner","2006","Schleswig-Holstein","West Germany","421","0.574544937649629","0.537438885323725","0.611650989975534","3"
"Owner","2006","Schleswig-Holstein","East Germany","","","","","3"
"Owner","2006","Hamburg","West Germany","92","0.192220705785095","0.148566874626792","0.235874536943398","3"
"Owner","2006","Hamburg","East Germany","","","","","3"
"Owner","2006","Lower Saxony","West Germany","1288","0.566835476497306","0.545129915928611","0.588541037066002","3"
"Owner","2006","Lower Saxony","East Germany","","","","","3"
"Owner","2006","Bremen","West Germany","62","0.45594579931575","0.375157334319648","0.536734264311852","3"
"Owner","2006","Bremen","East Germany","","","","","3"
"Owner","2006","North Rhine-Westphalia","West Germany","2396","0.421136951269729","0.406907380147322","0.435366522392135","3"
"Owner","2006","Saxony-Anhalt","West Germany","","","","","3"
"Owner","2006","Saxony-Anhalt","East Germany","487","0.407911069927654","0.376342895546459","0.439479244308849","3"
"Owner","2006","Thuringia","West Germany","","","","","3"
"Owner","2006","Thuringia","East Germany","564","0.468568716059596","0.437181797598422","0.499955634520771","3"
"Sub-Tenant","2006","Rhineland-Palatinate,Saarland","West Germany","18","","","","2"
"Sub-Tenant","2006","Hesse","East Germany","","","","","2"
"Sub-Tenant","2006","Hesse","West Germany","29","","","","2"
"Sub-Tenant","2006","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","2006","North Rhine-Westphalia","West Germany","45","0.0144262269737151","0.0109897521074097","0.0178627018400205","2"
"Sub-Tenant","2006","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","2006","Mecklenburg-Western Pomerania","East Germany","14","","","","2"
"Sub-Tenant","2006","Saxony","West Germany","","","","","2"
"Sub-Tenant","2006","Saxony","East Germany","40","0.0224039143061298","0.0151816631723856","0.0296261654398739","2"
"Sub-Tenant","2006","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","2006","Saxony-Anhalt","East Germany","8","","","","2"
"Sub-Tenant","2006","Thuringia","West Germany","","","","","2"
"Sub-Tenant","2006","Thuringia","East Germany","31","0.0387259175547515","0.0265902701174195","0.0508615649920835","2"
"Sub-Tenant","2006","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","2006","Hamburg","West Germany","1","","","","2"
"Sub-Tenant","2006","Hamburg","East Germany","","","","","2"
"Sub-Tenant","2006","Lower Saxony","West Germany","31","0.0216850265394321","0.0153048105116054","0.0280652425672587","2"
"Sub-Tenant","2006","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","2006","Bremen","West Germany","2","","","","2"
"Sub-Tenant","2006","Bremen","East Germany","","","","","2"
"Sub-Tenant","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","2006","Baden-Württemberg","West Germany","35","0.0176854802867006","0.0127743978700073","0.022596562703394","2"
"Sub-Tenant","2006","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","2006","Bavaria","West Germany","55","0.0210201813670734","0.0160429275549542","0.0259974351791927","2"
"Sub-Tenant","2006","Bavaria","East Germany","","","","","2"
"Sub-Tenant","2006","Berlin","West Germany","18","","","","2"
"Sub-Tenant","2006","Berlin","East Germany","6","","","","2"
"Sub-Tenant","2006","Brandenburg","West Germany","","","","","2"
"Sub-Tenant","2006","Brandenburg","East Germany","27","","","","2"
"Sub-Tenant","2006","Schleswig-Holstein","West Germany","9","","","","2"
"Tenant","2006","Bremen","East Germany","","","","","5"
"Tenant","2006","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","2006","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","2006","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","2006","Saxony","West Germany","","","","","5"
"Tenant","2006","Saxony","East Germany","","","","","5"
"Tenant","2006","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","2006","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","2006","Thuringia","West Germany","","","","","5"
"Tenant","2006","Thuringia","East Germany","","","","","5"
"Tenant","2006","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","2006","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","2006","Hamburg","West Germany","","","","","5"
"Tenant","2006","Hamburg","East Germany","","","","","5"
"Tenant","2006","Lower Saxony","West Germany","","","","","5"
"Tenant","2006","Lower Saxony","East Germany","","","","","5"
"Tenant","2006","Bremen","West Germany","","","","","5"
"Tenant","2006","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","2006","Hesse","West Germany","","","","","5"
"Tenant","2006","Hesse","East Germany","","","","","5"
"Tenant","2006","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","2006","Baden-Württemberg","West Germany","","","","","5"
"Tenant","2006","Baden-Württemberg","East Germany","","","","","5"
"Tenant","2006","Bavaria","West Germany","","","","","5"
"Tenant","2006","Bavaria","East Germany","","","","","5"
"Tenant","2006","Berlin","West Germany","","","","","5"
"Tenant","2006","Berlin","East Germany","","","","","5"
"Tenant","2006","Brandenburg","West Germany","","","","","5"
"Tenant","2006","Brandenburg","East Germany","","","","","5"
"Main Tenant","2007","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","2007","Hesse","West Germany","618","0.497926471499281","0.471902339962483","0.523950603036079","1"
"Main Tenant","2007","Hesse","East Germany","","","","","1"
"Main Tenant","2007","Rhineland-Palatinate,Saarland","West Germany","428","0.422049558222374","0.39409417021117","0.450004946233579","1"
"Main Tenant","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","2007","Baden-Württemberg","West Germany","996","0.445973228819137","0.426684099184931","0.465262358453342","1"
"Main Tenant","2007","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","2007","Bavaria","West Germany","1130","0.453058230495476","0.435313207138329","0.470803253852622","1"
"Main Tenant","2007","Bavaria","East Germany","","","","","1"
"Main Tenant","2007","Berlin","West Germany","292","0.803354338946166","0.76516015972313","0.841548518169202","1"
"Main Tenant","2007","Berlin","East Germany","286","0.866676997873101","0.83111585498828","0.902238140757923","1"
"Main Tenant","2007","Brandenburg","West Germany","","","","","1"
"Main Tenant","2007","Brandenburg","East Germany","456","0.568103038060486","0.53539430162808","0.600811774492892","1"
"Main Tenant","2007","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","2007","Mecklenburg-Western Pomerania","East Germany","240","0.518612567067981","0.475708533692702","0.56151660044326","1"
"Main Tenant","2007","Saxony","West Germany","","","","","1"
"Main Tenant","2007","Saxony","East Germany","795","0.613757597563678","0.589424447258213","0.638090747869144","1"
"Main Tenant","2007","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","2007","Saxony-Anhalt","East Germany","394","0.536141721187705","0.503396969816802","0.568886472558608","1"
"Main Tenant","2007","Thuringia","West Germany","","","","","1"
"Main Tenant","2007","Thuringia","East Germany","366","0.451585710388382","0.419636170254269","0.483535250522494","1"
"Main Tenant","2007","North Rhine-Westphalia","West Germany","2001","0.554427191808953","0.539559304951243","0.569295078666663","1"
"Main Tenant","2007","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","2007","Hamburg","West Germany","206","0.796204210601742","0.750621798616938","0.841786622586547","1"
"Main Tenant","2007","Hamburg","East Germany","","","","","1"
"Main Tenant","2007","Lower Saxony","West Germany","633","0.406244171648515","0.383990139466604","0.428498203830427","1"
"Main Tenant","2007","Lower Saxony","East Germany","","","","","1"
"Main Tenant","2007","Schleswig-Holstein","West Germany","234","0.38618641424321","0.348198088314138","0.424174740172282","1"
"Main Tenant","2007","Bremen","West Germany","82","0.505252416329767","0.424973593180898","0.585531239478635","1"
"Main Tenant","2007","Bremen","East Germany","","","","","1"
"Nursing Home/Retirement Community","2007","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Hesse","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2007","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Rhineland-Palatinate,Saarland","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2007","Bavaria","West Germany","11","","","","4"
"Nursing Home/Retirement Community","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Baden-Württemberg","West Germany","6","","","","4"
"Nursing Home/Retirement Community","2007","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Mecklenburg-Western Pomerania","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2007","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Thuringia","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2007","Saxony","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2007","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Saxony-Anhalt","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2007","Hamburg","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2007","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Lower Saxony","West Germany","4","","","","4"
"Nursing Home/Retirement Community","2007","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Bremen","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","North Rhine-Westphalia","West Germany","7","","","","4"
"Nursing Home/Retirement Community","2007","Schleswig-Holstein","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2007","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Berlin","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2007","Berlin","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2007","Brandenburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Brandenburg","East Germany","2","","","","4"
"Owner","2007","Mecklenburg-Western Pomerania","East Germany","274","0.46460803551078","0.42178193695438","0.507434134067181","3"
"Owner","2007","Saxony","West Germany","","","","","3"
"Owner","2007","Saxony","East Germany","712","0.360445063084881","0.33644964109803","0.384440485071733","3"
"Owner","2007","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","2007","Schleswig-Holstein","West Germany","382","0.572856069271353","0.534259981027059","0.611452157515647","3"
"Owner","2007","Schleswig-Holstein","East Germany","","","","","3"
"Owner","2007","Hamburg","West Germany","88","0.189198454393096","0.144878067823323","0.23351884096287","3"
"Owner","2007","Hamburg","East Germany","","","","","3"
"Owner","2007","Lower Saxony","West Germany","1197","0.563890391435274","0.541420220710499","0.586360562160048","3"
"Owner","2007","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","2007","Hesse","West Germany","773","0.470527934790852","0.444548828453015","0.496507041128689","3"
"Owner","2007","Hesse","East Germany","","","","","3"
"Owner","2007","Rhineland-Palatinate,Saarland","West Germany","754","0.543917724806875","0.515725671852507","0.572109777761243","3"
"Owner","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","2007","Baden-Württemberg","West Germany","1504","0.530684437163257","0.511318277165462","0.550050597161053","3"
"Owner","2007","Baden-Württemberg","East Germany","","","","","3"
"Owner","2007","Bavaria","West Germany","1839","0.522722139842722","0.504916806473941","0.540527473211504","3"
"Owner","2007","Bavaria","East Germany","","","","","3"
"Owner","2007","Berlin","West Germany","112","0.158161096822725","0.123096749819608","0.193225443825843","3"
"Owner","2007","Berlin","East Germany","58","0.106182872536761","0.0739539264461788","0.138411818627342","3"
"Owner","2007","Brandenburg","West Germany","","","","","3"
"Owner","2007","Brandenburg","East Germany","399","0.380802177208959","0.348737670829699","0.412866683588218","3"
"Owner","2007","Lower Saxony","East Germany","","","","","3"
"Owner","2007","Bremen","West Germany","66","0.493640210639396","0.413363452362685","0.573916968916106","3"
"Owner","2007","Bremen","East Germany","","","","","3"
"Owner","2007","North Rhine-Westphalia","West Germany","2235","0.42515490978422","0.410366664023309","0.43994315554513","3"
"Owner","2007","Saxony-Anhalt","West Germany","","","","","3"
"Owner","2007","Saxony-Anhalt","East Germany","477","0.434532166786139","0.401984178045405","0.467080155526872","3"
"Owner","2007","Thuringia","West Germany","","","","","3"
"Owner","2007","Thuringia","East Germany","537","0.494768524005995","0.46266990366311","0.526867144348879","3"
"Sub-Tenant","2007","Hesse","West Germany","26","","","","2"
"Sub-Tenant","2007","Rhineland-Palatinate,Saarland","West Germany","15","","","","2"
"Sub-Tenant","2007","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","2007","Hesse","East Germany","","","","","2"
"Sub-Tenant","2007","Bremen","East Germany","","","","","2"
"Sub-Tenant","2007","North Rhine-Westphalia","West Germany","50","0.0178060260153774","0.0138500852392363","0.0217619667915186","2"
"Sub-Tenant","2007","Thuringia","West Germany","","","","","2"
"Sub-Tenant","2007","Thuringia","East Germany","24","","","","2"
"Sub-Tenant","2007","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","2007","Hamburg","West Germany","4","","","","2"
"Sub-Tenant","2007","Hamburg","East Germany","","","","","2"
"Sub-Tenant","2007","Lower Saxony","West Germany","37","0.0278908790507897","0.0204298315070133","0.035351926594566","2"
"Sub-Tenant","2007","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","2007","Bremen","West Germany","1","","","","2"
"Sub-Tenant","2007","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","2007","Mecklenburg-Western Pomerania","East Germany","5","","","","2"
"Sub-Tenant","2007","Saxony","West Germany","","","","","2"
"Sub-Tenant","2007","Saxony","East Germany","29","","","","2"
"Sub-Tenant","2007","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","2007","Saxony-Anhalt","East Germany","17","","","","2"
"Sub-Tenant","2007","Schleswig-Holstein","West Germany","13","","","","2"
"Sub-Tenant","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","2007","Baden-Württemberg","West Germany","45","0.0173508474733436","0.0122838294426876","0.0224178655039995","2"
"Sub-Tenant","2007","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","2007","Bavaria","West Germany","43","0.018265328112425","0.0134917963008651","0.023038859923985","2"
"Sub-Tenant","2007","Bavaria","East Germany","","","","","2"
"Sub-Tenant","2007","Berlin","West Germany","10","","","","2"
"Sub-Tenant","2007","Berlin","East Germany","6","","","","2"
"Sub-Tenant","2007","Brandenburg","West Germany","","","","","2"
"Sub-Tenant","2007","Brandenburg","East Germany","24","","","","2"
"Tenant","2007","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","2007","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","2007","Hamburg","West Germany","","","","","5"
"Tenant","2007","Hamburg","East Germany","","","","","5"
"Tenant","2007","Lower Saxony","West Germany","","","","","5"
"Tenant","2007","Lower Saxony","East Germany","","","","","5"
"Tenant","2007","Bremen","West Germany","","","","","5"
"Tenant","2007","Bremen","East Germany","","","","","5"
"Tenant","2007","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","2007","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","2007","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","2007","Saxony","West Germany","","","","","5"
"Tenant","2007","Saxony","East Germany","","","","","5"
"Tenant","2007","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","2007","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","2007","Thuringia","West Germany","","","","","5"
"Tenant","2007","Thuringia","East Germany","","","","","5"
"Tenant","2007","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","2007","Hesse","West Germany","","","","","5"
"Tenant","2007","Hesse","East Germany","","","","","5"
"Tenant","2007","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","2007","Baden-Württemberg","West Germany","","","","","5"
"Tenant","2007","Baden-Württemberg","East Germany","","","","","5"
"Tenant","2007","Bavaria","West Germany","","","","","5"
"Tenant","2007","Bavaria","East Germany","","","","","5"
"Tenant","2007","Berlin","West Germany","","","","","5"
"Tenant","2007","Berlin","East Germany","","","","","5"
"Tenant","2007","Brandenburg","West Germany","","","","","5"
"Tenant","2007","Brandenburg","East Germany","","","","","5"
"Main Tenant","2008","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","2008","Hesse","West Germany","572","0.490040187579096","0.46329438354775","0.516785991610441","1"
"Main Tenant","2008","Hesse","East Germany","","","","","1"
"Main Tenant","2008","Rhineland-Palatinate,Saarland","West Germany","393","0.426526684284119","0.397587827325699","0.455465541242539","1"
"Main Tenant","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","2008","Baden-Württemberg","West Germany","926","0.434261902124648","0.414464717746119","0.454059086503176","1"
"Main Tenant","2008","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","2008","Bavaria","West Germany","1023","0.434153084867053","0.415836936751651","0.452469232982455","1"
"Main Tenant","2008","Bavaria","East Germany","","","","","1"
"Main Tenant","2008","Berlin","West Germany","275","0.816145175340526","0.777798626682744","0.854491723998309","1"
"Main Tenant","2008","Berlin","East Germany","274","0.847150423641936","0.808731470533448","0.885569376750424","1"
"Main Tenant","2008","Brandenburg","West Germany","","","","","1"
"Main Tenant","2008","Brandenburg","East Germany","412","0.530142221012743","0.496290226593136","0.563994215432351","1"
"Main Tenant","2008","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","2008","Mecklenburg-Western Pomerania","East Germany","224","0.483423129070767","0.439533227099696","0.527313031041839","1"
"Main Tenant","2008","Saxony","West Germany","","","","","1"
"Main Tenant","2008","Saxony","East Germany","761","0.620955305251556","0.595975486639276","0.645935123863836","1"
"Main Tenant","2008","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","2008","Saxony-Anhalt","East Germany","374","0.500659145386466","0.46658186220931","0.534736428563623","1"
"Main Tenant","2008","Thuringia","West Germany","","","","","1"
"Main Tenant","2008","Thuringia","East Germany","351","0.464443434923119","0.431622165891639","0.497264703954599","1"
"Main Tenant","2008","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","2008","Hamburg","West Germany","194","0.790084462054427","0.742968702557002","0.837200221551851","1"
"Main Tenant","2008","Hamburg","East Germany","","","","","1"
