"hlf0001_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Nursing Home/Retirement Community","1988","direct migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1988","direct migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1988","indirect migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1988","indirect migration background","East Germany","","","",""
"Tenant","1988","no migration background","West Germany","","","",""
"Tenant","1988","no migration background","East Germany","","","",""
"Tenant","1988","direct migration background","West Germany","","","",""
"Tenant","1988","direct migration background","East Germany","","","",""
"Tenant","1988","indirect migration background","West Germany","","","",""
"Tenant","1988","indirect migration background","East Germany","","","",""
"Main Tenant","1989","no migration background","West Germany","3093","0.475676552753283","0.463839623423509","0.487513482083057"
"Main Tenant","1989","no migration background","East Germany","","","",""
"Main Tenant","1989","direct migration background","West Germany","2199","0.719144406673248","0.701889584910351","0.736399228436145"
"Main Tenant","1989","direct migration background","East Germany","","","",""
"Main Tenant","1989","indirect migration background","West Germany","209","0.77247558481355","0.721516948048669","0.823434221578432"
"Main Tenant","1989","indirect migration background","East Germany","","","",""
"Sub-Tenant","1989","no migration background","West Germany","131","0.022403534387056","0.0188958410060955","0.0259112277680165"
"Sub-Tenant","1989","no migration background","East Germany","","","",""
"Sub-Tenant","1989","direct migration background","West Germany","48","0.0229936567752265","0.0172390772094335","0.0287482363410194"
"Sub-Tenant","1989","direct migration background","East Germany","","","",""
"Sub-Tenant","1989","indirect migration background","West Germany","1","","",""
"Sub-Tenant","1989","indirect migration background","East Germany","","","",""
"Owner","1989","no migration background","West Germany","3601","0.49998502997826","0.488134069578228","0.511835990378293"
"Owner","1989","no migration background","East Germany","","","",""
"Owner","1989","direct migration background","West Germany","358","0.254368659858583","0.237647947988453","0.271089371728713"
"Owner","1989","direct migration background","East Germany","","","",""
"Owner","1989","indirect migration background","West Germany","50","0.225373113658094","0.174585389426263","0.276160837889925"
"Owner","1989","indirect migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1989","no migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1989","no migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1989","direct migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1989","direct migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1989","indirect migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1989","indirect migration background","East Germany","","","",""
"Tenant","1989","no migration background","West Germany","13","","",""
"Tenant","1989","no migration background","East Germany","","","",""
"Tenant","1989","direct migration background","West Germany","1","","",""
"Tenant","1989","direct migration background","East Germany","","","",""
"Tenant","1989","indirect migration background","West Germany","","","",""
"Tenant","1989","indirect migration background","East Germany","","","",""
"Main Tenant","1990","no migration background","West Germany","2998","0.478596641455895","0.466607461808466","0.490585821103323"
"Main Tenant","1990","no migration background","East Germany","2738","0.661169635374455","0.647009550841964","0.675329719906945"
"Main Tenant","1990","direct migration background","West Germany","2094","0.71343888556238","0.695892814709169","0.730984956415591"
"Main Tenant","1990","direct migration background","East Germany","104","0.705385090723033","0.630927780461372","0.779842400984695"
"Main Tenant","1990","indirect migration background","West Germany","241","0.788758757913437","0.742257608389103","0.835259907437771"
"Main Tenant","1990","indirect migration background","East Germany","2","","",""
"Sub-Tenant","1990","no migration background","West Germany","145","0.0250842085079299","0.0213310104243521","0.0288374065915077"
"Sub-Tenant","1990","no migration background","East Germany","150","0.0351975222516031","0.0296844525217015","0.0407105919815046"
"Sub-Tenant","1990","direct migration background","West Germany","59","0.0331206937173618","0.0261763900050792","0.0400649974296444"
"Sub-Tenant","1990","direct migration background","East Germany","3","","",""
"Sub-Tenant","1990","indirect migration background","West Germany","3","","",""
"Sub-Tenant","1990","indirect migration background","East Germany","","","",""
"Owner","1990","no migration background","West Germany","3523","0.495477320132374","0.483477631717725","0.507477008547022"
"Owner","1990","no migration background","East Germany","1398","0.302374547361415","0.288634064060371","0.31611503066246"
"Owner","1990","direct migration background","West Germany","396","0.253131300823303","0.236258471377833","0.270004130268773"
"Owner","1990","direct migration background","East Germany","37","0.276437850660185","0.203390659847319","0.349485041473051"
"Owner","1990","indirect migration background","West Germany","52","0.197617296460006","0.152253907551361","0.242980685368652"
"Owner","1990","indirect migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1990","no migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1990","no migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1990","direct migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1990","direct migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1990","indirect migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1990","indirect migration background","East Germany","","","",""
"Tenant","1990","no migration background","West Germany","3","","",""
"Tenant","1990","no migration background","East Germany","6","","",""
"Tenant","1990","direct migration background","West Germany","2","","",""
"Tenant","1990","direct migration background","East Germany","","","",""
"Tenant","1990","indirect migration background","West Germany","","","",""
"Tenant","1990","indirect migration background","East Germany","","","",""
"Main Tenant","1991","no migration background","West Germany","3039","0.479803445573177","0.467790522500858","0.491816368645496"
"Main Tenant","1991","no migration background","East Germany","2484","0.644542680095654","0.629742646673639","0.659342713517669"
"Main Tenant","1991","direct migration background","West Germany","2019","0.70488807335006","0.686998817235559","0.722777329464561"
"Main Tenant","1991","direct migration background","East Germany","101","0.70853975480955","0.633795865421601","0.783283644197499"
"Main Tenant","1991","indirect migration background","West Germany","284","0.76054409105843","0.715771693134897","0.805316488981963"
"Main Tenant","1991","indirect migration background","East Germany","3","","",""
"Sub-Tenant","1991","no migration background","West Germany","143","0.0254920469380157","0.0217021419036581","0.0292819519723733"
"Sub-Tenant","1991","no migration background","East Germany","196","0.0534653508941249","0.0465095427652234","0.0604211590230265"
"Sub-Tenant","1991","direct migration background","West Germany","60","0.0288291505803988","0.0222661481933443","0.0353921529674533"
"Sub-Tenant","1991","direct migration background","East Germany","4","","",""
"Sub-Tenant","1991","indirect migration background","West Germany","4","","",""
"Sub-Tenant","1991","indirect migration background","East Germany","","","",""
"Owner","1991","no migration background","West Germany","3460","0.493755181160312","0.481733383673177","0.505776978647448"
"Owner","1991","no migration background","East Germany","1333","0.300267226303668","0.286094180236069","0.314440272371266"
"Owner","1991","direct migration background","West Germany","416","0.26599097417447","0.248660000203025","0.283321948145916"
"Owner","1991","direct migration background","East Germany","36","0.253562974881483","0.182007408321597","0.325118541441369"
"Owner","1991","indirect migration background","West Germany","61","0.223619396529217","0.179904701645424","0.26733409141301"
"Owner","1991","indirect migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1991","no migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1991","no migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1991","direct migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1991","direct migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1991","indirect migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1991","indirect migration background","East Germany","","","",""
"Tenant","1991","no migration background","West Germany","2","","",""
"Tenant","1991","no migration background","East Germany","5","","",""
"Tenant","1991","direct migration background","West Germany","2","","",""
"Tenant","1991","direct migration background","East Germany","1","","",""
"Tenant","1991","indirect migration background","West Germany","","","",""
"Tenant","1991","indirect migration background","East Germany","","","",""
"Main Tenant","1992","no migration background","West Germany","3042","0.473404231099033","0.461332930526872","0.485475531671194"
"Main Tenant","1992","no migration background","East Germany","2476","0.676665756737166","0.661861781248777","0.691469732225555"
"Main Tenant","1992","direct migration background","West Germany","1900","0.691855155637183","0.673478043589882","0.710232267684483"
"Main Tenant","1992","direct migration background","East Germany","107","0.740061919489589","0.668917531816756","0.811206307162421"
"Main Tenant","1992","indirect migration background","West Germany","320","0.739369687023081","0.696404254499802","0.782335119546359"
"Main Tenant","1992","indirect migration background","East Germany","9","","",""
"Sub-Tenant","1992","no migration background","West Germany","149","0.0279036387677732","0.0239217933779458","0.0318854841576005"
"Sub-Tenant","1992","no migration background","East Germany","111","0.0276421426872672","0.0224533738497051","0.0328309115248293"
"Sub-Tenant","1992","direct migration background","West Germany","66","0.0326134475184508","0.0255439166115824","0.0396829784253192"
"Sub-Tenant","1992","direct migration background","East Germany","3","","",""
"Sub-Tenant","1992","indirect migration background","West Germany","4","","",""
"Sub-Tenant","1992","indirect migration background","East Germany","","","",""
"Owner","1992","no migration background","West Germany","3377","0.497630060815694","0.485541782808292","0.509718338823096"
"Owner","1992","no migration background","East Germany","1245","0.293804334596961","0.279387927750815","0.308220741443107"
"Owner","1992","direct migration background","West Germany","458","0.274154688558987","0.256400039342225","0.291909337775749"
"Owner","1992","direct migration background","East Germany","36","0.244797336683204","0.175053350790421","0.314541322575987"
"Owner","1992","indirect migration background","West Germany","77","0.241942039769498","0.200025755223127","0.283858324315869"
"Owner","1992","indirect migration background","East Germany","1","","",""
"Nursing Home/Retirement Community","1992","no migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1992","no migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1992","direct migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1992","direct migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1992","indirect migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1992","indirect migration background","East Germany","","","",""
"Tenant","1992","no migration background","West Germany","4","","",""
"Tenant","1992","no migration background","East Germany","3","","",""
"Tenant","1992","direct migration background","West Germany","1","","",""
"Tenant","1992","direct migration background","East Germany","","","",""
"Tenant","1992","indirect migration background","West Germany","","","",""
"Tenant","1992","indirect migration background","East Germany","","","",""
"Main Tenant","1993","no migration background","West Germany","3016","0.468404998453239","0.456284361359018","0.48052563554746"
"Main Tenant","1993","no migration background","East Germany","2377","0.666762281984194","0.651553392784075","0.681971171184312"
"Main Tenant","1993","direct migration background","West Germany","1832","0.673032085587548","0.654113938515308","0.691950232659787"
"Main Tenant","1993","direct migration background","East Germany","99","0.729240241115718","0.654559948806604","0.803920533424832"
"Main Tenant","1993","indirect migration background","West Germany","358","0.688067274285086","0.645822497025876","0.730312051544296"
"Main Tenant","1993","indirect migration background","East Germany","11","","",""
"Sub-Tenant","1993","no migration background","West Germany","177","0.0304340672309793","0.026261600188893","0.0346065342730655"
"Sub-Tenant","1993","no migration background","East Germany","89","0.0235184462108149","0.018628869739671","0.0284080226819589"
"Sub-Tenant","1993","direct migration background","West Germany","73","0.0449608576685652","0.0366041343437017","0.0533175809934286"
"Sub-Tenant","1993","direct migration background","East Germany","3","","",""
"Sub-Tenant","1993","indirect migration background","West Germany","12","","",""
"Sub-Tenant","1993","indirect migration background","East Germany","","","",""
"Owner","1993","no migration background","West Germany","3318","0.501160934315782","0.489016058538526","0.513305810093037"
"Owner","1993","no migration background","East Germany","1224","0.309719271804991","0.294800540333209","0.324638003276774"
"Owner","1993","direct migration background","West Germany","457","0.282007056743887","0.263860333315306","0.300153780172468"
"Owner","1993","direct migration background","East Germany","34","0.250283190551321","0.177481225422111","0.323085155680531"
"Owner","1993","indirect migration background","West Germany","92","0.276331438608438","0.23555473587419","0.317108141342687"
"Owner","1993","indirect migration background","East Germany","3","","",""
"Nursing Home/Retirement Community","1993","no migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1993","no migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1993","direct migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1993","direct migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1993","indirect migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1993","indirect migration background","East Germany","","","",""
"Tenant","1993","no migration background","West Germany","","","",""
"Tenant","1993","no migration background","East Germany","","","",""
"Tenant","1993","direct migration background","West Germany","","","",""
"Tenant","1993","direct migration background","East Germany","","","",""
"Tenant","1993","indirect migration background","West Germany","","","",""
"Tenant","1993","indirect migration background","East Germany","","","",""
"Main Tenant","1994","no migration background","West Germany","2988","0.465981625758322","0.453800140974983","0.478163110541662"
"Main Tenant","1994","no migration background","East Germany","2275","0.661358899222472","0.645961653474476","0.676756144970468"
"Main Tenant","1994","direct migration background","West Germany","1727","0.680644975263775","0.661290105425254","0.699999845102296"
"Main Tenant","1994","direct migration background","East Germany","105","0.749270439167392","0.678230571842848","0.820310306491937"
"Main Tenant","1994","indirect migration background","West Germany","382","0.71402523448067","0.673600413169856","0.754450055791484"
"Main Tenant","1994","indirect migration background","East Germany","12","","",""
"Sub-Tenant","1994","no migration background","West Germany","153","0.0284674799839353","0.0244064058837274","0.0325285540841432"
"Sub-Tenant","1994","no migration background","East Germany","106","0.0289963371115169","0.0235370415015452","0.0344556327214887"
"Sub-Tenant","1994","direct migration background","West Germany","67","0.0341589153600655","0.0266184537963779","0.0416993769237531"
"Sub-Tenant","1994","direct migration background","East Germany","1","","",""
"Sub-Tenant","1994","indirect migration background","West Germany","9","","",""
"Sub-Tenant","1994","indirect migration background","East Germany","","","",""
"Owner","1994","no migration background","West Germany","3301","0.505550894257742","0.493341869620239","0.517759918895246"
"Owner","1994","no migration background","East Germany","1248","0.309644763666011","0.294602167774548","0.324687359557474"
"Owner","1994","direct migration background","West Germany","435","0.285196109376159","0.26645228057544","0.303939938176878"
"Owner","1994","direct migration background","East Germany","37","0.245590846100491","0.175042045508036","0.316139646692947"
"Owner","1994","indirect migration background","West Germany","89","0.259912292833459","0.220676495926435","0.299148089740483"
"Owner","1994","indirect migration background","East Germany","4","","",""
"Nursing Home/Retirement Community","1994","no migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1994","no migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1994","direct migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1994","direct migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1994","indirect migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1994","indirect migration background","East Germany","","","",""
"Tenant","1994","no migration background","West Germany","","","",""
"Tenant","1994","no migration background","East Germany","","","",""
"Tenant","1994","direct migration background","West Germany","","","",""
"Tenant","1994","direct migration background","East Germany","","","",""
"Tenant","1994","indirect migration background","West Germany","","","",""
"Tenant","1994","indirect migration background","East Germany","","","",""
"Main Tenant","1995","no migration background","West Germany","3036","0.453105985821022","0.441001589290395","0.46521038235165"
"Main Tenant","1995","no migration background","East Germany","2173","0.640337060147769","0.624541650661705","0.656132469633832"
"Main Tenant","1995","direct migration background","West Germany","2097","0.689419277372236","0.671870773070302","0.706967781674171"
"Main Tenant","1995","direct migration background","East Germany","99","0.693389984882708","0.617817792262773","0.768962177502644"
"Main Tenant","1995","indirect migration background","West Germany","384","0.618755498192125","0.576055168648209","0.661455827736041"
"Main Tenant","1995","indirect migration background","East Germany","11","","",""
"Sub-Tenant","1995","no migration background","West Germany","153","0.0298038403710473","0.0256690114282417","0.033938669313853"
"Sub-Tenant","1995","no migration background","East Germany","119","0.0335137229720066","0.027590093174715","0.0394373527692983"
"Sub-Tenant","1995","direct migration background","West Germany","89","0.046860882236331","0.038846048376824","0.0548757160958381"
"Sub-Tenant","1995","direct migration background","East Germany","6","","",""
"Sub-Tenant","1995","indirect migration background","West Germany","15","","",""
"Sub-Tenant","1995","indirect migration background","East Germany","","","",""
"Owner","1995","no migration background","West Germany","3308","0.517090173807931","0.504939291303671","0.529241056312191"
"Owner","1995","no migration background","East Germany","1254","0.326149216880225","0.310719116046376","0.341579317714074"
"Owner","1995","direct migration background","West Germany","485","0.263719840391433","0.247008776562877","0.280430904219988"
"Owner","1995","direct migration background","East Germany","38","0.267900369625438","0.195314543762268","0.340486195488607"
"Owner","1995","indirect migration background","West Germany","98","0.314225252823853","0.273413881950686","0.355036623697021"
"Owner","1995","indirect migration background","East Germany","5","","",""
"Nursing Home/Retirement Community","1995","no migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1995","no migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1995","direct migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1995","direct migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1995","indirect migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1995","indirect migration background","East Germany","","","",""
"Tenant","1995","no migration background","West Germany","","","",""
"Tenant","1995","no migration background","East Germany","","","",""
"Tenant","1995","direct migration background","West Germany","","","",""
"Tenant","1995","direct migration background","East Germany","","","",""
"Tenant","1995","indirect migration background","West Germany","","","",""
"Tenant","1995","indirect migration background","East Germany","","","",""
"Main Tenant","1996","no migration background","West Germany","2954","0.451304635492655","0.439132098032101","0.46347717295321"
"Main Tenant","1996","no migration background","East Germany","2133","0.641152386717112","0.625340305199947","0.656964468234277"
"Main Tenant","1996","direct migration background","West Germany","1913","0.697952452472576","0.679881841920223","0.71602306302493"
"Main Tenant","1996","direct migration background","East Germany","101","0.724341386697386","0.650585622301581","0.798097151093192"
"Main Tenant","1996","indirect migration background","West Germany","403","0.668613923193888","0.628501851593739","0.708725994794038"
"Main Tenant","1996","indirect migration background","East Germany","12","","",""
"Sub-Tenant","1996","no migration background","West Germany","161","0.0275926872715175","0.0235858501886701","0.031599524354365"
"Sub-Tenant","1996","no migration background","East Germany","97","0.0325353149161197","0.0266867616466706","0.0383838681855689"
"Sub-Tenant","1996","direct migration background","West Germany","102","0.0449718874178021","0.0368154429081718","0.0531283319274323"
"Sub-Tenant","1996","direct migration background","East Germany","3","","",""
"Sub-Tenant","1996","indirect migration background","West Germany","22","","",""
"Sub-Tenant","1996","indirect migration background","East Germany","3","","",""
"Owner","1996","no migration background","West Germany","3305","0.521102677235827","0.508882895922879","0.533322458548775"
"Owner","1996","no migration background","East Germany","1305","0.326312298366768","0.310856216384042","0.341768380349493"
"Owner","1996","direct migration background","West Germany","465","0.257075660109622","0.239875795673205","0.274275524546038"
"Owner","1996","direct migration background","East Germany","37","0.25840584038673","0.186150018105629","0.33066166266783"
"Owner","1996","indirect migration background","West Germany","104","0.28159916733741","0.24327088547077","0.319927449204051"
"Owner","1996","indirect migration background","East Germany","5","","",""
"Nursing Home/Retirement Community","1996","no migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1996","no migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1996","direct migration background","West Germany","","","",""
"Nursing Home/Retirement Community","1996","direct migration background","East Germany","","","",""
"Nursing Home/Retirement Community","1996","indirect migration background","West Germany","","","",""
