"hlf0001_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Main Tenant","1987","middle vocational","Urban Area","2261","0.564510096877922","0.548954964278013","0.580065229477831"
"Main Tenant","1987","middle vocational","Rural Area","401","0.364451341899284","0.335774677060938","0.393128006737629"
"Main Tenant","1987","vocational + Abi","Urban Area","158","0.640853783022731","0.579384904933049","0.702322661112413"
"Main Tenant","1987","vocational + Abi","Rural Area","21","","",""
"Main Tenant","1987","higher vocational","Urban Area","211","0.468450065982843","0.422447446697716","0.514452685267969"
"Main Tenant","1987","higher vocational","Rural Area","44","0.392688465619045","0.303819743834021","0.481557187404068"
"Main Tenant","1987","higher education","Urban Area","323","0.503467413804372","0.464237680357203","0.54269714725154"
"Main Tenant","1987","higher education","Rural Area","37","0.317833203692383","0.234522195688937","0.401144211695829"
"Sub-Tenant","1987","in school","Urban Area","1","","",""
"Sub-Tenant","1987","in school","Rural Area","","","",""
"Sub-Tenant","1987","inadequately","Urban Area","28","","",""
"Sub-Tenant","1987","inadequately","Rural Area","3","","",""
"Sub-Tenant","1987","general elemantary","Urban Area","43","0.0234700187042596","0.0171410382336529","0.0297989991748664"
"Sub-Tenant","1987","general elemantary","Rural Area","8","","",""
"Sub-Tenant","1987","middle vocational","Urban Area","77","0.0204169534503503","0.0159802038912229","0.0248537030094777"
"Sub-Tenant","1987","middle vocational","Rural Area","19","","",""
"Sub-Tenant","1987","vocational + Abi","Urban Area","4","","",""
"Sub-Tenant","1987","vocational + Abi","Rural Area","2","","",""
"Sub-Tenant","1987","higher vocational","Urban Area","4","","",""
"Sub-Tenant","1987","higher vocational","Rural Area","3","","",""
"Sub-Tenant","1987","higher education","Urban Area","12","","",""
"Sub-Tenant","1987","higher education","Rural Area","2","","",""
"Owner","1987","in school","Urban Area","80","0.533118967408325","0.45699501985251","0.609242914964141"
"Owner","1987","in school","Rural Area","18","","",""
"Owner","1987","inadequately","Urban Area","53","0.1295188895002","0.103902238296161","0.155135540704238"
"Owner","1987","inadequately","Rural Area","15","","",""
"Owner","1987","general elemantary","Urban Area","756","0.417184005340789","0.396569932674045","0.437798078007533"
"Owner","1987","general elemantary","Rural Area","387","0.645177746709644","0.60859211815975","0.681763375259538"
"Owner","1987","middle vocational","Urban Area","1565","0.415072949671727","0.399614644238611","0.430531255104844"
"Owner","1987","middle vocational","Rural Area","662","0.61339100271571","0.584374896004146","0.642407109427274"
"Owner","1987","vocational + Abi","Urban Area","72","0.347109379396804","0.28611447545966","0.408104283333949"
"Owner","1987","vocational + Abi","Rural Area","19","","",""
"Owner","1987","higher vocational","Urban Area","237","0.523102988901856","0.477057745332066","0.569148232471645"
"Owner","1987","higher vocational","Rural Area","69","0.563150598298766","0.472890200348326","0.653410996249207"
"Owner","1987","higher education","Urban Area","289","0.474755353729623","0.435574711646517","0.513935995812728"
"Owner","1987","higher education","Rural Area","81","0.662029248188288","0.577397051136048","0.746661445240528"
"Nursing Home/Retirement Community","1987","in school","Urban Area","","","",""
"Nursing Home/Retirement Community","1987","in school","Rural Area","","","",""
"Nursing Home/Retirement Community","1987","inadequately","Urban Area","","","",""
"Nursing Home/Retirement Community","1987","inadequately","Rural Area","","","",""
"Nursing Home/Retirement Community","1987","general elemantary","Urban Area","","","",""
"Nursing Home/Retirement Community","1987","general elemantary","Rural Area","","","",""
"Nursing Home/Retirement Community","1987","middle vocational","Urban Area","","","",""
"Nursing Home/Retirement Community","1987","middle vocational","Rural Area","","","",""
"Nursing Home/Retirement Community","1987","vocational + Abi","Urban Area","","","",""
"Nursing Home/Retirement Community","1987","vocational + Abi","Rural Area","","","",""
"Nursing Home/Retirement Community","1987","higher vocational","Urban Area","","","",""
"Nursing Home/Retirement Community","1987","higher vocational","Rural Area","","","",""
"Nursing Home/Retirement Community","1987","higher education","Urban Area","","","",""
"Nursing Home/Retirement Community","1987","higher education","Rural Area","","","",""
"Tenant","1987","in school","Urban Area","","","",""
"Tenant","1987","in school","Rural Area","","","",""
"Tenant","1987","inadequately","Urban Area","","","",""
"Tenant","1987","inadequately","Rural Area","","","",""
"Tenant","1987","general elemantary","Urban Area","","","",""
"Tenant","1987","general elemantary","Rural Area","","","",""
"Tenant","1987","middle vocational","Urban Area","","","",""
"Tenant","1987","middle vocational","Rural Area","","","",""
"Tenant","1987","vocational + Abi","Urban Area","","","",""
"Tenant","1987","vocational + Abi","Rural Area","","","",""
"Tenant","1987","higher vocational","Urban Area","","","",""
"Tenant","1987","higher vocational","Rural Area","","","",""
"Tenant","1987","higher education","Urban Area","","","",""
"Tenant","1987","higher education","Rural Area","","","",""
"Main Tenant","1988","in school","Urban Area","67","0.45303418664864","0.369063677590525","0.537004695706756"
"Main Tenant","1988","in school","Rural Area","7","","",""
"Main Tenant","1988","inadequately","Urban Area","549","0.85801737714033","0.830250989362684","0.885783764917976"
"Main Tenant","1988","inadequately","Rural Area","76","0.621657627603997","0.52413522030548","0.719180034902514"
"Main Tenant","1988","general elemantary","Urban Area","1388","0.567253863448417","0.546247486190066","0.588260240706767"
"Main Tenant","1988","general elemantary","Rural Area","248","0.356715513450523","0.31838585022808","0.395045176672967"
"Main Tenant","1988","middle vocational","Urban Area","2137","0.552531762084177","0.536581095867093","0.568482428301262"
"Main Tenant","1988","middle vocational","Rural Area","381","0.357681017132908","0.3282946454275","0.387067388838316"
"Main Tenant","1988","vocational + Abi","Urban Area","155","0.597821325326554","0.535129721463155","0.660512929189953"
"Main Tenant","1988","vocational + Abi","Rural Area","17","","",""
"Main Tenant","1988","higher vocational","Urban Area","198","0.45657601251269","0.409495648600321","0.503656376425058"
"Main Tenant","1988","higher vocational","Rural Area","43","0.425682140968686","0.33369958414796","0.517664697789413"
"Main Tenant","1988","higher education","Urban Area","308","0.504743499518941","0.464434240940871","0.545052758097011"
"Main Tenant","1988","higher education","Rural Area","38","0.339610047408869","0.251509806618264","0.427710288199474"
"Sub-Tenant","1988","in school","Urban Area","1","","",""
"Sub-Tenant","1988","in school","Rural Area","","","",""
"Sub-Tenant","1988","inadequately","Urban Area","14","","",""
"Sub-Tenant","1988","inadequately","Rural Area","2","","",""
"Sub-Tenant","1988","general elemantary","Urban Area","44","0.0303979472283995","0.0231190645165934","0.0376768299402056"
"Sub-Tenant","1988","general elemantary","Rural Area","17","","",""
"Sub-Tenant","1988","middle vocational","Urban Area","69","0.0217220033929093","0.0170457269458105","0.0263982798400081"
"Sub-Tenant","1988","middle vocational","Rural Area","19","","",""
"Sub-Tenant","1988","vocational + Abi","Urban Area","6","","",""
"Sub-Tenant","1988","vocational + Abi","Rural Area","1","","",""
"Sub-Tenant","1988","higher vocational","Urban Area","4","","",""
"Sub-Tenant","1988","higher vocational","Rural Area","3","","",""
"Sub-Tenant","1988","higher education","Urban Area","11","","",""
"Sub-Tenant","1988","higher education","Rural Area","1","","",""
"Owner","1988","in school","Urban Area","67","0.54294858690057","0.458916898751833","0.626980275049307"
"Owner","1988","in school","Rural Area","21","","",""
"Owner","1988","inadequately","Urban Area","44","0.113650817794663","0.0884019183805174","0.138899717208808"
"Owner","1988","inadequately","Rural Area","17","","",""
"Owner","1988","general elemantary","Urban Area","705","0.402348189323184","0.381557400110157","0.423138978536211"
"Owner","1988","general elemantary","Rural Area","335","0.615696942861726","0.576775145785609","0.654618739937844"
"Owner","1988","middle vocational","Urban Area","1527","0.425746234522913","0.409884655119184","0.441607813926643"
"Owner","1988","middle vocational","Rural Area","622","0.616683192033625","0.586875206248455","0.646491177818794"
"Owner","1988","vocational + Abi","Urban Area","74","0.376718862064588","0.31476550637711","0.438672217752067"
"Owner","1988","vocational + Abi","Rural Area","18","","",""
"Owner","1988","higher vocational","Urban Area","228","0.531252039582011","0.484085516401521","0.5784185627625"
"Owner","1988","higher vocational","Rural Area","65","0.549089156764846","0.456522756550975","0.641655556978718"
"Owner","1988","higher education","Urban Area","272","0.472818781933313","0.432567318467453","0.513070245399173"
"Owner","1988","higher education","Rural Area","72","0.649178084176745","0.560398749810654","0.737957418542836"
"Nursing Home/Retirement Community","1988","in school","Urban Area","","","",""
"Nursing Home/Retirement Community","1988","in school","Rural Area","","","",""
"Nursing Home/Retirement Community","1988","inadequately","Urban Area","","","",""
"Nursing Home/Retirement Community","1988","inadequately","Rural Area","","","",""
"Nursing Home/Retirement Community","1988","general elemantary","Urban Area","","","",""
"Nursing Home/Retirement Community","1988","general elemantary","Rural Area","","","",""
"Nursing Home/Retirement Community","1988","middle vocational","Urban Area","","","",""
"Nursing Home/Retirement Community","1988","middle vocational","Rural Area","","","",""
"Nursing Home/Retirement Community","1988","vocational + Abi","Urban Area","","","",""
"Nursing Home/Retirement Community","1988","vocational + Abi","Rural Area","","","",""
"Nursing Home/Retirement Community","1988","higher vocational","Urban Area","","","",""
"Nursing Home/Retirement Community","1988","higher vocational","Rural Area","","","",""
"Nursing Home/Retirement Community","1988","higher education","Urban Area","","","",""
"Nursing Home/Retirement Community","1988","higher education","Rural Area","","","",""
"Tenant","1988","in school","Urban Area","","","",""
"Tenant","1988","in school","Rural Area","","","",""
"Tenant","1988","inadequately","Urban Area","","","",""
"Tenant","1988","inadequately","Rural Area","","","",""
"Tenant","1988","general elemantary","Urban Area","","","",""
"Tenant","1988","general elemantary","Rural Area","","","",""
"Tenant","1988","middle vocational","Urban Area","","","",""
"Tenant","1988","middle vocational","Rural Area","","","",""
"Tenant","1988","vocational + Abi","Urban Area","","","",""
"Tenant","1988","vocational + Abi","Rural Area","","","",""
"Tenant","1988","higher vocational","Urban Area","","","",""
"Tenant","1988","higher vocational","Rural Area","","","",""
"Tenant","1988","higher education","Urban Area","","","",""
"Tenant","1988","higher education","Rural Area","","","",""
"Main Tenant","1989","in school","Urban Area","71","0.373229451136785","0.295307561275596","0.451151340997974"
"Main Tenant","1989","in school","Rural Area","5","","",""
"Main Tenant","1989","inadequately","Urban Area","516","0.855249227729472","0.826490414605779","0.884008040853164"
"Main Tenant","1989","inadequately","Rural Area","67","0.642970197715456","0.541114275664491","0.74482611976642"
"Main Tenant","1989","general elemantary","Urban Area","1323","0.569205598355399","0.547675012561145","0.590736184149654"
"Main Tenant","1989","general elemantary","Rural Area","240","0.366684685596611","0.326592661697904","0.406776709495319"
"Main Tenant","1989","middle vocational","Urban Area","2067","0.541421241817373","0.525267281464412","0.557575202170333"
"Main Tenant","1989","middle vocational","Rural Area","360","0.349967384146748","0.320120778521248","0.379813989772249"
"Main Tenant","1989","vocational + Abi","Urban Area","171","0.615817092646139","0.555881787697033","0.675752397595246"
"Main Tenant","1989","vocational + Abi","Rural Area","17","","",""
"Main Tenant","1989","higher vocational","Urban Area","179","0.432592200612739","0.384459760456601","0.480724640768877"
"Main Tenant","1989","higher vocational","Rural Area","42","0.428600604416821","0.335268192054219","0.521933016779424"
"Main Tenant","1989","higher education","Urban Area","308","0.508916815016195","0.468612153079011","0.549221476953378"
"Main Tenant","1989","higher education","Rural Area","38","0.361130677430111","0.27054189514145","0.451719459718772"
"Sub-Tenant","1989","in school","Urban Area","4","","",""
"Sub-Tenant","1989","in school","Rural Area","1","","",""
"Sub-Tenant","1989","inadequately","Urban Area","11","","",""
"Sub-Tenant","1989","inadequately","Rural Area","2","","",""
"Sub-Tenant","1989","general elemantary","Urban Area","43","0.0264533479492886","0.0194757660099424","0.0334309298886348"
"Sub-Tenant","1989","general elemantary","Rural Area","13","","",""
"Sub-Tenant","1989","middle vocational","Urban Area","66","0.0203264205133192","0.0157515842885049","0.0249012567381335"
"Sub-Tenant","1989","middle vocational","Rural Area","16","","",""
"Sub-Tenant","1989","vocational + Abi","Urban Area","5","","",""
"Sub-Tenant","1989","vocational + Abi","Rural Area","","","",""
"Sub-Tenant","1989","higher vocational","Urban Area","5","","",""
"Sub-Tenant","1989","higher vocational","Rural Area","1","","",""
"Sub-Tenant","1989","higher education","Urban Area","9","","",""
"Sub-Tenant","1989","higher education","Rural Area","1","","",""
"Owner","1989","in school","Urban Area","73","0.603791439989237","0.524992089780465","0.682590790198008"
"Owner","1989","in school","Rural Area","21","","",""
"Owner","1989","inadequately","Urban Area","48","0.120402093948514","0.0938026056512984","0.14700158224573"
"Owner","1989","inadequately","Rural Area","16","","",""
"Owner","1989","general elemantary","Urban Area","664","0.401859758574133","0.38054281137145","0.423176705776815"
"Owner","1989","general elemantary","Rural Area","302","0.607250187516901","0.566620505683072","0.647879869350729"
"Owner","1989","middle vocational","Urban Area","1515","0.435414606823873","0.419340727020048","0.451488486627697"
"Owner","1989","middle vocational","Rural Area","602","0.620446136174484","0.590079104815784","0.650813167533183"
"Owner","1989","vocational + Abi","Urban Area","77","0.365364963324708","0.306029641534649","0.424700285114767"
"Owner","1989","vocational + Abi","Rural Area","20","","",""
"Owner","1989","higher vocational","Urban Area","223","0.553045549123733","0.504743787489741","0.601347310757726"
"Owner","1989","higher vocational","Rural Area","65","0.558322378849439","0.464667279550032","0.651977478148846"
"Owner","1989","higher education","Urban Area","273","0.47452851388065","0.434269782555148","0.514787245206152"
"Owner","1989","higher education","Rural Area","69","0.626908035435253","0.535697274414825","0.71811879645568"
"Nursing Home/Retirement Community","1989","in school","Urban Area","","","",""
"Nursing Home/Retirement Community","1989","in school","Rural Area","","","",""
"Nursing Home/Retirement Community","1989","inadequately","Urban Area","","","",""
"Nursing Home/Retirement Community","1989","inadequately","Rural Area","","","",""
"Nursing Home/Retirement Community","1989","general elemantary","Urban Area","","","",""
"Nursing Home/Retirement Community","1989","general elemantary","Rural Area","","","",""
"Nursing Home/Retirement Community","1989","middle vocational","Urban Area","","","",""
"Nursing Home/Retirement Community","1989","middle vocational","Rural Area","","","",""
"Nursing Home/Retirement Community","1989","vocational + Abi","Urban Area","","","",""
"Nursing Home/Retirement Community","1989","vocational + Abi","Rural Area","","","",""
"Nursing Home/Retirement Community","1989","higher vocational","Urban Area","","","",""
"Nursing Home/Retirement Community","1989","higher vocational","Rural Area","","","",""
"Nursing Home/Retirement Community","1989","higher education","Urban Area","","","",""
"Nursing Home/Retirement Community","1989","higher education","Rural Area","","","",""
"Tenant","1989","in school","Urban Area","","","",""
"Tenant","1989","in school","Rural Area","","","",""
"Tenant","1989","inadequately","Urban Area","","","",""
"Tenant","1989","inadequately","Rural Area","","","",""
"Tenant","1989","general elemantary","Urban Area","2","","",""
"Tenant","1989","general elemantary","Rural Area","","","",""
"Tenant","1989","middle vocational","Urban Area","7","","",""
"Tenant","1989","middle vocational","Rural Area","3","","",""
"Tenant","1989","vocational + Abi","Urban Area","","","",""
"Tenant","1989","vocational + Abi","Rural Area","","","",""
"Tenant","1989","higher vocational","Urban Area","","","",""
"Tenant","1989","higher vocational","Rural Area","","","",""
"Tenant","1989","higher education","Urban Area","1","","",""
"Tenant","1989","higher education","Rural Area","","","",""
"Main Tenant","1990","in school","Urban Area","82","0.430071647391218","0.348353394636068","0.511789900146368"
"Main Tenant","1990","in school","Rural Area","19","","",""
"Main Tenant","1990","inadequately","Urban Area","501","0.86625705717661","0.838065899679521","0.894448214673699"
"Main Tenant","1990","inadequately","Rural Area","59","0.522356931708496","0.419161075869585","0.625552787547408"
"Main Tenant","1990","general elemantary","Urban Area","1399","0.600741771387902","0.579869786176997","0.621613756598806"
"Main Tenant","1990","general elemantary","Rural Area","408","0.417996882409556","0.385482827461427","0.450510937357685"
"Main Tenant","1990","middle vocational","Urban Area","2681","0.575905132882793","0.561310871594571","0.590499394171015"
"Main Tenant","1990","middle vocational","Rural Area","1248","0.437617001488217","0.418689574463068","0.456544428513367"
"Main Tenant","1990","vocational + Abi","Urban Area","197","0.634557449755078","0.579229238914259","0.689885660595898"
"Main Tenant","1990","vocational + Abi","Rural Area","41","0.431998409168758","0.32543088046379","0.538565937873726"
"Main Tenant","1990","higher vocational","Urban Area","247","0.485019500470854","0.44072307789824","0.529315923043469"
"Main Tenant","1990","higher vocational","Rural Area","109","0.415761666958463","0.357930329516319","0.473593004400608"
"Main Tenant","1990","higher education","Urban Area","647","0.569508933443989","0.538804740314264","0.600213126573715"
"Main Tenant","1990","higher education","Rural Area","341","0.472565760529591","0.43490305711512","0.510228463944063"
"Sub-Tenant","1990","in school","Urban Area","1","","",""
"Sub-Tenant","1990","in school","Rural Area","3","","",""
"Sub-Tenant","1990","inadequately","Urban Area","12","","",""
"Sub-Tenant","1990","inadequately","Rural Area","5","","",""
"Sub-Tenant","1990","general elemantary","Urban Area","52","0.0352728431574786","0.0274111626440043","0.0431345236709529"
"Sub-Tenant","1990","general elemantary","Rural Area","27","","",""
"Sub-Tenant","1990","middle vocational","Urban Area","87","0.0205707102033585","0.0163790475678337","0.0247623728388833"
"Sub-Tenant","1990","middle vocational","Rural Area","116","0.0453838134600584","0.0374424826871213","0.0533251442329955"
"Sub-Tenant","1990","vocational + Abi","Urban Area","5","","",""
"Sub-Tenant","1990","vocational + Abi","Rural Area","3","","",""
"Sub-Tenant","1990","higher vocational","Urban Area","8","","",""
"Sub-Tenant","1990","higher vocational","Rural Area","8","","",""
