"hlf0001_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Owner","2018","Couple + C. LE 16 ","2725","0.511717874576308","0.500114495236413","0.523321253916203"
"Owner","2018","Couple + C. GT 16 ","2128","0.723636637392222","0.708219174119337","0.739054100665106"
"Owner","2018","Couple + C. LE and GT 16","1444","0.635102101875814","0.618042621114545","0.652161582637082"
"Nursing Home/Retirement Community","2018","1-pers.-HH","37","0.0106685764867017","0.00768898500120601","0.0136481679721973"
"Nursing Home/Retirement Community","2018","(Married) couple without C. ","16","","",""
"Nursing Home/Retirement Community","2018","Single parent ","","","",""
"Nursing Home/Retirement Community","2018","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","2018","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","2018","Couple + C. LE and GT 16","","","",""
"Tenant","2018","1-pers.-HH","","","",""
"Tenant","2018","(Married) couple without C. ","","","",""
"Tenant","2018","Single parent ","","","",""
"Tenant","2018","Couple + C. LE 16 ","","","",""
"Tenant","2018","Couple + C. GT 16 ","","","",""
"Tenant","2018","Couple + C. LE and GT 16","","","",""
"Main Tenant","2019","1-pers.-HH","3284","0.650031771293152","0.636447890996031","0.663615651590273"
"Main Tenant","2019","(Married) couple without C. ","3579","0.416050930382274","0.405678056053412","0.426423804711136"
"Main Tenant","2019","Single parent ","1722","0.648845508607032","0.629804093392924","0.66788692382114"
"Main Tenant","2019","Couple + C. LE 16 ","3761","0.481188524940038","0.469255742883674","0.493121306996403"
"Main Tenant","2019","Couple + C. GT 16 ","946","0.241625477745427","0.226786977680588","0.256463977810266"
"Main Tenant","2019","Couple + C. LE and GT 16","1513","0.352704231502605","0.3357302984089","0.36967816459631"
"Sub-Tenant","2019","1-pers.-HH","220","0.0459007664490312","0.0399407290303692","0.0518608038676931"
"Sub-Tenant","2019","(Married) couple without C. ","116","0.0118154023994299","0.00954144836900196","0.0140893564298578"
"Sub-Tenant","2019","Single parent ","29","","",""
"Sub-Tenant","2019","Couple + C. LE 16 ","131","0.00984165054503714","0.00748407516232216","0.0121992259277521"
"Sub-Tenant","2019","Couple + C. GT 16 ","30","0.00729941583305241","0.00434868248983426","0.0102501491762706"
"Sub-Tenant","2019","Couple + C. LE and GT 16","34","0.00123105749848906","-1.45965689531005e-05","0.00247671156593121"
"Owner","2019","1-pers.-HH","1190","0.291549998952246","0.278606450048964","0.304493547855528"
"Owner","2019","(Married) couple without C. ","4962","0.569909310499212","0.559490424677953","0.580328196320472"
"Owner","2019","Single parent ","663","0.335960602848762","0.317118882337564","0.354802323359959"
"Owner","2019","Couple + C. LE 16 ","2841","0.508638172119567","0.496698717937463","0.52057762630167"
"Owner","2019","Couple + C. GT 16 ","2221","0.75107510642152","0.736086797974157","0.766063414868884"
"Owner","2019","Couple + C. LE and GT 16","1497","0.646064710998906","0.629077358064795","0.663052063933017"
"Nursing Home/Retirement Community","2019","1-pers.-HH","42","0.0125174633055707","0.0093510680972677","0.0156838585138737"
"Nursing Home/Retirement Community","2019","(Married) couple without C. ","17","","",""
"Nursing Home/Retirement Community","2019","Single parent ","","","",""
"Nursing Home/Retirement Community","2019","Couple + C. LE 16 ","2","","",""
"Nursing Home/Retirement Community","2019","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","2019","Couple + C. LE and GT 16","","","",""
"Tenant","2019","1-pers.-HH","","","",""
"Tenant","2019","(Married) couple without C. ","","","",""
"Tenant","2019","Single parent ","","","",""
"Tenant","2019","Couple + C. LE 16 ","","","",""
"Tenant","2019","Couple + C. GT 16 ","","","",""
"Tenant","2019","Couple + C. LE and GT 16","","","",""
