"hlf0001_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","2007","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","2007","1-pers.-HH","West Germany","751","0.278032783912296","0.260108194644344","0.295957373180249","3"
"Owner","2007","1-pers.-HH","East Germany","141","0.169908763743484","0.143586967746346","0.196230559740621","3"
"Owner","2007","(Married) couple without C. ","East Germany","894","0.405184256577365","0.383127268647554","0.427241244507177","3"
"Owner","2007","(Married) couple without C. ","West Germany","3258","0.553138343057325","0.53998115133787","0.56629553477678","3"
"Owner","2007","Single parent ","West Germany","292","0.282375868366971","0.252024236680562","0.31272750005338","3"
"Owner","2007","Single parent ","East Germany","103","0.24400886243545","0.196351286744334","0.291666438126566","3"
"Owner","2007","Couple + C. LE 16 ","West Germany","1695","0.512258555046838","0.494208806332421","0.530308303761255","3"
"Owner","2007","Couple + C. GT 16 ","West Germany","1873","0.628352732419061","0.609824004152404","0.646881460685718","3"
"Owner","2007","Couple + C. LE 16 ","East Germany","306","0.424956096775861","0.386865437938929","0.463046755612792","3"
"Owner","2007","Couple + C. GT 16 ","East Germany","737","0.624220807987494","0.595201190270626","0.653240425704363","3"
"Owner","2007","Couple + C. LE and GT 16","West Germany","824","0.630090971119185","0.602661103952007","0.657520838286363","3"
"Owner","2007","Couple + C. LE and GT 16","East Germany","204","0.595641328528726","0.539157401359266","0.652125255698185","3"
"Sub-Tenant","2007","1-pers.-HH","West Germany","104","0.0437631546160374","0.0355788927435898","0.051947416488485","2"
"Sub-Tenant","2007","1-pers.-HH","East Germany","41","0.0672137333112671","0.0496642313773931","0.0847632352451412","2"
"Sub-Tenant","2007","(Married) couple without C. ","West Germany","80","0.0234430116096057","0.0194388161163053","0.0274472071029062","2"
"Sub-Tenant","2007","(Married) couple without C. ","East Germany","32","0.0215030471042318","0.0149858862714013","0.0280202079370623","2"
"Sub-Tenant","2007","Single parent ","West Germany","11","","","","2"
"Sub-Tenant","2007","Single parent ","East Germany","6","","","","2"
"Sub-Tenant","2007","Couple + C. LE 16 ","West Germany","30","0.0116374708251631","0.0077647235378555","0.0155102181124707","2"
"Sub-Tenant","2007","Couple + C. LE 16 ","East Germany","15","","","","2"
"Sub-Tenant","2007","Couple + C. GT 16 ","West Germany","11","","","","2"
"Sub-Tenant","2007","Couple + C. GT 16 ","East Germany","7","","","","2"
"Sub-Tenant","2007","Couple + C. LE and GT 16","West Germany","2","","","","2"
"Sub-Tenant","2007","Couple + C. LE and GT 16","East Germany","","","","","2"
"Tenant","2007","1-pers.-HH","West Germany","","","","","5"
"Tenant","2007","1-pers.-HH","East Germany","","","","","5"
"Tenant","2007","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2007","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2007","Single parent ","West Germany","","","","","5"
"Tenant","2007","Single parent ","East Germany","","","","","5"
"Tenant","2007","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2007","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2007","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2007","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2007","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2007","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2008","1-pers.-HH","West Germany","1429","0.65584404208547","0.636389837380159","0.67529824679078","1"
"Main Tenant","2008","1-pers.-HH","East Germany","570","0.736016218888846","0.70482138165958","0.767211056118113","1"
"Main Tenant","2008","(Married) couple without C. ","West Germany","1994","0.423783942335296","0.410376035598535","0.437191849072057","1"
"Main Tenant","2008","(Married) couple without C. ","East Germany","922","0.543648526260573","0.521054960981822","0.566242091539323","1"
"Main Tenant","2008","Single parent ","West Germany","539","0.701874648638328","0.670922105123926","0.73282719215273","1"
"Main Tenant","2008","Single parent ","East Germany","193","0.775420908915116","0.727474618662929","0.823367199167302","1"
"Main Tenant","2008","Couple + C. LE 16 ","West Germany","1066","0.473068839007626","0.453874018146492","0.49226365986876","1"
"Main Tenant","2008","Couple + C. LE 16 ","East Germany","323","0.584890182850815","0.545978823486755","0.623801542214875","1"
"Main Tenant","2008","Couple + C. GT 16 ","East Germany","289","0.306126379719919","0.276741578788725","0.335511180651114","1"
"Main Tenant","2008","Couple + C. GT 16 ","West Germany","692","0.355709739803441","0.337014860364548","0.374404619242335","1"
"Main Tenant","2008","Couple + C. LE and GT 16","West Germany","260","0.272581005356325","0.246036455973315","0.299125554739336","1"
"Main Tenant","2008","Couple + C. LE and GT 16","East Germany","66","0.353606539795233","0.294461292570468","0.412751787019998","1"
"Nursing Home/Retirement Community","2008","1-pers.-HH","West Germany","28","","","","4"
"Nursing Home/Retirement Community","2008","1-pers.-HH","East Germany","10","","","","4"
"Nursing Home/Retirement Community","2008","(Married) couple without C. ","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2008","(Married) couple without C. ","West Germany","8","","","","4"
"Nursing Home/Retirement Community","2008","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Couple + C. LE and GT 16","West Germany","","","","","4"
"Owner","2008","1-pers.-HH","West Germany","739","0.287051670788864","0.268527251017554","0.305576090560173","3"
"Owner","2008","1-pers.-HH","East Germany","153","0.177071875295764","0.150056801699252","0.204086948892277","3"
"Owner","2008","(Married) couple without C. ","West Germany","3141","0.556187640655456","0.542707127741546","0.569668153569367","3"
"Owner","2008","Single parent ","West Germany","293","0.292810576099968","0.262019251737368","0.323601900462569","3"
"Owner","2008","(Married) couple without C. ","East Germany","897","0.419010084982427","0.396629446763991","0.441390723200864","3"
"Owner","2008","Single parent ","East Germany","96","0.220721442728814","0.173070639825279","0.268372245632349","3"
"Owner","2008","Couple + C. LE 16 ","West Germany","1508","0.514555601587882","0.495341023463969","0.533770179711795","3"
"Owner","2008","Couple + C. LE 16 ","East Germany","283","0.399605559845558","0.360925082325249","0.438286037365867","3"
"Owner","2008","Couple + C. GT 16 ","West Germany","1818","0.635402775005161","0.616606783490364","0.654198766519959","3"
"Owner","2008","Couple + C. GT 16 ","East Germany","651","0.690712688820401","0.661243922466188","0.720181455174614","3"
"Owner","2008","Couple + C. LE and GT 16","West Germany","807","0.70354243702579","0.676317827436618","0.730767046614961","3"
"Owner","2008","Couple + C. LE and GT 16","East Germany","185","0.646393460204767","0.587248212980002","0.705538707429532","3"
"Sub-Tenant","2008","1-pers.-HH","East Germany","34","0.0706121059294265","0.0524824944720226","0.0887417173868303","2"
"Sub-Tenant","2008","1-pers.-HH","West Germany","95","0.0421760769912016","0.0339458563714265","0.0504062976109767","2"
"Sub-Tenant","2008","(Married) couple without C. ","West Germany","75","0.0183598033834283","0.0147172474148297","0.0220023593520269","2"
"Sub-Tenant","2008","(Married) couple without C. ","East Germany","45","0.0362945527958954","0.0278111748910214","0.0447779307007694","2"
"Sub-Tenant","2008","Single parent ","West Germany","7","","","","2"
"Sub-Tenant","2008","Single parent ","East Germany","2","","","","2"
"Sub-Tenant","2008","Couple + C. LE 16 ","West Germany","25","","","","2"
"Sub-Tenant","2008","Couple + C. LE 16 ","East Germany","10","","","","2"
"Sub-Tenant","2008","Couple + C. GT 16 ","West Germany","9","","","","2"
"Sub-Tenant","2008","Couple + C. GT 16 ","East Germany","5","","","","2"
"Sub-Tenant","2008","Couple + C. LE and GT 16","West Germany","14","","","","2"
"Sub-Tenant","2008","Couple + C. LE and GT 16","East Germany","","","","","2"
"Tenant","2008","1-pers.-HH","West Germany","","","","","5"
"Tenant","2008","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2008","1-pers.-HH","East Germany","","","","","5"
"Tenant","2008","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2008","Single parent ","West Germany","","","","","5"
"Tenant","2008","Single parent ","East Germany","","","","","5"
"Tenant","2008","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2008","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2008","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2008","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2008","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2008","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2009","1-pers.-HH","West Germany","1347","0.648028166078138","0.627924773718964","0.668131558437311","1"
"Main Tenant","2009","1-pers.-HH","East Germany","550","0.762693821172031","0.732082943943828","0.793304698400233","1"
"Main Tenant","2009","(Married) couple without C. ","West Germany","1870","0.423614979342465","0.409731317223075","0.437498641461856","1"
"Main Tenant","2009","(Married) couple without C. ","East Germany","880","0.52766204418183","0.504694522924787","0.550629565438873","1"
"Main Tenant","2009","Single parent ","West Germany","481","0.695263278463102","0.662516827034038","0.728009729892166","1"
"Main Tenant","2009","Single parent ","East Germany","177","0.76420939356268","0.713855135297215","0.814563651828145","1"
"Main Tenant","2009","Couple + C. LE 16 ","West Germany","919","0.45035297873304","0.429836234960095","0.470869722505984","1"
"Main Tenant","2009","Couple + C. LE 16 ","East Germany","281","0.5591748013545","0.519481441901981","0.598868160807018","1"
"Main Tenant","2009","Couple + C. GT 16 ","West Germany","620","0.327480351794931","0.308716745220509","0.346243958369354","1"
"Main Tenant","2009","Couple + C. GT 16 ","East Germany","252","0.297025831552888","0.266270744655957","0.327780918449819","1"
"Main Tenant","2009","Couple + C. LE and GT 16","West Germany","309","0.369209384299592","0.340143797963096","0.398274970636089","1"
"Main Tenant","2009","Couple + C. LE and GT 16","East Germany","51","0.2814167159214","0.223922036030409","0.338911395812391","1"
"Nursing Home/Retirement Community","2009","(Married) couple without C. ","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2009","1-pers.-HH","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2009","1-pers.-HH","West Germany","31","0.0142440855570822","0.00925615458529489","0.0192320165288695","4"
"Nursing Home/Retirement Community","2009","(Married) couple without C. ","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2009","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Couple + C. LE and GT 16","West Germany","","","","","4"
"Owner","2009","1-pers.-HH","West Germany","706","0.296931096703926","0.27769817613355","0.316164017274302","3"
"Owner","2009","1-pers.-HH","East Germany","155","0.181186113545422","0.153471987184125","0.208900239906718","3"
"Owner","2009","(Married) couple without C. ","West Germany","2915","0.552677613717872","0.538707231374099","0.566647996061646","3"
"Owner","2009","(Married) couple without C. ","East Germany","887","0.440343661371758","0.417505225123267","0.463182097620248","3"
"Owner","2009","Single parent ","West Germany","270","0.292567756983642","0.260202216851247","0.324933297116036","3"
"Owner","2009","Single parent ","East Germany","92","0.227136950416145","0.177436315715206","0.276837585117083","3"
"Owner","2009","Couple + C. LE 16 ","West Germany","1319","0.536938122337976","0.516375826195418","0.557500418480534","3"
"Owner","2009","Couple + C. LE 16 ","East Germany","286","0.390129889060589","0.351132624755363","0.429127153365815","3"
"Owner","2009","Couple + C. GT 16 ","West Germany","1772","0.661863876103263","0.642949094559158","0.680778657647368","3"
"Owner","2009","Couple + C. GT 16 ","East Germany","595","0.702571454532005","0.6718043420883","0.73333856697571","3"
"Owner","2009","Couple + C. LE and GT 16","West Germany","747","0.625014356779102","0.595856712861369","0.654172000696835","3"
