"hlf0001_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Main Tenant","1985","1-pers.-HH","Female","535","0.749540879282557","0.71762568078414","0.781456077780974"
"Main Tenant","1985","(Married) couple without C. ","Male","746","0.564004386247377","0.536109727776831","0.591899044717923"
"Main Tenant","1985","(Married) couple without C. ","Female","746","0.570491749561715","0.542635148161531","0.598348350961899"
"Main Tenant","1985","Single parent ","Male","108","0.487953034514254","0.416310457748784","0.559595611279725"
"Main Tenant","1985","Single parent ","Female","243","0.633787040647939","0.583741933456315","0.683832147839563"
"Main Tenant","1985","Couple + C. LE 16 ","Male","868","0.546387947843984","0.519722391411921","0.573053504276048"
"Main Tenant","1985","Couple + C. LE 16 ","Female","868","0.549315676115084","0.522635291584651","0.575996060645517"
"Main Tenant","1985","Couple + C. GT 16 ","Male","489","0.333776813596454","0.306023153075711","0.361530474117196"
"Main Tenant","1985","Couple + C. GT 16 ","Female","417","0.365738840939465","0.33454851201499","0.39692916986394"
"Main Tenant","1985","Couple + C. LE and GT 16","Male","427","0.300908776115326","0.269303602347524","0.332513949883128"
"Main Tenant","1985","Couple + C. LE and GT 16","Female","364","0.298787194314083","0.26440920719863","0.333165181429537"
"Sub-Tenant","1985","1-pers.-HH","Male","45","0.0599114461143568","0.038501460502996","0.0813214317257176"
"Sub-Tenant","1985","1-pers.-HH","Female","21","","",""
"Sub-Tenant","1985","(Married) couple without C. ","Male","16","","",""
"Sub-Tenant","1985","(Married) couple without C. ","Female","16","","",""
"Sub-Tenant","1985","Single parent ","Male","1","","",""
"Sub-Tenant","1985","Single parent ","Female","7","","",""
"Sub-Tenant","1985","Couple + C. LE 16 ","Male","18","","",""
"Sub-Tenant","1985","Couple + C. LE 16 ","Female","18","","",""
"Sub-Tenant","1985","Couple + C. GT 16 ","Male","3","","",""
"Sub-Tenant","1985","Couple + C. GT 16 ","Female","6","","",""
"Sub-Tenant","1985","Couple + C. LE and GT 16","Male","","","",""
"Sub-Tenant","1985","Couple + C. LE and GT 16","Female","","","",""
"Owner","1985","1-pers.-HH","Male","64","0.172533847650439","0.138446801826792","0.206620893474087"
"Owner","1985","1-pers.-HH","Female","152","0.225487005382399","0.194704314870652","0.256269695894146"
"Owner","1985","(Married) couple without C. ","Male","452","0.424872706425698","0.397065961482442","0.452679451368954"
"Owner","1985","(Married) couple without C. ","Female","451","0.419334392764116","0.391565345211782","0.447103440316451"
"Owner","1985","Single parent ","Male","78","0.511020391360243","0.439374419661519","0.582666363058967"
"Owner","1985","Single parent ","Female","106","0.350321713371482","0.300764623415127","0.399878803327838"
"Owner","1985","Couple + C. LE 16 ","Male","453","0.44031463041014","0.413725058960604","0.466904201859677"
"Owner","1985","Couple + C. LE 16 ","Female","450","0.437852278766205","0.411249077730033","0.464455479802376"
"Owner","1985","Couple + C. GT 16 ","Male","617","0.663504446749717","0.635694900579733","0.691313992919701"
"Owner","1985","Couple + C. GT 16 ","Female","493","0.629740936374628","0.598470483841797","0.661011388907459"
"Owner","1985","Couple + C. LE and GT 16","Male","382","0.699091223884674","0.667486050116872","0.730696397652476"
"Owner","1985","Couple + C. LE and GT 16","Female","317","0.701212805685917","0.666834818570463","0.73559079280137"
"Nursing Home/Retirement Community","1985","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1985","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1985","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1985","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1985","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1985","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1985","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1985","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1985","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1985","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1985","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1985","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1985","1-pers.-HH","Male","","","",""
"Tenant","1985","1-pers.-HH","Female","","","",""
"Tenant","1985","(Married) couple without C. ","Male","","","",""
"Tenant","1985","(Married) couple without C. ","Female","","","",""
"Tenant","1985","Single parent ","Male","","","",""
"Tenant","1985","Single parent ","Female","","","",""
"Tenant","1985","Couple + C. LE 16 ","Male","","","",""
"Tenant","1985","Couple + C. LE 16 ","Female","","","",""
"Tenant","1985","Couple + C. GT 16 ","Male","","","",""
"Tenant","1985","Couple + C. GT 16 ","Female","","","",""
"Tenant","1985","Couple + C. LE and GT 16","Male","","","",""
"Tenant","1985","Couple + C. LE and GT 16","Female","","","",""
"Main Tenant","1986","1-pers.-HH","Male","342","0.754369391561819","0.714773198243873","0.793965584879766"
"Main Tenant","1986","1-pers.-HH","Female","486","0.734562184951028","0.700976072954416","0.768148296947641"
"Main Tenant","1986","(Married) couple without C. ","Male","718","0.559763745183693","0.531570991552121","0.587956498815265"
"Main Tenant","1986","(Married) couple without C. ","Female","724","0.563712486158077","0.535606571678224","0.59181840063793"
"Main Tenant","1986","Single parent ","Male","96","0.489064159931291","0.415628975059516","0.562499344803066"
"Main Tenant","1986","Single parent ","Female","208","0.594555131826919","0.541501867366818","0.64760839628702"
"Main Tenant","1986","Couple + C. LE 16 ","Male","775","0.559691181952628","0.531638899620498","0.587743464284758"
"Main Tenant","1986","Couple + C. LE 16 ","Female","774","0.559773211336124","0.531733138567629","0.58781328410462"
"Main Tenant","1986","Couple + C. GT 16 ","Male","490","0.318846189905652","0.292050913709534","0.34564146610177"
"Main Tenant","1986","Couple + C. GT 16 ","Female","405","0.348755995425101","0.318370599685571","0.379141391164631"
"Main Tenant","1986","Couple + C. LE and GT 16","Male","383","0.297540923604158","0.264908728745367","0.330173118462948"
"Main Tenant","1986","Couple + C. LE and GT 16","Female","333","0.291768498197007","0.256768549472444","0.326768446921569"
"Sub-Tenant","1986","1-pers.-HH","Male","45","0.0707719438378045","0.0471828160169611","0.0943610716586479"
"Sub-Tenant","1986","1-pers.-HH","Female","25","","",""
"Sub-Tenant","1986","(Married) couple without C. ","Male","22","","",""
"Sub-Tenant","1986","(Married) couple without C. ","Female","23","","",""
"Sub-Tenant","1986","Single parent ","Male","3","","",""
"Sub-Tenant","1986","Single parent ","Female","9","","",""
"Sub-Tenant","1986","Couple + C. LE 16 ","Male","23","","",""
"Sub-Tenant","1986","Couple + C. LE 16 ","Female","22","","",""
"Sub-Tenant","1986","Couple + C. GT 16 ","Male","4","","",""
"Sub-Tenant","1986","Couple + C. GT 16 ","Female","6","","",""
"Sub-Tenant","1986","Couple + C. LE and GT 16","Male","4","","",""
"Sub-Tenant","1986","Couple + C. LE and GT 16","Female","2","","",""
"Owner","1986","1-pers.-HH","Male","67","0.174858664600376","0.13991826117589","0.209799068024862"
"Owner","1986","1-pers.-HH","Female","153","0.233791202354258","0.201598925002588","0.265983479705928"
"Owner","1986","(Married) couple without C. ","Male","451","0.424396685482772","0.396326851435487","0.452466519530057"
"Owner","1986","(Married) couple without C. ","Female","449","0.419135361456431","0.391171501282196","0.447099221630666"
"Owner","1986","Single parent ","Male","79","0.504207978611974","0.430757824141102","0.577658133082847"
"Owner","1986","Single parent ","Female","112","0.380824494820681","0.328353480102145","0.433295509539217"
"Owner","1986","Couple + C. LE 16 ","Male","405","0.42627224201228","0.398326751618512","0.454217732406049"
"Owner","1986","Couple + C. LE 16 ","Female","408","0.426421103002227","0.398485968007889","0.454356237996565"
"Owner","1986","Couple + C. GT 16 ","Male","668","0.679836047971187","0.653011442844559","0.706660653097814"
"Owner","1986","Couple + C. GT 16 ","Female","534","0.648139582274039","0.617692080378231","0.678587084169847"
"Owner","1986","Couple + C. LE and GT 16","Male","367","0.697919627713853","0.665145859484566","0.73069339594314"
"Owner","1986","Couple + C. LE and GT 16","Female","313","0.705168169849394","0.670061137245268","0.74027520245352"
"Nursing Home/Retirement Community","1986","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1986","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1986","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1986","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1986","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1986","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1986","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1986","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1986","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1986","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1986","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1986","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1986","1-pers.-HH","Male","","","",""
"Tenant","1986","1-pers.-HH","Female","","","",""
"Tenant","1986","(Married) couple without C. ","Male","","","",""
"Tenant","1986","(Married) couple without C. ","Female","","","",""
"Tenant","1986","Single parent ","Male","","","",""
"Tenant","1986","Single parent ","Female","","","",""
"Tenant","1986","Couple + C. LE 16 ","Male","","","",""
"Tenant","1986","Couple + C. LE 16 ","Female","","","",""
"Tenant","1986","Couple + C. GT 16 ","Male","","","",""
"Tenant","1986","Couple + C. GT 16 ","Female","","","",""
"Tenant","1986","Couple + C. LE and GT 16","Male","","","",""
"Tenant","1986","Couple + C. LE and GT 16","Female","","","",""
"Main Tenant","1987","1-pers.-HH","Male","328","0.74130142867029","0.700750246666604","0.781852610673976"
"Main Tenant","1987","1-pers.-HH","Female","479","0.72913951555194","0.695489223890174","0.762789807213706"
"Main Tenant","1987","(Married) couple without C. ","Male","690","0.53621139479707","0.507745866722184","0.564676922871957"
"Main Tenant","1987","(Married) couple without C. ","Female","689","0.544667639559085","0.516205045743591","0.57313023337458"
"Main Tenant","1987","Single parent ","Male","106","0.446716843761441","0.376758887328442","0.516674800194441"
"Main Tenant","1987","Single parent ","Female","210","0.585835787682775","0.532609720746272","0.639061854619278"
"Main Tenant","1987","Couple + C. LE 16 ","Male","769","0.562791637592808","0.534525025010094","0.591058250175522"
"Main Tenant","1987","Couple + C. LE 16 ","Female","764","0.563168212906098","0.534904324985099","0.591432100827097"
"Main Tenant","1987","Couple + C. GT 16 ","Male","494","0.317651956304458","0.291321685253828","0.343982227355088"
"Main Tenant","1987","Couple + C. GT 16 ","Female","404","0.340569948238881","0.31056085549783","0.370579040979933"
"Main Tenant","1987","Couple + C. LE and GT 16","Male","353","0.311252191056531","0.276219527784913","0.346284854328149"
"Main Tenant","1987","Couple + C. LE and GT 16","Female","310","0.30898252846104","0.271602423558189","0.34636263336389"
"Sub-Tenant","1987","1-pers.-HH","Male","52","0.0827124487145948","0.0572061598991965","0.108218737529993"
"Sub-Tenant","1987","1-pers.-HH","Female","33","0.0409235658978466","0.0259224338417652","0.0559246979539281"
"Sub-Tenant","1987","(Married) couple without C. ","Male","20","","",""
"Sub-Tenant","1987","(Married) couple without C. ","Female","20","","",""
"Sub-Tenant","1987","Single parent ","Male","","","",""
"Sub-Tenant","1987","Single parent ","Female","6","","",""
"Sub-Tenant","1987","Couple + C. LE 16 ","Male","22","","",""
"Sub-Tenant","1987","Couple + C. LE 16 ","Female","21","","",""
"Sub-Tenant","1987","Couple + C. GT 16 ","Male","2","","",""
"Sub-Tenant","1987","Couple + C. GT 16 ","Female","5","","",""
"Sub-Tenant","1987","Couple + C. LE and GT 16","Male","7","","",""
"Sub-Tenant","1987","Couple + C. LE and GT 16","Female","7","","",""
"Owner","1987","1-pers.-HH","Male","68","0.175986122615115","0.140723422940424","0.211248822289807"
"Owner","1987","1-pers.-HH","Female","158","0.229936918550214","0.198074539890772","0.261799297209655"
"Owner","1987","(Married) couple without C. ","Male","469","0.44596549003139","0.41759216562325","0.47433881443953"
"Owner","1987","(Married) couple without C. ","Female","467","0.437966657712174","0.409610590638586","0.466322724785762"
"Owner","1987","Single parent ","Male","88","0.553283156238559","0.483325199805559","0.623241112671558"
"Owner","1987","Single parent ","Female","113","0.390840325795699","0.338115470288565","0.443565181302833"
"Owner","1987","Couple + C. LE 16 ","Male","392","0.418160229798633","0.390052304989036","0.446268154608229"
"Owner","1987","Couple + C. LE 16 ","Female","398","0.417771001265951","0.389666765482622","0.44587523704928"
"Owner","1987","Couple + C. GT 16 ","Male","705","0.681778749249244","0.655435890288546","0.708121608209942"
"Owner","1987","Couple + C. GT 16 ","Female","549","0.658476622206574","0.628447285778816","0.688505958634333"
"Owner","1987","Couple + C. LE and GT 16","Male","311","0.680176452752312","0.644886356303908","0.715466549200716"
"Owner","1987","Couple + C. LE and GT 16","Female","270","0.675816821814325","0.637951750681103","0.713681892947546"
"Nursing Home/Retirement Community","1987","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1987","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1987","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1987","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1987","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1987","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1987","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1987","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1987","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1987","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1987","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1987","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1987","1-pers.-HH","Male","","","",""
"Tenant","1987","1-pers.-HH","Female","","","",""
"Tenant","1987","(Married) couple without C. ","Male","","","",""
"Tenant","1987","(Married) couple without C. ","Female","","","",""
"Tenant","1987","Single parent ","Male","","","",""
"Tenant","1987","Single parent ","Female","","","",""
"Tenant","1987","Couple + C. LE 16 ","Male","","","",""
"Tenant","1987","Couple + C. LE 16 ","Female","","","",""
"Tenant","1987","Couple + C. GT 16 ","Male","","","",""
"Tenant","1987","Couple + C. GT 16 ","Female","","","",""
"Tenant","1987","Couple + C. LE and GT 16","Male","","","",""
"Tenant","1987","Couple + C. LE and GT 16","Female","","","",""
"Main Tenant","1988","1-pers.-HH","Male","322","0.732430919708437","0.690781924912645","0.774079914504228"
"Main Tenant","1988","1-pers.-HH","Female","452","0.724892065939005","0.690240251298291","0.759543880579718"
"Main Tenant","1988","(Married) couple without C. ","Male","680","0.535860260322575","0.506923132589057","0.564797388056093"
"Main Tenant","1988","(Married) couple without C. ","Female","683","0.539507500359038","0.510662110973474","0.568352889744603"
"Main Tenant","1988","Single parent ","Male","95","0.41119123691074","0.340667332923692","0.481715140897789"
"Main Tenant","1988","Single parent ","Female","203","0.591351870616896","0.537658842156307","0.645044899077485"
"Main Tenant","1988","Couple + C. LE 16 ","Male","707","0.53890058920215","0.509641401151874","0.568159777252425"
"Main Tenant","1988","Couple + C. LE 16 ","Female","707","0.549216263721618","0.520023728839734","0.578408798603502"
"Main Tenant","1988","Couple + C. GT 16 ","Male","497","0.293634728600966","0.268193537306877","0.319075919895056"
"Main Tenant","1988","Couple + C. GT 16 ","Female","418","0.330824115334281","0.301335975019388","0.360312255649175"
"Main Tenant","1988","Couple + C. LE and GT 16","Male","326","0.35665165943939","0.317499169580217","0.395804149298562"
"Main Tenant","1988","Couple + C. LE and GT 16","Female","287","0.325337065983731","0.284913610201381","0.365760521766081"
"Sub-Tenant","1988","1-pers.-HH","Male","40","0.0774560624981166","0.052306845756549","0.102605279239684"
"Sub-Tenant","1988","1-pers.-HH","Female","32","0.0465227801835691","0.0301800074085267","0.0628655529586115"
"Sub-Tenant","1988","(Married) couple without C. ","Male","20","","",""
"Sub-Tenant","1988","(Married) couple without C. ","Female","22","","",""
"Sub-Tenant","1988","Single parent ","Male","4","","",""
"Sub-Tenant","1988","Single parent ","Female","7","","",""
"Sub-Tenant","1988","Couple + C. LE 16 ","Male","20","","",""
"Sub-Tenant","1988","Couple + C. LE 16 ","Female","20","","",""
"Sub-Tenant","1988","Couple + C. GT 16 ","Male","4","","",""
"Sub-Tenant","1988","Couple + C. GT 16 ","Female","5","","",""
"Sub-Tenant","1988","Couple + C. LE and GT 16","Male","6","","",""
"Sub-Tenant","1988","Couple + C. LE and GT 16","Female","6","","",""
"Owner","1988","1-pers.-HH","Male","72","0.190113017793447","0.153196446064042","0.227029589522852"
"Owner","1988","1-pers.-HH","Female","154","0.228585153877426","0.196001051750868","0.261169256003985"
"Owner","1988","(Married) couple without C. ","Male","441","0.442684054913304","0.413863459897653","0.471504649928955"
"Owner","1988","(Married) couple without C. ","Female","442","0.437911988914271","0.40920008705919","0.466623890769353"
"Owner","1988","Single parent ","Male","88","0.568354308679447","0.497363753726936","0.639344863631957"
"Owner","1988","Single parent ","Female","112","0.376628188926855","0.323704495393727","0.429551882459984"
"Owner","1988","Couple + C. LE 16 ","Male","388","0.441609619446112","0.412462282343417","0.470756956548807"
"Owner","1988","Couple + C. LE 16 ","Female","389","0.431785601863295","0.402724893974454","0.460846309752135"
"Owner","1988","Couple + C. GT 16 ","Male","730","0.704270881895699","0.678776999676052","0.729764764115346"
"Owner","1988","Couple + C. GT 16 ","Female","555","0.667125419432927","0.637591388584457","0.696659450281397"
"Owner","1988","Couple + C. LE and GT 16","Male","243","0.632605721455446","0.593201121684376","0.672010321226516"
"Owner","1988","Couple + C. LE and GT 16","Female","223","0.65536992338604","0.614364331801988","0.696375514970092"
"Nursing Home/Retirement Community","1988","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1988","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1988","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1988","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1988","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1988","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1988","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1988","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1988","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1988","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1988","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1988","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1988","1-pers.-HH","Male","","","",""
"Tenant","1988","1-pers.-HH","Female","","","",""
"Tenant","1988","(Married) couple without C. ","Male","","","",""
"Tenant","1988","(Married) couple without C. ","Female","","","",""
"Tenant","1988","Single parent ","Male","","","",""
"Tenant","1988","Single parent ","Female","","","",""
"Tenant","1988","Couple + C. LE 16 ","Male","","","",""
"Tenant","1988","Couple + C. LE 16 ","Female","","","",""
"Tenant","1988","Couple + C. GT 16 ","Male","","","",""
"Tenant","1988","Couple + C. GT 16 ","Female","","","",""
"Tenant","1988","Couple + C. LE and GT 16","Male","","","",""
"Tenant","1988","Couple + C. LE and GT 16","Female","","","",""
"Main Tenant","1989","1-pers.-HH","Male","318","0.742391694975465","0.700960955105402","0.783822434845528"
"Main Tenant","1989","1-pers.-HH","Female","450","0.709285057748138","0.674131995852693","0.744438119643583"
"Main Tenant","1989","(Married) couple without C. ","Male","675","0.535832486328453","0.506741864069976","0.56492310858693"
"Main Tenant","1989","(Married) couple without C. ","Female","680","0.54020786733657","0.511226414975451","0.56918931969769"
"Main Tenant","1989","Single parent ","Male","81","0.376441751807923","0.303824895645738","0.449058607970108"
"Main Tenant","1989","Single parent ","Female","186","0.550548134075574","0.49444542137352","0.606650846777629"
"Main Tenant","1989","Couple + C. LE 16 ","Male","684","0.540909949992636","0.511009528762315","0.570810371222957"
"Main Tenant","1989","Couple + C. LE 16 ","Female","689","0.552855798682266","0.523134102191361","0.58257749517317"
"Main Tenant","1989","Couple + C. GT 16 ","Male","453","0.264243710157537","0.239389254180572","0.289098166134503"
"Main Tenant","1989","Couple + C. GT 16 ","Female","377","0.289147270680975","0.260134043538713","0.318160497823237"
"Main Tenant","1989","Couple + C. LE and GT 16","Male","294","0.417522432033447","0.374382869015647","0.460661995051246"
"Main Tenant","1989","Couple + C. LE and GT 16","Female","276","0.377563520764552","0.334463995276537","0.420663046252567"
"Sub-Tenant","1989","1-pers.-HH","Male","40","0.0857105114467168","0.0591898034869343","0.112231219406499"
"Sub-Tenant","1989","1-pers.-HH","Female","29","","",""
"Sub-Tenant","1989","(Married) couple without C. ","Male","21","","",""
"Sub-Tenant","1989","(Married) couple without C. ","Female","19","","",""
"Sub-Tenant","1989","Single parent ","Male","4","","",""
"Sub-Tenant","1989","Single parent ","Female","4","","",""
"Sub-Tenant","1989","Couple + C. LE 16 ","Male","14","","",""
"Sub-Tenant","1989","Couple + C. LE 16 ","Female","14","","",""
"Sub-Tenant","1989","Couple + C. GT 16 ","Male","5","","",""
"Sub-Tenant","1989","Couple + C. GT 16 ","Female","7","","",""
"Sub-Tenant","1989","Couple + C. LE and GT 16","Male","7","","",""
"Sub-Tenant","1989","Couple + C. LE and GT 16","Female","6","","",""
"Owner","1989","1-pers.-HH","Male","64","0.158334898876904","0.123750184687199","0.192919613066608"
"Owner","1989","1-pers.-HH","Female","159","0.243070406413324","0.209864689402816","0.276276123423832"
"Owner","1989","(Married) couple without C. ","Male","433","0.449683428537212","0.420665870804167","0.478700986270258"
"Owner","1989","(Married) couple without C. ","Female","437","0.44438205510114","0.415486881118913","0.473277229083367"
"Owner","1989","Single parent ","Male","86","0.589333579299707","0.515598317608432","0.663068840990982"
"Owner","1989","Single parent ","Female","112","0.426133039824014","0.370360190243615","0.481905889404412"
"Owner","1989","Couple + C. LE 16 ","Male","368","0.444469111464997","0.414653701897924","0.474284521032071"
"Owner","1989","Couple + C. LE 16 ","Female","371","0.433555720482707","0.403931637408245","0.46317980355717"
"Owner","1989","Couple + C. GT 16 ","Male","749","0.728993472062819","0.703938920361902","0.754048023763735"
"Owner","1989","Couple + C. GT 16 ","Female","553","0.699414555346087","0.67007199690372","0.728757113788453"
"Owner","1989","Couple + C. LE and GT 16","Male","201","0.57450612037571","0.531255711146466","0.617756529604955"
"Owner","1989","Couple + C. LE and GT 16","Female","204","0.611312357578534","0.567975051576042","0.654649663581026"
"Nursing Home/Retirement Community","1989","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1989","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1989","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1989","(Married) couple without C. ","Female","","","",""
