"hlf0001_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","1984","higher vocational","Male","3","","","","2"
"Sub-Tenant","1984","higher vocational","Female","4","","","","2"
"Sub-Tenant","1984","higher education","Male","5","","","","2"
"Sub-Tenant","1984","higher education","Female","3","","","","2"
"Tenant","1984","general elemantary","Female","3","","","","5"
"Tenant","1984","middle vocational","Male","6","","","","5"
"Tenant","1984","vocational + Abi","Female","","","","","5"
"Tenant","1984","higher vocational","Male","1","","","","5"
"Tenant","1984","vocational + Abi","Male","2","","","","5"
"Tenant","1984","middle vocational","Female","7","","","","5"
"Tenant","1984","higher vocational","Female","","","","","5"
"Tenant","1984","higher education","Male","1","","","","5"
"Tenant","1984","higher education","Female","","","","","5"
"Tenant","1984","in school","Male","","","","","5"
"Tenant","1984","in school","Female","1","","","","5"
"Tenant","1984","inadequately","Male","2","","","","5"
"Tenant","1984","inadequately","Female","4","","","","5"
"Tenant","1984","general elemantary","Male","5","","","","5"
"Main Tenant","1985","in school","Male","46","0.340035292781161","0.252302605293631","0.427767980268691","1"
"Main Tenant","1985","in school","Female","39","0.410718248116841","0.29862854292773","0.522807953305953","1"
"Main Tenant","1985","inadequately","Male","310","0.71341511704902","0.666576466899649","0.760253767198391","1"
"Main Tenant","1985","inadequately","Female","451","0.822514677681689","0.788719059484434","0.856310295878944","1"
"Main Tenant","1985","general elemantary","Male","676","0.498518750606684","0.468042894090482","0.528994607122887","1"
"Main Tenant","1985","general elemantary","Female","1136","0.506230460128534","0.48451900852851","0.527941911728557","1"
"Main Tenant","1985","middle vocational","Male","1577","0.504285825340568","0.485913632092383","0.522658018588753","1"
"Main Tenant","1985","middle vocational","Female","1322","0.557609056582482","0.537472428073905","0.577745685091059","1"
"Main Tenant","1985","vocational + Abi","Male","115","0.621497978517706","0.549014699905349","0.693981257130062","1"
"Main Tenant","1985","vocational + Abi","Female","72","0.632209226627032","0.540412755060737","0.724005698193328","1"
"Main Tenant","1985","higher vocational","Male","141","0.392151836960484","0.341718056712979","0.442585617207989","1"
"Main Tenant","1985","higher vocational","Female","148","0.593158011926886","0.533446302902255","0.652869720951518","1"
"Main Tenant","1985","higher education","Male","251","0.472141409146977","0.428771946340067","0.515510871953888","1"
"Main Tenant","1985","higher education","Female","136","0.536218111832229","0.474027153934574","0.598409069729884","1"
"Nursing Home/Retirement Community","1985","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1985","higher education","Female","","","","","4"
"Nursing Home/Retirement Community","1985","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1985","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1985","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","1985","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1985","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1985","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1985","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1985","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1985","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1985","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1985","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1985","general elemantary","Female","","","","","4"
"Owner","1985","middle vocational","Male","1222","0.479574981357589","0.461217449178194","0.497932513536984","3"
"Owner","1985","middle vocational","Female","986","0.430118163042688","0.410045498172001","0.450190827913375","3"
"Owner","1985","vocational + Abi","Male","52","0.351217787983786","0.279879680098144","0.422555895869428","3"
"Owner","1985","vocational + Abi","Female","31","0.353606527798989","0.262593455230989","0.444619600366988","3"
"Owner","1985","in school","Male","66","0.659964707218839","0.572232019731309","0.747697394706369","3"
"Owner","1985","in school","Female","35","0.589281751883159","0.477192046694047","0.70137145707227","3"
"Owner","1985","inadequately","Male","33","0.245656887109157","0.201065034626546","0.290248739591767","3"
"Owner","1985","inadequately","Female","34","0.153180397792048","0.121323433206881","0.185037362377216","3"
"Owner","1985","general elemantary","Male","344","0.491199895632718","0.460728625980427","0.521671165285008","3"
"Owner","1985","general elemantary","Female","877","0.481539346792981","0.459841013914373","0.503237679671589","3"
"Owner","1985","higher vocational","Female","108","0.393883083728626","0.334491721821203","0.45327444563605","3"
"Owner","1985","higher education","Male","254","0.519105611172375","0.475700395713978","0.562510826630773","3"
"Owner","1985","higher education","Female","109","0.459471948488407","0.397322363335577","0.521621533641238","3"
"Owner","1985","higher vocational","Male","216","0.598216258503633","0.547572943480036","0.648859573527229","3"
"Sub-Tenant","1985","in school","Male","","","","","2"
"Sub-Tenant","1985","in school","Female","","","","","2"
"Sub-Tenant","1985","inadequately","Male","15","","","","2"
"Sub-Tenant","1985","inadequately","Female","6","","","","2"
"Sub-Tenant","1985","general elemantary","Male","14","","","","2"
"Sub-Tenant","1985","general elemantary","Female","24","","","","2"
"Sub-Tenant","1985","middle vocational","Male","46","0.0161391933018427","0.0115088339451384","0.020769552658547","2"
"Sub-Tenant","1985","middle vocational","Female","29","","","","2"
"Sub-Tenant","1985","vocational + Abi","Male","5","","","","2"
"Sub-Tenant","1985","vocational + Abi","Female","3","","","","2"
"Sub-Tenant","1985","higher vocational","Male","3","","","","2"
"Sub-Tenant","1985","higher vocational","Female","4","","","","2"
"Sub-Tenant","1985","higher education","Male","4","","","","2"
"Sub-Tenant","1985","higher education","Female","2","","","","2"
"Tenant","1985","vocational + Abi","Male","","","","","5"
"Tenant","1985","higher education","Male","","","","","5"
"Tenant","1985","higher vocational","Female","","","","","5"
"Tenant","1985","higher education","Female","","","","","5"
"Tenant","1985","higher vocational","Male","","","","","5"
"Tenant","1985","general elemantary","Female","","","","","5"
"Tenant","1985","middle vocational","Male","","","","","5"
"Tenant","1985","middle vocational","Female","","","","","5"
"Tenant","1985","vocational + Abi","Female","","","","","5"
"Tenant","1985","in school","Male","","","","","5"
"Tenant","1985","in school","Female","","","","","5"
"Tenant","1985","inadequately","Male","","","","","5"
"Tenant","1985","inadequately","Female","","","","","5"
"Tenant","1985","general elemantary","Male","","","","","5"
"Main Tenant","1986","in school","Male","45","0.312680466459404","0.22795208900346","0.397408843915348","1"
"Main Tenant","1986","in school","Female","34","0.393647197611977","0.281573696947285","0.505720698276669","1"
"Main Tenant","1986","inadequately","Male","282","0.726373992945904","0.67834616747452","0.774401818417288","1"
"Main Tenant","1986","inadequately","Female","415","0.813920506997509","0.778240063537166","0.849600950457851","1"
"Main Tenant","1986","general elemantary","Male","651","0.497512327659679","0.466737633717548","0.52828702160181","1"
"Main Tenant","1986","general elemantary","Female","1042","0.507755933604861","0.485305830002278","0.530206037207443","1"
"Main Tenant","1986","middle vocational","Male","1474","0.50133821964766","0.482630343488633","0.520046095806687","1"
"Main Tenant","1986","middle vocational","Female","1222","0.545855769223692","0.525355763071205","0.566355775376179","1"
"Main Tenant","1986","vocational + Abi","Male","110","0.591005201813499","0.516214330819497","0.665796072807502","1"
"Main Tenant","1986","vocational + Abi","Female","74","0.616360113123389","0.526302958768406","0.706417267478371","1"
"Main Tenant","1986","higher vocational","Male","131","0.396084804227254","0.343554726485177","0.44861488196933","1"
"Main Tenant","1986","higher vocational","Female","128","0.534108665017493","0.472273543993026","0.59594378604196","1"
"Main Tenant","1986","higher education","Male","239","0.464336776069095","0.420882222869025","0.507791329269165","1"
"Main Tenant","1986","higher education","Female","135","0.533165151395287","0.470694280473228","0.595636022317345","1"
"Nursing Home/Retirement Community","1986","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1986","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1986","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1986","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1986","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1986","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1986","higher education","Female","","","","","4"
"Nursing Home/Retirement Community","1986","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1986","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1986","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1986","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1986","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","1986","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1986","higher vocational","Male","","","","","4"
"Owner","1986","higher vocational","Female","116","0.437015505671081","0.375529720019286","0.498501291322876","3"
"Owner","1986","higher education","Male","266","0.53335511654567","0.489886650006086","0.576823583085255","3"
"Owner","1986","higher education","Female","108","0.459052791895795","0.396654341116454","0.521451242675136","3"
"Owner","1986","middle vocational","Male","1210","0.478181104320182","0.459490982007705","0.496871226632658","3"
"Owner","1986","middle vocational","Female","1006","0.439722801648913","0.419286179960032","0.460159423337794","3"
"Owner","1986","vocational + Abi","Male","51","0.372389185477389","0.298846787565544","0.445931583389233","3"
"Owner","1986","vocational + Abi","Female","37","0.380462893736989","0.290548567452247","0.47037722002173","3"
"Owner","1986","higher vocational","Male","200","0.598058067230927","0.545398254659959","0.650717879801895","3"
"Owner","1986","in school","Male","68","0.673022726109292","0.587284830482128","0.758760621736455","3"
"Owner","1986","in school","Female","39","0.606352802388023","0.494279301723331","0.718426303052715","3"
"Owner","1986","inadequately","Male","32","0.204256177418764","0.160824327087455","0.247688027750074","3"
"Owner","1986","inadequately","Female","35","0.152616084877567","0.119645226558934","0.1855869431962","3"
"Owner","1986","general elemantary","Male","343","0.485572809702247","0.454810548804788","0.516335070599705","3"
"Owner","1986","general elemantary","Female","829","0.474346989123258","0.451923754903751","0.496770223342765","3"
"Sub-Tenant","1986","in school","Male","2","","","","2"
"Sub-Tenant","1986","in school","Female","","","","","2"
"Sub-Tenant","1986","inadequately","Male","17","","","","2"
"Sub-Tenant","1986","inadequately","Female","7","","","","2"
"Sub-Tenant","1986","general elemantary","Male","20","","","","2"
"Sub-Tenant","1986","general elemantary","Female","34","0.0178970772718812","0.011943607411187","0.0238505471325754","2"
"Sub-Tenant","1986","middle vocational","Male","60","0.0204806760321585","0.0151811786064932","0.0257801734578237","2"
"Sub-Tenant","1986","middle vocational","Female","38","0.0144214291273951","0.00951271303483112","0.019330145219959","2"
"Sub-Tenant","1986","vocational + Abi","Male","5","","","","2"
"Sub-Tenant","1986","vocational + Abi","Female","1","","","","2"
"Sub-Tenant","1986","higher vocational","Male","2","","","","2"
"Sub-Tenant","1986","higher vocational","Female","6","","","","2"
"Sub-Tenant","1986","higher education","Male","1","","","","2"
"Sub-Tenant","1986","higher education","Female","2","","","","2"
"Tenant","1986","vocational + Abi","Male","","","","","5"
"Tenant","1986","higher vocational","Female","","","","","5"
"Tenant","1986","higher education","Male","","","","","5"
"Tenant","1986","higher education","Female","","","","","5"
"Tenant","1986","vocational + Abi","Female","","","","","5"
"Tenant","1986","higher vocational","Male","","","","","5"
"Tenant","1986","general elemantary","Female","","","","","5"
"Tenant","1986","middle vocational","Male","","","","","5"
"Tenant","1986","middle vocational","Female","","","","","5"
"Tenant","1986","in school","Male","","","","","5"
"Tenant","1986","in school","Female","","","","","5"
"Tenant","1986","inadequately","Male","","","","","5"
"Tenant","1986","inadequately","Female","","","","","5"
"Tenant","1986","general elemantary","Male","","","","","5"
"Main Tenant","1987","in school","Male","46","0.371962220024045","0.277701727526415","0.466222712521674","1"
"Main Tenant","1987","in school","Female","46","0.454645945227189","0.351772621738666","0.557519268715712","1"
"Main Tenant","1987","inadequately","Male","264","0.758957691501112","0.711724397224191","0.806190985778034","1"
"Main Tenant","1987","inadequately","Female","397","0.80945729904939","0.772968361696119","0.845946236402662","1"
"Main Tenant","1987","general elemantary","Male","647","0.493030279409279","0.462120716275145","0.523939842543414","1"
"Main Tenant","1987","general elemantary","Female","1014","0.506732146442445","0.483950093247813","0.529514199637076","1"
"Main Tenant","1987","middle vocational","Male","1463","0.498178271297293","0.47946021733435","0.516896325260236","1"
"Main Tenant","1987","middle vocational","Female","1199","0.540874262165878","0.520256067188112","0.561492457143645","1"
"Main Tenant","1987","vocational + Abi","Male","104","0.600998463033178","0.525121128786468","0.676875797279887","1"
"Main Tenant","1987","vocational + Abi","Female","75","0.612054477379617","0.523379822268081","0.700729132491152","1"
"Main Tenant","1987","higher vocational","Male","128","0.397594820330979","0.343973462213917","0.45121617844804","1"
"Main Tenant","1987","higher vocational","Female","127","0.523070123726534","0.460907480551719","0.585232766901349","1"
"Main Tenant","1987","higher education","Male","224","0.434503204012835","0.390879873589392","0.478126534436279","1"
"Main Tenant","1987","higher education","Female","136","0.542477141628978","0.480473189752511","0.604481093505445","1"
"Nursing Home/Retirement Community","1987","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1987","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1987","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1987","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1987","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1987","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1987","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1987","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1987","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1987","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","1987","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1987","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1987","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1987","higher education","Female","","","","","4"
"Owner","1987","in school","Male","55","0.628037779975955","0.533777287478326","0.722298272473585","3"
"Owner","1987","in school","Female","43","0.534390177088255","0.431335635314741","0.637444718861769","3"
"Owner","1987","inadequately","Male","32","0.185072038981889","0.142185319364051","0.227958758599726","3"
"Owner","1987","inadequately","Female","36","0.13382204855674","0.102189405213824","0.165454691899657","3"
"Owner","1987","general elemantary","Male","335","0.473475912216905","0.442606871965392","0.504344952468418","3"
"Owner","1987","general elemantary","Female","808","0.478543143085905","0.45578001369747","0.501306272474341","3"
"Owner","1987","middle vocational","Male","1223","0.481119364298239","0.462414536108309","0.499824192488169","3"
"Owner","1987","middle vocational","Female","1004","0.438171997395272","0.417643334406474","0.458700660384069","3"
"Owner","1987","vocational + Abi","Male","54","0.39454542131318","0.318813776822783","0.470277065803577","3"
"Owner","1987","vocational + Abi","Female","37","0.351779901901769","0.264880686709019","0.43867911709452","3"
"Owner","1987","higher vocational","Male","190","0.597862866146404","0.544139776544133","0.651585955748676","3"
"Owner","1987","higher vocational","Female","116","0.446386169707235","0.384516032181448","0.508256307233022","3"
"Owner","1987","higher education","Male","263","0.543837148622409","0.500004103231156","0.587670194013662","3"
"Owner","1987","higher education","Female","107","0.436348703373544","0.374626083658903","0.498071323088185","3"
"Sub-Tenant","1987","in school","Male","","","","","2"
"Sub-Tenant","1987","in school","Female","1","","","","2"
"Sub-Tenant","1987","inadequately","Male","19","","","","2"
"Sub-Tenant","1987","inadequately","Female","12","","","","2"
"Sub-Tenant","1987","general elemantary","Male","23","","","","2"
"Sub-Tenant","1987","general elemantary","Female","28","","","","2"
"Sub-Tenant","1987","middle vocational","Male","55","0.0207023644044675","0.0153719508988937","0.0260327779100414","2"
"Sub-Tenant","1987","middle vocational","Female","41","0.0209537404388503","0.0150276394125421","0.0268798414651584","2"
"Sub-Tenant","1987","vocational + Abi","Male","2","","","","2"
"Sub-Tenant","1987","vocational + Abi","Female","4","","","","2"
"Sub-Tenant","1987","higher vocational","Male","2","","","","2"
"Sub-Tenant","1987","higher vocational","Female","5","","","","2"
"Sub-Tenant","1987","higher education","Male","9","","","","2"
"Sub-Tenant","1987","higher education","Female","5","","","","2"
"Tenant","1987","in school","Male","","","","","5"
"Tenant","1987","in school","Female","","","","","5"
"Tenant","1987","inadequately","Male","","","","","5"
"Tenant","1987","inadequately","Female","","","","","5"
"Tenant","1987","general elemantary","Male","","","","","5"
"Tenant","1987","general elemantary","Female","","","","","5"
"Tenant","1987","middle vocational","Male","","","","","5"
"Tenant","1987","middle vocational","Female","","","","","5"
"Tenant","1987","vocational + Abi","Male","","","","","5"
"Tenant","1987","vocational + Abi","Female","","","","","5"
"Tenant","1987","higher vocational","Male","","","","","5"
"Tenant","1987","higher vocational","Female","","","","","5"
"Tenant","1987","higher education","Male","","","","","5"
"Tenant","1987","higher education","Female","","","","","5"
"Main Tenant","1988","in school","Male","38","0.359837199343605","0.26067981038215","0.458994588305059","1"
"Main Tenant","1988","in school","Female","36","0.456488128197879","0.342225049360124","0.570751207035635","1"
"Main Tenant","1988","inadequately","Male","242","0.765663701560991","0.715960449943604","0.815366953178378","1"
"Main Tenant","1988","inadequately","Female","383","0.842325482690218","0.807595974586332","0.877054990794104","1"
"Main Tenant","1988","general elemantary","Male","651","0.516026277335481","0.484706009769475","0.547346544901487","1"
"Main Tenant","1988","general elemantary","Female","985","0.511489107949879","0.488129234163403","0.534848981736356","1"
"Main Tenant","1988","middle vocational","Male","1367","0.484660553110044","0.465428367777916","0.503892738442173","1"
"Main Tenant","1988","middle vocational","Female","1151","0.533883084229483","0.512850568615451","0.554915599843515","1"
"Main Tenant","1988","vocational + Abi","Male","93","0.542781440760502","0.464101839419808","0.621461042101196","1"
"Main Tenant","1988","vocational + Abi","Female","79","0.613190412423595","0.524943107052405","0.701437717794786","1"
"Main Tenant","1988","higher vocational","Male","123","0.383792346324974","0.329744350361259","0.437840342288688","1"
"Main Tenant","1988","higher vocational","Female","118","0.538024793779416","0.473593826416985","0.602455761141848","1"
"Main Tenant","1988","higher education","Male","219","0.443589876395158","0.398770540582138","0.488409212208179","1"
"Main Tenant","1988","higher education","Female","127","0.545600481371308","0.481251677770555","0.609949284972061","1"
"Nursing Home/Retirement Community","1988","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1988","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1988","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1988","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1988","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1988","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","1988","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1988","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1988","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1988","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1988","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1988","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1988","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1988","higher education","Female","","","","","4"
"Owner","1988","inadequately","Female","35","0.133933485667761","0.10147725234193","0.166389718993592","3"
"Owner","1988","general elemantary","Male","304","0.445942600557292","0.414789912646535","0.47709528846805","3"
"Owner","1988","in school","Male","51","0.634325049178385","0.534823378448733","0.733826719908037","3"
"Owner","1988","in school","Female","37","0.543511871802121","0.429248792964366","0.657774950639876","3"
"Owner","1988","inadequately","Male","26","","","","3"
"Owner","1988","general elemantary","Female","736","0.461799838198989","0.438502088692362","0.485097587705616","3"
"Owner","1988","middle vocational","Male","1180","0.493305293681549","0.474065776169215","0.512544811193883","3"
"Owner","1988","middle vocational","Female","969","0.442825858507826","0.421883158560393","0.463768558455258","3"
"Owner","1988","vocational + Abi","Male","56","0.438797269998904","0.36042190496577","0.517172635032038","3"
"Owner","1988","vocational + Abi","Female","36","0.359303295934972","0.272364823396155","0.446241768473789","3"
"Owner","1988","higher vocational","Male","185","0.603662584609435","0.549300317218895","0.658024851999974","3"
"Owner","1988","higher vocational","Female","108","0.443907151303217","0.379696969608316","0.508117332998118","3"
"Owner","1988","higher education","Male","246","0.537132082218958","0.492149313995414","0.582114850442501","3"
"Owner","1988","higher education","Female","98","0.431143000024534","0.367140579943403","0.495145420105666","3"
"Sub-Tenant","1988","in school","Male","1","","","","2"
"Sub-Tenant","1988","in school","Female","","","","","2"
"Sub-Tenant","1988","inadequately","Male","11","","","","2"
"Sub-Tenant","1988","inadequately","Female","5","","","","2"
"Sub-Tenant","1988","general elemantary","Male","23","","","","2"
"Sub-Tenant","1988","general elemantary","Female","38","0.0267110538511312","0.019176082971167","0.0342460247310954","2"
"Sub-Tenant","1988","middle vocational","Male","47","0.0220341532084066","0.0163851329560683","0.0276831734607448","2"
"Sub-Tenant","1988","middle vocational","Female","41","0.0232910572626916","0.016931924512361","0.0296501900130222","2"
"Sub-Tenant","1988","vocational + Abi","Male","5","","","","2"
"Sub-Tenant","1988","vocational + Abi","Female","2","","","","2"
"Sub-Tenant","1988","higher vocational","Male","3","","","","2"
"Sub-Tenant","1988","higher vocational","Female","4","","","","2"
"Sub-Tenant","1988","higher education","Male","7","","","","2"
"Sub-Tenant","1988","higher education","Female","5","","","","2"
"Tenant","1988","in school","Female","","","","","5"
"Tenant","1988","inadequately","Male","","","","","5"
"Tenant","1988","inadequately","Female","","","","","5"
"Tenant","1988","middle vocational","Male","","","","","5"
"Tenant","1988","middle vocational","Female","","","","","5"
"Tenant","1988","vocational + Abi","Male","","","","","5"
"Tenant","1988","vocational + Abi","Female","","","","","5"
"Tenant","1988","higher vocational","Male","","","","","5"
"Tenant","1988","higher vocational","Female","","","","","5"
"Tenant","1988","higher education","Male","","","","","5"
"Tenant","1988","in school","Male","","","","","5"
"Tenant","1988","general elemantary","Male","","","","","5"
"Tenant","1988","general elemantary","Female","","","","","5"
"Tenant","1988","higher education","Female","","","","","5"
"Main Tenant","1989","in school","Male","38","0.343828412416728","0.245697366448054","0.441959458385401","1"
"Main Tenant","1989","in school","Female","38","0.320910933557083","0.221669220037843","0.420152647076324","1"
"Main Tenant","1989","inadequately","Male","226","0.77413812790235","0.723408867801575","0.824867388003124","1"
"Main Tenant","1989","inadequately","Female","357","0.840748107295743","0.804844598496968","0.876651616094518","1"
"Main Tenant","1989","general elemantary","Male","611","0.538429822584473","0.506039832239145","0.5708198129298","1"
"Main Tenant","1989","general elemantary","Female","952","0.511137372827032","0.48721282179223","0.535061923861834","1"
"Main Tenant","1989","middle vocational","Male","1311","0.476682275276957","0.457208834499677","0.496155716054238","1"
"Main Tenant","1989","middle vocational","Female","1116","0.522502366809709","0.501184706194767","0.543820027424652","1"
"Main Tenant","1989","vocational + Abi","Male","96","0.535222602649623","0.45720582879413","0.613239376505116","1"
"Main Tenant","1989","vocational + Abi","Female","92","0.638016650715446","0.556342886117965","0.719690415312927","1"
"Main Tenant","1989","higher vocational","Male","112","0.367311433825094","0.312206987564364","0.422415880085823","1"
"Main Tenant","1989","higher vocational","Female","109","0.516336619253081","0.450451092689217","0.582222145816946","1"
"Main Tenant","1989","higher education","Male","225","0.462447630220931","0.417467701671172","0.507427558770689","1"
"Main Tenant","1989","higher education","Female","121","0.527676004934645","0.462732033942879","0.59261997592641","1"
"Nursing Home/Retirement Community","1989","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1989","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1989","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1989","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1989","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1989","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1989","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1989","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1989","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","1989","vocational + Abi","Female","","","","","4"
