"hlf0001_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Main Tenant","1985","Not Working","East Germany","","","",""
"Sub-Tenant","1985","Full Time","West Germany","79","0.0141329109063483","0.0108535496177799","0.0174122721949167"
"Sub-Tenant","1985","Full Time","East Germany","","","",""
"Sub-Tenant","1985","Part Time","West Germany","22","","",""
"Sub-Tenant","1985","Part Time","East Germany","","","",""
"Sub-Tenant","1985","Not Working","West Germany","55","0.0132212698406219","0.00977508680694747","0.0166674528742964"
"Sub-Tenant","1985","Not Working","East Germany","","","",""
"Owner","1985","Full Time","West Germany","1866","0.465423211252153","0.451565441580005","0.479280980924301"
"Owner","1985","Full Time","East Germany","","","",""
"Owner","1985","Part Time","West Germany","733","0.45887176347172","0.436225978237973","0.481517548705467"
"Owner","1985","Part Time","East Germany","","","",""
"Owner","1985","Not Working","West Germany","1797","0.46796874437921","0.452914156792218","0.483023331966202"
"Owner","1985","Not Working","East Germany","","","",""
"Nursing Home/Retirement Community","1985","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1985","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1985","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1985","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1985","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1985","Not Working","East Germany","","","",""
"Tenant","1985","Full Time","West Germany","","","",""
"Tenant","1985","Full Time","East Germany","","","",""
"Tenant","1985","Part Time","West Germany","","","",""
"Tenant","1985","Part Time","East Germany","","","",""
"Tenant","1985","Not Working","West Germany","","","",""
"Tenant","1985","Not Working","East Germany","","","",""
"Main Tenant","1986","Full Time","West Germany","2893","0.518846470308033","0.504799223022998","0.532893717593068"
"Main Tenant","1986","Full Time","East Germany","","","",""
"Main Tenant","1986","Part Time","West Germany","1080","0.532597371669086","0.509725322294384","0.555469421043789"
"Main Tenant","1986","Part Time","East Germany","","","",""
"Main Tenant","1986","Not Working","West Germany","2089","0.506675944212637","0.491066905310608","0.522284983114665"
"Main Tenant","1986","Not Working","East Germany","","","",""
"Sub-Tenant","1986","Full Time","West Germany","101","0.016931049176847","0.0133039128266236","0.0205581855270704"
"Sub-Tenant","1986","Full Time","East Germany","","","",""
"Sub-Tenant","1986","Part Time","West Germany","33","0.0158182391261104","0.0100984934358482","0.0215379848163726"
"Sub-Tenant","1986","Part Time","East Germany","","","",""
"Sub-Tenant","1986","Not Working","West Germany","64","0.0181117663816201","0.0139482880831492","0.0222752446800911"
"Sub-Tenant","1986","Not Working","East Germany","","","",""
"Owner","1986","Full Time","West Germany","1866","0.46422248051512","0.450201277294676","0.478243683735564"
"Owner","1986","Full Time","East Germany","","","",""
"Owner","1986","Part Time","West Germany","715","0.451584389204803","0.428771286282247","0.474397492127359"
"Owner","1986","Part Time","East Germany","","","",""
"Owner","1986","Not Working","West Germany","1788","0.475212289405743","0.459621053836465","0.490803524975022"
"Owner","1986","Not Working","East Germany","","","",""
"Nursing Home/Retirement Community","1986","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1986","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1986","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1986","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1986","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1986","Not Working","East Germany","","","",""
"Tenant","1986","Full Time","West Germany","","","",""
"Tenant","1986","Full Time","East Germany","","","",""
"Tenant","1986","Part Time","West Germany","","","",""
"Tenant","1986","Part Time","East Germany","","","",""
"Tenant","1986","Not Working","West Germany","","","",""
"Tenant","1986","Not Working","East Germany","","","",""
"Main Tenant","1987","Full Time","West Germany","2880","0.506704870232828","0.492700669100081","0.520709071365575"
"Main Tenant","1987","Full Time","East Germany","","","",""
"Main Tenant","1987","Part Time","West Germany","1038","0.524065377816495","0.501089285877212","0.547041469755778"
"Main Tenant","1987","Part Time","East Germany","","","",""
"Main Tenant","1987","Not Working","West Germany","2043","0.516487156131945","0.500581642535849","0.532392669728041"
"Main Tenant","1987","Not Working","East Germany","","","",""
"Sub-Tenant","1987","Full Time","West Germany","100","0.021175587712409","0.0171428728209832","0.0252083026038347"
"Sub-Tenant","1987","Full Time","East Germany","","","",""
"Sub-Tenant","1987","Part Time","West Germany","46","0.0255817963820149","0.0183182621174845","0.0328453306465454"
"Sub-Tenant","1987","Part Time","East Germany","","","",""
"Sub-Tenant","1987","Not Working","West Germany","61","0.0185441225400044","0.0142502172505449","0.022838027829464"
"Sub-Tenant","1987","Not Working","East Germany","","","",""
"Owner","1987","Full Time","West Germany","1916","0.472119542054763","0.45813587202496","0.486103212084566"
"Owner","1987","Full Time","East Germany","","","",""
"Owner","1987","Part Time","West Germany","731","0.45035282580149","0.42746375185656","0.47324189974642"
"Owner","1987","Part Time","East Germany","","","",""
"Owner","1987","Not Working","West Germany","1688","0.464968721328051","0.449093661081489","0.480843781574612"
"Owner","1987","Not Working","East Germany","","","",""
"Nursing Home/Retirement Community","1987","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1987","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1987","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1987","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1987","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1987","Not Working","East Germany","","","",""
"Tenant","1987","Full Time","West Germany","","","",""
"Tenant","1987","Full Time","East Germany","","","",""
"Tenant","1987","Part Time","West Germany","","","",""
"Tenant","1987","Part Time","East Germany","","","",""
"Tenant","1987","Not Working","West Germany","","","",""
"Tenant","1987","Not Working","East Germany","","","",""
"Main Tenant","1988","Full Time","West Germany","2693","0.498718555676971","0.484267986137452","0.51316912521649"
"Main Tenant","1988","Full Time","East Germany","","","",""
"Main Tenant","1988","Part Time","West Germany","1073","0.516896038966267","0.494106447259053","0.539685630673481"
"Main Tenant","1988","Part Time","East Germany","","","",""
"Main Tenant","1988","Not Working","West Germany","1954","0.520186172743355","0.503800323777063","0.536572021709648"
"Main Tenant","1988","Not Working","East Germany","","","",""
"Sub-Tenant","1988","Full Time","West Germany","102","0.0269090498826096","0.0222323200200283","0.0315857797451908"
"Sub-Tenant","1988","Full Time","East Germany","","","",""
"Sub-Tenant","1988","Part Time","West Germany","33","0.0214244708233762","0.0148210819916365","0.0280278596551159"
"Sub-Tenant","1988","Part Time","East Germany","","","",""
"Sub-Tenant","1988","Not Working","West Germany","60","0.0214006727435392","0.0166542180986187","0.0261471273884598"
"Sub-Tenant","1988","Not Working","East Germany","","","",""
"Owner","1988","Full Time","West Germany","1804","0.474372394440419","0.459940771509011","0.488804017371828"
"Owner","1988","Full Time","East Germany","","","",""
"Owner","1988","Part Time","West Germany","741","0.461679490210357","0.43894394373394","0.484415036686774"
"Owner","1988","Part Time","East Germany","","","",""
"Owner","1988","Not Working","West Germany","1557","0.458413154513106","0.442070757554667","0.474755551471544"
"Owner","1988","Not Working","East Germany","","","",""
"Nursing Home/Retirement Community","1988","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1988","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1988","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1988","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1988","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1988","Not Working","East Germany","","","",""
"Tenant","1988","Full Time","West Germany","","","",""
"Tenant","1988","Full Time","East Germany","","","",""
"Tenant","1988","Part Time","West Germany","","","",""
"Tenant","1988","Part Time","East Germany","","","",""
"Tenant","1988","Not Working","West Germany","","","",""
"Tenant","1988","Not Working","East Germany","","","",""
"Main Tenant","1989","Full Time","West Germany","2704","0.509459878922233","0.494943827623073","0.523975930221394"
"Main Tenant","1989","Full Time","East Germany","","","",""
"Main Tenant","1989","Part Time","West Germany","942","0.487156819146583","0.463486937020381","0.510826701272785"
"Main Tenant","1989","Part Time","East Germany","","","",""
"Main Tenant","1989","Not Working","West Germany","1855","0.506633053195633","0.489913814210131","0.523352292181134"
"Main Tenant","1989","Not Working","East Germany","","","",""
"Sub-Tenant","1989","Full Time","West Germany","86","0.0226518118439545","0.0183313282317602","0.0269722954561487"
"Sub-Tenant","1989","Full Time","East Germany","","","",""
"Sub-Tenant","1989","Part Time","West Germany","39","0.0278045965653053","0.0200187742138008","0.0355904189168097"
"Sub-Tenant","1989","Part Time","East Germany","","","",""
"Sub-Tenant","1989","Not Working","West Germany","55","0.0196965958929996","0.015049725463271","0.0243434663227282"
"Sub-Tenant","1989","Not Working","East Germany","","","",""
"Owner","1989","Full Time","West Germany","1760","0.466118063108261","0.451632785807901","0.480603340408622"
"Owner","1989","Full Time","East Germany","","","",""
"Owner","1989","Part Time","West Germany","730","0.484212559315604","0.460546670713196","0.507878447918013"
"Owner","1989","Part Time","East Germany","","","",""
"Owner","1989","Not Working","West Germany","1519","0.470758187535022","0.454066096852928","0.487450278217116"
"Owner","1989","Not Working","East Germany","","","",""
"Nursing Home/Retirement Community","1989","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1989","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1989","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1989","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1989","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1989","Not Working","East Germany","","","",""
"Tenant","1989","Full Time","West Germany","6","","",""
"Tenant","1989","Full Time","East Germany","","","",""
"Tenant","1989","Part Time","West Germany","2","","",""
"Tenant","1989","Part Time","East Germany","","","",""
"Tenant","1989","Not Working","West Germany","6","","",""
"Tenant","1989","Not Working","East Germany","","","",""
"Main Tenant","1990","Full Time","West Germany","2575","0.509561609317615","0.49485390054948","0.524269318085751"
"Main Tenant","1990","Full Time","East Germany","","","",""
"Main Tenant","1990","Part Time","West Germany","965","0.506624873652542","0.483086270381402","0.530163476923681"
"Main Tenant","1990","Part Time","East Germany","","","",""
"Main Tenant","1990","Not Working","West Germany","1793","0.508552223346076","0.491610542504599","0.525493904187554"
"Main Tenant","1990","Not Working","East Germany","","","",""
"Sub-Tenant","1990","Full Time","West Germany","109","0.0278811906382434","0.0230375738792775","0.0327248073972092"
"Sub-Tenant","1990","Full Time","East Germany","","","",""
"Sub-Tenant","1990","Part Time","West Germany","39","0.0302110156629534","0.0221522208903778","0.038269810435529"
"Sub-Tenant","1990","Part Time","East Germany","","","",""
"Sub-Tenant","1990","Not Working","West Germany","59","0.0218630415834559","0.0169073399073718","0.02681874325954"
"Sub-Tenant","1990","Not Working","East Germany","","","",""
"Owner","1990","Full Time","West Germany","1753","0.462513056382811","0.447844060046342","0.47718205271928"
"Owner","1990","Full Time","East Germany","","","",""
"Owner","1990","Part Time","West Germany","728","0.463069136344306","0.439592768158307","0.486545504530305"
"Owner","1990","Part Time","East Germany","","","",""
"Owner","1990","Not Working","West Germany","1490","0.467736675375053","0.450827827639095","0.484645523111012"
"Owner","1990","Not Working","East Germany","","","",""
"Nursing Home/Retirement Community","1990","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1990","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1990","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1990","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1990","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1990","Not Working","East Germany","","","",""
"Tenant","1990","Full Time","West Germany","1","","",""
"Tenant","1990","Full Time","East Germany","","","",""
"Tenant","1990","Part Time","West Germany","1","","",""
"Tenant","1990","Part Time","East Germany","","","",""
"Tenant","1990","Not Working","West Germany","3","","",""
"Tenant","1990","Not Working","East Germany","","","",""
"Main Tenant","1991","Full Time","West Germany","2640","0.530971831986477","0.516271452909177","0.545672211063777"
"Main Tenant","1991","Full Time","East Germany","","","",""
"Main Tenant","1991","Part Time","West Germany","959","0.490468939275365","0.467107141638345","0.513830736912386"
"Main Tenant","1991","Part Time","East Germany","","","",""
"Main Tenant","1991","Not Working","West Germany","1711","0.495004118554066","0.477854485875021","0.51215375123311"
"Main Tenant","1991","Not Working","East Germany","","","",""
"Sub-Tenant","1991","Full Time","West Germany","99","0.0283386615686522","0.0234505573279818","0.0332267658093226"
"Sub-Tenant","1991","Full Time","East Germany","","","",""
"Sub-Tenant","1991","Part Time","West Germany","40","0.0241121467704922","0.0169435679174127","0.0312807256235717"
"Sub-Tenant","1991","Part Time","East Germany","","","",""
"Sub-Tenant","1991","Not Working","West Germany","62","0.0224796846506537","0.0173949944028745","0.0275643748984329"
"Sub-Tenant","1991","Not Working","East Germany","","","",""
"Owner","1991","Full Time","West Germany","1687","0.440648196554462","0.426023668839114","0.455272724269811"
"Owner","1991","Full Time","East Germany","","","",""
"Owner","1991","Part Time","West Germany","759","0.485320240638189","0.461964270138166","0.508676211138212"
"Owner","1991","Part Time","East Germany","","","",""
"Owner","1991","Not Working","West Germany","1490","0.480432252419878","0.46329490237256","0.497569602467196"
"Owner","1991","Not Working","East Germany","","","",""
"Nursing Home/Retirement Community","1991","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1991","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1991","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1991","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1991","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1991","Not Working","East Germany","","","",""
"Tenant","1991","Full Time","West Germany","1","","",""
"Tenant","1991","Full Time","East Germany","","","",""
"Tenant","1991","Part Time","West Germany","1","","",""
"Tenant","1991","Part Time","East Germany","","","",""
"Tenant","1991","Not Working","West Germany","2","","",""
"Tenant","1991","Not Working","East Germany","","","",""
"Main Tenant","1992","Full Time","West Germany","2611","0.522895636201125","0.508169110713422","0.537622161688829"
"Main Tenant","1992","Full Time","East Germany","1445","0.687380626784677","0.667948085452501","0.706813168116852"
"Main Tenant","1992","Part Time","West Germany","958","0.480739351105361","0.457303889420366","0.504174812790357"
"Main Tenant","1992","Part Time","East Germany","481","0.652519192384868","0.618754447876333","0.686283936893403"
"Main Tenant","1992","Not Working","West Germany","1693","0.496704204135914","0.479469421598588","0.51393898667324"
"Main Tenant","1992","Not Working","East Germany","666","0.683804068093173","0.655557433916414","0.712050702269932"
"Sub-Tenant","1992","Full Time","West Germany","113","0.0302279061423888","0.0251798408427066","0.035275971442071"
"Sub-Tenant","1992","Full Time","East Germany","66","0.0294165900535709","0.0223332905058252","0.0364998896013166"
"Sub-Tenant","1992","Part Time","West Germany","50","0.0367383772168921","0.0279145278657503","0.0455622265680339"
"Sub-Tenant","1992","Part Time","East Germany","25","","",""
"Sub-Tenant","1992","Not Working","West Germany","56","0.0225970092788292","0.0174742074903444","0.027719811067314"
"Sub-Tenant","1992","Not Working","East Germany","23","","",""
"Owner","1992","Full Time","West Germany","1694","0.446609147579925","0.431951445670142","0.461266849489708"
"Owner","1992","Full Time","East Germany","674","0.282136244406633","0.263270520861816","0.301001967951451"
"Owner","1992","Part Time","West Germany","736","0.480706096466289","0.457270694964718","0.50414149796786"
"Owner","1992","Part Time","East Germany","258","0.313519166570888","0.280622820042645","0.346415513099131"
"Owner","1992","Not Working","West Germany","1482","0.479054987938623","0.461834959514776","0.496275016362469"
"Owner","1992","Not Working","East Germany","350","0.292681078200272","0.265041736977993","0.320320419422551"
"Nursing Home/Retirement Community","1992","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1992","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1992","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1992","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1992","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1992","Not Working","East Germany","","","",""
"Tenant","1992","Full Time","West Germany","1","","",""
"Tenant","1992","Full Time","East Germany","1","","",""
"Tenant","1992","Part Time","West Germany","2","","",""
"Tenant","1992","Part Time","East Germany","","","",""
"Tenant","1992","Not Working","West Germany","2","","",""
"Tenant","1992","Not Working","East Germany","2","","",""
"Main Tenant","1993","Full Time","West Germany","2547","0.527152853414589","0.512282105556759","0.542023601272419"
"Main Tenant","1993","Full Time","East Germany","1243","0.641653751809492","0.620310480433448","0.662997023185536"
"Main Tenant","1993","Part Time","West Germany","983","0.472718365005597","0.449762525092446","0.495674204918748"
"Main Tenant","1993","Part Time","East Germany","409","0.683854888070562","0.64802700368251","0.719682772458614"
"Main Tenant","1993","Not Working","West Germany","1676","0.48400312941694","0.466655643110015","0.501350615723865"
"Main Tenant","1993","Not Working","East Germany","835","0.696427949547541","0.670979090817515","0.721876808277567"
"Sub-Tenant","1993","Full Time","West Germany","124","0.0298653656082314","0.0247954110660975","0.0349353201503652"
"Sub-Tenant","1993","Full Time","East Germany","54","0.0312793745063923","0.0235314123693777","0.039027336643407"
"Sub-Tenant","1993","Part Time","West Germany","61","0.0381267857595745","0.0293214759728172","0.0469320955463318"
"Sub-Tenant","1993","Part Time","East Germany","16","","",""
"Sub-Tenant","1993","Not Working","West Germany","77","0.0327026602327465","0.0265287476994717","0.0388765727660213"
"Sub-Tenant","1993","Not Working","East Germany","22","","",""
"Owner","1993","Full Time","West Germany","1659","0.44298178097718","0.428186208441741","0.457777353512618"
"Owner","1993","Full Time","East Germany","642","0.327066873684116","0.306185290614864","0.347948456753367"
"Owner","1993","Part Time","West Germany","773","0.489154849234828","0.466170170037408","0.512139528432249"
"Owner","1993","Part Time","East Germany","222","0.293305616031908","0.258224616403709","0.328386615660106"
"Owner","1993","Not Working","West Germany","1435","0.483294210350314","0.465947529238517","0.500640891462111"
"Owner","1993","Not Working","East Germany","397","0.289079369197625","0.263988342603802","0.314170395791449"
"Nursing Home/Retirement Community","1993","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1993","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1993","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1993","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1993","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1993","Not Working","East Germany","","","",""
"Tenant","1993","Full Time","West Germany","","","",""
"Tenant","1993","Full Time","East Germany","","","",""
"Tenant","1993","Part Time","West Germany","","","",""
"Tenant","1993","Part Time","East Germany","","","",""
"Tenant","1993","Not Working","West Germany","","","",""
"Tenant","1993","Not Working","East Germany","","","",""
"Main Tenant","1994","Full Time","West Germany","2400","0.522930212793044","0.507678721646434","0.538181703939653"
"Main Tenant","1994","Full Time","East Germany","1172","0.653865539598655","0.632262826009054","0.675468253188255"
"Main Tenant","1994","Part Time","West Germany","1004","0.49989995848098","0.476672158076198","0.523127758885763"
"Main Tenant","1994","Part Time","East Germany","340","0.637135013055373","0.598304000795304","0.675966025315443"
"Main Tenant","1994","Not Working","West Germany","1693","0.479193691864632","0.462021201934545","0.496366181794718"
"Main Tenant","1994","Not Working","East Germany","880","0.688552651635001","0.663720991339244","0.713384311930758"
"Sub-Tenant","1994","Full Time","West Germany","110","0.0287030743645433","0.0236046063610186","0.0338015423680681"
"Sub-Tenant","1994","Full Time","East Germany","48","0.0267522493377321","0.0194251257036535","0.0340793729718107"
"Sub-Tenant","1994","Part Time","West Germany","50","0.0273648263177154","0.0197858696606089","0.034943782974822"
"Sub-Tenant","1994","Part Time","East Germany","27","","",""
"Sub-Tenant","1994","Not Working","West Germany","69","0.0305010176072046","0.0245898884386849","0.0364121467757242"
"Sub-Tenant","1994","Not Working","East Germany","32","0.0241756025820196","0.0159395454253842","0.0324116597386549"
"Owner","1994","Full Time","West Germany","1610","0.448366712842413","0.433180782732517","0.463552642952309"
"Owner","1994","Full Time","East Germany","643","0.319382211063613","0.298210855155553","0.340553566971673"
"Owner","1994","Part Time","West Germany","726","0.472735215201304","0.449541973671553","0.495928456731056"
"Owner","1994","Part Time","East Germany","222","0.321500483662772","0.283781843236808","0.359219124088736"
"Owner","1994","Not Working","West Germany","1489","0.490305290528164","0.473121144331984","0.507489436724344"
"Owner","1994","Not Working","East Germany","424","0.287271745782979","0.263008253676048","0.311535237889911"
"Nursing Home/Retirement Community","1994","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1994","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1994","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1994","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1994","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1994","Not Working","East Germany","","","",""
"Tenant","1994","Full Time","West Germany","","","",""
"Tenant","1994","Full Time","East Germany","","","",""
"Tenant","1994","Part Time","West Germany","","","",""
"Tenant","1994","Part Time","East Germany","","","",""
"Tenant","1994","Not Working","West Germany","","","",""
"Tenant","1994","Not Working","East Germany","","","",""
"Main Tenant","1995","Full Time","West Germany","2415","0.506878674375225","0.49163105762747","0.52212629112298"
"Main Tenant","1995","Full Time","East Germany","1066","0.619030869771503","0.596521394014742","0.641540345528264"
"Main Tenant","1995","Part Time","West Germany","1158","0.508063407572385","0.486207764732563","0.529919050412206"
"Main Tenant","1995","Part Time","East Germany","368","0.644981978173316","0.606820199225842","0.683143757120789"
"Main Tenant","1995","Not Working","West Germany","1944","0.479070264714266","0.462578857629061","0.495561671799472"
"Main Tenant","1995","Not Working","East Germany","849","0.666190750080896","0.64068346649694","0.691698033664852"
"Sub-Tenant","1995","Full Time","West Germany","123","0.0361099380248067","0.0304200962701602","0.0417997797794532"
"Sub-Tenant","1995","Full Time","East Germany","53","0.0284036027519894","0.0207035447481668","0.036103660755812"
"Sub-Tenant","1995","Part Time","West Germany","45","0.026572287239783","0.0195412987886826","0.0336032756908834"
"Sub-Tenant","1995","Part Time","East Germany","25","","",""
"Sub-Tenant","1995","Not Working","West Germany","89","0.034079326016065","0.0280899061367524","0.0400687458953775"
"Sub-Tenant","1995","Not Working","East Germany","47","0.0356556160770808","0.0256257351267237","0.0456854970274379"
"Owner","1995","Full Time","West Germany","1592","0.457011387599968","0.441818793432849","0.472203981767087"
"Owner","1995","Full Time","East Germany","669","0.352565527476508","0.330420196944001","0.374710858009015"
"Owner","1995","Part Time","West Germany","807","0.465364305187832","0.443558327063665","0.487170283311999"
"Owner","1995","Part Time","East Germany","211","0.312063363480708","0.275112445375731","0.349014281585685"
"Owner","1995","Not Working","West Germany","1492","0.486850409269668","0.470350244027783","0.503350574511554"
"Owner","1995","Not Working","East Germany","417","0.298153633842023","0.273410380078661","0.322896887605386"
"Nursing Home/Retirement Community","1995","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1995","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1995","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1995","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1995","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1995","Not Working","East Germany","","","",""
"Tenant","1995","Full Time","West Germany","","","",""
"Tenant","1995","Full Time","East Germany","","","",""
"Tenant","1995","Part Time","West Germany","","","",""
"Tenant","1995","Part Time","East Germany","","","",""
"Tenant","1995","Not Working","West Germany","","","",""
"Tenant","1995","Not Working","East Germany","","","",""
"Main Tenant","1996","Full Time","West Germany","2268","0.512523160431113","0.496959039498487","0.528087281363738"
"Main Tenant","1996","Full Time","East Germany","1037","0.614208216540497","0.591664028616451","0.636752404464542"
"Main Tenant","1996","Part Time","West Germany","1194","0.506914196864716","0.485490435240944","0.528337958488488"
"Main Tenant","1996","Part Time","East Germany","354","0.623389384909521","0.584906694711469","0.661872075107574"
"Main Tenant","1996","Not Working","West Germany","1808","0.475565012599897","0.458716484006504","0.492413541193289"
"Main Tenant","1996","Not Working","East Germany","855","0.683205166835385","0.657876623949412","0.708533709721357"
"Sub-Tenant","1996","Full Time","West Germany","136","0.0341532173158815","0.0284978504252895","0.0398085842064734"
"Sub-Tenant","1996","Full Time","East Germany","50","0.035838229415154","0.027229312340884","0.0444471464894241"
"Sub-Tenant","1996","Part Time","West Germany","61","0.0293319668560355","0.0221013856605398","0.0365625480515311"
"Sub-Tenant","1996","Part Time","East Germany","21","","",""
"Sub-Tenant","1996","Not Working","West Germany","88","0.0286310792940507","0.0230047886369351","0.0342573699511664"
"Sub-Tenant","1996","Not Working","East Germany","32","0.02511749211879","0.0165980753070446","0.0336369089305354"
"Owner","1996","Full Time","West Germany","1558","0.453323622253006","0.437822605535412","0.4688246389706"
"Owner","1996","Full Time","East Germany","704","0.349953554044349","0.327864470568665","0.372042637520034"
"Owner","1996","Part Time","West Germany","837","0.463753836279249","0.442384397936003","0.485123274622494"
"Owner","1996","Part Time","East Germany","234","0.331876641326017","0.294477974950948","0.369275307701085"
"Owner","1996","Not Working","West Germany","1479","0.495803908106052","0.478935817978249","0.512671998233856"
"Owner","1996","Not Working","East Germany","409","0.291677341045825","0.266930913964061","0.316423768127589"
"Nursing Home/Retirement Community","1996","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1996","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1996","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1996","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1996","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1996","Not Working","East Germany","","","",""
"Tenant","1996","Full Time","West Germany","","","",""
