"hlf0001_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Sub-Tenant","2008","Not Working","East Germany","46","0.0342288246397745","0.0263157141728478","0.0421419351067013"
"Owner","2008","Full Time","West Germany","3116","0.474998129138524","0.461963102281606","0.488033155995442"
"Owner","2008","Full Time","East Germany","1052","0.469444406790158","0.446800581026955","0.492088232553361"
"Owner","2008","Part Time","West Germany","1979","0.487530023385133","0.470937237995195","0.504122808775072"
"Owner","2008","Part Time","East Germany","441","0.358258782187476","0.327590201015332","0.38892736335962"
"Owner","2008","Not Working","West Germany","3425","0.511740924494843","0.498797210242307","0.52468463874738"
"Owner","2008","Not Working","East Germany","830","0.342925522988794","0.322265951014989","0.3635850949626"
"Nursing Home/Retirement Community","2008","Full Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2008","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2008","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2008","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2008","Not Working","West Germany","35","0.00936751468866798","0.00687305118599314","0.0118619781913428"
"Nursing Home/Retirement Community","2008","Not Working","East Germany","11","","",""
"Tenant","2008","Full Time","West Germany","","","",""
"Tenant","2008","Full Time","East Germany","","","",""
"Tenant","2008","Part Time","West Germany","","","",""
"Tenant","2008","Part Time","East Germany","","","",""
"Tenant","2008","Not Working","West Germany","","","",""
"Tenant","2008","Not Working","East Germany","","","",""
"Main Tenant","2009","Full Time","West Germany","2227","0.502265016517106","0.488679169302475","0.515850863731738"
"Main Tenant","2009","Full Time","East Germany","735","0.495452669153446","0.472425481052073","0.51847985725482"
"Main Tenant","2009","Part Time","West Germany","1436","0.493781142359562","0.476843356237861","0.510718928481262"
"Main Tenant","2009","Part Time","East Germany","431","0.588847521286956","0.556430034857179","0.621265007716733"
"Main Tenant","2009","Not Working","West Germany","1953","0.443221010810559","0.429746195124219","0.4566958264969"
"Main Tenant","2009","Not Working","East Germany","1051","0.60838327961466","0.586412363173215","0.630354196056105"
"Sub-Tenant","2009","Full Time","West Germany","82","0.0211131728430711","0.0172068856323051","0.025019460053837"
"Sub-Tenant","2009","Full Time","East Germany","49","0.0370539687092048","0.0283542100521635","0.0457537273662461"
"Sub-Tenant","2009","Part Time","West Germany","57","0.0270168922775241","0.0215241328188644","0.0325096517361837"
"Sub-Tenant","2009","Part Time","East Germany","29","","",""
"Sub-Tenant","2009","Not Working","West Germany","84","0.0209277847584682","0.0170450275252946","0.0248105419916418"
"Sub-Tenant","2009","Not Working","East Germany","46","0.0294887794651822","0.0218739952019596","0.0371035637284049"
"Owner","2009","Full Time","West Germany","2893","0.475772418894401","0.462202390939169","0.489342446849633"
"Owner","2009","Full Time","East Germany","1026","0.467333892817138","0.444354950374053","0.490312835260223"
"Owner","2009","Part Time","West Germany","1854","0.479201965362914","0.462277529614787","0.496126401111042"
"Owner","2009","Part Time","East Germany","424","0.383143087222126","0.351113660109551","0.4151725143347"
"Owner","2009","Not Working","West Germany","3151","0.52662460903681","0.51308130407919","0.540167913994429"
"Owner","2009","Not Working","East Germany","793","0.356990926494825","0.335425102119392","0.378556750870259"
"Nursing Home/Retirement Community","2009","Full Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2009","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2009","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2009","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2009","Not Working","West Germany","33","0.00922659539416319","0.00663313779107038","0.011820052997256"
"Nursing Home/Retirement Community","2009","Not Working","East Germany","6","","",""
"Tenant","2009","Full Time","West Germany","","","",""
"Tenant","2009","Full Time","East Germany","","","",""
"Tenant","2009","Part Time","West Germany","","","",""
"Tenant","2009","Part Time","East Germany","","","",""
"Tenant","2009","Not Working","West Germany","","","",""
"Tenant","2009","Not Working","East Germany","","","",""
"Main Tenant","2010","Full Time","West Germany","3179","0.490798399257702","0.47915370980258","0.502443088712824"
"Main Tenant","2010","Full Time","East Germany","975","0.485333417633668","0.464329440186609","0.506337395080727"
"Main Tenant","2010","Part Time","West Germany","2506","0.491833729321817","0.478131860627331","0.505535598016303"
"Main Tenant","2010","Part Time","East Germany","680","0.576215110889854","0.548765988071593","0.603664233708115"
"Main Tenant","2010","Not Working","West Germany","3002","0.443585559630694","0.431690512196976","0.455480607064412"
"Main Tenant","2010","Not Working","East Germany","1266","0.612476561468328","0.591723537564411","0.633229585372246"
"Sub-Tenant","2010","Full Time","West Germany","89","0.0177748653365746","0.0146970671216977","0.0208526635514514"
"Sub-Tenant","2010","Full Time","East Germany","55","0.0293995614572624","0.0223003660877806","0.0364987568267441"
"Sub-Tenant","2010","Part Time","West Germany","74","0.0268274916534133","0.0223990321324162","0.0312559511744103"
"Sub-Tenant","2010","Part Time","East Germany","24","","",""
"Sub-Tenant","2010","Not Working","West Germany","83","0.0200124742547781","0.0166594325979309","0.0233655159116253"
"Sub-Tenant","2010","Not Working","East Germany","50","0.0251898908447838","0.018514744109187","0.0318650375803805"
"Owner","2010","Full Time","West Germany","3808","0.490534158159575","0.478889583623589","0.502178732695562"
"Owner","2010","Full Time","East Germany","1144","0.485106981617394","0.464103285588651","0.506110677646136"
"Owner","2010","Part Time","West Germany","2532","0.480492328518902","0.466799065793819","0.494185591243986"
"Owner","2010","Part Time","East Germany","540","0.395388560132577","0.36822956825405","0.422547552011104"
"Owner","2010","Not Working","West Germany","3585","0.526930556246008","0.514976441438086","0.53888467105393"
"Owner","2010","Not Working","East Germany","792","0.356328552596919","0.335927851337743","0.376729253856095"
"Nursing Home/Retirement Community","2010","Full Time","West Germany","4","","",""
"Nursing Home/Retirement Community","2010","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2010","Part Time","West Germany","2","","",""
"Nursing Home/Retirement Community","2010","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2010","Not Working","West Germany","31","0.00947140986851996","0.00715231184847404","0.0117905078885659"
"Nursing Home/Retirement Community","2010","Not Working","East Germany","9","","",""
"Tenant","2010","Full Time","West Germany","","","",""
"Tenant","2010","Full Time","East Germany","","","",""
"Tenant","2010","Part Time","West Germany","","","",""
"Tenant","2010","Part Time","East Germany","","","",""
"Tenant","2010","Not Working","West Germany","","","",""
"Tenant","2010","Not Working","East Germany","","","",""
"Main Tenant","2011","Full Time","West Germany","3563","0.473204519175848","0.462380806963724","0.484028231387972"
"Main Tenant","2011","Full Time","East Germany","1154","0.513435201122976","0.493724014138489","0.533146388107464"
"Main Tenant","2011","Part Time","West Germany","2937","0.484404948720829","0.471995207551569","0.496814689890089"
"Main Tenant","2011","Part Time","East Germany","830","0.594406988846808","0.569108125424089","0.619705852269528"
"Main Tenant","2011","Not Working","West Germany","3599","0.439490857774951","0.428746996130585","0.450234719419317"
"Main Tenant","2011","Not Working","East Germany","1517","0.61767988518549","0.598615574637113","0.636744195733867"
"Sub-Tenant","2011","Full Time","West Germany","109","0.0194135609382194","0.0164224927255051","0.0224046291509337"
"Sub-Tenant","2011","Full Time","East Germany","39","0.0227416352594028","0.0168624769116937","0.0286207936071119"
"Sub-Tenant","2011","Part Time","West Germany","78","0.0196867303162607","0.0162370940545445","0.023136366577977"
"Sub-Tenant","2011","Part Time","East Germany","21","","",""
"Sub-Tenant","2011","Not Working","West Germany","77","0.016678289443716","0.013906133218934","0.0194504456684979"
"Sub-Tenant","2011","Not Working","East Germany","45","0.0258811317634952","0.0196520589117086","0.0321102046152818"
"Owner","2011","Full Time","West Germany","4499","0.506752470078767","0.495914170002541","0.517590770154994"
"Owner","2011","Full Time","East Germany","1276","0.463702209375539","0.444035930158553","0.483368488592525"
"Owner","2011","Part Time","West Germany","3214","0.495298928370776","0.482883695347636","0.507714161393916"
"Owner","2011","Part Time","East Germany","595","0.391685008744842","0.366534512415522","0.416835505074162"
"Owner","2011","Not Working","West Germany","4483","0.535416245315024","0.524620020589615","0.546212470040432"
"Owner","2011","Not Working","East Germany","920","0.349241603748335","0.330539146203751","0.367944061292918"
"Nursing Home/Retirement Community","2011","Full Time","West Germany","3","","",""
"Nursing Home/Retirement Community","2011","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2011","Part Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2011","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2011","Not Working","West Germany","39","0.00841460746630948","0.00643729126462268","0.0103919236679963"
"Nursing Home/Retirement Community","2011","Not Working","East Germany","14","","",""
"Tenant","2011","Full Time","West Germany","","","",""
"Tenant","2011","Full Time","East Germany","","","",""
"Tenant","2011","Part Time","West Germany","","","",""
"Tenant","2011","Part Time","East Germany","","","",""
"Tenant","2011","Not Working","West Germany","","","",""
"Tenant","2011","Not Working","East Germany","","","",""
"Main Tenant","2012","Full Time","West Germany","3586","0.493101098614882","0.482164731780967","0.504037465448796"
"Main Tenant","2012","Full Time","East Germany","1122","0.496415653192305","0.476474587312199","0.51635671907241"
"Main Tenant","2012","Part Time","West Germany","2794","0.475396312330766","0.462852813957409","0.487939810704122"
"Main Tenant","2012","Part Time","East Germany","813","0.599416469893235","0.573609674125542","0.625223265660927"
"Main Tenant","2012","Not Working","West Germany","3412","0.43365474256585","0.422712024121683","0.444597461010018"
"Main Tenant","2012","Not Working","East Germany","1515","0.627892498383672","0.608868617826579","0.646916378940765"
"Sub-Tenant","2012","Full Time","West Germany","86","0.0149571505287191","0.0123019556441342","0.0176123454133039"
"Sub-Tenant","2012","Full Time","East Germany","48","0.0270243937924626","0.0205571612099167","0.0334916263750085"
"Sub-Tenant","2012","Part Time","West Germany","73","0.023032584272699","0.0192647961044046","0.0268003724409935"
"Sub-Tenant","2012","Part Time","East Germany","27","","",""
"Sub-Tenant","2012","Not Working","West Germany","70","0.0151805028294654","0.0124806882495441","0.0178803174093866"
"Sub-Tenant","2012","Not Working","East Germany","53","0.030559217553323","0.0237850800384233","0.0373333550682226"
"Owner","2012","Full Time","West Germany","4353","0.491303878351762","0.480368124693999","0.502239632009525"
"Owner","2012","Full Time","East Germany","1244","0.476450738434099","0.456531290337602","0.496370186530596"
"Owner","2012","Part Time","West Germany","3222","0.501571103396536","0.489012453189143","0.514129753603928"
"Owner","2012","Part Time","East Germany","544","0.378958689027276","0.353409366783176","0.404508011271375"
"Owner","2012","Not Working","West Germany","4372","0.545625539358748","0.534631258118094","0.556619820599402"
"Owner","2012","Not Working","East Germany","899","0.334965445675243","0.316389781093741","0.353541110256745"
"Nursing Home/Retirement Community","2012","Full Time","West Germany","3","","",""
"Nursing Home/Retirement Community","2012","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2012","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2012","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2012","Not Working","West Germany","25","","",""
"Nursing Home/Retirement Community","2012","Not Working","East Germany","13","","",""
"Tenant","2012","Full Time","West Germany","","","",""
"Tenant","2012","Full Time","East Germany","","","",""
"Tenant","2012","Part Time","West Germany","","","",""
"Tenant","2012","Part Time","East Germany","","","",""
"Tenant","2012","Not Working","West Germany","","","",""
"Tenant","2012","Not Working","East Germany","","","",""
"Main Tenant","2013","Full Time","West Germany","3345","0.466949149118945","0.455665560680506","0.478232737557385"
"Main Tenant","2013","Full Time","East Germany","1061","0.483338376766011","0.462550968512804","0.504125785019219"
"Main Tenant","2013","Part Time","West Germany","2624","0.428169650148835","0.415447392276338","0.440891908021332"
"Main Tenant","2013","Part Time","East Germany","785","0.546982445014557","0.520632872509563","0.573332017519551"
"Main Tenant","2013","Not Working","West Germany","6526","0.485308451998334","0.476273637917686","0.494343266078982"
"Main Tenant","2013","Not Working","East Germany","1665","0.611742936469213","0.59318407729295","0.630301795645475"
"Sub-Tenant","2013","Full Time","West Germany","81","0.0141478480118438","0.0114768152821382","0.0168188807415494"
"Sub-Tenant","2013","Full Time","East Germany","35","0.0258489015596929","0.0192479611464054","0.0324498419729803"
"Sub-Tenant","2013","Part Time","West Germany","67","0.0164433210540078","0.0131735517123224","0.0197130903956931"
"Sub-Tenant","2013","Part Time","East Germany","23","","",""
"Sub-Tenant","2013","Not Working","West Germany","127","0.0139346785040502","0.0118156436810962","0.0160537133270043"
"Sub-Tenant","2013","Not Working","East Germany","56","0.0317138595325327","0.0250406690944794","0.0383870499705861"
"Owner","2013","Full Time","West Germany","4084","0.518903002869211","0.507602766245623","0.530203239492798"
"Owner","2013","Full Time","East Germany","1123","0.490712811583192","0.469917440344808","0.511508182821577"
"Owner","2013","Part Time","West Germany","3120","0.555387028797158","0.542610538075803","0.568163519518512"
"Owner","2013","Part Time","East Germany","562","0.434945712556159","0.408704011846696","0.461187413265622"
"Owner","2013","Not Working","West Germany","5071","0.495204060741208","0.486165759765357","0.504242361717059"
"Owner","2013","Not Working","East Germany","913","0.348071480444374","0.3299313117178","0.366211649170947"
"Nursing Home/Retirement Community","2013","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","2013","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2013","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2013","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2013","Not Working","West Germany","31","0.00555280875640811","0.00420947479293469","0.00689614271988153"
"Nursing Home/Retirement Community","2013","Not Working","East Germany","15","","",""
"Tenant","2013","Full Time","West Germany","","","",""
"Tenant","2013","Full Time","East Germany","","","",""
"Tenant","2013","Part Time","West Germany","","","",""
"Tenant","2013","Part Time","East Germany","","","",""
"Tenant","2013","Not Working","West Germany","","","",""
"Tenant","2013","Not Working","East Germany","","","",""
"Main Tenant","2014","Full Time","West Germany","3845","0.49051111021757","0.479619002257586","0.501403218177554"
"Main Tenant","2014","Full Time","East Germany","1020","0.47542995290692","0.454330462241987","0.496529443571853"
"Main Tenant","2014","Part Time","West Germany","3116","0.490591237400795","0.478211389312514","0.502971085489075"
"Main Tenant","2014","Part Time","East Germany","794","0.598181811122622","0.571622936710071","0.624740685535173"
"Main Tenant","2014","Not Working","West Germany","3686","0.435944910016866","0.424887655506522","0.447002164527209"
"Main Tenant","2014","Not Working","East Germany","1394","0.632202654242979","0.612247002921531","0.652158305564427"
"Sub-Tenant","2014","Full Time","West Germany","78","0.0117782102687691","0.009427565417623","0.0141288551199151"
"Sub-Tenant","2014","Full Time","East Germany","46","0.0340698370337978","0.0264053190142805","0.0417343550533152"
"Sub-Tenant","2014","Part Time","West Germany","83","0.0185628293261607","0.0152202974820253","0.0219053611702961"
"Sub-Tenant","2014","Part Time","East Germany","28","","",""
"Sub-Tenant","2014","Not Working","West Germany","83","0.0142804229414899","0.0116348608118572","0.0169259850711226"
"Sub-Tenant","2014","Not Working","East Germany","34","0.0211180751775442","0.0151679544906469","0.0270681958644415"
"Owner","2014","Full Time","West Germany","4169","0.497710679513661","0.486816723786031","0.508604635241291"
"Owner","2014","Full Time","East Germany","1085","0.490382636650966","0.469261532992351","0.511503740309581"
"Owner","2014","Part Time","West Germany","3065","0.490845933273044","0.478465968083078","0.50322589846301"
"Owner","2014","Part Time","East Germany","486","0.350487811535589","0.324640916437192","0.376334706633987"
"Owner","2014","Not Working","West Germany","3926","0.543543651050622","0.532436886158549","0.554650415942694"
"Owner","2014","Not Working","East Germany","803","0.338107911684934","0.31853052513815","0.357685298231719"
"Nursing Home/Retirement Community","2014","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","2014","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2014","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2014","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2014","Not Working","West Germany","31","0.00623101599102273","0.00447635633348322","0.00798567564856223"
"Nursing Home/Retirement Community","2014","Not Working","East Germany","12","","",""
"Tenant","2014","Full Time","West Germany","","","",""
"Tenant","2014","Full Time","East Germany","","","",""
"Tenant","2014","Part Time","West Germany","","","",""
"Tenant","2014","Part Time","East Germany","","","",""
"Tenant","2014","Not Working","West Germany","","","",""
"Tenant","2014","Not Working","East Germany","","","",""
"Main Tenant","2015","Full Time","West Germany","3506","0.475856694088613","0.464572827254036","0.48714056092319"
"Main Tenant","2015","Full Time","East Germany","975","0.504029350844304","0.482111518744772","0.525947182943836"
"Main Tenant","2015","Part Time","West Germany","2794","0.465709581754668","0.452967295632995","0.47845186787634"
"Main Tenant","2015","Part Time","East Germany","735","0.584039759590157","0.556737848777281","0.611341670403033"
"Main Tenant","2015","Not Working","West Germany","4665","0.459003870780352","0.448446838957085","0.46956090260362"
"Main Tenant","2015","Not Working","East Germany","1455","0.636555545722451","0.616855486755099","0.656255604689802"
"Sub-Tenant","2015","Full Time","West Germany","81","0.0173891445001117","0.0144357278021722","0.0203425611980512"
"Sub-Tenant","2015","Full Time","East Germany","38","0.0186202908092488","0.0126944025109708","0.0245461791075269"
"Sub-Tenant","2015","Part Time","West Germany","69","0.0173978971714108","0.0140579599976062","0.0207378343452153"
"Sub-Tenant","2015","Part Time","East Germany","23","","",""
"Sub-Tenant","2015","Not Working","West Germany","146","0.0158256658510511","0.0131817137003175","0.0184696180017847"
"Sub-Tenant","2015","Not Working","East Germany","36","0.0208361230124691","0.0149859797995085","0.0266862662254297"
"Owner","2015","Full Time","West Germany","3938","0.506754161411276","0.495458147573852","0.5180501752487"
"Owner","2015","Full Time","East Germany","986","0.477350358346448","0.455454314760349","0.499246401932546"
"Owner","2015","Part Time","West Germany","3024","0.516892521073922","0.504127454688678","0.529657587459165"
"Owner","2015","Part Time","East Germany","494","0.388253309535873","0.361257937066162","0.415248682005583"
"Owner","2015","Not Working","West Germany","3712","0.518419304986018","0.507833797218741","0.529004812753295"
"Owner","2015","Not Working","East Germany","787","0.333564630038204","0.314253870062131","0.352875390014277"
"Nursing Home/Retirement Community","2015","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","2015","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","2015","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2015","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","2015","Not Working","West Germany","36","0.0067511583825785","0.00501633702647622","0.00848597973868078"
"Nursing Home/Retirement Community","2015","Not Working","East Germany","12","","",""
"Tenant","2015","Full Time","West Germany","","","",""
"Tenant","2015","Full Time","East Germany","","","",""
"Tenant","2015","Part Time","West Germany","","","",""
"Tenant","2015","Part Time","East Germany","","","",""
"Tenant","2015","Not Working","West Germany","","","",""
"Tenant","2015","Not Working","East Germany","","","",""
"Main Tenant","2016","Full Time","West Germany","3466","0.48010808451448","0.468597567098973","0.491618601929987"
"Main Tenant","2016","Full Time","East Germany","971","0.494421713209036","0.472247922507722","0.51659550391035"
"Main Tenant","2016","Part Time","West Germany","2875","0.47987120975354","0.46697599538425","0.492766424122829"
"Main Tenant","2016","Part Time","East Germany","687","0.585422005684881","0.55766369383156","0.613180317538202"
"Main Tenant","2016","Not Working","West Germany","3271","0.442013959957758","0.430197079973485","0.453830839942031"
"Main Tenant","2016","Not Working","East Germany","1212","0.611874185790252","0.590543332316544","0.633205039263959"
"Sub-Tenant","2016","Full Time","West Germany","94","0.0195992548009129","0.0164055821401861","0.0227929274616396"
"Sub-Tenant","2016","Full Time","East Germany","36","0.0238576593490594","0.0170895485245464","0.0306257701735724"
"Sub-Tenant","2016","Part Time","West Germany","75","0.019049191648594","0.0155208334984894","0.0225775497986986"
"Sub-Tenant","2016","Part Time","East Germany","34","0.0452851958670807","0.0335694387510254","0.0570009529831361"
"Sub-Tenant","2016","Not Working","West Germany","86","0.0160586057118936","0.0130676381819385","0.0190495732418487"
"Sub-Tenant","2016","Not Working","East Germany","32","0.0312902979682271","0.023669638128168","0.0389109578082863"
"Owner","2016","Full Time","West Germany","3676","0.500267331568233","0.488747695817641","0.511786967318826"
"Owner","2016","Full Time","East Germany","946","0.481720627441905","0.459560280612208","0.503880974271601"
"Owner","2016","Part Time","West Germany","2816","0.501079598597866","0.488173952132546","0.513985245063186"
"Owner","2016","Part Time","East Germany","489","0.369292798448038","0.342099948883633","0.396485648012443"
"Owner","2016","Not Working","West Germany","3394","0.533092265625592","0.521221194969744","0.54496333628144"
"Owner","2016","Not Working","East Germany","750","0.347377708554913","0.326536503458724","0.368218913651101"
"Nursing Home/Retirement Community","2016","Full Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2016","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","2016","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2016","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","2016","Not Working","West Germany","34","0.00883516870475645","0.00660851063853459","0.0110618267709783"
"Nursing Home/Retirement Community","2016","Not Working","East Germany","11","","",""
"Tenant","2016","Full Time","West Germany","","","",""
"Tenant","2016","Full Time","East Germany","","","",""
"Tenant","2016","Part Time","West Germany","","","",""
"Tenant","2016","Part Time","East Germany","","","",""
"Tenant","2016","Not Working","West Germany","","","",""
"Tenant","2016","Not Working","East Germany","","","",""
"Main Tenant","2017","Full Time","West Germany","3892","0.480967538909859","0.470141402456706","0.491793675363011"
"Main Tenant","2017","Full Time","East Germany","1120","0.506095738335749","0.485582794172572","0.526608682498925"
"Main Tenant","2017","Part Time","West Germany","3137","0.464093431152531","0.451929332078508","0.476257530226553"
"Main Tenant","2017","Part Time","East Germany","774","0.567109019175197","0.540688401754144","0.59352963659625"
"Main Tenant","2017","Not Working","West Germany","5384","0.451542114977463","0.441366553758303","0.461717676196624"
"Main Tenant","2017","Not Working","East Germany","1677","0.602473940508822","0.58359376514018","0.621354115877463"
"Sub-Tenant","2017","Full Time","West Germany","128","0.0197665740611488","0.0167504527215239","0.0227826954007738"
"Sub-Tenant","2017","Full Time","East Germany","45","0.0269785014464888","0.0203309700032025","0.0336260328897752"
"Sub-Tenant","2017","Part Time","West Germany","108","0.0239797668062628","0.0202482570113518","0.0277112766011737"
"Sub-Tenant","2017","Part Time","East Germany","42","0.0471589865183496","0.0358554883231907","0.0584624847135086"
"Sub-Tenant","2017","Not Working","West Germany","198","0.0180739835254209","0.0153500034770898","0.0207979635737521"
"Sub-Tenant","2017","Not Working","East Germany","72","0.0352085680373216","0.0280981523860817","0.0423189836885614"
"Owner","2017","Full Time","West Germany","4160","0.49877983129333","0.487945875364343","0.509613787222317"
"Owner","2017","Full Time","East Germany","1117","0.466925760217762","0.446456222421493","0.487395298014032"
"Owner","2017","Part Time","West Germany","3211","0.5113469756385","0.499154529684068","0.523539421592931"
"Owner","2017","Part Time","East Germany","535","0.385731994306453","0.359775729534202","0.411688259078704"
"Owner","2017","Not Working","West Germany","3568","0.521722835567137","0.511508800521314","0.53193687061296"
"Owner","2017","Not Working","East Germany","816","0.350132936530076","0.331730181917579","0.368535691142573"
"Nursing Home/Retirement Community","2017","Full Time","West Germany","2","","",""
"Nursing Home/Retirement Community","2017","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","2017","Part Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2017","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","2017","Not Working","West Germany","38","0.00866106592997879","0.00676639255772003","0.0105557393022375"
"Nursing Home/Retirement Community","2017","Not Working","East Germany","16","","",""
"Tenant","2017","Full Time","West Germany","","","",""
"Tenant","2017","Full Time","East Germany","","","",""
"Tenant","2017","Part Time","West Germany","","","",""
"Tenant","2017","Part Time","East Germany","","","",""
"Tenant","2017","Not Working","West Germany","","","",""
"Tenant","2017","Not Working","East Germany","","","",""
"Main Tenant","2018","Full Time","West Germany","3921","0.487458260949607","0.476423492812059","0.498493029087155"
"Main Tenant","2018","Full Time","East Germany","1091","0.513818630121262","0.492861758628086","0.534775501614438"
"Main Tenant","2018","Part Time","West Germany","3264","0.470673585819377","0.458473460240467","0.482873711398286"
"Main Tenant","2018","Part Time","East Germany","833","0.567981826442449","0.542015367212841","0.593948285672057"
"Main Tenant","2018","Not Working","West Germany","5839","0.443062501190281","0.433049758587802","0.45307524379276"
"Main Tenant","2018","Not Working","East Germany","1752","0.597495896834513","0.578561847632763","0.616429946036264"
"Sub-Tenant","2018","Full Time","West Germany","92","0.0163306598224501","0.0135326044196609","0.0191287152252394"
"Sub-Tenant","2018","Full Time","East Germany","45","0.0219878864119544","0.0158391449894312","0.0281366278344776"
"Sub-Tenant","2018","Part Time","West Germany","97","0.0210480770889432","0.0175395123104752","0.0245566418674113"
"Sub-Tenant","2018","Part Time","East Germany","42","0.0354987856676475","0.0257992120577169","0.0451983592775781"
"Sub-Tenant","2018","Not Working","West Germany","187","0.0144067254989781","0.0120048591877511","0.0168085918102051"
"Sub-Tenant","2018","Not Working","East Germany","34","0.0211361705096558","0.0155826909958912","0.0266896500234204"
"Owner","2018","Full Time","West Germany","3868","0.495849131571219","0.484811270740079","0.506886992402359"
"Owner","2018","Full Time","East Germany","1049","0.464193483466784","0.443282431289958","0.485104535643609"
"Owner","2018","Part Time","West Germany","3068","0.508137036339424","0.495917489770704","0.520356582908145"
"Owner","2018","Part Time","East Germany","523","0.396519387889903","0.370877005047459","0.422161770732347"
"Owner","2018","Not Working","West Germany","3391","0.534493720990798","0.524439431168188","0.544548010813407"
"Owner","2018","Not Working","East Germany","777","0.367318287593381","0.348705783856641","0.385930791330121"
"Nursing Home/Retirement Community","2018","Full Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2018","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","2018","Part Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2018","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","2018","Not Working","West Germany","38","0.00803705231994334","0.00623729707690114","0.00983680756298554"
"Nursing Home/Retirement Community","2018","Not Working","East Germany","14","","",""
"Tenant","2018","Full Time","West Germany","","","",""
"Tenant","2018","Full Time","East Germany","","","",""
"Tenant","2018","Part Time","West Germany","","","",""
"Tenant","2018","Part Time","East Germany","","","",""
"Tenant","2018","Not Working","West Germany","","","",""
"Tenant","2018","Not Working","East Germany","","","",""
"Main Tenant","2019","Full Time","West Germany","3849","0.488783528506672","0.478090556223618","0.499476500789727"
"Main Tenant","2019","Full Time","East Germany","1081","0.49585137400675","0.475827394755029","0.515875353258472"
"Main Tenant","2019","Part Time","West Germany","3101","0.476029633194109","0.463741026763601","0.488318239624617"
"Main Tenant","2019","Part Time","East Germany","714","0.525292178516744","0.498322928811252","0.552261428222235"
"Main Tenant","2019","Not Working","West Germany","5068","0.432815959650592","0.422459932300692","0.443171987000492"
"Main Tenant","2019","Not Working","East Germany","1560","0.573867473227669","0.554156952851609","0.593577993603728"
"Sub-Tenant","2019","Full Time","West Germany","100","0.0157865898120623","0.0131201821894472","0.0184529974346773"
"Sub-Tenant","2019","Full Time","East Germany","37","0.0236423078289673","0.0175575297698833","0.0297270858880514"
"Sub-Tenant","2019","Part Time","West Germany","121","0.0211516347420264","0.0176111562792829","0.0246921132047698"
"Sub-Tenant","2019","Part Time","East Germany","43","0.0445717618320149","0.0334266574425121","0.0557168662215177"
"Sub-Tenant","2019","Not Working","West Germany","246","0.0181515500427333","0.0153612002915242","0.0209418997939423"
"Sub-Tenant","2019","Not Working","East Germany","35","0.0224301631355704","0.0165280156818947","0.0283323105892462"
"Owner","2019","Full Time","West Germany","4445","0.495253656056517","0.48455847411827","0.505948837994765"
"Owner","2019","Full Time","East Germany","1277","0.480506318164282","0.460496874288823","0.500515762039742"
"Owner","2019","Part Time","West Germany","3123","0.502818732063865","0.490516175205571","0.515121288922159"
"Owner","2019","Part Time","East Germany","560","0.430136059651241","0.40339714850579","0.456874970796693"
"Owner","2019","Not Working","West Germany","3438","0.538506983992592","0.528087222190602","0.548926745794582"
"Owner","2019","Not Working","East Germany","804","0.391084615864742","0.371633980952331","0.410535250777153"
