"hlf0001_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Owner","1984","Thuringia","no migration background","","","",""
"Owner","1984","Thuringia","direct migration background","","","",""
"Owner","1984","Thuringia","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Schleswig-Holstein","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Schleswig-Holstein","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Schleswig-Holstein","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Hamburg","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Hamburg","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Hamburg","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Lower Saxony","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Lower Saxony","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Lower Saxony","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Bremen","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Bremen","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Bremen","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","North Rhine-Westphalia","no migration background","","","",""
"Nursing Home/Retirement Community","1984","North Rhine-Westphalia","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","North Rhine-Westphalia","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Hesse","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Hesse","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Hesse","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Baden-Württemberg","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Baden-Württemberg","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Baden-Württemberg","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Bavaria","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Bavaria","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Bavaria","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Berlin","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Berlin","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Berlin","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Brandenburg","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Brandenburg","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Brandenburg","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Mecklenburg-Western Pomerania","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Saxony","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Saxony","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Saxony","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Saxony-Anhalt","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Saxony-Anhalt","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Saxony-Anhalt","indirect migration background","","","",""
"Nursing Home/Retirement Community","1984","Thuringia","no migration background","","","",""
"Nursing Home/Retirement Community","1984","Thuringia","direct migration background","","","",""
"Nursing Home/Retirement Community","1984","Thuringia","indirect migration background","","","",""
"Tenant","1984","Schleswig-Holstein","no migration background","","","",""
"Tenant","1984","Schleswig-Holstein","direct migration background","","","",""
"Tenant","1984","Schleswig-Holstein","indirect migration background","","","",""
"Tenant","1984","Hamburg","no migration background","","","",""
"Tenant","1984","Hamburg","direct migration background","","","",""
"Tenant","1984","Hamburg","indirect migration background","","","",""
"Tenant","1984","Lower Saxony","no migration background","2","","",""
"Tenant","1984","Lower Saxony","direct migration background","","","",""
"Tenant","1984","Lower Saxony","indirect migration background","","","",""
"Tenant","1984","Bremen","no migration background","","","",""
"Tenant","1984","Bremen","direct migration background","","","",""
"Tenant","1984","Bremen","indirect migration background","","","",""
"Tenant","1984","North Rhine-Westphalia","no migration background","4","","",""
"Tenant","1984","North Rhine-Westphalia","direct migration background","7","","",""
"Tenant","1984","North Rhine-Westphalia","indirect migration background","","","",""
"Tenant","1984","Hesse","no migration background","3","","",""
"Tenant","1984","Hesse","direct migration background","1","","",""
"Tenant","1984","Hesse","indirect migration background","","","",""
"Tenant","1984","Rhineland-Palatinate,Saarland","no migration background","1","","",""
"Tenant","1984","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"Tenant","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Tenant","1984","Baden-Württemberg","no migration background","2","","",""
"Tenant","1984","Baden-Württemberg","direct migration background","3","","",""
"Tenant","1984","Baden-Württemberg","indirect migration background","","","",""
"Tenant","1984","Bavaria","no migration background","3","","",""
"Tenant","1984","Bavaria","direct migration background","4","","",""
"Tenant","1984","Bavaria","indirect migration background","","","",""
"Tenant","1984","Berlin","no migration background","","","",""
"Tenant","1984","Berlin","direct migration background","1","","",""
"Tenant","1984","Berlin","indirect migration background","","","",""
"Tenant","1984","Brandenburg","no migration background","","","",""
"Tenant","1984","Brandenburg","direct migration background","","","",""
"Tenant","1984","Brandenburg","indirect migration background","","","",""
"Tenant","1984","Mecklenburg-Western Pomerania","no migration background","","","",""
"Tenant","1984","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Tenant","1984","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Tenant","1984","Saxony","no migration background","","","",""
"Tenant","1984","Saxony","direct migration background","","","",""
"Tenant","1984","Saxony","indirect migration background","","","",""
"Tenant","1984","Saxony-Anhalt","no migration background","","","",""
"Tenant","1984","Saxony-Anhalt","direct migration background","","","",""
"Tenant","1984","Saxony-Anhalt","indirect migration background","","","",""
"Tenant","1984","Thuringia","no migration background","","","",""
"Tenant","1984","Thuringia","direct migration background","","","",""
"Tenant","1984","Thuringia","indirect migration background","","","",""
"Main Tenant","1985","Schleswig-Holstein","no migration background","128","0.4294904089394","0.374739481914705","0.484241335964095"
"Main Tenant","1985","Schleswig-Holstein","direct migration background","26","","",""
"Main Tenant","1985","Schleswig-Holstein","indirect migration background","","","",""
"Main Tenant","1985","Hamburg","no migration background","168","0.819534515646832","0.767396361917596","0.871672669376068"
"Main Tenant","1985","Hamburg","direct migration background","63","0.823825219208241","0.734579276329266","0.913071162087216"
"Main Tenant","1985","Hamburg","indirect migration background","1","","",""
"Main Tenant","1985","Lower Saxony","no migration background","380","0.429945243916509","0.398313863840613","0.461576623992405"
"Main Tenant","1985","Lower Saxony","direct migration background","128","0.640083676088092","0.564522033545359","0.715645318630826"
"Main Tenant","1985","Lower Saxony","indirect migration background","7","","",""
"Main Tenant","1985","Bremen","no migration background","59","0.706598753749411","0.612003249113066","0.801194258385755"
"Main Tenant","1985","Bremen","direct migration background","23","","",""
"Main Tenant","1985","Bremen","indirect migration background","","","",""
"Main Tenant","1985","North Rhine-Westphalia","no migration background","1193","0.581234114166053","0.560193310213205","0.6022749181189"
"Main Tenant","1985","North Rhine-Westphalia","direct migration background","712","0.777904833438692","0.749173693648504","0.80663597322888"
"Main Tenant","1985","North Rhine-Westphalia","indirect migration background","29","","",""
"Main Tenant","1985","Hesse","no migration background","350","0.492455980937375","0.45555192516822","0.529360036706531"
"Main Tenant","1985","Hesse","direct migration background","382","0.787824997927411","0.748863118918206","0.826786876936616"
"Main Tenant","1985","Hesse","indirect migration background","11","","",""
"Main Tenant","1985","Rhineland-Palatinate,Saarland","no migration background","203","0.337164743446356","0.300366478668234","0.373963008224478"
"Main Tenant","1985","Rhineland-Palatinate,Saarland","direct migration background","116","0.793176793915071","0.723552460915548","0.862801126914595"
"Main Tenant","1985","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"Main Tenant","1985","Baden-Württemberg","no migration background","493","0.415097027258143","0.387459003555162","0.442735050961125"
"Main Tenant","1985","Baden-Württemberg","direct migration background","673","0.682762631302979","0.650431671443549","0.71509359116241"
"Main Tenant","1985","Baden-Württemberg","indirect migration background","27","","",""
"Main Tenant","1985","Bavaria","no migration background","639","0.441522583916293","0.416275108646787","0.4667700591858"
"Main Tenant","1985","Bavaria","direct migration background","329","0.681474769451591","0.635528912801188","0.727420626101994"
"Main Tenant","1985","Bavaria","indirect migration background","24","","",""
"Main Tenant","1985","Berlin","no migration background","232","0.892793215803078","0.855331814346765","0.930254617259391"
"Main Tenant","1985","Berlin","direct migration background","97","0.903592042735125","0.846313673533237","0.960870411937013"
"Main Tenant","1985","Berlin","indirect migration background","4","","",""
"Main Tenant","1985","Brandenburg","no migration background","","","",""
"Main Tenant","1985","Brandenburg","direct migration background","","","",""
"Main Tenant","1985","Brandenburg","indirect migration background","","","",""
"Main Tenant","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Main Tenant","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Main Tenant","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Main Tenant","1985","Saxony","no migration background","","","",""
"Main Tenant","1985","Saxony","direct migration background","","","",""
"Main Tenant","1985","Saxony","indirect migration background","","","",""
"Main Tenant","1985","Saxony-Anhalt","no migration background","","","",""
"Main Tenant","1985","Saxony-Anhalt","direct migration background","","","",""
"Main Tenant","1985","Saxony-Anhalt","indirect migration background","","","",""
"Main Tenant","1985","Thuringia","no migration background","","","",""
"Main Tenant","1985","Thuringia","direct migration background","","","",""
"Main Tenant","1985","Thuringia","indirect migration background","","","",""
"Sub-Tenant","1985","Schleswig-Holstein","no migration background","8","","",""
"Sub-Tenant","1985","Schleswig-Holstein","direct migration background","","","",""
"Sub-Tenant","1985","Schleswig-Holstein","indirect migration background","","","",""
"Sub-Tenant","1985","Hamburg","no migration background","3","","",""
"Sub-Tenant","1985","Hamburg","direct migration background","3","","",""
"Sub-Tenant","1985","Hamburg","indirect migration background","","","",""
"Sub-Tenant","1985","Lower Saxony","no migration background","8","","",""
"Sub-Tenant","1985","Lower Saxony","direct migration background","4","","",""
"Sub-Tenant","1985","Lower Saxony","indirect migration background","","","",""
"Sub-Tenant","1985","Bremen","no migration background","1","","",""
"Sub-Tenant","1985","Bremen","direct migration background","","","",""
"Sub-Tenant","1985","Bremen","indirect migration background","","","",""
"Sub-Tenant","1985","North Rhine-Westphalia","no migration background","29","","",""
"Sub-Tenant","1985","North Rhine-Westphalia","direct migration background","22","","",""
"Sub-Tenant","1985","North Rhine-Westphalia","indirect migration background","","","",""
"Sub-Tenant","1985","Hesse","no migration background","11","","",""
"Sub-Tenant","1985","Hesse","direct migration background","7","","",""
"Sub-Tenant","1985","Hesse","indirect migration background","","","",""
"Sub-Tenant","1985","Rhineland-Palatinate,Saarland","no migration background","6","","",""
"Sub-Tenant","1985","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sub-Tenant","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sub-Tenant","1985","Baden-Württemberg","no migration background","11","","",""
"Sub-Tenant","1985","Baden-Württemberg","direct migration background","16","","",""
"Sub-Tenant","1985","Baden-Württemberg","indirect migration background","","","",""
"Sub-Tenant","1985","Bavaria","no migration background","11","","",""
"Sub-Tenant","1985","Bavaria","direct migration background","11","","",""
"Sub-Tenant","1985","Bavaria","indirect migration background","","","",""
"Sub-Tenant","1985","Berlin","no migration background","1","","",""
"Sub-Tenant","1985","Berlin","direct migration background","4","","",""
"Sub-Tenant","1985","Berlin","indirect migration background","","","",""
"Sub-Tenant","1985","Brandenburg","no migration background","","","",""
"Sub-Tenant","1985","Brandenburg","direct migration background","","","",""
"Sub-Tenant","1985","Brandenburg","indirect migration background","","","",""
"Sub-Tenant","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sub-Tenant","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sub-Tenant","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sub-Tenant","1985","Saxony","no migration background","","","",""
"Sub-Tenant","1985","Saxony","direct migration background","","","",""
"Sub-Tenant","1985","Saxony","indirect migration background","","","",""
"Sub-Tenant","1985","Saxony-Anhalt","no migration background","","","",""
"Sub-Tenant","1985","Saxony-Anhalt","direct migration background","","","",""
"Sub-Tenant","1985","Saxony-Anhalt","indirect migration background","","","",""
"Sub-Tenant","1985","Thuringia","no migration background","","","",""
"Sub-Tenant","1985","Thuringia","direct migration background","","","",""
"Sub-Tenant","1985","Thuringia","indirect migration background","","","",""
"Owner","1985","Schleswig-Holstein","no migration background","178","0.54619732635625","0.4911303060785","0.601264346633999"
"Owner","1985","Schleswig-Holstein","direct migration background","13","","",""
"Owner","1985","Schleswig-Holstein","indirect migration background","1","","",""
"Owner","1985","Hamburg","no migration background","38","0.160388918099258","0.110637987584557","0.21013984861396"
"Owner","1985","Hamburg","direct migration background","4","","",""
"Owner","1985","Hamburg","indirect migration background","1","","",""
"Owner","1985","Lower Saxony","no migration background","553","0.560794334505841","0.529084859273006","0.592503809738677"
"Owner","1985","Lower Saxony","direct migration background","23","","",""
"Owner","1985","Lower Saxony","indirect migration background","1","","",""
"Owner","1985","Bremen","no migration background","29","","",""
"Owner","1985","Bremen","direct migration background","3","","",""
"Owner","1985","Bremen","indirect migration background","","","",""
"Owner","1985","North Rhine-Westphalia","no migration background","890","0.403786096511394","0.382860499168266","0.424711693854523"
"Owner","1985","North Rhine-Westphalia","direct migration background","70","0.189968472637743","0.162853336243558","0.217083609031929"
"Owner","1985","North Rhine-Westphalia","indirect migration background","15","","",""
"Owner","1985","Hesse","no migration background","344","0.496191619175361","0.459284432737993","0.533098805612728"
"Owner","1985","Hesse","direct migration background","34","0.178885229903693","0.142362176258642","0.215408283548744"
"Owner","1985","Hesse","indirect migration background","","","",""
"Owner","1985","Rhineland-Palatinate,Saarland","no migration background","425","0.649154029484416","0.612006016626825","0.686302042342007"
"Owner","1985","Rhineland-Palatinate,Saarland","direct migration background","14","","",""
"Owner","1985","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Owner","1985","Baden-Württemberg","no migration background","717","0.576159499708254","0.548441438510236","0.603877560906271"
"Owner","1985","Baden-Württemberg","direct migration background","107","0.297507150828754","0.265748560620497","0.329265741037012"
"Owner","1985","Baden-Württemberg","indirect migration background","7","","",""
"Owner","1985","Bavaria","no migration background","836","0.549168732842242","0.523870009725738","0.574467455958746"
"Owner","1985","Bavaria","direct migration background","55","0.294155142222184","0.249219350988478","0.339090933455891"
"Owner","1985","Bavaria","indirect migration background","7","","",""
"Owner","1985","Berlin","no migration background","29","","",""
"Owner","1985","Berlin","direct migration background","1","","",""
"Owner","1985","Berlin","indirect migration background","","","",""
"Owner","1985","Brandenburg","no migration background","","","",""
"Owner","1985","Brandenburg","direct migration background","","","",""
"Owner","1985","Brandenburg","indirect migration background","","","",""
"Owner","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Owner","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Owner","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Owner","1985","Saxony","no migration background","","","",""
"Owner","1985","Saxony","direct migration background","","","",""
"Owner","1985","Saxony","indirect migration background","","","",""
"Owner","1985","Saxony-Anhalt","no migration background","","","",""
"Owner","1985","Saxony-Anhalt","direct migration background","","","",""
"Owner","1985","Saxony-Anhalt","indirect migration background","","","",""
"Owner","1985","Thuringia","no migration background","","","",""
"Owner","1985","Thuringia","direct migration background","","","",""
"Owner","1985","Thuringia","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Schleswig-Holstein","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Schleswig-Holstein","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Schleswig-Holstein","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Hamburg","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Hamburg","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Hamburg","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Lower Saxony","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Lower Saxony","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Lower Saxony","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Bremen","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Bremen","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Bremen","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","North Rhine-Westphalia","no migration background","","","",""
"Nursing Home/Retirement Community","1985","North Rhine-Westphalia","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","North Rhine-Westphalia","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Hesse","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Hesse","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Hesse","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Baden-Württemberg","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Baden-Württemberg","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Baden-Württemberg","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Bavaria","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Bavaria","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Bavaria","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Berlin","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Berlin","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Berlin","indirect migration background","","","",""
"Nursing Home/Retirement Community","1985","Brandenburg","no migration background","","","",""
"Nursing Home/Retirement Community","1985","Brandenburg","direct migration background","","","",""
"Nursing Home/Retirement Community","1985","Brandenburg","indirect migration background","","","",""
